Id,ContentShow,Difficulty,RecommendedAttack,RecommendedDefense,RecommendedPower,Type,IntParam,RecommendedPC,RecommendedLevel,EnterLevelRestriction,BackgroundImage,WorldId,RepresentRewardId,RepresentRewardIconPath,RepresentRewardID1,RepresentRewardID2,RepresentRewardID3,AddSubLevel,ResetGemType,ResetGemCount,SubLevelForLight,BGM,ConflictRegular
12091,0,2,53124,64077,1106300,3,91,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,Armor_Human_Knightmare_Helmet_01,490005,,,,25,,,,0
12092,0,2,53989,65116,1135000,3,92,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,Armor_Human_Knightmare_Helmet_01,490005,490041,,,25,,,,0
12093,0,2,54860,66163,1163700,3,93,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,Armor_Human_Knightmare_Helmet_01,490005,,,,25,,,,0
12094,0,2,55739,67217,1192400,3,94,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,Armor_Human_Knightmare_Helmet_01,490005,490041,,,25,,,,0
12095,0,2,56623,68279,1249800,3,95,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,Armor_Human_Knightmare_Helmet_01,490005,,,,25,,,,0
12096,0,2,153369,184928,1283683,3,96,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,Armor_Human_Knightmare_Helmet_01,490005,490041,,,25,,,,0
12097,0,2,253110,305175,1317566,3,97,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,Armor_Human_Knightmare_Helmet_01,490005,,,,25,,,,0
12098,0,2,355878,429053,1351449,3,98,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,Armor_Human_Knightmare_Helmet_01,490005,490041,,,25,,,,0
12099,0,2,461701,556602,1385332,3,99,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,Armor_Human_Knightmare_Helmet_01,490005,,,,25,,,,0
12100,0,2,570613,687860,1453100,3,100,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,Armor_Human_Knightmare_Helmet_01,490005,490038,,,25,,,,0
20001,1,2,0,0,8700,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20002,1,2,0,0,8700,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20003,1,2,0,0,8700,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20004,1,2,0,0,8700,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20005,1,2,0,0,8700,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20006,1,2,0,0,15200,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20007,1,2,0,0,13100,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20008,1,2,0,0,15200,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20009,1,2,0,0,15200,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20010,1,2,0,0,15200,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20011,1,2,0,0,15200,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20012,1,2,0,0,23700,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20013,1,2,0,0,28800,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20014,1,2,0,0,34300,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20015,1,2,0,0,43400,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20016,1,2,0,0,62200,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20017,1,2,0,0,16500,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20018,1,2,0,0,16500,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20019,1,2,0,0,18300,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20020,1,2,0,0,21800,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20021,1,2,0,0,23700,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20022,1,2,0,0,25900,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20023,1,2,0,0,43400,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20024,1,2,0,0,50600,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20025,1,2,0,0,37100,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20026,1,2,0,0,68200,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20027,1,2,0,0,68200,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20028,1,2,0,0,73700,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20029,1,2,0,0,73700,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20030,1,2,0,0,83900,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20031,1,2,0,0,95100,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20032,1,2,0,0,101300,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20033,1,2,0,0,107100,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20034,1,2,0,0,107100,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20035,1,2,0,0,114800,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20036,1,2,0,0,121000,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20037,1,2,0,0,121000,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20038,1,2,0,0,126800,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20039,1,2,0,0,126800,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20040,1,2,0,0,137200,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20041,1,2,0,0,137200,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20042,1,2,0,0,80900,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20043,1,2,0,0,126800,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20044,1,2,0,0,186500,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20045,1,2,0,0,199800,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20046,1,2,0,0,148700,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20047,1,2,0,0,148700,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20048,1,2,0,0,167600,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20049,1,2,0,0,148700,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20050,1,2,0,0,158200,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20051,1,2,0,0,148700,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20052,1,2,0,0,158200,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20053,1,2,0,0,186500,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20054,1,2,0,0,186500,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20055,1,2,0,0,199800,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20056,1,2,0,0,199800,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20057,1,2,0,0,212100,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20058,1,2,0,0,212100,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20059,1,2,0,0,212100,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20060,1,2,0,0,221800,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20061,1,2,0,0,212100,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20062,1,2,0,0,236500,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20063,1,2,0,0,246500,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20064,1,2,0,0,246500,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20065,1,2,0,0,271400,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20066,1,2,0,0,271400,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20067,1,2,0,0,271400,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20068,1,2,0,0,284600,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20069,1,2,0,0,284600,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20070,1,2,0,0,199800,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20071,1,2,0,0,212100,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20072,1,2,0,0,221800,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20073,1,2,0,0,258800,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20074,1,2,0,0,271400,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20075,1,2,0,0,297500,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20076,1,2,0,0,326200,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20077,1,2,0,0,311700,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20078,1,2,0,0,311700,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20079,1,2,0,0,340900,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20080,1,2,0,0,340900,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20081,1,2,0,0,340900,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20082,1,2,0,0,340900,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20083,1,2,0,0,340900,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20084,1,2,0,0,356400,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20085,1,2,0,0,373000,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20086,1,2,0,0,373000,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20087,1,2,0,0,373000,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20088,1,2,0,0,393800,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20089,1,2,0,0,393800,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20090,1,2,0,0,407700,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20091,1,2,0,0,429400,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20092,1,2,0,0,429400,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20093,1,2,0,0,429400,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20094,1,2,0,0,448700,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20095,1,2,0,0,448700,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20096,1,2,0,0,485900,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20097,1,2,0,0,467600,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20098,1,2,0,0,467600,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20099,1,2,0,0,485900,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20100,1,2,0,0,448700,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20101,1,2,0,0,326200,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20102,1,2,0,0,356400,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20103,1,2,0,0,393800,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20104,1,2,0,0,407700,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20105,1,2,0,0,429400,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20106,1,2,0,0,448700,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20107,1,2,0,0,533500,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20108,1,2,0,0,533500,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20109,1,2,0,0,533500,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20110,1,2,0,0,533500,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20111,1,2,0,0,533500,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20112,1,2,0,0,533500,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20113,1,2,0,0,533500,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20114,1,2,0,0,533500,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20115,1,2,0,0,533500,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20116,1,2,0,0,533500,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20117,1,2,0,0,533500,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20118,1,2,0,0,533500,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20119,1,2,0,0,533500,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20120,1,2,0,0,533500,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20121,1,2,0,0,533500,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20122,1,2,0,0,533500,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20123,1,2,0,0,533500,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20124,1,2,0,0,533500,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20125,1,2,0,0,533500,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20126,1,2,0,0,533500,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20127,1,2,0,0,533500,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20128,1,2,0,0,533500,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20129,1,2,0,0,533500,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20130,1,2,0,0,533500,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20131,1,2,0,0,15200,12,0,5,,0,Texture/Image_Dungeon_Elite_01,20001,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20132,1,2,0,0,34300,12,0,5,,0,Texture/Image_Dungeon_Elite_01,20001,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20133,1,2,0,0,80900,12,0,5,,0,Texture/Image_Dungeon_Elite_01,20001,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20134,1,2,0,0,121000,12,0,5,,0,Texture/Image_Dungeon_Elite_01,20001,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20135,1,2,0,0,148700,12,0,5,,0,Texture/Image_Dungeon_Elite_01,20001,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20136,1,2,0,0,246500,12,0,5,,0,Texture/Image_Dungeon_Elite_01,20001,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20137,1,2,0,0,297500,12,0,5,,0,Texture/Image_Dungeon_Elite_01,20001,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20138,1,2,0,0,356400,12,0,5,,0,Texture/Image_Dungeon_Elite_01,20001,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20139,1,2,0,0,556700,12,0,5,,0,Texture/Image_Dungeon_Elite_01,20001,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20140,1,2,0,0,658500,12,0,5,,0,Texture/Image_Dungeon_Elite_01,20001,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20141,1,2,0,0,533500,12,0,5,,0,Texture/Image_Dungeon_Elite_01,20001,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20142,1,2,0,0,628100,12,0,5,,0,Texture/Image_Dungeon_Elite_01,20001,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20143,1,2,0,0,707100,12,0,5,,0,Texture/Image_Dungeon_Elite_01,20001,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20144,1,2,0,0,707100,12,0,5,,0,Texture/Image_Dungeon_Elite_01,20001,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20145,1,2,0,0,761800,12,0,5,,0,Texture/Image_Dungeon_Elite_01,20001,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20146,1,2,0,0,556700,12,0,20,,0,Texture/Image_Dungeon_Elite_01,20002,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20147,1,2,0,0,1180400,12,0,20,,0,Texture/Image_Dungeon_Elite_01,20002,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20148,1,2,0,0,707100,12,0,20,,0,Texture/Image_Dungeon_Elite_01,20002,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20149,1,2,0,0,467600,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20150,1,2,0,0,485900,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20151,1,2,0,0,510900,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20152,1,2,0,0,510900,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20153,1,2,0,0,510900,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20154,1,2,0,0,510900,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20155,1,2,0,0,510900,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20156,1,2,0,0,510900,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20157,1,2,0,0,510900,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20158,1,2,0,0,510900,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20159,1,2,0,0,510900,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20160,1,2,0,0,510900,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20161,1,2,0,0,510900,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20162,1,2,0,0,510900,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20163,1,2,0,0,510900,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20164,1,2,0,0,510900,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20165,1,2,0,0,510900,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20166,1,2,0,0,510900,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20167,1,2,0,0,510900,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20168,1,2,0,0,510900,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20169,1,2,0,0,510900,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20170,1,2,0,0,510900,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20171,1,2,0,0,510900,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
20172,1,2,0,0,510900,12,0,3,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,RuinsOfgiants_Trigger,25,,,2,0
50000,1,2,577,855,0,4,,,,0,Texture/UI_Image_GatheringDungeon,13000,400002,Item_BloodMedal,3003,3002,,,25,,,,0
60001,1,2,252,,12281,6,0,,,0,Texture/Image_Dungeon_Daily_07,60001,490001,,,,,,25,,,,0
70001,1,2,252,,12281,6,0,,,0,Texture/Image_Dungeon_Daily_07,70001,490001,,,,,,25,,,,0
70002,1,2,252,,12281,6,0,,,0,Texture/Image_Dungeon_Daily_07,70002,490001,,,,,,25,,,,0
90101,1,1,6166,0,83300,5,1,5,10,2,Texture/UI_Image_GuildDungeon_01,300201,400002,Item_BloodMedal,,,,,15,1200,100,6,0
90102,1,2,6166,0,187700,5,1,10,20,4,Texture/UI_Image_GuildDungeon_01,300201,400002,Item_BloodMedal,,,,,15,2400,200,6,0
