Id,GroupId,TeamId,Type,UseType,ManualControl,ControlTime,MultiControl,HitCancel,ForbidUserCancel,Radius,BPName,WorldInfoId,Visible,InitialSpawning,Period,Repeatable,LifeTime,ControlCoolingTime,MaxCount,BasePosX,BasePosY,BasePosZ,RotateP,RotateY,RotateR,SpawnRadius,TotalControlCount,ControlActionType1,ControlActionParam1,ControlActionType2,ControlActionParam2,ControlActionType3,ControlActionParam3,SiegeWarParentNpcSpawnInfoId,CollisionUnitType,CollisionUnitParam,InteractionType,InteractionAnimation,ActivateMaterial,InactivateMaterial,ControlProcessingEffect,ControlCompleteStartEffect,ControlCompleteLoopEffect,InstanceResetAfterControl
71401,714,0,11,2,1,2,1,0,0,100,BP_Gadget_Spiegg_01,7,0,1,3,1,0,0,1,-8020,-12400,400,0,0,0,0,0,46,,46,,46,,,6,,4,,,,,,,0
71402,714,0,11,2,1,2,1,0,0,100,BP_Gadget_Spiegg_01,7,0,1,3,1,0,0,1,-9960,-13290,400,0,0,0,0,0,46,,46,,46,,,6,,4,,,,,,,0
71403,714,0,11,2,1,2,1,0,0,100,BP_Gadget_Spiegg_01,7,0,1,3,1,0,0,1,-6350,-12450,400,0,0,0,0,0,46,,46,,46,,,6,,4,,,,,,,0
71404,714,0,11,2,1,2,1,0,0,100,BP_Gadget_Spiegg_01,7,0,1,3,1,0,0,1,-6352,-11987,400,0,40,0,0,0,46,,46,,46,,,6,,4,,,,,,,0
71405,714,0,11,2,1,2,1,0,0,100,BP_Gadget_Spiegg_01,7,0,1,3,1,0,0,1,-3689,-12775,400,0,45,0,0,0,46,,46,,46,,,6,,4,,,,,,,0
71406,714,0,11,2,1,2,1,0,0,100,BP_Gadget_Spiegg_01,7,0,1,3,1,0,0,1,-4150,-13080,400,0,0,0,0,0,46,,46,,46,,,6,,4,,,,,,,0
71407,714,0,11,2,1,2,1,0,0,100,BP_Gadget_Spiegg_01,7,0,1,3,1,0,0,1,-3020,-14260,400,0,0,0,0,0,46,,46,,46,,,6,,4,,,,,,,0
71501,715,0,11,2,0,0,1,0,0,0,BP_Gadget_Magic_01,7,0,1,3,1,0,0,1,-11622,-16056,400,0,0,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
71601,716,0,11,0,0,0,1,0,0,100,BP_Gadget_Brazier_01,7,1,1,3,1,0,0,1,-24347,9527,400,0,0,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
71602,716,0,11,0,0,0,1,0,0,100,BP_Gadget_Brazier_01,7,1,1,3,1,0,0,1,-24167,-9807,400,0,0,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
71603,716,0,11,0,0,0,1,0,0,100,BP_Gadget_Brazier_01,7,1,1,3,1,0,0,1,-32820,-8830,400,0,0,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
71604,716,0,11,0,0,0,1,0,0,100,BP_Gadget_Brazier_01,7,1,1,3,1,0,0,1,-41270,-5680,400,0,0,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
71701,717,0,11,2,1,2,1,0,0,200,BP_Gadget_TeleportCrystal_01,100200,1,1,3,1,0,0,1,13072,2172,0,0,0,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
71801,718,0,11,0,0,0,1,0,0,200,BP_Gadget_Ruin_01,100200,1,1,3,1,0,0,1,6017,5441,0,0,130,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
71802,718,0,11,0,0,0,1,0,0,200,BP_Gadget_Ruin_01,100200,1,1,3,1,0,0,1,6080,5741,0,0,-115,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
71803,718,0,11,0,0,0,1,0,0,200,BP_Gadget_Ruin_01,100200,1,1,3,1,0,0,1,12925,1855,0,0,-15,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
71804,718,0,11,0,0,0,1,0,0,200,BP_Gadget_Ruin_01,100200,1,1,3,1,0,0,1,13230,1846,0,0,-130,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
71901,719,0,11,2,1,2,1,0,0,100,BP_Gadget_Bag_01,7,1,1,3,1,0,0,1,-14934,13783,809,0,0,0,0,0,46,,46,,46,,,6,,2,,,,,,,0
80101,801,0,11,2,1,2,1,0,0,100,BP_Gadget_Burn_WoodFire_01,8,1,1,3,1,0,0,1,30311,26138,2420,0,0,0,0,0,46,,46,,46,,,6,,6,,,,,,,0
80201,802,0,11,2,1,2,1,0,0,100,BP_Gadget_Burn_WoodFire_01,8,1,1,3,1,0,0,1,31547,26529,2420,0,0,0,0,0,46,,46,,46,,,6,,6,,,,,,,0
80601,806,0,11,2,0,2,1,0,0,100,BP_Gadget_Burn_WoodFire_01_Fire,8,1,1,3,1,0,0,1,30311,26138,2420,0,0,0,0,0,46,,46,,46,,,6,,6,,,,,,,0
80701,807,0,11,2,0,2,1,0,0,100,BP_Gadget_Burn_WoodFire_01_Fire,8,1,1,3,1,0,0,1,31547,26529,2420,0,0,0,0,0,46,,46,,46,,,6,,6,,,,,,,0
80301,803,0,11,2,1,2,1,0,0,100,BP_Gadget_RollPaper_01,8,0,1,3,1,0,0,1,36102,31618,2420,0,30,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
80302,803,0,11,2,1,2,1,0,0,100,BP_Gadget_RollPaper_01,8,0,1,3,1,0,0,1,35710,31998,2420,0,-89,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
80303,803,0,11,2,1,2,1,0,0,100,BP_Gadget_RollPaper_01,8,0,1,3,1,0,0,1,34997,30567,2420,0,0,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
80304,803,0,11,2,1,2,1,0,0,100,BP_Gadget_RollPaper_01,8,0,1,3,1,0,0,1,35784,30738,2420,0,50,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
80401,804,0,11,0,0,0,1,0,0,0,BP_Gadget_Tent_01,8,1,1,3,1,0,0,1,42399,29522,2420,0,26,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
80501,805,0,11,2,1,2,1,0,0,100,BP_Gadget_FarmA_02,8,1,1,3,1,0,0,1,42751,29659,2420,0,170,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
80901,809,0,11,2,1,2,1,0,0,100,BP_Gadget_Crystal_01,8,1,1,3,1,0,0,1,40546,46646,864,0,10,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
80902,809,0,11,2,1,2,1,0,0,100,BP_Gadget_Crystal_01,8,1,1,3,1,0,0,1,39150,48231,864,0,20,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
80903,809,0,11,2,1,2,1,0,0,100,BP_Gadget_Crystal_01,8,1,1,3,1,0,0,1,41414,48281,864,0,30,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
80904,809,0,11,2,1,2,1,0,0,100,BP_Gadget_Crystal_01,8,1,1,3,1,0,0,1,40908,49705,864,0,40,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
80905,809,0,11,2,1,2,1,0,0,100,BP_Gadget_Crystal_01,8,1,1,3,1,0,0,1,39727,49571,864,0,50,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
80906,809,0,11,2,1,2,1,0,0,100,BP_Gadget_Crystal_01,8,1,1,3,1,0,0,1,39069,49327,864,0,60,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
80907,809,0,11,2,1,2,1,0,0,100,BP_Gadget_Crystal_01,8,1,1,3,1,0,0,1,39531,48456,864,0,70,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
80908,809,0,11,2,1,2,1,0,0,100,BP_Gadget_Crystal_01,8,1,1,3,1,0,0,1,41262,46315,864,0,80,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
80909,809,0,11,2,1,2,1,0,0,100,BP_Gadget_Crystal_01,8,1,1,3,1,0,0,1,42882,46627,864,0,90,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
80910,809,0,11,2,1,2,1,0,0,100,BP_Gadget_Crystal_01,8,1,1,3,1,0,0,1,41407,46975,864,0,110,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
80911,809,0,11,2,1,2,1,0,0,100,BP_Gadget_Crystal_01,8,1,1,3,1,0,0,1,40521,47235,864,0,120,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
80912,809,0,11,2,1,2,1,0,0,100,BP_Gadget_Crystal_01,8,1,1,3,1,0,0,1,40314,47180,864,0,130,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81001,810,0,11,2,1,2,1,0,0,100,BP_Gadget_StoneFragment_01,8,1,1,3,1,0,0,1,47616,38295,1306,0,-40,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81002,810,0,11,2,1,2,1,0,0,100,BP_Gadget_StoneFragment_01,8,1,1,3,1,0,0,1,46922,37774,1256,0,9,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81003,810,0,11,2,1,2,1,0,0,100,BP_Gadget_StoneFragment_01,8,1,1,3,1,0,0,1,47666,37089,1260,0,-95,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81004,810,0,11,2,1,2,1,0,0,100,BP_Gadget_StoneFragment_01,8,1,1,3,1,0,0,1,46138,36237,1289,0,-15,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81005,810,0,11,2,1,2,1,0,0,100,BP_Gadget_StoneFragment_01,8,1,1,3,1,0,0,1,45664,37423,1306,0,-55,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81006,810,0,11,2,1,2,1,0,0,100,BP_Gadget_StoneFragment_01,8,1,1,3,1,0,0,1,46536,37046,1273,0,-115,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81007,810,0,11,2,1,2,1,0,0,100,BP_Gadget_StoneFragment_01,8,1,1,3,1,0,0,1,48064,36281,1287,0,-130,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81101,811,0,11,2,1,2,1,0,0,100,BP_Gadget_Box_06,8,1,1,3,1,0,0,1,54703,28468,1278,0,-25,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81102,811,0,11,2,1,2,1,0,0,100,BP_Gadget_Box_06,8,1,1,3,1,0,0,1,55022,28771,1278,0,35,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81103,811,0,11,2,1,2,1,0,0,100,BP_Gadget_Box_06,8,1,1,3,1,0,0,1,55957,27806,1278,0,0,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81104,811,0,11,2,1,2,1,0,0,100,BP_Gadget_Box_06,8,1,1,3,1,0,0,1,55292,27701,1278,0,30,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81105,811,0,11,2,1,2,1,0,0,100,BP_Gadget_Box_06,8,1,1,3,1,0,0,1,55048,27836,1278,0,-20,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81106,811,0,11,2,1,2,1,0,0,100,BP_Gadget_Box_06,8,1,1,3,1,0,0,1,56300,26979,1278,0,20,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81107,811,0,11,2,1,2,1,0,0,100,BP_Gadget_Box_06,8,1,1,3,1,0,0,1,55702,28831,1278,0,20,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81201,812,0,11,2,1,2,1,0,0,100,BP_Gadget_StoneFragment_01,8,1,1,3,1,0,0,1,53855,24654,1304,-27,20,-42,0,0,46,,46,,46,,,6,,11,,,,,,,0
81202,812,0,11,2,1,2,1,0,0,100,BP_Gadget_StoneFragment_01,8,1,1,3,1,0,0,1,54523,22916,1300,48,0,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81203,812,0,11,2,1,2,1,0,0,100,BP_Gadget_StoneFragment_01,8,1,1,3,1,0,0,1,53523,23832,1282,-30,0,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81204,812,0,11,2,1,2,1,0,0,100,BP_Gadget_StoneFragment_01,8,1,1,3,1,0,0,1,53015,24284,1275,0,-87,-33,0,0,46,,46,,46,,,6,,11,,,,,,,0
81205,812,0,11,2,1,2,1,0,0,100,BP_Gadget_StoneFragment_01,8,1,1,3,1,0,0,1,54588,23622,1317,0,0,91,0,0,46,,46,,46,,,6,,11,,,,,,,0
81206,812,0,11,2,1,2,1,0,0,100,BP_Gadget_StoneFragment_01,8,1,1,3,1,0,0,1,55629,23722,1311,37,-66,-53,0,0,46,,46,,46,,,6,,11,,,,,,,0
81207,812,0,11,2,1,2,1,0,0,100,BP_Gadget_StoneFragment_01,8,1,1,3,1,0,0,1,55863,23244,1317,-24,-6,-74,0,0,46,,46,,46,,,6,,11,,,,,,,0
81301,813,0,11,2,1,2,1,0,0,100,BP_Gadget_Crystal_01,8,1,1,3,1,0,0,1,72459,25078,1799,0,10,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81302,813,0,11,2,1,2,1,0,0,100,BP_Gadget_Crystal_01,8,1,1,3,1,0,0,1,72783,25561,1799,0,50,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81303,813,0,11,2,1,2,1,0,0,100,BP_Gadget_Crystal_01,8,1,1,3,1,0,0,1,71251,24274,1799,0,30,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81304,813,0,11,2,1,2,1,0,0,100,BP_Gadget_Crystal_01,8,1,1,3,1,0,0,1,71561,25626,1799,0,59,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81305,813,0,11,2,1,2,1,0,0,100,BP_Gadget_Crystal_01,8,1,1,3,1,0,0,1,72066,24394,1799,0,70,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81306,813,0,11,2,1,2,1,0,0,100,BP_Gadget_Crystal_01,8,1,1,3,1,0,0,1,71414,25266,1799,0,120,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81307,813,0,11,2,1,2,1,0,0,100,BP_Gadget_Crystal_01,8,1,1,3,1,0,0,1,73135,26126,1799,0,10,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81401,814,0,11,2,1,2,1,0,0,100,BP_Gadget_Crystal_01,8,1,1,3,1,0,0,1,61122,44466,1794,0,50,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81402,814,0,11,2,1,2,1,0,0,100,BP_Gadget_Crystal_01,8,1,1,3,1,0,0,1,61285,44800,1794,0,30,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81403,814,0,11,2,1,2,1,0,0,100,BP_Gadget_Crystal_01,8,1,1,3,1,0,0,1,61532,45360,1794,0,59,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81404,814,0,11,2,1,2,1,0,0,100,BP_Gadget_Crystal_01,8,1,1,3,1,0,0,1,61526,45614,1794,0,70,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81405,814,0,11,2,1,2,1,0,0,100,BP_Gadget_Crystal_01,8,1,1,3,1,0,0,1,61813,45471,1794,0,120,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81406,814,0,11,2,1,2,1,0,0,100,BP_Gadget_Crystal_01,8,1,1,3,1,0,0,1,62138,45012,1794,0,10,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81407,814,0,11,2,1,2,1,0,0,100,BP_Gadget_Crystal_01,8,1,1,3,1,0,0,1,61449,45081,1794,0,50,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81408,814,0,11,2,1,2,1,0,0,100,BP_Gadget_Crystal_01,8,1,1,3,1,0,0,1,61384,44520,1794,0,30,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81409,814,0,11,2,1,2,1,0,0,100,BP_Gadget_Crystal_01,8,1,1,3,1,0,0,1,61660,43601,1794,0,59,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81410,814,0,11,2,1,2,1,0,0,100,BP_Gadget_Crystal_01,8,1,1,3,1,0,0,1,61429,43585,1794,0,70,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81411,814,0,11,2,1,2,1,0,0,100,BP_Gadget_Crystal_01,8,1,1,3,1,0,0,1,61150,43993,1794,0,120,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81412,814,0,11,2,1,2,1,0,0,100,BP_Gadget_Crystal_01,8,1,1,3,1,0,0,1,62296,44817,1794,0,10,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81501,815,0,11,2,1,2,1,0,0,100,BP_Gadget_Mushroom_03,8,1,1,3,1,0,0,1,67218,44566,1804,0,50,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81502,815,0,11,2,1,2,1,0,0,100,BP_Gadget_Mushroom_03,8,1,1,3,1,0,0,1,67215,44957,1804,0,30,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81503,815,0,11,2,1,2,1,0,0,100,BP_Gadget_Mushroom_03,8,1,1,3,1,0,0,1,66983,44193,1804,0,59,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81504,815,0,11,2,1,2,1,0,0,100,BP_Gadget_Mushroom_03,8,1,1,3,1,0,0,1,67189,43929,1804,0,70,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81505,815,0,11,2,1,2,1,0,0,100,BP_Gadget_Mushroom_03,8,1,1,3,1,0,0,1,66213,43959,1804,0,120,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81506,815,0,11,2,1,2,1,0,0,100,BP_Gadget_Mushroom_03,8,1,1,3,1,0,0,1,66541,43632,1804,0,30,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81507,815,0,11,2,1,2,1,0,0,100,BP_Gadget_Mushroom_03,8,1,1,3,1,0,0,1,66116,43441,1804,0,59,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81601,816,0,11,2,1,2,1,0,0,100,BP_Gadget_TeleportCrystal_01,8,0,1,3,1,0,0,1,72599,52527,1799,0,0,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81701,817,0,11,2,1,2,1,0,0,100,BP_Gadget_TeleportCrystal_01,100204,0,1,3,1,0,0,1,-2756,9685,345,0,0,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
81901,819,0,11,2,1,2,1,0,0,100,BP_Gadget_Burned_Box_01,8,0,1,3,1,0,0,1,48681,28365,1712,0,0,0,0,0,46,,46,,46,,,6,,6,,,,,,,0
82001,820,0,11,2,1,2,1,0,0,100,BP_Gadget_Burned_Box_01,8,0,1,3,1,0,0,1,50189,27512,1712,0,0,0,0,0,46,,46,,46,,,6,,6,,,,,,,0
82101,821,0,11,2,1,2,1,0,0,100,BP_Gadget_Burned_Box_01,8,0,1,3,1,0,0,1,50851,28183,1712,0,0,0,0,0,46,,46,,46,,,6,,6,,,,,,,0
82201,822,0,11,2,1,2,1,0,0,100,BP_Gadget_Burned_Box_01,8,0,1,3,1,0,0,1,51395,29422,1712,0,0,0,0,0,46,,46,,46,,,6,,6,,,,,,,0
82401,824,0,11,2,1,2,1,0,0,500,BP_Gadget_Spiegg_01_Large,8,1,1,0,1,0,0,1,29839,18805,2420,0,5,0,0,0,46,,46,,46,,,6,,2,,,,,,,0
82501,825,0,11,2,1,2,1,0,0,200,BP_Gadget_hole_01,8,1,1,0,1,0,0,1,64960,55759,1796,0,0,0,0,0,46,,46,,46,,,6,,11,,,,,,,0
90201,902,0,11,2,1,2,1,0,0,150,BP_Gadget_Burn_Wagon_01,9,1,1,3,1,0,0,1,495,1441,766,0,-36,0,,0,46,,46,,46,,,6,,6,,,,,,,0
90401,904,0,11,2,1,2,1,0,0,100,BP_Gadget_Burn_Death_NPC_04,9,1,1,3,1,0,0,1,13622,24679,2325,0,0,0,,0,46,,46,,46,,,6,,6,,,,,,,0
90402,904,0,11,2,1,2,1,0,0,100,BP_Gadget_Burn_Death_NPC_04,9,1,1,3,1,0,0,1,14289,23793,2325,0,96,0,,0,46,,46,,46,,,6,,6,,,,,,,0
90403,904,0,11,2,1,2,1,0,0,100,BP_Gadget_Burn_Death_NPC_04,9,1,1,3,1,0,0,1,14909,23956,2325,0,96,0,,0,46,,46,,46,,,6,,6,,,,,,,0
90404,904,0,11,2,1,2,1,0,0,100,BP_Gadget_Burn_Death_NPC_04,9,1,1,3,1,0,0,1,14124,24972,2325,0,96,0,,0,46,,46,,46,,,6,,6,,,,,,,0
90405,904,0,11,2,1,2,1,0,0,100,BP_Gadget_Burn_Death_NPC_04,9,1,1,3,1,0,0,1,14719,25764,2325,0,-122,0,,0,46,,46,,46,,,6,,6,,,,,,,0
90406,904,0,11,2,1,2,1,0,0,100,BP_Gadget_Burn_Death_NPC_04,9,1,1,3,1,0,0,1,15206,25068,2325,0,-122,0,,0,46,,46,,46,,,6,,6,,,,,,,0
90407,904,0,11,2,1,2,1,0,0,100,BP_Gadget_Burn_Death_NPC_04,9,1,1,3,1,0,0,1,15152,21348,2325,0,139,0,,0,46,,46,,46,,,6,,6,,,,,,,0
90408,904,0,11,2,1,2,1,0,0,100,BP_Gadget_Burn_Death_NPC_04,9,1,1,3,1,0,0,1,14061,20731,2325,0,-122,0,,0,46,,46,,46,,,6,,6,,,,,,,0
90409,904,0,11,2,1,2,1,0,0,100,BP_Gadget_Burn_Death_NPC_04,9,1,1,3,1,0,0,1,13846,20142,2325,0,-10,0,,0,46,,46,,46,,,6,,6,,,,,,,0
90410,904,0,11,2,1,2,1,0,0,100,BP_Gadget_Burn_Death_NPC_04,9,1,1,3,1,0,0,1,14025,24602,2325,0,-122,0,,0,46,,46,,46,,,6,,6,,,,,,,0
90411,904,0,11,2,1,2,1,0,0,100,BP_Gadget_Burn_Death_NPC_04,9,1,1,3,1,0,0,1,14653,22559,2325,0,-10,0,,0,46,,46,,46,,,6,,6,,,,,,,0
90412,904,0,11,2,1,2,1,0,0,100,BP_Gadget_Burn_Death_NPC_04,9,1,1,3,1,0,0,1,14567,22229,2325,0,-120,0,,0,46,,46,,46,,,6,,6,,,,,,,0
90413,904,0,11,2,1,2,1,0,0,100,BP_Gadget_Burn_Death_NPC_04,9,1,1,3,1,0,0,1,14461,22430,2325,0,122,0,,0,46,,46,,46,,,6,,6,,,,,,,0
90414,904,0,11,2,1,2,1,0,0,100,BP_Gadget_Burn_Death_NPC_04,9,1,1,3,1,0,0,1,15052,24677,2325,0,122,0,,0,46,,46,,46,,,6,,6,,,,,,,0
90415,904,0,11,2,1,2,1,0,0,100,BP_Gadget_Burn_Death_NPC_04,9,1,1,3,1,0,0,1,13833,25265,2325,0,122,0,,0,46,,46,,46,,,6,,6,,,,,,,0
90416,904,0,11,2,1,2,1,0,0,100,BP_Gadget_Burn_Death_NPC_04,9,1,1,3,1,0,0,1,15607,22791,2325,0,122,0,,0,46,,46,,46,,,6,,6,,,,,,,0
90501,905,0,11,2,1,2,1,0,0,100,BP_Gadget_Burn_Box_03,9,1,1,3,1,0,0,1,24350,20777,2325,0,173,0,,0,46,,46,,46,,,6,,6,,,,,,,0
90601,906,0,11,2,1,2,1,0,0,200,BP_Gadget_Prison_03,9,0,1,3,1,0,0,1,28039,12820,2325,0,-160,0,,0,46,,46,,46,,,6,,3,,,,,,,0
90801,908,0,11,2,1,2,1,0,0,100,BP_Gadget_Campfire_01,9,1,1,3,1,0,0,1,1140,1690,860,0,0,0,,0,46,,46,,46,,,6,,6,,,,,,,0
90901,909,0,11,0,0,0,1,0,0,0,BP_Gadget_Death_Npc_03,9,1,1,3,1,0,0,1,10460,23540,2330,0,0,0,,0,46,,46,,46,,0,6,,11,,,,,,,0
90902,909,0,11,0,0,0,1,0,0,0,BP_Gadget_Death_Npc_03,9,1,1,3,1,0,0,1,10030,23100,2330,0,0,0,,0,46,,46,,46,,,6,,11,,,,,,,0
90903,909,0,11,0,0,0,1,0,0,0,BP_Gadget_Death_Npc_03,9,1,1,3,1,0,0,1,10220,22570,2330,0,0,0,,0,46,,46,,46,,,6,,11,,,,,,,0
90904,909,0,11,0,0,0,1,0,0,0,BP_Gadget_Death_Npc_03,9,1,1,3,1,0,0,1,10090,21740,2330,0,0,0,,0,46,,46,,46,,,6,,11,,,,,,,0
90905,909,0,11,0,0,0,1,0,0,0,BP_Gadget_Death_Npc_03,9,1,1,3,1,0,0,1,10470,21120,2330,0,0,0,,0,46,,46,,46,,,6,,11,,,,,,,0
90906,909,0,11,0,0,0,1,0,0,0,BP_Gadget_Death_Npc_09,9,1,1,3,1,0,0,1,10530,22050,2330,0,0,0,,0,46,,46,,46,,,6,,11,,,,,,,0
90907,909,0,11,0,0,0,1,0,0,0,BP_Gadget_Death_Npc_09,9,1,1,3,1,0,0,1,10590,21590,2330,0,0,0,,0,46,,46,,46,,,6,,11,,,,,,,0
90908,909,0,11,0,0,0,1,0,0,0,BP_Gadget_Death_Npc_09,9,1,1,3,1,0,0,1,10260,22890,2330,0,0,0,,0,46,,46,,46,,,6,,11,,,,,,,0
90909,909,0,11,0,0,0,1,0,0,0,BP_Gadget_Death_Npc_09,9,1,1,3,1,0,0,1,9770,22440,2330,0,0,0,,0,46,,46,,46,,,6,,11,,,,,,,0
90910,909,0,11,0,0,0,1,0,0,0,BP_Gadget_Death_Npc_09,9,1,1,3,1,0,0,1,10570,23750,2330,0,0,0,,0,46,,46,,46,,,6,,11,,,,,,,0
90911,909,0,11,0,0,0,1,0,0,0,BP_Gadget_Death_Npc_03,9,1,1,3,1,0,0,1,9830,26790,2330,0,0,0,,0,46,,46,,46,,,6,,11,,,,,,,0
90912,909,0,11,0,0,0,1,0,0,0,BP_Gadget_Death_Npc_09,9,1,1,3,1,0,0,1,9940,27000,2330,0,0,0,,0,46,,46,,46,,,6,,11,,,,,,,0
90913,909,0,11,0,0,0,1,0,0,0,BP_Gadget_Death_Npc_03,9,1,1,3,1,0,0,1,9904,27538,2330,0,109,0,,0,46,,46,,46,,,6,,11,,,,,,,0
90914,909,0,11,0,0,0,1,0,0,0,BP_Gadget_Death_Npc_09,9,1,1,3,1,0,0,1,9670,27570,2330,0,109,0,,0,46,,46,,46,,,6,,11,,,,,,,0
90915,909,0,11,0,0,0,1,0,0,0,BP_Gadget_Death_Npc_03,9,1,1,3,1,0,0,1,10067,27935,2330,0,77,0,,0,46,,46,,46,,,6,,11,,,,,,,0
90916,909,0,11,0,0,0,1,0,0,0,BP_Gadget_Death_Npc_09,9,1,1,3,1,0,0,1,9750,28240,2330,0,77,0,,0,46,,46,,46,,,6,,11,,,,,,,0
90917,909,0,11,0,0,0,1,0,0,0,BP_Gadget_Death_Npc_03,9,1,1,3,1,0,0,1,9960,28810,2330,0,27,0,,0,46,,46,,46,,,6,,11,,,,,,,0
90918,909,0,11,0,0,0,1,0,0,0,BP_Gadget_Death_Npc_09,9,1,1,3,1,0,0,1,9990,29250,2330,0,27,0,,0,46,,46,,46,,,6,,11,,,,,,,0
91001,910,0,11,2,0,0,1,0,0,0,BP_Gadget_Weapon_07,9,1,1,3,1,0,0,1,10250,21520,2330,0,50,0,,0,46,,46,,46,,,6,,11,,,,,,,0
91002,910,0,11,0,0,0,1,0,0,0,BP_Gadget_Weapon_07,9,1,1,3,1,0,0,1,11040,21350,2330,0,50,0,,0,46,,46,,46,,,6,,11,,,,,,,0
91003,910,0,11,0,0,0,1,0,0,0,BP_Gadget_Weapon_09,9,1,1,3,1,0,0,1,10240,23070,2330,0,78,0,,0,46,,46,,46,,,6,,11,,,,,,,0
91004,910,0,11,0,0,0,1,0,0,0,BP_Gadget_Weapon_09,9,1,1,3,1,0,0,1,9860,22290,2330,0,70,0,,0,46,,46,,46,,,6,,11,,,,,,,0
91005,910,0,11,0,0,0,1,0,0,0,BP_Gadget_Weapon_07,9,1,1,3,1,0,0,1,10000,21010,2330,0,-89,0,,0,46,,46,,46,,,6,,11,,,,,,,0
91006,910,0,11,0,0,0,1,0,0,0,BP_Gadget_Weapon_07,9,1,1,3,1,0,0,1,10410,22430,2330,0,-140,0,,0,46,,46,,46,,,6,,11,,,,,,,0
91007,910,0,11,0,0,0,1,0,0,0,BP_Gadget_Weapon_07,9,1,1,3,1,0,0,1,10600,23180,2330,0,-38,0,,0,46,,46,,46,,,6,,11,,,,,,,0
