Id,TextParam1,BuffType,ClientType,Param,TextParam2,Group,StackCount,Duration,Period,VisualEffectId,ExtendVisualEffectId,ExceptRoomType,IconTexture,CameraShake,CameraShakeIntensity,Sound
905106,,4,14,,,905103,1,1800000,,500002,,,Icon_Buff_Banquet_L,,,Interface/UI_Dungeon_Buff_Atk_Phy_1
905107,,4,14,,,905101,1,1800000,,500001,,,Icon_Buff_Banquet_S,,,Interface/UI_Dungeon_Buff_Defence_1
905108,,4,14,,,905102,1,1800000,,500004,,,Icon_Buff_Banquet_M,,,Interface/UI_Dungeon_Buff_Speed_1
905109,,4,14,,,905103,1,1800000,,500002,,,Icon_Buff_Banquet_L,,,Interface/UI_Dungeon_Buff_Atk_Phy_1
905501,,4,0,,,,1,300000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Player_AttackPowerPhy,,,PC/Skill/Item_Buff_Guild_Atk_02
905502,,4,0,,,,1,300000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Player_AttackPowerMag,,,PC/Skill/Item_Buff_Guild_Atk_01
905503,,4,0,,,,1,300000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Player_DefensePowerPhy,,,PC/Skill/Item_Buff_Guild_Defence_01
905504,,4,0,,,,1,300000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Player_DefensePowerMag,,,PC/Skill/Item_Buff_Guild_Defence_02
905505,,7,0,,,,1,30000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Player_MoveSpeed,,,PC/Skill/Item_Buff_Guild_SpeedUp_01
905506,,7,0,,,,1,180000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld,SiegeWorld",Icon_Buff_Potion_Player_GatheringSpeed,,,PC/Skill/Item_Buff_Guild_SpeedUp_01
905507,,7,0,,,,1,30000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Player_AttackSpeed,,,PC/Skill/Item_Buff_Guild_Atk_SpeedUp_01
905508,,7,0,,,,1,10000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Player_DodgeMul,,,PC/Skill/Item_Buff_Guild_SpeedUp_01
905509,,7,0,,,,1,60000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Player_Resilience,,,PC/Skill/Item_Buff_Guild_SpeedDown_01
905510,,4,0,,,,1,60000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Player_IgnoreDefenseDamage,,,PC/Skill/Item_Buff_Guild_Defence_01
905511,,4,0,,,,1,60000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Player_AddDecreaseDamage,,,PC/Skill/Item_Buff_Guild_SpeedDown_01
905512,,7,0,,,,1,60000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Player_SkillCoolTime,,,PC/Skill/Item_Buff_Guild_Atk_SpeedUp_01
905513,,7,0,,,,1,60000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Player_Penetrationv,,,PC/Skill/Item_Buff_Guild_Atk_02
905514,,7,0,,,,1,300000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Player_BossIncreaseDamage,,,PC/Skill/Item_Buff_Guild_Atk_01
905515,,7,0,,,,1,300000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Player_BossDecreaseDamage,,,PC/Skill/Item_Buff_Guild_Defence_01
905516,,7,0,,,,1,3600000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Player_Exp,,,PC/Skill/Item_Buff_Guild_Adena_01
905601,,7,0,,,,1,30000,2000,601002,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Guild_MoveSpeed,,,PC/Skill/Item_Buff_Guild_Focus_01
905602,,7,0,,,,1,2000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Guild_MoveSpeed,,,
905603,,7,0,,,,1,30000,2000,601003,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Guild_EnemySlow,,,PC/Skill/Item_Buff_Guild_Frozen_01
905604,,7,0,,,,1,2000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Guild_EnemySlow,,,
905605,,7,0,,,,1,60000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Guild_SiegeIncreaseDamage,,,PC/Skill/Item_Buff_Guild_Atk_01
905606,,7,0,,,,1,10000,2000,601004,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Guild_IncreaseHealMul,,,PC/Skill/Item_Buff_Guild_HP_01
905607,,7,0,,,,1,2000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Guild_IncreaseHealMul,,,
905608,,7,0,,,,1,30000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Guild_AttackBerserker,,,PC/Skill/Item_Buff_Guild_Atk_01
905609,,7,0,,,,1,30000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Guild_DefenseBerserker,,,PC/Skill/Item_Buff_Guild_Defence_01
905610,,7,0,,,,1,10000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Guild_CCResist,,,PC/Skill/Item_Buff_Guild_Atk_02
905611,,7,0,,,,1,15000,1000,601005,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Player_HPSteal,,,PC/Skill/Item_Buff_Guild_SpeedDown_01
905612,,7,0,,,,1,1000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Player_HPSteal,,,
906000,,7,14,,,,1,5000,,,,,Icon_Buff_Invincible,,,
906001,,7,14,,,,1,100,100,,,,,,,Interface/UI_Dungeon_Buff_Defence_1
906002,,7,0,,,,1,4000,1000,100006,,,Icon_Buff_HPRegen,,,
906003,,7,0,,,,1,30000,,500004,,,Icon_Buff_MoveSpeed,,,Interface/UI_Dungeon_Buff_Speed_1
906100,,7,14,,,,1,5000,,,,,Icon_Buff_Invincible,,,
906101,,7,14,,,,1,5000,1000,500002,,,Icon_Buff_HPRegen,,,Interface/UI_Dungeon_Buff_Defence_1
906102,,7,14,,,,1,30000,,500004,,,Icon_Buff_MoveSpeed,,,Interface/UI_Dungeon_Buff_Speed_1
906500,,7,14,,,,1,5000,,,,,Icon_Buff_Invincible,,,
906501,,7,14,,,,1,30000,,400005,,,Icon_Skill_Passive_21251,,,Interface/UI_Dungeon_Buff_Atk_Phy_1
11,,3,14,,,,1,5000,,100005,,,Icon_Buff_AttackPower,,,PC/Skill/SKill_SoulShot_Cast_01
12,,7,2,,,1003,1,5000,,,,,Icon_Debuff_KnockDown,,,
100001,,7,14,,,,1,3600000,,100001,,,Icon_Buff_Invincible,,,
100002,,7,5,,,,1,3600000,,,,,Icon_Buff_Invincible,,,
100003,,7,14,,,,1,3600000,,100003,,,Icon_Buff_Invincible,,,
100004,,7,14,,,,1,3600000,,,,,Icon_Buff_MPRegen,,,
100005,,7,14,,,,1,3600000,,,,,Icon_Buff_CriticalDamage,,,
100006,,7,0,,,,1,180000,,500005,,,Buff_Siege_Altar_04,,,
100007,,7,0,,,,1,180000,,500005,,,Buff_Siege_Altar_02,,,
100008,,7,0,,,,1,180000,,500006,,,Buff_Siege_Altar_05,,,
100011,1,7,14,,10,,1,3600000,,,,,,,,
100012,2,7,14,,20,,1,3600000,,,,,,,,
100013,3,7,14,,40,,1,3600000,,,,,,,,
100014,4,7,14,,60,,1,3600000,,,,,,,,
100015,5,7,14,,90,,1,3600000,,,,,,,,
100016,6,7,14,,120,,1,3600000,,,,,,,,
100017,7,7,14,,160,,1,3600000,,,,,,,,
100018,8,7,14,,200,,1,3600000,,,,,,,,
100019,9,7,14,,250,,1,3600000,,,,,,,,
100020,10,7,14,,300,,1,3600000,,,,,,,,
100021,,7,14,,,100021,1,1800000,,,,,Icon_Buff_CriticalRate,,,
100031,,7,14,,,,1,3600000,,,,,Icon_Buff_CriticalRate,,,
100101,,7,0,,,100100,1,180000,,5004,,,Icon_Buff_Siege_AltarHero_04,,,
100102,,7,0,,,100100,1,180000,,5002,,,Icon_Buff_Siege_AltarHero_02,,,
200000,,7,14,,,,1,2000,,100001,,,Icon_Buff_Invincible,,,
200001,,7,0,,,,1,180000,,100003,,,Buff_Siege_Altar_03,,,
200002,,7,0,,,,1,180000,,100003,,,Buff_Siege_Altar_01,,,
200003,1,7,14,,1,200003,1,3600000,,,,,,,,
200004,2,7,14,,2,200003,1,3600000,,,,,,,,
200005,3,7,14,,3,200003,1,3600000,,,,,,,,
200006,4,7,14,,4,200003,1,3600000,,,,,,,,
200007,5,7,14,,5,200003,1,3600000,,,,,,,,
200008,6,7,14,,6,200003,1,3600000,,,,,,,,
200009,7,7,14,,7,200003,1,3600000,,,,,,,,
200013,1,7,14,,1,200013,1,3600000,,,,,,,,
200014,2,7,14,,2,200013,1,3600000,,,,,,,,
200015,3,7,14,,3,200013,1,3600000,,,,,,,,
200016,4,7,14,,4,200013,1,3600000,,,,,,,,
200017,5,7,14,,5,200013,1,3600000,,,,,,,,
200018,6,7,14,,6,200013,1,3600000,,,,,,,,
200019,7,7,14,,7,200013,1,3600000,,,,,,,,
300001,,7,14,,,,1,0,,,,,Icon_Buff_CastleSIegeLocal,,,
300002,,7,14,,,,1,0,,,,,Icon_Buff_CastleSIegeGlobal,,,
300003,,7,14,,,,1,0,,,,,Icon_Buff_CastleSIegeGlobal,,,
300004,,7,14,,,,1,0,,,,,Icon_Buff_CastleSIegeGlobal,,,
300005,,7,14,,,,1,0,,,,,Icon_Buff_CastleSIegeGlobal,,,
301001,,7,14,,,,1,0,,,,,Icon_Buff_FortressSIegeLocal,,,
301002,,7,14,,,,1,0,,,,,Icon_Buff_FortressSIegeGlobal,,,
301003,,7,14,,,,1,0,,,,,Icon_Buff_FortressSIegeGlobal,,,
301004,,7,14,,,,1,0,,,,,Icon_Buff_FortressSIegeGlobal,,,
301005,,7,14,,,,1,0,,,,,Icon_Buff_FortressSIegeGlobal,,,
301006,,7,14,,,,1,0,,,,,Icon_Buff_FortressSIegeGlobal,,,
301007,,7,14,,,,1,0,,,,,Icon_Buff_FortressSIegeGlobal,,,
301008,,7,14,,,,1,0,,,,,Icon_Buff_FortressSIegeGlobal,,,
301009,,7,14,,,,1,0,,,,,Icon_Buff_FortressSIegeGlobal,,,
301010,,7,14,,,,1,0,,,,,Icon_Buff_FortressSIegeGlobal,,,
301011,,7,14,,,,1,0,,,,,Icon_Buff_FortressSIegeGlobal,,,
301012,,7,14,,,,1,0,,,,,Icon_Buff_FortressSIegeGlobal,,,
301013,,7,14,,,,1,0,,,,,Icon_Buff_FortressSIegeGlobal,,,
301014,,7,14,,,,1,0,,,,,Icon_Buff_FortressSIegeGlobal,,,
301015,,7,14,,,,1,0,,,,,Icon_Buff_FortressSIegeGlobal,,,
301016,,7,14,,,,1,0,,,,,Icon_Buff_FortressSIegeGlobal,,,
301017,,7,14,,,,1,0,,,,,Icon_Buff_FortressSIegeGlobal,,,
301018,,7,14,,,,1,0,,,,,Icon_Buff_FortressSIegeGlobal,,,
301030,,7,14,,,,1,0,,,,,Icon_Buff_FortressSIegeGlobal,,,
301031,,7,14,,,,1,0,,,,,Icon_Buff_FortressSIegeGlobal,,,
301032,,7,14,,,,1,0,,,,,Icon_Buff_FortressSIegeGlobal,,,
301033,,7,14,,,,1,0,,,,,Icon_Buff_FortressSIegeGlobal,,,
301034,,7,14,,,,1,0,,,,,Icon_Buff_FortressSIegeGlobal,,,
301035,,7,14,,,,1,0,,,,,Icon_Buff_FortressSIegeGlobal,,,
301036,,7,14,,,,1,0,,,,,Icon_Buff_FortressSIegeGlobal,,,
302001,,1,0,,,,1,3600000,,302001,,SiegeWorld,Icon_Buff_GuildMaster_01,,,
302002,,1,0,,,,1,3600000,,302002,,"SiegeWorld,GatheringDungeonWorld",Icon_Buff_GuildMaster_02,,,
302003,,1,0,,,,1,3600000,,302003,,SiegeWorld,Icon_Buff_GuildMaster_03,,,
400001,,7,0,,,,5,1800000,,"400001,400002,400003,400004,400005",,,Icon_Skill_Passive_20261,,,
400002,,7,0,,,,1,1800000,,400005,,,Icon_Skill_Passive_20261,,,
500001,,7,6,"{""Color"":{""R"":255,""G"":15,""B"":0}}",,,1,3600000,,,,,,,,
510001,,7,14,,,,1,0,,,,,Icon_Buff_GuildMaster_01,,,
510002,,7,14,,,,1,0,,,,,Icon_Buff_HotTimeEvent02,,,
900001,,7,6,,,,1,3600000,,,,,,,,
301,1,7,0,,,,1,180000,,301,,,Icon_Buff_MoveSpeed,,,
302,2,7,0,,,,1,120000,,302,,,Icon_Buff_GatheringSpeed,,,
303,3,7,0,,,,1,60000,,303,,,Icon_Buff_GatheringAmount,,,
304,,7,0,,,,1,10000,,,,,Icon_Buff_GatheringAmount,,,
305,,7,14,,,,1,0,5000,,,,Icon_Buff_AttackPower,,,
306,,7,14,,,,1,5000,,305,,,Icon_Buff_AttackPower,,,
401,,7,14,,,,1,0,2000,100001,,,,,,
402,,7,14,,,,1,1000,1000,100001,,,,,,
403,,7,14,,,,1,2000,,100001,,,Icon_Buff_Invincible,,,
451,,7,14,,,,1,2000,,,,,Icon_Buff_Invincible,,,
452,,7,14,,,,1,5000,,100001,,,Icon_Buff_MoveSpeed,,,
453,,7,14,,,,1,2000,,,,,Icon_Buff_Invincible,,,
454,,7,14,,,,1,10000,,100001,,,Icon_Buff_MoveSpeed,,,
501,,2,9,,,,1,60000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld,SiegeWorld",Icon_PVPTicket_01,,,
502,,2,9,,,,1,120000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld,SiegeWorld",Icon_PVPTicket_01,,,
503,,2,9,,,,1,180000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld,SiegeWorld",Icon_PVPTicket_01,,,
504,,2,9,,,,1,900000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld,SiegeWorld",Icon_PVPTicket_01,,,
510,,7,14,,,510,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_ExpBonus,,,
511,,7,14,,,510,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_ExpBonus,,,
720212,,7,4,,,1002,1,3000,,1,,,Icon_Debuff_Stun,,,
1720212,,7,4,,,1002,1,4000,,1,,,Icon_Debuff_Stun,,,
720222,,7,14,,,720211,1,30000,2000,5,,,Icon_Debuff_Poison,,,
1720222,,7,14,,,720211,5,30000,2000,5,,,Icon_Debuff_Poison,,,
1720223,,7,14,,,,1,10,10,,,,,,,
720232,,7,14,,,,1,10000,,,,,Icon_Debuff_DefensePower,,,
720233,,7,14,,,,1,10000,,,,,Icon_Debuff_DefensePower,,,
720234,,7,14,,,,1,10000,,,,,Icon_Debuff_Slow,,,
1720232,,7,14,,,,1,10000,,,,,Icon_Debuff_DefensePower,,,
1720233,,7,14,,,,1,10000,,,,,Icon_Debuff_DefensePower,,,
1720234,,7,14,,,,1,10000,,,,,Icon_Debuff_Slow,,,
1720310,,7,14,,,,1,30000,,300015,,,,,,
1720311,,7,14,,,,1,30000,,300015,,,,,,
1720312,,7,14,,,,1,30000,,300015,,,,,,
1720316,,7,4,,,,1,30000,,,,,,,,
720241,,7,5,,,,1,20000,,,,,,,,
720242,,7,14,,,,1,20000,,,,,,,,
720243,,7,14,,,,1,20000,,,,,,,,
720251,,7,6,,,,1,3600000,,,,,Icon_Debuff_Taunt,,,
720282,,7,14,,,,1,5000,,,,,Icon_Debuff_Slow,,,
720301,15,7,14,,,,1,15000,,,,,,,,
721211,20,7,14,,,,1,20000,,,,,,,,
721222,,7,14,,,720211,1,15000,1500,5,,,Icon_Debuff_Poison,,,
7212411,,7,12,"{""Icon"":""/Game/UI/SuicideBomb_Debuff_effect"",
""ShowTimer"":1}",,,1,10000,,,,,,,,
721241,1,7,6,"{""Color"":{""R"":255,""G"":30,""B"":0},
""Intensity"":10,
""Speed"":1}",,,1,20000,,,,,,,,
721242,2,7,6,"{""Color"":{""R"":255,""G"":30,""B"":0},
""Intensity"":10,
""Speed"":1}",,,1,20000,,,,,,,,
721243,3,7,6,"{""Color"":{""R"":255,""G"":30,""B"":0},
""Intensity"":40,
""Speed"":5}",,,1,20000,,,,,,,,
721244,4,7,6,"{""Color"":{""R"":255,""G"":30,""B"":0},
""Intensity"":40,
""Speed"":5}",,,1,20000,,,,,,,,
721245,5,7,6,"{""Color"":{""R"":255,""G"":30,""B"":0},
""Intensity"":80,
""Speed"":9}",,,1,20000,,,,,,,,
721246,6,7,6,"{""Color"":{""R"":255,""G"":30,""B"":0},
""Intensity"":80,
""Speed"":9}",,,1,20000,,,,,,,,
721301,,7,4,,,1002,1,5000,,1,,,,,,
721321,,7,14,,,,1,3000,,300014,,,Icon_Debuff_Restriction,,,
721332,,7,6,"{""Color"":{""R"":1,""G"":0,""B"":0},
""Intensity"":50,
""Speed"":5}",,,30,5000,,,,,,,,
721341,,7,6,"{""Color"":{""R"":0,""G"":1,""B"":0},
""Intensity"":50,
""Speed"":5}",,,1,2160000,,,,,,,,
17200022,,7,14,,,,10,30000,1000,300141,,,Icon_Debuff_Poison,,,
17200032,,7,14,,,,1,10,10,,,,,,,
17200033,,7,2,,,17200032,1,2000,,,,,,,,
17200052,,7,4,,,,1,5000,,,,,Icon_Debuff_Stun,,,
17200091,,7,6,"{""Color"":{""R"":1,""G"":1,""B"":1},
""Intensity"":50,
""Speed"":5}",,,1,3600000,,,,,Icon_Buff_CCImmune,,,
720312,,7,14,,,,5,30000,2000,15,,,Icon_Debuff_DefensePower,,,
720321,,7,14,,,,1,10000,,300001,,,Icon_Debuff_Taunt,,,
720351,,7,6,,,,1,2160000,,,,,Icon_Buff_CCImmune,,,
720352,,7,6,,,,1,2160000,,,,,Icon_Buff_CCImmune,,,
720353,,7,6,,,,1,3600000,,,,,Icon_Buff_CCImmune,,,
720372,,7,4,,,1002,1,3500,,1,,,Icon_Debuff_Stun,,,
7203721,,7,4,,,1002,1,4500,,1,,,Icon_Debuff_Stun,,,
720361,,7,14,,,,5,30000,2000,15,,,Icon_Debuff_Bleed,,,
72038,,7,14,,,,5,10000,,,,,Icon_Debuff_Bleed,,,
172035,,7,14,,,,1,30000,,,,,Icon_Buff_CCImmune,,,
720391,,7,14,,,,1,10000,,,,,,,,
720441,,7,14,,,,5,30000,2000,300011,,,Icon_Skill_Active_72044,,,
720451,,7,6,,,,1,2160000,,,,,Icon_Skill_Active_11252,,,
720461,,7,10,,,,1,10000,,300013,,,Icon_Skill_Active_72045,,,
720472,,7,4,,,1002,1,3000,,1,,,Icon_Debuff_Stun,,,
720482,,7,11,,,,1,10000,,300012,,,Icon_Debuff_Weakness,,,
720511,1,7,14,,,,1,10000,,,,,,,,
720521,,7,10,,,,1,10000,,300013,,,Icon_Skill_Active_72045,,,
720531,,7,10,,,,1,10000,,300013,,,Icon_Skill_Active_72045,,,
720541,2,7,14,,,,1,10000,,,,,,,,
720551,1,7,14,,,,1,10000,,,,,,,,
720561,2,7,14,,,,1,10000,,,,,,,,
720571,3,7,14,,,,1,10000,,,,,,,,
720581,1,7,14,,,,1,10000,,,,,,,,
720591,2,7,14,,,,1,10000,,,,,,,,
720601,3,7,14,,,,1,10000,,,,,,,,
600,,7,10,,,,1,30000,,,,,Icon_Debuff_Stun,,,
741141,,7,4,,,,1,4000,,1,,,Icon_Debuff_Stun,,,
741171,,7,4,,,,1,4500,,,,,Icon_Debuff_Stun,,,
741191,,7,0,,,,3,30000,,,,,Icon_Debuff_Bleed,,,
7411911,,7,4,,,7411912,1,10000,,7411911,,,Icon_Debuff_Stun,,,
7411912,,7,0,,,7411912,1,15000,,,,,Icon_Buff_DefensePower,,,
601391,,7,14,,,,1,15000,,7,,,Icon_Debuff_Weakness,,,
601402,,7,14,,,,1,15000,,7,,,Icon_Debuff_Weakness,,,
601412,,7,14,,,12,1,10000,,1007,,,Icon_Debuff_Bleed,,,
601441,,7,14,,,12,1,10000,,1007,,,Icon_Debuff_Bleed,,,
601462,,7,4,,,1002,1,2000,,1,,,Icon_Debuff_Stun,,,
601472,,7,2,,,1003,1,2000,,,,,Icon_Debuff_KnockDown,,,
601612,,7,2,,,1003,1,2000,,,,,Icon_Debuff_KnockDown,,,
601622,,7,0,,,1001,1,4000,,,,,Icon_Debuff_Weakness,,,
601642,,7,14,,,13,1,5000,1000,6,,,Icon_Debuff_Poison,,,
601,,7,4,,,1002,1,1000,,1,,,,,,
910245,,7,14,,,,1,603000,,,,,Icon_Buff_Event3,,,
910246,,7,14,,,,1,603000,,,,,Icon_Buff_Event2,,,
910247,,7,14,,,,1,603000,,,,,Icon_Buff_Event1,,,
910248,,7,14,,,,1,603000,,,,,Icon_Buff_Event4,,,
910249,,7,14,,,,1,603000,,,,,Icon_Buff_Event5,,,
910250,,7,14,,,,1,603000,,,,,Icon_Buff_Event6,,,
910251,,7,14,,,,1,603000,,,,,Icon_Buff_Event8,,,
910252,,7,14,,,,1,603000,,,,,Icon_Buff_Event7,,,
910253,,7,14,,,,1,603000,,,,,Icon_Buff_Event9,,,
910254,,7,14,,,,1,603000,,,,,Icon_Buff_Event10,,,
910255,,7,14,,,,1,603000,,,,,Icon_Buff_Event11,,,
910256,,7,0,,,,1,100,100,,,,,,,PC/Common/PC_FireWorks_01
910257,,7,0,,,,1,100,100,,,,,,,PC/Common/PC_FireWorks_02
910258,,7,0,,,,1,100,100,,,,,,,PC/Common/PC_FireWorks_03
910259,,7,0,,,,1,100,100,,,,,,,PC/Common/PC_FireWorks_04
602,,7,6,"{""Color"":{""R"":0,""G"":0.6,""B"":1},
""Intensity"":10,
""Speed"":1}",,,1,5000,,,,,,,,
800000,,7,12,"{""Icon"":""/Game/UI/Material/MI_Dice"",
""ShowTimer"":1}",,,1,50000,,,,,,,,
805004,,7,14,,,,5,30000,2000,15,,,Icon_Debuff_Bleed,,,
411005,,7,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Leonard_01"",
""ShowTimer"":0}",,,3,30000,,413005,,,Icon_Debuff_Leonard_01,,,
411010,,7,4,,,,1,15000,,413010,,,Icon_Debuff_Stun,,,
411011,,7,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Leonard_02"",
""ShowTimer"":0}",,,1,15000,750,413011,,,Icon_Debuff_Leonard_02,,,
411018,,7,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Trisha_01"",
""ShowTimer"":0}",,,3,30000,,"4130181,4130185",,,Icon_Debuff_Trisha_01,,,
411019,,7,10,,,,1,10000,,413019,,,Icon_Debuff_Trisha_02,,,
411036,,7,6,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":5,
""Speed"":1}",,,1,10000,,,,,,,,
411037,,7,6,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":10,
""Speed"":1}",,,1,10000,,,,,,,,
411038,,7,6,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":20,
""Speed"":1}",,,1,10000,,,,,,,,
412005,,7,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Leonard_01"",
""ShowTimer"":0}",,,3,30000,,413005,,,Icon_Debuff_Leonard_01,,,
412010,,7,4,,,,1,15000,,413010,,,Icon_Debuff_Stun,,,
412011,,7,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Leonard_02"",
""ShowTimer"":0}",,,1,15000,750,413011,,,Icon_Debuff_Leonard_02,,,
412018,,7,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Trisha_01"",
""ShowTimer"":0}",,,3,30000,,"4130181,4130185",,,Icon_Debuff_Trisha_01,,,
412019,,7,10,,,,1,10000,,413019,,,Icon_Debuff_Trisha_02,,,
412036,,7,6,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":5,
""Speed"":1}",,,1,10000,,,,,,,,
412037,,7,6,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":10,
""Speed"":1}",,,1,10000,,,,,,,,
412038,,7,6,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":20,
""Speed"":1}",,,1,10000,,,,,,,,
413002,,7,6,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":5,
""Speed"":1}",,,1,5000,,,,,,,,
413005,,7,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Leonard_01"",
""ShowTimer"":0}",,,5,30000,,413005,,,Icon_Debuff_Leonard_01,,,
413010,,7,4,,,,1,15000,,413010,,,Icon_Debuff_Stun,,,
413011,,7,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Leonard_02"",
""ShowTimer"":0}",,,1,15000,750,413011,,,Icon_Debuff_Leonard_02,,,
413013,,7,0,,,,5,5000,1000,300011,,,Icon_Debuff_Poison,,,
413016,,7,5,,,,1,603000,,,,,,,,
4130212,,7,5,,,,3,603000,,,,,,,,
4130213,,7,14,,,,3,603000,,,,,,,,
413018,,7,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Trisha_01"",
""ShowTimer"":0}",,,3,30000,,"4130181,4130185",,,Icon_Debuff_Trisha_01,,,
413019,,7,10,,,,1,10000,,413019,,,Icon_Debuff_Trisha_02,,,
4130272,,7,6,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":10,
""Speed"":1}",,,1,3000,,,,,,,,
413034,,7,6,"{""Color"":{""R"":0,""G"":1,""B"":0},
""Intensity"":10,
""Speed"":1}",,,1,603000,,,,,,,,
413035,,7,0,,,,1,603000,,,,,Icon_Buff_Invincible,,,
