ShopId,ProductType,ProductValue,ItemType,Grade,ItemInfoId,ProductItemType,BuffInfoId,RateRevisionGrade,RateRevisionValue,GachaIconGradeMin,GachaIconGradeMax
30170000,100,1,38,8,34001009,8,,8,,8,8
30170000,100,40,7,8,400002,8,,8,,8,8
30170001,2,2000,98,8,,1,,8,,8,8
30170001,100,1,17,8,400000,2,,8,,8,8
30170001,2,1000,98,8,,8,,8,,8,8
30170001,100,1,50,8,1000103,8,,8,,8,8
30170001,100,25,11,8,490066,8,,8,,8,8
30170001,2,1000,98,8,,8,,8,,8,8
30170001,100,2,50,8,1000103,8,,8,,8,8
30170001,100,25,11,8,490066,8,,8,,8,8
30170001,2,1000,98,8,,8,,8,,8,8
30170001,100,3,50,8,1000103,8,,8,,8,8
30170001,100,25,11,8,490066,8,,8,,8,8
30170001,2,1000,98,8,,8,,8,,8,8
30170001,100,2,50,8,1000203,8,,8,,8,8
30170001,100,25,11,8,490066,8,,8,,8,8
39005000,1101,1,38,8,34001101,1,,8,,8,8
39005000,5,0,98,8,,2,,8,,8,8
39005001,1101,11,38,8,34001101,1,,8,,8,8
39005001,5,0,98,8,,2,,8,,8,8
39005002,1101,1,38,8,34001101,1,,8,,8,8
39005002,5,7,98,8,,2,,8,,8,8
39005003,1101,11,38,8,34001101,1,,8,,8,8
39005003,5,77,98,8,,2,,8,,8,8
39005004,1101,1,38,8,34001200,1,,8,,8,8
39005004,5,5,98,8,,2,,8,,8,8
39005005,1101,11,38,8,34001200,1,,8,,8,8
39005005,5,55,98,8,,2,,8,,8,8
30014000,100,1,38,8,33000000,1,,8,,8,8
30014001,100,100,53,8,490049,1,,8,,8,8
30014002,100,10,30,8,490033,1,,8,,8,8
30014003,100,5,11,8,490066,1,,8,,8,8
30014004,100,1,38,8,910220,1,,8,,8,8
30014005,100,1,38,8,34001602,1,,8,,8,8
30014006,100,10,38,8,34001601,1,,8,,8,8
30014007,100,1,38,8,910214,1,,8,,8,8
30014008,100,1,38,8,34910211,1,,8,,8,8
30014009,1001,1,38,8,900008,1,,8,,3,6
30014010,1101,1,38,8,34001101,1,,8,,8,8
30010001,100,1,38,8,33000000,1,,8,,8,8
38000000,3,340,98,8,,1,,8,,8,8
38000000,100,5,38,3,910217,1,,8,,8,8
38000001,3,700,98,8,,1,,8,,8,8
38000001,100,10,38,8,910220,1,,8,,8,8
38000002,3,1080,98,8,,1,,8,,8,8
38000002,100,10,38,8,910221,1,,8,,8,8
38000003,3,4000,98,8,,1,,8,,8,8
38000003,100,30,38,8,910221,1,,8,,8,8
7003,2,1660,98,8,,1,,8,,8,8
7003,3,160,98,8,,4,,8,,8,8
30130020,1,200000,98,8,,1,,8,,8,8
30130020,100,2,38,5,910219,2,,8,,8,8
30130020,100,5,38,4,910218,2,,8,,8,8
30130021,2,1000,98,8,,1,,8,,8,8
30130021,4,50,98,8,,2,,8,,8,8
30130021,100,5,38,8,910004,2,,8,,8,8
30130021,100,3,17,8,400000,2,,8,,8,8
30110018,2,60,98,8,,1,,8,,8,8
30110019,2,80,98,8,,1,,8,,8,8
30110020,2,90,98,8,,1,,8,,8,8
30110021,2,160,98,8,,1,,8,,8,8
30110022,2,340,98,8,,1,,8,,8,8
30110023,2,581,98,8,,1,,8,,8,8
30110024,2,700,98,8,,1,,8,,8,8
30110025,2,872,98,8,,1,,8,,8,8
30110026,2,1080,98,8,,1,,8,,8,8
30110027,2,1454,98,8,,1,,8,,8,8
30110028,2,1636,98,8,,1,,8,,8,8
30110029,2,1900,98,8,,1,,8,,8,8
30110030,2,2800,98,8,,1,,8,,8,8
30110031,2,3200,98,8,,1,,8,,8,8
30110032,2,3600,98,8,,1,,8,,8,8
30110033,2,4000,98,8,,1,,8,,8,8
5022,1101,11,38,8,911048,1,,8,,8,8
5022,5,77,98,8,,2,,8,,8,8
5023,1101,11,38,8,911048,1,,8,,8,8
6002,100,1,20,8,420001,1,,8,,8,8
6003,100,1,3,8,420002,1,,8,,8,8
6004,100,1,1,8,420003,1,,8,,8,8
6005,100,1,19,8,410001,1,,8,,8,8
6006,100,1,2,8,410002,1,,8,,8,8
6007,100,1,0,8,410003,1,,8,,8,8
6008,100,1,17,8,400000,1,,8,,8,8
6015,100,1,38,8,910208,1,,8,,8,8
6020,1005,1,38,8,900023,1,,8,,8,8
6021,1005,1,38,8,900024,1,,8,,8,8
6022,1005,1,38,8,912104,1,,8,,8,8
8002,2,600,98,8,,1,,8,,8,8
8002,2,200,98,8,,6,,8,,8,8
8002,100,1,38,8,490019,6,,8,,8,8
8002,100,1,38,8,910007,6,,8,,8,8
8002,2,200,98,8,,6,,8,,8,8
8002,100,1,38,8,490019,6,,8,,8,8
8002,100,2,38,8,910007,6,,8,,8,8
8002,100,1,2,8,410002,6,,8,,8,8
8002,2,200,98,8,,6,,8,,8,8
8002,100,2,38,8,490019,6,,8,,8,8
8002,100,3,38,8,910007,6,,8,,8,8
8002,100,1,0,8,410003,6,,8,,8,8
8002,2,200,98,8,,6,,8,,8,8
8002,100,2,38,8,490019,6,,8,,8,8
8002,100,4,38,8,910007,6,,8,,8,8
8002,100,1,19,8,410001,6,,8,,8,8
8002,2,200,98,8,,6,,8,,8,8
8002,100,3,38,8,490019,6,,8,,8,8
8002,100,6,38,8,910007,6,,8,,8,8
8002,100,1,2,8,410002,6,,8,,8,8
8002,2,200,98,8,,6,,8,,8,8
8002,100,3,38,8,490019,6,,8,,8,8
8002,100,8,38,8,910007,6,,8,,8,8
8002,100,1,0,8,410003,6,,8,,8,8
8002,2,200,98,8,,6,,8,,8,8
8002,100,5,38,8,490019,6,,8,,8,8
8002,100,10,38,8,910007,6,,8,,8,8
8002,100,2,19,8,410001,6,,8,,8,8
30004243,100,1,56,4,910315,1,,8,,8,8
30004244,100,1500,18,8,400001,1,,8,,8,8
30004245,100,100,53,8,490049,1,,8,,8,8
30004246,100,5,40,8,449999,1,,8,,8,8
30004247,100,15,39,8,490000,1,,8,,8,8
30004248,100,50,58,8,500001,1,,8,,8,8
30004249,100,50,58,8,500002,1,,8,,8,8
30004250,100,50,58,8,500003,1,,8,,8,8
30004251,100,1,16,4,470047,1,,8,,8,8
30004252,100,1,30,8,490030,1,,8,,8,8
30004253,100,1,38,4,911059,1,,8,,8,8
30004254,100,20,13,8,440002,1,,8,,8,8
30004255,100,20,15,8,440012,1,,8,,8,8
30004256,100,1,23,3,430023,1,,8,,8,8
30004257,100,1,23,3,430033,1,,8,,8,8
30004258,100,1,23,3,430063,1,,8,,8,8
30004259,100,1,23,3,430073,1,,8,,8,8
30004260,100,1,23,3,430083,1,,8,,8,8
30004261,100,1,38,8,900005,1,,8,,8,8
30004262,100,10,38,8,910007,1,,8,,8,8
30004263,100,1,38,8,34000102,1,,8,,8,8
30004264,100,1,23,3,430003,1,,8,,8,8
30004265,100,1,23,3,430013,1,,8,,8,8
30004266,100,1,23,3,430043,1,,8,,8,8
30004267,100,1,23,3,430053,1,,8,,8,8
30004268,100,1,33,5,490037,1,,8,,8,8
30004269,100,3,67,8,410004,1,,8,,8,8
30004270,100,1,38,4,911042,1,,8,,8,8
30004271,100,1,38,8,913001,1,,8,,8,8
30004272,100,1,32,6,490026,1,,8,,8,8
30004273,100,1,17,8,400000,1,,8,,8,8
30004274,1,500000,98,8,,1,,8,,8,8
30004274,100,5,38,5,910219,2,,8,,8,8
30004274,100,2,38,6,911041,2,,8,,8,8
30004274,100,15,38,8,910221,2,,8,,8,8
30004275,1,2018000,98,8,,1,,8,,8,8
30005015,1001,11,38,8,900008,1,,5,1,3,6
30005015,5,0,98,8,,2,,8,,8,8
30005016,100,1,38,4,919002,1,,8,,8,8
30004276,100,1,56,4,910315,1,,8,,8,8
30004277,100,1500,18,8,400001,1,,8,,8,8
30004278,100,100,53,8,490049,1,,8,,8,8
30004279,100,5,40,8,449999,1,,8,,8,8
30004280,100,1,30,8,490030,1,,8,,8,8
30004281,100,100,13,8,440002,1,,8,,8,8
30004282,100,100,15,8,440012,1,,8,,8,8
30004283,100,1,23,3,430023,1,,8,,8,8
30004284,100,1,23,3,430033,1,,8,,8,8
30004285,100,1,23,3,430063,1,,8,,8,8
30004286,100,1,23,3,430073,1,,8,,8,8
30004287,100,1,23,3,430083,1,,8,,8,8
30004288,100,1,38,8,900005,1,,8,,8,8
30004289,100,1,23,3,430003,1,,8,,8,8
30004290,100,1,23,3,430013,1,,8,,8,8
30004291,100,1,23,3,430043,1,,8,,8,8
30004292,100,1,23,3,430053,1,,8,,8,8
30004293,100,3,67,8,410004,1,,8,,8,8
30004294,100,1,38,4,911042,1,,8,,8,8
30004295,100,1,17,8,400000,1,,8,,8,8
30004296,100,10,38,8,910221,1,,8,,8,8
30004297,100,5,38,5,910219,1,,8,,8,8
30004298,100,5,38,6,911041,1,,8,,8,8
30004299,100,5,38,8,910220,1,,8,,8,8
30004321,100,3,38,8,910237,1,,8,,8,8
30004322,100,100,11,8,480105,1,,8,,8,8
30004323,100,100,11,8,480104,1,,8,,8,8
30004324,100,50,62,8,470001,1,,8,,8,8
39005006,1001,11,38,8,900008,1,,4,1,3,6
39005006,5,77,98,8,,2,,8,,8,8
39005007,1001,11,38,8,900008,1,,4,1,3,6
39005007,5,77,98,8,,2,,8,,8,8
39005008,1001,11,38,8,900008,1,,4,1,3,6
39005008,5,0,98,8,,2,,8,,8,8
39005009,1001,11,38,8,900008,1,,4,1,3,6
39005009,5,0,98,8,,2,,8,,8,8
39009000,3,1000,98,8,,1,,8,,8,8
39009000,100,1,38,4,911011,2,,8,,8,8
39009000,100,1000,29,8,490005,2,,8,,8,8
39009001,2,3500,98,8,,1,,8,,8,8
39009001,100,1,38,5,910212,2,,8,,8,8
39009001,100,1,33,6,490038,2,,8,,8,8
39009002,2,3500,98,8,,1,,8,,8,8
39009002,100,1,38,5,910213,2,,8,,8,8
39009002,100,1,32,6,490026,2,,8,,8,8
39009003,2,2000,98,8,,1,,8,,8,8
39009003,100,3,17,8,400000,2,,8,,8,8
39009003,100,1,33,6,490038,2,,8,,8,8
39009004,2,2000,98,8,,1,,8,,8,8
39009004,1,200000,98,8,,2,,8,,8,8
39009004,100,1,32,6,490026,2,,8,,8,8
39009004,100,1,33,6,490038,2,,8,,8,8
39009005,2,250,98,8,,1,,8,,8,8
39009005,1,25000,98,8,,2,,8,,8,8
39009005,100,4,38,8,910221,2,,8,,8,8
39009006,2,1500,98,8,,1,,8,,8,8
39009006,1,100000,98,8,,2,,8,,8,8
39009006,100,20,38,8,910221,2,,8,,8,8
39009007,2,3300,98,8,,1,,8,,8,8
39009007,1,250000,98,8,,2,,8,,8,8
39009007,100,40,38,8,910221,2,,8,,8,8
39009008,4,15,98,8,,1,,8,,8,8
39009008,100,4,19,8,410001,2,,8,,8,8
39009008,100,4,2,8,410002,2,,8,,8,8
39009008,100,4,0,8,410003,2,,8,,8,8
39009008,100,1,17,8,400000,2,,8,,8,8
39009009,4,50,98,8,,1,,8,,8,8
39009009,100,15,19,8,410001,2,,8,,8,8
39009009,100,15,2,8,410002,2,,8,,8,8
39009009,100,15,0,8,410003,2,,8,,8,8
39009009,100,3,17,8,400000,2,,8,,8,8
39009010,2,150,98,8,,1,,8,,8,8
39009010,100,1,38,8,910237,2,,8,,8,8
39009010,100,20,11,8,490066,2,,8,,8,8
39009011,2,1000,98,8,,1,,8,,8,8
39009011,4,20,98,8,,2,,8,,8,8
39009011,100,5,38,8,910237,2,,8,,8,8
39009011,100,1,17,8,400000,2,,8,,8,8
39009012,2,2000,98,8,,1,,8,,8,8
39009012,4,50,98,8,,2,,8,,8,8
39009012,100,10,38,8,910237,2,,8,,8,8
39009012,100,2,17,8,400000,2,,8,,8,8
39009013,1,300000,98,8,,1,,8,,8,8
39009013,100,120,62,8,470001,2,,8,,8,8
39009013,100,10,38,4,30481004,2,,8,,8,8
39009013,100,10,67,8,410004,2,,8,,8,8
30004325,1,50000,98,8,,1,,8,,8,8
30004325,100,4,19,8,410001,2,,8,,8,8
30004325,100,4,2,8,410002,2,,8,,8,8
30004325,100,4,0,8,410003,2,,8,,8,8
30004325,100,20,11,8,490066,2,,8,,8,8
30004326,100,1,11,8,510001,1,,8,,8,8
30004327,100,1,11,8,510002,1,,8,,8,8
30004328,100,1,11,8,510003,1,,8,,8,8
30004329,100,1,11,8,510009,1,,8,,8,8
30004330,100,1,11,8,510008,1,,8,,8,8
30004331,100,1,11,8,510007,1,,8,,8,8
30004332,100,1,11,8,510011,1,,8,,8,8
30004333,100,1,38,4,910218,1,,8,,8,8
30004334,100,1,38,5,910219,1,,8,,8,8
30004335,100,1,38,6,911041,1,,8,,8,8
30004336,100,1,38,8,910221,1,,8,,8,8
30004337,100,1,38,8,910220,1,,8,,8,8
30004338,100,1,17,8,400000,1,,8,,8,8
30004339,100,1,11,8,510101,1,,8,,8,8
30004340,100,1,11,8,510102,1,,8,,8,8
30004341,1,100000,98,8,,1,,8,,8,8
30004341,100,3,38,3,910203,2,,8,,8,8
30004342,100,2,23,2,430002,1,,8,,8,8
30004343,100,2,23,2,430012,1,,8,,8,8
30004344,100,2,23,2,430022,1,,8,,8,8
30004345,100,2,23,2,430032,1,,8,,8,8
30004346,100,2,23,2,430062,1,,8,,8,8
30004347,100,2,23,2,430072,1,,8,,8,8
30004348,100,2,23,2,430082,1,,8,,8,8
30004349,1,50000,98,8,,1,,8,,8,8
30004349,100,25,62,8,470001,2,,8,,8,8
30004349,100,2,38,4,30481004,2,,8,,8,8
30004349,100,2,67,8,410004,2,,8,,8,8
30004350,100,10,11,8,480105,1,,8,,8,8
30004351,100,10,11,8,480104,1,,8,,8,8
30004352,100,10,11,8,480103,1,,8,,8,8
30004353,100,10,62,8,470001,1,,8,,8,8
30004354,100,1,60,3,490103,1,,8,,8,8
30004355,100,1,60,3,490113,1,,8,,8,8
30004356,100,1,60,3,490123,1,,8,,8,8
30004357,100,1,60,3,490133,1,,8,,8,8
30004358,100,500,29,8,490005,1,,8,,8,8
39009014,100,1,26,8,30490067,1,,8,,8,8
39009014,100,1,25,8,910234,2,,8,,8,8
39009014,100,1,38,8,910237,2,,8,,8,8
39009014,100,5,38,8,910220,2,,8,,8,8
39006001,2,50,98,8,,1,,8,,8,8
39006001,100,500,18,8,400001,2,,8,,8,8
39006001,100,50,13,8,440001,2,,8,,8,8
39006001,100,50,15,8,440011,2,,8,,8,8
39006001,100,5,38,8,900009,2,,8,,8,8
39006002,3,100,98,8,,1,,8,,8,8
39006002,100,100,53,8,490049,2,,8,,8,8
39006002,100,100,13,8,440001,2,,8,,8,8
39006002,100,100,15,8,440011,2,,8,,8,8
39006002,100,1,38,4,911011,2,,8,,8,8
39006101,100,1,38,4,911084,1,,8,,8,8
39006102,100,1,33,5,490037,1,,8,,8,8
39006003,100,1,61,8,470006,1,,8,,8,8
39006003,100,1,62,8,471002,1,,8,,8,8
39006003,100,500,62,8,470001,1,,8,,8,8
39006003,100,10,67,8,410004,1,,8,,8,8
39006003,1,500000,98,8,,1,,8,,8,8
39006004,2,100,98,8,,1,,8,,8,8
39006004,100,1,46,6,919135,1,,8,,8,8
39006004,100,1,47,6,919136,1,,8,,8,8
3016,100,1,61,8,470006,1,,8,,8,8
30150005,2,1000,98,8,,1,,8,,8,8
30150005,100,200,62,8,470001,1,,8,,8,8
30150005,100,20,38,4,30481004,1,,8,,8,8
30150005,100,20,67,8,410004,1,,8,,8,8
30150005,100,1,38,8,33000500,1,,8,,8,8
30130022,2,2000,98,8,,1,,8,,8,8
30130022,1,200000,98,8,,1,,8,,8,8
30130022,100,2,38,4,30919004,1,,8,,8,8
30130022,100,10,38,8,34000106,1,,8,,8,8
39006103,100,1,38,4,33000201,1,,8,,8,8
38000100,2,400,98,8,,1,,8,,8,8
38000100,1,150000,98,8,,1,,8,,8,8
38000100,100,3,38,8,900010,1,,8,,8,8
38000200,2,800,98,8,,1,,8,,8,8
38000200,1,500000,98,8,,1,,8,,8,8
38000200,100,10,38,8,900010,1,,8,,8,8
30004359,2,200,98,8,,1,,8,,8,8
30004359,100,2,38,3,30919003,1,,8,,8,8
39005010,1001,1,38,8,900008,1,,8,,8,8
39005010,5,5,98,8,,2,,8,,8,8
39005011,1001,11,38,8,900008,1,,8,,8,8
39005011,5,55,98,8,,2,,8,,8,8
9667,8002,,98,8,,1,,8,,8,8
9667,8003,,98,8,,1,,8,,8,8
9667,100,3,98,8,911059,12,,8,,8,8
9667,2,1200,98,8,,1,,8,,8,8
9668,8004,,98,8,,1,,8,,8,8
9668,2,1200,98,8,,1,,8,,8,8
9668,5,20,98,8,,13,,8,,8,8
9668,100,1,38,8,33000000,12,,8,,8,8
9668,8005,,98,8,,1,510002,8,,8,8
30180001,2,1500,98,8,,1,,8,,8,8
30180001,100,1,38,8,910222,1,,8,,8,8
30180001,100,1,38,8,913001,1,,8,,8,8
30180001,100,1,38,8,911191,10,,8,,8,8
30180001,100,10,30,8,490033,10,,8,,8,8
30180001,100,10,13,8,440002,10,,8,,8,8
