Id,ShopType,TabType,HighendEffect,LimitMinLevel,LimitMaxLevel,MasteryMinLevel,MasteryMaxLevel,NetmarbleSItemId,Display,DisplayOrder,DisplayType,DisplayTypeValue,IsGotcha,CostType,CostValue,PurchaseFree,PurchaseFreeTime,PurchaseLimit,PurchaseLimitValue,LimitPeriodeValue,LimitPeriodStart,LimitPeriodEnd,LeagueLimit,SupportVersion,IconTexture,IconTexture2,PromotionType,RecommendPackage,FlatRatePeriod,RetentionPeriod,EfficiencyRate,ShopServerType
30004235,8,56,,,,,,,1,240,10,,0,11,800,0,,2,10,999999,,,,,Icon_Combine_LimiteBreake_Material_Shop,,25,0,,,,All
30004236,8,56,,,,,,,1,260,10,,0,11,400,0,,3,10,999999,,,,,Icon_Combine_AbilityStone_Material_Shop,,25,0,,,,All
30004237,8,56,,,,,,,1,822,10,,0,11,150,0,,2,1,999999,,,,,Icon_Combine_EnchantScroll_04_Shop,,25,0,,,,All
30004238,8,56,,,,,,,1,832,10,,0,11,150,0,,2,1,999999,,,,,Icon_Combine_EnchantScroll_05_Shop,,25,0,,,,All
30004239,8,56,,,,,,,1,842,10,,0,11,150,0,,2,1,999999,,,,,Icon_Combine_EnchantScroll_06_Shop,,25,0,,,,All
30004240,8,54,,,,,,,1,300,10,,0,11,240,0,,2,1,999999,,,,,Icon_Shop_PetStoneBlackBear_Piece01,,25,0,,,,All
30004241,8,54,,,,,,,1,350,10,,0,11,640,0,,2,1,999999,,,,,Icon_Shop_PetStoneKnightHorse_Piece01,,25,0,,,,All
30004242,8,54,,,,,,,1,500,10,,0,11,200,0,,2,1,999999,,,,,Item_Box_GrowStone_03,,25,0,,,,All
30004300,8,56,,,,,,soulstonea_time_01,1,1030,10,,0,4,,0,,2,1,999999,,,,,Icon_GachaItem_Soulcrystal,,25,0,,,,All
30004301,8,56,,,,,,soulstones_time_01,1,1010,10,,0,4,,0,,2,1,999999,,,,,Icon_GachaItem_Soulcrystal,,25,0,,,,All
30004302,8,56,,,,,,,1,1020,10,,0,11,370,0,,2,1,999999,,,,,Icon_GachaItem_Soulcrystal,,25,0,,,,All
30004303,8,56,,,,,,,1,1040,10,,0,11,110,0,,2,1,999999,,,,,Icon_SoulCrystal_3_Shop,,25,0,,,,All
30004304,8,56,,,,,,,1,1041,10,,0,11,110,0,,2,1,999999,,,,,Icon_SoulCrystal_9_Shop,,25,0,,,,All
30004305,8,56,,,,,,,1,1042,10,,0,11,110,0,,2,1,999999,,,,,Icon_SoulCrystal_45_Shop,,25,0,,,,All
30004306,8,56,,,,,,,1,1043,10,,0,11,110,0,,2,1,999999,,,,,Icon_SoulCrystal_51_Shop,,25,0,,,,All
30004307,8,56,,,,,,,1,1044,10,,0,10,88,0,,2,1,999999,,,,,Icon_SoulCrystal_21_Shop,,25,0,,,,All
30004308,8,56,,,,,,,1,1045,10,,0,10,88,0,,2,1,999999,,,,,Icon_SoulCrystal_27_Shop,,25,0,,,,All
30004309,8,56,,,,,,,1,1046,10,,0,10,88,0,,2,1,999999,,,,,Icon_SoulCrystal_33_Shop,,25,0,,,,All
30004310,8,56,,,,,,,1,1047,10,,0,10,88,0,,2,1,999999,,,,,Icon_SoulCrystal_39_Shop,,25,0,,,,All
30004311,8,56,,,,,,,1,1048,10,,0,10,88,0,,2,1,999999,,,,,Icon_SoulCrystal_15_Shop,,25,0,,,,All
30004312,8,56,,,,,,,1,1060,10,,0,11,33,0,,2,1,999999,,,,,Icon_SoulCrystal_2_Shop,,25,0,,,,All
30004313,8,56,,,,,,,1,1061,10,,0,11,33,0,,2,1,999999,,,,,Icon_SoulCrystal_8_Shop,,25,0,,,,All
30004314,8,56,,,,,,,1,1062,10,,0,11,33,0,,2,1,999999,,,,,Icon_SoulCrystal_44_Shop,,25,0,,,,All
30004315,8,56,,,,,,,1,1063,10,,0,11,33,0,,2,1,999999,,,,,Icon_SoulCrystal_50_Shop,,25,0,,,,All
30004316,8,56,,,,,,,1,1064,10,,0,10,24,0,,2,1,999999,,,,,Icon_SoulCrystal_20_Shop,,25,0,,,,All
30004317,8,56,,,,,,,1,1065,10,,0,10,24,0,,2,1,999999,,,,,Icon_SoulCrystal_26_Shop,,25,0,,,,All
30004318,8,56,,,,,,,1,1066,10,,0,10,24,0,,2,1,999999,,,,,Icon_SoulCrystal_32_Shop,,25,0,,,,All
30004319,8,56,,,,,,,1,1067,10,,0,10,24,0,,2,1,999999,,,,,Icon_SoulCrystal_38_Shop,,25,0,,,,All
30004320,8,56,,,,,,,1,1068,10,,0,10,24,0,,2,1,999999,,,,,Icon_SoulCrystal_14_Shop,,25,0,,,,All
30110000,6,32,1,,,,,premium_starting_01,1,100,0,,0,4,,0,,5,1,,,,,,Image_SelectBox_Launching,,2,0,,,,All
30110001,6,32,1,30,999,,,premium_inventory_01,1,110,0,,0,4,,0,,5,2,,,,,,Image_SelectBox_Launching,,2,0,,,,All
30110011,6,34,,,,,,premium_supply_01,1,100,0,,0,4,,0,,3,3,,,,,,Icon_Shop_pack_Supply_02,,25,0,,,,All
30110012,6,34,,,,,,premium_supply_01_10,1,110,0,,0,4,,0,,3,3,,,,,,Icon_Shop_pack_Supply_02,,25,0,,,,All
30110013,6,34,,,,,,premium_supply_01_20,1,120,0,,0,4,,0,,3,3,,,,,,Icon_Shop_pack_Supply_02,,25,0,,,,All
30110014,6,34,,,,,,low_supply_01,1,150,0,,0,4,,0,,3,3,,,,,,Icon_Shop_pack_Supply_01,,25,0,,,,All
30110015,6,34,,,,,,adventurer_junior_01,1,200,0,,0,4,,0,,5,1,,,,,,Icon_Shop_pack_Adventurer_Junior,,25,0,,,,All
30110016,6,34,,30,999,,,adventurer_senior_01,1,210,0,,0,4,,0,,5,1,,,,,,Icon_Shop_pack_Adventurer_Senior,,25,0,,,,All
30110017,6,34,,50,999,,,adventurer_veteran_01,1,220,0,,0,4,,0,,5,1,,,,,,Icon_Shop_pack_Adventurer_Venteran,,25,0,,,,All
30120005,6,34,,,,,,rune_intermediate_01,1,410,0,,0,4,,0,,2,1,,,,,,Image_SelectBox_Rune2,,25,0,,,,All
30120007,6,34,,10,999,,,skillpoint_beginner_01,1,430,0,,0,4,,0,,2,1,,,,,,Image_SelectBox_SkillPoint,,2,0,,,,All
30120008,6,34,1,,,,,skillpoint_advanced_01,1,440,0,,0,4,,0,,3,3,,,,,,Image_SelectBox_SkillPoint_02,,25,0,,,,All
30120009,6,33,,,,,,accessory_01,1,120,0,,0,4,,0,,3,3,,,,,,Icon_Shop_pack_Accessory_01,,25,0,,,,All
30120010,6,34,,,,,,elixir_special_01,1,500,0,,0,4,,0,,3,3,,,,,,Image_SelectBox_Elixir3,,25,0,,,,All
30120011,6,34,,,,,,adena_special_01,1,80,10,,0,4,,0,,5,1,,,,,,Icon_Shop_Dia_06_CDN,,1,0,,,,All
30120012,6,33,,,,,,accessory_01_10,1,121,0,,0,4,,0,,3,3,,,,,,Icon_Shop_pack_Accessory_01,,25,0,,,,All
30120013,6,33,,,,,,accessory_01_20,1,122,0,,0,4,,0,,3,3,,,,,,Icon_Shop_pack_Accessory_01,,25,0,,,,All
30120014,6,34,,,,,,store_rareskill_01,1,160,0,,0,4,,0,,5,1,,,,,,Icon_Shop_pack_RareSkill,,25,0,,,,All
30130000,6,33,,,,,,enhance_beginner_01,1,400,0,,0,4,,0,,4,3,,,,,,Icon_Shop_pack_EnchantScroll_01,,2,0,,,,All
30130001,6,33,1,,,,,enhance_advanced_01,1,410,0,,0,4,,0,,3,3,,,,,,Icon_Shop_pack_EnchantScroll_02,,25,0,,,,All
30130002,6,33,1,,,,,upgradestone_special_01,1,600,0,,0,4,,0,,4,3,,,,,,Image_SelectBox_UpgradeStone,,25,0,,,,All
30130003,6,33,,,,,,geargrowth_a_01,1,200,0,,0,4,,0,,3,3,,,,,,Icon_Shop_pack_EquipmentGrow_01,,25,0,,,,All
30130004,6,33,,,,,,geargrowth_s_01,1,210,0,,0,4,,0,,3,5,,,,,,Icon_Shop_pack_EquipmentGrow_02,,25,0,,,,All
30130005,6,33,,,,,,geargrowth_r_01,1,220,0,,0,4,,0,,3,5,,,,,,Icon_Shop_pack_EquipmentGrow_03,,25,0,,,,All
30130006,6,33,1,,,,,enhance_bless_01,1,450,0,,0,4,,0,,3,3,,,,,,Icon_Shop_pack_EnchantScroll_03,,25,0,,,,All
30130007,6,34,,,,,,premium_soulstone_01,1,600,0,,0,4,,0,,3,3,,,,,,Icon_Shop_pack_SoulCrystal_01,,25,0,,,,All
30130008,6,34,,,,,,premium_soulstone_02,1,610,0,,0,4,,0,,3,3,,,,,,Icon_Shop_pack_SoulCrystal_03,,25,0,,,,All
30130009,6,34,1,,,,,premium_soulstone_03,1,620,0,,0,4,,0,,3,3,,,,,,Image_SelectBox_Premium2,,25,0,,,,All
30130010,6,33,,,,,,gear_rares_01,1,101,0,,0,4,,0,,3,1,,,,,,Icon_Shop_pack_Armor_S_01,,25,0,,,,All
30130011,6,33,,,,,,bless_protection_01,1,300,0,,0,4,,0,,3,3,,,,,,Icon_Shop_pack_Protect_01,,25,0,,,,All
30130012,6,33,,,,,,limitsr_event_01,1,200,0,,0,4,,0,,3,3,,,,,,Icon_Shop_pack_LimitBreak_01,,25,0,,,,All
30130013,6,33,1,,,,,enhance_advanced_01_10,1,420,0,,0,4,,0,,3,3,,,,,,Icon_Shop_pack_EnchantScroll_02,,25,0,,,,All
30130014,6,33,1,,,,,upgradestone_special_01_10,1,610,0,,0,4,,0,,3,3,,,,,,Image_SelectBox_UpgradeStone,,25,0,,,,All
30130015,6,33,1,,,,,upgradestone_special_01_20,1,620,0,,0,4,,0,,3,3,,,,,,Image_SelectBox_UpgradeStone,,25,0,,,,All
30130016,6,33,1,,,,,enhance_bless_01_10,1,460,0,,0,4,,0,,3,3,,,,,,Icon_Shop_pack_EnchantScroll_03,,25,0,,,,All
30130017,6,33,1,,,,,gear_rares_02,1,100,0,,0,4,,0,,3,1,,,,,,Icon_Shop_pack_Weapon_S_01,,25,0,,,,All
30130018,6,34,1,,,,,store_accessory_01,1,60,0,,0,4,,0,,5,1,,,,,,Icon_Shop_pack_Accessory_A_01,,25,0,,,,All
30130019,6,34,1,,,,,store_gear_01,1,50,0,,0,4,,0,,5,1,,,,,,Icon_Shop_pack_Weapon_S_02,,25,0,,,,All
30150000,6,36,,,,,,growth_pet_01,1,100,0,,0,4,,0,,3,3,,,,,,Icon_Shop_pack_PetGrow_01,,25,0,,,,All
30150001,6,36,,,,,,growth_pet_02,1,110,0,,0,4,,0,,3,3,,,,,,Icon_Shop_pack_PetGrow_02,,25,0,,,,All
30150002,6,36,1,,,,,growth_pet_03,1,120,0,,0,4,,0,,3,3,,,,,,Icon_Shop_pack_PetGrow_03,,25,0,,,,All
30150003,6,36,1,51,999,,,key_pet_01,1,200,0,,0,4,,0,,5,1,,,,,,Icon_Shop_pack_PetSummon_01,,25,0,,,,All
30150004,6,36,1,51,999,,,key_pet_02,1,210,0,,0,4,,0,,5,1,,,,,,Icon_Shop_pack_PetSummon_02,,25,0,,,,All
30160000,4,11,,,,,,growth_70,0,100,10,,0,4,33000,0,,8,,,2017-04-15 00:00:00,2019-12-31 23:59:59,,,Icon_Shop_GrowUp_01,,25,0,,,,All
30160001,4,21,,,,,,growth_120,0,100,10,,0,4,33000,0,,8,,,2017-04-15 00:00:00,2019-12-31 23:59:59,,,Icon_Shop_GrowUp_01,,25,0,,,,All
30160002,4,26,,,,,,growth_180,0,100,10,,0,4,33000,0,,8,,,2017-04-15 00:00:00,2019-12-31 23:59:59,,,Icon_Shop_GrowUp_02,,25,0,,,,All
30170000,4,22,1,,,,,scenario_120,0,100,10,,0,4,33000,0,,8,,,,,,,Icon_Shop_Scenario_01,,25,0,,,,All
30170001,4,27,1,,,,,scenario_180,0,100,10,,0,4,33000,0,,8,,,,,,,Icon_Shop_Scenario_02,,25,0,,,,All
39005000,1,2,,,,,,,0,600,10,,1,10,120,0,,0,,,,,,,Icon_Shop_Gacha_Material_01,,25,0,,,,All
39005001,1,2,,,,,,,0,500,10,,1,10,1200,0,,0,,,,,,,Icon_Shop_Gacha_Material_02,,25,0,,,,All
39005002,1,2,,,,,,,0,800,10,,1,11,120,0,,2,3,,,,,,Icon_Shop_Gacha_Material_01,,25,0,,,,All
39005003,1,2,1,,,,,,0,700,10,,1,11,1200,0,,2,3,,,,,,Icon_Shop_Gacha_Material_02,,4,0,,,,All
39005004,1,2,,50,999,,,,1,1000,10,,1,11,80,0,,0,,,,,,,Image_SelectBox_RidingPet_01_Shop,,25,0,,,,All
39005005,1,2,1,50,999,,,,1,900,10,,1,11,800,0,,0,,,,,,,Image_SelectBox_RidingPet_01_Shop,,25,0,,,,All
39005010,1,2,,50,999,,,,1,990,10,,1,11,80,0,,0,,,,,,,Icon_Shop_Gacha_Premium_PetMaterial_01,,25,0,,,,All
39005011,1,2,1,50,999,,,,1,890,10,,1,11,800,0,,0,,,,,,,Icon_Shop_Gacha_Premium_PetMaterial_02,,2,0,,,,All
30014000,9,40,,,,,,,0,100,10,,0,24,3,0,,0,,,,,,,Icon_Box_SweepTicket_Shop,,25,0,,,,All
30014001,9,40,,,,10,10000,,0,600,10,,0,24,14,0,,0,,,,,,,Icon_GemStoneRed_01_Shop,,25,0,,,,All
30014002,9,40,,,,,,,0,400,10,,0,24,10,0,,0,,,,,,,Icon_Box_SP_01,,25,0,,,,All
30014003,9,40,,,,,,,1,800,10,,0,24,20,0,,3,5,,,,,,Icon_Asset_Protector_Piece01_Shop,,25,0,,,,All
30014004,9,40,,,,,,,1,500,10,,0,24,12,0,,3,5,,,,,,Icon_Box_EnchantScroll_01_Shop,,25,0,,,,All
30014005,9,40,,,,30,10000,,0,700,10,,0,24,18,0,,0,,,,,,,Icon_Box_SummonGem_01_Shop,,25,0,,,,All
30014006,9,40,,,,50,10000,,0,900,10,,0,24,24,0,,0,,,,,,,Icon_SummonGem_Piece_02_Shop,,25,0,,,,All
30014007,9,40,,,,,,,1,200,10,,0,24,5,0,,2,1,,,,,,Icon_Gacha_HerbPotion,,25,0,,,,All
30014008,9,40,,,,,,,1,300,10,,0,24,6,0,,2,2,,,,,,Icon_Box_EquipLevelMaterial,,25,0,,,,All
30014009,9,40,,,,,,,1,1000,10,,1,24,30,0,,3,1,,,,,,Icon_Shop_Gacha_Equipment_01,,25,0,,,,All
30014010,9,40,,,,,,,1,1100,10,,1,24,30,0,,3,1,,,,,,Icon_Shop_Gacha_Material_01,,25,0,,,,All
30010001,1,1,,,,,,,0,200,10,,0,7,30,0,,0,,,,,,,Icon_Box_SweepTicket_Shop,,25,0,,,,All
38000000,6,37,,,,,,dia_normal_340_event,1,200,10,,0,4,,0,,2,1,,,,,,Icon_Shop_BlackFriday_01,,1,0,,,,All
38000001,6,37,,,,,,dia_event_700_20_event,1,300,10,,0,4,,0,,2,1,,,,,,Icon_Shop_BlackFriday_02,,1,0,,,,All
38000002,6,37,,,,,,dia_event_1080_20_event,1,400,10,,0,4,,0,,2,1,,,,,,Icon_Shop_BlackFriday_03,,1,0,,,,All
38000003,6,37,1,,,,,dia_event_4000_30_event,1,500,10,,0,4,,0,,2,1,,,,,,Icon_Shop_BlackFriday_04,,1,0,,,,All
30130020,6,34,1,,,,,columbus_t05_001,1,1000,0,,0,4,,0,,5,1,,,,,,Icon_Shop_pack_EquipmentGrow_03,,25,0,,,,All
30130021,6,34,1,,,,,columbus_t50_001,1,1100,0,,0,4,,0,,5,1,,,,,,Icon_Shop_pack_EnchantScroll_02,,25,0,,,,All
30110018,6,34,,,,,,bundle_tier_1,1,9000,0,,0,4,,0,,5,1,,,,,,Icon_Shop_Dia_BR_02,,25,0,,,,All
30110019,6,34,,,,,,bundle_tier_2,1,9010,0,,0,4,,0,,5,1,,,,,,Icon_Shop_Dia_04,,25,0,,,,All
30110020,6,34,,,,,,bundle_tier_3,1,9020,0,,0,4,,0,,5,1,,,,,,Icon_Shop_Dia_BT_01,,25,0,,,,
30110021,6,34,,,,,,bundle_tier_5,1,9030,0,,0,4,,0,,5,1,,,,,,Icon_Shop_Dia_05,,25,0,,,,
30110022,6,34,,,,,,bundle_tier_10,1,9040,0,,0,4,,0,,5,1,,,,,,Icon_Shop_Dia_05,,25,0,,,,
30110023,6,34,,,,,,bundle_tier_16,1,9050,0,,0,4,,0,,5,1,,,,,,Icon_Shop_Dia_06,,25,0,,,,
30110024,6,34,,,,,,bundle_tier_20,1,9060,0,,0,4,,0,,5,1,,,,,,Icon_Shop_Dia_06,,25,0,,,,All
30110025,6,34,,,,,,bundle_tier_24,1,9070,0,,0,4,,0,,5,1,,,,,,Icon_Shop_Dia_06,,25,0,,,,All
30110026,6,34,1,,,,,bundle_tier_30,1,9080,0,,0,4,,0,,5,1,,,,,,Icon_Shop_Dia_BR_08,,25,0,,,,All
30110027,6,34,1,,,,,bundle_tier_40,1,9090,0,,0,4,,0,,5,1,,,,,,Icon_Shop_Dia_BR_03,,25,0,,,,All
30110028,6,34,1,,,,,bundle_tier_45,1,9100,0,,0,4,,0,,5,1,,,,,,Icon_Shop_Dia_BR_04,,25,0,,,,All
30110029,6,34,1,,,,,bundle_tier_50,1,9110,0,,0,4,,0,,5,1,,,,,,Icon_Shop_Dia_BR_05,,25,0,,,,All
30110030,6,34,1,,,,,bundle_tier_54,1,9120,0,,0,4,,0,,5,1,,,,,,Icon_Shop_Dia_BR_06,,25,0,,,,All
30110031,6,34,1,,,,,bundle_tier_56,1,9130,0,,0,4,,0,,5,1,,,,,,Icon_Shop_Dia_BR_07,,25,0,,,,All
30110032,6,34,1,,,,,bundle_tier_58,1,9140,0,,0,4,,0,,5,1,,,,,,Icon_Shop_Dia_BR_09,,25,0,,,,All
30110033,6,34,1,,,,,bundle_tier_60,1,9150,0,,0,4,,0,,5,1,,,,,,Icon_Shop_Dia_BR_10,,25,0,,,,All
5022,1,2,1,,,,,,0,70,10,,1,11,1200,0,,8,,,,,,,Icon_Shop_Gacha_Material_05,,2,0,,,,All
6002,1,9,,,,,,,1,900,10,,0,8,60,0,,2,5,,,,,,Icon_Shop_Upgrade_01,,25,0,,,,All
6003,1,9,,,,,,,1,1000,10,,0,8,60,0,,2,5,,,,,,Icon_Shop_Upgrade_02,,25,0,,,,All
6004,1,9,,,,,,,1,1100,10,,0,8,60,0,,2,5,,,,,,Icon_Shop_Upgrade_03,,25,0,,,,All
6005,1,9,,,,,,,1,600,10,,0,8,60,0,,3,10,,,,,,Icon_Shop_EnchantScroll_01,,25,0,,,,All
6006,1,9,,,,,,,1,700,10,,0,8,60,0,,3,10,,,,,,Icon_Shop_EnchantScroll_02,,25,0,,,,All
6007,1,9,,,,,,,1,800,10,,0,8,60,0,,3,10,,,,,,Icon_Shop_EnchantScroll_03,,25,0,,,,All
6008,1,9,1,,,,,,1,500,10,,0,8,180,0,,3,3,,,,,,Icon_Shop_Protector_01,,2,0,,,,All
6015,1,9,1,,,,,,1,400,10,,0,8,180,0,,2,10,,,,,,Icon_SummonGem_02_Shop,,25,0,,,,All
6020,1,9,1,,,,,,1,100,10,,1,8,100,0,,2,3,,,,,,Icon_Shop_Gacha_Weapon_02,,25,0,,,,All
6021,1,9,1,,,,,,1,200,10,,1,8,100,0,,2,3,,,,,,Icon_Shop_Gacha_Armor_02,,25,0,,,,All
6022,1,9,1,,,,,,1,300,10,,1,8,300,0,,2,3,,,,,,Icon_Shop_Gacha_Equipment_05,,2,0,,,,All
8002,4,12,,,,,,,0,100,10,,0,11,1000,0,,8,,,2016-04-15 00:00:00,2019-12-31 23:59:59,,,Icon_Shop_Accept_01,,25,0,,,,All
30004243,8,50,,,,,,,1,400,10,,0,0,30000,0,,2,1,999999,,,,,Icon_BuffItem_ExpBonus,,25,0,,,,All
30004244,8,50,,,,,,,1,500,10,,0,0,10000,0,,2,3,999999,,,,,Icon_SoulShot_01,,25,0,,,,All
30004245,8,50,,,,,,,1,550,10,,0,0,10000,0,,2,3,999999,,,,,Icon_GemStoneRed_01_Shop,,25,0,,,,All
30004246,8,50,,,,,,,1,600,10,,0,0,20000,0,,2,1,999999,,,,,UI_Icon_TeleportScroll_01,,25,0,,,,All
30004247,8,50,,,,,,,1,650,10,,0,0,10000,0,,2,1,999999,,,,,Icon_Shop_Speaker_02,,25,0,,,,All
30004248,8,50,,,,,,,1,700,10,,0,0,100,0,,2,1,999999,,,,,Icon_Shop_Banquet_Bread,,25,0,,,,All
30004249,8,50,,,,,,,1,710,10,,0,0,100,0,,2,1,999999,,,,,Icon_Shop_Banquet_Vegetable,,25,0,,,,All
30004250,8,50,,,,,,,1,720,10,,0,0,100,0,,2,1,999999,,,,,Icon_Shop_Banquet_Meat,,25,0,,,,All
30004251,8,50,,,,,,,1,270,10,,0,0,10000,0,,2,1,999999,,,,,Icon_Shop_MonsterCore_AmdenOrcShaman,,25,0,,,,All
30004252,8,50,,,,,,,1,230,10,,0,10,80,0,,2,1,999999,,,,,Icon_Box_SP_03,,25,0,,,,All
30004253,8,50,,,,,,,1,210,10,,0,10,50,0,,2,3,999999,,,,,Icon_Shop_Box_QuestScroll_02,,25,0,,,,All
30004254,8,50,1,,,,,,1,451,10,,0,10,40,0,,2,5,999999,,,,,Icon_Shop_HpPotion_02,,25,0,,,,All
30004255,8,50,1,,,,,,1,481,10,,0,10,40,0,,2,5,999999,,,,,Icon_Shop_MpPotion_03,,25,0,,,,All
30004256,8,52,,,,,,,1,301,10,,0,10,100,0,,2,5,999999,,,,,Icon_SoulCrystal_21_Shop,,25,0,,,,All
30004257,8,52,,,,,,,1,351,10,,0,10,100,0,,2,5,999999,,,,,Icon_SoulCrystal_27_Shop,,25,0,,,,All
30004258,8,52,,,,,,,1,401,10,,0,10,100,0,,2,5,999999,,,,,Icon_SoulCrystal_33_Shop,,25,0,,,,All
30004259,8,52,,,,,,,1,451,10,,0,10,100,0,,2,5,999999,,,,,Icon_SoulCrystal_39_Shop,,25,0,,,,All
30004260,8,52,,,,,,,1,501,10,,0,10,100,0,,2,5,999999,,,,,Icon_SoulCrystal_15_Shop,,25,0,,,,All
30004261,8,50,,,,,,,1,160,10,,0,11,120,0,,2,3,999999,,,,,Icon_Shop_Gacha_Acc_01,,25,0,,,,All
30004262,8,50,,,,,,,1,300,10,,0,11,120,0,,2,3,999999,,,,,Icon_Box_Herb_01,,25,0,,,,All
30004263,8,52,,,,,,,1,110,10,,0,11,180,0,,2,3,999999,,,,,Icon_GachaItem_Soulcrystal,,25,0,,,,All
30004264,8,52,,,,,,,1,200,10,,0,11,50,0,,2,5,999999,,,,,Icon_SoulCrystal_3_Shop,,25,0,,,,All
30004265,8,52,,,,,,,1,250,10,,0,11,50,0,,2,5,999999,,,,,Icon_SoulCrystal_9_Shop,,25,0,,,,All
30004266,8,52,,,,,,,1,550,10,,0,11,280,0,,2,5,999999,,,,,Icon_SoulCrystal_45_Shop,,25,0,,,,All
30004267,8,52,,,,,,,1,600,10,,0,11,280,0,,2,5,999999,,,,,Icon_SoulCrystal_51_Shop,,25,0,,,,All
30004268,8,50,1,,,,,,1,110,10,,0,11,1490,0,,2,3,999999,,,,,Icon_Transcendence_02,,25,0,,,,All
30004269,8,54,,,,,,,1,400,10,,0,11,190,0,,2,3,999999,,,,,Icon_Shop_PetEnchantScroll_01,,25,0,,,,All
30004270,8,50,,,,,,,1,130,10,,0,11,1590,0,,2,1,999999,,,,,Icon_Shop_Gacha_Acc_01,,25,0,,,,All
30004271,8,50,,,,,,,1,200,10,,0,11,230,0,,2,3,999999,,,,,Icon_Shop_Box_SkillBookPage,,25,0,,,,All
30004272,8,50,1,,,,,,1,100,10,,0,11,5980,0,,2,3,999999,,,,,Icon_Transcendence_01,,25,0,,,,All
30004273,8,56,1,,,,,,1,401,10,,0,11,700,0,,2,2,999999,,,,,Icon_Shop_Protector_01,,25,0,,,,All
30004274,8,56,1,,,,,event_equip_01,1,130,10,,0,4,,0,,2,1,999999,,,,,Icon_Shop_Event_Christmas_05,,25,0,,,,All
30004275,6,37,1,,,,,event_adena_01,1,131,0,,0,4,,0,,2,1,999999,,,,,Icon_Shop_Event_HappyNewYear_04,,25,0,,,,All
30005015,1,2,1,,,,,,1,1050,10,,1,10,1200,0,,5,1,,,,,,Icon_Shop_Gacha_Equipment_Fixed_R,,2,0,,,,All
30005016,1,9,1,,,,,,1,10,10,,0,8,600,0,,3,1,,,,,,Icon_Shop_Event_Christmas_04,,4,0,,,,All
30004276,8,56,,,,,,,1,410,10,,0,0,30000,0,,3,1,999999,,,,,Icon_BuffItem_ExpBonus,,25,0,,,,All
30004277,8,56,,,,,,,1,510,10,,0,0,10000,0,,3,3,999999,,,,,Icon_SoulShot_01,,25,0,,,,All
30004278,6,37,,,,,,,1,560,10,,0,0,10000,0,,3,3,999999,,,,,Icon_GemStoneRed_01_Shop,,25,0,,,,All
30004279,8,50,,,,,,,1,610,10,,0,0,20000,0,,3,1,999999,,,,,UI_Icon_TeleportScroll_01,,25,0,,,,All
30004280,8,50,,,,,,,1,220,10,,0,10,80,0,,3,1,999999,,,,,Icon_Box_SP_03,,25,0,,,,All
30004281,6,37,1,,,,,,1,450,10,,0,10,200,0,,3,3,999999,,,,,Icon_Shop_HpPotion_02,,25,0,,,,All
30004282,6,37,1,,,,,,1,480,10,,0,10,200,0,,3,3,999999,,,,,Icon_Shop_MpPotion_03,,25,0,,,,All
30004283,8,52,,,,,,,1,300,10,,0,10,100,0,,3,5,999999,,,,,Icon_SoulCrystal_21_Shop,,25,0,,,,All
30004284,8,52,,,,,,,1,350,10,,0,10,100,0,,3,5,999999,,,,,Icon_SoulCrystal_27_Shop,,25,0,,,,All
30004285,8,52,,,,,,,1,400,10,,0,10,100,0,,3,5,999999,,,,,Icon_SoulCrystal_33_Shop,,25,0,,,,All
30004286,8,52,,,,,,,1,450,10,,0,10,100,0,,3,5,999999,,,,,Icon_SoulCrystal_39_Shop,,25,0,,,,All
30004287,8,52,,,,,,,1,500,10,,0,10,100,0,,3,5,999999,,,,,Icon_SoulCrystal_15_Shop,,25,0,,,,All
30004288,8,50,,,,,,,1,150,10,,0,11,120,0,,3,3,999999,,,,,Icon_Shop_Gacha_Acc_01,,25,0,,,,All
30004289,8,52,,,,,,,1,201,10,,0,11,50,0,,3,5,999999,,,,,Icon_SoulCrystal_3_Shop,,25,0,,,,All
30004290,8,52,,,,,,,1,251,10,,0,11,50,0,,3,5,999999,,,,,Icon_SoulCrystal_9_Shop,,25,0,,,,All
30004291,8,52,,,,,,,1,551,10,,0,11,280,0,,3,5,999999,,,,,Icon_SoulCrystal_45_Shop,,25,0,,,,All
30004292,8,52,,,,,,,1,601,10,,0,11,280,0,,3,5,999999,,,,,Icon_SoulCrystal_51_Shop,,25,0,,,,All
30004293,8,54,,,,,,,1,401,10,,0,11,190,0,,3,3,999999,,,,,Icon_Shop_PetEnchantScroll_01,,25,0,,,,All
30004294,8,50,,,,,,,1,140,10,,0,11,1590,0,,3,1,999999,,,,,Icon_Shop_Gacha_Acc_01,,25,0,,,,All
30004295,8,56,1,,,,,,1,401,10,,0,11,700,0,,3,2,999999,,,,,Icon_Shop_Protector_01,,25,0,,,,All
30004296,8,56,,,,,,,1,303,10,,0,11,680,0,,3,3,999999,,,,,Icon_GachaItem_Transcendence,,25,0,,,,All
30004297,8,56,,,,,,,1,710,10,,0,11,1440,0,,3,3,999999,,,,,Icon_Box_EquipLevelMaterial,,25,0,,,,All
30004298,8,56,,,,,,,1,720,10,,0,11,2520,0,,3,3,999999,,,,,Icon_Box_EquipLevelMaterial,,25,0,,,,All
30004299,8,56,,,,,,,1,470,10,,0,11,260,0,,3,3,999999,,,,,Icon_Box_EnchantScroll_01_Shop,,25,0,,,,All
