Id,EquipEffectDescription,EquipEffectBuffName,EquipEffectBuffDescription
7100402,"通常スキル使用時に<FontBlue>16.7%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセットされ、すぐに再使用できるようになります。

（この効果は<Fontblue>2分28秒</>ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",英雄のマントの装備効果,通常スキル使用時に<FontBlue>16.7%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセット。クールタイム：2分28秒
7100403,"通常スキル使用時に<FontBlue>17.4%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセットされ、すぐに再使用できるようになります。

（この効果は<Fontblue>2分26秒</>ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",英雄のマントの装備効果,通常スキル使用時に<FontBlue>17.4%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセット。クールタイム：2分26秒
7100404,"通常スキル使用時に<FontBlue>18.1%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセットされ、すぐに再使用できるようになります。

（この効果は<Fontblue>2分24秒</>ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",英雄のマントの装備効果,通常スキル使用時に<FontBlue>18.1%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセット。クールタイム：2分24秒
7100405,"通常スキル使用時に<FontBlue>18.8%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセットされ、すぐに再使用できるようになります。

（この効果は<Fontblue>2分22秒</>ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",英雄のマントの装備効果,通常スキル使用時に<FontBlue>18.8%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセット。クールタイム：2分22秒
7100406,"通常スキル使用時に<FontBlue>19.5%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセットされ、すぐに再使用できるようになります。

（この効果は<Fontblue>2分20秒</>ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",英雄のマントの装備効果,通常スキル使用時に<FontBlue>19.5%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセット。クールタイム：2分20秒
7100407,"通常スキル使用時に<FontBlue>20.2%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセットされ、すぐに再使用できるようになります。

（この効果は<Fontblue>2分18秒</>ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",英雄のマントの装備効果,通常スキル使用時に<FontBlue>20.2%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセット。クールタイム：2分18秒
7100408,"通常スキル使用時に<FontBlue>20.9%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセットされ、すぐに再使用できるようになります。

（この効果は<Fontblue>2分16秒</>ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",英雄のマントの装備効果,通常スキル使用時に<FontBlue>20.9%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセット。クールタイム：2分16秒
7100409,"通常スキル使用時に<FontBlue>21.6%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセットされ、すぐに再使用できるようになります。

（この効果は<Fontblue>2分14秒</>ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",英雄のマントの装備効果,通常スキル使用時に<FontBlue>21.6%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセット。クールタイム：2分14秒
7100410,"通常スキル使用時に<FontBlue>22.3%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセットされ、すぐに再使用できるようになります。

（この効果は<Fontblue>2分11秒</>ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",英雄のマントの装備効果,通常スキル使用時に<FontBlue>22.3%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセット。クールタイム：2分11秒
7100411,"通常スキル使用時に<FontBlue>23%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセットされ、すぐに再使用できるようになります。

（この効果は<Fontblue>2分9秒</>ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",英雄のマントの装備効果,通常スキル使用時に<FontBlue>23%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセット。クールタイム：2分9秒
7100412,"通常スキル使用時に<FontBlue>23.7%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセットされ、すぐに再使用できるようになります。

（この効果は<Fontblue>2分7秒</>ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",英雄のマントの装備効果,通常スキル使用時に<FontBlue>23.7%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセット。クールタイム：2分7秒
7100413,"通常スキル使用時に<FontBlue>24.4%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセットされ、すぐに再使用できるようになります。

（この効果は<Fontblue>2分5秒</>ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",英雄のマントの装備効果,通常スキル使用時に<FontBlue>24.4%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセット。クールタイム：2分5秒
7100414,"通常スキル使用時に<FontBlue>25.1%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセットされ、すぐに再使用できるようになります。

（この効果は<Fontblue>2分3秒</>ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",英雄のマントの装備効果,通常スキル使用時に<FontBlue>25.1%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセット。クールタイム：2分3秒
7100415,"通常スキル使用時に<FontBlue>25.8%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセットされ、すぐに再使用できるようになります。

（この効果は<Fontblue>2分1秒</>ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",英雄のマントの装備効果,通常スキル使用時に<FontBlue>25.8%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセット。クールタイム：2分1秒
7100416,"通常スキル使用時に<FontBlue>26.5%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセットされ、すぐに再使用できるようになります。

（この効果は<Fontblue>1分59秒</>ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",英雄のマントの装備効果,通常スキル使用時に<FontBlue>26.5%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセット。クールタイム：1分59秒
7100417,"通常スキル使用時に<FontBlue>27.2%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセットされ、すぐに再使用できるようになります。

（この効果は<Fontblue>1分57秒</>ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",英雄のマントの装備効果,通常スキル使用時に<FontBlue>27.2%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセット。クールタイム：1分57秒
7100418,"通常スキル使用時に<FontBlue>27.9%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセットされ、すぐに再使用できるようになります。

（この効果は<Fontblue>1分55秒</>ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",英雄のマントの装備効果,通常スキル使用時に<FontBlue>27.9%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセット。クールタイム：1分55秒
7100419,"通常スキル使用時に<FontBlue>28.6%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセットされ、すぐに再使用できるようになります。

（この効果は<Fontblue>1分53秒</>ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",英雄のマントの装備効果,通常スキル使用時に<FontBlue>28.6%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセット。クールタイム：1分53秒
7100420,"通常スキル使用時に<FontBlue>29.3%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセットされ、すぐに再使用できるようになります。

（この効果は<Fontblue>1分50秒</>ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",英雄のマントの装備効果,通常スキル使用時に<FontBlue>29.3%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセット。クールタイム：1分50秒
7100421,"通常スキル使用時に<FontBlue>30%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセットされ、すぐに再使用できるようになります。

（この効果は<Fontblue>1分48秒</>ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",英雄のマントの装備効果,通常スキル使用時に<FontBlue>30%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセット。クールタイム：1分48秒
7100422,"通常スキル使用時に<FontBlue>30.7%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセットされ、すぐに再使用できるようになります。

（この効果は<Fontblue>1分46秒</>ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",英雄のマントの装備効果,通常スキル使用時に<FontBlue>30.7%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセット。クールタイム：1分46秒
7100423,"通常スキル使用時に<FontBlue>31.4%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセットされ、すぐに再使用できるようになります。

（この効果は<Fontblue>1分44秒</>ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",英雄のマントの装備効果,通常スキル使用時に<FontBlue>31.4%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセット。クールタイム：1分44秒
7100424,"通常スキル使用時に<FontBlue>32.1%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセットされ、すぐに再使用できるようになります。

（この効果は<Fontblue>1分42秒</>ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",英雄のマントの装備効果,通常スキル使用時に<FontBlue>32.1%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセット。クールタイム：1分42秒
7100425,"通常スキル使用時に<FontBlue>32.8%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセットされ、すぐに再使用できるようになります。

（この効果は<Fontblue>1分40秒</>ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",英雄のマントの装備効果,通常スキル使用時に<FontBlue>32.8%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセット。クールタイム：1分40秒
7100426,"通常スキル使用時に<FontBlue>33.5%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセットされ、すぐに再使用できるようになります。

（この効果は<Fontblue>1分38秒</>ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",英雄のマントの装備効果,通常スキル使用時に<FontBlue>33.5%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセット。クールタイム：1分38秒
7100427,"通常スキル使用時に<FontBlue>34.2%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセットされ、すぐに再使用できるようになります。

（この効果は<Fontblue>1分36秒</>ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",英雄のマントの装備効果,通常スキル使用時に<FontBlue>34.2%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセット。クールタイム：1分36秒
7100428,"通常スキル使用時に<FontBlue>34.9%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセットされ、すぐに再使用できるようになります。

（この効果は<Fontblue>1分34秒</>ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",英雄のマントの装備効果,通常スキル使用時に<FontBlue>34.9%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセット。クールタイム：1分34秒
7100429,"通常スキル使用時に<FontBlue>35.6%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセットされ、すぐに再使用できるようになります。

（この効果は<Fontblue>1分32秒</>ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",英雄のマントの装備効果,通常スキル使用時に<FontBlue>35.6%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセット。クールタイム：1分32秒
7100430,"通常スキル使用時に<FontBlue>36.3%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセットされ、すぐに再使用できるようになります。

（この効果は<Fontblue>1分30秒</>ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",英雄のマントの装備効果,通常スキル使用時に<FontBlue>36.3%</>の確率で<FontBlue>最後に使用した通常スキル</>のクールタイムがリセット。クールタイム：1分30秒
7100601,（この効果は3分ごとに1回発動します。）,赤き破滅のマント,モンスターからダメージを受けると<FontBlue>6%</>の確率で<FontBlue>モンスターのスキルを1回防ぐ</>バリアが発動。クールタイム：3分
7100602,"モンスターからダメージを受けると<Fontblue>6.5%</>の確率でバリアが<Fontblue>12秒間</>生成されます。バリアが存在する間はモンスターのスキル攻撃を<Fontblue>1回</>防ぎます。

（この効果は3分ごとに1回発動します。）
（適用場所：フィールド/ワールドボス/次元の迷路/血盟ダンジョン/傲慢の塔/デイリー、採集、装備、アデナ、召喚石ダンジョン）",赤き破滅のマント,モンスターからダメージを受けると<FontBlue>6.5%</>の確率で<FontBlue>モンスターのスキルを1回防ぐ</>バリアが発動。クールタイム：3分
7100603,"モンスターからダメージを受けると<Fontblue>7%</>の確率でバリアが<Fontblue>12秒間</>生成されます。バリアが存在する間はモンスターのスキル攻撃を<Fontblue>1回</>防ぎます。

（この効果は3分ごとに1回発動します。）
（適用場所：フィールド/ワールドボス/次元の迷路/血盟ダンジョン/傲慢の塔/デイリー、採集、装備、アデナ、召喚石ダンジョン）",赤き破滅のマント,モンスターからダメージを受けると<FontBlue>7%</>の確率で<FontBlue>モンスターのスキルを1回防ぐ</>バリアが発動。クールタイム：3分
7100604,"モンスターからダメージを受けると<Fontblue>7.5%</>の確率でバリアが<Fontblue>12秒間</>生成されます。バリアが存在する間はモンスターのスキル攻撃を<Fontblue>1回</>防ぎます。

（この効果は3分ごとに1回発動します。）
（適用場所：フィールド/ワールドボス/次元の迷路/血盟ダンジョン/傲慢の塔/デイリー、採集、装備、アデナ、召喚石ダンジョン）",赤き破滅のマント,モンスターからダメージを受けると<FontBlue>7.5%</>の確率で<FontBlue>モンスターのスキルを1回防ぐ</>バリアが発動。クールタイム：3分
7100605,"モンスターからダメージを受けると<Fontblue>8%</>の確率でバリアが<Fontblue>12秒間</>生成されます。バリアが存在する間はモンスターのスキル攻撃を<Fontblue>1回</>防ぎます。

（この効果は3分ごとに1回発動します。）
（適用場所：フィールド/ワールドボス/次元の迷路/血盟ダンジョン/傲慢の塔/デイリー、採集、装備、アデナ、召喚石ダンジョン）",赤き破滅のマント,モンスターからダメージを受けると<FontBlue>8%</>の確率で<FontBlue>モンスターのスキルを1回防ぐ</>バリアが発動。クールタイム：3分
7100606,"モンスターからダメージを受けると<Fontblue>8.5%</>の確率でバリアが<Fontblue>12秒間</>生成されます。バリアが存在する間はモンスターのスキル攻撃を<Fontblue>1回</>防ぎます。

（この効果は3分ごとに1回発動します。）
（適用場所：フィールド/ワールドボス/次元の迷路/血盟ダンジョン/傲慢の塔/デイリー、採集、装備、アデナ、召喚石ダンジョン）",赤き破滅のマント,モンスターからダメージを受けると<FontBlue>8.5%</>の確率で<FontBlue>モンスターのスキルを1回防ぐ</>バリアが発動。クールタイム：3分
7100607,"モンスターからダメージを受けると<Fontblue>9%</>の確率でバリアが<Fontblue>12秒間</>生成されます。バリアが存在する間はモンスターのスキル攻撃を<Fontblue>1回</>防ぎます。

（この効果は3分ごとに1回発動します。）
（適用場所：フィールド/ワールドボス/次元の迷路/血盟ダンジョン/傲慢の塔/デイリー、採集、装備、アデナ、召喚石ダンジョン）",赤き破滅のマント,モンスターからダメージを受けると<FontBlue>9%</>の確率で<FontBlue>モンスターのスキルを1回防ぐ</>バリアが発動。クールタイム：3分
7100608,"モンスターからダメージを受けると<Fontblue>9.5%</>の確率でバリアが<Fontblue>12秒間</>生成されます。バリアが存在する間はモンスターのスキル攻撃を<Fontblue>1回</>防ぎます。

（この効果は3分ごとに1回発動します。）
（適用場所：フィールド/ワールドボス/次元の迷路/血盟ダンジョン/傲慢の塔/デイリー、採集、装備、アデナ、召喚石ダンジョン）",赤き破滅のマント,モンスターからダメージを受けると<FontBlue>9.5%</>の確率で<FontBlue>モンスターのスキルを1回防ぐ</>バリアが発動。クールタイム：3分
7100609,"モンスターからダメージを受けると<Fontblue>10%</>の確率でバリアが<Fontblue>12秒間</>生成されます。バリアが存在する間はモンスターのスキル攻撃を<Fontblue>1回</>防ぎます。

（この効果は3分ごとに1回発動します。）
（適用場所：フィールド/ワールドボス/次元の迷路/血盟ダンジョン/傲慢の塔/デイリー、採集、装備、アデナ、召喚石ダンジョン）",赤き破滅のマント,モンスターからダメージを受けると<FontBlue>10%</>の確率で<FontBlue>モンスターのスキルを1回防ぐ</>バリアが発動。クールタイム：3分
7100610,"モンスターからダメージを受けると<Fontblue>10.5%</>の確率でバリアが<Fontblue>12秒間</>生成されます。バリアが存在する間はモンスターのスキル攻撃を<Fontblue>1回</>防ぎます。

（この効果は3分ごとに1回発動します。）
（適用場所：フィールド/ワールドボス/次元の迷路/血盟ダンジョン/傲慢の塔/デイリー、採集、装備、アデナ、召喚石ダンジョン）",赤き破滅のマント,モンスターからダメージを受けると<FontBlue>10.5%</>の確率で<FontBlue>モンスターのスキルを1回防ぐ</>バリアが発動。クールタイム：3分
7100611,"モンスターからダメージを受けると<Fontblue>11%</>の確率でバリアが<Fontblue>12秒間</>生成されます。バリアが存在する間はモンスターのスキル攻撃を<Fontblue>1回</>防ぎます。

（この効果は3分ごとに1回発動します。）
（適用場所：フィールド/ワールドボス/次元の迷路/血盟ダンジョン/傲慢の塔/デイリー、採集、装備、アデナ、召喚石ダンジョン）",赤き破滅のマント,モンスターからダメージを受けると<FontBlue>11%</>の確率で<FontBlue>モンスターのスキルを1回防ぐ</>バリアが発動。クールタイム：3分
7100612,"モンスターからダメージを受けると<Fontblue>11.5%</>の確率でバリアが<Fontblue>12秒間</>生成されます。バリアが存在する間はモンスターのスキル攻撃を<Fontblue>1回</>防ぎます。

（この効果は3分ごとに1回発動します。）
（適用場所：フィールド/ワールドボス/次元の迷路/血盟ダンジョン/傲慢の塔/デイリー、採集、装備、アデナ、召喚石ダンジョン）",赤き破滅のマント,モンスターからダメージを受けると<FontBlue>11.5%</>の確率で<FontBlue>モンスターのスキルを1回防ぐ</>バリアが発動。クールタイム：3分
7100613,"モンスターからダメージを受けると<Fontblue>12%</>の確率でバリアが<Fontblue>12秒間</>生成されます。バリアが存在する間はモンスターのスキル攻撃を<Fontblue>1回</>防ぎます。

（この効果は3分ごとに1回発動します。）
（適用場所：フィールド/ワールドボス/次元の迷路/血盟ダンジョン/傲慢の塔/デイリー、採集、装備、アデナ、召喚石ダンジョン）",赤き破滅のマント,モンスターからダメージを受けると<FontBlue>12%</>の確率で<FontBlue>モンスターのスキルを1回防ぐ</>バリアが発動。クールタイム：3分
7100614,"モンスターからダメージを受けると<Fontblue>12.5%</>の確率でバリアが<Fontblue>12秒間</>生成されます。バリアが存在する間はモンスターのスキル攻撃を<Fontblue>1回</>防ぎます。

（この効果は3分ごとに1回発動します。）
（適用場所：フィールド/ワールドボス/次元の迷路/血盟ダンジョン/傲慢の塔/デイリー、採集、装備、アデナ、召喚石ダンジョン）",赤き破滅のマント,モンスターからダメージを受けると<FontBlue>12.5%</>の確率で<FontBlue>モンスターのスキルを1回防ぐ</>バリアが発動。クールタイム：3分
7100615,"モンスターからダメージを受けると<Fontblue>13%</>の確率でバリアが<Fontblue>12秒間</>生成されます。バリアが存在する間はモンスターのスキル攻撃を<Fontblue>2回</>防ぎます。

（この効果は3分ごとに1回発動します。）
（適用場所：フィールド/ワールドボス/次元の迷路/血盟ダンジョン/傲慢の塔/デイリー、採集、装備、アデナ、召喚石ダンジョン）",赤き破滅のマント,モンスターからダメージを受けると<FontBlue>13%</>の確率で<FontBlue>モンスターのスキルを2回防ぐ</>バリアが発動。クールタイム：3分
7100616,"モンスターからダメージを受けると<Fontblue>13.5%</>の確率でバリアが<Fontblue>12秒間</>生成されます。バリアが存在する間はモンスターのスキル攻撃を<Fontblue>2回</>防ぎます。

（この効果は3分ごとに1回発動します。）
（適用場所：フィールド/ワールドボス/次元の迷路/血盟ダンジョン/傲慢の塔/デイリー、採集、装備、アデナ、召喚石ダンジョン）",赤き破滅のマント,モンスターからダメージを受けると<FontBlue>13.5%</>の確率で<FontBlue>モンスターのスキルを2回防ぐ</>バリアが発動。クールタイム：3分
7100617,"モンスターからダメージを受けると<Fontblue>14%</>の確率でバリアが<Fontblue>12秒間</>生成されます。バリアが存在する間はモンスターのスキル攻撃を<Fontblue>2回</>防ぎます。

（この効果は3分ごとに1回発動します。）
（適用場所：フィールド/ワールドボス/次元の迷路/血盟ダンジョン/傲慢の塔/デイリー、採集、装備、アデナ、召喚石ダンジョン）",赤き破滅のマント,モンスターからダメージを受けると<FontBlue>14%</>の確率で<FontBlue>モンスターのスキルを2回防ぐ</>バリアが発動。クールタイム：3分
7100618,"モンスターからダメージを受けると<Fontblue>14.5%</>の確率でバリアが<Fontblue>12秒間</>生成されます。バリアが存在する間はモンスターのスキル攻撃を<Fontblue>2回</>防ぎます。

（この効果は3分ごとに1回発動します。）
（適用場所：フィールド/ワールドボス/次元の迷路/血盟ダンジョン/傲慢の塔/デイリー、採集、装備、アデナ、召喚石ダンジョン）",赤き破滅のマント,モンスターからダメージを受けると<FontBlue>14.5%</>の確率で<FontBlue>モンスターのスキルを2回防ぐ</>バリアが発動。クールタイム：3分
7100619,"モンスターからダメージを受けると<Fontblue>15%</>の確率でバリアが<Fontblue>12秒間</>生成されます。バリアが存在する間はモンスターのスキル攻撃を<Fontblue>2回</>防ぎます。

（この効果は3分ごとに1回発動します。）
（適用場所：フィールド/ワールドボス/次元の迷路/血盟ダンジョン/傲慢の塔/デイリー、採集、装備、アデナ、召喚石ダンジョン）",赤き破滅のマント,モンスターからダメージを受けると<FontBlue>15%</>の確率で<FontBlue>モンスターのスキルを2回防ぐ</>バリアが発動。クールタイム：3分
7100620,"モンスターからダメージを受けると<Fontblue>15.5%</>の確率でバリアが<Fontblue>12秒間</>生成されます。バリアが存在する間はモンスターのスキル攻撃を<Fontblue>2回</>防ぎます。

（この効果は3分ごとに1回発動します。）
（適用場所：フィールド/ワールドボス/次元の迷路/血盟ダンジョン/傲慢の塔/デイリー、採集、装備、アデナ、召喚石ダンジョン）",赤き破滅のマント,モンスターからダメージを受けると<FontBlue>15.5%</>の確率で<FontBlue>モンスターのスキルを2回防ぐ</>バリアが発動。クールタイム：3分
7100621,"モンスターからダメージを受けると<Fontblue>15.9%</>の確率でバリアが<Fontblue>12秒間</>生成されます。バリアが存在する間はモンスターのスキル攻撃を<Fontblue>2回</>防ぎます。

（この効果は3分ごとに1回発動します。）
（適用場所：フィールド/ワールドボス/次元の迷路/血盟ダンジョン/傲慢の塔/デイリー、採集、装備、アデナ、召喚石ダンジョン）",赤き破滅のマント,モンスターからダメージを受けると<FontBlue>15.9%</>の確率で<FontBlue>モンスターのスキルを2回防ぐ</>バリアが発動。クールタイム：3分
7100622,"モンスターからダメージを受けると<Fontblue>16.3%</>の確率でバリアが<Fontblue>12秒間</>生成されます。バリアが存在する間はモンスターのスキル攻撃を<Fontblue>2回</>防ぎます。

（この効果は3分ごとに1回発動します。）
（適用場所：フィールド/ワールドボス/次元の迷路/血盟ダンジョン/傲慢の塔/デイリー、採集、装備、アデナ、召喚石ダンジョン）",赤き破滅のマント,モンスターからダメージを受けると<FontBlue>16.3%</>の確率で<FontBlue>モンスターのスキルを2回防ぐ</>バリアが発動。クールタイム：3分
7100623,"モンスターからダメージを受けると<Fontblue>16.7%</>の確率でバリアが<Fontblue>12秒間</>生成されます。バリアが存在する間はモンスターのスキル攻撃を<Fontblue>2回</>防ぎます。

（この効果は3分ごとに1回発動します。）
（適用場所：フィールド/ワールドボス/次元の迷路/血盟ダンジョン/傲慢の塔/デイリー、採集、装備、アデナ、召喚石ダンジョン）",赤き破滅のマント,モンスターからダメージを受けると<FontBlue>16.7%</>の確率で<FontBlue>モンスターのスキルを2回防ぐ</>バリアが発動。クールタイム：3分
7100624,"モンスターからダメージを受けると<Fontblue>17.1%</>の確率でバリアが<Fontblue>12秒間</>生成されます。バリアが存在する間はモンスターのスキル攻撃を<Fontblue>2回</>防ぎます。

（この効果は3分ごとに1回発動します。）
（適用場所：フィールド/ワールドボス/次元の迷路/血盟ダンジョン/傲慢の塔/デイリー、採集、装備、アデナ、召喚石ダンジョン）",赤き破滅のマント,モンスターからダメージを受けると<FontBlue>17.1%</>の確率で<FontBlue>モンスターのスキルを2回防ぐ</>バリアが発動。クールタイム：3分
7100625,"モンスターからダメージを受けると<Fontblue>17.5%</>の確率でバリアが<Fontblue>12秒間</>生成されます。バリアが存在する間はモンスターのスキル攻撃を<Fontblue>2回</>防ぎます。

（この効果は3分ごとに1回発動します。）
（適用場所：フィールド/ワールドボス/次元の迷路/血盟ダンジョン/傲慢の塔/デイリー、採集、装備、アデナ、召喚石ダンジョン）",赤き破滅のマント,モンスターからダメージを受けると<FontBlue>17.5%</>の確率で<FontBlue>モンスターのスキルを2回防ぐ</>バリアが発動。クールタイム：3分
7100626,"モンスターからダメージを受けると<Fontblue>17.9%</>の確率でバリアが<Fontblue>12秒間</>生成されます。バリアが存在する間はモンスターのスキル攻撃を<Fontblue>2回</>防ぎます。

（この効果は3分ごとに1回発動します。）
（適用場所：フィールド/ワールドボス/次元の迷路/血盟ダンジョン/傲慢の塔/デイリー、採集、装備、アデナ、召喚石ダンジョン）",赤き破滅のマント,モンスターからダメージを受けると<FontBlue>17.9%</>の確率で<FontBlue>モンスターのスキルを2回防ぐ</>バリアが発動。クールタイム：3分
7100627,"モンスターからダメージを受けると<Fontblue>18.3%</>の確率でバリアが<Fontblue>12秒間</>生成されます。バリアが存在する間はモンスターのスキル攻撃を<Fontblue>2回</>防ぎます。

（この効果は3分ごとに1回発動します。）
（適用場所：フィールド/ワールドボス/次元の迷路/血盟ダンジョン/傲慢の塔/デイリー、採集、装備、アデナ、召喚石ダンジョン）",赤き破滅のマント,モンスターからダメージを受けると<FontBlue>18.3%</>の確率で<FontBlue>モンスターのスキルを2回防ぐ</>バリアが発動。クールタイム：3分
7100628,"モンスターからダメージを受けると<Fontblue>18.7%</>の確率でバリアが<Fontblue>12秒間</>生成されます。バリアが存在する間はモンスターのスキル攻撃を<Fontblue>2回</>防ぎます。

（この効果は3分ごとに1回発動します。）
（適用場所：フィールド/ワールドボス/次元の迷路/血盟ダンジョン/傲慢の塔/デイリー、採集、装備、アデナ、召喚石ダンジョン）",赤き破滅のマント,モンスターからダメージを受けると<FontBlue>18.7%</>の確率で<FontBlue>モンスターのスキルを2回防ぐ</>バリアが発動。クールタイム：3分
7100629,"モンスターからダメージを受けると<Fontblue>19.1%</>の確率でバリアが<Fontblue>12秒間</>生成されます。バリアが存在する間はモンスターのスキル攻撃を<Fontblue>2回</>防ぎます。

（この効果は3分ごとに1回発動します。）
（適用場所：フィールド/ワールドボス/次元の迷路/血盟ダンジョン/傲慢の塔/デイリー、採集、装備、アデナ、召喚石ダンジョン）",赤き破滅のマント,モンスターからダメージを受けると<FontBlue>19.1%</>の確率で<FontBlue>モンスターのスキルを2回防ぐ</>バリアが発動。クールタイム：3分
7100630,"モンスターからダメージを受けると<Fontblue>19.5%</>の確率でバリアが<Fontblue>12秒間</>生成されます。バリアが存在する間はモンスターのスキル攻撃を<Fontblue>3回</>防ぎます。

（この効果は3分ごとに1回発動します。）
（適用場所：フィールド/ワールドボス/次元の迷路/血盟ダンジョン/傲慢の塔/デイリー、採集、装備、アデナ、召喚石ダンジョン）",赤き破滅のマント,モンスターからダメージを受けると<FontBlue>19.5%</>の確率で<FontBlue>モンスターのスキルを3回防ぐ</>バリアが発動。クールタイム：3分
