Id,Name,Desc,EffectType,EffectParamMin,EffectParamMax,EffectParamGrowth,OptionGroup
10105202,마법 공격력,,2,41,41,1,10105201
10105203,관통,,101,28,28,1,10105201
10105204,크리티컬,,10,45,45,1,10105201
10105205,크리티컬 대미지 증가율,,9,32,32,1,10105201
10105206,명중,,29,48,48,1,10105201
10105207,방어 무시 대미지,,36,1,1,1,10105201
10105208,공격속도 증가율,,7,161,161,1,10105201
10105209,HP 흡수율,,52,18,18,1,10105201
10105210,경험치 획득량 증가율,,87,80,80,1,10105201
10105211,아데나 획득량 증가율,,89,80,80,1,10105201
10105212,,,65,1,1,1,10105201
10105213,,,65,1,1,1,10105201
10105214,,,65,1,1,1,10105201
10105215,,,65,1,1,1,10105201
10105216,,,65,1,1,1,10105201
10105217,,,65,1,1,1,10105201
10105218,,,65,1,1,1,10105201
10105219,,,65,1,1,1,10105201
10105220,,,65,1,1,1,10105201
10105301,물리 공격력,,1,116,116,1,10105301
10105302,마법 공격력,,2,116,116,1,10105301
10105303,관통,,101,93,93,1,10105301
10105304,크리티컬,,10,164,164,1,10105301
10105305,크리티컬 대미지 증가율,,9,97,97,1,10105301
10105306,명중,,29,126,126,1,10105301
10105307,방어 무시 대미지,,36,2,2,1,10105301
10105308,공격속도 증가율,,7,318,318,1,10105301
10105309,HP 흡수율,,52,30,30,1,10105301
10105310,경험치 획득량 증가율,,87,148,148,1,10105301
10105311,아데나 획득량 증가율,,89,148,148,1,10105301
10105312,,,65,1,1,1,10105301
10105313,,,65,1,1,1,10105301
10105314,,,65,1,1,1,10105301
10105315,,,65,1,1,1,10105301
10105316,,,65,1,1,1,10105301
10105317,,,65,1,1,1,10105301
10105318,,,65,1,1,1,10105301
10105319,,,65,1,1,1,10105301
10105320,,,65,1,1,1,10105301
10105401,물리 공격력,,1,386,386,1,10105401
10105402,마법 공격력,,2,386,386,1,10105401
10105403,관통,,101,329,329,1,10105401
10105404,크리티컬,,10,591,591,1,10105401
10105405,크리티컬 대미지 증가율,,9,331,331,1,10105401
10105406,명중,,29,406,406,1,10105401
10105407,방어 무시 대미지,,36,7,7,1,10105401
10105408,공격속도 증가율,,7,631,631,1,10105401
10105409,HP 흡수율,,52,54,54,1,10105401
10105410,경험치 획득량 증가율,,87,285,285,1,10105401
10105411,아데나 획득량 증가율,,89,285,285,1,10105401
10105412,,,65,1,1,1,10105401
10105413,,,65,1,1,1,10105401
10105414,,,65,1,1,1,10105401
10105415,,,65,1,1,1,10105401
10105416,,,65,1,1,1,10105401
10105417,,,65,1,1,1,10105401
10105418,,,65,1,1,1,10105401
10105419,,,65,1,1,1,10105401
10105420,,,65,1,1,1,10105401
10105501,물리 공격력,,1,1053,1053,1,10105501
10105502,마법 공격력,,2,1053,1053,1,10105501
10105503,관통,,101,912,912,1,10105501
10105504,크리티컬,,10,1646,1646,1,10105501
10105505,크리티컬 대미지 증가율,,9,908,908,1,10105501
10105506,명중,,29,1096,1096,1,10105501
10105507,방어 무시 대미지,,36,18,18,1,10105501
10105508,공격속도 증가율,,7,1101,1101,1,10105501
10105509,HP 흡수율,,52,88,88,1,10105501
10105510,경험치 획득량 증가율,,87,490,490,1,10105501
10105511,아데나 획득량 증가율,,89,490,490,1,10105501
10105512,,,65,1,1,1,10105501
10105513,,,65,1,1,1,10105501
10105514,,,65,1,1,1,10105501
10105515,,,65,1,1,1,10105501
10105516,,,65,1,1,1,10105501
10105517,,,65,1,1,1,10105501
10105518,,,65,1,1,1,10105501
10105519,,,65,1,1,1,10105501
10105520,,,65,1,1,1,10105501
10105601,물리 공격력,,1,2002,2002,1,10105601
10105602,마법 공격력,,2,2002,2002,1,10105601
10105603,관통,,101,1743,1743,1,10105601
10105604,크리티컬,,10,3149,3149,1,10105601
10105605,크리티컬 대미지 증가율,,9,1731,1731,1,10105601
10105606,명중,,29,2081,2081,1,10105601
10105607,방어 무시 대미지,,36,35,35,1,10105601
10105608,공격속도 증가율,,7,1224,1224,1,10105601
10105609,HP 흡수율,,52,99,99,1,10105601
10105610,경험치 획득량 증가율,,87,540,540,1,10105601
10105611,아데나 획득량 증가율,,89,540,540,1,10105601
10105612,,,65,1,1,1,10105601
10105613,,,65,1,1,1,10105601
10105614,,,65,1,1,1,10105601
10105615,,,65,1,1,1,10105601
10105616,,,65,1,1,1,10105601
10105617,,,65,1,1,1,10105601
10105618,,,65,1,1,1,10105601
10105619,,,65,1,1,1,10105601
10105620,,,65,1,1,1,10105601
10205201,물리 공격력,,1,41,41,1,10205201
10205202,마법 공격력,,2,41,41,1,10205201
10205203,관통,,101,28,28,1,10205201
10205204,크리티컬,,10,45,45,1,10205201
10205205,크리티컬 대미지 증가율,,9,32,32,1,10205201
10205206,명중,,29,48,48,1,10205201
10205207,방어 무시 대미지,,36,1,1,1,10205201
10205208,공격속도 증가율,,7,161,161,1,10205201
10205209,HP 흡수율,,52,18,18,1,10205201
10205210,경험치 획득량 증가율,,87,80,80,1,10205201
10205211,아데나 획득량 증가율,,89,80,80,1,10205201
10205212,,,65,1,1,1,10205201
10205213,,,65,1,1,1,10205201
10205214,,,65,1,1,1,10205201
10205215,,,65,1,1,1,10205201
10205216,,,65,1,1,1,10205201
10205217,,,65,1,1,1,10205201
10205218,,,65,1,1,1,10205201
10205219,,,65,1,1,1,10205201
10205220,,,65,1,1,1,10205201
10205301,물리 공격력,,1,116,116,1,10205301
10205302,마법 공격력,,2,116,116,1,10205301
10205303,관통,,101,93,93,1,10205301
10205304,크리티컬,,10,164,164,1,10205301
10205305,크리티컬 대미지 증가율,,9,97,97,1,10205301
10205306,명중,,29,126,126,1,10205301
10205307,방어 무시 대미지,,36,2,2,1,10205301
10205308,공격속도 증가율,,7,318,318,1,10205301
10205309,HP 흡수율,,52,30,30,1,10205301
10205310,경험치 획득량 증가율,,87,148,148,1,10205301
10205311,아데나 획득량 증가율,,89,148,148,1,10205301
10205312,,,65,1,1,1,10205301
10205313,,,65,1,1,1,10205301
10205314,,,65,1,1,1,10205301
10205315,,,65,1,1,1,10205301
10205316,,,65,1,1,1,10205301
10205317,,,65,1,1,1,10205301
10205318,,,65,1,1,1,10205301
10205319,,,65,1,1,1,10205301
10205320,,,65,1,1,1,10205301
10205401,물리 공격력,,1,386,386,1,10205401
10205402,마법 공격력,,2,386,386,1,10205401
10205403,관통,,101,329,329,1,10205401
10205404,크리티컬,,10,591,591,1,10205401
10205405,크리티컬 대미지 증가율,,9,331,331,1,10205401
10205406,명중,,29,406,406,1,10205401
10205407,방어 무시 대미지,,36,7,7,1,10205401
10205408,공격속도 증가율,,7,631,631,1,10205401
10205409,HP 흡수율,,52,54,54,1,10205401
10205410,경험치 획득량 증가율,,87,285,285,1,10205401
10205411,아데나 획득량 증가율,,89,285,285,1,10205401
10205412,,,65,1,1,1,10205401
10205413,,,65,1,1,1,10205401
10205414,,,65,1,1,1,10205401
10205415,,,65,1,1,1,10205401
10205416,,,65,1,1,1,10205401
10205417,,,65,1,1,1,10205401
10205418,,,65,1,1,1,10205401
10205419,,,65,1,1,1,10205401
10205420,,,65,1,1,1,10205401
10205501,물리 공격력,,1,1053,1053,1,10205501
10205502,마법 공격력,,2,1053,1053,1,10205501
10205503,관통,,101,912,912,1,10205501
10205504,크리티컬,,10,1646,1646,1,10205501
10205505,크리티컬 대미지 증가율,,9,908,908,1,10205501
10205506,명중,,29,1096,1096,1,10205501
10205507,방어 무시 대미지,,36,18,18,1,10205501
10205508,공격속도 증가율,,7,1101,1101,1,10205501
10205509,HP 흡수율,,52,88,88,1,10205501
10205510,경험치 획득량 증가율,,87,490,490,1,10205501
10205511,아데나 획득량 증가율,,89,490,490,1,10205501
10205512,,,65,1,1,1,10205501
10205513,,,65,1,1,1,10205501
10205514,,,65,1,1,1,10205501
10205515,,,65,1,1,1,10205501
10205516,,,65,1,1,1,10205501
10205517,,,65,1,1,1,10205501
10205518,,,65,1,1,1,10205501
10205519,,,65,1,1,1,10205501
10205520,,,65,1,1,1,10205501
10205601,물리 공격력,,1,2002,2002,1,10205601
10205602,마법 공격력,,2,2002,2002,1,10205601
10205603,관통,,101,1743,1743,1,10205601
10205604,크리티컬,,10,3149,3149,1,10205601
10205605,크리티컬 대미지 증가율,,9,1731,1731,1,10205601
10205606,명중,,29,2081,2081,1,10205601
10205607,방어 무시 대미지,,36,35,35,1,10205601
10205608,공격속도 증가율,,7,1224,1224,1,10205601
10205609,HP 흡수율,,52,99,99,1,10205601
10205610,경험치 획득량 증가율,,87,540,540,1,10205601
10205611,아데나 획득량 증가율,,89,540,540,1,10205601
10205612,,,65,1,1,1,10205601
10205613,,,65,1,1,1,10205601
10205614,,,65,1,1,1,10205601
10205615,,,65,1,1,1,10205601
10205616,,,65,1,1,1,10205601
10205617,,,65,1,1,1,10205601
10205618,,,65,1,1,1,10205601
10205619,,,65,1,1,1,10205601
10205620,,,65,1,1,1,10205601
10305201,물리 공격력,,1,41,41,1,10305201
10305202,마법 공격력,,2,41,41,1,10305201
10305203,관통,,101,28,28,1,10305201
10305204,크리티컬,,10,45,45,1,10305201
10305205,크리티컬 대미지 증가율,,9,32,32,1,10305201
10305206,명중,,29,48,48,1,10305201
10305207,방어 무시 대미지,,36,1,1,1,10305201
10305208,공격속도 증가율,,7,161,161,1,10305201
10305209,HP 흡수율,,52,18,18,1,10305201
10305210,경험치 획득량 증가율,,87,80,80,1,10305201
10305211,아데나 획득량 증가율,,89,80,80,1,10305201
10305212,,,65,1,1,1,10305201
10305213,,,65,1,1,1,10305201
10305214,,,65,1,1,1,10305201
10305215,,,65,1,1,1,10305201
10305216,,,65,1,1,1,10305201
10305217,,,65,1,1,1,10305201
10305218,,,65,1,1,1,10305201
10305219,,,65,1,1,1,10305201
10305220,,,65,1,1,1,10305201
10305301,물리 공격력,,1,116,116,1,10305301
10305302,마법 공격력,,2,116,116,1,10305301
10305303,관통,,101,93,93,1,10305301
10305304,크리티컬,,10,164,164,1,10305301
10305305,크리티컬 대미지 증가율,,9,97,97,1,10305301
10305306,명중,,29,126,126,1,10305301
10305307,방어 무시 대미지,,36,2,2,1,10305301
10305308,공격속도 증가율,,7,318,318,1,10305301
10305309,HP 흡수율,,52,30,30,1,10305301
10305310,경험치 획득량 증가율,,87,148,148,1,10305301
10305311,아데나 획득량 증가율,,89,148,148,1,10305301
10305312,,,65,1,1,1,10305301
10305313,,,65,1,1,1,10305301
10305314,,,65,1,1,1,10305301
10305315,,,65,1,1,1,10305301
10305316,,,65,1,1,1,10305301
10305317,,,65,1,1,1,10305301
10305318,,,65,1,1,1,10305301
10305319,,,65,1,1,1,10305301
10305320,,,65,1,1,1,10305301
10305401,물리 공격력,,1,386,386,1,10305401
10305402,마법 공격력,,2,386,386,1,10305401
10305403,관통,,101,329,329,1,10305401
10305404,크리티컬,,10,591,591,1,10305401
10305405,크리티컬 대미지 증가율,,9,331,331,1,10305401
10305406,명중,,29,406,406,1,10305401
10305407,방어 무시 대미지,,36,7,7,1,10305401
10305408,공격속도 증가율,,7,631,631,1,10305401
10305409,HP 흡수율,,52,54,54,1,10305401
10305410,경험치 획득량 증가율,,87,285,285,1,10305401
10305411,아데나 획득량 증가율,,89,285,285,1,10305401
10305412,,,65,1,1,1,10305401
10305413,,,65,1,1,1,10305401
10305414,,,65,1,1,1,10305401
10305415,,,65,1,1,1,10305401
10305416,,,65,1,1,1,10305401
10305417,,,65,1,1,1,10305401
10305418,,,65,1,1,1,10305401
10305419,,,65,1,1,1,10305401
10305420,,,65,1,1,1,10305401
10305501,물리 공격력,,1,1053,1053,1,10305501
10305502,마법 공격력,,2,1053,1053,1,10305501
10305503,관통,,101,912,912,1,10305501
10305504,크리티컬,,10,1646,1646,1,10305501
10305505,크리티컬 대미지 증가율,,9,908,908,1,10305501
10305506,명중,,29,1096,1096,1,10305501
10305507,방어 무시 대미지,,36,18,18,1,10305501
10305508,공격속도 증가율,,7,1101,1101,1,10305501
10305509,HP 흡수율,,52,88,88,1,10305501
10305510,경험치 획득량 증가율,,87,490,490,1,10305501
10305511,아데나 획득량 증가율,,89,490,490,1,10305501
10305512,,,65,1,1,1,10305501
10305513,,,65,1,1,1,10305501
10305514,,,65,1,1,1,10305501
10305515,,,65,1,1,1,10305501
10305516,,,65,1,1,1,10305501
10305517,,,65,1,1,1,10305501
10305518,,,65,1,1,1,10305501
10305519,,,65,1,1,1,10305501
10305520,,,65,1,1,1,10305501
10305601,물리 공격력,,1,2002,2002,1,10305601
10305602,마법 공격력,,2,2002,2002,1,10305601
10305603,관통,,101,1743,1743,1,10305601
10305604,크리티컬,,10,3149,3149,1,10305601
10305605,크리티컬 대미지 증가율,,9,1731,1731,1,10305601
10305606,명중,,29,2081,2081,1,10305601
10305607,방어 무시 대미지,,36,35,35,1,10305601
10305608,공격속도 증가율,,7,1224,1224,1,10305601
10305609,HP 흡수율,,52,99,99,1,10305601
10305610,경험치 획득량 증가율,,87,540,540,1,10305601
10305611,아데나 획득량 증가율,,89,540,540,1,10305601
10305612,,,65,1,1,1,10305601
10305613,,,65,1,1,1,10305601
10305614,,,65,1,1,1,10305601
10305615,,,65,1,1,1,10305601
10305616,,,65,1,1,1,10305601
10305617,,,65,1,1,1,10305601
10305618,,,65,1,1,1,10305601
10305619,,,65,1,1,1,10305601
10305620,,,65,1,1,1,10305601
10405201,물리 공격력,,1,41,41,1,10405201
10405202,마법 공격력,,2,41,41,1,10405201
10405203,관통,,101,28,28,1,10405201
10405204,크리티컬,,10,45,45,1,10405201
10405205,크리티컬 대미지 증가율,,9,32,32,1,10405201
10405206,명중,,29,48,48,1,10405201
10405207,방어 무시 대미지,,36,1,1,1,10405201
10405208,공격속도 증가율,,7,161,161,1,10405201
10405209,HP 흡수율,,52,18,18,1,10405201
10405210,경험치 획득량 증가율,,87,80,80,1,10405201
10405211,아데나 획득량 증가율,,89,80,80,1,10405201
10405212,,,65,1,1,1,10405201
10405213,,,65,1,1,1,10405201
10405214,,,65,1,1,1,10405201
10405215,,,65,1,1,1,10405201
10405216,,,65,1,1,1,10405201
10405217,,,65,1,1,1,10405201
10405218,,,65,1,1,1,10405201
10405219,,,65,1,1,1,10405201
10405220,,,65,1,1,1,10405201
10405301,물리 공격력,,1,116,116,1,10405301
10405302,마법 공격력,,2,116,116,1,10405301
10405303,관통,,101,93,93,1,10405301
10405304,크리티컬,,10,164,164,1,10405301
10405305,크리티컬 대미지 증가율,,9,97,97,1,10405301
10405306,명중,,29,126,126,1,10405301
10405307,방어 무시 대미지,,36,2,2,1,10405301
10405308,공격속도 증가율,,7,318,318,1,10405301
10405309,HP 흡수율,,52,30,30,1,10405301
10405310,경험치 획득량 증가율,,87,148,148,1,10405301
10405311,아데나 획득량 증가율,,89,148,148,1,10405301
10405312,,,65,1,1,1,10405301
10405313,,,65,1,1,1,10405301
10405314,,,65,1,1,1,10405301
10405315,,,65,1,1,1,10405301
10405316,,,65,1,1,1,10405301
10405317,,,65,1,1,1,10405301
10405318,,,65,1,1,1,10405301
10405319,,,65,1,1,1,10405301
10405320,,,65,1,1,1,10405301
10405401,물리 공격력,,1,386,386,1,10405401
10405402,마법 공격력,,2,386,386,1,10405401
10405403,관통,,101,329,329,1,10405401
10405404,크리티컬,,10,591,591,1,10405401
10405405,크리티컬 대미지 증가율,,9,331,331,1,10405401
10405406,명중,,29,406,406,1,10405401
10405407,방어 무시 대미지,,36,7,7,1,10405401
10405408,공격속도 증가율,,7,631,631,1,10405401
10405409,HP 흡수율,,52,54,54,1,10405401
10405410,경험치 획득량 증가율,,87,285,285,1,10405401
10405411,아데나 획득량 증가율,,89,285,285,1,10405401
10405412,,,65,1,1,1,10405401
10405413,,,65,1,1,1,10405401
10405414,,,65,1,1,1,10405401
10405415,,,65,1,1,1,10405401
10405416,,,65,1,1,1,10405401
10405417,,,65,1,1,1,10405401
10405418,,,65,1,1,1,10405401
10405419,,,65,1,1,1,10405401
10405420,,,65,1,1,1,10405401
10405501,물리 공격력,,1,1053,1053,1,10405501
10405502,마법 공격력,,2,1053,1053,1,10405501
10405503,관통,,101,912,912,1,10405501
10405504,크리티컬,,10,1646,1646,1,10405501
10405505,크리티컬 대미지 증가율,,9,908,908,1,10405501
10405506,명중,,29,1096,1096,1,10405501
10405507,방어 무시 대미지,,36,18,18,1,10405501
10405508,공격속도 증가율,,7,1101,1101,1,10405501
10405509,HP 흡수율,,52,88,88,1,10405501
10405510,경험치 획득량 증가율,,87,490,490,1,10405501
10405511,아데나 획득량 증가율,,89,490,490,1,10405501
10405512,,,65,1,1,1,10405501
10405513,,,65,1,1,1,10405501
10405514,,,65,1,1,1,10405501
10405515,,,65,1,1,1,10405501
10405516,,,65,1,1,1,10405501
10405517,,,65,1,1,1,10405501
10405518,,,65,1,1,1,10405501
10405519,,,65,1,1,1,10405501
10405520,,,65,1,1,1,10405501
10405601,물리 공격력,,1,2002,2002,1,10405601
10405602,마법 공격력,,2,2002,2002,1,10405601
10405603,관통,,101,1743,1743,1,10405601
10405604,크리티컬,,10,3149,3149,1,10405601
10405605,크리티컬 대미지 증가율,,9,1731,1731,1,10405601
10405606,명중,,29,2081,2081,1,10405601
10405607,방어 무시 대미지,,36,35,35,1,10405601
10405608,공격속도 증가율,,7,1224,1224,1,10405601
10405609,HP 흡수율,,52,99,99,1,10405601
10405610,경험치 획득량 증가율,,87,540,540,1,10405601
10405611,아데나 획득량 증가율,,89,540,540,1,10405601
10405612,,,65,1,1,1,10405601
10405613,,,65,1,1,1,10405601
10405614,,,65,1,1,1,10405601
10405615,,,65,1,1,1,10405601
10405616,,,65,1,1,1,10405601
10405617,,,65,1,1,1,10405601
10405618,,,65,1,1,1,10405601
10405619,,,65,1,1,1,10405601
10405620,,,65,1,1,1,10405601
10505201,물리 공격력,,1,41,41,1,10505201
10505202,마법 공격력,,2,41,41,1,10505201
10505203,관통,,101,28,28,1,10505201
10505204,크리티컬,,10,45,45,1,10505201
10505205,크리티컬 대미지 증가율,,9,32,32,1,10505201
10505206,명중,,29,48,48,1,10505201
10505207,방어 무시 대미지,,36,1,1,1,10505201
10505208,공격속도 증가율,,7,161,161,1,10505201
10505209,HP 흡수율,,52,18,18,1,10505201
10505210,경험치 획득량 증가율,,87,80,80,1,10505201
10505211,아데나 획득량 증가율,,89,80,80,1,10505201
10505212,,,65,1,1,1,10505201
10505213,,,65,1,1,1,10505201
10505214,,,65,1,1,1,10505201
10505215,,,65,1,1,1,10505201
10505216,,,65,1,1,1,10505201
10505217,,,65,1,1,1,10505201
10505218,,,65,1,1,1,10505201
10505219,,,65,1,1,1,10505201
10505220,,,65,1,1,1,10505201
10505301,물리 공격력,,1,116,116,1,10505301
10505302,마법 공격력,,2,116,116,1,10505301
10505303,관통,,101,93,93,1,10505301
10505304,크리티컬,,10,164,164,1,10505301
10505305,크리티컬 대미지 증가율,,9,97,97,1,10505301
10505306,명중,,29,126,126,1,10505301
10505307,방어 무시 대미지,,36,2,2,1,10505301
10505308,공격속도 증가율,,7,318,318,1,10505301
10505309,HP 흡수율,,52,30,30,1,10505301
10505310,경험치 획득량 증가율,,87,148,148,1,10505301
10505311,아데나 획득량 증가율,,89,148,148,1,10505301
10505312,,,65,1,1,1,10505301
10505313,,,65,1,1,1,10505301
10505314,,,65,1,1,1,10505301
10505315,,,65,1,1,1,10505301
10505316,,,65,1,1,1,10505301
10505317,,,65,1,1,1,10505301
10505318,,,65,1,1,1,10505301
10505319,,,65,1,1,1,10505301
10505320,,,65,1,1,1,10505301
10505401,물리 공격력,,1,386,386,1,10505401
10505402,마법 공격력,,2,386,386,1,10505401
10505403,관통,,101,329,329,1,10505401
10505404,크리티컬,,10,591,591,1,10505401
10505405,크리티컬 대미지 증가율,,9,331,331,1,10505401
10505406,명중,,29,406,406,1,10505401
10505407,방어 무시 대미지,,36,7,7,1,10505401
10505408,공격속도 증가율,,7,631,631,1,10505401
10505409,HP 흡수율,,52,54,54,1,10505401
10505410,경험치 획득량 증가율,,87,285,285,1,10505401
10505411,아데나 획득량 증가율,,89,285,285,1,10505401
10505412,,,65,1,1,1,10505401
10505413,,,65,1,1,1,10505401
10505414,,,65,1,1,1,10505401
10505415,,,65,1,1,1,10505401
10505416,,,65,1,1,1,10505401
10505417,,,65,1,1,1,10505401
10505418,,,65,1,1,1,10505401
10505419,,,65,1,1,1,10505401
10505420,,,65,1,1,1,10505401
10505501,물리 공격력,,1,1053,1053,1,10505501
10505502,마법 공격력,,2,1053,1053,1,10505501
10505503,관통,,101,912,912,1,10505501
10505504,크리티컬,,10,1646,1646,1,10505501
10505505,크리티컬 대미지 증가율,,9,908,908,1,10505501
10505506,명중,,29,1096,1096,1,10505501
10505507,방어 무시 대미지,,36,18,18,1,10505501
10505508,공격속도 증가율,,7,1101,1101,1,10505501
10505509,HP 흡수율,,52,88,88,1,10505501
10505510,경험치 획득량 증가율,,87,490,490,1,10505501
10505511,아데나 획득량 증가율,,89,490,490,1,10505501
10505512,,,65,1,1,1,10505501
10505513,,,65,1,1,1,10505501
10505514,,,65,1,1,1,10505501
10505515,,,65,1,1,1,10505501
10505516,,,65,1,1,1,10505501
10505517,,,65,1,1,1,10505501
10505518,,,65,1,1,1,10505501
10505519,,,65,1,1,1,10505501
10505520,,,65,1,1,1,10505501
10505601,물리 공격력,,1,2002,2002,1,10505601
10505602,마법 공격력,,2,2002,2002,1,10505601
10505603,관통,,101,1743,1743,1,10505601
10505604,크리티컬,,10,3149,3149,1,10505601
10505605,크리티컬 대미지 증가율,,9,1731,1731,1,10505601
10505606,명중,,29,2081,2081,1,10505601
10505607,방어 무시 대미지,,36,35,35,1,10505601
10505608,공격속도 증가율,,7,1224,1224,1,10505601
10505609,HP 흡수율,,52,99,99,1,10505601
10505610,경험치 획득량 증가율,,87,540,540,1,10505601
10505611,아데나 획득량 증가율,,89,540,540,1,10505601
10505612,,,65,1,1,1,10505601
10505613,,,65,1,1,1,10505601
10505614,,,65,1,1,1,10505601
10505615,,,65,1,1,1,10505601
10505616,,,65,1,1,1,10505601
10505617,,,65,1,1,1,10505601
10505618,,,65,1,1,1,10505601
10505619,,,65,1,1,1,10505601
10505620,,,65,1,1,1,10505601
10605201,물리 공격력,,1,41,41,1,10605201
10605202,마법 공격력,,2,41,41,1,10605201
10605203,관통,,101,28,28,1,10605201
10605204,크리티컬,,10,45,45,1,10605201
10605205,크리티컬 대미지 증가율,,9,32,32,1,10605201
10605206,명중,,29,48,48,1,10605201
10605207,방어 무시 대미지,,36,1,1,1,10605201
10605208,공격속도 증가율,,7,161,161,1,10605201
10605209,HP 흡수율,,52,18,18,1,10605201
10605210,경험치 획득량 증가율,,87,80,80,1,10605201
10605211,아데나 획득량 증가율,,89,80,80,1,10605201
10605212,,,65,1,1,1,10605201
10605213,,,65,1,1,1,10605201
10605214,,,65,1,1,1,10605201
10605215,,,65,1,1,1,10605201
10605216,,,65,1,1,1,10605201
10605217,,,65,1,1,1,10605201
10605218,,,65,1,1,1,10605201
10605219,,,65,1,1,1,10605201
10605220,,,65,1,1,1,10605201
10605301,물리 공격력,,1,116,116,1,10605301
10605302,마법 공격력,,2,116,116,1,10605301
10605303,관통,,101,93,93,1,10605301
10605304,크리티컬,,10,164,164,1,10605301
10605305,크리티컬 대미지 증가율,,9,97,97,1,10605301
10605306,명중,,29,126,126,1,10605301
10605307,방어 무시 대미지,,36,2,2,1,10605301
10605308,공격속도 증가율,,7,318,318,1,10605301
10605309,HP 흡수율,,52,30,30,1,10605301
10605310,경험치 획득량 증가율,,87,148,148,1,10605301
10605311,아데나 획득량 증가율,,89,148,148,1,10605301
10605312,,,65,1,1,1,10605301
10605313,,,65,1,1,1,10605301
10605314,,,65,1,1,1,10605301
10605315,,,65,1,1,1,10605301
10605316,,,65,1,1,1,10605301
10605317,,,65,1,1,1,10605301
10605318,,,65,1,1,1,10605301
10605319,,,65,1,1,1,10605301
10605320,,,65,1,1,1,10605301
10605401,물리 공격력,,1,386,386,1,10605401
10605402,마법 공격력,,2,386,386,1,10605401
10605403,관통,,101,329,329,1,10605401
10605404,크리티컬,,10,591,591,1,10605401
10605405,크리티컬 대미지 증가율,,9,331,331,1,10605401
10605406,명중,,29,406,406,1,10605401
10605407,방어 무시 대미지,,36,7,7,1,10605401
10605408,공격속도 증가율,,7,631,631,1,10605401
10605409,HP 흡수율,,52,54,54,1,10605401
10605410,경험치 획득량 증가율,,87,285,285,1,10605401
10605411,아데나 획득량 증가율,,89,285,285,1,10605401
10605412,,,65,1,1,1,10605401
10605413,,,65,1,1,1,10605401
10605414,,,65,1,1,1,10605401
10605415,,,65,1,1,1,10605401
10605416,,,65,1,1,1,10605401
10605417,,,65,1,1,1,10605401
10605418,,,65,1,1,1,10605401
10605419,,,65,1,1,1,10605401
10605420,,,65,1,1,1,10605401
10605501,물리 공격력,,1,1053,1053,1,10605501
10605502,마법 공격력,,2,1053,1053,1,10605501
10605503,관통,,101,912,912,1,10605501
10605504,크리티컬,,10,1646,1646,1,10605501
10605505,크리티컬 대미지 증가율,,9,908,908,1,10605501
10605506,명중,,29,1096,1096,1,10605501
10605507,방어 무시 대미지,,36,18,18,1,10605501
10605508,공격속도 증가율,,7,1101,1101,1,10605501
10605509,HP 흡수율,,52,88,88,1,10605501
10605510,경험치 획득량 증가율,,87,490,490,1,10605501
10605511,아데나 획득량 증가율,,89,490,490,1,10605501
10605512,,,65,1,1,1,10605501
10605513,,,65,1,1,1,10605501
10605514,,,65,1,1,1,10605501
10605515,,,65,1,1,1,10605501
10605516,,,65,1,1,1,10605501
10605517,,,65,1,1,1,10605501
10605518,,,65,1,1,1,10605501
10605519,,,65,1,1,1,10605501
10605520,,,65,1,1,1,10605501
10605601,물리 공격력,,1,2002,2002,1,10605601
10605602,마법 공격력,,2,2002,2002,1,10605601
10605603,관통,,101,1743,1743,1,10605601
10605604,크리티컬,,10,3149,3149,1,10605601
10605605,크리티컬 대미지 증가율,,9,1731,1731,1,10605601
10605606,명중,,29,2081,2081,1,10605601
10605607,방어 무시 대미지,,36,35,35,1,10605601
10605608,공격속도 증가율,,7,1224,1224,1,10605601
10605609,HP 흡수율,,52,99,99,1,10605601
10605610,경험치 획득량 증가율,,87,540,540,1,10605601
10605611,아데나 획득량 증가율,,89,540,540,1,10605601
10605612,,,65,1,1,1,10605601
10605613,,,65,1,1,1,10605601
10605614,,,65,1,1,1,10605601
10605615,,,65,1,1,1,10605601
10605616,,,65,1,1,1,10605601
10605617,,,65,1,1,1,10605601
10605618,,,65,1,1,1,10605601
10605619,,,65,1,1,1,10605601
10605620,,,65,1,1,1,10605601
10106201,물리 공격력,,1,44,44,1,10106201
10106202,마법 공격력,,2,44,44,1,10106201
10106203,관통,,101,31,31,1,10106201
10106204,크리티컬,,10,53,53,1,10106201
10106205,크리티컬 대미지 증가율,,9,38,38,1,10106201
10106206,명중,,29,50,50,1,10106201
10106207,방어 무시 대미지,,36,1,1,1,10106201
10106208,공격속도 증가율,,7,190,190,1,10106201
10106209,HP 흡수율,,52,22,22,1,10106201
10106210,경험치 획득량 증가율,,87,89,89,1,10106201
10106211,아데나 획득량 증가율,,89,89,89,1,10106201
10106212,,,65,1,1,1,10106201
10106213,,,65,1,1,1,10106201
10106214,,,65,1,1,1,10106201
10106215,,,65,1,1,1,10106201
10106216,,,65,1,1,1,10106201
10106217,,,65,1,1,1,10106201
10106218,,,65,1,1,1,10106201
10106219,,,65,1,1,1,10106201
10106220,,,65,1,1,1,10106201
10106301,물리 공격력,,1,125,125,1,10106301
10106302,마법 공격력,,2,125,125,1,10106301
10106303,관통,,101,104,104,1,10106301
10106304,크리티컬,,10,193,193,1,10106301
10106305,크리티컬 대미지 증가율,,9,115,115,1,10106301
10106306,명중,,29,133,133,1,10106301
10106307,방어 무시 대미지,,36,2,2,1,10106301
