Id,EquipEffectDescription,ConditionRoomTypeList,ConditionType,ConditionFireRate,EffectType,EffectParam1,EffectParam2,EquipEffectBuffIcon,EquipEffectBuffName,EquipEffectBuffDescription
7100325,"채집 시 <Fontblue>48%</> 확률로,
<Fontblue>정원의 선물 1개</>를 추가 획득 할 수 있습니다.

(적용장소 : 채집던전)",GatheringDungeonWorld,3,4800,96,9900031,,Icon_Buff_CapeEquipEffect_01,정원의 망토 착용효과,"채집 시 <Fontblue>48%</> 확률로,<Fontblue>정원의 선물 1개</> 추가 획득"
7100326,"채집 시 <Fontblue>49.5%</> 확률로,
<Fontblue>정원의 선물 1개</>를 추가 획득 할 수 있습니다.

(적용장소 : 채집던전)",GatheringDungeonWorld,3,4950,96,9900031,,Icon_Buff_CapeEquipEffect_01,정원의 망토 착용효과,"채집 시 <Fontblue>49.5%</> 확률로,<Fontblue>정원의 선물 1개</> 추가 획득"
7100327,"채집 시 <Fontblue>51%</> 확률로,
<Fontblue>정원의 선물 1개</>를 추가 획득 할 수 있습니다.

(적용장소 : 채집던전)",GatheringDungeonWorld,3,5100,96,9900031,,Icon_Buff_CapeEquipEffect_01,정원의 망토 착용효과,"채집 시 <Fontblue>51%</> 확률로,<Fontblue>정원의 선물 1개</> 추가 획득"
7100328,"채집 시 <Fontblue>52.5%</> 확률로,
<Fontblue>정원의 선물 1개</>를 추가 획득 할 수 있습니다.

(적용장소 : 채집던전)",GatheringDungeonWorld,3,5250,96,9900031,,Icon_Buff_CapeEquipEffect_01,정원의 망토 착용효과,"채집 시 <Fontblue>52.5%</> 확률로,<Fontblue>정원의 선물 1개</> 추가 획득"
7100329,"채집 시 <Fontblue>54%</> 확률로,
<Fontblue>정원의 선물 1개</>를 추가 획득 할 수 있습니다.

(적용장소 : 채집던전)",GatheringDungeonWorld,3,5400,96,9900031,,Icon_Buff_CapeEquipEffect_01,정원의 망토 착용효과,"채집 시 <Fontblue>54%</> 확률로,<Fontblue>정원의 선물 1개</> 추가 획득"
7100330,"채집 시 <Fontblue>55.5%</> 확률로,
<Fontblue>정원의 선물 1개</>를 추가 획득 할 수 있습니다.

(적용장소 : 채집던전)",GatheringDungeonWorld,3,5550,96,9900031,,Icon_Buff_CapeEquipEffect_01,정원의 망토 착용효과,"채집 시 <Fontblue>55.5%</> 확률로,<Fontblue>정원의 선물 1개</> 추가 획득"
7100331,"채집 시 <Fontblue>55.7%</> 확률로,
<Fontblue>정원의 선물 1개</>를 추가 획득 할 수 있습니다.

(적용장소 : 채집던전)",GatheringDungeonWorld,3,5570,96,9900031,,Icon_Buff_CapeEquipEffect_01,정원의 망토 착용효과,"채집 시 <Fontblue>55.7%</> 확률로,<Fontblue>정원의 선물 1개</> 추가 획득"
7100332,"채집 시 <Fontblue>55.9%</> 확률로,
<Fontblue>정원의 선물 1개</>를 추가 획득 할 수 있습니다.

(적용장소 : 채집던전)",GatheringDungeonWorld,3,5590,96,9900031,,Icon_Buff_CapeEquipEffect_01,정원의 망토 착용효과,"채집 시 <Fontblue>55.9%</> 확률로,<Fontblue>정원의 선물 1개</> 추가 획득"
7100333,"채집 시 <Fontblue>56.1%</> 확률로,
<Fontblue>정원의 선물 1개</>를 추가 획득 할 수 있습니다.

(적용장소 : 채집던전)",GatheringDungeonWorld,3,5610,96,9900031,,Icon_Buff_CapeEquipEffect_01,정원의 망토 착용효과,"채집 시 <Fontblue>56.1%</> 확률로,<Fontblue>정원의 선물 1개</> 추가 획득"
7100334,"채집 시 <Fontblue>56.3%</> 확률로,
<Fontblue>정원의 선물 1개</>를 추가 획득 할 수 있습니다.

(적용장소 : 채집던전)",GatheringDungeonWorld,3,5630,96,9900031,,Icon_Buff_CapeEquipEffect_01,정원의 망토 착용효과,"채집 시 <Fontblue>56.3%</> 확률로,<Fontblue>정원의 선물 1개</> 추가 획득"
7100335,"채집 시 <Fontblue>56.5%</> 확률로,
<Fontblue>정원의 선물 1개</>를 추가 획득 할 수 있습니다.

(적용장소 : 채집던전)",GatheringDungeonWorld,3,5650,96,9900031,,Icon_Buff_CapeEquipEffect_01,정원의 망토 착용효과,"채집 시 <Fontblue>56.5%</> 확률로,<Fontblue>정원의 선물 1개</> 추가 획득"
7100336,"채집 시 <Fontblue>56.7%</> 확률로,
<Fontblue>정원의 선물 1개</>를 추가 획득 할 수 있습니다.

(적용장소 : 채집던전)",GatheringDungeonWorld,3,5670,96,9900031,,Icon_Buff_CapeEquipEffect_01,정원의 망토 착용효과,"채집 시 <Fontblue>56.7%</> 확률로,<Fontblue>정원의 선물 1개</> 추가 획득"
7100337,"채집 시 <Fontblue>56.9%</> 확률로,
<Fontblue>정원의 선물 1개</>를 추가 획득 할 수 있습니다.

(적용장소 : 채집던전)",GatheringDungeonWorld,3,5690,96,9900031,,Icon_Buff_CapeEquipEffect_01,정원의 망토 착용효과,"채집 시 <Fontblue>56.9%</> 확률로,<Fontblue>정원의 선물 1개</> 추가 획득"
7100338,"채집 시 <Fontblue>57.1%</> 확률로,
<Fontblue>정원의 선물 1개</>를 추가 획득 할 수 있습니다.

(적용장소 : 채집던전)",GatheringDungeonWorld,3,5710,96,9900031,,Icon_Buff_CapeEquipEffect_01,정원의 망토 착용효과,"채집 시 <Fontblue>57.1%</> 확률로,<Fontblue>정원의 선물 1개</> 추가 획득"
7100339,"채집 시 <Fontblue>57.3%</> 확률로,
<Fontblue>정원의 선물 1개</>를 추가 획득 할 수 있습니다.

(적용장소 : 채집던전)",GatheringDungeonWorld,3,5730,96,9900031,,Icon_Buff_CapeEquipEffect_01,정원의 망토 착용효과,"채집 시 <Fontblue>57.3%</> 확률로,<Fontblue>정원의 선물 1개</> 추가 획득"
7100340,"채집 시 <Fontblue>57.5%</> 확률로,
<Fontblue>정원의 선물 1개</>를 추가 획득 할 수 있습니다.

(적용장소 : 채집던전)",GatheringDungeonWorld,3,5750,96,9900031,,Icon_Buff_CapeEquipEffect_01,정원의 망토 착용효과,"채집 시 <Fontblue>57.5%</> 확률로,<Fontblue>정원의 선물 1개</> 추가 획득"
7100401,"일반 스킬 사용 시, <Fontblue>16%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>2분30초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,1600,85,1,990001,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>16%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임2분30초"
7100402,"일반 스킬 사용 시, <Fontblue>16.7%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>2분28초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,1670,85,1,990002,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>16.7%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임2분28초"
7100403,"일반 스킬 사용 시, <Fontblue>17.4%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>2분26초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,1740,85,1,990003,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>17.4%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임2분26초"
7100404,"일반 스킬 사용 시, <Fontblue>18.1%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>2분24초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,1810,85,1,990004,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>18.1%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임2분24초"
7100405,"일반 스킬 사용 시, <Fontblue>18.8%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>2분22초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,1880,85,1,990005,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>18.8%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임2분22초"
7100406,"일반 스킬 사용 시, <Fontblue>19.5%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>2분20초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,1950,85,1,990006,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>19.5%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임2분20초"
7100407,"일반 스킬 사용 시, <Fontblue>20.2%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>2분18초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,2020,85,1,990007,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>20.2%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임2분18초"
7100408,"일반 스킬 사용 시, <Fontblue>20.9%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>2분16초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,2090,85,1,990008,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>20.9%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임2분16초"
7100409,"일반 스킬 사용 시, <Fontblue>21.6%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>2분14초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,2160,85,1,990009,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>21.6%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임2분14초"
7100410,"일반 스킬 사용 시, <Fontblue>22.3%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>2분11초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,2230,85,1,990010,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>22.3%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임2분11초"
7100411,"일반 스킬 사용 시, <Fontblue>23%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>2분9초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,2300,85,1,990011,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>23%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임2분9초"
7100412,"일반 스킬 사용 시, <Fontblue>23.7%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>2분7초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,2370,85,1,990012,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>23.7%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임2분7초"
7100413,"일반 스킬 사용 시, <Fontblue>24.4%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>2분5초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,2440,85,1,990013,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>24.4%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임2분5초"
7100414,"일반 스킬 사용 시, <Fontblue>25.1%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>2분3초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,2510,85,1,990014,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>25.1%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임2분3초"
7100415,"일반 스킬 사용 시, <Fontblue>25.8%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>2분1초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,2580,85,1,990015,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>25.8%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임2분1초"
7100416,"일반 스킬 사용 시, <Fontblue>26.5%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>1분59초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,2650,85,1,990016,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>26.5%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임1분59초"
7100417,"일반 스킬 사용 시, <Fontblue>27.2%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>1분57초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,2720,85,1,990017,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>27.2%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임1분57초"
7100418,"일반 스킬 사용 시, <Fontblue>27.9%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>1분55초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,2790,85,1,990018,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>27.9%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임1분55초"
7100419,"일반 스킬 사용 시, <Fontblue>28.6%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>1분53초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,2860,85,1,990019,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>28.6%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임1분53초"
7100420,"일반 스킬 사용 시, <Fontblue>29.3%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>1분50초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,2930,85,1,990020,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>29.3%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임1분50초"
7100421,"일반 스킬 사용 시, <Fontblue>30%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>1분48초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,3000,85,1,990021,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>30%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임1분48초"
7100422,"일반 스킬 사용 시, <Fontblue>30.7%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>1분46초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,3070,85,1,990022,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>30.7%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임1분46초"
7100423,"일반 스킬 사용 시, <Fontblue>31.4%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>1분44초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,3140,85,1,990023,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>31.4%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임1분44초"
7100424,"일반 스킬 사용 시, <Fontblue>32.1%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>1분42초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,3210,85,1,990024,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>32.1%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임1분42초"
7100425,"일반 스킬 사용 시, <Fontblue>32.8%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>1분40초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,3280,85,1,990025,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>32.8%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임1분40초"
7100426,"일반 스킬 사용 시, <Fontblue>33.5%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>1분38초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,3350,85,1,990026,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>33.5%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임1분38초"
7100427,"일반 스킬 사용 시, <Fontblue>34.2%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>1분36초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,3420,85,1,990027,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>34.2%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임1분36초"
7100428,"일반 스킬 사용 시, <Fontblue>34.9%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>1분34초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,3490,85,1,990028,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>34.9%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임1분34초"
7100429,"일반 스킬 사용 시, <Fontblue>35.6%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>1분32초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,3560,85,1,990029,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>35.6%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임1분32초"
7100430,"일반 스킬 사용 시, <Fontblue>36.3%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>1분30초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,3630,85,1,990030,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>36.3%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임1분30초"
7100431,"일반 스킬 사용 시, <Fontblue>36.5%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>1분30초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,3650,85,1,990030,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>36.5%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임1분30초"
7100432,"일반 스킬 사용 시, <Fontblue>36.7%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>1분30초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,3670,85,1,990030,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>36.7%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임1분30초"
7100433,"일반 스킬 사용 시, <Fontblue>36.9%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>1분30초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,3690,85,1,990030,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>36.9%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임1분30초"
7100434,"일반 스킬 사용 시, <Fontblue>37.1%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>1분30초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,3710,85,1,990030,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>37.1%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임1분30초"
7100435,"일반 스킬 사용 시, <Fontblue>37.3%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>1분30초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,3730,85,1,990030,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>37.3%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임1분30초"
7100436,"일반 스킬 사용 시, <Fontblue>37.5%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>1분30초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,3750,85,1,990030,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>37.5%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임1분30초"
7100437,"일반 스킬 사용 시, <Fontblue>37.7%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>1분30초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,3770,85,1,990030,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>37.7%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임1분30초"
7100438,"일반 스킬 사용 시, <Fontblue>37.9%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>1분30초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,3790,85,1,990030,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>37.9%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임1분30초"
7100439,"일반 스킬 사용 시, <Fontblue>38.1%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>1분30초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,3810,85,1,990030,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>38.1%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임1분30초"
7100440,"일반 스킬 사용 시, <Fontblue>38.3%</> 확률로,
<Fontblue>마지막 사용한 일반 스킬</>의 쿨타임이 초기화 되어,
즉시 재 사용 할 수 있습니다.

(이 효과는 <Fontblue>1분30초</>에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,8,3830,85,1,990030,Icon_Buff_CapeEquipEffect_01,영웅의 망토 착용효과,"일반 스킬 사용 시, <Fontblue>38.3%</> 확률로,<fontblue>마지막 사용한 일반스킬</>의 쿨타임 초기화. 쿨타임1분30초"
