ShopId,ProductType,ProductValue,ItemType,Grade,ItemInfoId,ProductItemType,BuffInfoId,EventItemPeriodId
9672,100,8,17,18,400000,2,,
9672,2,300,113,18,,2,,
9672,100,8,38,18,910004,1,,
9672,4,30,113,18,,2,,
9673,100,4,17,18,400000,1,,
9673,100,50,11,18,490066,1,,
9673,1,100000,113,18,,1,,
9673,100,25,11,18,490066,10,,
9673,4,50,113,18,,2,,
9674,100,1,61,18,470010,1,,
9674,100,1000,62,18,470001,1,,
9674,100,20,67,18,410004,1,,
9674,1,200000,113,18,,1,,
9675,100,1000,62,18,470001,1,,
9675,100,20,67,18,410004,1,,
9675,2,500,113,18,,1,,
9675,4,50,113,18,,2,,
9676,100,1,85,18,1300005,1,,
9676,100,1000,86,18,1301001,1,,
9676,100,10,88,18,1304001,1,,
9676,100,10,87,18,1303001,1,,
9676,2,1000,113,18,,1,,
9676,4,100,113,18,,2,,
9677,100,1,33,18,490077,1,,
9677,100,5,38,18,919214,1,,
9677,100,10,81,18,481106,1,,
9677,4,100,113,18,,2,,
9678,100,3,38,18,911008,1,,
9678,100,1,38,18,919217,1,,
9678,100,3,38,18,919216,1,,
9678,100,4,38,18,919215,1,,
9678,4,150,113,18,,2,,
9678,4,100,113,18,,2,,
9679,100,2,38,18,919016,1,,
9679,100,5,38,18,919091,1,,
9679,100,1,33,18,490077,1,,
9679,100,20,88,18,1304001,1,,
9679,100,5,87,18,1303001,1,,
9679,2,2000,113,18,,1,,
9679,4,100,113,18,,2,,
9680,100,10,64,18,505017,1,,
9680,100,10,38,18,917001,1,,
9680,100,10,17,18,400000,1,,
9680,100,5,103,18,490096,1,,
9680,100,20,38,18,919240,1,,
9680,4,100,113,18,,2,,
9681,100,5,38,18,911018,1,,
9681,100,5,38,18,919241,1,,
9681,100,40,11,18,710001,1,,
9681,100,40,38,18,919219,1,,
9681,4,100,113,18,,2,,
9692,100,10,38,18,919240,1,,
9692,5,75,113,18,,1,,
9692,1,50000,113,18,,1,,
9693,100,21,38,18,919240,1,,
9693,5,150,113,18,,1,,
9693,1,100000,113,18,,1,,
9694,100,1,102,18,1410001,1,,
9694,100,5,38,18,919254,1,,
9694,100,1,38,18,919258,1,,
9694,100,15,38,18,919240,1,,
9694,4,50,113,18,,2,,
9695,100,1,102,18,1410002,1,,
9695,100,1,38,18,919259,1,,
9695,100,1,38,18,919260,1,,
9695,100,15,38,18,919240,1,,
9695,4,50,113,18,,2,,
9696,100,1,102,18,1410003,1,,
9696,100,10,38,18,919255,1,,
9696,100,1,38,18,919261,1,,
9696,100,15,38,18,919240,1,,
9696,4,50,113,18,,2,,
9697,100,1,102,18,1410004,1,,
9697,100,10,38,18,919256,1,,
9697,100,10,38,18,919257,1,,
9697,100,15,38,18,919240,1,,
9697,4,50,113,18,,2,,
9698,100,1,69,18,490076,1,,
9699,2,8000,113,18,,1,,
9699,100,2,38,18,910237,1,,
9699,4,100,113,18,,2,,
9699,100,10,38,18,910214,1,,
9700,100,1,38,7,919016,1,,
9700,100,2,38,7,919091,1,,
9700,100,2,38,7,911013,1,,
9700,100,2,38,18,911034,2,,
9700,4,100,113,18,,2,,
9701,2,2000,113,18,,1,,
9701,100,2,32,18,490026,1,,
9701,100,15,17,18,400000,1,,
9701,1,500000,113,18,,1,,
9701,100,5,38,18,911034,1,,
9701,100,5,38,18,911064,1,,
9701,4,100,113,18,,2,,
9702,2,2000,113,18,,1,,
9702,100,1,32,18,490078,1,,
9702,100,10,38,18,910237,1,,
9702,100,5,38,18,911013,1,,
9702,100,1,33,18,490077,1,,
9702,4,100,113,18,,2,,
9703,100,1,38,18,920112,1,,
9703,100,1,38,18,919006,1,,
9703,2,1500,113,18,,1,,
9703,100,3,38,18,911064,1,,
9703,4,100,113,18,,2,,
9704,100,1,38,18,920113,1,,
9704,100,2,97,18,493007,1,,
9704,1,200000,113,18,,1,,
9704,100,2,38,18,920114,1,,
9704,4,50,113,18,,2,,
9705,100,1,38,18,920115,1,,
9705,2,2000,113,18,,1,,
9705,1,100000,113,18,,1,,
9705,4,100,113,18,,2,,
9709,100,3,38,18,910237,1,,
9709,100,3,17,18,400000,1,,
9709,2,2000,113,18,,1,,
9709,100,2,38,18,911018,1,,
9709,4,100,113,18,,2,,
9709,100,2,38,18,919052,10,,
9709,100,1,38,18,919240,10,,
9710,100,10,38,18,910006,1,,
9710,100,2,38,18,911021,1,,
9710,1,200000,113,18,,1,,
9710,4,30,113,18,,2,,
9711,1,1500000,113,18,,1,,
9712,100,1,61,18,470010,1,,
9712,100,1000,62,18,470001,1,,
9712,100,20,67,18,410004,1,,
9712,1,200000,113,18,,1,,
999996,2,300,113,18,,1,,
999996,100,1,30,18,490050,1,,
999995,2,500,113,18,,1,,
999995,100,1,38,18,911035,1,,
999995,100,10,38,18,910221,1,,
999995,1,50000,113,18,,1,,
999994,100,5,67,18,410004,1,,
999994,100,10,38,18,910220,1,,
999994,100,3,64,18,505016,1,,
999994,100,300,38,18,919008,1,,
999993,100,1,38,18,917001,1,,
999993,100,2,38,18,910237,1,,
999993,100,10,64,18,510109,1,,
999993,100,10,64,18,510107,1,,
999993,1,100000,113,18,,1,,
999992,100,300,30,18,490033,1,,
999992,100,1000,18,18,400001,1,,
999992,100,30,13,18,440002,1,,
999992,100,10,64,18,510108,1,,
14000,100,1,38,18,919085,1,,
14001,100,1,81,18,481108,1,,
14002,100,1,38,18,919086,1,,
14003,100,1,38,18,919087,1,,
14004,100,1,11,18,919088,1,,
14005,100,1,30,18,919089,1,,
14006,100,1,38,18,919090,1,,
14007,100,1,32,18,490078,1,,
14008,100,1,33,18,490077,1,,
14009,100,1,32,18,490078,1,,
14010,100,1,33,18,490077,1,,
14011,100,1,32,18,490078,1,,
14012,100,1,33,18,490077,1,,
14013,100,1,32,18,490078,1,,
14014,100,1,33,18,490077,1,,
14015,100,1,32,18,490078,1,,
14016,100,1,33,18,490077,1,,
14017,100,1,102,18,1400014,1,,
14018,100,1,38,18,919231,1,,
14019,100,1,43,18,910316,1,,
14020,100,1,102,18,1400018,1,,
150001,100,3,87,18,1303002,1,,
150002,100,3,87,18,1303003,1,,
150003,100,3,87,18,1303001,1,,
150004,100,3,88,18,1304001,1,,
150005,100,3,50,18,1000104,1,,
150006,100,3,50,18,1000103,1,,
150007,100,20,13,18,440002,1,,
150008,100,350,28,18,490006,1,,
150012,100,1,50,18,1000105,1,,
150013,100,4,11,18,510103,1,,
150014,100,4,11,18,510117,1,,
150015,100,3,87,18,1303005,1,,
150018,100,100,86,18,1301002,1,,
150019,100,100,86,18,1301003,1,,
150020,100,100,86,18,1301005,1,,
151001,100,5,87,18,1303002,1,,
151002,100,5,87,18,1303003,1,,
151003,100,5,87,18,1303001,1,,
151004,100,5,88,18,1304001,1,,
151005,100,5,38,18,919209,1,,
151005,100,10,88,18,1304001,1,,
151006,100,5,11,18,480106,1,,
151007,100,1,70,18,481017,1,,
151008,100,1,72,18,481018,1,,
151009,100,1,71,18,481020,1,,
151010,100,1,73,18,481019,1,,
151011,100,1,60,18,490104,1,,
151012,100,1,60,18,490124,1,,
151013,100,20,11,18,480105,1,,
151014,100,20,11,18,480104,1,,
151015,100,20,11,18,480103,1,,
152001,100,3,38,18,910237,1,,
152001,100,20,11,18,490066,1,,
152002,100,1,67,18,410004,1,,
152003,100,1,38,18,910221,1,,
152004,100,1,30,18,919210,1,,
152005,100,2,5,5,410012,1,,
152006,100,2,6,5,410011,1,,
152007,100,2,4,5,410013,1,,
152008,100,5,38,18,910221,1,,
152009,100,1,44,18,919211,1,,
152010,100,1,38,18,916001,1,,
152011,100,1,17,18,400000,1,,
152012,100,1000,86,18,1301001,1,,
152014,100,5,67,18,410004,1,,
152015,100,1,38,18,911021,1,,
160001,100,100,11,18,490069,1,,
160002,100,1,11,18,10046,1,,
160003,100,1,50,18,81000127,1,,11
160004,100,1,50,18,81000127,1,,11
160005,100,1,50,18,81000127,1,,11
160006,100,1,11,18,10070,1,,11
160007,100,100,59,18,490108,1,,12
161001,100,1,60,18,490126,1,,
161002,100,1,60,18,490106,1,,
161003,100,1,60,18,490116,1,,
161004,100,1,60,18,490136,1,,
170001,100,1,64,18,510112,1,,
170002,100,1,64,18,510113,1,,
160008,100,1,64,18,510114,1,,
160009,100,1,64,18,510115,1,,
1004001,100,20,13,18,440001,1,,
1004002,100,200,13,18,440001,1,,
1004003,100,20,15,18,440011,1,,
1004004,100,200,15,18,440011,1,,
1004005,100,500,18,18,400001,1,,
1004006,100,5000,18,18,400001,1,,
1004007,100,1,43,18,910316,1,,
1004008,100,50,40,18,449999,1,,
2011001,8006,1,113,18,,1,,
2011002,8006,1,113,18,,1,,
2011003,8006,1,113,18,,1,,
2012001,8006,1,113,18,,1,,
2012002,8006,1,113,18,,1,,
2012003,8006,1,113,18,,1,,
2012004,8006,1,113,18,,1,,
2012005,8006,1,113,18,,1,,
2012006,8006,1,113,18,,1,,
2012007,8006,1,113,18,,1,,
2021000,8006,1,113,18,,1,,
2021001,8006,1,113,18,,1,,
2021002,8006,1,113,18,,1,,
2021003,8006,1,113,18,,1,,
2021004,8006,1,113,18,,1,,
2021005,8006,1,113,18,,1,,
2021006,8006,1,113,18,,1,,
2021007,8006,1,113,18,,1,,
2021008,8006,1,113,18,,1,,
2021009,8006,1,113,18,,1,,
2021010,8006,1,113,18,,1,,
2021011,8006,1,113,18,,1,,
2021012,8006,1,113,18,,1,,
2021013,8006,1,113,18,,1,,
2021014,8006,1,113,18,,1,,
2021015,8006,1,113,18,,1,,
2021016,8006,1,113,18,,1,,
2021017,8006,1,113,18,,1,,
2021018,8006,1,113,18,,1,,
2021019,8006,1,113,18,,1,,
2021020,8006,1,113,18,,1,,
2021021,8006,1,113,18,,1,,
2021022,8006,1,113,18,,1,,
2021023,8006,1,113,18,,1,,
2021024,8006,1,113,18,,1,,
2021025,8006,1,113,18,,1,,
3000009,100,100,113,18,490033,1,,
3000010,100,100,113,18,490033,1,,
3000011,100,100,113,18,490033,1,,
3000012,100,100,113,18,490033,1,,
3000013,100,100,113,18,490033,1,,
3000014,100,100,113,18,490033,1,,
3000015,100,100,113,18,490033,1,,
9683,2,300,113,18,,1,,
9683,100,1,38,18,911176,1,,
9684,2,300,113,18,,1,,
9684,100,1,38,18,911176,1,,
9685,100,2,38,18,911056,1,,
9685,100,2,38,18,919282,1,,
9685,1,200000,113,18,,1,,
9686,2,300,113,18,,1,,
9686,100,1,38,18,911176,1,,
9687,2,300,113,18,,1,,
9687,100,1,38,18,911176,1,,
9688,100,1,38,18,920139,1,,
9688,100,10,38,18,911041,1,,
9688,100,3,81,18,481106,1,,
9688,4,30,113,18,,2,,
9689,2,300,113,18,,1,,
9689,100,1,38,18,911176,1,,
9690,2,300,113,18,,1,,
9690,100,1,38,18,911176,1,,
9691,2,300,113,18,,1,,
9691,100,1,38,18,911176,1,,
9723,2,300,113,18,,1,,
9723,100,1,38,18,911179,1,,
9724,2,300,113,18,,1,,
9724,100,1,38,18,911179,1,,
9725,2,300,113,18,,1,,
9725,100,1,38,18,911179,1,,
9726,2,300,113,18,,1,,
9726,100,1,38,18,911179,1,,
9727,100,1,38,18,919278,1,,
9727,100,2,97,18,493027,1,,
9727,100,2,38,18,919280,1,,
9727,1,200000,113,18,,1,,
9727,4,50,113,18,,2,,
9728,100,1,38,18,919279,1,,
9728,100,2,97,18,493031,1,,
9728,100,2,38,18,919281,1,,
9728,1,200000,113,18,,1,,
9728,4,50,113,18,,2,,
9729,2,500,113,18,,1,,
9729,100,1,38,18,911179,1,,
9730,2,500,113,18,,1,,
9730,100,1,38,18,911179,1,,
9731,100,1,38,18,919316,1,,
9731,100,2,38,18,919317,1,,
9731,100,2,97,18,493075,1,,
9731,1,200000,113,18,,1,,
9731,4,50,113,18,,2,,
9732,100,2,105,18,490086,1,,
9732,1,500000,38,18,911179,1,,
9732,4,50,113,18,,2,,
9733,100,3,106,18,490087,1,,
9733,1,500000,38,18,911179,1,,
9733,4,50,113,18,,2,,
9734,2,500,113,18,,1,,
9734,100,1,38,18,911179,1,,
9735,2,500,113,18,,1,,
9735,100,1,38,18,911179,1,,
9736,2,500,113,18,,1,,
9736,100,1,38,18,911179,1,,
9737,100,1,38,18,919315,1,,
9737,2,3000,113,18,,1,,
9737,100,10,17,18,400000,1,,
9737,4,100,113,18,,2,,
9738,2,1000,113,18,,1,,
9738,100,1,38,18,911179,1,,
9739,2,1000,113,18,,1,,
9739,100,1,38,18,911179,1,,
9740,2,1000,113,18,,1,,
9740,100,1,38,18,911179,1,,
9741,2,1000,113,18,,1,,
9741,100,1,38,18,911179,1,,
9742,2,1000,113,18,,1,,
9742,100,1,38,18,911179,1,,
9743,2,1000,113,18,,1,,
9743,100,1,38,18,911179,1,,
9744,2,1000,113,18,,1,,
9744,100,1,38,18,911179,1,,
9745,2,1000,113,18,,1,,
9745,100,1,38,18,911179,1,,
9746,2,1000,113,18,,1,,
9746,100,1,38,18,911179,1,,
9747,2,1000,113,18,,1,,
9747,100,1,38,18,911179,1,,
9748,2,1000,113,18,,1,,
9748,100,1,38,18,911179,1,,
9749,100,1,102,18,1410005,1,,
9749,100,1,102,18,1410006,1,,
9749,100,15,38,18,920120,1,,
9749,100,5,38,18,920127,1,,
9749,100,20,38,18,919240,1,,
9749,4,70,113,18,,2,,
9750,100,1,102,18,1410007,1,,
9750,100,1,102,18,1410008,1,,
9750,100,8,38,18,920126,1,,
9750,100,2,38,18,920134,1,,
9750,100,1,38,18,920138,1,,
9750,100,20,38,18,919240,1,,
9750,4,70,113,18,,2,,
9751,100,1,102,18,1410009,1,,
9751,100,1,102,18,1410010,1,,
9751,100,5,38,18,920124,1,,
9751,100,2,38,18,920136,1,,
9751,100,5,38,18,920125,1,,
9751,100,20,38,18,919240,1,,
9751,4,70,113,18,,2,,
9752,2,700,113,18,,1,,
9752,100,1,38,18,911179,1,,
9753,2,700,113,18,,1,,
9753,100,1,38,18,911179,1,,
9754,2,700,113,18,,1,,
9754,100,1,38,18,911179,1,,
9755,2,700,113,18,,1,,
9755,100,1,38,18,911179,1,,
9756,2,700,113,18,,1,,
9756,100,1,38,18,911179,1,,
9757,2,700,113,18,,1,,
9757,100,1,38,18,911179,1,,
9758,2,700,113,18,,1,,
9758,100,1,38,18,911179,1,,
9759,2,10,113,18,,1,,
9759,100,1,38,18,911179,1,,
9760,2,10,113,18,,1,,
9760,100,1,38,18,911179,1,,
9761,2,30,113,18,,1,,
9761,100,1,38,18,911179,1,,
9762,2,30,113,18,,1,,
9762,100,1,38,18,911179,1,,
9765,100,1,85,18,1300002,1,,
9765,100,10,86,18,1301001,1,,
9766,100,1,85,18,1300003,1,,
9766,100,10,86,18,1301001,1,,
150016,100,1,11,18,510011,1,,
150017,100,400,53,18,490049,1,,
150017,100,800,7,18,400002,1,,
150017,1,70000,113,18,,1,,
152013,100,400,53,18,490049,1,,
152013,100,800,7,18,400002,1,,
152013,1,70000,113,18,,1,,
163001,100,1,38,18,919276,1,,
163002,100,1,38,18,919277,1,,
163003,100,12,38,18,919276,1,,
163003,3,2000,113,18,,1,,
163004,100,12,38,18,919277,1,,
163004,3,2000,113,18,,1,,
9764,100,1,42,18,919293,1,,
9764,100,1,41,18,919294,1,,
9764,100,30,38,18,910008,1,,
9764,100,120,38,18,910007,1,,
9764,4,30,113,18,,2,,
9767,100,2,38,18,911056,1,,
9767,100,2,38,18,919282,1,,
9767,1,200000,113,18,,1,,
9767,4,50,113,18,,2,,
9768,1,1500000,113,18,,1,,
9768,4,30,113,18,,2,,
150021,100,3,111,18,400003,1,,
9769,2,500,113,18,,1,,
9769,100,1,38,18,911179,1,,
9770,2,500,113,18,,1,,
9770,100,1,38,18,911179,1,,
9771,2,500,113,18,,1,,
9771,100,1,38,18,911179,1,,
9772,2,500,113,18,,1,,
9772,100,1,38,18,911179,1,,
9773,2,500,113,18,,1,,
9773,100,1,38,18,911179,1,,
9774,2,300,113,18,,1,,
9774,100,1,38,18,911179,1,,
9775,100,1,38,18,920112,1,,
9775,100,1,38,18,919006,1,,
9775,2,1500,113,18,,1,,
9775,100,3,38,18,911064,1,,
9775,4,100,113,18,,2,,
9776,2,2000,113,18,,1,,
9776,100,3,17,18,400000,2,,
9776,100,1,33,18,490038,2,,
9776,4,100,113,18,,2,,
9777,2,2000,113,18,,1,,
9777,100,1,33,18,490038,1,,
9777,100,1,32,18,490026,1,,
9777,1,200000,113,18,,1,,
9777,4,100,113,18,,2,,
9778,100,10,64,18,505017,1,,
9778,100,10,38,18,917001,1,,
9778,100,10,17,18,400000,1,,
9778,100,5,103,18,490096,1,,
9778,100,20,38,18,919240,1,,
9778,4,100,113,18,,2,,
9779,100,2,38,18,919016,1,,
9779,100,5,38,18,919091,1,,
9779,100,1,33,18,490077,1,,
9779,100,20,88,18,1304001,1,,
9779,100,5,87,18,1303001,1,,
9779,2,2000,113,18,,1,,
9779,4,100,113,18,,2,,
9780,2,2000,113,18,,1,,
9780,100,2,32,18,490026,1,,
9780,100,15,17,18,400000,1,,
9780,1,500000,113,18,,1,,
9780,100,5,38,18,911034,1,,
9780,100,5,38,18,911064,1,,
9780,4,100,113,18,,2,,
9781,2,2000,113,18,,1,,
9781,100,1,32,18,490078,1,,
9781,100,10,38,18,910237,1,,
9781,100,5,38,18,911013,1,,
9781,100,1,33,18,490077,1,,
9781,4,100,113,18,,2,,
15001,100,1,26,18,919338,1,,
15001,100,1,40,18,449999,2,,
9782,100,13,17,18,400000,1,,
9782,100,5,38,18,910004,2,,
9782,4,30,113,18,,2,,
9782,4,100,113,18,,2,,
