Id,GroupId,Name,Description,Tire,Type,Grade,MaxLevel,LevelMatchGroupId,MaxCastDistance,PrevSkillId,FireCount,LightningEffectInfoId,MpMin,MpMax,MpGrowth,CastingTime,CoolTimeMin,CollisionUnitType,CollisionUnitParam,TargetType,MaxTargetCount,OffsetDistance,EffectFireConditionType,SkillDamageRatio,Animation,Rotatable,WeaponDependent,CameraShake,CameraShakeIntensity,CameraShakeObject,EffectDescription,Texture,HitFX,HitSocket,DirAlign,DirAlignRange,AddForceOnKill,Sound,BasicAttack,DetailType,ShowSkillArea,DashStart,AvailableUnderCC,SkillDialogue,SkillDialogGroupId,GroupRandomFireRate
5205,5205,스피릿 오브 문라이트 기본공격,스피릿 오브 문라이트 스킬 사용 시 적용되는 기본 공격 설정.,3,0,2,,,700,,1,,0,0,1,0,1,2,"""left"":120, ""right"":120, ""front"":750, ""back"":0",1,1,0,0,5985,SkillSpiritOfMoonlight,0,010000,Shake_UpAndDown,1,Caster,0,,,,1,7,0,,1,0,0,0,0,,,10000
12251,12251,아이스 스피어,"<SkillTitle>[지팡이 전용]</>
전방으로 얼음창을 발사하여 강력한 피해와 슬로우 효과를 입힙니다.",2,0,1,350,12,600,,1,,536,20362,2,0,18,0,"""radius"":700",8,3,0,0,22000,SkillIceSpear,0,100000,Shake_UpAndDown,3,Caster,"피해량: 공격력의 {[Use34Param]1-2%}%+{1-2}
피격자 5초동안 이동속도 {PhyBuff:12251-1%}% 감소",Icon_Skill_Active_12251,Hit/Strike_Ice_01,,1,6,0,Common/PC_Hit_Ice_01_Att_Short,0,0,1,0,0,,,10000
12252,12252,블리자드 스톰,"<SkillTitle>[지팡이 전용]</>
자신 주변에 지속적으로 눈보라 바람을 일으켜 주변을 공격하여 피해를 입힙니다. 피격자는 슬로우와 기절 효과를 받습니다.",2,0,1,350,12,400,,5,,486,18510,2,0,18,0,"""radius"":420",1,4,0,1,4000,SkillBlizzardStorm,0,100000,Shake_UpAndDown,3,Caster,"피해량: 5번의 타격 당,
공격력의 {[Use34Param]1%}%+{1}
피격자 5초동안 이동속도 {2-1%}% 감소
피격자 2초동안 기절",Icon_Skill_Active_12252,Hit/Strike_Ice_01,,1,4,0,,0,0,1,0,0,,,10000
12253,12253,스타폴,"<SkillTitle>[지팡이 전용]</>
자기 주변에 유성을 소환합니다. 소환된 유성은 랜덤한 위치로 낙하하며, 주변적들에게 피해를 줌과 동시에 이동속도를 저하시킵니다.",3,0,2,100,13,600,,1,,24145,108222,1,0,90,0,"""radius"":50",1,3,0,0,30000,SkillStarFall,0,100000,Shake_UpAndDown,3,Caster,"피해량: 10번의 타격 당,
공격력의 {[Use34Param]1%}%+{1}
피격자 3초동안 이동속도 {PhyBuff:122531-1%}% 감소
랜덤한 위치에 유성을 소환",Icon_Skill_Active_12253,Hit/Strike_Ice_01,,0,0,0,Common/PC_Hit_Magic_01,0,0,1,0,0,,,10000
12261,12261,홀리 파이어,"<SkillTitle>[지팡이 전용]</>
신성한 화염 기둥으로 공격하여, 적들에게 피해를 입히고, 받는 피해 증가 효과를 입힙니다.",2,0,1,350,12,400,,1,,482,18326,2,0,20,0,"""radius"":420",1,4,350,0,22000,SkillHollyFire,0,100000,Shake_UpAndDown,5,Caster,"피해량: 공격력의 {[Use34Param]1%}%+{1}
추가 피해량: 2번의 타격 당,
공격력의 {[Use34Param]2-1%}%+{2-1}
피격자 7초동안 받는 피해 {3-1%}% 증가",Icon_Skill_Active_12261,,,1,4,0,,0,0,1,0,0,,,10000
12262,12262,레스토레이션,"<SkillTitle>[지팡이 전용]</>
자신과 주변 파티원들에게 지속적으로 HP를 회복시키는 효과를 부여합니다.",2,0,1,300,12,2000,,1,,695,14808,2,0,20,0,"""radius"":900",4,5,0,0,5000,SkillPartyHeal,0,100000,Shake_UpAndDown,1,Caster,"회복량: 6초 동안,
공격력의 {[Use34Param]1-1%}%+{1-1}",Icon_Skill_Active_11262,Hit/Strike_Wind_01,,0,20,0,,0,1,1,0,0,,,10000
12263,12263,마인드 리프레쉬,"<SkillTitle>[지팡이 전용]</>
기운을 북돋아, 나와 파티에 대하여 스킬의 쿨타임을 감소시키며, 해로운 효과를 제거합니다.",2,0,1,300,12,2000,,1,,576,26134,2,0,40,0,"""radius"":700",4,5,0,0,20000,SkillMindRefresh,0,100000,Shake_UpAndDown,3,Caster,"스킬 재사용시간 {1-1#}초 감소
스킬 사용 시 디버프 효과 삭제

지속시간: 20초",Icon_Skill_Active_12263,,,0,20,0,,0,2,1,0,0,,,10000
12264,12264,팔로우 디펜스,"<SkillTitle>[지팡이 전용]</>
나와 파티의 방어력이 증가합니다.",2,0,1,300,12,2000,,1,,733,22264,2,0,60,0,"""radius"":500",4,5,0,0,20000,SkillMultiDefense,0,100000,Shake_UpAndDown,3,Caster,"방어력 {1-1%}% 증가

지속시간: 40초",Icon_Skill_Active_12264,,,0,20,0,,0,2,1,0,0,,,10000
12265,12265,리저렉션,"<SkillTitle>[지팡이 전용]</>
사망한 아군들에게 신성한 힘을 부여하여 부활을 시키며, 궁극기를 제외하고 모든 스킬 쿨타임을 초기화 시킵니다. 추가로 자신의 일반 스킬 쿨타임을 초기화시키며 아군에게 보호막을 부여합니다.",3,0,2,100,13,2000,,1,,24145,108222,1,0,90,0,"""radius"":700",8,4,0,0,20000,SkillResurrection,0,100000,Shake_UpAndDown,1,Caster,"최대 체력의 {2-1%}% 상태로 부활
부활한 파티원 쿨타임초기화 (궁극기제외)
시전자 3초간 무적 (공격 시 해제)
시전자 일반 스킬 쿨타임초기화
보호막:7초간 {PhyBuff:122654-1} 생성",Icon_Skill_Active_12265,,,0,20,0,,0,2,1,0,0,,,10000
13211,13211,라이프 리치,"<SkillTitle>[검방패 전용]</>
무기를 크게 휘둘러 적들에게 피해를 입히며, 일부 HP를 흡수합니다. 피격 된 대상은 이동속도와 방어력이 감소합니다.",2,0,1,300,12,200,,1,,382,18122,2,0,22,1,"""radius"":300,""angle"":90",1,4,0,0,22000,SkillLifeLeech,0,000001,Shake_UpAndDown,4,Caster,"피해량: 공격력의 {[Use34Param]1%}%+{1}
입힌 피해의 30% 흡수
(회복량 제한: 최대체력의 35%)
피격자 방어력 {2-1%}% 감소
피격자 이동속도 {3-1%}% 감소
지속시간: 5초",Icon_Skill_Active_13211,,,1,2,0,,0,0,1,1,0,,,10000
13212,13212,체인 히드라,"<SkillTitle>[검방패 전용]</>
전방 6미터 이내의 적들을 자신의 앞쪽으로 끌어당기며 피해를 입히고 잠시 기절시킨 후 자신을 공격하게 합니다.",2,0,1,300,12,300,,1,,347,16474,2,0,20,1,"""radius"":600,""angle"":60",1,4,0,0,20000,SkillChainHydra,0,000001,Shake_UpAndDown,5,Caster,"피해량: 공격력의 {[Use34Param]1%}%+{1}
피격자 2.5초동안 기절

몬스터 도발: 피격자가 8초동안 공격을
자신에게 집중",Icon_Skill_Active_13212,,,1,3,0,,0,0,1,1,0,,,10000
13213,13213,얼티미트 디펜스,"<SkillTitle>[검방패 전용]</>
방어력이 증가하며, 일정 시간 공격하는 대상의 이동 속도를 감소시킵니다.",2,0,1,300,12,400,,1,,521,23554,2,0,40,0,"""radius"":30",5,1,0,0,20000,SkillUltimateDefense,0,000001,Shake_UpAndDown,4,Caster,"방어력 {1-1%}% 및 추가로 {1-3} 증가
효과동안 피격 대상의 이동 속도 50% 감소
(5초동안)

지속시간: 15초",Icon_Skill_Active_13213,,,0,4,0,,0,2,1,0,0,,,10000
13214,13214,스피릿 오브 실렌,"<SkillTitle>[검방패 전용]</>
일정시간 동안 나를 제외한 파티원들의 위협도를 저하 시키며 나와 파티원들의 공격력, 공격속도, HP흡수율을 증가 시킵니다. 추가로 파티원들에게 잠시동안 스킬 공격 무효화 효과를 부여합니다.",3,0,2,100,13,10000,,1,,24145,108222,1,0,90,0,"""radius"":500",8,5,0,0,20000,SkillSpiritOfShillien,0,000001,Shake_UpAndDown,4,Caster,"공격력: {1-1} 증가
공격속도: {1-3%}% 증가
HP흡수율: {1-4%}% 증가
2초간 스킬 공격 모두 방어
7초간 스킬 공격 1회 방어
지속시간: 15초",Icon_Skill_Active_13214,,,0,4,0,,0,2,1,0,0,,,10000
13221,13221,스피닝 슬래셔,"<SkillTitle>[창, 이도류 전용]</>
무기를 크게 휘둘러 주변의 적들에게 피해를 입히며, 넉다운 시킵니다.",2,0,1,300,12,200,,1,,421,20056,2,0,22,0,"""radius"":400",1,4,0,0,22000,SkillSpinningSlasher,0,000110,Shake_UpAndDown,5,Caster,"피해량: 공격력의 {[Use34Param]1-1%}%+{1-1}
피격자 2초동안 넉다운",Icon_Skill_Active_13221,,,1,2,0,,0,0,1,1,0,,,10000
13222,13222,허리케인 스톰,"<SkillTitle>[창, 이도류 전용]</>
제자리에서 돌면서 주변을 공격합니다.
피격자는 슬로우 효과를 얻습니다.
스킬 사용 중에 빠르게 이동을 할 수 있습니다.",2,0,1,300,12,200,,7,,383,18232,2,0,20,0,"""radius"":400",8,4,0,1,5000,SkillHurricaneStorm,0,000110,Shake_UpAndDown,3,Caster,"피해량: 7번의 타격 당,
공격력의 {[Use34Param]1%}%+{1}
피격자 3초동안 이동속도 {2-1%}% 감소
7초간 이동속도 {3-1%}% 증가",Icon_Skill_Active_13222,,,1,2,0,,0,0,1,1,0,,,10000
13223,13223,댄스 오브 워리어,"<SkillTitle>[창, 이도류 전용]</>
나와 파티의 물리공격력이 증가합니다.",2,0,1,300,12,2000,,1,,713,32803,2,0,60,0,"""radius"":700",4,5,0,0,20000,SkillDanceOfWarrior,0,000110,Shake_UpAndDown,3,Caster,"물리공격력 {1-1} 증가

지속시간: 40초",Icon_Skill_Active_13223,,,0,20,0,,0,2,1,0,0,,,10000
13224,13224,댄스 오브 퓨리,"<SkillTitle>[창, 이도류 전용]</>
나와 파티원의 공격속도가 증가합니다.",2,0,1,300,12,2000,,1,,672,30456,2,0,60,0,"""radius"":700",4,5,0,0,20000,SkillDanceOfFury,0,000110,Shake_UpAndDown,3,Caster,"공격속도 {1-1%}% 증가

지속시간: 40초",Icon_Skill_Active_13224,,,0,20,0,,0,2,1,0,0,,,10000
13225,13225,이뮨 디레인지먼트,"<SkillTitle>[창, 이도류 전용]</>
상태이상 저항률과 이동 속도, 방어력이 증가합니다. 적 처치 시 지속시간이 증가합니다.",3,0,2,100,13,2000,,1,,22288,99897,1,0,70,0,"""radius"":30",5,1,0,0,20000,SkillImmuneDerangement,0,000110,Shake_UpAndDown,3,Caster,"상태이상 저항률: {1-1%}% 증가
이동속도: {1-2%}% 증가
방어력: {1-3} 증가
피해량: {1-4%}% 감소
지속시간: 10초
적 처치 시 10초 증가(최대 30초)",Icon_Skill_Active_13225,,,0,20,0,,0,2,1,0,0,,,10000
13231,13231,스팅,"<SkillTitle>[단검 전용]</>
전방의 적들을 공격하여 피해와 출혈 추가 피해를 입힙니다. 일부 피해는 방어력을 무시하고 적용 됩니다.",2,0,1,300,12,200,,1,,447,22418,2,0,22,2,"""left"":125, ""right"":125, ""front"":350, ""back"":0",1,3,0,0,22000,SkillSting,0,001000,Shake_UpAndDown,3,Caster,"피해량: 공격력의 {[Use34Param]1%}%+{1}
방어력 무시 피해량: {2}
피격자 3초동안 추가 대미지",Icon_Skill_Active_13231,,,1,2,0,,0,0,1,1,0,,,10000
13232,13232,블러드 레인,"<SkillTitle>[단검 전용]</>
주변 범위에 있는 적들을 공격하여 피해와 출혈 추가 피해를 입힙니다. 피격된 적은 잠시동안 기절합니다.",2,0,1,300,12,200,,1,,406,20383,2,0,20,0,"""radius"":400",1,3,0,0,20000,SkillBloodRain,0,001000,Shake_UpAndDown,4,Caster,"피해량: 공격력의 {[Use34Param]1%}%+{1}
피격자 3초동안 추가 대미지
피격자 2초동안 기절",Icon_Skill_Active_13232,,,1,2,0,,0,0,1,1,0,,,10000
13233,13233,비셔스 스탠스,"<SkillTitle>[단검 전용]</>
크리티컬 대미지를 대폭 상승시킵니다. 추가로, 잠시동안 크리티컬 확률이 최대치가 됩니다.",2,0,1,300,12,400,,1,,1027,32138,2,0,40,0,"""radius"":30",5,1,0,0,20000,SkillViciousStance,0,001000,Shake_UpAndDown,4,Caster,"크리티컬 대미지 {1-1%}% 증가
추가 효과: 4초동안,
최대 효율의 크리티컬 확률

지속시간: 20초",Icon_Skill_Active_13233,,,0,4,0,,0,2,1,0,0,,,10000
13234,13234,쉐도우 카피,"<SkillTitle>[단검 전용]</>
자신의 그림자를 복사하여 소환수를 소환합니다. 소환된 소환수는 자신의 공격력의 일부를 복사하여 추가적인 능력치를 가집니다.",3,0,2,100,13,2000,,1,,24145,108222,1,0,90,0,"""radius"":30",5,1,0,0,20000,SkillShadowCopy_Dagger,0,001000,Shake_UpAndDown,4,Caster,"스킬레벨에 따라 소울레스의 전투력이 증가
소울레스는 소환사의 공격력의 30%를 복사하여 자신의 전투력을 증가
소울레스는 피해를 받지 않음
지속시간: 10초",Icon_Skill_Active_13234,,,0,4,0,,0,2,1,0,0,,,10000
132341,132341,어비스 워커의 소환물,강한 피해,,0,3,,,200,,1,,,,,,1,1,"""radius"":300,""angle"":150",1,3,,0,,SoullessAttack,0,,,,,,,,,1,2,0,,1,0,0,0,0,,,10000
13241,13241,데스 스팅어,"<SkillTitle>[활 전용]</>
활 시위를 강하게 당겨 전방으로 강력한 화살을 발사합니다. 발사된 화살은 적들을 관통하며 강력한 피해를 입힙니다.",2,0,1,300,12,600,,1,,475,22600,2,0,22,0,"""radius"":50",8,3,0,0,22000,SkillDeathStinger,0,010000,Shake_UpAndDown,5,Caster,피해량: 공격력의 {[Use34Param]1-1%}%+{1-1},Icon_Skill_Active_13241,,,1,6,0,,0,0,1,0,0,,,10000
13242,13242,스턴 샷,"<SkillTitle>[활 전용]</>
적들에게 피해를 입히고, 잠시 동안 기절시킵니다.",2,0,1,300,12,700,,1,,432,20546,2,0,20,2,"""left"":120, ""right"":120, ""front"":750, ""back"":0",1,3,0,0,20000,SkillStunShot,0,010000,Shake_UpAndDown,5,Caster,"피해량: 공격력의 {[Use34Param]1%}%+{1}
피격자 3초동안 기절",Icon_Skill_Active_13242,,,1,7,0,,0,0,1,0,0,,,10000
13243,13243,래피드 파이어,"<SkillTitle>[활 전용]</>
공격속도를 잠시 동안 빠르게 합니다.",2,0,1,300,12,800,,1,,719,33638,2,0,40,0,"""radius"":100",5,1,0,0,20000,SkillRapidFire,0,010000,Shake_UpAndDown,4,Caster,"공격속도 {1-1%}% 증가

지속시간: 15초",Icon_Skill_Active_13243,,,0,8,0,,0,2,1,0,0,,,10000
13244,13244,페이탈 카운터,"<SkillTitle>[활 전용]</>
잠시동안 회피를 포기하고 공격에 전념합니다. 활성화되어있는 동안 공격력이 대폭 증가합니다.",2,0,1,300,12,800,,1,,676,31174,2,0,40,0,"""radius"":700",5,1,0,0,20000,SkillFatalCounter,0,010000,Shake_UpAndDown,4,Caster,"공격력 {1-1} 증가
회피 {1-2%}% 감소

지속시간: 15초",Icon_Skill_Active_13244,,,0,8,0,,0,2,1,0,0,,,10000
13245,13245,파이널 데스 스팅어,"<SkillTitle>[활 전용]</>
전방에 강력한 화살을 3발 발사하여 적들에게 강력한 피해를 가합니다. 추가로 잠시동안 공격력이 증가합니다.",3,0,2,100,13,600,,1,,22288,99897,1,0,90,0,"""radius"":50",8,3,0,0,22000,SkillFinalDeathStinger_Bow,0,010000,Shake_UpAndDown,5,Caster,"피해량: 각 발사체 당,
공격력의 {[Use34Param]1-1%}%+{1-1}
15초간 공격력 {PhyBuff:132454-1} 증가",Icon_Skill_Active_13245,Hit/FinalDeathStinger,,1,6,0,,0,0,1,0,0,,,10000
13251,13251,다크 브레스,"<SkillTitle>[지팡이 전용]</>
전방에 암흑 속성의 불길을 지속적으로 발사하여 피해를 입힙니다. 사용 중 불길의 방향을 바꿀 수 있습니다.",2,0,1,300,12,500,,7,,451,23294,2,0,27,2,"""left"":125, ""right"":125, ""front"":750, ""back"":100",1,4,0,1,5500,SkillDarkBreath,1,100000,Shake_UpAndDown,3,Caster,"피해량: 7번의 타격 당,
공격력의 {[Use34Param]1%}%+{1}",Icon_Skill_Active_13251,,,1,5,0,,0,0,1,0,0,,,10000
13252,13252,커럽션,"<SkillTitle>[지팡이 전용]</>
전방에 부패 지대를 생성하여 범위 내 적들에게 지속 피해를 입힙니다.
피격자는 방어력 및 이동속도가 감소합니다.",2,0,1,300,12,400,,1,,411,26470,2,0,25,0,"""radius"":400",1,4,300,0,20000,SkillCorruption,0,100000,Shake_UpAndDown,2,Caster,"피해량: 5번의 타격 당,
공격력의 {[Use34Param]1%}%+{1}
피격자 2.5초간 방어력 {PhyBuff:13252-1%}%감소
피격자 2.5초간 이동속도 {PhyBuff:13252-3%}%감소",Icon_Skill_Active_13252,Hit/Strike_Energy_01,,1,4,0,Common/PC_Hit_Energy_01,0,0,1,0,0,,,10000
13253,13253,페이탈 위즈덤,"<SkillTitle>[지팡이 전용]</>
잠시동안 마법공격력을 극한으로 끌어올립니다.",2,0,1,300,12,600,,1,,948,33168,2,0,40,0,"""radius"":30",5,1,0,0,20000,SkillMagicPower,0,100000,Shake_UpAndDown,4,Caster,"마법공격력 {1-1} 증가

지속시간: 15초",Icon_Skill_Active_13253,,,0,0,0,,0,2,1,0,0,,,10000
13254,13254,서먼 오브 나이트,"<SkillTitle>[지팡이 전용]</>
쉐도우 나이트를 소환합니다. 소환된 쉐도우 나이트는 시전자가 공격하는 대상을 함께 공격하며, 주변을 스턴 시키는 스킬을 사용합니다.",3,0,2,100,13,2000,,1,,24145,108222,1,0,90,0,"""radius"":30",5,1,0,0,20000,SkillSummonOfKnight_Staff,0,100000,Shake_UpAndDown,4,Caster,"소환사의 공격력과 방어력을 10%를 복사하여 자신의 전투력을 증가
일반 공격 시 대상의 이동속도를 25% 감소
8초에 한번씩 주변 대상을 2초간 스턴
소환수는 레어스킬 피해를 받지 않음
지속시간: 20초",Icon_Skill_Active_132541,,,0,0,0,,0,2,1,0,0,,,10000
132541,132541,스펠 하울러의 소환물,강한 피해,,0,3,,,200,,1,,,,,,1,1,"""radius"":400,""angle"":150",1,3,,0,,KnightShadeAttack,0,,,,,,,,,1,2,0,,0,0,0,0,0,,,10000
132542,132542,스펠 하울러의 소환물,스턴 효과,,0,3,,,200,,1,,,,,,8,0,"""radius"": 400",1,4,,0,,KnightShadeSkill_01,0,,,,,,,,,1,2,0,,0,0,1,0,0,,,10000
13261,13261,뱀피릭 터치,"<SkillTitle>[지팡이 전용]</>
전방의 적들에게 피해를 입히고, 입힌 피해량에 비례하여 나와 파티원들의 HP를 회복시킵니다. 회복되는 각 대상마다 남은 HP량이 적을수록 많이 회복됩니다.",2,0,1,300,12,400,,1,,1072,20362,2,0,22,1,"""radius"":550,""angle"":90",8,4,0,0,5000,SkillVampiricTouch,0,100000,Shake_UpAndDown,4,Caster,"피해량: 공격력의 {[Use34Param]1%}%+{1}

회복량: 회복 대상의 현재HP에 따라,
입힌 피해의 15% ~ 45%
(회복량 제한: 최대체력의 50%)
추가 회복량: 공격력의 {[Use34Param]3%}%+{3}",Icon_Skill_Active_13261,,,1,4,0,,0,0,1,0,0,,,10000
13262,13262,블러디 레이지,"<SkillTitle>[지팡이 전용]</>
주변에 암흑 속성의 충격파를 발산하여 적들에게 피해와 슬로우 효과 및 침묵 효과를 입힙니다. 피격 된 대상은 이로운 효과를 삭제됩니다.",2,0,1,300,12,400,,1,,486,18510,2,0,18,0,"""radius"":450",1,4,0,0,20000,SkillBloodyRage,0,100000,Shake_UpAndDown,5,Caster,"피해량: 공격력의 {[Use34Param]1%}%+{1}
피격자 4초동안 이동속도 {2%}% 감소
피격자 3초동안 침묵 상태
피격자 버프 효과 삭제",Icon_Skill_Active_13262,,,1,4,0,,0,0,1,0,0,,,10000
13263,13263,엠파워,"<SkillTitle>[지팡이 전용]</>
잠시동안 자신의 마법공격력과 흡혈률이 증가하며 추가로 일정 범위 내 파티원들에게 피해량 증가 버프를 부여합니다.",2,0,1,300,12,2000,,1,,616,28373,2,0,30,0,"""radius"":700",8,10,0,0,20000,SkillMPower,0,100000,Shake_UpAndDown,3,Caster,"(자신)
마법 공격력: {1-1} 증가
흡혈률: {1-2%}% 증가
(파티)
피해량: {2-1%}% 증가
지속시간: 20초",Icon_Skill_Active_13263,,,0,0,0,,0,2,1,0,0,,,10000
13264,13264,엠파워(회복),"<SkillTitle>[지팡이 전용]</>
지속 시간동안 HP가 일정 수치 아래로 하락하지 않으며, HP가 소량 회복됩니다.",2,0,1,300,12,2000,,1,,0,0,2,0,1,0,"""radius"":700",4,5,0,0,20000,SkillMPower,0,100000,Shake_UpAndDown,3,Caster,"마법공격력 {1-1} 증가

지속시간: 20초",Icon_Skill_Active_13263,,,0,0,0,,0,1,1,0,0,,,10000
13265,13265,실리엔 프로텍션,"<SkillTitle>[지팡이 전용]</>
나와 파티원들에게 죽음을 거부하는 힘을 부여합니다. 힘이 부여되어 있는동안 공격력이 증가하며, 죽음에 달하는 피해를 받은 경우 사망하지 않고 잠시 무적 상태가 되며 체력을 즉시 회복한 후 보호막을 잠시 생성합니다.",3,0,2,100,13,2000,,1,,24145,108222,1,0,90,0,"""radius"":700",4,5,0,0,20000,SkillShillienProtection,0,100000,Shake_UpAndDown,3,Caster,"버프가 부여되고 있는 동안
공격력 {PhyBuff:132651-2} 증가
HP가 100 이하로 하락 시 2초간 무적
HP 회복량: 최대 체력의 {Phy:13266-2%}% 회복
보호막:7초간 {PhyBuff:132663-1} 생성
지속시간: 15초",Icon_Skill_Active_13265,,,0,0,0,,0,2,1,0,0,,,10000
13266,13266,실리엔 프로텍션(회복),"<SkillTitle>[지팡이 전용]</>
나와 파티원들에게 죽음을 거부하는 힘을 부여합니다. 힘이 부여되어 있는동안 공격력이 증가하며, 죽음에 달하는 피해를 받은 경우 사망하지 않고 잠시 무적 상태가 되며 체력을 즉시 회복한 후 보호막을 잠시 생성합니다.",3,1,2,100,13,2000,,1,,0,0,1,0,1,0,"""radius"":700",5,5,0,0,20000,SkillShillienProtection,0,100000,Shake_UpAndDown,3,Caster,"버프가 부여되고 있는 동안
공격력 {PhyBuff:132651-2} 증가
HP가 100 이하로 하락 시 2초간 무적 상태
HP 회복량: 최대 체력의 {Phy:13266-1%}% 회복
보호막:7초간 {PhyBuff:132663-1} 생성
지속시간: 15초",Icon_Skill_Active_13263,,,0,0,0,,0,1,1,0,0,,,10000
14211,14211,쓰러스트,"<SkillTitle>[검방패 전용]</>
무기를 크게 휘둘러 적들에게 피해를 입히고, 도발하여 자신을 공격하게 합니다. 피격자는 방어력이 감소합니다.",2,0,1,300,12,200,,1,,325,15474,2,0,22,1,"""radius"":300,""angle"":90",1,4,0,0,22000,SkillThrust,0,000001,Shake_UpAndDown,5,Caster,"피해량: 공격력의 {[Use34Param]1-1%}%+{1-1}
상대 방어력 {2-1%}% 감소

몬스터 도발: 피격자가 8초동안 공격을
자신에게 집중",Icon_Skill_Active_14211,,,1,2,0,,0,0,1,1,0,,,10000
14212,14212,어스퀘이크,"<SkillTitle>[검방패 전용]</>
지면을 내려쳐 자신 주변의 적들에게 피해를 입히고, 적을 기절시킵니다. 피격자는 공격력이 감소합니다.",2,0,1,300,12,200,,1,,296,14068,2,0,20,0,"""radius"":400",1,4,0,0,20000,SkillEarthquake,0,000001,Shake_UpAndDown,5,Caster,"피해량: 공격력의 {[Use34Param]1-1%}%+{1-1}
피격자 8.5초동안 공격력 20% 감소
피격자 2.5초동안 기절",Icon_Skill_Active_14212,,,1,2,0,,0,0,1,1,0,,,10000
14214,14214,파이널 시크릿,"<SkillTitle>[검방패 전용]</>
내면의 기운을 끌어모아, 극강상태가 되어 적을 압도합니다. 극강상태로 돌입하면 최대 체력이 증가하며 대미지 감소율 및 공격력이 증가합니다.",3,0,2,100,13,1000,,1,,24145,108222,1,0,90,0,"""radius"":30",5,1,0,0,20000,SkillFinalSecret,0,000001,Shake_UpAndDown,5,Caster,"최대체력: {1-1} 증가
대미지 감소율: {1-2%}% 증가
피해량: {1-4%}% 증가
물리공격력: {1-3} 증가

지속시간: 20초",Icon_Skill_Active_14214,,,1,2,0,,0,2,1,1,0,,,10000
14221,14221,파워 스매쉬,"<SkillTitle>[창, 이도류 전용]</>
전방을 강하게 공격하여 범위 내에 있는 적들에게 막대한 피해를 입힙니다.",2,0,1,300,12,200,,1,,367,17460,2,0,24,1,"""radius"":350,""angle"":90",1,4,0,0,22000,SkillPowerSmash,0,000110,Shake_UpAndDown,5,Caster,피해량: 공격력의 {[Use34Param]1-1%}%+{1-1},Icon_Skill_Active_14221,,,1,2,0,,0,0,1,1,0,,,10000
14222,14222,리프 어택,"<SkillTitle>[창, 이도류 전용]</>
최대 6미터 이내의 대상에게 점프하여 주변의 적들을 공격합니다. 피격자는 잠시 동안 넘어져 행동 불능이 됩니다.",2,0,1,300,12,450,,1,,334,15872,2,0,20,0,"""radius"":350",1,4,0,0,20000,SkillLeapAttack,0,000110,Shake_UpAndDown,4,Caster,"피해량: 공격력의 {[Use34Param]1-1%}%+{1-1}
피격자 2.5초동안 넉다운",Icon_Skill_Active_14222,,,1,4.5,0,,0,0,1,0,0,,,10000
14223,14223,앵그리 드워프,"<SkillTitle>[창, 이도류 전용]</>
지속 시간동안 공격력이 상승하며, 받는 피해량이 감소합니다.",2,0,1,300,12,400,,1,,560,25181,2,0,40,0,"""radius"":30",5,1,0,0,20000,SkillAngryDwarf,0,000110,Shake_UpAndDown,4,Caster,"공격력 {1-1} 증가
받는 피해량 {1-2%}% 감소

지속시간: 15초",Icon_Skill_Active_14223,,,0,4,0,,0,2,1,0,0,,,10000
14224,14224,인피니티 퀘이크,"<SkillTitle>[창, 이도류 전용]</>
지진을 일으키는 영역을 소환하여 주변 적들에게 지속적으로 피해를 가함과 동시에 짧은 스턴을 계속 가합니다.",3,0,2,100,13,400,,1,,24145,108222,1,0,90,0,"""radius"":500",1,4,0,0,20000,SkillInfinitiQuake,0,000110,Shake_UpAndDown,4,Caster,"피해량: 7번의 타격 당,
공격력의 {[Use34Param]1%}%+{1}
피격자 1초에 한번 씩 0.5초 스턴

지속시간: 7초",Icon_Skill_Active_14224,,,0,4,0,Common/PC_Hit_Earthquake_01,0,0,1,0,0,,,10000
14231,14231,블레이드 러시,"<SkillTitle>[단검 전용]</>
전방으로 적들을 관통하며 돌진합니다.
관통되는 적들은 넉다운 상태가 되며, 잠시동안 크리티컬에 취약해집니다.",2,0,1,300,12,250,,1,,470,22398,2,0,22,2,"""left"":100, ""right"":100, ""front"":0, ""back"":10",1,3,0,0,22000,SkillBladeRush,0,001000,Shake_UpAndDown,3,Caster,"피해량: 공격력의 {[Use34Param]1%}%+{1}
피격자 10초동안 치명저항 {2-1%}%감소
피격자 2초간 넉다운",Icon_Skill_Active_14231,,,1,2.5,0,,0,0,1,0,0,,,10000
14232,14232,소닉 스타,"<SkillTitle>[단검 전용]</>
오성을 그리는 빠른 이동과 함께 적을 공격합니다. 피격된 적들은 이동속도가 감소하며 스킬을 사용할 수 없습니다.",2,0,1,300,12,200,,1,,428,20362,2,0,20,0,"""radius"":400",1,3,0,0,20000,SkillSonicStar,0,001000,Shake_UpAndDown,2,Caster,"피해량: 공격력의 {[Use34Param]1%}%+{1}
피격자 10초동안 이동속도 {2-1%}% 감소
5초간 침묵",Icon_Skill_Active_14232,,,1,2,0,,0,0,1,1,0,,,10000
