Key,Value,WarningSoundPlay
PVP_ENTER_NOT_ENOUGH_LEVEL,"결투장을 진행할 수 없습니다.
(LV.[Value] 이상이고,
<FontBlue>[Name]</> 에피소드를
완료하면 이용 가능)",1
PVP_GIVE_UP,포기,0
PVP_GIVE_UP_POPUP,"결투 도중에 나가면 패배로 기록 됩니다.
결투장에서 나가시겠습니까?",0
PVP_HONOR_POINT,명예 점수,0
PVP_HONOR_POINT_REWARD,명예 점수 보상,0
PVP_HONOR_POINT_REWARD_DESC,"오늘 획득한 점수를 기준으로 결산되며, 보상 받기 버튼을 통하여 우편으로 발송됩니다.",0
PVP_HONOR_RANK,명예 등급,0
PVP_LOG,전투 기록,0
PVP_MY_HONOR_POINT,나의 명예 점수,0
PVP_MY_RANK,나의 순위,0
PVP_NEED_NEXT_RANK_POINT,다음 등급까지 :,0
PVP_NEXT_HONOR_POINT,다음 명예 점수,0
PVP_NEXT_RANK,다음 등급,0
PVP_RANK,등급,0
PVP_RANK_NAME,[Rank]등급,0
PVP_RANK_REWARD_DESC,보상 받기를 시도한 시점의 순위에 따른 보상이 지급됩니다.,0
PVP_RANKER_LIST,상위 순위,0
PVP_RANKING_DEGRADATION,결투장 순위가 [Before]에서 [After]로 하락 했습니다.,0
PVP_SEASON_END,순위 결산까지,0
PVP_SELECT_TARGET,대결 상대를 선택해주세요.,0
PVP_START,결투 시작,0
PVP_STRAIGHT_VICTORY,연승,0
PVP_STRAIGHT_VICTORY_LOG,연승 기록,0
PVP_TITLE,결투장,0
PVP_COUNT_CASH,[Count],0
Q_CHARACTER_DELETE_CHECK,"캐릭터가 삭제되면 복구할 수 없습니다.
정말로 삭제하시겠습니까?",0
Q_INVENTORY_DECOMPOSITION_CHECK,선택한 [Count]개 아이템을 분해 하시겠습니까?,0
Q_INVENTORY_SALE_CHECK,선택한 [Count]개 아이템을 판매 하시겠습니까?,0
Q_PARTY_EXPEL_CHECK,"<FontGreen>[Name]</>님을
파티에서 추방하시겠습니까?",0
Q_PARTY_JOIN,이 파티에 참가하시겠습니까?,0
Q_PARTY_JOIN_ACCEPTANCE_REQUEST,이 파티에 참가 승인 요청을 보내겠습니까?,0
Q_PARTY_MOVE_SPOT,"[SpotName]으로
지금 이동하시겠습니까?",0
Q_PARTY_MUSTER,"현재 위치로
파티원들을 부르시겠습니까?",0
Q_WORLD_MOVE_CHECK,[WorldName] 이동하시겠습니까?,0
Q_WORLD_EXIT_CHECK,[WorldName]에서 나가시겠습니까?,0
QUEST_BONUS_REWARD,추가 보상,0
QUEST_BONUS_REWARD_LIST,획득가능 아이템,0
QUEST_COMPLETE,퀘스트완료,0
QUEST_CONTINUE,이어하기,0
QUEST_COMPLETED_ALL,"<YellowBold>축하합니다.</>
수행가능한 퀘스트를 모두 완료하였습니다.
다음 업데이트 지역을 기대해주세요",0
QUEST_EXP,XP,0
QUEST_FAIL,퀘스트에 실패했습니다,1
QUEST_FAIL_DEAD,캐릭터가 사망했습니다,1
QUEST_FAIL_TIME_OVER,완료 시간 초과,0
QUEST_FAILED_REASON_AREA_LEFT,던전을 탈출했습니다.,0
QUEST_FAILED_ESCORT,"호위 대상 [Name]이 사망했습니다.
퀘스트가 초기화됩니다.

<Small>※ 더 강해진 후 다시 도전해보세요!</>",1
QUEST_FORCE_ACCEPT,"[QuestName]이 진행중입니다.
이전 퀘스트를 포기하고
퀘스트를 시작하시겠습니까?",0
QUEST_GIVE_UP,[QuestName]을 포기하시겠습니까?,0
QUEST_GOT_MISSION_REWARD,퀘스트 미션 완료보상을 받았습니다.,0
QUEST_MAP,퀘스트맵,0
QUEST_MISSION,퀘스트 미션,0
QUEST_MISSION_CONDITION,[MaxMissionRound]회 클리어,0
QUEST_MISSION_REWARD_ITEM,[ItemName]을 [Count] 획득하였습니다,0
QUEST_MISSION_REWARD_STAT,[StatName]를 [Count] 획득하였습니다,0
QUEST_MOVE_TO_SPOT,스팟이동,0
QUEST_NEXT_QUEST,다음 퀘스트,0
QUEST_NOT_AVAILABLE,가능한 퀘스트가 없습니다.,1
QUEST_CANT_AVAILABLE,수행할 수 없는 퀘스트 입니다.,0
QUEST_NOT_ENOUGH_LEVEL,레벨이 부족하여 진행할 수 없습니다.,1
QUEST_PAST_TIME,경과 시간,0
QUEST_PROGRESS_REMAIN,퀘스트 진행정보 유지,0
QUEST_PROGRESS_RESET,퀘스트 진행정보 초기화,0
QUEST_REMAIN_TIME,남은 시간,0
QUEST_RETRY,다시 하기,0
QUEST_RETURN_TO_NPC,[Param]에게 말 걸기,0
QUEST_TOUCH_HERE,이곳을 눌러 퀘스트를 받으세요,0
QUEST_REVIVE,즉시 부활,0
QUEST_REVIVE_DESC,"HP와 MP가 가득 찬 상태로
현재 위치에서 부활합니다.",0
QUEST_SPOT_CLEAR,지역 클리어,0
QUEST_SPOT_NUMBER,[Value]번 스팟,0
QUEST_SPOT_REVIVE_DESC,"HP와 MP가 30%회복된 상태로
인근 스팟에서 부활합니다.",0
QUEST_STAR_ACCUMULATED,별 [Count]개 누적,0
QUEST_START,퀘스트 시작,0
QUEST_STATE_COMPLETABLE,완료가능,0
QUEST_STATE_COMPLETED,완료,0
QUEST_STATE_PROGRESSING,진행중,0
QUEST_TARGET,호위 대상,0
QUEST_TASK_COMPLETE,"퀘스트 태스크를 수행했습니다.
다음 태스크로 넘어갑니다.",0
QUEST_UNABLE_TO_OPEN_MAP_IN,{Param} 안에서는 퀘스트 맵을 열 수 없습니다.,1
QUEST_UNABLE_TO_TELEPORT_IN_DUNGEON,던전 안에서는 스팟 이동을 할 수 없습니다.,1
QUEST_WILL_BE_ABANDONED,진행중인 퀘스트를 중지합니다. 계속하시겠습니까?,0
QUEST_WORLD_ENTER,입장,0
QUEST_WORLD_MAP_SHOW_GUILD,혈맹보기,0
QUEST_WORLD_PROGRESS,진행상황,0
QUEST_WORLD_REWARD,완료보상,0
QUEST_TYPE_MAIN,메인,0
QUEST_TYPE_SPECIAL,특수,0
QUEST_TYPE_SUB,서브,0
QUEST_TYPE_DAILY,일일,0
QUEST_TYPE_WEEKLY,주간,0
QUEST_TYPE_DUNGEON,던전,0
QUEST_TYPE_TRANSFER,전직,0
QUEST_TYPE_GUILD,혈맹,0
QUEST_TYPE_AGIT,아지트,0
QUEST_TYPE_VEHICLE,탑승펫,0
QUEST_TYPE_BOSSTROPHY,영웅,0
QUEST_TYPE_CONTENTS,컨텐츠,0
RACE_SELECT_LABEL,종족 선택,0
RANKING_ERROE_INVALID_PAGE,잘못된 랭킹 페이지를 요청하였습니다.,1
RANKING_ERROR_INVALIDINFOID,잘못된 랭킹 정보 식별자 입니다.,1
RANKING_ERROR_NO_DATA,현재 기록된 랭킹 데이터가 없습니다.,1
RANKING_TITLE,랭킹,0
RECOMMENDED_VALUE_OVER,<FontBlue>[Value]</>,0
RECOMMENDED_VALUE_UNDER,<FontRed>[Value]</>,0
REST_REWARD_HELP_MESSAGE,"휴식 점수는 <FontYellow>정지 상태, 마을에 위치, 비접속 상태</>일 때 획득할 수 있습니다.
휴식 점수를 소모해서 <FontYellow>경험치, 룬 조각, 평화의 깃털</>을 얻을 수 있습니다. 다이아를 사용해서 <FontYellow>2배</>로 받을 수 있습니다.",0
REVIVE_QUEST_GIVE_UP,퀘스트 포기,0
REWARD_COLLECT,보상 회수,0
REWARD_SUCCESS,보상을 획득하였습니다.,0
RUNE,룬 각인,0
RUNE_CARVING_REQUIRE_LEVEL,[Level]레벨 부터 각인이 가능 합니다.,0
RUNE_FAILED_TO_LEVEL_UP,각인 실패,0
RUNE_GUIDE,"자동 각인을 시도하면, 중앙에서 가까운 순서대로 각인이 진행되게 됩니다. 자동 각인은 재화가 부족할 때 까지 자동으로 각인을 반복합니다.",0
RUNE_INVALID_RUNE_INFO,잘못된 룬 정보입니다.,1
RUNE_NO_EFFECT,효과없음,0
RUNE_NOT_ENOUGH_RUNE_PIECES,룬 조각이 부족합니다.,1
SERVER_RECENT,최근접속,0
SERVER_RECOMMEND,추천,0
SERVER_STATE_BUSY,혼잡,0
SERVER_STATE_FULL,포화,0
SERVER_STATE_IDLE,원활,0
SERVER_STATE_INSPECT,점검중,0
SERVERSELECT,서버 선택,0
SERVERSELECTPOPUP_STATIC_RECENT_SERVER,최근 로그인 서버,0
SHOP,상점,0
SHOP_CHARGE_ACCRUED,충전 누적 수량 : [Count],0
SHOP_CHARGE_DAILY,매일충전,0
SHOP_CHARGE_DAILY_DESC,매일 다이아 충전 수량에 따라 보상을 얻을 수 있습니다.,0
SHOP_CHARGE_TOTAL,누적충전,0
SHOP_CHARGE_TOTAL_DESC,누적 다이아 충전 수량에 따라 보상을 얻을 수 있습니다.,0
SHOP_CONSUME_ACCRUED,소비 누적 수량 : [Count],0
SHOP_CONSUME_DAILY,매일소비,0
SHOP_CONSUME_DAILY_DESC,매일 다이아 소비 수량에 따라 보상을 얻을 수 있습니다.,0
SHOP_CONSUME_TOTAL,누적소비,0
SHOP_CONSUME_TOTAL_DESC,누적 다이아 소비 수량에 따라 보상을 얻을 수 있습니다.,0
SHOP_EVENTL_PERIOD,이벤트기간 : [M]월[D]일,0
SHOP_FREE,무료,0
SHOP_FREE_AFTER,[Time] 후 무료,0
SHOP_FREE_AFTER_PURCHASED_COUNT,[Time] 후 무료([Param1]/[Param2]),0
SHOP_MONTHE_DAY,[M]월[D]일 까지,0
SHOP_MOVE_TO_SHOP,[Param]상점으로 이동하시겠습니까?,0
SHOP_NOBUY_LIMITED,한정수량이 완판되었습니다.,1
SHOP_NOBUY_LIMITED_DAILY,일일 한정수량이 완판되었습니다.,1
SHOP_NOBUY_LIMITED_MONTHLY,월간 한정수량이 완판되었습니다.,1
SHOP_NOBUY_LIMITED_NONE,한정수량이 완판되었습니다.,1
SHOP_NOBUY_LIMITED_PERIOD,기간한정 수량이 완판되었습니다.,1
SHOP_NOBUY_LIMITED_WEEKLY,주간 한정수량이 완판되었습니다.,1
SHOP_NOBUY_LIMITED_GUILD,혈맹 한정수량이 완판되었습니다.,0
SHOP_NOBUY_LIMITED_DAILYBENEFIT,동일 매일 혜택 상품을 중복하여 구매할 수 없습니다.,1
SHOP_NOBUY_LIMITED_ANNUITY,동일 연금형 상품을 중복하여 구매할 수 없습니다.,1
SHOP_NOBUY_LIMITED_COSTUME,동일 코스튬 상품을 중복하여 구매할 수 없습니다.,0
SHOP_NOT_ENOUGH_ASSET,"[Param]{[Param]|가,이} 부족하여 구매를 진행할 수 없습니다.",1
SHOP_NOT_FULL_ASSET,더 이상 [Param]를 구입할 수 없습니다.,1
SHOP_PER_DAY,[D]일마다,0
SHOP_PURCHASED_COUNT,[Param1]회 / [Param2]회,0
SHOP_PURCHASED_REMAIN_COUNT,[Param1]회,0
SHOP_REMAIN_DAY,남은기간 : [D],0
SHOP_REMAIN_DIAMOND,못받은 꾸러미 : [Count]개,0
SHOP_REWARD_INIT,매일 [H] 이후 획득!,0
SHOP_SELL_PERIOD,판매기간 : [M]월[D]일,0
SHOP_TOPAZ_REWARD_DESC,매일 받기 [D]번마다 토파즈 [Count]개!,0
SHOP_SOLDOUT,"한정 수량이 완판되었습니다.
(<RedBold>[Day]</>일 뒤 구매 가능)",0
SHOP_EXCHANGE_TAB_TITLE,레드다이아 교환,0
SIEGE_LEAVE_CONFIRM,"아직 [Type]이 종료되지 않았습니다.
[Type]에서 나가시겠습니까?",1
SIEGE_STATE_BIDDING,입찰 남은 시간:,0
SIEGE_STATE_DURING,진행 남은 시간:,0
SIEGE_STATE_FINISHED,진행 종료:,0
SIEGE_STATE_START_WATING,시작 대기 시간:,0
SIEGE_STATE_WAITING_BID_START,입찰 시작 남은 시간:,0
SIEGEWAR_ATTACKER_RETREAT,[Number]번째 공성측이 퇴각하였습니다.,0
SIEGEWAR_ATTACKER_WIN,[Number]번째 공성측이 승리하였습니다.,0
SIEGEWAR_DEFENDER_WIN,수성측이 승리하였습니다.,0
SIEGEWAR_DESTROYED,[Name]이 파괴되었습니다.,0
SIEGEWAR_EVENT_ALTAR,"앞으로 3분간 [Name]{[Name]|는,은} [GuildName] 혈맹의 것입니다!",0
FREESIEGE_EVENT_ALTAR,"앞으로 3분간 [Name]{[Name]|는,은} [TeamName]의 것입니다!",0
SIEGEWAR_EVENT_ALTAR_ACTIVE,"[Name]{[Name]|가,이} 초기화 되었습니다!",0
SIEGEWAR_EVENT_ALTAR_START,[GuildName] 혈맹이 [Name] 각인을 시작했습니다.,0
SIEGEWAR_EVENT_HOLY_ARTIFACT_CANCEL,[GuildName] 혈맹이 성물 각인에 실패했습니다.,0
SIEGEWAR_EVENT_HOLY_ARTIFACT_ING,[GuildName] 혈맹의 각인 성공까지 <FontRed>[RemainTime]초</> 남았습니다!,0
SIEGEWAR_EVENT_HOLY_ARTIFACT_START,[GuildName] 혈맹이 성물 각인을 시작했습니다.,0
SIEGEWAR_EVENT_PLAYER_PROMOTE,"[GuildName] 혈맹의 [Name] 님이 <FontYellow>[GradeName]</>{[GradeName]|가,이} 되었습니다!",0
FREESIEGE_EVENT_ALTAR_START,[TeamName]이 [Name] 각인을 시작했습니다.,0
FREESIEGE_EVENT_HOLY_ARTIFACT_CANCEL,[TeamName]이 성물 각인에 실패했습니다.,0
FREESIEGE_EVENT_HOLY_ARTIFACT_ING,[TeamName]의 각인 성공까지 <FontRed>[RemainTime]초</> 남았습니다!,0
FREESIEGE_EVENT_HOLY_ARTIFACT_START,[TeamName]이 성물 각인을 시작했습니다.,0
FREESIEGE_EVENT_PLAYER_PROMOTE,"[TeamName]의 [Name] 님이 <FontYellow>[GradeName]</>{[GradeName]|가,이} 되었습니다!",0
FREESIEGE_EVENT_MAP_FILTER_GUARDTOWER,방어탑,0
FREESIEGE_EVENT_MAP_FILTER_ALTAR,각인 구조물,0
FREESIEGE_EVENT_MAP_FILTER_HEAL,회복,0
SIEGEWAR_GUARD_TOWER_OCCUPIED,수호탑이 점령되었습니다.,0
SIEGEWAR_LOSE,패배하였습니다.,0
SIEGEWAR_OFFENSE_TOWER_DESTROYED,공성 진지가 파괴되었습니다.,0
SKILL,스킬,0
SKILL_ACTIVE,액티브,0
SKILL_ALREADY_EQUIPPED,이미 장착된 스킬입니다.,0
SKILL_MAX_LEVEL_DESC,최대 레벨 도달,0
SKILL_DESC_BUFF_ATKPOW,공격력 [Param1] 증가,0
SKILL_DESC_BUFF_CRITICAL_DAMAGE_MUL,크리티컬 대미지 [Param1] 증가,0
SKILL_DESC_BUFF_CRITICAL_RATE,크리티컬 확률 [Param1]% 증가,0
SKILL_DESC_BUFF_DEFPOW,방어력 [Param1] 증가,0
SKILL_DESC_BUFF_DODGE_RATE,회피 [Param1]% 증가,0
SKILL_DESC_BUFF_HIT_RATE,명중률 [Param1]% 증가,0
SKILL_DESC_BUFF_MAPHP,HP [Param1] 증가,0
SKILL_DESC_BUFF_MAPMP,MP [Param1] 증가,0
SKILL_DESC_BUFF_MOVESPEED_MUL,이동속도 [Param1] 증가,0
SKILL_DRAG_DESC,"액티브 스킬을 드래그해서
스킬을 등록할 수 있습니다.",0
SKILL_EQUIP_ONLY_ACTIVE,액티브 스킬만 장착할 수 있습니다.,0
SKILL_IMMUNE,피해 면역,0
SKILL_INVALID_WEAPON,이 스킬을 사용할 수 없는 무기입니다.,1
SKILL_MISS,회피,0
SKILL_NO_SKILL_BOOK,스킬북이 없습니다.,1
SKILL_NORMAL,일반 스킬,0
SKILL_NOT_ENOUGH_MP,마나가 부족합니다.,1
SKILL_NOT_EQUIPPED,장착되지 않은 스킬입니다.,1
SKILL_NOT_ENOUGH_HP,체력이 부족합니다.,1
SKILL_NOT_YET_USABLE,아직 스킬을 사용할 수 없습니다.,1
SKILL_PASSIVE,패시브,0
SKILL_POINT,스킬 포인트,0
SKILL_REQUIRE_EQUIP_WEAPON,무기를 장착해야 합니다.,1
SKILL_RESIST,저항,0
SKILL_SELECT_SLOT,등록할 슬롯을 선택하세요.,0
SKILL_UNIQUE,레어 스킬,0
SKILL_UNIQUE_LEVEL_UP_GUIDE,"[Name] 스킬북을 사용하여 스킬레벨업 하시겠습니까?
사용한 스킬북은 사라집니다.",0
SKILL_INVALID_SLOT,해당 스킬을 장착할 수 없는 슬롯입니다.,1
SKILLBOOK_ADDED,"스킬북을 사용하여 '[Name]'{[Name]|를,을} 습득하였습니다. ",0
SKILLBOOK_LEVEL_UP,스킬북을 사용하여 '[Name]'의 레벨이 상승하였습니다.,0
SKILLTYPE_ACTIVE,액티브 스킬,0
SKILLTYPE_PASSIVE,패시브 스킬,0
SLAUGHTER_NOT_ENOUGH_STARS,별 개수가 부족합니다.,1
SLAUGHTER_NOT_ENOUGH_SWEEP_TICKET,토벌 소탕권이 부족합니다.,1
SLAUGHTER_SWEEP_NOT_CLEARED,최소 한 번 클리어해야 소탕권을 사용할 수 있습니다.,0
SOUL_CRYSTAL_EMPTY,장착할 수 있는 집혼석이 없습니다.,1
SOUL_CRYSTAL_EMPTY_SLOT,장비에 집혼석 슬롯이 없습니다.,1
SOUL_CRYSTAL_FULL_SLOT,빈 슬롯이 없습니다.,1
SOUL_CRYSTAL_NO_EQUIPMENT_SELECTED,선택된 장비가 없습니다.,1
SOUL_CRYSTAL_LEVEL_UP,레벨업,0
SOUL_CRYSTAL_UPGRADE,승급,0
SOULSHOT_CRAFT,정탄 제작,0
SOULSHOT_CRAFT_CRAFTABLE_COUNT,제작될 정탄 개수 : [Count]개,0
SOULSHOT_CRAFT_REQUIRED_CRYSTAL_COUNT,필요한 결정 개수 : [Count]개,0
SOULSHOT_CRAFT_RESULT,정탄 [Count]개를 획득했습니다.,0
STAT_ADD_DECREASE_DAMAGE,고정 피해 감소,0
STAT_ADD_PVP_HONOR_POINT,명예점수,0
STAT_ANTI_CRITICAL_RATE,크리티컬 저항률,0
STAT_ATTACK_DAMAGE_MUL,공격 대미지 증가,0
STAT_ATTACK_POWER,공격력,0
STAT_ATTACK_POWER_NORMAL,공격대미지 증가,0
STAT_ATTACK_SPEED_MUL,공격속도,0
STAT_CC_RESIST_RATE,상태이상 내성,0
STAT_COMBAT_POWER,전투력,0
STAT_COOLTIME_ADD,쿨타임 감소,0
STAT_SKILL_COOLTIME,쿨타임 감소,0
STAT_CRITICAL_DAMAGE_MUL,크리티컬 대미지 증가율,0
STAT_CRITICAL_RATE,크리티컬 명중률,0
STAT_DEBUFF_HITTED_EFFECT_MUL,내가 맞을 디버프 효과 감소,0
STAT_DEBUFF_HITTED_RATE_ADD,상태이상 내성,0
STAT_DECREASE_DAMAGE_MUL,피해량 감소,0
STAT_DEFENSE_POWER,방어력,0
STAT_DETAIL_BUFF,버프,0
STAT_DETAIL_CHARACTER,캐릭터,0
STAT_DETAIL_ELIXIR,엘릭서,0
STAT_DETAIL_EQUIPMENT,장비,0
STAT_DETAIL_HEROIC_LEVEL,영웅 등급,0
STAT_DETAIL_HONOR_RANK,명예 등급,0
STAT_DETAIL_MONSTER_BOOK,몬스터 도감,0
STAT_DETAIL_MONSTER_CARD,몬스터 카드 수집,0
STAT_DETAIL_RUNE,룬 각인,0
STAT_DETAIL_SKILL,스킬,0
STAT_DETAIL_SUBCHAR_BONUS,서브 캐릭터 효과,0
STAT_DETAIL_SYNCHRO_ENCHANT,동반 강화,0
STAT_DETAIL_PET,탑승펫,0
STAT_DETAIL_CHARACTER_TITLE,칭호,0
STAT_DETAIL_CAPE,망토,0
STAT_DETAIL_TALISMAN,탈리스만,0
STAT_DETAIL_TALISMAN_BOOK,탈리스만 도감,0
STAT_DETAIL_TALISMAN_SET_BOOK,탈리스만 조합식,0
STAT_DODGE_RATE,회피율,0
STAT_DODGE_VALUE,회피,0
STAT_EXP,경험치,0
STAT_HIT_RATE,명중률,0
STAT_HIT_VALUE,명중,0
STAT_HP,HP,0
STAT_HP_RECOVERY,HP 회복,0
STAT_HP_STEAL_RATE,생명력 흡수,0
STAT_INVINCIBLE,무적,0
STAT_ITEM_DROP_RATE_ADD,아이템 드랍률 증가,0
STAT_MAGIC_ATTACK_POWER,마법 공격력,0
STAT_MAGIC_DEFENSE_POWER,마법 방어력,0
STAT_MAX_HP,최대 HP,0
STAT_MAX_MP,최대 MP,0
STAT_MOVE_SPEED,이동 속도,0
STAT_MOVE_SPEED_MUL,이동 속도,0
STAT_MP,MP,0
STAT_MP_COST_MUL,MP 비용 감소,0
STAT_MP_ROCOVERY,MP 회복,0
STAT_ONE_KILL,월킬,0
STAT_PENETRATION,관통,0
STAT_RESILIENCE,탄력,0
STAT_SMART,똑똑,0
STAT_STRONG,튼튼,0
STAT_ETC_PK_POINT,카오틱 수치,0
STYLE_PRIVIEW_LABEL,의복 미리보기,0
SUB_CHARACTER_HINT,다른 캐릭터를 육성해 보세요.,0
SUB_CHARACTER_NO_EFFECT,다른 캐릭터를 성장시키면 보너스 효과를 얻을 수 있습니다.,0
SYNCHRO_ENCHANT_DESC,"강화 레벨 8 이상의 장비 7개 이상 착용 시
추가 능력치 보너스를 받을 수 있습니다.",0
SYNCHRO_ENCHANT_FAILED,[Level]강화 장비 [Count]개 부족,1
TASK_COMPLETE_SCENE,[Task] 달성,0
TITLE_CHARACTER_CLASS,클래스,0
TITLEBUTTON_GAMESTART,게임 시작,0
TOPMENU_BUTTON_MAIL,알림함,0
TRANSFER_GUIDE,"전직 퀘스트를 완료 했습니다.
원하는 클래스를 선택하여 상위 클래스로 전직하세요.",0
TRANSFER_INFORMATION,"전직 퀘스트를 완료하면
상위 클래스로 전직 가능합니다.",0
TRANSFER_NOTIFY_TEXT,"<FontBlue>[ClassName]</>{[ClassName]|로,으로} 전직 하시겠습니까?",0
TRANSFER_SELECT_NOTIFY,전직할 클래스를 선택하세요.,0
TUTORIAL,튜토리얼,0
TUTORIAL_POPUP_MESSAGE,튜토리얼을 진행하시겠습니까?,0
TUTORIAL_POPUP_START,진행,0
UNSEAL_ALERT,"[[CrystalName]] [CrystalCount]를 사용하여 봉인해제 하시겠습니까?
봉인해제에 사용한 [CrystalName]{[CrystalName]|는,은} 사라집니다.",1
UNSEAL_COST,봉인해제 비용,0
UNSEAL_COUNT,봉인 횟수,0
UNSEAL_CRYSTAL_COUNT,필요 결정체 개수,0
UNSEAL_DESC,봉인 횟수가 증가할 수록 봉인해제에 필요한 결정체 개수와 비용이 크게 증가합니다,0
UNSEAL_IMPOSSIBLE,봉인해제할 수 없는 장비입니다.,1
UNSEAL_ITESELECT,봉인해제할 장비를 선택하세요,0
UNSEAL_NEXT_COST,다음 해제 비용,0
UNSEAL_RESULT,봉인해제 결과,0
UNSEAL_RESULT_DESC,"봉인이 해제되었습니다.
봉인해제 횟수가 누적될 수록 봉인해제에 필요한 비용이 증가합니다.",0
UPGRADE_ALERT,"[[Scroll]] [Count]개를 사용하여 강화하시겠습니까?
강화에 사용한 [Scroll]{[Scroll|는,은]} 사라집니다.",1
UPGRADE_FAIL,"봉인된 장비는 더 이상 강화할 수 없습니다.
하지만 어딘가에 봉인을 해제할 수 있는 방법이 있다고 합니다.",1
UPGRADE_IMPOSSIBLE,강화할 수 없는 장비입니다.,1
UPGRADE_ITESELECT,강화할 장비를 선택하세요,0
UPGRADE_MAX_LEVEL,최대 레벨의 아이템만 승급이 가능합니다.,0
UPGRADE_RESULT,강화결과,0
WORLD_CANNOT_LEAVE,전투 상태에서는 나갈 수 없습니다.,1
CHANNEL_CANNOT_LEAVE,전투 상태에서는 채널 이동을 할 수 없습니다.,0
WORLDMAP,월드맵,0
WORLDMAP_WHOLE,전체 대륙 지도,0
WORLDMAP_FILTER_GUILD,혈맹원 표시,0
WORLDMAP_FILTER_PARTY,파티원 표시,0
WORLDMAP_GUIDE_NPC,이동 가능한 NPC가 없습니다,1
WORLDMAP_GUIDE_PORTAL,이동 가능한 포탈이 없습니다,1
WORLDMAP_RESTRICT_MESSAGE ,지금은 월드맵을 이용할 수 없습니다.,0
WORLDMAP_MOVE_MESSAGE,해당 위치로 이동합니다.,0
WORLDMAP_SPOTINFO_EMPTY,알 수 있는 정보가 없습니다.,0
1TO1_CHAT,1:1대화,0
ABILITY_ENCHANT_SUCCEED_RATE,특성 강화 성공 확률,0
ABILITY_NAME_AND_DESC,[능력치 이름 : 능력치 설명],0
ABILITY_TEXT,특성:,0
ACCEPT_ALL,전체수락,0
ACCOUNT_ID,[계정 ID),0
ACHIEVEMENT_DESC,[업적 상세 설명],0
ACHIEVEMENT_EVENT_DESCRIPTION,"이벤트 기간동안 목표 강화 달성 시 선물이 펑펑! 
특정 장비의 강화 수치를 만족시킬 경우 푸짐한 보상을 드립니다",0
ACHIEVEMENT_GRADE,업적 등급,0
ACHIEVEMENT_LEVELUP_RESULT,업적 등급 상승,0
ACHIEVEMENT_LIST_NAME,[이벤트 달성 항목],0
ACHIEVEMENT_NAME,[업적 이름],0
ACHIEVEMENT_REWARD_LABEL,등급 보급품 내용,0
ACHIEVEMENT_REWARD_NOTICE,업적을 달성하면 업적 경험치를 얻을 수 있습니다.,0
ACHIEVEMENT_TITLE,[업적 타이틀],0
ACHIEVEMENT_TYPE,[업적 타입],0
ACQUIRE_CONTENTS,획득 경로,0
ACQUIRE_TIME,획득시간,0
ACTION_REPAYMENT,거래금 받기,0
ACTIVITY_TYPE,[활동 타입],0
ADD_EQUIP_OPTION,옵션개수 증가,0
ADD_NEW_ABILLITY,신규 특성 추가,0
ADD_SOULCRYSTAL_SOCKET,집혼석 소켓 증가,0
ADVENTURE_NAME,[모험 이름],0
ADVENTURE_SELECT,모험선택,0
ADVENTURE_START_REFUSE,모험 시작이 거절 되었습니다.,1
ALL_GREETING,모두 인사,0
ALL_HISTORY,전체 내역,0
ALL_RECEIVE,모두 받기,0
ANIMATION_MESSAGE,[애니메이션 메시지],0
ANNUITY_DESC,[연금형 상품 설명],0
ANNUITY_NAME,[연금형 상품 이름],0
ANNUITY_PRODUCT_NAME,[연금형 상품 이름],0
ANNUITY_PURCHASE_MESSAGE,[연금형 상품이름] 구입 완료!,0
ANNUITY_PURCHASE_NOTICE,즉시 구입 보상이 편지함으로 전달되었어요!,0
ANNUITY_RECEIVE_ALL_REWARD_NOTICE,모든 모험꾸러미 보상을 획득하였습니다!,0
APP_RECEIVE,받은신청,0
AREA_NAME,[지역 이름],0
ARMOR_TYPE,장비타입,0
ASK_GUILD,가입 요청 중,0
ASTLE_SIEGE_END,입찰 종료,0
AUCTION_AVAILABLE_SORT,구매 가능,0
AUCTION_BUY_ERROR,상품 구입 불가,1
AUCTION_CANCEL,판매 취소,0
AUCTION_CASH_ERROR_NOTICE,"상품을 구입하기 위한
블루 다이아가 부족합니다.",0
AUCTION_COMMON_ITEM_INFO,상품 정보,0
AUCTION_COMMON_PRICE,가격,0
AUCTION_COMMON_STATE,상태,0
AUCTION_COMMON_TIME,시간,0
AUCTION_ENROLL_REMAIN_TIME,남은 판매 시간,0
AUCTION_ENROLL_WAITING,등록 대기중,0
AUCTION_EQUIP_ERROR_NOTICE,"장비를 판매하기 위해서는
장착을 해제해야 합니다.",1
AUCTION_FAVORITE_EMPTY_NOTICE,찜한 상품이 없습니다.,1
AUCTION_ITEM_ERROR_NOTICE,거래 불가능한 아이템은 거래소에 등록할 수 없습니다.,1
AUCTION_LOG_EMPTY_NOTICE,거래 내역이 없습니다.,1
AUCTION_NAME_INPUT,검색할 이름을 입력해 주세요.,0
AUCTION_NAME_SEARCH,이름 검색,0
AUCTION_RECEIVE_ALL,모두 받기,0
AUCTION_RECEIVE_ITEM,장비 받기,0
AUCTION_REENTRANCE,재등록,0
AUCTION_RESULT,[경매 결과],0
AUCTION_SALE_COMPLETED,등록 만료,0
AUCTION_SELL_ERROR,상품 등록 불가,0
AUCTION_SELL_REMAIN_TIME,남은 판매 시간,0
AUCTION_WAITING_SORT,등록 대기,0
