Id,Type,GroupId,SwapPrint,SideType,ItemInfoId,LimitPeriod,LimitCount,ResultName,Param1,Param2,Param3,ItemCount,CostType,CostValue,EventId,MainType,UseConditionType,UseConditionParam,EventItemPeriodId
399,4,600003,0,2,910008,0,,,,,,1,25,,1,18,2,,
400,4,600003,0,1,600015,0,,,,,,1,25,,1,18,2,,
401,4,600003,0,1,600022,0,,,,,,1,25,,1,18,2,,
402,4,600003,0,1,600016,0,,,,,,1,25,,1,18,2,,
403,4,600003,0,0,,0,,,,,,,6,,1,18,2,,
404,4,600004,0,2,490019,0,,,,,,2,25,,1,18,2,,
405,4,600004,0,1,600016,0,,,,,,1,25,,1,18,2,,
406,4,600004,0,1,600025,0,,,,,,1,25,,1,18,2,,
407,4,600004,0,1,600028,0,,,,,,1,25,,1,18,2,,
408,4,600004,0,1,600015,0,,,,,,1,6,,1,18,2,,
409,4,600004,0,1,600032,0,,,,,,1,25,,1,18,2,,
410,4,600004,0,1,600015,0,,,,,,1,25,,1,18,2,,
411,4,600004,0,1,600028,0,,,,,,1,25,,1,18,2,,
412,4,600004,0,0,,0,,,,,,,6,,1,18,2,,
413,4,600005,0,2,400001,0,,,,,,300,25,,1,18,2,,
414,4,600005,0,1,600015,0,,,,,,1,25,,1,18,2,,
415,4,600005,0,1,600032,0,,,,,,1,25,,1,18,2,,
416,4,600005,0,1,600015,0,,,,,,1,25,,1,18,2,,
417,4,600005,0,1,600028,0,,,,,,1,25,,1,18,2,,
418,4,600005,0,0,,0,,,,,,,6,,1,18,2,,
419,4,600006,0,2,910233,0,,,,,,1,25,,1,18,2,,
420,4,600006,0,1,600034,0,,,,,,1,25,,1,18,2,,
421,4,600006,0,1,600023,0,,,,,,1,25,,1,18,2,,
422,4,600006,0,1,600011,0,,,,,,1,25,,1,18,2,,
423,4,600006,0,1,600029,0,,,,,,1,25,,1,18,2,,
424,4,600006,0,0,,0,,,,,,,6,,1,18,2,,
455,4,600015,0,2,910240,0,,,,,,1,25,,3,18,2,,
456,4,600015,0,1,600032,0,,,,,,1,25,,3,18,2,,
457,4,600015,0,1,600011,0,,,,,,1,25,,3,18,2,,
458,4,600015,0,1,600022,0,,,,,,1,25,,3,18,2,,
459,4,600015,0,1,600015,0,,,,,,1,25,,3,18,2,,
460,4,600015,0,1,600024,0,,,,,,1,25,,3,18,2,,
461,4,600015,0,1,600030,0,,,,,,1,25,,3,18,2,,
462,4,600015,0,1,600019,0,,,,,,1,25,,3,18,2,,
463,4,600015,0,1,600024,0,,,,,,1,25,,3,18,2,,
464,4,600015,0,1,600015,0,,,,,,1,25,,3,18,2,,
465,4,600015,0,0,,0,,,,,,,6,,3,18,2,,
466,4,600016,0,2,900011,0,,,,,,1,25,,3,18,2,,
467,4,600016,0,1,600022,0,,,,,,1,25,,3,18,2,,
468,4,600016,0,1,600019,0,,,,,,1,25,,3,18,2,,
469,4,600016,0,1,600024,0,,,,,,1,25,,3,18,2,,
470,4,600016,0,1,600015,0,,,,,,1,25,,3,18,2,,
471,4,600016,0,1,600011,0,,,,,,1,25,,3,18,2,,
472,4,600016,0,1,600017,0,,,,,,1,25,,3,18,2,,
473,4,600016,0,1,600015,0,,,,,,1,25,,3,18,2,,
474,4,600016,0,0,,0,,,,,,,6,,3,18,2,,
475,4,600017,0,2,910239,0,,,,,,1,25,,3,18,2,,
476,4,600017,0,1,600022,0,,,,,,1,25,,3,18,2,,
477,4,600017,0,1,600025,0,,,,,,1,25,,3,18,2,,
478,4,600017,0,1,600032,0,,,,,,1,25,,3,18,2,,
479,4,600017,0,1,600015,0,,,,,,1,25,,3,18,2,,
480,4,600017,0,0,,0,,,,,,,6,,3,18,2,,
481,4,600018,0,2,490066,0,,,,,,10,25,,3,18,2,,
482,4,600018,0,1,600030,0,,,,,,1,25,,3,18,2,,
483,4,600018,0,1,600030,0,,,,,,1,25,,3,18,2,,
484,4,600018,0,0,,0,,,,,,1,6,,3,18,2,,
604,4,600019,0,2,910249,0,,,,,,1,25,,4,18,2,,
605,4,600019,0,1,910246,0,,,,,,7,25,,4,18,2,,
606,4,600019,0,1,910247,0,,,,,,5,25,,4,18,2,,
607,4,600019,0,1,910248,0,,,,,,5,25,,4,18,2,,
608,4,600019,0,0,,0,,,,,,,6,,4,18,2,,
609,4,600020,0,2,910250,0,,,,,,1,25,,4,18,2,,
610,4,600020,0,1,910246,0,,,,,,7,25,,4,18,2,,
611,4,600020,0,1,910247,0,,,,,,9,25,,4,18,2,,
612,4,600020,0,1,910248,0,,,,,,9,25,,4,18,2,,
613,4,600020,0,1,910245,0,,,,,,1,25,,4,18,2,,
614,4,600020,0,0,,0,,,,,,,6,,4,18,2,,
615,4,600021,0,0,,0,,,,,,,6,,5,18,2,,
616,4,600021,0,2,490038,0,,,,,,1,25,,5,18,2,,
617,4,600021,0,1,10001,0,,,,,,800,25,,5,18,2,,
618,4,600022,0,0,,0,,,,,,,6,,5,18,2,,
619,4,600022,0,2,911013,0,,,,,,1,25,,5,18,2,,
620,4,600022,0,1,10001,0,,,,,,500,25,,5,18,2,,
621,4,600023,0,0,,0,,,,,,,6,,5,18,2,,
622,4,600023,0,2,911008,0,,,,,,1,25,,5,18,2,,
623,4,600023,0,1,10001,0,,,,,,400,25,,5,18,2,,
624,4,600024,0,0,,0,,,,,,,6,,5,18,2,,
625,4,600024,0,2,910237,0,,,,,,1,25,,5,18,2,,
626,4,600024,0,1,10001,0,,,,,,200,25,,5,18,2,,
627,4,600025,0,0,,0,,,,,,,6,,5,18,2,,
628,4,600025,0,2,911003,0,,,,,,1,25,,5,18,2,,
629,4,600025,0,1,10001,0,,,,,,150,25,,5,18,2,,
630,3,10001,0,0,,0,,,,,,,6,,,18,2,,
631,3,10001,0,2,910253,0,,,,,,1,25,,,18,2,,
632,3,10001,0,1,10001,0,,,,,,100,25,,,18,2,,
633,4,600026,0,0,,0,,,,,,,6,,6,18,2,,
634,4,600026,0,2,900017,0,,,,,,1,25,,6,18,2,,
635,4,600026,0,1,10004,0,,,,,,20,25,,6,18,2,,
636,4,600027,0,0,,0,,,,,,,6,,6,18,2,,
637,4,600027,0,2,911058,0,,,,,,1,25,,6,18,2,,
638,4,600027,0,1,10004,0,,,,,,30,25,,6,18,2,,
639,4,600028,0,0,,0,,,,,,,6,,6,18,2,,
640,4,600028,0,2,400000,0,,,,,,1,25,,6,18,2,,
641,4,600028,0,1,10004,0,,,,,,50,25,,6,18,2,,
642,4,600029,0,0,,0,,,,,,,6,,6,18,2,,
643,4,600029,0,2,911057,0,,,,,,1,25,,6,18,2,,
644,4,600029,0,1,10004,0,,,,,,100,25,,6,18,2,,
645,4,600030,0,0,,0,,,,,,,6,,2,18,2,,
646,4,600030,0,2,911065,0,,,,,,1,25,,2,18,2,,
647,4,600030,0,1,10006,0,,,,,,5,25,,2,18,2,,
648,4,600030,0,1,10008,0,,,,,,2,25,,2,18,2,,
649,4,600031,0,0,,0,,,,,,,6,,2,18,2,,
650,4,600031,0,2,912102,0,,,,,,1,25,,2,18,2,,
651,4,600031,0,1,10006,0,,,,,,12,25,,2,18,2,,
652,4,600031,0,1,10008,0,,,,,,5,25,,2,18,2,,
653,4,600031,0,1,10007,0,,,,,,3,25,,2,18,2,,
654,4,600031,0,1,10009,0,,,,,,3,25,,2,18,2,,
655,4,600032,0,0,,0,,,,,,,6,,2,18,2,,
656,4,600032,0,2,912101,0,,,,,,1,25,,2,18,2,,
657,4,600032,0,1,10006,0,,,,,,20,25,,2,18,2,,
658,4,600032,0,1,10008,0,,,,,,10,25,,2,18,2,,
659,4,600032,0,1,10007,0,,,,,,6,25,,2,18,2,,
660,4,600032,0,1,10009,0,,,,,,6,25,,2,18,2,,
661,3,10006,0,0,,0,,,,,,,6,,,18,2,,
662,3,10006,0,2,910214,0,,,,,,1,25,,,18,2,,
663,3,10006,0,1,10006,0,,,,,,3,25,,,18,2,,
664,3,10006,0,1,10007,0,,,,,,3,25,,,18,2,,
665,3,10006,0,1,10008,0,,,,,,3,25,,,18,2,,
666,3,10006,0,1,10009,0,,,,,,3,25,,,18,2,,
669,4,600033,0,0,,0,,,,,,,6,,3,18,2,,
670,4,600033,0,2,919003,0,,,,,,1,25,,3,18,2,,
671,4,600033,0,1,10030,0,,,,,,1,25,,3,18,2,,
672,4,600033,0,1,10029,0,,,,,,3,25,,3,18,2,,
673,4,600034,0,0,,0,,,,,,,6,,3,18,2,,
674,4,600034,0,2,911013,0,,,,,,1,25,,3,18,2,,
675,4,600034,0,1,10030,0,,,,,,1,25,,3,18,2,,
676,4,600034,0,1,10031,0,,,,,,3,25,,3,18,2,,
677,4,600035,0,0,,0,,,,,,,6,,3,18,2,,
678,4,600035,0,2,10030,0,,,,,,1,25,,3,18,2,,
679,4,600035,0,1,10011,0,,,,,,1,25,,3,18,2,,
680,4,600035,0,1,10012,0,,,,,,1,25,,3,18,2,,
681,4,600035,0,1,10013,0,,,,,,1,25,,3,18,2,,
682,4,600035,0,1,10014,0,,,,,,1,25,,3,18,2,,
683,4,600036,0,0,,0,,,,,,,6,,3,18,2,,
684,4,600036,0,2,10031,0,,,,,,1,25,,3,18,2,,
685,4,600036,0,1,10017,0,,,,,,1,25,,3,18,2,,
686,4,600036,0,1,10018,0,,,,,,1,25,,3,18,2,,
687,4,600036,0,1,10019,0,,,,,,1,25,,3,18,2,,
688,4,600036,0,1,10020,0,,,,,,1,25,,3,18,2,,
689,4,600036,0,1,10025,0,,,,,,1,25,,3,18,2,,
690,4,600036,0,1,10026,0,,,,,,1,25,,3,18,2,,
691,4,600036,0,1,10027,0,,,,,,1,25,,3,18,2,,
692,4,600036,0,1,10028,0,,,,,,1,25,,3,18,2,,
693,4,600038,0,0,,0,,,,,,,6,,3,18,2,,
694,4,600038,0,2,10029,0,,,,,,1,25,,3,18,2,,
695,4,600038,0,1,10015,0,,,,,,1,25,,3,18,2,,
696,4,600038,0,1,10016,0,,,,,,1,25,,3,18,2,,
697,4,600038,0,1,10021,0,,,,,,1,25,,3,18,2,,
698,4,600038,0,1,10022,0,,,,,,1,25,,3,18,2,,
699,4,600038,0,1,10023,0,,,,,,1,25,,3,18,2,,
700,4,600038,0,1,10024,0,,,,,,1,25,,3,18,2,,
801,4,600039,0,2,911057,0,,,,,,1,25,,4,18,2,,
802,4,600039,0,0,,0,,,,,,,23,2500,4,18,2,,
803,4,600040,0,2,490038,0,,,,,,1,25,,4,18,2,,
804,4,600040,0,0,,0,,,,,,,23,2500,4,18,2,,
809,4,600043,0,2,919055,0,,,,,,1,25,,4,18,2,,
810,4,600043,0,0,,0,,,,,,,23,100,4,18,2,,
811,4,600044,0,2,919056,0,,,,,,1,25,,4,18,2,,
812,4,600044,0,0,,0,,,,,,,23,100,4,18,2,,
813,4,600045,0,2,505016,0,,,,,,1,25,,4,18,2,,
814,4,600045,0,0,,0,,,,,,,23,100,4,18,2,,
867,4,600051,0,2,910205,0,,,,,,1,25,,4,18,2,,
868,4,600051,0,0,,0,,,,,,,23,250,4,18,2,,
869,4,600052,0,2,910237,0,,,,,,1,25,,4,18,2,,
870,4,600052,0,0,,0,,,,,,,23,200,4,18,2,,
871,4,600053,0,2,910221,0,,,,,,1,25,,4,18,2,,
872,4,600053,0,0,,0,,,,,,,23,100,4,18,2,,
817,4,600047,0,0,,0,,,,,,,6,,6,18,2,,
818,4,600047,0,2,919092,0,,,,,,1,25,,6,18,2,,
819,4,600047,0,1,10035,0,,,,,,2,25,,6,18,2,,
820,4,600047,0,1,10033,0,,,,,,5,25,,6,18,2,,
821,4,600047,0,1,10034,0,,,,,,2,25,,6,18,2,,
822,4,600047,0,1,10036,0,,,,,,2,25,,6,18,2,,
823,4,600048,0,0,,0,,,,,,,6,,6,18,2,,
824,4,600048,0,2,919093,0,,,,,,1,25,,6,18,2,,
825,4,600048,0,1,10035,0,,,,,,3,25,,6,18,2,,
826,4,600048,0,1,10033,0,,,,,,5,25,,6,18,2,,
827,4,600048,0,1,10037,0,,,,,,3,25,,6,18,2,,
828,3,600049,0,0,,0,,,,,,,6,,,18,2,,
829,3,600049,0,2,911033,0,,,,,,1,25,,,18,2,,
830,3,600049,0,1,10035,0,,,,,,1,25,,,18,2,,
831,3,600049,0,1,10033,0,,,,,,1,25,,,18,2,,
832,3,600049,0,1,10034,0,,,,,,1,25,,,18,2,,
833,3,600049,0,1,10036,0,,,,,,1,25,,,18,2,,
834,3,600049,0,1,10037,0,,,,,,1,25,,,18,2,,
835,4,600050,0,0,,0,,,,,,,6,,6,18,2,,
836,4,600050,0,2,919143,0,,,,,,1,25,,6,18,2,,
837,4,600050,0,1,10035,0,,,,,,3,25,,6,18,2,,
838,4,600050,0,1,10033,0,,,,,,5,25,,6,18,2,,
839,4,600050,0,1,10036,0,,,,,,3,25,,6,18,2,,
840,4,840,0,0,,0,,,,,,,6,,2,18,2,,
841,4,840,0,2,10043,0,,,,,,1,25,,2,18,2,,
842,4,840,0,1,10046,0,,,,,,5,25,,2,18,2,,
843,4,840,0,1,10038,0,,,,,,2,25,,2,18,2,,
844,4,840,0,1,10040,0,,,,,,2,25,,2,18,2,,
845,4,845,0,0,,0,,,,,,,6,,2,18,2,,
846,4,845,0,2,10044,0,,,,,,1,25,,2,18,2,,
847,4,845,0,1,10046,0,,,,,,7,25,,2,18,2,,
848,4,845,0,1,10039,0,,,,,,2,25,,2,18,2,,
849,4,845,0,1,10038,0,,,,,,3,25,,2,18,2,,
850,4,845,0,1,10041,0,,,,,,2,25,,2,18,2,,
851,4,851,0,0,,0,,,,,,,6,,2,18,2,,
852,4,851,0,2,10045,0,,,,,,1,25,,2,18,2,,
853,4,851,0,1,10046,0,,,,,,10,25,,2,18,2,,
854,4,851,0,1,10039,0,,,,,,3,25,,2,18,2,,
855,4,851,0,1,10040,0,,,,,,3,25,,2,18,2,,
856,4,851,0,1,10041,0,,,,,,3,25,,2,18,2,,
857,4,857,0,0,,0,,,,,,,6,,5,18,2,,
858,4,857,0,2,911065,0,,,,,,1,25,,5,18,2,,
859,4,857,0,1,10047,0,,,,,,30,25,,5,18,2,,
860,4,860,0,0,,0,,,,,,,6,,5,18,2,,
861,4,860,0,2,490023,0,,,,,,1,25,,5,18,2,,
862,4,860,0,1,10047,0,,,,,,50,25,,5,18,2,,
863,4,863,0,0,,0,,,,,,,6,,5,18,2,,
864,4,863,0,2,917001,0,,,,,,1,25,,5,18,2,,
865,4,863,0,1,10047,0,,,,,,100,25,,5,18,2,,
873,4,873,0,0,,0,,,,,,,6,,3,18,2,,
874,4,873,0,2,920141,0,,,,,,1,25,,3,18,2,,
875,4,873,0,1,10048,0,,,,,,50,25,,3,18,2,,
876,4,876,0,0,,0,,,,,,,6,,3,18,2,,
877,4,876,0,2,481105,0,,,,,,1,25,,3,18,2,,
878,4,876,0,1,10048,0,,,,,,100,25,,3,18,2,,
879,4,879,0,0,,0,,,,,,,6,,3,18,2,,
880,4,879,0,2,911064,0,,,,,,1,25,,3,18,2,,
881,4,879,0,1,10048,0,,,,,,300,25,,3,18,2,,
882,4,882,0,0,,0,,,,,,,6,,3,18,2,,
883,4,882,0,2,920142,0,,,,,,1,25,,3,18,2,,11
884,4,882,0,1,10048,0,,,,,,300,25,,3,18,2,,
885,4,885,0,0,,0,,,,,,,6,,3,18,2,,
886,4,885,0,2,1290003,0,,,,,,1,25,,3,18,2,,
887,4,885,0,1,10048,0,,,,,,500,25,,3,18,2,,
501,3,1001100,0,2,1000100,0,,{Param1} - 희귀 몬스터 소환석,말하는 섬,,,1,25,,,6,2,,
502,3,1001100,0,1,1001100,0,,,,,,20,25,,,6,2,,
503,3,1001100,0,0,,0,,,,,,,0,10000,,6,2,,
504,3,1001101,0,2,1000101,0,,{Param1} - 희귀 몬스터 소환석,글루디오,,,1,25,,,6,2,,
505,3,1001101,0,1,1001101,0,,,,,,20,25,,,6,2,,
506,3,1001101,0,0,,0,,,,,,,0,10000,,6,2,,
507,3,1001102,0,2,1000102,0,,{Param1} - 희귀 몬스터 소환석,디온,,,1,25,,,6,2,,
508,3,1001102,0,1,1001102,0,,,,,,20,25,,,6,2,,
509,3,1001102,0,0,,0,,,,,,,0,10000,,6,2,,
510,3,1001103,0,2,1000103,0,,{Param1} - 희귀 몬스터 소환석,기란,,,1,25,,,6,2,,
511,3,1001103,0,1,1001103,0,,,,,,20,25,,,6,2,,
512,3,1001103,0,0,,0,,,,,,,0,10000,,6,2,,
513,3,1001104,0,2,1000104,0,,{Param1} - 희귀 몬스터 소환석,오렌,,,1,25,,,6,2,,
514,3,1001104,0,1,1001104,0,,,,,,20,25,,,6,2,,
515,3,1001104,0,0,,0,,,,,,,0,10000,,6,2,,
519,3,1001201,0,2,1000201,0,,{Param1} - 보스 소환석,글루디오,,,1,25,,,6,2,,
520,3,1001201,0,1,1001201,0,,,,,,50,25,,,6,2,,
521,3,1001201,0,0,,0,,,,,,,0,50000,,6,2,,
522,3,1001202,0,2,1000202,0,,{Param1} - 보스 소환석,디온,,,1,25,,,6,2,,
523,3,1001202,0,1,1001202,0,,,,,,50,25,,,6,2,,
524,3,1001202,0,0,,0,,,,,,,0,50000,,6,2,,
525,3,1001203,0,2,1000203,0,,{Param1} - 보스 소환석,기란,,,1,25,,,6,2,,
526,3,1001203,0,1,1001203,0,,,,,,50,25,,,6,2,,
527,3,1001203,0,0,,0,,,,,,,0,50000,,6,2,,
1001,6,1000,0,1,500001,0,,,,,,10,25,,,18,2,,
1002,6,1000,0,1,500002,0,,,,,,10,25,,,18,2,,
1003,6,1000,0,1,500003,0,,,,,,5,25,,,18,2,,
1004,6,1004,0,1,500001,0,,,,,,20,25,,,18,2,,
1005,6,1004,0,1,500002,0,,,,,,20,25,,,18,2,,
1006,6,1004,0,1,500003,0,,,,,,10,25,,,18,2,,
1007,6,1007,0,1,500001,0,,,,,,30,25,,,18,2,,
1008,6,1007,0,1,500002,0,,,,,,30,25,,,18,2,,
1009,6,1007,0,1,500003,0,,,,,,15,25,,,18,2,,
1010,6,1010,0,1,500001,0,,,,,,20,25,,,18,2,,
1011,6,1010,0,1,500002,0,,,,,,20,25,,,18,2,,
1012,6,1010,0,1,500003,0,,,,,,10,25,,,18,2,,
1013,6,1013,0,1,500001,0,,,,,,40,25,,,18,2,,
1014,6,1013,0,1,500002,0,,,,,,40,25,,,18,2,,
1015,6,1013,0,1,500003,0,,,,,,20,25,,,18,2,,
1016,6,1016,0,1,500001,0,,,,,,60,25,,,18,2,,
1017,6,1016,0,1,500002,0,,,,,,60,25,,,18,2,,
1018,6,1016,0,1,500003,0,,,,,,30,25,,,18,2,,
1019,6,1019,0,1,500001,0,,,,,,30,25,,,18,2,,
1020,6,1019,0,1,500002,0,,,,,,30,25,,,18,2,,
1021,6,1019,0,1,500003,0,,,,,,20,25,,,18,2,,
1022,6,1022,0,1,500001,0,,,,,,60,25,,,18,2,,
1023,6,1022,0,1,500002,0,,,,,,60,25,,,18,2,,
1024,6,1022,0,1,500003,0,,,,,,30,25,,,18,2,,
1025,6,1025,0,1,500001,0,,,,,,90,25,,,18,2,,
1026,6,1025,0,1,500002,0,,,,,,90,25,,,18,2,,
1027,6,1025,0,1,500003,0,,,,,,45,25,,,18,2,,
2001,7,2001,0,2,505001,0,,,,,,1,25,,,18,2,,
2002,7,2001,0,1,500051,0,,,,,,3,25,,,18,2,,
2003,7,2001,0,1,500071,0,,,,,,5,25,,,18,2,,
2004,7,2001,0,0,,0,,,,,,,3,5,,18,2,,
2005,7,2005,0,2,505002,0,,,,,,1,25,,,18,2,,
2006,7,2005,0,1,500051,0,,,,,,3,25,,,18,2,,
2007,7,2005,0,1,500071,0,,,,,,5,25,,,18,2,,
2008,7,2005,0,0,,0,,,,,,,3,5,,18,2,,
2009,7,2009,0,2,505003,0,,,,,,1,25,,,18,2,,
2010,7,2009,0,1,500052,0,,,,,,3,25,,,18,2,,
2011,7,2009,0,1,500071,0,,,,,,5,25,,,18,2,,
2012,7,2009,0,0,,0,,,,,,,3,2,,18,2,,
2013,7,2013,0,2,505004,0,,,,,,1,25,,,18,2,,
2014,7,2013,0,1,500052,0,,,,,,3,25,,,18,2,,
2015,7,2013,0,1,500071,0,,,,,,5,25,,,18,2,,
2016,7,2013,0,0,,0,,,,,,,3,2,,18,2,,
2017,7,2017,0,2,505005,0,,,,,,1,25,,,18,2,,
2018,7,2017,0,1,500053,0,,,,,,1,25,,,18,2,,
2019,7,2017,0,1,500071,0,,,,,,2,25,,,18,2,,
2020,7,2017,0,0,,0,,,,,,,3,2,,18,2,,
2021,7,2021,0,2,505006,0,,,,,,1,25,,,18,2,,
2022,7,2021,0,1,500053,0,,,,,,2,25,,,18,2,,
2023,7,2021,0,1,500071,0,,,,,,3,25,,,18,2,,
2024,7,2021,0,0,,0,,,,,,,3,2,,18,2,,
2025,7,2025,0,2,505007,0,,,,,,1,25,,,18,2,,
2026,7,2025,0,1,500051,0,,,,,,10,25,,,18,2,,
2027,7,2025,0,1,500071,0,,,,,,20,25,,,18,2,,
2028,7,2025,0,0,,0,,,,,,,3,8,,18,2,,
2029,7,2029,0,2,505008,0,,,,,,1,25,,,18,2,,
2030,7,2029,0,1,500052,0,,,,,,7,25,,,18,2,,
2031,7,2029,0,1,500071,0,,,,,,15,25,,,18,2,,
2032,7,2029,0,0,,0,,,,,,,3,8,,18,2,,
2033,7,2033,0,2,505009,0,,,,,,1,25,,,18,2,,
2034,7,2033,0,1,500052,0,,,,,,2,25,,,18,2,,
2035,7,2033,0,1,500071,0,,,,,,5,25,,,18,2,,
2036,7,2033,0,0,,0,,,,,,,3,5,,18,2,,
2037,7,2037,0,2,505010,0,,,,,,1,25,,,18,2,,
2038,7,2037,0,1,500051,0,,,,,,5,25,,,18,2,,
2039,7,2037,0,1,500071,0,,,,,,10,25,,,18,2,,
2040,7,2037,0,0,,0,,,,,,,3,8,,18,2,,
2041,7,2041,0,2,505011,0,,,,,,1,25,,,18,2,,
2042,7,2041,0,1,500052,0,,,,,,5,25,,,18,2,,
2043,7,2041,0,1,500071,0,,,,,,10,25,,,18,2,,
2044,7,2041,0,0,,0,,,,,,,3,8,,18,2,,
2045,7,2045,0,2,505012,0,,,,,,1,25,,,18,2,,
2046,7,2045,0,1,500053,0,,,,,,10,25,,,18,2,,
2047,7,2045,0,1,500071,0,,,,,,15,25,,,18,2,,
2048,7,2045,0,0,,0,,,,,,,3,5,,18,2,,
2049,7,2049,0,2,505013,0,,,,,,1,25,,,18,2,,
2050,7,2049,0,1,500051,0,,,,,,6,25,,,18,2,,
2051,7,2049,0,1,500071,0,,,,,,10,25,,,18,2,,
2052,7,2049,0,0,,0,,,,,,,3,10,,18,2,,
2053,7,2053,0,2,505014,0,,,,,,1,25,,,18,2,,
2054,7,2053,0,1,500051,0,,,,,,5,25,,,18,2,,
2055,7,2053,0,1,500071,0,,,,,,8,25,,,18,2,,
2056,7,2053,0,0,,0,,,,,,,3,5,,18,2,,
2057,7,2057,0,2,505015,0,,,,,,1,25,,,18,2,,
2058,7,2057,0,1,500052,0,,,,,,5,25,,,18,2,,
2059,7,2057,0,1,500071,0,,,,,,8,25,,,18,2,,
2060,7,2057,0,0,,0,,,,,,,3,5,,18,2,,
2061,7,2061,0,2,505016,0,,,,,,1,25,,,18,2,,
2062,7,2061,0,1,500053,0,,,,,,2,25,,,18,2,,
2063,7,2061,0,1,500071,0,,,,,,3,25,,,18,2,,
2064,7,2061,0,0,,0,,,,,,,3,2,,18,2,,
2065,7,2065,0,2,440002,0,,,,,,1,25,,,18,2,,
2066,7,2065,0,1,500051,0,,,,,,2,25,,,18,2,,
2067,7,2065,0,1,500071,0,,,,,,5,25,,,18,2,,
2068,7,2065,0,0,,0,,,,,,,3,8,,18,2,,
2069,7,2069,0,2,440012,0,,,,,,1,25,,,18,2,,
2070,7,2069,0,1,500052,0,,,,,,2,25,,,18,2,,
2071,7,2069,0,1,500071,0,,,,,,5,25,,,18,2,,
2072,7,2069,0,0,,0,,,,,,,3,8,,18,2,,
2501,7,2501,0,2,505501,0,,,,,,1,25,,,18,2,,
2502,7,2501,0,1,500063,0,,,,,,3,25,,,18,2,,
2503,7,2501,0,1,500081,0,,,,,,5,25,,,18,2,,
2504,7,2501,0,0,,0,,,,,,,12,1000,,18,2,,
2505,7,2505,0,2,505502,0,,,,,,1,25,,,18,2,,
2506,7,2505,0,1,500062,0,,,,,,5,25,,,18,2,,
2507,7,2505,0,1,500081,0,,,,,,15,25,,,18,2,,
2508,7,2505,0,0,,0,,,,,,,12,1000,,18,2,,
2509,7,2509,0,2,505503,0,,,,,,1,25,,,18,2,,
2510,7,2509,0,1,500061,0,,,,,,4,25,,,18,2,,
2511,7,2509,0,1,500081,0,,,,,,10,25,,,18,2,,
2512,7,2509,0,0,,0,,,,,,,12,1000,,18,2,,
2513,7,2513,0,2,505504,0,,,,,,1,25,,,18,2,,
2514,7,2513,0,1,500063,0,,,,,,6,25,,,18,2,,
2515,7,2513,0,1,500081,0,,,,,,20,25,,,18,2,,
2516,7,2513,0,0,,0,,,,,,,12,1500,,18,2,,
2517,7,2517,0,2,505505,0,,,,,,1,25,,,18,2,,
2518,7,2517,0,1,500061,0,,,,,,8,25,,,18,2,,
2519,7,2517,0,1,500081,0,,,,,,30,25,,,18,2,,
2520,7,2517,0,0,,0,,,,,,,12,1500,,18,2,,
2521,7,2521,0,2,505506,0,,,,,,1,25,,,18,2,,
2522,7,2521,0,1,500062,0,,,,,,8,25,,,18,2,,
2523,7,2521,0,1,500081,0,,,,,,30,25,,,18,2,,
2524,7,2521,0,0,,0,,,,,,,12,1500,,18,2,,
2525,7,2525,0,2,505507,0,,,,,,1,25,,,18,2,,
2526,7,2525,0,1,500063,0,,,,,,15,25,,,18,2,,
2527,7,2525,0,1,500081,0,,,,,,45,25,,,18,2,,
2528,7,2525,0,0,,0,,,,,,,12,2000,,18,2,,
2529,7,2529,0,2,505508,0,,,,,,1,25,,,18,2,,
2530,7,2529,0,1,500061,0,,,,,,15,25,,,18,2,,
2531,7,2529,0,1,500081,0,,,,,,45,25,,,18,2,,
2532,7,2529,0,0,,0,,,,,,,12,2000,,18,2,,
485,3,450001,0,2,440001,0,,HP포션,,,,100,25,,,12,2,,
486,3,450001,0,1,450001,0,,,,,,50,25,,,12,2,,
487,3,450001,0,0,,0,,,,,,,0,5000,,12,2,,
488,3,450002,0,2,440011,0,,MP포션,,,,100,25,,,12,2,,
489,3,450002,0,1,450002,0,,,,,,50,25,,,12,2,,
490,3,450002,0,0,,0,,,,,,,0,5000,,12,2,,
491,3,450003,0,2,400001,0,,정령탄,,,,1000,25,,,12,2,,
492,3,450003,0,1,450003,0,,,,,,50,25,,,12,2,,
493,3,450003,0,0,,0,,,,,,,0,5000,,12,2,,
494,3,450004,0,2,910315,0,,아인하사드의 가호,,,,1,25,,,12,2,,
495,3,450004,0,1,450004,0,,,,,,50,25,,,12,2,,
496,3,450004,0,0,,0,,,,,,,0,5000,,12,2,,
701,3,480105,0,2,470005,0,,{Param1} 소환석,블랙베어,,,1,25,,,7,2,,
702,3,480105,0,1,480105,0,,,,,,100,25,,,7,2,,
703,3,480105,0,0,,0,,,,,,,6,,,7,2,,
704,3,480104,0,2,470004,0,,{Param1} 소환석,샤이닝레이디,,,1,25,,,7,2,,
705,3,480104,0,1,480104,0,,,,,,100,25,,,7,2,,
706,3,480104,0,0,,0,,,,,,,6,,,7,2,,
707,3,480103,0,2,470003,0,,{Param1} 소환석,쿠쿠린,,,1,25,,,7,2,,
708,3,480103,0,1,480103,0,,,,,,100,25,,,7,2,,
709,3,480103,0,0,,0,,,,,,,6,,,7,2,,
710,3,480106,0,2,470007,0,,{Param1} 소환석,갈기사자,,,1,25,,,7,2,,
711,3,480106,0,1,480106,0,,,,,,100,25,,,7,2,,
