Id,GroupId,Name,Type,DisplayLevel,Grade,EquipmentType1,EquipmentType2,WeaponType,ArmorType,Material,GachaInfoId,SoulCrystalType,PetEquipmentType,SummonGemGroupId,AcquirePerformanceType,AuctionSubGroupId,AuctionTradingUnit,IconTexture,MaxStackableCount,EffectType1,EffectParam1,EffectType2,EffectParam2,EffectType3,EffectParam3,BasicOptionGroupId,AbilityInfoPreviewId,AbilityInfoId,SellingPrice,ProvidingExp,RequiredAdena,CoolTime,Resource,AcquireContents1,AcquireContents2,AcquireContents3,AcquireContents4,AcquireContents5,TypeDesc,ClassType,LimitDesc,UsingDesc,Desc,UseType,UseLevel,MaxUseLevel,Rarity,VisualEffectId,InventoryType,BagType,LootEffect,UseClassTransfer,Usable,UseQuickSlot,Loadable,ItemInfoId,PeriodItem,ItemUseDesc,GuildWarehouseGrantRestrict,LimitBreakInfoId
410003,410003,장신구 강화주문서,0,,18,12,12,6,3,3,,9,4,,0,703,1,Icon_EnchantScroll_03,30000,253,,253,,253,,,,,1000,,,,,14,20,36,9,0,주문서,,,장신구를 강화하여 능력치를 올리는 주문서입니다.,,,,,0,,0,6,0,0,0,0,0,,,,0,
410004,410004,탑승펫 장비 강화주문서,67,,18,12,12,6,3,3,,9,4,,0,1204,1,Icon_PetEnchantScroll_01,30000,253,,253,,253,,,,,1000,,,,,20,36,9,0,0,주문서,,,탑승펫 장비를 강화하여 능력치를 올리는 주문서입니다.,,,,,0,,0,6,0,0,0,0,0,,,,0,
410011,410011,축복받은 무기 강화주문서,6,,18,12,12,6,3,3,,9,4,,1,704,1,Icon_EnchantScroll_04,30000,253,,253,,253,,,,,1000,,,,,12,9,47,40,,주문서,,,"무기를 강화하여 능력치를 올리는 주문서입니다.
확률로 +2이상의 수치가 오를 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
410012,410012,축복받은 방어구 강화주문서,5,,18,12,12,6,3,3,,9,4,,1,705,1,Icon_EnchantScroll_05,30000,253,,253,,253,,,,,1000,,,,,12,9,47,40,,주문서,,,"방어구를 강화하여 능력치를 올리는 주문서입니다.
확률로 +2이상의 수치가 오를 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
410013,410013,축복받은 장신구 강화주문서,4,,18,12,12,6,3,3,,9,4,,1,706,1,Icon_EnchantScroll_06,30000,253,,253,,253,,,,,1000,,,,,12,9,47,40,,주문서,,,"장신구를 강화하여 능력치를 올리는 주문서입니다.
확률로 +2이상의 수치가 오를 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
420001,420001,무기 승급석,20,,18,12,12,6,3,3,,9,4,,0,707,1,Icon_Asset_Upgrade_01,30000,253,,253,,253,,,,,1000,,,,,36,14,20,47,9,재료,,,무기를 다음 등급으로 승급할 때 사용됩니다.,,,,,0,,0,6,0,0,0,0,0,,,,0,
420002,420002,방어구 승급석,3,,18,12,12,6,3,3,,9,4,,0,708,1,Icon_Asset_Upgrade_02,30000,253,,253,,253,,,,,1000,,,,,36,14,20,47,9,재료,,,방어구를 다음 등급으로 승급할 때 사용됩니다.,,,,,0,,0,6,0,0,0,0,0,,,,0,
420003,420003,장신구 승급석,1,,18,12,12,6,3,3,,9,4,,0,709,1,Icon_Asset_Upgrade_03,30000,253,,253,,253,,,,,1000,,,,,36,14,20,47,9,재료,,,장신구를 다음 등급으로 승급할 때 사용됩니다.,,,,,0,,0,6,0,0,0,0,0,,,,0,
440001,440000,HP포션,13,,18,12,12,6,3,3,,9,4,,0,,,Icon_HpPotion_01,30000,50,3000,253,,253,,,,,30,,,15000,,10,26,,,,물약,,,HP를 소량 회복합니다.,,,,,0,100006,0,5,0,0,1,0,0,,,,0,
440002,440000,고급 HP포션,13,,18,12,12,6,3,3,,9,4,,0,,,Icon_HpPotion_02,30000,50,10000,253,,253,,,,,125,,,15000,,10,,,,,물약,,,HP를 대량 회복합니다.,,,,,0,100006,0,5,0,0,1,0,0,,,,0,
440003,440000,소형 HP포션,13,,18,12,12,6,3,3,,9,4,,0,,,Icon_HpPotion_02,30000,50,1500,253,,253,,,,,0,,,15000,,10,,,,,물약,,,HP를 소량 회복합니다.,,,,,0,100006,0,5,0,0,1,0,0,,,,0,
440004,440000,대형 HP포션,13,,18,12,12,6,3,3,,9,4,,0,,,Icon_HpPotion_02,30000,50,9000,253,,253,,,,,0,,,15000,,10,,,,,물약,,,"HP를 대량 회복합니다.
쿨타임은 다른 물약에 비해 깁니다.",,,,,0,100006,0,5,0,0,1,0,0,,,,0,
440011,440010,MP포션,15,,18,12,12,6,3,3,,9,4,,0,,,Icon_MpPotion_01,30000,64,3000,253,,253,,,,,30,,,15000,,10,26,,,,물약,,,MP를 소량 회복합니다.,,,,,0,100007,0,5,0,0,1,0,0,,,,0,
440012,440010,고급 MP포션,15,,18,12,12,6,3,3,,9,4,,0,,,Icon_MpPotion_02,30000,64,10000,253,,253,,,,,125,,,15000,,10,,,,,물약,,,MP를 대량 회복합니다.,,,,,0,100007,0,5,0,0,1,0,0,,,,0,
440013,440010,소형 MP포션,15,,18,12,12,6,3,3,,9,4,,0,,,Icon_MpPotion_02,30000,64,1500,253,,253,,,,,0,,,15000,,10,,,,,물약,,,MP를 소량 회복합니다.,,,,,0,100007,0,5,0,0,1,0,0,,,,0,
440014,440010,대형 MP포션,15,,18,12,12,6,3,3,,9,4,,0,,,Icon_MpPotion_02,30000,64,9000,253,,253,,,,,0,,,15000,,10,,,,,물약,,,"MP를 대량 회복합니다.
쿨타임은 다른 물약에 비해 깁니다.",,,,,0,100007,0,5,0,0,1,0,0,,,,0,
449999,449999,텔레포트 주문서,40,,18,12,12,6,3,3,,9,4,,0,907,1,UI_Icon_TeleportScroll,30000,253,,253,,253,,,,,500,,,,,10,31,,,,주문서,,,텔레포트에 사용됩니다.,,,,,0,,0,5,0,0,0,0,0,,,,0,
430001,430000,공격력 집혼석,23,,1,12,12,6,3,3,,2,4,,0,501,1,Icon_SoulCrystal_1,1,1,12,2,12,253,,5010101,,,50,,,,,19,,,,,집혼석,,,"무기와 장갑에 집혼 능력을 부여할 수 있습니다.
물리 공격력, 마법 공격력을 증가시킵니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430002,430000,공격력 집혼석,23,,2,12,12,6,3,3,,2,4,,0,501,1,Icon_SoulCrystal_2,1,1,27,2,27,253,,5020101,,,100,,,,,19,,,,,집혼석,,,"무기와 장갑에 집혼 능력을 부여할 수 있습니다.
물리 공격력, 마법 공격력을 증가시킵니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430003,430000,공격력 집혼석,23,,3,12,12,6,3,3,,2,4,,0,501,1,Icon_SoulCrystal_3,1,1,59,2,59,253,,5030101,,,500,,,,,19,9,,,,집혼석,,,"무기와 장갑에 집혼 능력을 부여할 수 있습니다.
물리 공격력, 마법 공격력을 증가시킵니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430004,430000,공격력 집혼석,23,,4,12,12,6,3,3,,2,4,,0,501,1,Icon_SoulCrystal_4,1,1,126,2,126,253,,5040101,,,1250,,,,,13,9,47,,,집혼석,,,"무기와 장갑에 집혼 능력을 부여할 수 있습니다.
물리 공격력, 마법 공격력을 증가시킵니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430005,430000,공격력 집혼석,23,,5,12,12,6,3,3,,2,4,,1,501,1,Icon_SoulCrystal_5,1,1,261,2,261,253,,5050101,,,2500,,,,,13,9,,,,집혼석,,,"무기와 장갑에 집혼 능력을 부여할 수 있습니다.
물리 공격력, 마법 공격력을 증가시킵니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430006,430000,공격력 집혼석,23,,6,12,12,6,3,3,,2,4,,1,501,1,Icon_SoulCrystal_6,1,1,529,2,529,253,,5060101,,,7500,,,,,13,9,,,,집혼석,,,"무기와 장갑에 집혼 능력을 부여할 수 있습니다.
물리 공격력, 마법 공격력을 증가시킵니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,2,0,0,0,0,,,,0,
430011,430010,방어력 집혼석,23,,1,12,12,6,3,3,,5,4,,0,502,1,Icon_SoulCrystal_7,1,21,14,22,14,253,,5110301,,,50,,,,,19,,,,,집혼석,,,"투구와 아머에 집혼 능력을 부여할 수 있습니다.
물리 방어력, 마법 방어력을 증가시킵니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430012,430010,방어력 집혼석,23,,2,12,12,6,3,3,,5,4,,0,502,1,Icon_SoulCrystal_8,1,21,31,22,31,253,,5120301,,,100,,,,,19,,,,,집혼석,,,"투구와 아머에 집혼 능력을 부여할 수 있습니다.
물리 방어력, 마법 방어력을 증가시킵니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430013,430010,방어력 집혼석,23,,3,12,12,6,3,3,,5,4,,0,502,1,Icon_SoulCrystal_9,1,21,67,22,67,253,,5130301,,,500,,,,,19,9,,,,집혼석,,,"투구와 아머에 집혼 능력을 부여할 수 있습니다.
물리 방어력, 마법 방어력을 증가시킵니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430014,430010,방어력 집혼석,23,,4,12,12,6,3,3,,5,4,,0,502,1,Icon_SoulCrystal_10,1,21,142,22,142,253,,5140301,,,1250,,,,,13,9,47,,,집혼석,,,"투구와 아머에 집혼 능력을 부여할 수 있습니다.
물리 방어력, 마법 방어력을 증가시킵니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430015,430010,방어력 집혼석,23,,5,12,12,6,3,3,,5,4,,1,502,1,Icon_SoulCrystal_11,1,21,294,22,294,253,,5150301,,,2500,,,,,13,9,,,,집혼석,,,"투구와 아머에 집혼 능력을 부여할 수 있습니다.
물리 방어력, 마법 방어력을 증가시킵니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430016,430010,방어력 집혼석,23,,6,12,12,6,3,3,,5,4,,1,502,1,Icon_SoulCrystal_12,1,21,595,22,595,253,,5160301,,,7500,,,,,13,9,,,,집혼석,,,"투구와 아머에 집혼 능력을 부여할 수 있습니다.
물리 방어력, 마법 방어력을 증가시킵니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,2,0,0,0,0,,,,0,
430021,430020,명중 집혼석,23,,1,12,12,6,3,3,,8,4,,0,504,1,Icon_SoulCrystal_19,1,29,8,253,,253,,5010101,,,50,,,,,19,,,,,집혼석,,,"신발과 목걸이에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430022,430020,명중 집혼석,23,,2,12,12,6,3,3,,8,4,,0,504,1,Icon_SoulCrystal_20,1,29,19,253,,253,,5020101,,,100,,,,,19,,,,,집혼석,,,"신발과 목걸이에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430023,430020,명중 집혼석,23,,3,12,12,6,3,3,,8,4,,0,504,1,Icon_SoulCrystal_21,1,29,41,253,,253,,5030101,,,500,,,,,19,9,,,,집혼석,,,"신발과 목걸이에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430024,430020,명중 집혼석,23,,4,12,12,6,3,3,,8,4,,0,504,1,Icon_SoulCrystal_22,1,29,86,253,,253,,5040101,,,1250,,,,,13,9,47,,,집혼석,,,"신발과 목걸이에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430025,430020,명중 집혼석,23,,5,12,12,6,3,3,,8,4,,1,504,1,Icon_SoulCrystal_23,1,29,179,253,,253,,5050101,,,2500,,,,,13,9,,,,집혼석,,,"신발과 목걸이에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430026,430020,명중 집혼석,23,,6,12,12,6,3,3,,8,4,,1,504,1,Icon_SoulCrystal_24,1,29,362,253,,253,,5060101,,,7500,,,,,13,9,,,,집혼석,,,"신발과 목걸이에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,2,0,0,0,0,,,,0,
430031,430030,회피 집혼석,23,,1,12,12,6,3,3,,1,4,,0,505,1,Icon_SoulCrystal_25,1,26,8,253,,253,,5110301,,,50,,,,,19,,,,,집혼석,,,"신발과 목걸이에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430032,430030,회피 집혼석,23,,2,12,12,6,3,3,,1,4,,0,505,1,Icon_SoulCrystal_26,1,26,19,253,,253,,5120301,,,100,,,,,19,,,,,집혼석,,,"신발과 목걸이에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430033,430030,회피 집혼석,23,,3,12,12,6,3,3,,1,4,,0,505,1,Icon_SoulCrystal_27,1,26,41,253,,253,,5130301,,,500,,,,,19,9,,,,집혼석,,,"신발과 목걸이에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430034,430030,회피 집혼석,23,,4,12,12,6,3,3,,1,4,,0,505,1,Icon_SoulCrystal_28,1,26,86,253,,253,,5140301,,,1250,,,,,13,9,47,,,집혼석,,,"신발과 목걸이에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430035,430030,회피 집혼석,23,,5,12,12,6,3,3,,1,4,,1,505,1,Icon_SoulCrystal_29,1,26,179,253,,253,,5150301,,,2500,,,,,13,9,,,,집혼석,,,"신발과 목걸이에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430036,430030,회피 집혼석,23,,6,12,12,6,3,3,,1,4,,1,505,1,Icon_SoulCrystal_30,1,26,362,253,,253,,5160301,,,7500,,,,,13,9,,,,집혼석,,,"신발과 목걸이에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,2,0,0,0,0,,,,0,
430041,430040,관통 집혼석,23,,1,12,12,6,3,3,,4,4,,0,508,1,Icon_SoulCrystal_43,1,101,20,253,,253,,5010101,,,50,,,,,19,,,,,집혼석,,,"반지에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430042,430040,관통 집혼석,23,,2,12,12,6,3,3,,4,4,,0,508,1,Icon_SoulCrystal_44,1,101,45,253,,253,,5020101,,,100,,,,,19,,,,,집혼석,,,"반지에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430043,430040,관통 집혼석,23,,3,12,12,6,3,3,,4,4,,0,508,1,Icon_SoulCrystal_45,1,101,98,253,,253,,5030101,,,500,,,,,19,9,,,,집혼석,,,"반지에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430044,430040,관통 집혼석,23,,4,12,12,6,3,3,,4,4,,0,508,1,Icon_SoulCrystal_46,1,101,207,253,,253,,5040101,,,1250,,,,,13,9,47,,,집혼석,,,"반지에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430045,430040,관통 집혼석,23,,5,12,12,6,3,3,,4,4,,1,508,1,Icon_SoulCrystal_47,1,101,428,253,,253,,5050101,,,2500,,,,,13,9,,,,집혼석,,,"반지에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430046,430040,관통 집혼석,23,,6,12,12,6,3,3,,4,4,,1,508,1,Icon_SoulCrystal_48,1,101,867,253,,253,,5060101,,,7500,,,,,13,9,,,,집혼석,,,"반지에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,2,0,0,0,0,,,,0,
430051,430050,탄력 집혼석,23,,1,12,12,6,3,3,,6,4,,0,509,1,Icon_SoulCrystal_49,1,102,20,253,,253,,5110301,,,50,,,,,19,,,,,집혼석,,,"귀걸이에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430052,430050,탄력 집혼석,23,,2,12,12,6,3,3,,6,4,,0,509,1,Icon_SoulCrystal_50,1,102,45,253,,253,,5120301,,,100,,,,,19,,,,,집혼석,,,"귀걸이에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430053,430050,탄력 집혼석,23,,3,12,12,6,3,3,,6,4,,0,509,1,Icon_SoulCrystal_51,1,102,98,253,,253,,5130301,,,500,,,,,19,9,,,,집혼석,,,"귀걸이에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430054,430050,탄력 집혼석,23,,4,12,12,6,3,3,,6,4,,0,509,1,Icon_SoulCrystal_52,1,102,207,253,,253,,5140301,,,1250,,,,,13,9,47,,,집혼석,,,"귀걸이에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430055,430050,탄력 집혼석,23,,5,12,12,6,3,3,,6,4,,1,509,1,Icon_SoulCrystal_53,1,102,428,253,,253,,5150301,,,2500,,,,,13,9,,,,집혼석,,,"귀걸이에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430056,430050,탄력 집혼석,23,,6,12,12,6,3,3,,6,4,,1,509,1,Icon_SoulCrystal_54,1,102,867,253,,253,,5160301,,,7500,,,,,13,9,,,,집혼석,,,"귀걸이에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,2,0,0,0,0,,,,0,
430061,430061,크리티컬 집혼석,23,,1,12,12,6,3,3,,7,4,,0,506,1,Icon_SoulCrystal_31,1,10,15,253,,253,,5010101,,,50,,,,,19,,,,,집혼석,,,"무기와 장갑에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430062,430061,크리티컬 집혼석,23,,2,12,12,6,3,3,,7,4,,0,506,1,Icon_SoulCrystal_32,1,10,34,253,,253,,5020101,,,100,,,,,19,,,,,집혼석,,,"무기와 장갑에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430063,430061,크리티컬 집혼석,23,,3,12,12,6,3,3,,7,4,,0,506,1,Icon_SoulCrystal_33,1,10,73,253,,253,,5030101,,,500,,,,,19,9,,,,집혼석,,,"무기와 장갑에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430064,430061,크리티컬 집혼석,23,,4,12,12,6,3,3,,7,4,,0,506,1,Icon_SoulCrystal_34,1,10,155,253,,253,,5040101,,,1250,,,,,13,9,47,,,집혼석,,,"무기와 장갑에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430065,430061,크리티컬 집혼석,23,,5,12,12,6,3,3,,7,4,,1,506,1,Icon_SoulCrystal_35,1,10,321,253,,253,,5050101,,,2500,,,,,13,9,,,,집혼석,,,"무기와 장갑에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430066,430061,크리티컬 집혼석,23,,6,12,12,6,3,3,,7,4,,1,506,1,Icon_SoulCrystal_36,1,10,650,253,,253,,5060101,,,7500,,,,,13,9,,,,집혼석,,,"무기와 장갑에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,2,0,0,0,0,,,,0,
430071,430071,크리티컬 저항 집혼석,23,,1,12,12,6,3,3,,0,4,,0,507,1,Icon_SoulCrystal_37,1,11,18,253,,253,,5110301,,,50,,,,,19,,,,,집혼석,,,"귀걸이에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430072,430071,크리티컬 저항 집혼석,23,,2,12,12,6,3,3,,0,4,,0,507,1,Icon_SoulCrystal_38,1,11,41,253,,253,,5120301,,,100,,,,,19,,,,,집혼석,,,"귀걸이에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430073,430071,크리티컬 저항 집혼석,23,,3,12,12,6,3,3,,0,4,,0,507,1,Icon_SoulCrystal_39,1,11,88,253,,253,,5130301,,,500,,,,,19,9,,,,집혼석,,,"귀걸이에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430074,430071,크리티컬 저항 집혼석,23,,4,12,12,6,3,3,,0,4,,0,507,1,Icon_SoulCrystal_40,1,11,187,253,,253,,5140301,,,1250,,,,,13,9,47,,,집혼석,,,"귀걸이에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430075,430071,크리티컬 저항 집혼석,23,,5,12,12,6,3,3,,0,4,,1,507,1,Icon_SoulCrystal_41,1,11,388,253,,253,,5150301,,,2500,,,,,13,9,,,,집혼석,,,"귀걸이에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430076,430071,크리티컬 저항 집혼석,23,,6,12,12,6,3,3,,0,4,,1,507,1,Icon_SoulCrystal_42,1,11,786,253,,253,,5160301,,,7500,,,,,13,9,,,,집혼석,,,"귀걸이에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,2,0,0,0,0,,,,0,
430081,430081,HP 집혼석,23,,1,12,12,6,3,3,,3,4,,0,503,1,Icon_SoulCrystal_13,1,58,9,253,,253,,5210101,,,50,,,,,19,,,,,집혼석,,,"투구와 아머에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430082,430081,HP 집혼석,23,,2,12,12,6,3,3,,3,4,,0,503,1,Icon_SoulCrystal_14,1,58,20,253,,253,,5220101,,,100,,,,,19,,,,,집혼석,,,"투구와 아머에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430083,430081,HP 집혼석,23,,3,12,12,6,3,3,,3,4,,0,503,1,Icon_SoulCrystal_15,1,58,44,253,,253,,5230101,,,500,,,,,19,9,,,,집혼석,,,"투구와 아머에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430084,430081,HP 집혼석,23,,4,12,12,6,3,3,,3,4,,0,503,1,Icon_SoulCrystal_16,1,58,94,253,,253,,5240101,,,1250,,,,,13,9,47,,,집혼석,,,"투구와 아머에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430085,430081,HP 집혼석,23,,5,12,12,6,3,3,,3,4,,1,503,1,Icon_SoulCrystal_17,1,58,196,253,,253,,5250101,,,2500,,,,,13,9,,,,집혼석,,,"투구와 아머에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,0,0,0,0,0,,,,0,
430086,430081,HP 집혼석,23,,6,12,12,6,3,3,,3,4,,1,503,1,Icon_SoulCrystal_18,1,58,397,253,,253,,5260101,,,7500,,,,,13,9,,,,집혼석,,,"투구와 아머에 집혼 능력을 부여할 수 있습니다.
몬스터의 혼이 깃들어 있는 크리스탈입니다.",,,,,0,,0,3,2,0,0,0,0,,,,0,
450001,450001,붉은색 약초,14,,18,12,12,6,3,3,,9,4,,0,605,10,Icon_Herb_01,30000,253,,253,,253,,,,,50,,,,,22,1,2,9,,재료,,,엘릭서를 제작할 때 사용되는 약초입니다.,,,,,0,,0,6,0,0,0,0,0,,,,0,
450002,450002,푸른색 약초,14,,18,12,12,6,3,3,,9,4,,0,606,10,Icon_Herb_02,30000,253,,253,,253,,,,,50,,,,,22,1,2,9,,재료,,,엘릭서를 제작할 때 사용되는 약초입니다.,,,,,0,,0,6,0,0,0,0,0,,,,0,
450003,450003,보라색 약초,14,,18,12,12,6,3,3,,9,4,,0,607,10,Icon_Herb_03,30000,253,,253,,253,,,,,50,,,,,22,1,2,9,,재료,,,엘릭서를 제작할 때 사용되는 약초입니다.,,,,,0,,0,6,0,0,0,0,0,,,,0,
450004,450004,노란색 약초,14,,18,12,12,6,3,3,,9,4,,0,608,10,Icon_Herb_04,30000,253,,253,,253,,,,,50,,,,,22,1,2,9,,재료,,,엘릭서를 제작할 때 사용되는 약초입니다.,,,,,0,,0,6,0,0,0,0,0,,,,0,
451001,451001,HP 엘릭서 Lv1,9,1,18,12,12,6,3,3,,9,4,,0,,,Icon_Elixir_01,30000,83,1,253,,253,,,,,0,,,,,,,,,,엘릭서,,,HP를 영구적으로 올려주는 엘릭서입니다.,,,,,0,,2,5,0,0,0,0,0,,,,0,
451002,451002,MP 엘릭서 Lv1,9,1,18,12,12,6,3,3,,9,4,,0,,,Icon_Elixir_02,30000,83,10,253,,253,,,,,0,,,,,,,,,,엘릭서,,,MP를 영구적으로 올려주는 엘릭서입니다.,,,,,0,,2,5,0,0,0,0,0,,,,0,
451003,451003,공격력 엘릭서 Lv1,9,1,18,12,12,6,3,3,,9,4,,0,,,Icon_Elixir_03,30000,83,19,253,,253,,,,,0,,,,,,,,,,엘릭서,,,"물리 공격력, 마법 공격력을 영구적으로 올려주는 엘릭서입니다.",,,,,0,,2,5,0,0,0,0,0,,,,0,
