Id,Name,ShopType,TabType,HighendEffect,LimitMinLevel,LimitMaxLevel,MasteryMinLevel,MasteryMaxLevel,NetmarbleSItemId,Display,DisplayOrder,DisplayType,DisplayTypeValue,IsGotcha,CostType,CostValue,DiscountRate,SpecialDiscountRate,PurchaseFree,PurchaseFreeTime,PurchaseLimit,LimitPeriodeValue,PurchaseLimitValue,LimitPeriodStart,LimitPeriodEnd,LeagueLimit,SupportVersion,IconTexture,IconTexture2,PromotionType,RecommendPackage,Desc,ReplacementProduct,Desc2,FlatRatePeriod,RetentionPeriod,EfficiencyRate
9653,하거인의 비전서 패키지,6,33,1,271,400,,,lineage2_package55,1,90,0,,0,4,,,,0,,3,,2,,,,,Image_SelectBox_SkillPoint_03,,25,0,"[하거인의 비전서 1개] [스킬 포인트 300개]
[레드다이아 200개] [고급 HP포션 20개]

>>보너스<<
[토파즈 10개]",0,,,,
9655,희귀아이템 특별 소환 패키지(구글),6,34,,,,,,lineage2_package57,1,9999,9,,0,4,,,,0,,8,,,,,,,Image_SelectBox_SkillPoint,,25,0,"[S등급 전용 희귀 장비 선택 상자 1개][승급석 선택 상자 10개]
[레드 다이아 500개][50,000아데나]",0,,,,
9657,엘릭서 스페셜 패키지,6,33,,,,,,lineage2_package59,1,1000,0,,0,4,,,,0,,4,,2,,,,,Image_SelectBox_Elixir3,,25,0,"[푸른색 약초 400개][붉은색 약초 400개]
[노란색 약초 400개][보라색 약초 400개]
[약초 선택 상자 400개][엘릭서 정수 선택 상자 40개]

>>보너스<<
[토파즈 30개]",0,,,,
9658,용사의 성장 패키지,6,33,,30,70,,,lineage2_package60,1,100,0,,0,4,,,,0,,5,,1,,,,,Item_Box_Boosting_01_Shop,,25,0,"50레벨 캐릭터의 적정 전투력과 아데나, 인벤토리를 한번에!!
[용사의 점핑 키트 1개] [용사의 장비 키트 1개]
[용사의 성장 키트 1개] [1,000,000 아데나]
[인벤토리 + 100칸] (최대 슬롯까지만 확장)
※ 자세한 내용은 레볼루션 소식을 확인해주세요.

>>보너스<<
[토파즈 30개]",0,,,,
9659,상급 용사의 성장 패키지,6,33,,50,400,,,lineage2_package61,1,200,0,,0,4,,,,0,,5,,1,,,,,Item_Box_Boosting_02_Shop,,25,0,"[SR등급 특성의 돌] [R등급 장비선택 상자 5개]
[S등급 장신구 선택 상자 5개] [용사의 점핑 집혼석 상자]
[1,000,000 아데나]

>>보너스<<
[토파즈 30개]",0,,,,
9667,매일 퀘스트 혜택 (28일),7,38,,,,,,lineage2_daily_neo1,1,1000,0,,0,4,,,,0,,8,,,,,,,Icon_Shop_Convenience_01,,25,0,"1. 퀘스트 스크롤 자동 수행 기능 제공
2. 주간 퀘스트 자동 수행 기능 제공
3. 매일 S등급 퀘스트 스크롤 상자 3개 지급
4. 구매 즉시 레드 다이아 1200개 지급",0,,28,,
9668,매일 사냥 혜택 (28일),7,39,,,,,,lineage2_daily_neo2,1,1000,0,,0,4,,,,0,,8,,,,,,,Icon_Shop_Convenience_02,,25,0,"1. 인벤토리 아이템 자동 판매 기능 제공
2. 아이템 드랍 확률 20% 증가 버프 제공 
3. 아데나 획득량 20% 증가 버프 제공
4. 매일 던전 소탕권 1장 지급
5. 매일 마일리지 20개 지급
6. 구매 즉시 레드 다이아 1200개 지급",0,,28,,
9673,혈맹 마프르 패키지,6,35,1,,,,,lineage2_package43,1,400,0,,0,4,,,,0,,3,,2,,,,,Image_SelectBox_Guild_04_Shop,,25,0,"1. 구매 캐릭터
[마프르의 가호 4개] [마프르의 가호 조각 50개]
[100,000 아데나]
>>보너스<<
[토파즈 50개]
2. 구매 캐릭터의 혈맹원 모두에게
[마프르의 가호 조각 25개]",0,,,,
9675,탑승펫 성장 패키지,6,36,,50,400,,,lineage2_package25,1,80,0,,0,4,,,,0,,3,,1,,,,,Image_SelectBox_GrowStone2,,25,0,"[육성석 1000개] [탑승펫 장비 강화주문서 20장]
[레드다이아 500개]

>>보너스<<
[토파즈 50개]",0,,,,
9676,영웅 망토 패키지,6,34,1,75,400,,,lineage2_package22,1,90,0,,0,4,,,,0,,5,,1,,,,,Image_SelectBox_Cape,,25,0,"[영웅의 망토 브로치]
[실타래 1000개] [마법 바늘 10개] [마법 옷감 10개]
[레드다이아 1000개]

>>보너스<<
[토파즈 100개]",0,,,,
9677,한정 장비 업그레이드 패키지,6,34,1,,,,,lineage2_package21,1,50,0,,0,4,,,,0,,5,,2,,,,,Image_SelectBox_UpgradeEquipment_01,,25,0,"[UR등급 특성의 돌]
[SR등급 장신구 특성의 돌 선택 상자 5개]
[SR등급 집혼석 연마제 10개]

>>보너스<<
[토파즈 100개]

※ SR등급 장신구 특성의 돌 선택 상자 사용 시 장신구 특성인 [강인함],[명상],[활력],[굳건함],[신속],[침착] 전용 특성의 돌 중 하나를 선택하여 획득할 수 있습니다.",0,,,,
9678,탑승펫 집중육성 패키지,6,36,1,50,400,,,lineage2_package20,1,60,0,,0,4,,,,0,,4,,1,,,,,Image_SelectBox_GrowStone3,,25,0,"[소환석 선택 상자 3개]
[SR등급 탑승펫 장비 선택 상자 1개]
[R등급 탑승펫 장비 선택 상자 3개]
[SR등급 탑승펫 장비 연마제 선택 상자 4개]
[토파즈 150개]

>>보너스<<
[토파즈 100개]

※ 소환석 선택 상자 사용 시
[블랙베어 소환석 10개],[샤이닝레이디 소환석 7개],[쿠쿠린 소환석 3개] 중 한 가지를 선택하여 획득할 수 있습니다.",0,,,,
9681,장신구 도전 패키지,6,34,1,,,,,lineage2_package11,1,35,0,,0,4,,,,0,,4,,2,,,,,Image_SelectBox_ItemCraft_Acc_01,,25,1,"[장신구 레시피 선택상자 5개] [장신구 결정체 5000개]
[금 주괴 40개] [비즈 선택 상자 40개]

>>보너스<<
[토파즈 100개]

※ 비즈 선택 상자 사용 시 장신구 UR 재료인 장신구 비즈 6종 중 1종을 선택하여 획득할 수 있습니다.",0,,,,
9688,황금 연마제 특별 패키지,6,34,,,,,,lineage2_package68,0,120,0,,0,4,,,,0,,3,,1,,,,,Image_SelectBox_EquipLevelMaterial_01,,25,0,"[황금 연마제 선택상자 1개]
[SR등급 연마제 선택상자 10개]
[SR등급 집혼석 연마제 3개]

>>보너스<<
[토파즈 30개]

※ 황금 연마제는 SR등급 장비에 사용 시 1아데나를 소모하고 즉시 30레벨을 달성할 수 있는 장비 레벨업 재료입니다.",0,,,,
9692,탈리스만 소환 상자 10개 패키지,6,37,,271,320,,,,0,30,0,,0,1,1500,,,0,,4,,15,,,,,Image_SelectBox_TalismanPack_02,,25,0,"[탈리스만 소환 상자 10개]
[75 마일리지] [50,000 아데나]",0,,,,
9693,탈리스만 소환 상자 21개 패키지,6,37,,271,320,,,,0,40,0,,0,1,3000,,,0,,4,,15,,,,,Image_SelectBox_TalismanPack_01,,25,0,"[탈리스만 소환 상자 21개]
[150 마일리지] [100,000 아데나]",0,,,,
9694,푸른 가호의 탈리스만 패키지,6,37,,271,320,,,lineage2_package16,0,1000,0,,0,4,,,,0,,3,,1,,,,,Image_SelectBox_Talisman_Blue_01,,25,0,"[푸른 가호의 탈리스만 1개][사냥꾼의 징표 5개]
[픽시의 날개 1개][탈리스만 소환 상자 15개]

>>보너스<<
[토파즈 50개]

1. 푸른 가호의 탈리스만
   ""고유 옵션: 레어스킬 데미지 감소""를 
   2개 보유한 푸른색 탈리스만
2. 사냥꾼의 징표, 픽시의 날개
   푸른 가호의 조합식 도감에 필요한 탈리스만",0,,,,
9695,붉은 파멸의 탈리스만 패키지,6,37,,271,320,,,lineage2_package24,0,1100,0,,0,4,,,,0,,3,,1,,,,,Image_SelectBox_Talisman_Red_01,,25,0,"[붉은 파멸의 탈리스만 1개][정복자의 영광 1개]
[정복자의 도전 1개][탈리스만 소환 상자 15개]

>>보너스<<
[토파즈 50개]

1. 붉은 파멸의 탈리스만
   ""고유 옵션: 레어스킬 데미지 감소 무시""를 
    2개 보유한 붉은색 탈리스만
2. 정복자의 영광, 정복자의 도전
   붉은 파멸의 조합식 도감에 필요한 탈리스만",0,,,,
9696,금빛 심안의 탈리스만 패키지,6,37,,271,320,,,lineage2_package09,0,1200,0,,0,4,,,,0,,3,,1,,,,,Image_SelectBox_Talisman_Gold_01,,25,0,"[금빛 심안의 탈리스만 1개][오렌의 상처 10개]
[픽시의 축복 1개][탈리스만 소환 상자 15개]

>>보너스<<
[토파즈 50개]

1. 금빛 심안의 탈리스만
   ""고유 옵션: 명중""을 2개 보유한 노란색 탈리스만
2. 오렌의 상처, 픽시의 축복
   금빛 심안의 조합식 도감에 필요한 탈리스만",0,,,,
9697,보라빛 바람의 탈리스만 패키지,6,37,,271,320,,,lineage2_package42,0,1300,0,,0,4,,,,0,,3,,1,,,,,Image_SelectBox_Talisman_Purple,,25,0,"[보라빛 바람의 탈리스만 1개][페어리의 날개조각 10개]
[아벤토의 역사 10개][탈리스만 소환 상자 15개]

>>보너스<<
[토파즈 50개]

1. 보라빛 바람의 탈리스만
   ""고유 옵션: 회피""를 2개 보유한 보라색 탈리스만
2. 페어리의 날개 조각, 아벤토의 역사
   보라빛 바람의 조합식 도감에 필요한 탈리스만",0,,,,
9698,캐릭터 이름 변경권,6,31,,,,,,lineage2_package36,1,2200,0,,0,4,,,,0,,5,,1,,,,,Icon_NicknameChange_Shop,,25,1,[캐릭터 이름 변경권],0,,,,
9699,한정! 레드다이아 슈퍼팩,6,31,1,,,,,lineage2_package46,1,200,0,,0,4,,,,0,,4,,2,,,,,Image_SelectBox_RedDia_01_Shop,,25,1,"[레드다이아 8000개]
[축복받은 강화주문서 선택상자 2개]
[엘릭서 정수 선택 상자 10개]

>>보너스<<
[토파즈 100개]",0,,,,
9700,행운의 레시피 패키지,6,34,1,,,,,lineage2_package23,1,500,0,,0,4,,,,0,,4,,3,,,,,Image_SelectBox_Recipe2_Shop,,25,0,"[희귀 레시피 선택 상자 1개]
[일반 레시피 선택 상자 2개]
[미확인 레시피 2개]
[장비 결정체 선택 상자(대) 2개]

>>보너스<<
[토파즈 100개]",0,,,,
9704,마법생물 방어구 패키지,6,34,,,,,,lineage2_package04,1,23,0,,0,4,,,,0,,5,,5,,,,,Image_SelectBox_Ability1,,25,0,"[SR등급 수호 방어구 선택상자 1개]
[SR등급 수호 특성의 돌 2개]
[200,000 아데나]
[수호 레시피 선택상자 2개]

>>보너스<<
[토파즈 50개]",0,,,,
9705,희귀 아이템 선택 패키지,6,34,,,,,,lineage2_package05,1,25,0,,0,4,,,,0,,4,,1,,,,,Image_SelectBox_RareItem2,,25,0,"[SR등급 희귀장비 선택 상자]
[레드다이아 2000개]
[100,000 아데나]

>>보너스<<
[토파즈 100개]",0,,,,
9709,혈맹 그랜드 패키지,6,35,1,,,,,lineage2_package44,1,1300,0,,0,4,,,,0,,4,,1,,,,,Image_SelectBox_Guild_06_Shop,,25,0,"1. 구매 캐릭터
[축복받은 강화주문서 선택상자 3개] [마프르의 가호 3개]
[레드다이아 2,000개] [장신구 레시피 선택상자 2개]
>>보너스<<
[토파즈 100개]

2. 구매 캐릭터의 혈맹원 모두에게
[UR제작용 재료 상자 2개] [탈리스만 소환상자 1개]",0,,,,
9710,승급석 초이스 패키지,6,34,1,,,,,lineage2_package4,1,150,0,,0,4,,,,0,,3,,2,,,,,Image_SelectBox_UpgradeEquipment_02,,25,0,"[승급석 묶음 상자 10개]
[빛나는 승급석 선택상자 2개]
[200,000 아데나]

>>보너스<<
[토파즈 30개]",0,,,,
9719,"스페셜!
축복받은 강화주문서 패키지",6,34,,,,,,lineage2_package13,1,100,0,,0,4,,,,0,,4,,2,,,,,Image_SelectBox_Enchant2,,25,1,"[축복받은 강화주문서 선택상자 15개]
[축복받은 강화주문서 상자 5개]
[마프르의 가호 2개]
[레드 다이아 1000개][토파즈 30개]

>>보너스<<
[토파즈 100개]",0,,,,
9721,최고급 보급품 패키지,6,33,1,,,,,lineage2_package66,1,10,0,,0,4,,,,0,,4,,2,,,,,Image_SelectBox_Supplies3_Shop,,25,0,"[고급 스킬북 페이지 선택상자 5개]
[보물파수꾼의 피리 5개]
[고급 HP 포션 200개]

>>보너스<<
[토파즈 50개]",0,,,,
9727,엘리트 방어구 패키지,6,34,,,,,,lineage2_package76,1,21,0,,0,4,,,,0,,5,,5,,,,,Image_SelectBox_Ability2_Shop,,25,0,"[SR등급 인내 방어구 선택상자 1개]
[SR등급 [인내] 특성의 돌 2개]
[200,000 아데나]
[인내 방어구 레시피 선택상자 2개]

>>보너스<<
[토파즈 50개]",0,,,,
9728,보스 방어구 패키지,6,34,,,,,,lineage2_package77,1,22,0,,0,4,,,,0,,5,,5,,,,,Image_SelectBox_Ability3_Shop,,25,0,"[SR등급 가호 방어구 선택상자 1개]
[SR등급 [가호] 특성의 돌 2개]
[200,000 아데나]
[가호 방어구 레시피 선택상자 2개]

>>보너스<<
[토파즈 50개]",0,,,,
9731,용족 방어구 패키지,6,34,,,,,,lineage2_package80,0,20,0,,0,4,,,,0,,5,,5,,,,,Image_SelectBox_Ability5,,25,1,"[SR등급 용린 방어구 선택상자 1개]
[SR등급 용린 특성의 돌 2개]
[200,000 아데나]
[용린 방어구 레시피 선택상자 2개]

>>보너스<<
[토파즈 50개]",0,,,,
9732,망토 초월 패키지,6,34,,75,320,,,lineage2_package81,0,24,0,,0,4,,,,0,,3,,2,,,,,Item_Box_Transcendence_Cape_Shop,,25,1,"[망토 초월의 돌 2개]
[500,000 아데나]

>>보너스<<
[토파즈 50개]",0,,,,
9733,탑승펫 초월 패키지,6,36,,50,320,,,lineage2_package82,0,50,0,,0,4,,,,0,,3,,2,,,,,Item_Box_Transcendence_Pet_Shop,,25,1,"[탑승펫 초월의 돌 3개]
[500,000 아데나]

>>보너스<<
[토파즈 50개]",0,,,,
9737,한정! 봄맞이 패키지,6,37,,,,,,lineage2_package86,0,20,0,,0,4,,,,0,,5,,1,,,,,Image_SelectBox_Season3,,25,1,"[희귀 탈리스만 선택상자 1개]
※ 탈리스만은 271레벨 이상, 2차 전직 후부터 장착이 가능합니다.
[3,000 레드다이아]
[마프르의 가호 10개]

>>보너스<<
[토파즈 100개]",0,,,,
9749,굳건한 가호의 탈리스만 패키지,6,37,,271,320,,,lineage2_package98,0,25,0,,0,4,,,,0,,3,,1,,,,,Image_SelectBox_Talisman_Ability1_Shop,,25,0,"[굳건한 가호의 탈리스만 (붉은색) 1개]
[굳건한 가호의 탈리스만 (파란색) 1개]
[정원의 조약돌 15개]
[악마의 흔적 5개]
[탈리스만 소환 상자 20개]

>>보너스<<
[토파즈 70개]

해당 상품에서 제공하는 굳건한 가호의 탈리스만에서는 아래 효과들을 확정적으로 보장합니다.

1. 굳건한 가호의 탈리스만 (붉은색)
   ""고유 효과: 최대 HP, 탄력""
   ""무작위효과: 탄력, 레어스킬 대미지 감쇄, 최대HP 확정보장"" 

2, 굳건한 가호의 탈리스만 (푸른색)
   ""고유 효과: 탄력, 레어스킬 대미지 감쇄""
   ""무작위효과: 레어스킬 대미지 감쇄, 탄력, 최대HP 확정보장""

※ 정원의 조약돌, 악마의 흔적
   [고급 조합식: 굳건한 가호의 조합식]에 필요한 탈리스만",0,,,,
9750,검붉은 파멸의 탈리스만 패키지,6,37,,271,320,,,lineage2_package99,0,26,0,,0,4,,,,0,,3,,1,,,,,Image_SelectBox_Talisman_Ability2_Shop,,25,0,"[검붉은 파멸의 탈리스만 (붉은색) 1개]
[검붉은 파멸의 탈리스만 (노란색) 1개]
[오래된 뼛조각 8개]
[마락스의 뿔 2개]
[자켄의 반지 1개]
[탈리스만 소환상자 20개]

>>보너스<<
[토파즈 70개]

해당 상품에서 제공하는 검붉은 파멸의 탈리스만에서는 아래 효과들을 확정적으로 보장합니다.

1. 검붉은 파멸의 탈리스만 (붉은색)
   ""고유 효과: 레어스킬 대미지 감쇄무시, 명중""
   ""무작위효과: 레어스킬 대미지 감쇄무시, 관통, 최대HP 확정보장""
    
2, 검붉은 파멸의 탈리스만 (노란색)
   ""고유 효과: 명중, 관통""
   ""무작위효과: 레어스킬 대미지 감쇄무시, 관통, 최대HP 확정보장""
    
※ 오래된 뼛조각, 마락스의 뿔, 자켄의 반지
   [고급 조합식: 검붉은 파멸의 조합식]에 필요한 탈리스만",0,,,,
9751,들끓는 격노의 탈리스만 패키지,6,37,,271,320,,,lineage2_package100,0,27,0,,0,4,,,,0,,3,,1,,,,,Image_SelectBox_Talisman_Ability3_Shop,,25,0,"[들끓는 격노의 탈리스만 (노란색) 1개]
[들끓는 격노의 탈리스만 (보라색) 1개]
[페어리의 눈물 5개]
[마샤의 부채 2개]
[용의 비늘조각 5개]
[탈리스만 소환 상자 20개]

>>보너스<<
[토파즈 70개]

해당 상품에서 제공하는 들끓는 격노의 탈리스만에서는 아래 효과들을 확정적으로 보장합니다.

1. 들끓는 격노의 탈리스만 (노란색)
   ""고유 효과: 크리티컬, 최대 HP""
   ""무작위효과: 크리티컬, 관통, 최대HP 확정보장""

2, 들끓는 격노의 탈리스만 (보라색)
   ""고유 효과: 회피, 관통""
   ""무작위효과: 크리티컬, 관통, 최대HP 확정보장"" 

※ 페어리의 눈물, 마샤의 부채, 용의 비늘조각
   [고급 조합식: 들끓는 격노의 조합식]에 필요한 탈리스만",0,,,,
9764,한정! 성장 스피드업 패키지,6,33,,150,400,,,lineage2_package06,1,7,0,,0,4,,,,0,,5,,1,,,,,Item_Box_Boosting_03_Shop,,25,1,"[고급 점핑 업적 물약 (50,000점) 1개]
[고급 점핑 명예 물약 (2,000점) 1개]
[엘릭서 정수 묶음 상자 30개]
[약초 묶음 상자 120개]

>>보너스<<
[토파즈 30개]",0,,28,,
9765,토벌의 망토 브로치 패키지,6,34,,75,400,,,,1,1000,0,,0,0,3000000,,,0,,3,,1,,,,,UI_Icon_CapeActiveMaterial_Private_02_Shop,,25,0,"토벌의 망토를 획득 또는 초월할 수 있는 아이템입니다.
[토벌의 망토 브로치] [실타래 10개]

※ 실타래는 망토를 성장시킬 수 있는 아이템입니다.",0,,,,
9766,정원의 망토 브로치 패키지,6,34,,75,400,,,,1,1100,0,,0,0,3000000,,,0,,3,,1,,,,,UI_Icon_CapeActiveMaterial_Private_01_Shop,,25,0,"정원의 망토를 획득 또는 초월할 수 있는 아이템입니다.
[정원의 망토 브로치] [실타래 10개]

※ 실타래는 망토를 성장시킬 수 있는 아이템입니다.",0,,,,
9767,무기 수집 패키지,6,34,,,,,,lineage2_package65,0,19,0,,0,4,,,,0,,5,,2,,,,,Image_SelectBox_Ability4_Shop,,25,0,"[SR등급 전용 무기 선택 상자 2개]
[SR등급 일반무기 전용 특성의 돌 선택상자 2개]
[200,000 아데나]

>>보너스<<
[토파즈 50개]

※ SR등급 전용 무기 선택 상자
    - 신규 용족 특성(용격) 무기가 추가 되었습니다.
※ SR등급 일반 무기 전용 특성의 돌 선택상자
    - 신규 용족 특성(용격) 특성의 돌이 추가 되었습니다.",0,,,,
9768,한정! 아데나 특별 패키지,6,31,1,,,,,lineage2_package29,1,10,0,,0,4,,,,0,,5,,3,,,,,Image_SelectBox_Adena_Event1,,25,1,"[1,500,000 아데나]

>>보너스<<
[토파즈 30개]",0,,,,
9775,뉴히어로 모험가 패키지,6,32,1,16,400,,,lineage2_package02,1,400,0,,0,4,,,,0,,5,,2,,,,,Image_SelectBox_Event9,,25,0,"[R등급 희귀 무기 선택 상자 1개]
[R등급 희귀 방어구 선택 상자 1개]
[레드다이아 1500개]
[SR등급 집혼석 선택 상자 3개]

>>보너스<<
[토파즈 100개]",0,,,,
9776,엘리트 모험가 패키지,6,32,1,121,400,,,lineage2_package14,1,70,0,,0,4,,,,0,,5,,1,,,,,Image_SelectBox_Elite,,25,0,"[레드 다이아 2000개] 
[마프르의 가호 3개]
[SR등급 특성의 돌 1개]

>>보너스<<
[토파즈 100개]",0,,,,
9777,노블리스 모험가 패키지,6,32,1,151,400,,,lineage2_package26,1,501,0,,0,4,,,,0,,5,,1,,,,,Image_SelectBox_Noblesse,,25,0,"[레드 다이아 2000개] 
[SR등급 초월의 돌 1개] [SR등급 특성의 돌 1개]
[200,000 아데나]

>>보너스<<
[토파즈 100개]",0,,,,
9778,레전더리 모험가 패키지,6,32,1,301,400,,,lineage2_package33,1,50,0,,0,4,,,,0,,5,,1,,,,,Image_SelectBox_Legendary,,25,0,"[보물 파수꾼 버프 아이템 10개]
[고급 스킬북 페이지 선택상자 10개] [마프르의 가호 10개]
[하거인의 비전서 5개] [탈리스만 소환 상자 20개]

>>보너스<<
[토파즈 100개]

※ 보물 파수꾼 버프 아이템 사용 시 보물 파수꾼의 등장 확률이 일정시간 동안 증가합니다.",0,,,,
9779,얼티밋 모험가 패키지,6,32,1,261,400,,,lineage2_package12,1,40,0,,0,4,,,,0,,5,,1,,,,,Image_SelectBox_Ultimate,,25,0,"[희귀 레시피 선택 상자 2개] [일반 레시피 선택 상자 5개]
[UR등급 특성의 돌 1개] [마법 바늘 20개] [마법 옷감 5개]
[레드 다이아 2000개]

>>보너스<<
[토파즈 100개]",0,,,,
9780,네오 플래티넘 모험가 패키지,6,32,1,181,400,,,lineage2_package38,1,85,0,,0,4,,,,0,,5,,1,,,,,Image_SelectBox_Event7,,25,0,"[레드다이아 2000개]
[SR등급 초월의 돌 2개]
[마프르의 가호 15개]
[500,000 아데나]
[장비 결정체 선택상자(대) 5개]
[SR등급 집혼석 선택상자 5개]

>>보너스<<
[토파즈 100개]",0,,,,
9781,네오 마스터 모험가 패키지,6,32,1,221,400,,,lineage2_package39,1,90,0,,0,4,,,,0,,5,,1,,,,,Image_SelectBox_Event8,,25,0,"[레드다이아 2000개]
[UR등급 초월의 돌 1개]
[축복받은 강화주문서 선택상자 10개]
[미확인 레시피 5개]
[UR등급 특성의 돌 1개]

>>보너스<<
[토파즈 100개]",0,,,,
9782,스페셜! 마프르의 가호 패키지,6,34,1,,,,,lineage2_package10,1,300,0,,0,4,,,,0,,8,,,,,,,Image_SelectBox_Enchant_03,,25,1,"[마프르의 가호 13개]
[강화주문서 묶음 상자 5개]
[토파즈 30개]

>>보너스<<
[토파즈 100개]",0,,,,
10001,HP포션 10개,1,1,,,,,,,0,300,10,,0,7,40,,,0,,0,,,,,,,Icon_Shop_HpPotion_01,,25,0,사용 시 HP를 소량 회복합니다.,0,,,,
10002,MP포션 10개,1,1,,,,,,,0,500,10,,0,7,40,,,0,,0,,,,,,,Icon_Shop_MpPotion_01,,25,0,사용 시 MP를 소량 회복합니다.,0,,,,
10003,정령탄 250개,1,1,,,,,,,0,800,10,,0,7,80,,,0,,0,,,,,,,Icon_SoulShot_01,,25,0,사용 시 정령의 빛이 무기에 깃들어 데미지를 증가시킵니다.,0,,,,
10020,속죄의 십자가,1,1,,,,,,,0,2000,10,,0,7,300,,,0,,2,,3,,,,,Icon_PkPointReducer,,25,0,"캐릭터의 카오 수치를 차감시켜 줍니다.
한번 사용에 3의 카오 수치가 감소되며 하루 3번만 사용 가능합니다.",0,,,,
10023,연금술의 서 - 빛나는 무기 승급석,1,1,,,,,,,0,210,10,,0,7,1000,,,0,,2,,1,,,,,Icon_Combine_Asset_Upgrade_04_Shop,,25,0,빛나는 무기 승급석 조합식이 적혀있는 문서. 무기 승급석 10개와 조합하여 빛나는 무기 승급석을 획득할 수 있습니다.,0,,,,
10024,연금술의 서 - 빛나는 방어구 승급석,1,1,,,,,,,0,400,10,,0,7,1000,,,0,,2,,1,,,,,Icon_Combine_Asset_Upgrade_05_Shop,,25,0,빛나는 방어구 승급석 조합식이 적혀있는 문서. 방어구 승급석 10개와 조합하여 빛나는 방어구 승급석을 획득할 수 있습니다.,0,,,,
10025,연금술의 서 - 빛나는 장신구 승급석,1,1,,,,,,,0,700,10,,0,7,1000,,,0,,2,,1,,,,,Icon_Combine_Asset_Upgrade_06_Shop,,25,0,빛나는 장신구 승급석 조합식이 적혀있는 문서. 장신구 승급석 10개와 조합하여 빛나는 장신구 승급석을 획득할 수 있습니다.,0,,,,
10029,붉은 스타 스톤 100개,1,1,,,,,,,0,150,10,,0,7,300,,,0,,2,,2,,,,,Icon_GemStoneRed_01_Shop,,25,0,혈맹 던전 초기화에 사용됩니다.,0,,,,
10030,사랑해 폭죽,1,1,,,,,,,0,3000,10,,0,7,100,,,0,,8,,,,,,,Icon_Firework_04_Shop,,25,0,고백 성공률 100%를 보장하는 연인들을 위한 특별한 폭죽입니다.,0,,,,
10031,은하수 폭죽,1,1,,,,,,,0,3100,10,,0,7,100,,,0,,8,,,,,,,Icon_Firework_02_Shop,,25,0,반짝반짝 눈부신 별의 무리를 볼 수 있는 은하수 폭죽입니다.,0,,,,
10032,우정포인트 선물 상자,1,1,,,,,,,0,100,10,,0,7,100,,,1,600,2,,3,,,,,Icon_GachaItem_Friendship_01_shop,,25,0,"최대 SR등급 장비와 각종 성장 재료
획득 가능!",0,,,,
11001,매일 받는 아데나 꾸러미(28일),7,20,,,,,,lineage2_daily_4,0,100,10,,0,4,,,,0,,8,,,,,,,Icon_Shop_Dia_10,Ui_DiamondShop_Item_Adena_512,25,0,"즉시 50 블루다이아!
매일 20,000 아데나!
+ 매일받기 10회마다 10 블루다이아!",0,"총 560,000 아데나!",28,3,
11002,매일 받는 아데나 꾸러미II (28일),7,30,,,,,,lineage2_package56,0,100,10,,0,4,,,,0,,8,,,,,,,Icon_Shop_Dia_14,Ui_DiamondShop_Item_Adena_512_02,25,0,"즉시 500,000 아데나!
매일 130,000 아데나!
+ 매일받기 10회마다 200 레드다이아!",0,"총 4,140,000 아데나!",28,3,
91001,명예의 소환 상자 1개,5,23,,,,,,,0,100,10,,0,16,15,,,0,,8,,,,,,,Image_SelectBox_Honor1_Shop,,25,0,"영웅의 장신구, 특성의돌 재료, UR등급 영웅의 장신구 재료, 전용 탈리스만 등 다양한 보상을 랜덤하게 획득 가능!",0,,,,
91002,명예의 소환 상자 10+1개,5,23,1,,,,,,0,200,10,,0,16,150,,,0,,8,,,,,410,,Image_SelectBox_Honor1_Shop,,25,0,"영웅의 장신구, 특성의돌 재료, UR등급 영웅의 장신구 재료, 전용 탈리스만 등 다양한 보상을 랜덤하게 획득 가능!",0,,,,
91013,명예의 소환 상자 1개,5,23,,,,,,,0,210,10,,0,1,100,,,0,,2,,1,,,,,Image_SelectBox_Honor1_Shop,,25,0,"영웅의 장신구, 특성의돌 재료, UR등급 영웅의 장신구 재료, 전용 탈리스만 등 다양한 보상을 랜덤하게 획득 가능!",0,,,,
91014,명예의 소환 상자 10+1개,5,23,1,,,,,,0,220,10,,0,1,1000,,,0,,2,,1,,,410,,Image_SelectBox_Honor1_Shop,,25,0,"영웅의 장신구, 특성의돌 재료, UR등급 영웅의 장신구 재료, 전용 탈리스만 등 다양한 보상을 랜덤하게 획득 가능!",0,,,,
91003,A등급 영웅의 귀걸이,5,23,,,,,,,0,300,10,,0,16,370,,,0,,5,,3,,,413,,Acc_Earring_Hero_01_A_Shop,,25,0,전장에서 공격속도가 상승하는 특성이 적용된 귀걸이 입니다.,0,,,,
91004,S등급 영웅의 귀걸이,5,23,1,,,,,,0,400,10,,0,16,500,,,0,,5,,3,,,416,,Acc_Earring_Hero_01_S_Shop,,25,0,전장에서 공격속도가 상승하는 특성이 적용된 귀걸이 입니다.,0,,,,
91015,A등급 영웅의 반지,5,23,,,,,,,0,410,10,,0,16,370,,,0,,5,,3,,,413,,Acc_ring_Hero_01_A_Shop,,25,0,전장에서 공격속도가 상승하는 특성이 적용된 반지 입니다.,0,,,,
91016,S등급 영웅의 반지,5,23,1,,,,,,0,420,10,,0,16,500,,,0,,5,,3,,,416,,Acc_ring_Hero_01_S_Shop,,25,0,전장에서 공격속도가 상승하는 특성이 적용된 반지 입니다.,0,,,,
