Id,Nme,Desc,TaskType,NpcAutoMoveID,TaskCount,RewardExp,RewardAdena,RewardIcon,MissionIcon
323,윈다우드 장원 글루디오 베어공략,글루디오 베어 15회 처치하기,83,10060,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
324,윈다우드 장원 투렉 오크 전투병공략,투렉 오크 전투병 15회 처치하기,83,10244,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
325,윈다우드 장원 투렉 오크 돌격병공략,투렉 오크 돌격병 15회 처치하기,83,10245,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
326,윈다우드 장원 투렉 오크 경비병공략,투렉 오크 경비병 15회 처치하기,83,10056,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
327,윈다우드 장원 투렉 오크 사수공략,투렉 오크 사수 15회 처치하기,83,10061,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
328,윈다우드 장원 사나운 투렉 군견공략,사나운 투렉 군견 15회 처치하기,83,10062,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
329,윈다우드 장원 투렉 오크 십인대장공략,투렉 오크 십인대장 15회 처치하기,83,10246,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
330,윈다우드 장원 투렉 오크 사수공략,투렉 오크 사수 15회 처치하기,83,10061,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
331,윈다우드 장원 사나운 투렉 군견공략,사나운 투렉 군견 15회 처치하기,83,10062,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
332,윈다우드 장원 투렉 오크 십인대장공략,투렉 오크 십인대장 15회 처치하기,83,10246,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
333,윈다우드 장원 투렉 오크 제단경비병공략,투렉 오크 제단경비병 15회 처치하기,83,10247,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
334,윈다우드 장원 투렉 오크 정찰병공략,투렉 오크 정찰병 15회 처치하기,83,10248,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
335,윈다우드 장원 투렉 오크 궁병공략,투렉 오크 궁병 15회 처치하기,83,10249,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
336,윈다우드 장원 투렉 오크 호위병공략,투렉 오크 호위병 15회 처치하기,83,10250,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
337,윈다우드 장원 투렉 오크 정예병공략,투렉 오크 정예병 15회 처치하기,83,10251,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
338,윈다우드 장원 투렉 오크 제단경비병공략,투렉 오크 제단경비병 15회 처치하기,83,10247,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
339,윈다우드 장원 투렉 오크 정찰병공략,투렉 오크 정찰병 15회 처치하기,83,10248,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
340,윈다우드 장원 투렉 오크 궁병공략,투렉 오크 궁병 15회 처치하기,83,10249,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
341,윈다우드 장원 투렉 오크 호위병공략,투렉 오크 호위병 15회 처치하기,83,10250,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
342,윈다우드 장원 투렉 오크 정예병공략,투렉 오크 정예병 15회 처치하기,83,10251,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
343,윈다우드 장원 투렉 오크 제단경비병공략,투렉 오크 제단경비병 15회 처치하기,83,10247,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
344,윈다우드 장원 투렉 오크 정찰병공략,투렉 오크 정찰병 15회 처치하기,83,10248,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
345,윈다우드 장원 투렉 오크 궁병공략,투렉 오크 궁병 15회 처치하기,83,10249,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
346,윈다우드 장원 투렉 오크 호위병공략,투렉 오크 호위병 15회 처치하기,83,10250,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
347,윈다우드 장원 투렉 오크 정예병공략,투렉 오크 정예병 15회 처치하기,83,10251,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
348,윈다우드 장원 투렉 오크 제단경비병공략,투렉 오크 제단경비병 15회 처치하기,83,10247,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
349,윈다우드 장원 투렉 오크 정찰병공략,투렉 오크 정찰병 15회 처치하기,83,10248,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
350,윈다우드 장원 투렉 오크 궁병공략,투렉 오크 궁병 15회 처치하기,83,10249,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
351,윈다우드 장원 투렉 오크 호위병공략,투렉 오크 호위병 15회 처치하기,83,10250,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
352,윈다우드 장원 투렉 오크 정예병공략,투렉 오크 정예병 15회 처치하기,83,10251,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
353,윈다우드 장원 투렉 오크 제단경비병공략,투렉 오크 제단경비병 15회 처치하기,83,10247,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
354,윈다우드 장원 투렉 오크 정찰병공략,투렉 오크 정찰병 15회 처치하기,83,10248,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
355,윈다우드 장원 투렉 오크 정예병공략,투렉 오크 정예병 15회 처치하기,83,10251,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
356,윈다우드 장원 투렉 오크 제단경비병공략,투렉 오크 제단경비병 15회 처치하기,83,10247,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
357,윈다우드 장원 투렉 오크 정찰병공략,투렉 오크 정찰병 15회 처치하기,83,10248,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
358,윈다우드 장원 투렉 오크 궁병공략,투렉 오크 궁병 15회 처치하기,83,10249,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
359,윈다우드 장원 투렉 오크 호위병공략,투렉 오크 호위병 15회 처치하기,83,10250,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
360,윈다우드 장원 투렉 오크 정예병공략,투렉 오크 정예병 15회 처치하기,83,10251,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
361,윈다우드 장원 투렉 오크 제단경비병공략,투렉 오크 제단경비병 15회 처치하기,83,10247,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
362,윈다우드 장원 투렉 오크 정찰병공략,투렉 오크 정찰병 15회 처치하기,83,10248,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
363,황무지 올 마훔 짐꾼공략,올 마훔 짐꾼 15회 처치하기,83,10252,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
364,황무지 늑대인간공략,늑대인간 15회 처치하기,83,10253,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
365,황무지 협곡의 감시자공략,협곡의 감시자 15회 처치하기,83,10254,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
366,황무지 괴물눈 추적자공략,괴물눈 추적자 15회 처치하기,83,10063,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
367,황무지 사하라공략,사하라 15회 처치하기,83,10064,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
368,황무지 해골 감시병공략,해골 감시병 15회 처치하기,83,10065,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
369,황무지 불모지 바실리스크공략,불모지 바실리스크 15회 처치하기,83,10255,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
370,황무지 돌연변이 갑충공략,돌연변이 갑충 15회 처치하기,83,10256,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
371,황무지 돌연변이 갑충 전사공략,돌연변이 갑충 전사 15회 처치하기,83,10257,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
372,황무지 해골 추적자공략,해골 추적자 15회 처치하기,83,10258,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
373,황무지 올 마훔 짐꾼공략,올 마훔 짐꾼 15회 처치하기,83,10252,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
374,황무지 늑대인간공략,늑대인간 15회 처치하기,83,10253,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
375,황무지 협곡의 감시자공략,협곡의 감시자 15회 처치하기,83,10254,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
376,황무지 괴물눈 추적자공략,괴물눈 추적자 15회 처치하기,83,10063,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
377,황무지 사하라공략,사하라 15회 처치하기,83,10064,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
378,황무지 해골 감시병공략,해골 감시병 15회 처치하기,83,10065,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
379,황무지 불모지 바실리스크공략,불모지 바실리스크 15회 처치하기,83,10255,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
380,황무지 돌연변이 갑충공략,돌연변이 갑충 15회 처치하기,83,10256,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
381,황무지 돌연변이 갑충 전사공략,돌연변이 갑충 전사 15회 처치하기,83,10257,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
382,황무지 해골 추적자공략,해골 추적자 15회 처치하기,83,10258,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
383,황무지 올 마훔 짐꾼공략,올 마훔 짐꾼 15회 처치하기,83,10252,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
384,황무지 늑대인간공략,늑대인간 15회 처치하기,83,10253,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
385,황무지 협곡의 감시자공략,협곡의 감시자 15회 처치하기,83,10254,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
386,황무지 불모지 바실리스크공략,불모지 바실리스크 15회 처치하기,83,10255,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
387,황무지 돌연변이 갑충공략,돌연변이 갑충 15회 처치하기,83,10256,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
388,황무지 돌연변이 갑충 전사공략,돌연변이 갑충 전사 15회 처치하기,83,10257,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
389,황무지 해골 추적자공략,해골 추적자 15회 처치하기,83,10258,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
390,황무지 올 마훔 짐꾼공략,올 마훔 짐꾼 15회 처치하기,83,10252,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
391,황무지 늑대인간공략,늑대인간 15회 처치하기,83,10253,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
392,황무지 협곡의 감시자공략,협곡의 감시자 15회 처치하기,83,10254,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
393,황무지 침식된 사하라공략,침식된 사하라 15회 처치하기,83,10259,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
394,황무지 거대 거머리공략,거대 거머리 15회 처치하기,83,10260,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
395,황무지 돌연변이 갑충 일꾼공략,돌연변이 갑충 일꾼 15회 처치하기,83,10261,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
396,황무지 돌연변이 갑충 시종공략,돌연변이 갑충 시종  15회 처치하기,83,10067,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
397,황무지 올 마훔 약탈자 경비병 공략,올 마훔 약탈자 경비병 15회 처치하기,83,10068,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
398,황무지 올 마훔 운반꾼공략,올 마훔 운반꾼 15회 처치하기,83,10069,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
399,황무지 마나 거머리공략,마나 거머리 15회 처치하기,83,10262,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
400,황무지 사막 해골 보초병공략,사막 해골 보초병 15회 처치하기,83,10263,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
401,황무지 사막 해골 감시병공략,사막 해골 감시병 15회 처치하기,83,10264,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
402,황무지 돌연변이 갑충 병사공략,돌연변이 갑충 병사 15회 처치하기,83,10265,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
403,황무지 사막의 사하라공략,사막의 사하라 15회 처치하기,83,10266,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
404,황무지 그레이 스톤 골렘공략,그레이 스톤 골렘 15회 처치하기,83,10267,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
405,황무지 올 마훔 약탈자공략,올 마훔 약탈자 15회 처치하기,83,10268,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
406,황무지 침식된 사하라공략,침식된 사하라 15회 처치하기,83,10259,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
407,황무지 거대 거머리공략,거대 거머리 15회 처치하기,83,10260,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
408,황무지 돌연변이 갑충 일꾼공략,돌연변이 갑충 일꾼 15회 처치하기,83,10261,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
409,황무지 돌연변이 갑충 시종공략,돌연변이 갑충 시종  15회 처치하기,83,10067,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
410,황무지 올 마훔 약탈자 경비병 공략,올 마훔 약탈자 경비병 15회 처치하기,83,10068,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
411,황무지 올 마훔 운반꾼공략,올 마훔 운반꾼 15회 처치하기,83,10069,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
412,황무지 마나 거머리공략,마나 거머리 15회 처치하기,83,10262,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
413,황무지 사막 해골 보초병공략,사막 해골 보초병 15회 처치하기,83,10263,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
414,황무지 사막 해골 감시병공략,사막 해골 감시병 15회 처치하기,83,10264,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
415,황무지 돌연변이 갑충 병사공략,돌연변이 갑충 병사 15회 처치하기,83,10265,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
416,황무지 사막의 사하라공략,사막의 사하라 15회 처치하기,83,10266,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
417,황무지 그레이 스톤 골렘공략,그레이 스톤 골렘 15회 처치하기,83,10267,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
418,황무지 올 마훔 약탈자공략,올 마훔 약탈자 15회 처치하기,83,10268,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
419,황무지 돌연변이 갑충 병사공략,돌연변이 갑충 병사 15회 처치하기,83,10265,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
420,황무지 사막의 사하라공략,사막의 사하라 15회 처치하기,83,10266,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
421,황무지 그레이 스톤 골렘공략,그레이 스톤 골렘 15회 처치하기,83,10267,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
422,황무지 올 마훔 약탈자공략,올 마훔 약탈자 15회 처치하기,83,10268,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
423,황무지 사막의 사하라공략,사막의 사하라 15회 처치하기,83,10266,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
424,황무지 그레이 스톤 골렘공략,그레이 스톤 골렘 15회 처치하기,83,10267,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
425,황무지 올 마훔 약탈자 경비병 공략,올 마훔 약탈자 경비병 15회 처치하기,83,10068,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
426,황무지 올 마훔 운반꾼공략,올 마훔 운반꾼 15회 처치하기,83,10069,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
427,황무지 올 마훔 약탈자공략,올 마훔 약탈자 15회 처치하기,83,10268,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
428,황무지 올 마훔 약탈자 전사공략,올 마훔 약탈자 전사 15회 처치하기,83,10070,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
429,황무지 올 마훔 약탈자 수색병공략,올 마훔 약탈자 수색병 15회 처치하기,83,10071,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
430,황무지 사막의 사하라공략,사막의 사하라 15회 처치하기,83,10266,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
431,황무지 사막의 사하라공략,사막의 사하라 15회 처치하기,83,10266,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
432,황무지 그레이 스톤 골렘공략,그레이 스톤 골렘 15회 처치하기,83,10267,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
433,황무지 올 마훔 약탈자 경비병 공략,올 마훔 약탈자 경비병 15회 처치하기,83,10068,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
434,황무지 올 마훔 운반꾼공략,올 마훔 운반꾼 15회 처치하기,83,10069,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
435,황무지 올 마훔 약탈자공략,올 마훔 약탈자 15회 처치하기,83,10268,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
436,황무지 올 마훔 약탈자 전사공략,올 마훔 약탈자 전사 15회 처치하기,83,10070,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
437,황무지 올 마훔 약탈자 수색병공략,올 마훔 약탈자 수색병 15회 처치하기,83,10071,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
438,황무지 사막의 사하라공략,사막의 사하라 15회 처치하기,83,10266,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
439,황무지 사막의 사하라공략,사막의 사하라 15회 처치하기,83,10266,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
440,황무지 그레이 스톤 골렘공략,그레이 스톤 골렘 15회 처치하기,83,10267,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
441,황무지 올 마훔 약탈자 경비병 공략,올 마훔 약탈자 경비병 15회 처치하기,83,10068,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
442,황무지 올 마훔 운반꾼공략,올 마훔 운반꾼 15회 처치하기,83,10069,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
443,황무지 올 마훔 약탈자공략,올 마훔 약탈자 15회 처치하기,83,10268,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
444,황무지 올 마훔 약탈자 전사공략,올 마훔 약탈자 전사 15회 처치하기,83,10070,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
445,황무지 올 마훔 약탈자 수색병공략,올 마훔 약탈자 수색병 15회 처치하기,83,10071,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
446,황무지 사막의 사하라공략,사막의 사하라 15회 처치하기,83,10266,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
447,황무지 올 마훔 약탈자 경비병 공략,올 마훔 약탈자 경비병 15회 처치하기,83,10068,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
448,황무지 올 마훔 운반꾼공략,올 마훔 운반꾼 15회 처치하기,83,10069,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
449,황무지 올 마훔 약탈자공략,올 마훔 약탈자 15회 처치하기,83,10268,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
450,황무지 올 마훔 약탈자 전사공략,올 마훔 약탈자 전사 15회 처치하기,83,10070,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
451,황무지 올 마훔 약탈자 수색병공략,올 마훔 약탈자 수색병 15회 처치하기,83,10071,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
452,황무지 사막의 사하라공략,사막의 사하라 15회 처치하기,83,10266,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
453,디온 목초지 브래카 오크 정찰병공략,브래카 오크 정찰병 20회 처치하기,83,10270,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
454,디온 목초지 브래카 오크 전사공략,브래카 오크 전사 20회 처치하기,83,10271,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
455,디온 목초지 브래카 오크 경비병공략,브래카 오크 경비병 20회 처치하기,83,10272,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
456,디온 목초지 브래카 오크 호위병공략,브래카 오크 호위병 20회 처치하기,83,10274,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
457,디온 목초지 성난 말벌공략,성난 말벌 20회 처치하기,83,10275,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
458,디온 목초지 말벌공략,말벌 20회 처치하기,83,10276,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
459,디온 목초지 브래카 오크 보급병공략,브래카 오크 보급병 20회 처치하기,83,10079,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
460,디온 목초지 브래카 오크 수색병공략,브래카 오크 수색병 20회 처치하기,83,10080,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
461,디온 목초지 레토 리자드맨공략,레토 리자드맨 20회 처치하기,83,10277,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
462,디온 목초지 레토 리자드맨 전사공략,레토 리자드맨 전사 20회 처치하기,83,10278,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
463,디온 목초지 레토 리자드맨 궁수공략,레토 리자드맨 궁수 20회 처치하기,83,10279,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
464,디온 목초지 레토 리자드맨 약탈자공략,레토 리자드맨 약탈자 20회 처치하기,83,10280,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
465,디온 목초지 브래카 오크 정찰병공략,브래카 오크 정찰병 20회 처치하기,83,10270,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
466,디온 목초지 브래카 오크 전사공략,브래카 오크 전사 20회 처치하기,83,10271,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
467,디온 목초지 브래카 오크 경비병공략,브래카 오크 경비병 20회 처치하기,83,10272,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
468,디온 목초지 브래카 오크 호위병공략,브래카 오크 호위병 20회 처치하기,83,10274,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
469,디온 목초지 성난 말벌공략,성난 말벌 20회 처치하기,83,10275,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
470,디온 목초지 말벌공략,말벌 20회 처치하기,83,10276,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
471,디온 목초지 브래카 오크 보급병공략,브래카 오크 보급병 20회 처치하기,83,10079,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
472,디온 목초지 브래카 오크 수색병공략,브래카 오크 수색병 20회 처치하기,83,10080,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
473,디온 목초지 레토 리자드맨공략,레토 리자드맨 20회 처치하기,83,10277,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
474,디온 목초지 레토 리자드맨 전사공략,레토 리자드맨 전사 20회 처치하기,83,10278,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
475,디온 목초지 레토 리자드맨 궁수공략,레토 리자드맨 궁수 20회 처치하기,83,10279,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
476,디온 목초지 레토 리자드맨 약탈자공략,레토 리자드맨 약탈자 20회 처치하기,83,10280,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
477,디온 목초지 브래카 오크 보급병공략,브래카 오크 보급병 20회 처치하기,83,10079,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
478,디온 목초지 브래카 오크 수색병공략,브래카 오크 수색병 20회 처치하기,83,10080,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
479,디온 목초지 레토 리자드맨공략,레토 리자드맨 20회 처치하기,83,10277,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
480,디온 목초지 레토 리자드맨 전사공략,레토 리자드맨 전사 20회 처치하기,83,10278,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
481,디온 목초지 레토 리자드맨 궁수공략,레토 리자드맨 궁수 20회 처치하기,83,10279,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
482,디온 목초지 레토 리자드맨 약탈자공략,레토 리자드맨 약탈자 20회 처치하기,83,10280,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
483,디온 목초지 레토 리자드맨 주술사공략,레토 리자드맨 주술사 20회 처치하기,83,10281,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
484,디온 목초지 레토 리자드맨 경비병공략,레토 리자드맨 경비병 20회 처치하기,83,10088,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
485,디온 목초지 날카로운 말벌공략,날카로운 말벌 20회 처치하기,83,10282,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
486,디온 목초지 초원 앤틸로프공략,초원 앤틸로프 20회 처치하기,83,10283,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
487,디온 목초지 레토 리자드맨 약탈병공략,레토 리자드맨 약탈병 20회 처치하기,83,10284,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
488,디온 목초지 레토 리자드맨 경비병공략,레토 리자드맨 경비병 20회 처치하기,83,10088,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
489,디온 목초지 레토 리자드맨 호위병공략,레토 리자드맨 호위병 20회 처치하기,83,10089,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
490,디온 목초지 초원 윈드수스공략,초원 윈드수스 20회 처치하기,83,10090,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
491,디온 목초지 레토 리자드맨 주술사공략,레토 리자드맨 주술사 20회 처치하기,83,10281,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
492,디온 목초지 레토 리자드맨 경비병공략,레토 리자드맨 경비병 20회 처치하기,83,10088,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
493,디온 목초지 날카로운 말벌공략,날카로운 말벌 20회 처치하기,83,10282,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
494,디온 목초지 초원 앤틸로프공략,초원 앤틸로프 20회 처치하기,83,10283,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
495,디온 목초지 레토 리자드맨 약탈병공략,레토 리자드맨 약탈병 20회 처치하기,83,10284,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
496,디온 목초지 레토 리자드맨 경비병공략,레토 리자드맨 경비병 20회 처치하기,83,10088,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
497,디온 목초지 레토 리자드맨 호위병공략,레토 리자드맨 호위병 20회 처치하기,83,10089,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
498,디온 목초지 초원 윈드수스공략,초원 윈드수스 20회 처치하기,83,10090,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
