Id,GuideQuestGroupId,Rank,RequiredId,Title,Desc,TaskType,TaskCount,RewardType,RewardItemInfoId,RewardCount,HelpURL
8009,8,1,8008,장예 던전,정예 던전 퀘스트 <RedBold>[Value]개</> 완료하기 ([Value1]/[Value2]),100,1,6,919002,1,http://guide.netmarble.com/lineageII#cont/1044
8010,8,1,8009,장비 레벨업,장비 레벨업 <RedBold>[Value]회</> 시도하기 ([Value1]/[Value2]),57,5,6,910237,3,http://guide.netmarble.com/lineageII#cont/1045
8011,8,1,8010,장비 강화,장비 <RedBold>[Value]회</> 강화하기 ([Value1]/[Value2]),53,1,6,910402,200,http://guide.netmarble.com/lineageII#cont/1046
8012,8,1,8011,아데나 던전,아데나 던전 <RedBold>[Value]회</> 클리어하기 ([Value1]/[Value2]),102,1,6,919001,1,http://guide.netmarble.com/lineageII#cont/1047
8013,8,1,8012,채집 던전,채집 던전에서 약초 <RedBold>[Value2]회</> 채집하기 ([Value1]/[Value2]),97,30,6,900012,5,http://guide.netmarble.com/lineageII#cont/1048
8014,8,1,8013,엘릭서 4회 제작,엘릭서 <RedBold>[Value]회</> 제작하기([Value1]/[Value2]),52,4,6,910403,200,http://guide.netmarble.com/lineageII#cont/1049
8015,8,1,8014,혈맹 기부,혈맹에 <RedBold>[Value]회</> 기부하기 ([Value1]/[Value2]),163,2,2,,500,http://guide.netmarble.com/lineageII#cont/1050
8016,8,1,8015,장비던전 클리어,장비던전 <RedBold>[Value]회</> 완료하기 ([Value1]/[Value2]),101,5,6,910221,10,http://guide.netmarble.com/lineageII#cont/1051
8017,8,1,8016,결투장,결투장 <RedBold>[Value]회</> 도전하기 ([Value1]/[Value2]),141,5,6,490030,2,http://guide.netmarble.com/lineageII#cont/1052
8018,8,1,8017, 스킬 레벨업,스킬 레벨업 <RedBold>[Value]회</> 진행하기 ([Value1]/[Value2]),240,1,6,910219,2,http://guide.netmarble.com/lineageII#cont/1053
8019,8,1,8018,장비 합성,장비 합성 <RedBold>[Value]회</> 시도하기 ([Value1]/[Value2]),58,2,6,910404,200,http://guide.netmarble.com/lineageII#cont/1054
8020,8,1,8019,룬 각인,룬 각인 <RedBold>[Value]회</> 각인 시도하기 ([Value1]/[Value2]),20,5,6,490009,5,http://guide.netmarble.com/lineageII#cont/1055
8021,8,1,8020,혈맹던전,혈맹던전 <RedBold>[Value]회</> 완료하기([Value1]/[Value2]),116,1,6,910206,1,http://guide.netmarble.com/lineageII#cont/1056
9001,9,1,,일일임무,일일 퀘스트 <RedBold>[Value]회</> 완료하기 ([Value1]/[Value2]),130,3,2,,300,http://guide.netmarble.com/lineageII#cont/1120
9002,9,1,9001,요일던전 클리어,요일던전 <RedBold>[Value]번</> 클리어하기 ([Value1]/[Value2]),95,1,1,,200000,http://guide.netmarble.com/lineageII#cont/1121
9003,9,1,9002,주간퀘스트 완료,주간퀘스트 <RedBold>[Value]번</> 클리어하기([Value1]/[Value2]),131,3,6,490009,2,http://guide.netmarble.com/lineageII#cont/1122
9004,9,1,9003,장비던전 클리어,장비던전 <RedBold>[Value]회</> 완료하기 ([Value1]/[Value2]),101,2,6,919001,1,http://guide.netmarble.com/lineageII#cont/1123
9005,9,1,9004,정예 던전,정예 던전 퀘스트 <RedBold>[Value]개</> 완료하기 ([Value1]/[Value2]),100,2,6,900012,5,http://guide.netmarble.com/lineageII#cont/1124
9006,9,1,9005,집혼석 레벨업,집혼석 레벨업에 재료 <RedBold>[Value]개</> 사용 하기([Value1]/[Value2]),63,7,1,,200000,http://guide.netmarble.com/lineageII#cont/1125
9007,9,1,9006,오만의 탑 소탕,오만의 탑 <RedBold>[Value]회</> 소탕하기 ([Value1]/[Value2]),93,1,6,910401,100,http://guide.netmarble.com/lineageII#cont/1126
9008,9,1,9007, 몬스터 코어 등록,몬스터 코어 <RedBold>[Value]개</> 등록하기([Value1]/[Value2]),41,10,6,910004,2,http://guide.netmarble.com/lineageII#cont/1127
9009,9,1,9008,장비 강화,장비 <RedBold>[Value]회</> 강화하기 ([Value1]/[Value2]),53,1,6,490009,2,http://guide.netmarble.com/lineageII#cont/1128
9010,9,1,9009,장예 던전,정예 던전 퀘스트 <RedBold>[Value]개</> 완료하기 ([Value1]/[Value2]),100,1,6,900012,5,http://guide.netmarble.com/lineageII#cont/1129
9011,9,1,9010,결투장,결투장 <RedBold>[Value]회</> 도전하기 ([Value1]/[Value2]),141,5,6,910402,250,http://guide.netmarble.com/lineageII#cont/1130
9012,9,1,9011,정예 던전,정예 던전 퀘스트 <RedBold>[Value]개</> 완료하기 ([Value1]/[Value2]),100,2,6,919001,1,http://guide.netmarble.com/lineageII#cont/1131
9013,9,1,9012,집혼석 레벨업,집혼석 레벨업에 재료 <RedBold>[Value]개</> 사용 하기([Value1]/[Value2]),63,10,6,900012,5,http://guide.netmarble.com/lineageII#cont/1132
9014,9,1,9013,필드 보스 몬스터 처치,필드 보스 몬스터 <Redbold>[Value]개</> 처치하기([Value1]/[Value2]),80,1,6,910403,250,http://guide.netmarble.com/lineageII#cont/1133
9015,9,1,9014,몬스터 코어 레벨업,몬스터 코어 <RedBold>2레벨 이상</> 달성하기([Value1]/[Value2]),241,2,6,910206,1,http://guide.netmarble.com/lineageII#cont/1134
9016,9,1,9015,혈맹 기부,혈맹에 <RedBold>[Value]회</> 기부하기 ([Value1]/[Value2]),163,2,2,,500,http://guide.netmarble.com/lineageII#cont/1135
9017,9,1,9016,몬스터 코어 5개 획득,몬스터 코어 <RedBold>[Value]개</> 획득하기([Value1]/[Value2]),50,5,6,490030,2,http://guide.netmarble.com/lineageII#cont/1136
9018,9,1,9017,스킬 레벨업,스킬 레벨업 <RedBold>[Value]회</> 진행하기 ([Value1]/[Value2]),240,1,6,910221,10,http://guide.netmarble.com/lineageII#cont/1137
9019,9,1,9018,몬스터 코어 등록,몬스터 코어 <RedBold>[Value]개</> 등록하기([Value1]/[Value2]),41,10,6,910404,250,http://guide.netmarble.com/lineageII#cont/1138
9020,9,1,9019,집혼석 승급,집혼석 승급 <RedBold>[Value]회</> 시도하기([Value1]/[Value2]),242,1,6,910237,3,http://guide.netmarble.com/lineageII#cont/1139
9021,9,1,9020,혈맹던전,혈맹던전 <RedBold>[Value]회</> 완료하기([Value1]/[Value2]),116,1,6,911064,1,http://guide.netmarble.com/lineageII#cont/1140
10001,10,1,,일일임무,일일 퀘스트 <RedBold>[Value]회</> 완료하기 ([Value1]/[Value2]),130,3,2,,300,http://guide.netmarble.com/lineageII#cont/1057
10002,10,1,10001,요일던전 클리어,요일던전 <RedBold>[Value]번</> 클리어하기 ([Value1]/[Value2]),95,1,1,,200000,http://guide.netmarble.com/lineageII#cont/1058
10003,10,1,10002,주간퀘스트 완료,주간퀘스트 <RedBold>[Value]번</> 클리어하기([Value1]/[Value2]),131,3,6,490009,5,http://guide.netmarble.com/lineageII#cont/1059
10004,10,1,10003,소환석 던전 클리어,소환석 던전 <RedBold>[Value]회</> 입장하기 ([Value1]/[Value2]),109,2,6,911003,3,http://guide.netmarble.com/lineageII#cont/1060
10005,10,1,10004,장비던전 클리어,장비던전 <RedBold>[Value]회</> 완료하기 ([Value1]/[Value2]),101,2,6,911009,3,http://guide.netmarble.com/lineageII#cont/1061
10006,10,1,10005,탑승펫 장비 레벨업,탑승펫 <RedBold>장비 레벨업 [Value]회</> 시도하기 ([Value1]/[Value2]),190,5,6,919001,1,http://guide.netmarble.com/lineageII#cont/1062
10007,10,1,10006,장예 던전,정예 던전 퀘스트 <RedBold>[Value]개</> 완료하기 ([Value1]/[Value2]),100,1,6,490009,5,http://guide.netmarble.com/lineageII#cont/1063
10008,10,1,10007,피의 증거 200개 획득,피의 증거 <RedBold>[Value]개</> 획득하기([Value1]/[Value2]),50,200,6,900012,5,http://guide.netmarble.com/lineageII#cont/1064
10009,10,1,10008,집혼석 레벨업,집혼석 레벨업에 재료 <RedBold>[Value]개</> 사용 하기([Value1]/[Value2]),63,10,6,481018,2,http://guide.netmarble.com/lineageII#cont/1065
10010,10,1,10009,장비 레벨업,장비 레벨업 <RedBold>[Value]회</> 시도하기 ([Value1]/[Value2]),57,5,6,910221,10,http://guide.netmarble.com/lineageII#cont/1066
10011,10,1,10010,엘릭서 4회 제작,엘릭서 <RedBold>[Value]회</> 제작하기([Value1]/[Value2]),52,4,6,911003,3,http://guide.netmarble.com/lineageII#cont/1067
10012,10,1,10011,육성석 사용,탑승펫에게 육성석 <RedBold>[Value]회</> 사용하기 ([Value1]/[Value2]),193,10,6,910237,3,http://guide.netmarble.com/lineageII#cont/1068
10013,10,1,10012,장비 강화,장비 <RedBold>[Value]회</> 강화하기 ([Value1]/[Value2]),53,2,1,,300000,http://guide.netmarble.com/lineageII#cont/1069
10014,10,1,10013,결투장,결투장 <RedBold>[Value]회</> 도전하기 ([Value1]/[Value2]),141,5,6,410004,5,http://guide.netmarble.com/lineageII#cont/1070
10015,10,1,10014,탑승펫 장비 강화,탑승펫 장비 <RedBold>[Value]회</> 강화하기 ([Value1]/[Value2]),191,2,6,490009,5,http://guide.netmarble.com/lineageII#cont/1071
10016,10,1,10015,혈맹 기부,혈맹에 <RedBold>[Value]회</> 기부하기 ([Value1]/[Value2]),163,2,2,,500,http://guide.netmarble.com/lineageII#cont/1072
10017,10,1,10016,소환석 던전 클리어,소환석 던전 <RedBold>[Value]회</> 입장하기 ([Value1]/[Value2]),109,4,6,911008,2,http://guide.netmarble.com/lineageII#cont/1073
10018,10,1,10017,육성석 사용,탑승펫에게 육성석 <RedBold>[Value]회</> 사용하기 ([Value1]/[Value2]),193,20,6,910206,1,http://guide.netmarble.com/lineageII#cont/1074
10019,10,1,10018,집혼석 레벨업,집혼석 레벨업에 재료 <RedBold>[Value]개</> 사용 하기([Value1]/[Value2]),63,10,6,481017,2,http://guide.netmarble.com/lineageII#cont/1075
10020,10,1,10019,룬 각인,룬 각인 <RedBold>[Value]회</> 각인 시도하기 ([Value1]/[Value2]),20,5,6,490030,2,http://guide.netmarble.com/lineageII#cont/1076
10021,10,1,10020,혈맹던전,혈맹던전 <RedBold>[Value]회</> 완료하기([Value1]/[Value2]),116,1,6,919002,1,http://guide.netmarble.com/lineageII#cont/1077
11001,11,1,,일일임무,일일 퀘스트 <RedBold>[Value]회</> 완료하기 ([Value1]/[Value2]),130,3,2,,300,http://guide.netmarble.com/lineageII#cont/1057
11002,11,1,11001,요일던전 클리어,요일던전 <RedBold>[Value]번</> 클리어하기 ([Value1]/[Value2]),95,1,1,,200000,http://guide.netmarble.com/lineageII#cont/1058
11003,11,1,11002,주간퀘스트 완료,주간퀘스트 <RedBold>[Value]번</> 클리어하기([Value1]/[Value2]),131,3,6,490009,5,http://guide.netmarble.com/lineageII#cont/1059
11004,11,1,11003,소환석 던전 클리어,소환석 던전 <RedBold>[Value]회</> 입장하기 ([Value1]/[Value2]),109,2,6,911003,3,http://guide.netmarble.com/lineageII#cont/1060
11005,11,1,11004,장비던전 클리어,장비던전 <RedBold>[Value]회</> 완료하기 ([Value1]/[Value2]),101,2,6,911009,3,http://guide.netmarble.com/lineageII#cont/1061
11006,11,1,11005,탑승펫 장비 레벨업,탑승펫 <RedBold>장비 레벨업 [Value]회</> 시도하기 ([Value1]/[Value2]),190,5,6,919001,1,http://guide.netmarble.com/lineageII#cont/1062
11007,11,1,11006,장예 던전,정예 던전 퀘스트 <RedBold>[Value]개</> 완료하기 ([Value1]/[Value2]),100,1,6,490009,5,http://guide.netmarble.com/lineageII#cont/1063
11008,11,1,11007,피의 증거 200개 획득,피의 증거 <RedBold>[Value]개</> 획득하기([Value1]/[Value2]),50,200,6,900012,5,http://guide.netmarble.com/lineageII#cont/1064
11009,11,1,11008,집혼석 레벨업,집혼석 레벨업에 재료 <RedBold>[Value]개</> 사용 하기([Value1]/[Value2]),63,10,6,481018,2,http://guide.netmarble.com/lineageII#cont/1065
11010,11,1,11009,장비 레벨업,장비 레벨업 <RedBold>[Value]회</> 시도하기 ([Value1]/[Value2]),57,5,6,910221,10,http://guide.netmarble.com/lineageII#cont/1066
11011,11,1,11010,엘릭서 4회 제작,엘릭서 <RedBold>[Value]회</> 제작하기([Value1]/[Value2]),52,4,6,911003,3,http://guide.netmarble.com/lineageII#cont/1067
11012,11,1,11011,육성석 사용,탑승펫에게 육성석 <RedBold>[Value]회</> 사용하기 ([Value1]/[Value2]),193,10,6,910237,3,http://guide.netmarble.com/lineageII#cont/1068
11013,11,1,11012,장비 강화,장비 <RedBold>[Value]회</> 강화하기 ([Value1]/[Value2]),53,2,1,,300000,http://guide.netmarble.com/lineageII#cont/1069
11014,11,1,11013,결투장,결투장 <RedBold>[Value]회</> 도전하기 ([Value1]/[Value2]),141,5,6,410004,5,http://guide.netmarble.com/lineageII#cont/1070
11015,11,1,11014,탑승펫 장비 강화,탑승펫 장비 <RedBold>[Value]회</> 강화하기 ([Value1]/[Value2]),191,2,6,490009,5,http://guide.netmarble.com/lineageII#cont/1071
11016,11,1,11015,혈맹 기부,혈맹에 <RedBold>[Value]회</> 기부하기 ([Value1]/[Value2]),163,2,2,,500,http://guide.netmarble.com/lineageII#cont/1072
11017,11,1,11016,소환석 던전 클리어,소환석 던전 <RedBold>[Value]회</> 입장하기 ([Value1]/[Value2]),109,4,6,911008,2,http://guide.netmarble.com/lineageII#cont/1073
11018,11,1,11017,육성석 사용,탑승펫에게 육성석 <RedBold>[Value]회</> 사용하기 ([Value1]/[Value2]),193,20,6,910206,1,http://guide.netmarble.com/lineageII#cont/1074
11019,11,1,11018,집혼석 레벨업,집혼석 레벨업에 재료 <RedBold>[Value]개</> 사용 하기([Value1]/[Value2]),63,10,6,481017,2,http://guide.netmarble.com/lineageII#cont/1075
11020,11,1,11019,룬 각인,룬 각인 <RedBold>[Value]회</> 각인 시도하기 ([Value1]/[Value2]),20,5,6,490030,2,http://guide.netmarble.com/lineageII#cont/1076
11021,11,1,11020,혈맹던전,혈맹던전 <RedBold>[Value]회</> 완료하기([Value1]/[Value2]),116,1,6,919002,1,http://guide.netmarble.com/lineageII#cont/1077
12001,12,1,,일일임무,일일 퀘스트 <RedBold>[Value]회</> 완료하기 ([Value1]/[Value2]),130,3,2,,300,http://guide.netmarble.com/lineageII#cont/1141
12002,12,1,12001,요일던전 클리어,요일던전 <RedBold>[Value]번</> 클리어하기 ([Value1]/[Value2]),95,1,1,,200000,http://guide.netmarble.com/lineageII#cont/1142
12003,12,1,12002,주간퀘스트 완료,주간퀘스트 <RedBold>[Value]번</> 클리어하기([Value1]/[Value2]),131,3,6,490009,2,http://guide.netmarble.com/lineageII#cont/1143
12004,12,1,12003,소환석 던전 클리어,소환석 던전 <RedBold>[Value]회</> 입장하기 ([Value1]/[Value2]),109,2,6,911003,3,http://guide.netmarble.com/lineageII#cont/1144
12005,12,1,12004,탑승펫 장비 획득,C등급 이상 탑승펫 장비 <RedBold>[Value]개</> 획득하기 ([Value1]/[Value2]),195,5,6,911009,3,http://guide.netmarble.com/lineageII#cont/1145
12006,12,1,12005,탑승펫 장비 레벨업,탑승펫 <RedBold>장비 레벨업 [Value]회</> 시도하기 ([Value1]/[Value2]),190,5,6,490030,2,http://guide.netmarble.com/lineageII#cont/1146
12007,12,1,12006,장예 던전,정예 던전 퀘스트 <RedBold>[Value]개</> 완료하기 ([Value1]/[Value2]),100,1,6,900012,5,http://guide.netmarble.com/lineageII#cont/1147
12008,12,1,12007,피의 증거 200개 획득,피의 증거 <RedBold>[Value]개</> 획득하기([Value1]/[Value2]),50,200,6,919001,1,http://guide.netmarble.com/lineageII#cont/1148
12009,12,1,12008,집혼석 레벨업,집혼석 레벨업에 재료 <RedBold>[Value]개</> 사용 하기([Value1]/[Value2]),63,7,6,481018,2,http://guide.netmarble.com/lineageII#cont/1149
12010,12,1,12009,탑승펫 장비 획득,B등급 이상 탑승펫 장비 <RedBold>[Value]개</> 획득하기 ([Value1]/[Value2]),195,3,6,910221,10,http://guide.netmarble.com/lineageII#cont/1150
12011,12,1,12010,붉은 스타 스톤 30개 획득,붉은 스타 스톤 <RedBold>[Value]개</> 획득하기 ([Value1]/[Value2]),50,30,6,910206,1,http://guide.netmarble.com/lineageII#cont/1151
12012,12,1,12011,육성석 사용,탑승펫에게 육성석 <RedBold>[Value]회</> 사용하기 ([Value1]/[Value2]),193,10,6,910004,2,http://guide.netmarble.com/lineageII#cont/1152
12013,12,1,12012,소환석 던전 클리어,소환석 던전 <RedBold>[Value]회</> 입장하기 ([Value1]/[Value2]),109,2,6,481017,1,http://guide.netmarble.com/lineageII#cont/1153
12014,12,1,12013,탑승펫 장비 레벨업,탑승펫 <RedBold>장비 레벨업 [Value]회</> 시도하기 ([Value1]/[Value2]),190,10,6,410004,5,http://guide.netmarble.com/lineageII#cont/1154
12015,12,1,12014,탑승펫 장비 강화,탑승펫 장비 <RedBold>[Value]회</> 강화하기 ([Value1]/[Value2]),191,2,6,490009,2,http://guide.netmarble.com/lineageII#cont/1155
12016,12,1,12015,혈맹 기부,혈맹에 <RedBold>[Value]회</> 기부하기 ([Value1]/[Value2]),163,2,2,,500,http://guide.netmarble.com/lineageII#cont/1156
12017,12,1,12016,소환석 던전 클리어,소환석 던전 <RedBold>[Value]회</> 입장하기 ([Value1]/[Value2]),109,4,6,911008,3,http://guide.netmarble.com/lineageII#cont/1157
12018,12,1,12017,육성석 사용,탑승펫에게 육성석 <RedBold>[Value]회</> 사용하기 ([Value1]/[Value2]),193,20,6,910237,3,http://guide.netmarble.com/lineageII#cont/1158
12019,12,1,12018,집혼석 레벨업,집혼석 레벨업에 재료 <RedBold>[Value]개</> 사용 하기([Value1]/[Value2]),63,10,6,481017,2,http://guide.netmarble.com/lineageII#cont/1159
12020,12,1,12019,육성석 사용,탑승펫에게 육성석 <RedBold>[Value]회</> 사용하기 ([Value1]/[Value2]),193,10,1,,300000,http://guide.netmarble.com/lineageII#cont/1160
12021,12,1,12020,혈맹던전,혈맹던전 <RedBold>[Value]회</> 완료하기([Value1]/[Value2]),116,1,6,911064,1,http://guide.netmarble.com/lineageII#cont/1161
13001,13,1,,일일임무,일일 퀘스트 <RedBold>[Value]회</> 완료하기 ([Value1]/[Value2]),130,3,2,,300,http://guide.netmarble.com/lineageII#cont/1078
13002,13,1,13001,요일던전 클리어,요일던전 <RedBold>[Value]번</> 클리어하기 ([Value1]/[Value2]),95,1,1,,200000,http://guide.netmarble.com/lineageII#cont/1079
13003,13,1,13002,주간퀘스트 완료,주간퀘스트 <RedBold>[Value]번</> 클리어하기([Value1]/[Value2]),131,3,6,490009,2,http://guide.netmarble.com/lineageII#cont/1080
13004,13,1,13003,장비 분해,장비 <RedBold>[Value]회</> 분해하기 ([Value1]/[Value2]),71,3,6,911033,1,http://guide.netmarble.com/lineageII#cont/1081
13005,13,1,13004,빛나는 승급석 획득,빛나는 승급석 <RedBold>[Value]개</> 획득하기 ([Value1]/[Value2]),72,2,6,910004,2,http://guide.netmarble.com/lineageII#cont/1082
13006,13,1,13005,장비 강화,장비 <RedBold>[Value]회</> 강화하기 ([Value1]/[Value2]),53,2,6,911141,2,http://guide.netmarble.com/lineageII#cont/1083
13007,13,1,13006,요일던전 클리어,요일던전 <RedBold>[Value]번</> 클리어하기 ([Value1]/[Value2]),95,3,1,,300000,http://guide.netmarble.com/lineageII#cont/1084
13008,13,1,13007,결정체 획득,결정체 <RedBold>[Value]개</> 획득하기 ([Value1]/[Value2]),72,100,6,911021,1,http://guide.netmarble.com/lineageII#cont/1085
13009,13,1,13008,빛나는 승급석 획득,빛나는 승급석 <RedBold>[Value]개</> 획득하기 ([Value1]/[Value2]),72,3,6,911031,5,http://guide.netmarble.com/lineageII#cont/1086
13010,13,1,13009,월드보스 죽음의 기요틴 1회 처치,월드보스 죽음의 기요틴 <RedBold>[Value]회</> 처치하기([Value1]/[Value2]),83,1,6,510103,5,http://guide.netmarble.com/lineageII#cont/1087
13011,13,1,13010,장비 분해,장비 <RedBold>[Value]회</> 분해하기 ([Value1]/[Value2]),71,3,6,911151,1,http://guide.netmarble.com/lineageII#cont/1088
13012,13,1,13011,명예의 전장,명예의 전장 <RedBold>[Value]회</> 참여하기([Value1]/[Value2]),243,3,6,910237,3,http://guide.netmarble.com/lineageII#cont/1089
13013,13,1,13012,장비 강화,장비 <RedBold>[Value]회</> 강화하기 ([Value1]/[Value2]),53,2,6,910004,2,http://guide.netmarble.com/lineageII#cont/1090
13014,13,1,13013,결투장,결투장 <RedBold>[Value]회</> 도전하기 ([Value1]/[Value2]),141,5,6,490030,3,http://guide.netmarble.com/lineageII#cont/1091
13015,13,1,13014,장비던전 클리어,장비던전 <RedBold>[Value]회</> 완료하기 ([Value1]/[Value2]),101,4,6,911031,5,http://guide.netmarble.com/lineageII#cont/1092
13016,13,1,13015,혈맹 기부,혈맹에 <RedBold>[Value]회</> 기부하기 ([Value1]/[Value2]),163,2,2,,500,http://guide.netmarble.com/lineageII#cont/1093
13017,13,1,13016,결정체 획득,결정체 <RedBold>[Value]개</> 획득하기 ([Value1]/[Value2]),72,500,6,510103,5,http://guide.netmarble.com/lineageII#cont/1094
13018,13,1,13017,장비 분해,장비 <RedBold>[Value]회</> 분해하기 ([Value1]/[Value2]),71,3,6,911021,1,http://guide.netmarble.com/lineageII#cont/1095
13019,13,1,13018,레시피 획득,레시피 <RedBold>[Value]개</> 획득하기 ([Value1]/[Value2]),50,3,6,911013,1,http://guide.netmarble.com/lineageII#cont/1096
13020,13,1,13019,에피소드 완료,에피소드 <RedBold>15-1</> 클리어하기,90,1,6,490009,2,http://guide.netmarble.com/lineageII#cont/1097
13021,13,1,13020,혈맹던전,혈맹던전 <RedBold>[Value]회</> 완료하기([Value1]/[Value2]),116,2,6,490038,1,http://guide.netmarble.com/lineageII#cont/1098
14001,14,1,,일일임무,일일 퀘스트 <RedBold>[Value]회</> 완료하기 ([Value1]/[Value2]),130,3,2,,300,http://guide.netmarble.com/lineageII#cont/1078
14002,14,1,14001,요일던전 클리어,요일던전 <RedBold>[Value]번</> 클리어하기 ([Value1]/[Value2]),95,1,1,,200000,http://guide.netmarble.com/lineageII#cont/1079
14003,14,1,14002,주간퀘스트 완료,주간퀘스트 <RedBold>[Value]번</> 클리어하기([Value1]/[Value2]),131,3,6,490009,2,http://guide.netmarble.com/lineageII#cont/1080
14004,14,1,14003,장비 분해,장비 <RedBold>[Value]회</> 분해하기 ([Value1]/[Value2]),71,3,6,911033,1,http://guide.netmarble.com/lineageII#cont/1081
14005,14,1,14004,빛나는 승급석 획득,빛나는 승급석 <RedBold>[Value]개</> 획득하기 ([Value1]/[Value2]),72,2,6,910004,2,http://guide.netmarble.com/lineageII#cont/1082
14006,14,1,14005,장비 강화,장비 <RedBold>[Value]회</> 강화하기 ([Value1]/[Value2]),53,2,6,911141,2,http://guide.netmarble.com/lineageII#cont/1083
14007,14,1,14006,요일던전 클리어,요일던전 <RedBold>[Value]번</> 클리어하기 ([Value1]/[Value2]),95,3,1,,300000,http://guide.netmarble.com/lineageII#cont/1084
14008,14,1,14007,결정체 획득,결정체 <RedBold>[Value]개</> 획득하기 ([Value1]/[Value2]),72,100,6,911021,1,http://guide.netmarble.com/lineageII#cont/1085
14009,14,1,14008,빛나는 승급석 획득,빛나는 승급석 <RedBold>[Value]개</> 획득하기 ([Value1]/[Value2]),72,3,6,911031,5,http://guide.netmarble.com/lineageII#cont/1086
14010,14,1,14009,월드보스 죽음의 기요틴 1회 처치,월드보스 죽음의 기요틴 <RedBold>[Value]회</> 처치하기([Value1]/[Value2]),83,1,6,510103,5,http://guide.netmarble.com/lineageII#cont/1087
14011,14,1,14010,장비 분해,장비 <RedBold>[Value]회</> 분해하기 ([Value1]/[Value2]),71,3,6,911151,1,http://guide.netmarble.com/lineageII#cont/1088
14012,14,1,14011,명예의 전장,명예의 전장 <RedBold>[Value]회</> 참여하기([Value1]/[Value2]),243,3,6,910237,3,http://guide.netmarble.com/lineageII#cont/1089
14013,14,1,14012,장비 강화,장비 <RedBold>[Value]회</> 강화하기 ([Value1]/[Value2]),53,2,6,910004,2,http://guide.netmarble.com/lineageII#cont/1090
14014,14,1,14013,결투장,결투장 <RedBold>[Value]회</> 도전하기 ([Value1]/[Value2]),141,5,6,490030,3,http://guide.netmarble.com/lineageII#cont/1091
14015,14,1,14014,장비던전 클리어,장비던전 <RedBold>[Value]회</> 완료하기 ([Value1]/[Value2]),101,4,6,911031,5,http://guide.netmarble.com/lineageII#cont/1092
14016,14,1,14015,혈맹 기부,혈맹에 <RedBold>[Value]회</> 기부하기 ([Value1]/[Value2]),163,2,2,,500,http://guide.netmarble.com/lineageII#cont/1093
14017,14,1,14016,결정체 획득,결정체 <RedBold>[Value]개</> 획득하기 ([Value1]/[Value2]),72,500,6,510103,5,http://guide.netmarble.com/lineageII#cont/1094
14018,14,1,14017,장비 분해,장비 <RedBold>[Value]회</> 분해하기 ([Value1]/[Value2]),71,3,6,911021,1,http://guide.netmarble.com/lineageII#cont/1095
14019,14,1,14018,레시피 획득,레시피 <RedBold>[Value]개</> 획득하기 ([Value1]/[Value2]),50,3,6,911013,1,http://guide.netmarble.com/lineageII#cont/1096
14020,14,1,14019,에피소드 완료,에피소드 <RedBold>15-1</> 클리어하기,90,1,6,490009,2,http://guide.netmarble.com/lineageII#cont/1097
14021,14,1,14020,혈맹던전,혈맹던전 <RedBold>[Value]회</> 완료하기([Value1]/[Value2]),116,2,6,490038,1,http://guide.netmarble.com/lineageII#cont/1098
15001,15,1,,일일임무,일일 퀘스트 <RedBold>[Value]회</> 완료하기 ([Value1]/[Value2]),130,3,2,,300,http://guide.netmarble.com/lineageII#cont/1167
15002,15,1,15001,요일던전 클리어,요일던전 <RedBold>[Value]번</> 클리어하기 ([Value1]/[Value2]),95,1,1,,200000,http://guide.netmarble.com/lineageII#cont/1168
15003,15,1,15002,주간퀘스트 완료,주간퀘스트 <RedBold>[Value]번</> 클리어하기([Value1]/[Value2]),131,3,6,490009,2,http://guide.netmarble.com/lineageII#cont/1169
15004,15,1,15003,장비 분해,장비 <RedBold>[Value]회</> 분해하기 ([Value1]/[Value2]),71,3,6,911033,1,http://guide.netmarble.com/lineageII#cont/1170
15005,15,1,15004,빛나는 승급석 획득,빛나는 승급석 <RedBold>[Value]개</> 획득하기 ([Value1]/[Value2]),72,2,6,910004,2,http://guide.netmarble.com/lineageII#cont/1171
15006,15,1,15005,장비 강화,장비 <RedBold>[Value]회</> 강화하기 ([Value1]/[Value2]),53,2,6,911141,2,http://guide.netmarble.com/lineageII#cont/1172
15007,15,1,15006,요일던전 클리어,요일던전 <RedBold>[Value]번</> 클리어하기 ([Value1]/[Value2]),95,3,1,,300000,http://guide.netmarble.com/lineageII#cont/1173
15008,15,1,15007,결정체 획득,결정체 <RedBold>[Value]개</> 획득하기 ([Value1]/[Value2]),72,100,6,911021,1,http://guide.netmarble.com/lineageII#cont/1174
15009,15,1,15008,빛나는 승급석 획득,빛나는 승급석 <RedBold>[Value]개</> 획득하기 ([Value1]/[Value2]),72,3,6,911031,5,http://guide.netmarble.com/lineageII#cont/1175
15010,15,1,15009,월드보스 죽음의 기요틴 1회 처치,월드보스 죽음의 기요틴 <RedBold>[Value]회</> 처치하기([Value1]/[Value2]),83,1,6,510103,5,http://guide.netmarble.com/lineageII#cont/1176
15011,15,1,15010,장비 분해,장비 <RedBold>[Value]회</> 분해하기 ([Value1]/[Value2]),71,3,6,911151,1,http://guide.netmarble.com/lineageII#cont/1177
15012,15,1,15011,명예의 전장,명예의 전장 <RedBold>[Value]회</> 참여하기([Value1]/[Value2]),243,3,6,910237,3,http://guide.netmarble.com/lineageII#cont/1178
15013,15,1,15012,장비 강화,장비 <RedBold>[Value]회</> 강화하기 ([Value1]/[Value2]),53,2,6,910004,2,http://guide.netmarble.com/lineageII#cont/1179
