Id,EffectType,EffectParam,EffectGrowth1,EffectGrowth2,PointCount
100015,33,"500, 500",1.5,1.5,
100015,34,"500, 500",1.5,1.5,
100016,33,"600, 600",1.5,1.5,
100016,34,"600, 600",1.5,1.5,
100017,33,"700, 700",1.5,1.5,
100017,34,"700, 700",1.5,1.5,
100018,33,"800, 800",1.5,1.5,
100018,34,"800, 800",1.5,1.5,
100019,33,"900, 900",1.5,1.5,
100019,34,"900, 900",1.5,1.5,
100020,33,"1000, 1000",1.5,1.5,
100020,34,"1000, 1000",1.5,1.5,
100021,3,"-5000, -5000",1.5,1.5,
100021,4,"-5000, -5000",1.5,1.5,
100021,23,"-5000, -5000",1.5,1.5,
100021,24,"-5000, -5000",1.5,1.5,
100031,3,"500, 500",1.5,1.5,
100031,23,"500, 500",1.5,1.5,
200000,55,"0, 0",,,
200001,62,"1000, 1000",1,1,
200001,7,"1000, 1000",1,1,
200002,62,"1000, 1000",1,1,
200002,140,"1500, 1500",1,1,
200003,3,"100, 100",1.5,1.5,
200003,4,"100, 100",1.5,1.5,
200003,23,"100, 100",1.5,1.5,
200003,24,"100, 100",1.5,1.5,
200004,3,"200, 200",1.5,1.5,
200004,4,"200, 200",1.5,1.5,
200004,23,"200, 200",1.5,1.5,
200004,24,"200, 200",1.5,1.5,
200005,3,"300, 300",1.5,1.5,
200005,4,"300, 300",1.5,1.5,
200005,23,"300, 300",1.5,1.5,
200005,24,"300, 300",1.5,1.5,
200006,3,"400, 400",1.5,1.5,
200006,4,"400, 400",1.5,1.5,
200006,23,"400, 400",1.5,1.5,
200006,24,"400, 400",1.5,1.5,
200007,3,"500, 500",1.5,1.5,
200007,4,"500, 500",1.5,1.5,
200007,23,"500, 500",1.5,1.5,
200007,24,"500, 500",1.5,1.5,
200008,3,"600, 600",1.5,1.5,
200008,4,"600, 600",1.5,1.5,
200008,23,"600, 600",1.5,1.5,
200008,24,"600, 600",1.5,1.5,
200009,3,"700, 700",1.5,1.5,
200009,4,"700, 700",1.5,1.5,
200009,23,"700, 700",1.5,1.5,
200009,24,"700, 700",1.5,1.5,
200013,3,"100, 100",1.5,1.5,
200013,4,"100, 100",1.5,1.5,
200013,23,"100, 100",1.5,1.5,
200013,24,"100, 100",1.5,1.5,
200014,3,"200, 200",1.5,1.5,
200014,4,"200, 200",1.5,1.5,
200014,23,"200, 200",1.5,1.5,
200014,24,"200, 200",1.5,1.5,
200015,3,"300, 300",1.5,1.5,
200015,4,"300, 300",1.5,1.5,
200015,23,"300, 300",1.5,1.5,
200015,24,"300, 300",1.5,1.5,
200016,3,"400, 400",1.5,1.5,
200016,4,"400, 400",1.5,1.5,
200016,23,"400, 400",1.5,1.5,
200016,24,"400, 400",1.5,1.5,
200017,3,"500, 500",1.5,1.5,
200017,4,"500, 500",1.5,1.5,
200017,23,"500, 500",1.5,1.5,
200017,24,"500, 500",1.5,1.5,
200018,3,"600, 600",1.5,1.5,
200018,4,"600, 600",1.5,1.5,
200018,23,"600, 600",1.5,1.5,
200018,24,"600, 600",1.5,1.5,
200019,3,"700, 700",1.5,1.5,
200019,4,"700, 700",1.5,1.5,
200019,23,"700, 700",1.5,1.5,
200019,24,"700, 700",1.5,1.5,
300001,87,"5000, 0",,,
300002,3,"150, 0",,,
300002,4,"150, 0",,,
300002,23,"150, 0",,,
300002,24,"150, 0",,,
300003,3,"200, 0",,,
300003,4,"200, 0",,,
300003,23,"200, 0",,,
300003,24,"200, 0",,,
300004,3,"250, 0",,,
300004,4,"250, 0",,,
300004,23,"250, 0",,,
300004,24,"250, 0",,,
300005,3,"300, 0",,,
300005,4,"300, 0",,,
300005,23,"300, 0",,,
300005,24,"300, 0",,,
301001,120,"5000, 0",,,
301002,116,"101, 1",,,
301003,116,"111, 1",,,
301004,116,"102, 1",,,
301005,116,"112, 1",,,
301006,116,"113, 1",,,
301007,116,"115, 1",,,
301008,116,"114, 1",,,
301009,116,"116, 1",,,
301010,116,"104, 1",,,
301011,116,"117, 1",,,
301012,116,"105, 1",,,
301013,116,"118, 1",,,
301014,116,"109, 1",,,
301015,116,"107, 1",,,
301016,116,"110, 1",,,
301017,116,"108, 1",,,
301018,62,"250, 0",,,
301030,62,"200, 0",,,
301030,61,"200, 0",,,
301030,59,"200, 0",,,
301031,62,"200, 0",,,
301031,61,"200, 0",,,
301031,59,"200, 0",,,
301032,62,"300, 0",,,
301032,61,"300, 0",,,
301032,59,"300, 0",,,
301033,62,"400, 0",,,
301033,61,"400, 0",,,
301033,59,"400, 0",,,
301034,62,"600, 0",,,
301034,61,"600, 0",,,
301034,59,"600, 0",,,
301035,62,"800, 0",,,
301035,61,"800, 0",,,
301035,59,"800, 0",,,
301036,62,"1000, 0",,,
301036,61,"1000, 0",,,
301036,59,"1000, 0",,,
302001,122,"2000, 0",,,
302001,123,"2000, 0",,,
302002,87,"2000, 0",,,
302002,120,"2000, 0",,,
302003,57,"2000, 0",,,
302003,89,"2000, 0",,,
400001,89,"500, 500",,,
400001,87,"500, 500",,,
400001,62,"300, 300",,,
400002,3,"1500, 1500",1,1,
400002,4,"1500, 1500",1,1,
400002,23,"1500, 1500",1,1,
400002,24,"1500, 1500",1,1,
400002,7,"1000, 1000",1,1,
500001,3,"15000, 15000",1,1,
500001,4,"15000, 15000",1,1,
500001,23,"15000, 15000",1,1,
500001,24,"15000, 15000",1,1,
500001,7,"10000, 10000",1,1,
500001,62,"10000, 10000",1,1,
510001,62,"800, 800",1,1,
510002,57,"2000, 2000",1,1,
510002,89,"2000, 2000",1,1,
510003,32,"-50000,-50000",1,1,
510003,55,,1,1,
510003,99,"10000,10000",1,1,
510004,32,"-50000,-50000",1,1,
510004,73,,1,1,
510004,251,,1,1,
510004,58,"5000,5000",1,1,
510004,246,,1,1,
510004,99,"10000,10000",1,1,
510005,56,,1,1,
510006,84,,1,1,
900001,30,"100, 100",1,1,
301,62,"3000, 0",,,
302,105,"5000, 0",,,
303,106,"10000, 0",,,
304,106,"10000, 0",,,
305,115,"306, 0",,,
306,106,"10000, 0",,,
312,115,"313, 0",,,
314,115,"315, 0",,,
315,62,"-7000,-7000",1,1,
316,125,,,,
317,7,"-3000,-3000",1,1,
321,84,,,,
322,84,,,,
323,84,,,,
324,74,,,,
401,115,"402, 0",,,
402,111,"500, 500",,,
403,55,,,,
403,99,"10000, 10000",,,
451,55,,,,
451,99,"10000, 10000",,,
452,62,"5000, 5000",,,
453,55,,,,
453,99,"10000, 10000",,,
454,62,"5000, 5000",,,
501,119,,,,
502,119,,,,
503,119,,,,
504,119,,,,
510,87,"10000, 0",,,
511,87,"20000, 0",,,
512,204,10000,,,
601,74,,,,
602,74,,,,
720212,74,"0, 0",,,
1720212,74,"0, 0",,,
720222,43,"0, 0, 75000, 75000",,,
1720222,43,"0, 0, 75000, 75000",,,
1720223,115,172029,,,
720232,23,"-5000, -5000",,,
720233,24,"-5000, -5000",,,
720234,62,"-5000, -5000",,,
1720232,23,"-5000, -5000",,,
1720233,24,"-5000, -5000",,,
1720234,62,"-5000, -5000",,,
1720310,55,,,,
1720311,55,,,,
1720312,55,,,,
1720316,74,"0, 0",,,
720241,56,,,,
720242,55,,,,
720243,99,"10000, 10000",,,
720243,74,"0, 0",,,
720251,3,"1000, 1000",,,
720251,4,"1000, 1000",,,
720251,7,"5000, 5000",,,
720251,28,"500, 500",,,
720251,62,"3000, 3000",1,1,
720251,9,"1000, 1000",,,
720251,38,"1000, 1000",,,
720251,11,"300, 300",,,
720282,62,"-7500, -7500",,,
721211,23,"5000, 5000",,,
721211,24,"5000, 5000",,,
721222,43,"0, 0, 20000, 20000",,,
7212411,84,,,,
721241,84,,,,
721242,84,,,,
721243,84,,,,
721244,84,,,,
721245,84,,,,
721246,84,,,,
721301,74,,,,
721321,62,"-100000, -100000",,,
721332,3,"40, 40",,,
721332,62,"100, 100",,,
721332,7,"70, 70",,,
721341,84,,,,
17200022,43,"0, 0, 30000, 30000",,,
17200032,115,172029,,,
17200033,74,,,,
17200052,74,,,,
17200091,3,"10000, 10000",,,
17200091,62,"10000, 10000",,,
17200091,7,"10000, 10000",,,
720301,55,,,,
720312,43,"0, 0, 100000, 100000",1,1,
720321,55,,1,1,
720351,3,"1000, 1000",1,1,
720351,4,"1000, 1000",1,1,
720351,62,"5000, 5000",1,1,
720352,7,"5000, 5000",1,1,
720353,3,"1000, 1000",1,1,
720353,4,"1000, 1000",1,1,
720353,62,"5000, 5000",1,1,
720353,7,"5000, 5000",1,1,
720353,136,"-6500, -6500",1,1,
720361,43,"0, 0, 35000, 35000",1,1,
72038,21,"-8000, -8000",1,1,
72038,22,"-8000, -8000",1,1,
172035,3,"5000, 5000",1,1,
720372,74,"0, 0",,,
7203721,74,"0, 0",,,
720391,84,,,,
720441,44,"0, 0, 15000, 150000",,,
720451,4,"2000, 2000",,,
720451,3,"2000, 2000",,,
720451,127,3000,,,
720461,125,,,,
720472,74,,,,
720482,128,,,,
720511,84,,,,
720541,84,,,,
720551,84,,,,
720561,84,,,,
600,125,,,,
741141,74,,,,
741171,74,,,,
741191,84,,,,
7411911,74,,,,
7411911,27,"-8000, -8000",1,1,
7411911,23,"-6200, -6200",1,1,
7411911,24,"-6200, -6200",1,1,
7411912,73,,,,
601391,7,"-5000, -5000",,,
601402,31,"-5000, -5000",,,
601412,43,"0, 0, 50000, 50000",,,
601441,44,"0, 0, 50000, 50000",,,
94408,74,,,,
94411,43,"0, 0, 50000, 50000",,,
601462,74,,,,
601472,74,,,,
601612,74,,,,
601622,62,"-7000, -7000",,,
601622,7,"-3000, -3000",,,
601642,43,"100, 100, 15000, 15000",1.5,1.5,
601722,74,,,,
601742,74,,,,
601751,1,"20000, 20000",1.5,1.5,
601771,62,"-7000, -7000",,,
601771,7,"-3000, -3000",,,
601781,37,"1500,4000",1,1,
50074,1,"-1000, -1000",1,1,
50074,2,"-1000, -1000",1,1,
74096,29,"-8000, -8000",1,1,
74097,23,"2000, 2000",1,1,
74098,24,"2000, 2000",1,1,
910245,1,"1500, 1500",1,1,
910245,2,"1500, 1500",1,1,
910246,58,"3000, 3000",1,1,
910247,60,"3000, 3000",1,1,
910248,21,"2000, 2000",1,1,
910248,22,"2000, 2000",1,1,
910249,21,"2000, 2000",1,1,
910249,22,"2000, 2000",1,1,
910250,1,"1500, 1500",1,1,
910250,2,"1500, 1500",1,1,
910251,9,"300, 300",1,1,
910252,58,"3000, 3000",1,1,
910253,21,"2000, 2000",1,1,
910253,22,"2000, 2000",1,1,
910254,1,"1500, 1500",1,1,
910254,2,"1500, 1500",1,1,
910255,58,"3000, 3000",1,1,
910256,115,"701, 0",1,1,
910257,115,"702, 0",1,1,
910258,115,"703, 0",1,1,
910259,115,"704, 0",1,1,
602,74,,,,
602,73,,,,
800000,84,,,,
801043,133,"20000, 20000",1,1,
801044,115,"8010441, 0",1,1,
801045,55,,,,
801046,115,"8010461, 0",1,1,
8010461,3,"3000, 3000",1,1,
8010461,4,"3000, 3000",1,1,
8010461,23,"3000, 3000",1,1,
8010461,24,"3000, 3000",1,1,
801047,74,,,,
801048,3,"2500, 2500",1,1,
801048,4,"2500, 2500",1,1,
801048,7,"4000, 4000",1,1,
801049,14,"5000, 5000",1,1,
801050,3,"2500, 2500",1,1,
801050,4,"2500, 2500",1,1,
801050,7,"4000, 4000",1,1,
801051,55,,,,
801052,115,"8010521, 0",1,1,
8010521,3,"3000, 3000",1,1,
8010521,4,"3000, 3000",1,1,
8010521,23,"3000, 3000",1,1,
8010521,24,"3000, 3000",1,1,
93506,3,"2000, 2000",1,1,
93506,4,"2000, 2000",1,1,
93506,23,"3000, 3000",1,1,
93506,24,"3000, 3000",1,1,
93506,7,"3000, 3000",1,1,
93506,62,"2000, 2000",1,1,
94409,3,"3000, 3000",1,1,
94409,4,"3000, 3000",1,1,
94409,23,"3000, 3000",1,1,
94409,24,"3000, 3000",1,1,
94409,7,"3000, 3000",1,1,
94409,62,"2000, 2000",1,1,
94410,3,"3000, 3000",1,1,
94410,4,"3000, 3000",1,1,
94410,23,"3000, 3000",1,1,
94410,24,"3000, 3000",1,1,
94410,7,"3000, 3000",1,1,
94410,62,"2000, 2000",1,1,
805004,43,"10000, 10000, 1",1,1,
411005,23,"-800, -800",1,1,
411005,24,"-800, -800",1,1,
411010,74,,,,
411010,23,"-6000, -6000",,,
411010,24,"-6000, -6000",,,
411010,52,"20000, 20000",,,
411011,43,"0, 0, 100000, 100000",,,
411011,44,"0, 0, 100000, 100000",,,
411018,3,"1300, 1300",,,
411018,4,"1300, 1300",,,
411018,23,"-1500, -1500",,,
411018,24,"-1500, -1500",,,
411018,7,"1500, 1500",1,1,
411018,62,"1500, 1500",1,1,
411019,125,,,,
411036,3,"1500, 1500",1,1,
411036,4,"1500, 1500",1,1,
411036,23,"4000, 4000",1,1,
411036,24,"4000, 4000",1,1,
411036,7,"3000, 3000",1,1,
411036,62,"6500, 6500",1,1,
411037,3,"2500, 2500",1,1,
411037,4,"2500, 2500",1,1,
411037,23,"7000, 7000",1,1,
411037,24,"7000, 7000",1,1,
411037,7,"3000, 3000",1,1,
411037,62,"6500, 6500",1,1,
411038,3,"3500, 3500",1,1,
411038,4,"3500, 3500",1,1,
411038,23,"10000, 10000",1,1,
411038,24,"10000, 10000",1,1,
411038,7,"3000, 3000",1,1,
411038,62,"6500, 6500",1,1,
412005,23,"-800, -800",1,1,
412005,24,"-800, -800",1,1,
412010,74,,,,
412010,23,"-6000, -6000",,,
412010,24,"-6000, -6000",,,
412010,52,"20000, 20000",,,
412011,43,"0, 0, 100000, 100000",,,
412011,44,"0, 0, 100000, 100000",,,
412018,3,"1300, 1300",,,
412018,4,"1300, 1300",,,
412018,23,"-1500, -1500",,,
412018,24,"-1500, -1500",,,
412018,7,"1500, 1500",1,1,
412018,62,"1500, 1500",1,1,
412019,125,,,,
412036,3,"1500, 1500",1,1,
412036,4,"1500, 1500",1,1,
412036,23,"4000, 4000",1,1,
412036,24,"4000, 4000",1,1,
412036,7,"3000, 3000",1,1,
412036,62,"6500, 6500",1,1,
412037,3,"2500, 2500",1,1,
412037,4,"2500, 2500",1,1,
412037,23,"7000, 7000",1,1,
412037,24,"7000, 7000",1,1,
412037,7,"3000, 3000",1,1,
412037,62,"6500, 6500",1,1,
412038,3,"3500, 3500",1,1,
412038,4,"3500, 3500",1,1,
412038,23,"10000, 10000",1,1,
412038,24,"10000, 10000",1,1,
412038,7,"3000, 3000",1,1,
412038,62,"6500, 6500",1,1,
413002,3,"1000, 1000",1,1,
413002,4,"1000, 1000",1,1,
413002,7,"2500, 2500",1,1,
413005,23,"-800, -800",1,1,
413005,24,"-800, -800",1,1,
413010,74,,,,
413010,23,"-6000, -6000",,,
413010,24,"-6000, -6000",,,
413010,52,"20000, 20000",,,
413011,43,"0, 0, 100000, 100000",,,
413011,44,"0, 0, 100000, 100000",,,
413013,43,"0, 0, 7500, 7500",,,
413013,44,"0, 0, 7500, 7500",,,
413013,62,"-2000, -2000",,,
413016,55,,,,
413016,56,,,,
4130212,55,,,,
4130212,99,"10000, 10000",,,
4130213,74,"0, 0",,,
4130214,84,,,,
4130215,84,,,,
4130216,84,,,,
4130217,84,,,,
413018,3,"1300, 1300",,,
413018,4,"1300, 1300",,,
413018,23,"-1500, -1500",,,
413018,24,"-1500, -1500",,,
413018,7,"1500, 1500",1,1,
413018,62,"1500, 1500",1,1,
413019,125,,,,
413019,3,"2000, 2000",,,
413019,4,"2000, 2000",,,
413019,7,"3000, 3000",1,1,
413019,62,"3000, 3000",1,1,
4130272,84,,,,
413035,55,,,,
413035,99,,,,
413036,3,"1500, 1500",1,1,
413036,4,"1500, 1500",1,1,
413036,23,"4000, 4000",1,1,
413036,24,"4000, 4000",1,1,
413036,7,"3000, 3000",1,1,
413036,62,"6500, 6500",1,1,
413037,3,"2500, 2500",1,1,
413037,4,"2500, 2500",1,1,
413037,23,"7000, 7000",1,1,
413037,24,"7000, 7000",1,1,
413037,7,"3000, 3000",1,1,
413037,62,"6500, 6500",1,1,
413038,3,"3500, 3500",1,1,
413038,4,"3500, 3500",1,1,
413038,23,"10000, 10000",1,1,
413038,24,"10000, 10000",1,1,
413038,7,"3000, 3000",1,1,
413038,62,"6500, 6500",1,1,
413041,74,,,,
413041,23,"-6000, -6000",,,
413041,24,"-6000, -6000",,,
414043,56,,,,
414002,3,"1000, 1000",1,1,
414002,4,"1000, 1000",1,1,
414002,7,"2500, 2500",1,1,
414005,23,"-800, -800",1,1,
414005,24,"-800, -800",1,1,
414010,74,,,,
414010,23,"-6000, -6000",,,
414010,24,"-6000, -6000",,,
414010,52,"20000, 20000",,,
414011,43,"0, 0, 100000, 100000",,,
414011,44,"0, 0, 100000, 100000",,,
414013,43,"0, 0, 7500, 7500",,,
414013,44,"0, 0, 7500, 7500",,,
414013,62,"-2000, -2000",,,
414016,55,,,,
414016,56,,,,
414018,3,"1300, 1300",,,
414018,4,"1300, 1300",,,
414018,23,"-1500, -1500",,,
414018,24,"-1500, -1500",,,
414018,7,"1500, 1500",1,1,
414018,62,"1500, 1500",1,1,
414019,125,,,,
414019,3,"2000, 2000",,,
414019,4,"2000, 2000",,,
414019,7,"3000, 3000",1,1,
414019,62,"3000, 3000",1,1,
414036,3,"1500, 1500",1,1,
414036,4,"1500, 1500",1,1,
414036,23,"4000, 4000",1,1,
414036,24,"4000, 4000",1,1,
414036,7,"3000, 3000",1,1,
414036,62,"6500, 6500",1,1,
414037,3,"2500, 2500",1,1,
414037,4,"2500, 2500",1,1,
414037,23,"7000, 7000",1,1,
414037,24,"7000, 7000",1,1,
414037,7,"3000, 3000",1,1,
414037,62,"6500, 6500",1,1,
414038,3,"3500, 3500",1,1,
414038,4,"3500, 3500",1,1,
414038,23,"10000, 10000",1,1,
414038,24,"10000, 10000",1,1,
414038,7,"3000, 3000",1,1,
414038,62,"6500, 6500",1,1,
414041,74,,,,
414041,23,"-6000, -6000",,,
414041,24,"-6000, -6000",,,
414045,55,,,,
414045,7,"2500, 2500",,,
414045,62,"5000, 5000",,,
4010062,74,,,,
4010202,84,,,,
401021,84,,,,
401026,84,,,,
401009,84,,,,
401010,84,,,,
401011,74,,,,
401013,84,,,,
401014,84,,,,
401015,84,,,,
4020012,84,"2500, 2500",,,
4010351,74,,,,
4020101,62,"-10000, -10000",,,
401000,1,"1500, 1500",1,1,
401000,2,"1500, 1500",1,1,
4011032,74,,,,
4011042,115,401102,,,
4011022,115,401109,,,
4011043,44,"5000, 5000",,,
4011092,74,,,,
4012022,84,,,,
4012023,44,"0,0,70000,70000",1,1,
4012051,74,,,,
4012061,84,,,,
401217,74,,,,
401218,74,,,,
4012082,115,401201,,,
401211,3,"3000, 3000",1,1,
401211,4,"3000, 3000",1,1,
401211,23,"20000, 20000",1,1,
401211,24,"20000, 20000",1,1,
401211,7,"4000, 4000",1,1,
401211,62,"4500, 4500",1,1,
401226,3,"3000, 3000",1,1,
401226,4,"3000, 3000",1,1,
401226,55,,,,
401226,7,"4000, 4000",1,1,
401226,62,"4500, 4500",1,1,
9901011,115,"990131, 0",,,
9901021,115,"990132, 0",,,
9901031,115,"990133, 0",,,
9901041,115,"990134, 0",,,
9901051,115,"990135, 0",,,
9901061,115,"990136, 0",,,
9901071,115,"990137, 0",,,
9901081,115,"990138, 0",,,
9901091,115,"990139, 0",,,
9901101,115,"990140, 0",,,
9901111,115,"990141, 0",,,
9901121,115,"990142, 0",,,
9901131,115,"990143, 0",,,
9901141,115,"990144, 0",,,
9901151,115,"990145, 0",,,
9901161,115,"990146, 0",,,
9901171,115,"990147, 0",,,
9901181,115,"990148, 0",,,
9901191,115,"990149, 0",,,
9901201,115,"990150, 0",,,
9901211,115,"990151, 0",,,
9901221,115,"990152, 0",,,
9901231,115,"990153, 0",,,
9901241,115,"990154, 0",,,
9901251,115,"990155, 0",,,
9901261,115,"990156, 0",,,
9901271,115,"990157, 0",,,
9901281,115,"990158, 0",,,
9901291,115,"990159, 0",,,
9901301,115,"990160, 0",,,
9901302,115,"990161, 0",,,
9901311,62,"-5000, -5000",,,
9901312,74,,,,
9902011,167,0,,,
9902012,167,0,,,
9902013,167,0,,,
9902014,167,0,,,
9903011,167,2,,,
9903012,167,2,,,
9903013,167,2,,,
9903014,167,2,,,
9904011,115,"990431,0",,,
9904021,115,"990432,0",,,
9904031,115,"990433,0",,,
9904041,115,"990434,0",,,
9904051,115,"990435,0",,,
9904061,115,"990436,0",,,
9904071,115,"990437,0",,,
9904081,115,"990438,0",,,
9904091,115,"990439,0",,,
9904101,115,"990440,0",,,
9904111,115,"990441,0",,,
9904121,115,"990442,0",,,
9904131,115,"990443,0",,,
9904141,115,"990444,0",,,
9904151,115,"990445,0",,,
9904161,115,"990446,0",,,
9904171,115,"990447,0",,,
9904181,115,"990448,0",,,
9904191,115,"990449,0",,,
9904201,115,"990450,0",,,
9904211,115,"990451,0",,,
9904221,115,"990452,0",,,
9904231,115,"990453,0",,,
9904241,115,"990454,0",,,
9904251,115,"990455,0",,,
9904261,115,"990456,0",,,
9904271,115,"990457,0",,,
9904281,115,"990458,0",,,
9904291,115,"990459,0",,,
9904301,115,"990460,0",,,
9904313,74,,,,
9904323,74,,,,
9904333,74,,,,
9904343,74,,,,
9904353,74,,,,
9904363,74,,,,
9904373,74,,,,
9904383,74,,,,
9904393,74,,,,
9904403,74,,,,
9904413,74,,,,
9904423,74,,,,
9904433,74,,,,
9904443,74,,,,
9904453,74,,,,
9904463,74,,,,
9904473,74,,,,
9904483,74,,,,
9904493,74,,,,
9904503,74,,,,
9904513,74,,,,
9904523,74,,,,
9904533,74,,,,
9904543,74,,,,
9904553,74,,,,
9904563,74,,,,
9904573,74,,,,
9904583,74,,,,
9904593,74,,,,
9904603,74,,,,
420001,173,"5,  0",,,
420002,173,"6,  0",,,
420003,173,"7,  0",,,
420004,173,"8,  0",,,
420005,173,"9,  0",,,
420006,173,"10,  0",,,
420007,173,"35,  0",,,
420008,173,"36,  0",,,
420009,173,"37,  0",,,
420010,173,"38,  0",,,
420011,173,"39,  0",,,
420012,173,"40,  0",,,
420013,173,"65,  0",,,
420014,173,"66,  0",,,
420015,173,"67,  0",,,
420016,173,"68,  0",,,
420017,173,"69,  0",,,
420018,173,"70,  0",,,
420019,173,"95,  0",,,
420020,173,"96,  0",,,
420021,173,"97,  0",,,
420022,173,"98,  0",,,
420023,173,"99,  0",,,
420024,173,"100,  0",,,
420025,173,"11,0",,,
420026,173,"12,0",,,
420027,173,"13,0",,,
420028,173,"14,0",,,
420029,173,"15,0",,,
420030,173,"16,0",,,
420031,173,"41,0",,,
420032,173,"42,0",,,
420033,173,"43,0",,,
420034,173,"44,0",,,
420035,173,"45,0",,,
420036,173,"46,0",,,
420037,173,"71,0",,,
420038,173,"72,0",,,
420039,173,"73,0",,,
420040,173,"74,0",,,
420041,173,"75,0",,,
420042,173,"76,0",,,
420043,173,"101,0",,,
420044,173,"102,0",,,
420045,173,"103,0",,,
420046,173,"104,0",,,
420047,173,"105,0",,,
420048,173,"106,0",,,
1000000,116,"204, 1",1,1,
1000001,116,"205, 1",1,1,
1000002,116,"206, 1",1,1,
730223,115,"73024,  0",,,
730233,84,,,,
731211,33,"-2000,-2000",,,
731211,34,"-2000,-2000",,,
731211,23,"-3000,-3000",,,
731211,24,"-3000,-3000",,,
731221,33,"-1000,-1000",,,
731221,34,"-1000,-1000",,,
731221,23,"-1500,-1500",,,
731221,24,"-1500,-1500",,,
731231,33,"0,0",,,
731231,34,"0,0",,,
731241,33,"2000,2000",,,
731241,34,"2000,2000",,,
731241,7,"1000,1000",,,
731241,62,"2000,2000",,,
731251,33,"5000,5000",,,
731251,34,"5000,5000",,,
731251,7,"2000,2000",,,
731251,62,"3500,3500",,,
731261,34,"10000,10000",,,
731261,7,"3000,3000",,,
731261,62,"5000,5000",,,
731361,115,"73140,0",,,
731391,23,"-2000,-2000",,,
731391,24,"-2000,-2000",,,
730271,74,,,,
730281,56,,,,
730281,55,,,,
730281,74,,,,
730222,74,,,,
730222,115,"73029,  0",,,
730232,74,,,,
730232,115,"73030,  0",,,
731412,23,"-500, -500",,,
731412,24,"-500, -500",,,
731461,56,,,,
731471,115,"73024,  0",,,
601661,116,"302,1",,,
601661,14,"1000,1000",,,
601661,7,"1000,1000",,,
601662,74,,,,
601663,14,"500,500",,,
601663,28,"500,500",,,
601663,204,2018,,,
731481,62,"1000,1000",,,
731481,57,"2000,2000",,,
731481,204,5000,,,
731482,74,,,,
731491,3,"100, 100",,,
415002,3,"1000, 1000",1,1,
415002,4,"1000, 1000",1,1,
415002,7,"2500, 2500",1,1,
415005,23,"-800, -800",1,1,
415005,24,"-800, -800",1,1,
415010,74,,,,
415010,23,"-6000, -6000",,,
415010,24,"-6000, -6000",,,
415010,52,"20000, 20000",,,
415011,43,"0, 0, 100000, 100000",,,
415011,44,"0, 0, 100000, 100000",,,
415013,43,"0, 0, 7500, 7500",,,
415013,44,"0, 0, 7500, 7500",,,
415013,62,"-2000, -2000",,,
415016,55,,,,
415016,56,,,,
4150212,55,,,,
4150212,99,"10000, 10000",,,
4150213,74,"0, 0",,,
4150214,84,,,,
4150215,84,,,,
4150216,84,,,,
4150217,84,,,,
415018,3,"1300, 1300",,,
415018,4,"1300, 1300",,,
415018,23,"-1500, -1500",,,
415018,24,"-1500, -1500",,,
415018,7,"1500, 1500",1,1,
415018,62,"1500, 1500",1,1,
415019,125,,,,
415019,3,"2000, 2000",,,
415019,4,"2000, 2000",,,
415019,7,"3000, 3000",1,1,
415019,62,"3000, 3000",1,1,
4150272,84,,,,
415035,55,,,,
415035,99,,,,
415036,3,"1500, 1500",1,1,
415036,4,"1500, 1500",1,1,
415036,23,"4000, 4000",1,1,
415036,24,"4000, 4000",1,1,
415036,7,"3000, 3000",1,1,
415036,62,"6500, 6500",1,1,
415037,3,"2500, 2500",1,1,
415037,4,"2500, 2500",1,1,
415037,23,"7000, 7000",1,1,
415037,24,"7000, 7000",1,1,
415037,7,"3000, 3000",1,1,
415037,62,"6500, 6500",1,1,
415038,3,"3500, 3500",1,1,
415038,4,"3500, 3500",1,1,
415038,23,"10000, 10000",1,1,
415038,24,"10000, 10000",1,1,
415038,7,"3000, 3000",1,1,
415038,62,"6500, 6500",1,1,
415041,74,,,,
415041,23,"-6000, -6000",,,
415041,24,"-6000, -6000",,,
415048,44,"2865, 25935",1.3,1,
415048,62,"-2500, -4000",1,1,
40020101,62,"-100000,-100000",1,1,
40020102,23,"-1500,-1500",1,1,
40020102,24,"-1500,-1500",1,1,
40020103,23,"6000,6000",1,1,
40020103,24,"6000,6000",1,1,
40020105,62,"-2000,-2000",1,1,
40020106,109,"2000,2000",1,1,
40020106,62,"-7500,-7500",1,1,
40020108,109,"1000,1000",1,1,
40020114,111,"500,500",1,1,
40020115,62,"-5000,-5000",1,1,
40020116,62,"3000,3000",1,1,
40020116,7,"2500,2500",1,1,
40020117,56,,1,1,
40020117,55,,1,1,
40020118,62,"5500,5500",1,1,
40020120,3,"4500,4500",1,1,
40020120,4,"4500,4500",1,1,
40020121,202,"40020124,30000",1,1,
40020121,203,"40020124,5000",1,1,
40020122,23,"50000,50000",1,1,
40020122,24,"50000,50000",1,1,
40020122,48,"10000,10000",1,1,
40020123,202,"40020125,10000",1,1,
40020123,203,"40020125,5000",1,1,
40020123,62,"3000,3000",1,1,
40020123,7,"3000,3000",1,1,
40020124,203,"40020120,5000",1,1,
40020124,203,"40020123,5000",1,1,
40020125,84,,1,1,
40020128,203,"40020149,10000",1,1,
40020128,203,"40020160,10000",1,1,
40020129,203,"40020146,10000",1,1,
40020129,203,"40020157,10000",1,1,
40020130,203,"40020147,10000",1,1,
40020130,203,"40020158,10000",1,1,
40020131,203,"40020148,10000",1,1,
40020131,203,"40020159,10000",1,1,
