Id,Title,Name,NameEN,Grade,Type,InteractionType,ScaleFactor,VisibleLevel,Level,BasicAttackSkillInfoIdList,CreateSkillInfoId,IgnoreHitAnim,Aggressive,Movable,Rotatable,IsMonster,SpawnAnim,DisableSpawnVFX,SpawnVFX,HitFX,HitSocket,HitSound,BP_Name,IconTexture,QuestOnly,AppearanceScenePlay,IsBoss,MonsterCoreItemInfoId,RaceType,RaceIconPath,JobIconPath,CutSceneType,UseMatineeActor,MonsterType,MonsterGrade,InteractionVoiceID,QuestFinishVoiceID,IconTexture2,IconTitle,MinimapMark
11560,은빛용병단,테오도르,HardinsFollower_Attack_Staff,1,17,24,1,0,190,150501,,0,1,1,1,0,,0,,,,,BP_HardinsFollower_Attack_Staff, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,79,80,,,0
11561,변형된 티막 오크,라쿰,Resident_04_Attack_Sword,1,17,24,1,0,190,151401,,0,0,1,1,0,,0,,,,,BP_Resident_04_Attack_Sword, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,1,2,,,0
11562,변형된 티막 오크,라쿰,Resident_04_Wounded,1,17,24,1,0,190,,,1,0,0,0,0,,0,,,,,BP_Resident_04_Wounded, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,0,0,,,0
11563,변형된 티막 오크,라쿰,Resident_04_Attack_Sword,1,17,24,1,0,190,151401,,0,1,1,1,0,,0,,,,,BP_Resident_04_Attack_Sword, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,1,2,,,0
11564,변형된 티막 오크,카라쿠,SmeltingMerchant_Attack_Sword,1,17,24,1,0,190,151601,,0,0,1,1,0,,0,,,,,BP_SmeltingMerchant_Attack_Sword, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,51,52,,,0
11565,,카라쿠의 친위대,TimakOrcWarrior,0,17,24,1,0,190,50003,,0,1,1,1,0,,0,,,,,BP_TimakOrcWarrior,Icon_MonsterCore_TimakOrcWarrior,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,M,1,5,7,0,0,,,0
11566,변형된 티막 오크,카라쿠,SmeltingMerchant_Attack_Sword,1,17,24,1,0,190,151601,,0,1,1,1,0,,0,,,,,BP_SmeltingMerchant_Attack_Sword, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,51,52,,,0
11567,어둠의 결사 고위기사,엠브리온,Embryon,1,17,24,1,0,190,,,0,0,1,1,0,,0,,,,,BP_Embryon, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,M,1,5,7,112,113,,,0
11568,어둠의 결사 고위기사,엠브리온,Embryon_Attack_Sword,1,17,24,1,0,190,50214,,0,1,1,1,0,,0,,,,,BP_Embryon_Attack_Sword, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,112,113,,,0
11569,엠브리온 기사단,로렌스,EmbryonKnights,1,17,24,1,0,190,50211,,0,0,1,1,0,,0,,,,,BP_EmbryonKnights,Icon_MonsterCore_EmbryonKnights,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Guard,M,1,5,7,0,0,,,0
11570,엠브리온 기사단,로렌스,EmbryonKnights,1,17,24,1,0,190,50211,,0,1,1,1,0,,0,,,,,BP_EmbryonKnights,Icon_MonsterCore_EmbryonKnights,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Guard,M,1,5,7,0,0,,,0
11571,,의문의 소녀,Magician_Attack_Staff,1,17,24,1,0,190,150701,,0,0,1,1,0,,0,,,,,BP_Magician_Attack_Staff, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,132,133,,,0
11572,,레토 리자드맨 습격자,LetoLizardmanChieftain,1,17,24,1,0,190,50080,,0,0,1,1,0,,0,,,,,BP_LetoLizardmanChieftain,Icon_MonsterCore_LetoLizardmanChieftain,0,0,0,,5,Icon_Ability_Dragon,Icon_Ability_Fighter,M,1,5,7,0,0,,,0
11573,,의문의 소녀,Magician_Attack_Staff,1,17,24,1,0,190,150701,,0,1,1,1,0,,0,,,,,BP_Magician_Attack_Staff, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,132,133,,,0
11574,,암컷 윈드수스,Windsus,0,17,24,1,0,190,50020,,0,0,0,0,0,,0,,,,,BP_Windsus,Icon_MonsterCore_Windsus,0,0,0,,4,Icon_Ability_Animal,Icon_Ability_Patrol,S,1,5,7,0,0,,,0
11575,오렌 영주의 첩,크리스틴,Attack_Teleporter_Magic,1,17,24,1,0,190,,,1,0,0,0,0,ElfSkillSongOfVitality,0,,,,,BP_Attack_Teleporter_Magic, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,61,62,,,0
11576,,꾸꾸,Windsus,0,17,24,1,0,190,50020,,0,0,0,0,0,,0,,,,,BP_Windsus,Icon_MonsterCore_Windsus,0,0,0,,4,Icon_Ability_Animal,Icon_Ability_Patrol,S,1,5,7,0,0,,,0
11577,,꾸꾸,Windsus,0,17,24,1,0,190,50020,,0,1,1,1,0,,0,,,,,BP_Windsus,Icon_MonsterCore_Windsus,0,0,0,,4,Icon_Ability_Animal,Icon_Ability_Patrol,S,1,5,7,0,0,,,0
11578,계곡 거미의 여왕,포리큘,Atrox,1,17,24,1.5,0,190,50213,,1,0,1,1,0,,0,,,,,BP_Atrox,Icon_MonsterCore_Atrox,0,0,0,,4,Icon_Ability_Animal,Icon_Ability_Patrol,M,1,5,7,0,0,,,0
11579,,케이트,Maid_01_Attack_DualSword,1,17,24,1,0,190,153001,,0,1,1,1,0,,0,,,,,BP_Maid_01_Attack_DualSword, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,116,117,,,0
11580,무역상,크리자로,DarkAssociation_Normal,1,17,24,1,0,190,58175,,0,1,1,1,0,,0,,,,,BP_DarkAssociation_Normal, Icon_MonsterCore_Sample,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,,1,5,7,134,135,,,0
11581,미식 탐구회,메이첼,Maid_01,1,17,24,1,0,190,,,0,0,0,0,0,,0,,,,,BP_Maid_01, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,116,117,,,0
11582,미식 탐구회,애니,WarehouseKeeper_W_01,1,17,24,1,0,190,,,0,0,0,0,0,,0,,,,,BP_WarehouseKeeper_W_01, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,120,121,,,0
11583,사냥꾼,레너,WarehouseKeeper,1,17,24,1,0,190,,,0,0,0,0,0,,0,,,,,BP_WarehouseKeeper,WarehouseKeeper,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,S,1,5,7,71,72,,,0
11584,오렌 병사,드레이브,CityGuard_Oren_01,1,17,24,1,0,190,,,0,0,0,0,0,,0,,,,,BP_CityGuard_Oren_01, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,M,1,5,7,13,14,,,0
11585,식물학자,유메리,Magician,1,17,24,1,0,190,,,0,0,0,0,0,,0,,,,,BP_Magician,Magician,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,M,1,5,7,27,28,,,0
11586,흑마법사,자이드,DarkAssociation_Normal,1,17,24,1,0,190,58175,,0,0,0,0,0,,0,,,,,BP_DarkAssociation_Normal, Icon_MonsterCore_Sample,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,,1,5,7,15,16,,,0
11587,고양이 상단,네로,CatTheCat,1,17,24,1,0,190,152101,,0,0,0,0,0,,0,,,,,BP_CatTheCat,CatTheCat_01,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,S,1,5,7,5,6,,,0
11588,사냥꾼,셰이든,SmeltingMerchant,1,17,24,1,0,190,,,0,0,0,0,0,,0,,,,,BP_SmeltingMerchant,SmeltingMerchant_01,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,M,1,5,7,51,52,,,0
11589,오크 복수자,다리안,Resident_04,1,17,24,1,0,190,,,0,0,0,0,0,,0,,,,,BP_Resident_04, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,1,2,,,0
11590,아덴탐험대,도로시,Resident_05_Attack_Dagger,1,17,24,1,0,190,151501,,0,0,0,0,0,,0,,,,,BP_Resident_05_Attack_Dagger, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,97,98,,,0
11591,고양이 상단,바로,CatTheCat,1,17,24,1,0,190,152101,,0,0,0,0,0,,0,,,,,BP_CatTheCat,CatTheCat_01,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,S,1,5,7,5,6,,,0
11592,아덴탐험대,시아나링고,Magician,1,17,24,1,0,190,,,0,0,0,0,0,,0,,,,,BP_Magician,Magician,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,M,1,5,7,27,28,,,0
11593,대주술사,바르피오,TanorSilenosShaman,1,17,24,1.3,0,190,50027,,1,0,1,1,0,,0,,,,,BP_TanorSilenosShaman,Icon_MonsterCore_TanorSilenosShaman,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,M,1,5,7,0,0,,,0
11594,고양이 상단,바로,CatTheCat,1,17,24,1,0,190,152101,,0,1,1,1,0,,0,,,,,BP_CatTheCat,CatTheCat_01,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,S,1,5,7,5,6,,,0
11595,,타노르 기원사,TanorSilenosShaman,1,17,24,1,1,190,50027,,0,0,1,1,0,,0,,,,,BP_TanorSilenosShaman,Icon_MonsterCore_TanorSilenosShaman,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,M,1,5,7,0,0,,,0
11596,어둠의 결사,집행자,DarkAssociation,0,17,24,1,1,190,50103,,0,0,1,1,0,,0,,,,,BP_DarkAssociation,Icon_MonsterCore_DarkAssociation,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,M,1,5,7,15,16,,,0
11597,,어둠의 하수인,DeathFire,0,17,24,1,1,190,50038,,0,0,1,1,0,,0,,,,,BP_DeathFire,Icon_MonsterCore_DeathFire,0,0,0,,3,Icon_Ability_Demon,Icon_Ability_Fighter,M,1,5,7,0,0,,,0
11598,,꾸꾸,Windsus_Attack,1,17,24,1,0,190,,,0,0,0,0,0,,0,,,,,BP_Windsus_Attack, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,0,0,,,0
11599,아덴탐험대,시아나링고,Magician_Attack_Staff,1,17,24,1,0,190,150701,,0,1,1,1,0,,0,,,,,BP_Magician_Attack_Staff, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,27,28,,,0
11623,,펑거스 기간틱,SporeFungus,0,17,24,1.3,1,198,50082,,0,0,1,1,0,,0,,,,,BP_SporeFungus,Icon_MonsterCore_SporeFungus,0,0,0,,6,Icon_Ability_Monster,Icon_Ability_Walker,S,1,4,7,0,0,,,0
11624,,펑거스 미니,SporeFungus,0,17,24,0.75,1,198,50082,,0,0,1,1,0,,0,,,,,BP_SporeFungus,Icon_MonsterCore_SporeFungus,0,0,0,,6,Icon_Ability_Monster,Icon_Ability_Walker,S,1,5,7,0,0,,,0
11625,어둠의 결사 추종자,오엘 마훔,OelMahumWarrior,1,17,24,0.8,1,206,,,0,0,0,0,0,,0,,,,,BP_OelMahumWarrior,Icon_MonsterCore_OelMahumWarrior,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Guard,M,1,5,7,0,0,,,0
11626,,라바키,OelMahumWarrior,1,17,24,1.3,1,206,,,0,0,0,0,0,,0,,,,,BP_OelMahumWarrior,Icon_MonsterCore_OelMahumWarrior,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Guard,M,1,5,7,0,0,,,0
11627,,라바키의 부하,OelMahumWarrior,1,17,24,0.8,1,206,,,0,0,0,0,0,,0,,,,,BP_OelMahumWarrior,Icon_MonsterCore_OelMahumWarrior,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Guard,M,1,5,7,0,0,,,0
11628,,우쿠라,OelMahumShaman,1,17,24,1.3,1,206,,,0,0,0,0,0,,0,,,,,BP_OelMahumShaman,Icon_MonsterCore_OelMahumWarrior,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Guard,M,1,5,7,0,0,,,0
11629,,우쿠라의 부하,OelMahumShaman,1,17,24,0.8,1,206,,,0,0,0,0,0,,0,,,,,BP_OelMahumShaman,Icon_MonsterCore_OelMahumWarrior,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Guard,M,1,5,7,0,0,,,0
11630,,우쿠라의 부하,OelMahum,1,17,24,0.8,1,206,,,0,0,0,0,0,,0,,,,,BP_OelMahum,Icon_MonsterCore_OelMahumWarrior,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Guard,M,1,5,7,0,0,,,0
11601,,아이언투쓰,OelMahumWarrior,1,17,24,1.5,1,206,,,0,0,1,1,0,,0,,,,,BP_OelMahumWarrior,Icon_MonsterCore_OelMahumWarrior,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Guard,M,1,5,7,0,0,,,0
11602,부상당한,판,CatTheCat_Down,1,17,24,1,0,206,,,0,0,0,0,0,,0,,,,,BP_CatTheCat_Down, Icon_MonsterCore_Sample,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,,1,5,7,0,0,,,0
11603,,어둠의 결사,DarkAssociation,0,17,24,1,1,332,50103,,0,0,0,0,0,,0,,,,,BP_DarkAssociation,Icon_MonsterCore_DarkAssociation,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,M,1,5,7,15,16,,,0
11604,어둠의 결사 추종자,데스파이어,DeathFire,0,17,24,1,1,332,50103,,0,0,0,0,0,,0,,,,,BP_DeathFire,Icon_MonsterCore_DarkAssociation,0,0,0,,3,Icon_Ability_Human,Icon_Ability_Fighter,M,1,5,7,0,0,,,0
11605,은빛용병단,아이멜,Aimel_Wounded_03,1,17,24,1,0,206,,,0,0,0,0,0,,0,,,,,BP_Aimel_Wounded_03, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,0,0,,,0
11606,은빛용병단,아이멜,Aimel_Wounded_04,1,17,24,1,0,206,,,0,0,0,0,0,,0,,,,,BP_Aimel_Wounded_04, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,0,0,,,0
11607,만물상,판,CatTheCat_Panic,1,17,24,1,0,206,,,0,0,0,0,0,,0,,,,,BP_CatTheCat_Panic,CatTheCat_01,0,0,0,,7,Icon_Ability_None,,,1,5,7,9,10,,,0
11631,은빛용병단,아이멜,Aimel,1,17,24,1,0,206,,,0,0,0,0,0,,0,,,,,BP_Aimel,Aimel,0,0,0,,7,Icon_Ability_None,,,1,5,7,21,22,,,0
11632,은빛용병단장,하딘,Hardin,1,17,24,1,0,206,,,0,0,0,0,0,,0,,,,,BP_Hardin,Hardin,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,M,1,5,7,81,82,,,0
11633,상아탑 마법사,에몬,Resident_02,1,17,24,1,0,206,,,0,0,0,0,0,,0,,,,,BP_Resident_02,Resident_02,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,M,1,5,7,126,127,,,0
11634,만물상,판,CatTheCat,1,17,24,1,0,206,152101,,0,0,0,0,0,,0,,,,,BP_CatTheCat,CatTheCat_01,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,S,1,5,7,9,10,,,0
11635,,어둠의 결사,DarkAssociation,0,17,24,1,0,206,50103,,0,0,1,1,0,,0,,,,,BP_DarkAssociation,Icon_MonsterCore_DarkAssociation,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,M,1,5,7,15,16,,,0
11636,은빛용병단,테오도르,HardinsFollower,1,17,24,1,0,206,,,0,0,0,0,0,,0,,,,,BP_HardinsFollower,HardinsFollower,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,M,1,5,7,79,80,,,0
11637,,안드레,Resident_02,1,17,24,1,0,206,,,0,0,0,0,0,,0,,,,,BP_Resident_02,Resident_02,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,M,1,5,7,45,46,,,0
11638,,몰리,Magician,1,17,24,1,0,206,,,0,0,0,0,0,,0,,,,,BP_Magician,Magician,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,M,1,5,7,132,133,,,0
11639,은빛용병단,러셀,ArmorMerchant,1,17,24,1,0,206,,,0,0,0,0,0,,0,,,,,BP_ArmorMerchant,ArmorMerchant_01,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Guard,S,1,5,7,3,4,,,0
11640,어둠의 결사,겔란,DarkAssociation,0,17,24,1,1,206,50103,,0,0,0,0,0,,0,,,,,BP_DarkAssociation,Icon_MonsterCore_DarkAssociation,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,M,1,5,7,15,16,,,0
11641,,커셔,Resident_04,1,17,24,1,0,206,,,0,0,0,0,0,,0,,,,,BP_Resident_04, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,1,2,,,0
11642,,제니스,Resident_05,1,17,24,1,0,206,,,0,0,0,0,0,,0,,,,,BP_Resident_05, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,97,98,,,0
11643,,데니스,WarehouseKeeper,1,17,24,1,0,206,,,0,0,0,0,0,,0,,,,,BP_WarehouseKeeper,WarehouseKeeper,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,S,1,5,7,71,72,,,0
11644,,한센,SmeltingMerchant,1,17,24,1,0,206,,,0,0,0,0,0,,0,,,,,BP_SmeltingMerchant,SmeltingMerchant_01,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,M,1,5,7,51,52,,,0
11661,은빛용병단,아이멜,Aimel_Attack_Sword,1,17,24,1,0,206,150001,,0,1,1,1,0,,0,,,,,BP_Aimel_Attack_Sword, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,21,22,,,0
11662,은빛용병단장,하딘,Hardin_Attack_NoWeapon,1,17,24,1,0,206,150401,,0,1,1,1,0,,0,,,,,BP_Hardin_Attack_NoWeapon, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,81,82,,,0
11663,상아탑 마법사,에몬,Resident_02_Attack_Staff,1,17,24,1,0,206,151201,,0,1,1,1,0,,0,,,,,BP_Resident_02_Attack_Staff, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,126,127,,,0
11664,만물상,판,CatTheCat,1,17,24,1,0,206,152101,,0,1,1,1,0,,0,,,,,BP_CatTheCat,CatTheCat_01,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,S,1,5,7,9,10,,,0
11665,,어둠의 결사,DarkAssociation,0,17,24,1,0,206,50103,,0,1,1,1,0,,0,,,,,BP_DarkAssociation,Icon_MonsterCore_DarkAssociation,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,M,1,5,7,15,16,,,0
11666,은빛용병단,테오도르,HardinsFollower_Attack_Staff,1,17,24,1,0,206,150501,,0,1,1,1,0,,0,,,,,BP_HardinsFollower_Attack_Staff, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,79,80,,,0
11667,,안드레,Resident_02_Attack_Sword,1,17,24,1,0,206,151204,,0,1,1,1,0,,0,,,,,BP_Resident_02_Attack_Sword, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,45,46,,,0
11668,,몰리,Magician_Attack_Staff,1,17,24,1,0,206,150701,,0,1,1,1,0,,0,,,,,BP_Magician_Attack_Staff, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,132,133,,,0
11669,은빛용병단,러셀,ArmorMerchant_01_Attack_Spear,1,17,24,1,0,206,150101,,0,1,1,1,0,,0,,,,,BP_ArmorMerchant_01_Attack_Spear, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,3,4,,,0
11670,어둠의 결사,겔란,DarkAssociation,0,17,24,1,0,206,50103,,0,1,1,1,0,,0,,,,,BP_DarkAssociation,Icon_MonsterCore_DarkAssociation,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,M,1,5,7,15,16,,,0
11671,,커셔,Resident_04_Attack_Sword,1,17,24,1,0,206,151401,,0,1,1,1,0,,0,,,,,BP_Resident_04_Attack_Sword, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,1,2,,,0
11672,,제니스,Resident_05_Attack_Dagger,1,17,24,1,0,206,151501,,0,1,1,1,0,,0,,,,,BP_Resident_05_Attack_Dagger, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,97,98,,,0
11673,,데니스,WarehouseKeeper_Attack_Sword,1,17,24,1,0,206,152001,,0,1,1,1,0,,0,,,,,BP_WarehouseKeeper_Attack_Sword, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,71,72,,,0
11674,,한센,SmeltingMerchant_Attack_Sword,1,17,24,1,0,206,151601,,0,1,1,1,0,,0,,,,,BP_SmeltingMerchant_Attack_Sword, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,51,52,,,0
11614,오렌 집행관,타이런,Officer,1,17,24,1,0,332,,,0,0,0,0,0,,0,,,,,BP_Officer,Officer,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,M,1,5,7,39,40,,,0
11613,오렌 집행관,타이런,Officer_Attack_Sword,1,17,24,1,0,214,151001,,0,1,1,1,0,,0,,,,,BP_Officer_Attack_Sword, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,39,40,,,0
11612,고양이 상단,네로,CatTheCat_Attack,1,17,24,1,0,214,152101,,0,1,1,1,0,,0,,,,,BP_CatTheCat_Attack, Icon_MonsterCore_Sample,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,,1,5,7,5,6,,,0
11615,암상인,레이디 나인,Teleporter,1,17,24,1,0,332,,,0,0,0,0,0,,0,,,,,BP_Teleporter,Teleporter_01,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,M,1,5,7,61,62,,,0
11616,보물 사냥꾼,팔론,Resident_04,1,17,24,1,0,332,,,0,0,0,0,0,,0,,,,,BP_Resident_04, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,1,2,,,0
11617,고양이 상단,바로,CatTheCat,1,17,24,1,0,332,152101,,0,0,0,0,0,,0,,,,,BP_CatTheCat,CatTheCat_01,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,S,1,5,7,5,6,,,0
11618,수정에 갇힌,제이한,Object_DarkCrystal,1,17,24,1,0,332,,,0,0,0,0,0,,0,,,,,BP_Object_DarkCrystal, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,101,102,,,0
11619,가죽 상인,보텡,WarehouseKeeper,1,17,24,1,0,332,,,0,0,0,0,0,,0,,,,,BP_WarehouseKeeper,WarehouseKeeper,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,S,1,5,7,71,72,,,0
11620,묘지기,한센,SmeltingMerchant,1,17,24,1,0,332,,,0,0,0,0,0,,0,,,,,BP_SmeltingMerchant,SmeltingMerchant_01,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,M,1,5,7,51,52,,,0
11621,식물학자,유메리,Magician,1,17,24,1,0,332,,,0,0,0,0,0,,0,,,,,BP_Magician,Magician,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,M,1,5,7,27,28,,,0
11622,타이런의 수행원,클레어,Student,1,17,24,1,0,332,,,0,0,0,0,0,,0,,,,,BP_Student,student,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,S,1,5,7,57,58,,,0
11675,오렌 포고꾼,갈리나,ItemMerchant,1,17,24,1,0,332,,,0,0,0,0,0,,0,,,,,BP_ItemMerchant,ItemMerchant_01,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,M,1,5,7,17,18,,,0
11701,은빛용병단,테오도르,HardinsFollower,1,17,24,1,0,230,,,0,0,0,0,0,,0,,,,,BP_HardinsFollower,HardinsFollower,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,M,1,5,7,79,80,,,0
11702,은빛용병단,러셀,ArmorMerchant,1,17,24,1,0,230,,,0,0,0,0,0,,0,,,,,BP_ArmorMerchant,ArmorMerchant_01,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Guard,S,1,5,7,3,4,,,0
11703,상아탑 마법사,에디나,Resident_03,1,17,24,1,0,230,,,0,0,0,0,0,,0,,,,,BP_Resident_03,Resident_03,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,S,1,5,7,122,123,,,0
11704,상아탑 마법사,로나르도,SmeltingMerchant,1,17,24,1,0,230,,,0,0,0,0,0,,0,,,,,BP_SmeltingMerchant,SmeltingMerchant_01,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,M,1,5,7,51,52,,,0
11705,상아탑 마법사,햄슨,Resident_04,1,17,24,1,0,230,,,0,0,0,0,0,,0,,,,,BP_Resident_04, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,1,2,,,0
11706,은빛용병단,발터,Noble_02,1,17,24,1,0,230,,,0,0,0,0,0,,0,,,,,BP_Noble_02, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,89,90,,,0
11707,상아탑 마법사,베요네타,Resident_01,1,17,24,1,0,230,,,0,0,0,0,0,,0,,,,,BP_Noble_03, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,S,1,5,7,77,78,,,0
11708,,상아탑 마법사,ItemMerchant,1,17,24,1,0,230,,,0,0,0,0,0,,0,,,,,BP_ItemMerchant,ItemMerchant_01,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,M,1,5,7,17,18,,,0
11709,,에르제베트,Resident_01,1,17,24,1,0,230,,,0,0,0,0,0,,0,,,,,BP_Resident_01,Resident_01,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,,1,5,7,77,78,,,0
11710,,몰리,Magician,1,17,24,1,0,230,,,0,0,0,0,0,,0,,,,,BP_Magician,Magician,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,M,1,5,7,132,133,,,0
11711,은빛용병단 단장,하딘,Hardin,1,17,24,1,0,230,,,0,0,0,0,0,,0,,,,,BP_Hardin,Hardin,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,M,1,5,7,81,82,,,0
11712,,상아탑 마법사,Maid_01,1,17,24,1,0,230,,,0,0,0,0,0,,0,,,,,BP_Maid_01, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,114,115,,,0
11713,,어둠의 결사,DarkAssociation,0,17,24,1,0,230,50103,,0,0,0,0,0,,0,,,,,BP_DarkAssociation,Icon_MonsterCore_DarkAssociation,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,M,1,5,7,15,16,,,0
11714,상아탑 고위 마법사,에머슨,TemplePriest,1,17,24,1,0,230,,,0,0,0,0,0,,0,,,,,BP_TemplePriest,TemplePriest_01,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,M,1,5,7,67,68,,,0
