Id,Name,BuffType,ClientType,Param,EffectTypeName,Group,StackCount,Duration,Period,VisualEffectId,ExtendVisualEffectId,ExcpetRoomType,IconTexture,CameraShake,CameraShakeIntensity,Sound,Desc,DescAddBuffId,GetBuffVisible
22213,식스 센스,7,0,,"식스 센스: 회피율, 회피 증가",,1,15001,,,,,Icon_Skill_Passive_22213,,,,"회피율 {1%}% 증가, 회피 {2} 증가",,0
22221,에스프리,7,0,,치명율 증가,,1,5002,,,,,Icon_Skill_Passive_22221,,,,크리티컬 확률 {1%}% 증가,,0
22223,송 오브 어설트,7,0,,송 오브 어설트 : 스킬 사용 시 공격력 증가,,10,10001,,,,,Icon_Skill_Passive_22223,,,,물리 공격력 {1} 증가,,0
22231,래피드 앵거,7,0,,"공격 속도, 이동 속도 증가",,10,5002,,,,,Icon_Skill_Passive_22231,,,,"공격 속도 {[StackMul]1%}% 증가, 이동 속도 {[StackMul]1%}% 증가",,0
22233,콤보 리테인,7,0,,콤보 리테인: 콤보 추가 대미지량 증가,,1,1800001,,,,,,,,,,,0
22241,스위프트,7,0,,크리티컬 대미지 증가,,1,6002,,,,,Icon_Skill_Passive_22241,,,,이동속도 {1%}% 증가,,0
22242,스피릿 오브 크리티컬 샷,7,0,,스피릿 오브 크리티컬 샷 : 스택 쌓기 용,,9,10001,,,,,Icon_Skill_Passive_22242,,,,"9 스택 달성 시 크리티컬 확률, 일반공격 대미지 증가",,0
222421,스피릿 오브 크리티컬 샷,7,0,,"스피릿 오브 크리티컬 샷 : 크리티컬, 일반 공격 대미지 증가",,1,10001,,,,,Icon_Skill_Passive_22242,,,,"크리티컬 확률 100%증가, 일반공격 대미지 증가",,1
22253,프로스트 아머,7,0,,프로스트 아머: 대상의 공격력 감소,,1,10001,,,,,Icon_Skill_Passive_22253,,,,공격력 {1%}% 감소,,0
22261,엘더링 닷지,7,0,,회피가 증가,,1,5002,,,,,Icon_Skill_Passive_22261,,,,회피 {1%}% 증가,,0
22262,레스토레이션 배리어,7,0,,레스토레이션 배리어: 파티원 보호막 생성,3001,1,7001,,,,,Icon_Skill_Passive_22262,,,,보호막 {1} 생성,,0
23211,인핸스 드레인,7,0,,흡혈 효과,,1,6002,,,,,Icon_Skill_Passive_23211,,,,부여한 대미지의 {1-1%}% 흡수,,0
132133,배리어 오브 실렌,7,0,,배리어 오브 실렌: 일정 체력 이하 시 보호막 생성,,20,7001,,,,,Icon_Skill_Passive_132133,,,,보호막 {1} 생성,,0
23221,피버,7,0,,크리티컬 대미지 증가,,1,6002,,,,,Icon_Skill_Passive_23221,,,,크리티컬 대미지 {1%}% 증가,,0
23223,댄스 오브 어설트,7,0,,일반 스킬 쿨타임 랜덤 초기화,,1,1001,,,,,,,,,,,0
232231,댄스 오브 어설트,7,0,,물리 공격력 증가,,1,10001,,,,,Icon_Skill_Passive_23223,,,,물리 공격력 {1} 증가,,0
23231,블러드 씨크,7,0,,"방어력, 크리티컬 저항 감소",,1,3002,,,,,Icon_Skill_Passive_23231,,,,"방어력 {1%}% 감소, 크리티컬 저항 {3%}% 감소",,0
23233,블러드 헌터,7,0,,방어력 감소,,1,5001,,,,,Icon_Skill_Passive_23233,,,,방어력 {1} 감소,,0
23241,크리티컬 사인,7,0,,명중률 증가,,1,6002,,,,,Icon_Skill_Passive_23241,,,,명중률 {1%}% 증가,,0
23251,피버,7,0,,크리티컬 대미지 증가,,1,6002,,,,,Icon_Skill_Passive_23251,,,,크리티컬 대미지 {1%}% 증가,,0
23253,아케인 실드,7,0,,아케인 실드: 마나 쉴드,,1,10001,,,,,Icon_Skill_Passive_23253,,,,"피해를 입을 시, HP 대신 MP를 소모",,0
232531,아케인 실드,7,0,,아케인 실드: 마법 공격력 증가,,1,10001,,,,,Icon_Skill_Passive_23253,,,,마법 공격력 {1} 증가,,0
23261,어그레시브 마인드,4,0,,공격력 증가,,1,0,,,,,Icon_Skill_Passive_23261,,,,흡혈률 {1%}% 증가,,0
23262,럭키 뱀피릭 터치,7,0,,럭키 뱀피릭 터치 : 파티 보호막 생성,3001,1,7001,,,,,Icon_Skill_Passive_23262,,,,보호막 {1} 생성,,0
24211,페이션스,7,0,,공격력 증가 버프,,1,10000,,,,,Icon_Skill_Passive_24211,,,,공격력 {1} 증가,,0
242121,럭키 덱스터리티,7,0,,럭키덱스:파티피격시확률쿨탐,,1,1002,,,,,Icon_Skill_Active_24212,,,,스킬 재사용시간 {1#} 감소,,0
24213,힐링 오브 윈드,7,0,,힐링 오브 윈드 : 틱당 체력 회복,,1,3000,1000,,,,Icon_Skill_Passive_24213,,,,일정 시간동안 회복,,0
24221,크레이브 임팩트,7,0,,공격력 증가 버프,,1,6002,,,,,Icon_Skill_Passive_24221,,,,"공격력 {1} 증가, 공격 대상 1명 증가",,0
242231,럭키 버서커,7,0,,럭키버서커:파티공격시확률공속,,1,6502,,,,,Icon_Skill_Passive_24223,,,,공격속도 {1%}% 증가,,0
24224,럭키 이그노어,7,0,,"럭키이그노어: 방어력 버프, 피해감소 버프",,1,10001,,,,,Icon_Skill_Passive_24224,,,,"피해감소율 {1%}% 증가, 방어력 {2} 증가",,0
24231,에스프리,7,0,,치명율 증가,,1,6002,,,,,Icon_Skill_Passive_24231,,,,크리티컬 확률 {1%}% 증가,,0
242321,럭키 페이탈,7,0,,럭키페이탈:크리티컬 증가,,1,6002,,,,,Icon_Skill_Passive_24232,,,,크리티컬 {1} 증가,,0
24241,아크로뱃,7,0,,회피율 증가,,1,5002,,,,,Icon_Skill_Passive_24241,,,,회피율 {1%}% 증가,,0
242421,럭키 퀵스텝,7,4,,럭키퀵스텝:기절,1002,1,500,,1,,,Icon_Skill_Active_24242,,,,기절,,0
2424211,럭키 퀵스텝,7,0,,럭키퀵스텝:공격력 감소,,1,6002,,,,,Icon_Skill_Active_24242,,,,공격력 {1%}% 감소,,0
24243,페이크 하든,7,4,,페이크 하든:기절,1002,1,1001,,1,,,,,,,,,0
242431,페이크 하든,7,0,,페이크 하든:방어력 감소,,1,5001,,,,,Icon_Skill_Passive_24243,,,,방어력 {1} 감소,,0
242432,페이크 하든,7,0,,페이크 하든:이동속도 감소,,1,5001,,,,,Icon_Skill_Passive_24243,,,,이동속도 {1%}% 감소,,0
24251,어그레시브 마인드,7,0,,공격력 증가,,1,6002,,,,,Icon_Skill_Passive_24251,,,,공격력 {1%}% 증가,,0
24252,럭키 디펜스,7,0,,"럭키디펜스:파티공격시확률물방,마방증가",,1,6002,,,,,Icon_Skill_Passive_24252,,,,방어력 {1} 증가,,0
242521,럭키 디펜스,7,0,,럭키디펜스:1회 보호막,,1,6002,,,,,Icon_Skill_Passive_24252,,,,1회 공격 무효화,,0
24253,쉴드 오브 어택,7,0,,쉴드 오브 어택: 배리어가 유지되는 동안 공격력 증가,,1,0,,,,,Icon_Skill_Passive_24253,,,,보호막 유지 시 공격력 {1} 증가,,0
24261,포티파이,4,0,,HP 회복력 증가,,1,0,,,,,Icon_Skill_Passive_24261,,,,HP 회복력 {1%}% 증가,,0
24263,디바인 프로텍트 배리어,7,0,,디바인 프로텍트 배리어 : 파티 보호막 생성,3001,1,7001,,,,,Icon_Skill_Passive_24263,,,,보호막 {1} 생성,,0
20107,전투 밸런스 용 (회복량 감소),7,0,,전투 밸런스 용 : PvP 스킬 회복량 감소,,1,10001,,,,,Icon_Skill_Passive_24263,,,,1회 공격 무효화,,0
30001,앱솔루트 실드,7,0,,"받는 피해 감소, 기절, 넉다운 저항률 증가",,1,10000,,30001,,,Icon_Skill_Unique_30001,,,,"방어력 {1%}% 증가, 기절, 넉다운 저항률 + 30% 증가",,0
30002,님블 스텝,7,18,,이동속도 증가,5001,1,10000,,,,,Icon_Skill_Unique_30002,,,,이동속도 {1%}% 증가,,0
30003,이모탈,7,18,,무적,,1,10000,,,,,Icon_Skill_Unique_30003,,,,,,0
30004,메테오 스톰 : 지속 피해,7,18,,지속 피해,,1,3000,500,,,,Icon_Skill_Unique_30012,,,,지속 피해 {[Use34Param]1%}%,,0
30006,미사일 볼트 : 스턴,7,4,,스턴,1002,1,1003,,1,,,Icon_Skill_Unique_30006,,,,기절,,0
30008,프로스트 아머 : 전체,7,18,,프로스트 아머,,1,20000,,,,,Icon_Skill_Unique_30008,,,,슬로우,,0
30010,마나 실드,7,18,,마나 실드,,1,20000,,,,,Icon_Skill_Unique_30010,,,,"피해를 입을 시, HP 대신 MP를 소모",,0
30013,타임 리듀스,7,18,,쿨타임 감소,,1,20000,,,,,Icon_Skill_Unique_30013,,,,일정 시간 자신의 스킬 쿨타임을 감소,,0
30014,포이즌 스트라이크,7,6,"{""Color"":{""R"":0,""G"":1,""B"":0}}","피해량 감소, 이동 속도 감소",,1,7000,,,,,Icon_Skill_Unique_30007,,,,"피해량 {1%}% 감소, 이동 속도 {2%}% 감소",,0
300141,포이즌 스트라이크,7,0,,중독 피해,,1,5000,1000,,300141,,Icon_Skill_Unique_30007,,,,중독 피해 {[Use34Param]1%}%,,0
30015,디펜스 존,7,18,,상태 이상 저항률,,1,3000,,,,,Icon_Skill_Unique_30010,,,,상태 이상 저항률 {1%}% 증가,,0
300151,디펜스 존,7,18,,받는 피해 감소,,1,6000,,,,,Icon_Skill_Unique_30010,,,,"받는 피해 {1%}% 감소, 레어 스킬 추가 {2%}% 감소",,0
31001,프로스트 아머 : 슬로우,7,18,,슬로우,1001,1,20000,,,,,Icon_Skill_Unique_30008,,,,슬로우,,0
35001,워리어 웨폰 마스터리,4,18,,워리어 웨폰 마스터리,,1,0,,,,,,,,,,,0
35002,헤비 아머 마스터리,4,18,,헤비 아머 마스터리,,1,0,,,,,,,,,,,0
35003,로그 웨폰 마스터리,4,18,,로그 웨폰 마스터리,,1,0,,,,,,,,,,,0
35004,라이트 아머 마스터리,4,18,,라이트 아머 마스터리,,1,0,,,,,,,,,,,0
35005,메이지 웨폰 마스터리,4,18,,메이지 웨폰 마스터리,,1,0,,,,,,,,,,,0
35006,로브 마스터리,4,18,,로브 마스터리,,1,0,,,,,,,,,,,0
35011,패링 마스터리,4,18,,패링 마스터리,,1,0,,,,,,,,,,,0
35021,컴뱃 마스터리,4,18,,컴뱃 마스터리,,1,0,,,,,,,,,,,0
35031,임프로브 크리티컬,4,18,,임프로브 크리티컬,,1,0,,,,,,,,,,,0
35111,패링 마스터리,4,18,,패링 마스터리,,1,0,,,,,,,,,,,0
35121,에스프리,4,18,,에스프리,,1,0,,,,,,,,,,,0
35122,컴뱃 마스터리,4,18,,컴뱃 마스터리,,1,0,,,,,,,,,,,0
35131,크리티컬 챈스,4,18,,크리티컬 챈스,,1,0,,,,,,,,,,,0
35141,스위프트,4,18,,스위프트,,1,0,,,,,,,,,,,0
35151,프로스트 시길,4,18,,프로스트 시길,,1,0,,,,,,,,,,,0
35161,엘더링 닷지,4,18,,엘더링 닷지,,1,0,,,,,,,,,,,0
35221,컴뱃 마스터리,4,18,,컴뱃 마스터리,,1,0,,,,,,,,,,,0
35231,크리티컬 파워,4,18,,크리티컬 파워,,1,0,,,,,,,,,,,0
35311,패링 엑스퍼티,4,18,,패링 엑스퍼티,,1,0,,,,,,,,,,,0
35321,컴뱃 마스터리,4,18,,컴뱃 마스터리,,1,0,,,,,,,,,,,0
35331,에스프리,4,18,,에스프리,,1,0,,,,,,,,,,,0
35332,럭키페이탈리티,4,18,,럭키페이탈리티,,1,0,,,,,,,,,,,0
35341,아크로뱃,4,18,,아크로뱃,,1,0,,,,,,,,,,,0
35441,데드아이 스탠스,4,18,,데드아이 스탠스,,1,0,,,,,,,,,,,0
35531,콤보 리테인,4,18,,콤보 리테인,,1,0,,,,,,,,,,,0
35641,그랜드 팬텀 마스터리,4,18,,그랜드 팬텀 마스터리,,1,0,,,,,,,,,,,0
35731,와일드 헌터,4,18,,와일드 헌터,,1,0,,,,,,,,,,,0
35751,쉴드 오브 어택,4,18,,쉴드 오브 어택,,1,0,,,,,,,,,,,0
11223102,메이저러티 스위프,7,0,,물리 공격력 5% 증가 버프 추가,,1,15001,,,,,,,,,물리 공격력 {1%}% 증가,112231,0
11261103,디바인 퍼니쉬먼트,7,0,,7초간 공격력 10% 감소 디버프 추가,,1,7001,,,,,Icon_Skill_Active_11261,,,,공격력 {1%}% 감소,,0
12223102,리듬 오브 컴뱃,7,0,,공격력 3% 증가 버프 추가,,1,90001,,,,,,,,,파티원들의 공격력 {1%}% 증가,122231,0
12223103,리듬 오브 컴뱃,7,0,,공격력 3% 증가 버프 추가,,1,90001,,,,,,,,,파티원들의 공격력 {1%}% 증가,122231,0
12224103,송 오브 헌터,7,0,,치명 확률 3% 증가 버프 추가,,1,30001,,,,,,,,,파티원들의 크리티컬 확률 {1%}% 증가,122241,0
12243102,마인드 아이즈,7,0,,치명 확률 7% 증가 버프 추가,,1,30001,,,,,,,,,크리티컬 확률 {1%}% 증가,122431,0
13223102,댄스 오브 워리어,7,0,,물리 공격력 7% 증가 버프 추가,,1,40001,,,,,,,,,파티원들의 물리공격력 {1%}% 증가,132231,0
13243102,래피드 파이어,7,0,,치명 대미지 8% 증가 버프 추가,,1,15001,,,,,,,,,크리티컬 대미지 {1%}% 증가,13243,0
14212103,어스퀘이크,7,0,,공격력 5% 감소 디버프 추가,,1,8501,,,,,Icon_Skill_Active_14212,,,,공격력 {1%}% 감소,,0
14253102,인파이터,7,0,,공격속도 10% 증가 버프 추가,,1,30001,,,,,,,,,공격속도 {1%}% 증가,142531,0
14253103,인파이터,7,0,,피해량 감소 7% 증가 버프 추가,,1,30001,,,,,,,,,받는 피해량 {1%}% 감소,142531,0
23261101,어그레시브 마인드,4,0,,파티 흡혈률 0.3% 증가 버프 추가,,1,0,,,,,,,,,흡혈률 {1%}% 증가,23261,0
24242101,럭키 퀵 스텝,7,0,,물리 공격력 3% 증가 버프 추가,,1,6002,,,,,Icon_Skill_Active_24242,,,,공격력 {1%}% 감소,,0
24242102,럭키 퀵 스텝,7,0,,물리 공격력 3% 증가 버프 추가,,1,6002,,,,,,,,,공격력 {1%}% 감소,24242101,0
40001,경험치 핫타임 버프,7,18,,경험치 획득량 증가,,1,,,,,,Icon_Buff_HotTimeEvent01,,,,핫타임 시간 동안 경험치를 크게 획득합니다,,0
40002,아데나 핫타임 버프,7,18,,아데나 획득량 증가,,1,,,,,,Icon_Buff_HotTimeEvent02,,,,핫타임 시간 동안 아데나를 크게 획득합니다,,0
40003,장비획득 핫타임 버프,7,18,,장비획득 확률 증가,,1,,,,,,Icon_Buff_HotTimeEvent03,,,,핫타임 시간 동안 장비획득 확률이 크게 증가합니다,,0
40004,물리 공격력,7,18,,물리 공격력,,1,10000,,,,,Icon_Skill_Passive_24211,Shake_BackAndForth,5,PC/Common/PC_Hit_Critical_01,,,0
40005,마법 공격력,7,18,,마법 공격력,,1,10000,,,,,Icon_Skill_Passive_24212,,,,,,0
40006,물리 공격력 증가율,7,18,,물리 공격력 증가율,,1,10000,,,,,Icon_Skill_Passive_24221,,,,,,0
40007,마법 공격력 증가율,7,18,,마법 공격력 증가율,,1,10000,,,,,Icon_Skill_Passive_24223,,,,,,0
40008,일반 공격의 공격력,7,18,,일반 공격의 공격력,,1,10000,,,,,Icon_Skill_Passive_24231,,,,,,0
40009,파티원에 따른 공격력 증가율,7,18,,파티원에 따른 공격력 증가율,,1,10000,,,,,Icon_Skill_Passive_24232,,,,,,0
40010,공격속도 증가율,7,18,,공격속도 증가율,,1,10000,,,,,Icon_Skill_Passive_24241,,,,,,0
40011,크리티컬 대미지 증가율,7,18,,크리티컬 대미지 증가율,,1,10000,,,,,Icon_Skill_Passive_24242,,,,,,0
40012,크리티컬 명중률,7,18,,크리티컬 명중률,,1,10000,,,,,Icon_Skill_Passive_24251,,,,,,0
40013,크리티컬 저항률,7,18,,크리티컬 저항률,,1,10000,,,,,Icon_Skill_Passive_24252,,,,,,0
40014,물리 대미지,7,18,,물리 대미지,,1,10000,,,,,Icon_Skill_Passive_24261,,,,,,0
40015,마법 대미지,7,18,,마법 대미지,,1,10000,,,,,Icon_Skill_Passive_24262,,,,,,0
40016,방어력 무시,7,18,,방어력 무시,,1,10000,,,,,Icon_Skill_Passive_24211,,,,,,0
40017,대상의 HP 감소,7,18,,대상의 HP 감소,,1,10000,,,,,Icon_Skill_Passive_24212,,,,,,0
40018,대상의 HP %감소,7,18,,대상의 HP %감소,,1,10000,,,,,Icon_Skill_Passive_24221,,,,,,0
40019,물리 방어력,7,18,,물리 방어력,,1,10000,,,,,Icon_Skill_Passive_24223,,,,,,0
40020,마법 방어력,7,18,,마법 방어력,,1,10000,,,,,Icon_Skill_Passive_24231,,,,,,0
40021,물리 방어력 증가율,7,18,,물리 방어력 증가율,,1,10000,,,,,Icon_Skill_Passive_24232,,,,,,0
40022,마법 방어력 증가율,7,18,,마법 방어력 증가율,,1,10000,,,,,Icon_Skill_Passive_24241,,,,,,0
40023,회피,7,18,,회피,,1,10000,,,,,Icon_Skill_Passive_24242,,,,,,0
40024,회피 증가율,7,18,,회피 증가율,,1,10000,,,,,Icon_Skill_Passive_24251,,,,,,0
40025,회피율,7,18,,회피율,,1,10000,,,,,Icon_Skill_Passive_24252,,,,,,0
40026,명중,7,18,,명중,,1,10000,,,,,Icon_Skill_Passive_24261,,,,,,0
40027,명중 증가율,7,18,,명중 증가율,,1,10000,,,,,Icon_Skill_Passive_24262,,,,,,0
40028,명중률,7,18,,명중률,,1,10000,,,,,Icon_Skill_Passive_24211,,,,,,0
40029,피해량 증가율,7,18,,피해량 증가율,,1,10000,,,,,Icon_Skill_Passive_24212,,,,,,0
40030,물리 피해량 증가율,7,18,,물리 피해량 증가율,,1,10000,,,,,Icon_Skill_Passive_24221,,,,,,0
40031,물리 피해량 증가율,7,18,,물리 피해량 증가율,,1,10000,,,,,Icon_Skill_Passive_24223,,,,,,0
40032,슬로우 대상에 대한 피해량 증가율,7,18,,슬로우 대상에 대한 피해량 증가율,,1,10000,,,,,Icon_Skill_Passive_24231,,,,,,0
40033,방어 무시 대미지,7,18,,방어 무시 대미지,,1,10000,,,,,Icon_Skill_Passive_24232,,,,,,0
40034,피해량 감소율,7,18,,피해량 감소율,,1,10000,,,,,Icon_Skill_Passive_24241,,,,,,0
40035,물리 피해량 감소율,7,18,,물리 피해량 감소율,,1,10000,,,,,Icon_Skill_Passive_24242,,,,,,0
40036,마법 피해량 감소율,7,18,,마법 피해량 감소율,,1,10000,,,,,Icon_Skill_Passive_24251,,,,,,0
40037,고정 피해 감소,7,18,,고정 피해 감소,,1,10000,,,,,Icon_Skill_Passive_24252,,,,,,0
40038,쳐내기 확률,7,18,,쳐내기 확률,,1,10000,,,,,Icon_Skill_Passive_24261,,,,,,0
40039,쳐내기 데미지 감소율,7,18,,쳐내기 데미지 감소율,,1,10000,,,,,Icon_Skill_Passive_24262,,,,,,0
40040,도트 물리 대미지,7,18,,도트 물리 대미지,,1,10000,,,,,Icon_Skill_Passive_24211,,,,,,0
40041,도트 마법 대미지,7,18,,도트 마법 대미지,,1,10000,,,,,Icon_Skill_Passive_24212,,,,,,0
40042,공격력에 기반해 HP회복,7,18,,공격력에 기반해 HP회복,,1,10000,,,,,Icon_Skill_Passive_24221,,,,,,0
40043,도트 힐,7,18,,도트 힐,,1,10000,,,,,Icon_Skill_Passive_24223,,,,,,0
40044,위협수치 증가율,7,18,,위협수치 증가율,,1,10000,,,,,Icon_Skill_Passive_24231,,,,,,0
40045,HP 회복량,7,18,,HP 회복량,,1,10000,,,,,Icon_Skill_Passive_24232,,,,,,0
40046,HP 흡수율,7,18,,HP 흡수율,,1,10000,,,,,Icon_Skill_Passive_24241,,,,,,0
40047,HP 흡수(액티브로 흡수하는 스킬이다),7,18,,HP 흡수(액티브로 흡수하는 스킬이다),,1,10000,,,,,Icon_Skill_Passive_24242,,,,,,0
40048,HP 흡수(본인 또는 파티원에게 나눠서 흡수된다),7,18,,HP 흡수(본인 또는 파티원에게 나눠서 흡수된다),,1,10000,,,,,Icon_Skill_Passive_24251,,,,,,0
40049,최대 HP,7,18,,최대 HP,,1,10000,,,,,Icon_Skill_Passive_24252,,,,,,0
40050,최대 HP 증가율,7,18,,최대 HP 증가율,,1,10000,,,,,Icon_Skill_Passive_24261,,,,,,0
40051,최대 MP,7,18,,최대 MP,,1,10000,,,,,Icon_Skill_Passive_24262,,,,,,0
40052,최대 MP 증가율,7,18,,최대 MP 증가율,,1,10000,,,,,Icon_Skill_Passive_24211,,,,,,0
40053,이동속도 증가율,7,18,,이동속도 증가율,,1,10000,,,,,Icon_Skill_Passive_24212,,,,,,0
40054,MP 비용 감소율,7,18,,MP 비용 감소율,,1,10000,,,,,Icon_Skill_Passive_24221,,,,,,0
40055,MP 비용 감소,7,18,,MP 비용 감소,,1,10000,,,,,Icon_Skill_Passive_24223,,,,,,0
40056,MP 회복량,7,18,,MP 회복량,,1,10000,,,,,Icon_Skill_Passive_24231,,,,,,0
40057,스킬 쿨타임,7,18,,스킬 쿨타임,,1,10000,,,,,Icon_Skill_Passive_24232,,,,,,0
40058,조롱(어그로 수치를 맥스로 올린다),7,18,,조롱(어그로 수치를 맥스로 올린다),,1,10000,,,,,Icon_Skill_Passive_24241,,,,,,0
40059,타겟 고정,7,18,,타겟 고정,,1,10000,,,,,Icon_Skill_Passive_24242,,,,,,0
40060,대상 이동,7,18,,대상 이동,,1,10000,,,,,Icon_Skill_Passive_24251,,,,,,0
40061,대상 당기기,7,18,,대상 당기기,,1,10000,,,,,Icon_Skill_Passive_24252,,,,,,0
40062,당기기 저항률,7,18,,당기기 저항률,,1,10000,,,,,Icon_Skill_Passive_24261,,,,,,0
40063,넉백 저항률,7,18,,넉백 저항률,,1,10000,,,,,Icon_Skill_Passive_24262,,,,,,0
40064,경험치 획득량 증가율,7,18,,경험치 획득량 증가율,,1,10000,,,,,Icon_Skill_Passive_24211,,,,,,0
40065,아데나 획득량 증가율,7,18,,아데나 획득량 증가율,,1,10000,,,,,Icon_Skill_Passive_24212,,,,,,0
40066,슬로우 저항률,7,18,,슬로우 저항률,,1,10000,,,,,Icon_Skill_Passive_24221,,,,,,0
40067,스턴 저항률,7,18,,스턴 저항률,,1,10000,,,,,Icon_Skill_Passive_24223,,,,,,0
40068,상태 이상 저항률,7,18,,상태 이상 저항률,,1,10000,,,,,Icon_Skill_Passive_24231,,,,,,0
40069,스킬 범위 증가,7,18,,스킬 범위 증가,,1,10000,,,,,Icon_Skill_Passive_24232,,,,,,0
40070,스킬 히트 수 증가,7,18,,스킬 히트 수 증가,,1,10000,,,,,Icon_Skill_Passive_24241,,,,,,0
40071,콤보 만료 시간 증가,7,18,,콤보 만료 시간 증가,,1,10000,,,,,Icon_Skill_Passive_24242,,,,,,0
40072,관통,7,18,,관통,,1,10000,,,,,Icon_Skill_Passive_24251,,,,,,0
40073,탄력,7,18,,탄력,,1,10000,,,,,Icon_Skill_Passive_24252,,,,,,0
40074,크리티컬,7,18,,크리티컬,,1,10000,,,,,Icon_Skill_Passive_24261,,,,,,0
40075,크리티컬 저항,7,18,,크리티컬 저항,,1,10000,,,,,Icon_Skill_Passive_24262,,,,,,0
40076,크리티컬 증가율,7,18,,크리티컬 증가율,,1,10000,,,,,Icon_Skill_Passive_24211,,,,,,0
40077,크리티컬 저항 증가율,7,18,,크리티컬 저항 증가율,,1,10000,,,,,Icon_Skill_Passive_24212,,,,,,0
50001,화염,7,18,,몬스터:화염,11,1,5000,1000,,,,Icon_Debuff_Burn,,,,,,0
50002,냉기,7,18,,몬스터:냉기,1001,1,5000,,,,,Icon_Debuff_Slow,,,,,,0
50003,블라인드,7,18,,몬스터:블라인드,,1,5000,,,,,Icon_Debuff_Weakness,,,,,,0
50004,저주,7,18,,몬스터:저주,14,1,5000,1000,,,,Icon_Debuff_Curse,,,,,,0
50005,스턴,7,4,,몬스터:스턴,1002,1,3000,,1,,,Icon_Debuff_Stun,,,,,,0
50006,출혈,7,18,,"몬스터:출혈, 공속저하",12,1,3000,600,,,,Icon_Debuff_Bleed,,,,,,0
50007,중독,7,18,,몬스터:중독. 이속저하,13,1,5000,1000,,,,Icon_Debuff_Poison,,,,,,0
50008,약화,7,18,,몬스터:약화,,1,5000,,,,,Icon_Debuff_AttackPower,,,,,,0
50010,스턴,7,4,,몬스터:스턴,1002,1,3000,,1,,,Icon_Debuff_Stun,Shake_BackAndForth,5,,,,0
60099,출혈,7,18,,말하는 섬 몬스터: 출혈,12,1,3000,500,,,,Icon_Debuff_Bleed,,,,,,0
60103,테스트용 스킬,7,18,,이동속도 증가,,1,3600000,,,,,Icon_Buff_MoveSpeed,,,,,,0
60115,황금의 화상,7,18,,화상,,1,5000,1000,,,,Icon_Debuff_Burn,,,,5초간 지속적으로 피해를 입힙니다.,,0
60118,말로 - 얼티미트 디펜스,7,18,,"얼티미트디펜스:물방마방어대폭증,이동불가",,1,3600000,,,,,Icon_Skill_Active_13213,,,,방어력 크게 증가,,0
60136,스켈레톤 체이서(+스턴/강화주문서 던전용),7,4,,몬스터:스턴,1002,1,2000,,1,,,Icon_Debuff_Stun,,,,,,0
60137,스톤 골렘(+스턴/강화주문서 던전용),7,4,,몬스터:스턴,1002,1,2000,,1,,,Icon_Debuff_Stun,,,,,,0
71023,크리티컬 노이즈,7,18,,슬로우,,1,5000,,,,,Icon_Debuff_Slow,,,,이동 속도 40% 감소,,0
71452,출혈,7,18,,블러디킹 데스바이트:출혈,12,1,3000,600,,,,Icon_Debuff_Bleed,,,,,,0
71462,출혈,7,18,,오르비스 스크래치:출혈,12,1,3000,600,,,,Icon_Debuff_Bleed,,,,,,0
71574,방어력 감소,7,18,,방어력 감소,,1,12000,,,,,Icon_Debuff_DefensePower,,,,물리 방어력이 감소 합니다.,,0
71575,넉다운,7,2,,넉다운,1003,1,2000,,,,,,,,,,,0
71576,스턴,7,4,,스턴,1003,1,2000,,,,,,,,,,,0
71577,출혈,7,18,,출혈 효과,12,1,3000,500,,,,Icon_Debuff_Bleed,,,,,,0
71578,명중률 감소,7,18,,명중률 감소,,1,6000,,,,,Icon_Skill_Passive_24211,,,,명중률이 대폭 감소합니다.,,0
71579,느려짐,7,18,,느려짐,,1,6000,,,,,Icon_Debuff_Slow,,,,넉다운,,0
71580,방어 무시 대미지,7,18,,방어 무시 대미지,,1,5000,,,,,Icon_Skill_Passive_24232,,,,방어 무시 데미지를 받게 됩니다.,,0
71581,넉다운,7,2,,넉다운,,1,2000,,,,,,,,,느려짐,,0
73013,기요틴:분노,7,18,,분노,,10,10000,,,,,Icon_Buff_AttackPower,,,,,,0
73022,블러디크레센트: 공격 감소,7,18,,공격력 감소,,1,30000,,,,,Icon_Debuff_AttackPower,,,,공격력이 감소합니다.,,0
73031,오르펜:약화,7,18,,오르펜 약화,,10,3600000,,,,,Icon_Debuff_DefensePower,,,,방어력이 감소합니다.,,0
73033,오르펜 앵거,7,18,,오르펜 앵거,,10,3600000,,,,,Icon_Buff_AttackPower,,,,공격력과 공격 속도가 증가합니다.,,0
74011,죽음의 뿌리:넉다운,7,2,,넉다운,1003,1,2000,,,,,Icon_Debuff_KnockDown,,,,,,0
74022,블러드 드레인,7,18,,블러드 드레인:지속 힐(%),,1,5000,1000,,,,Icon_Debuff_Bleed,,,,,,0
74032,콜 라이트닝,7,18,,콜 라이트닝:도트,,1,2500,500,,,,Icon_Debuff_Paralyze,,,,,,0
74042,염화의 저주,7,18,,염화의 저주: 화염,,10,2500,500,4,,,Icon_Debuff_Burn,,,,,,0
74051,독 구덩이,7,18,,독 구덩이: 도트,,1,5000,1000,6,,,Icon_Debuff_Poison,,,,,,0
74062,썬더 스톰,7,18,,썬더스톰:슬로우,1001,1,5000,,,,,Icon_Debuff_Slow,,,,,,0
74071,독기의 늪,7,18,,독기의 늪: 도트,,5,5000,1000,6,,,Icon_Debuff_Poison,,,,,,0
