Id,Type,Grade,Name,ActivityType,ActivityVolatile,ActivityCondition1,ActivityCondition2,StatType1,StatValue1,StatType2,StatValue2,StatType3,StatValue3,StatType4,StatValue4,BattlePointRating,TitleIcon,TitleIcon2,FontColor,Description,DisplayHide
5101301,1,4,디온의 지배자,2,1,2,2,0,670,1,670,23,678,41,376,4103,UI_CharacterTitle05_Frame_CastleRuler_Dark,UI_CharacterTitle05_Icon_CastleRuler_Dion,ED1C24FF,"디온성을 점령 후 '어둠의성'을 선택 한 혈맹의 군주인 경우 활성 됩니다.
(조건을 유지하는 동안에만 칭호를 보유 할 수 있습니다.)",0
5101302,1,4,기란의 지배자,2,1,3,2,0,670,1,670,23,678,41,376,4103,UI_CharacterTitle05_Frame_CastleRuler_Dark,UI_CharacterTitle05_Icon_CastleRuler_Giran,ED1C24FF,"기란성을 점령 후 '어둠의성'을 선택 한 혈맹의 군주인 경우 활성 됩니다.
(조건을 유지하는 동안에만 칭호를 보유 할 수 있습니다.)",0
5101400,1,4,글루디오의 대군주,2,1,1,1,16,771,17,771,20,678,50,376,3047,UI_CharacterTitle05_Frame_CastleRuler,UI_CharacterTitle05_Icon_CastleRuler_Gludior,FFE9AAFF,"글루디오성을 점령 후 '빛의성'을 선택 한 혈맹의 군주인 경우 활성 됩니다.
(조건을 유지하는 동안에만 칭호를 보유 할 수 있습니다.)",0
5101401,1,4,디온의 대군주,2,1,2,1,16,771,17,771,20,678,50,376,3047,UI_CharacterTitle05_Frame_CastleRuler,UI_CharacterTitle05_Icon_CastleRuler_Dion,FFE9AAFF,"디온성을 점령 후 '빛의성'을 선택 한 혈맹의 군주인 경우 활성 됩니다.
(조건을 유지하는 동안에만 칭호를 보유 할 수 있습니다.)",0
5101402,1,4,기란의 대군주,2,1,3,1,16,771,17,771,20,678,50,376,3047,UI_CharacterTitle05_Frame_CastleRuler,UI_CharacterTitle05_Icon_CastleRuler_Giran,FFE9AAFF,"기란성을 점령 후 '빛의성'을 선택 한 혈맹의 군주인 경우 활성 됩니다.
(조건을 유지하는 동안에만 칭호를 보유 할 수 있습니다.)",0
5400100,1,4,시즌2 거침없는 대전사,16,0,1201501,3,44,667,80,319,12,777,30,19,2851,UI_CharacterTitle05_Frame_RankOne_Battlefield3vs3_Common,UI_CharacterTitle05_Icon_RankOne_Battlefield3vs3_Common,FFE9AAFF,"'명예의 전장 시즌2 대전사의 징표' 를 사용 시 활성 됩니다.
(해당 징표는 명예의 전장 시즌2 종료 후, '레전드' 리그에 진입한 용사에게 지급 됩니다.)",1
5400200,1,4,시즌3 거침없는 대전사,16,0,1201502,3,46,667,81,319,13,777,34,19,2518,UI_CharacterTitle05_Frame_RankOne_Battlefield3vs3_Common,UI_CharacterTitle05_Icon_RankOne_Battlefield3vs3_Common,FFE9AAFF,"'명예의 전장 시즌3 대전사의 징표' 를 사용 시 활성 됩니다.
(해당 징표는 명예의 전장 시즌3 종료 후, '레전드' 리그에 진입한 용사에게 지급 됩니다.)",0
5400300,1,4,시즌4 거침없는 대전사,16,0,1201503,3,46,667,81,319,13,777,34,19,2518,UI_CharacterTitle05_Frame_RankOne_Battlefield3vs3_Common,UI_CharacterTitle05_Icon_RankOne_Battlefield3vs3_Common,FFE9AAFF,"'명예의 전장 시즌4 대전사의 징표' 를 사용 시 활성 됩니다.
(해당 징표는 명예의 전장 시즌4 종료 후, '레전드' 리그에 진입한 용사에게 지급 됩니다.)",1
5501000,1,4,명예의 챔피언,16,0,1201002,3,172,,172,,172,,172,,0,UI_CharacterTitle05_Frame_RankOne_Battlefield3vs3_Season001,UI_CharacterTitle05_Icon_RankOne_Battlefield3vs3_Season001,FFE9AAFF,"명예의 전장 시즌 1을 '레전드' 리그 최종 1위로 마치면 지급 되는 명예 칭호로, '명예의 전장 시즌1 우승자의 징표' 를 사용 시 활성 됩니다. (시즌 1이 종료 된 이후 지급 됩니다.)",1
5501001,1,4,불굴의 챔피언,15,0,1,3,172,,172,,172,,172,,0,UI_CharacterTitle05_Frame_RankOne_Battlefield3vs3_Season001,UI_CharacterTitle05_Icon_RankOne_Battlefield3vs3_Season002,FFE9AAFF,명예의 전장 시즌 2을 '레전드' 리그 최종 1위로 마치면 지급 되는 명예 칭호입니다. 시즌 2가 종료 된 이후 지급 됩니다.,1
5501002,1,4,영광의 챔피언,15,0,1,3,172,,172,,172,,172,,0,UI_CharacterTitle05_Frame_RankOne_Battlefield3vs3_Season001,UI_CharacterTitle05_Icon_RankOne_Battlefield3vs3_Season003,FFE9AAFF,명예의 전장 시즌 3을 '레전드' 리그 최종 1위로 마치면 지급 되는 명예 칭호입니다. 시즌 3이 종료 된 이후 지급 됩니다.,0
5501003,1,4,승리의 챔피언,15,0,1,3,172,,172,,172,,172,,0,UI_CharacterTitle05_Frame_RankOne_Battlefield3vs3_Season001,UI_CharacterTitle05_Icon_RankOne_Battlefield3vs3_Season004,FFE9AAFF,명예의 전장 시즌 4을 '레전드' 리그 최종 1위로 마치면 지급 되는 명예 칭호입니다. 시즌 4가 종료 된 이후 지급 됩니다.,1
5503000,1,4,LRT 시즌1 우승자,16,0,1200001,3,172,,172,,172,,172,,0,UI_CharacterTitle05_Frame_RankOne_Battlefield3vs3_Common,UI_CharacterTitle05_Icon_RankOne_Battlefield3vs3_Common,FFE9AAFF,"레볼루션 토너먼트 시즌1 우승자에게 지급 되는 명예 칭호로, 'LRT 시즌1 우승의 징표' 를 사용 시 활성 됩니다.",1
6000200,0,5,~매우 반짝이는 코~,16,0,1290002,3,46,160,172,,172,,172,,160,UI_CharacterTitle06_Frame_Xmas01,UI_CharacterTitle06_Icon_Xmas01,FFE9AAFF,"이벤트 '크리스마스에 보스가 올까요?'의 보상으로 획득 가능한,
'크리스마스 캐롤의 징표 : ~매우 반짝이는 코~ '를 사용 시 활성 됩니다.",1
6000700,0,5,~루돌프 사슴코는~,16,0,1290001,3,44,241,41,119,172,,172,,385,UI_CharacterTitle06_Frame_Xmas01,UI_CharacterTitle06_Icon_Xmas02,FFE9AAFF,"이벤트 '크리스마스에 보스가 올까요?'의 보상으로 획득 가능한,
'크리스마스 캐롤의 징표 : ~루돌프 사슴코는~ '를 사용 시 활성 됩니다.",1
6000900,0,5,너와나의♥발렌타인데이,16,0,1290003,3,30,4,23,192,172,,172,,202,UI_CharacterTitle06_Frame_Valentine01,UI_CharacterTitle06_Icon_Valentine01,FFE9AAFF,"이벤트 기간 동안 '초콜릿 포인트 상점' 에서 획득 가능한,
'너와나의♥발렌타인데이의 징표'를 사용 시 활성 됩니다.",0
