GroupId,Id,Name,Desc,NpcAutoMoveID,TaskType,TaskCount,RewardExp,RewardAdena,RewardItemGroup,RewardCount
15,276,용의 동굴 지하 2층 공략,몬스터 코어 2개 획득,20904,50,2,120000,15000,14250,1
15,277,용의 동굴 지하 2층 공략,몬스터 코어 2개 획득,20903,50,2,120000,15000,14250,1
15,278,용의 동굴 지하 2층 공략,몬스터 코어 2개 획득,20904,50,2,120000,15000,14250,1
15,279,용의 동굴 지하 2층 공략,던전 몬스터 80회 처치,20897,81,80,120000,15000,14250,1
15,280,용의 동굴 지하 2층 공략,던전 몬스터 80회 처치,20905,81,80,120000,15000,14250,1
16,281,용의 동굴 심층 공략,데빌 아이즈 80회 처치,21022,83,80,120000,15000,14300,1
16,282,용의 동굴 심층 공략,말룩 어쌔신 80회 처치,21023,83,80,120000,15000,14300,1
16,283,용의 동굴 심층 공략,드래곤 워리어 80회 처치,21024,83,80,120000,15000,14300,1
16,284,용의 동굴 심층 공략,데빌 아이즈 80회 처치,21022,83,80,120000,15000,14300,1
16,285,용의 동굴 심층 공략,말룩 어쌔신 80회 처치,21023,83,80,120000,15000,14300,1
16,286,용의 동굴 심층 공략,드래곤 워리어 80회 처치,21024,83,80,120000,15000,14300,1
16,287,용의 동굴 심층 공략,데빌 아이즈 80회 처치,21022,83,80,120000,15000,14300,1
16,288,용의 동굴 심층 공략,말룩 어쌔신 80회 처치,21023,83,80,120000,15000,14300,1
16,289,용의 동굴 심층 공략,드래곤 워리어 80회 처치,21024,83,80,120000,15000,14300,1
16,290,용의 동굴 심층 공략,알리사의 눈 1회 처치,21025,83,1,120000,15000,14300,1
16,291,용의 동굴 심층 공략,카르닐 1회 처치,21026,83,1,120000,15000,14300,1
16,292,용의 동굴 심층 공략,드락코 1회 처치,21027,83,1,120000,15000,14300,1
16,293,용의 동굴 심층 공략,몬스터 코어 2개 획득,21022,50,2,120000,15000,14300,1
16,294,용의 동굴 심층 공략,몬스터 코어 2개 획득,21023,50,2,120000,15000,14300,1
16,295,용의 동굴 심층 공략,몬스터 코어 2개 획득,21024,50,2,120000,15000,14300,1
16,296,용의 동굴 심층 공략,몬스터 코어 2개 획득,21022,50,2,120000,15000,14300,1
16,297,용의 동굴 심층 공략,몬스터 코어 2개 획득,21023,50,2,120000,15000,14300,1
16,298,용의 동굴 심층 공략,몬스터 코어 2개 획득,21024,50,2,120000,15000,14300,1
16,299,용의 동굴 심층 공략,던전 몬스터 80회 처치,21022,81,80,120000,15000,14300,1
16,300,용의 동굴 심층 공략,던전 몬스터 80회 처치,21023,81,80,120000,15000,14300,1
16,301,용의 동굴 심층 공략,던전 몬스터 80회 처치,21024,81,80,120000,15000,14300,1
