Id,ContentShow,Name,Difficulty,RecommendedAttack,RecommendedDefense,RecommendedPower,Type,IntParam,RecommendedPC,RecommendedLevel,EnterLevelRestriction,BackgroundImage,WorldId,RepresentRewardId,RepresentRewardName,RepresentRewardDescription,RepresentRewardIconPath,RepresentRewardID1,RepresentRewardCount1,RepresentRewardID2,RepresentRewardCount2,RepresentRewardID3,RepresentRewardCount3,AddSubLevel,Description,ResetGemType,ResetGemCount,SubLevelForLight,BGM,ConflictRegular,HardMode,RecommendedAbilityType,RecommendedAbilityPower,SummonMonsterInfo,MidBossAbilityType,LastBossAbilityType
11702,1,기억의 성소 III,2,8722,10768,124700,2,6,,,0,Texture/Image_Dungeon_Daily_06,11000,420003,장신구 승급석,장신구 승급석 3개를 획득합니다.,Icon_Asset_Upgrade_03,420003,3,,,,,E_Sub_007,,25,,Sub_Environment_Boreas,2,0,,6,,,6,6
11703,1,기억의 성소 IV,3,15070,18385,226000,2,6,,,0,Texture/Image_Dungeon_Daily_06,11000,420003,장신구 승급석,장신구 승급석 4개를 획득합니다.,Icon_Asset_Upgrade_03,420003,4,,,,,E_Sub_007,,25,,Sub_Environment_Boreas,2,0,,6,,,6,6
11704,1,기억의 성소 V,4,15070,18385,649800,2,6,,,0,Texture/Image_Dungeon_Daily_06,11000,420013,빛나는 장신구 승급석,빛나는 장신구 승급석 1개를 획득합니다.,Icon_Asset_Upgrade_06,420013,1,,,,,E_Sub_007,,25,,Sub_Environment_Boreas,2,0,,6,,,6,6
11705,1,기억의 성소 VI,5,15070,18385,1541000,2,6,,,0,Texture/Image_Dungeon_Daily_06,11000,420013,빛나는 장신구 승급석,빛나는 장신구 승급석 1개를 획득합니다.,Icon_Asset_Upgrade_06,420013,1,420003,5,,,E_Sub_007,,25,,Sub_Environment_Boreas,2,0,,6,,,6,6
12001,1,오만의 탑 1층,1,252,78,4500,3,1,,,11,Texture/UI_Image_InfinityDungeon,12000,900008,승급석,,Icon_Rune_A_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12002,1,오만의 탑 2층,1,291,177,4500,3,2,,,11,Texture/UI_Image_InfinityDungeon,12000,900009,강화주문서,,Item_EnchantScrollWeapon_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12003,1,오만의 탑 3층,1,352,271,5500,3,3,,,11,Texture/UI_Image_InfinityDungeon,12000,400002,피의 증거,,Item_BloodMedal,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12004,1,오만의 탑 4층,1,437,398,5500,3,4,,,11,Texture/UI_Image_InfinityDungeon,12000,900011,집혼석,,Item_GemStoneBlue_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12005,1,오만의 탑 5층,1,577,619,6800,3,5,,,11,Texture/UI_Image_InfinityDungeon,12000,490002,아데나,,Icon_RuneStone_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12006,1,오만의 탑 6층,1,794,966,6800,3,6,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12007,1,오만의 탑 7층,1,1115,1481,7800,3,7,,,11,Texture/UI_Image_InfinityDungeon,12000,900008,승급석,,Icon_Rune_A_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12008,1,오만의 탑 8층,1,1605,2174,8700,3,8,,,11,Texture/UI_Image_InfinityDungeon,12000,900009,강화주문서,,Item_EnchantScrollWeapon_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12009,1,오만의 탑 9층,1,2204,2929,9500,3,9,,,11,Texture/UI_Image_InfinityDungeon,12000,400002,피의 증거,,Item_BloodMedal,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12010,1,오만의 탑 10층,1,2834,3710,10400,3,10,,,11,Texture/UI_Image_InfinityDungeon,12000,900011,집혼석,,Item_GemStoneBlue_01,490005,,910104,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12011,1,오만의 탑 11층,1,3206,4172,11600,3,11,,,11,Texture/UI_Image_InfinityDungeon,12000,490002,아데나,,Icon_RuneStone_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12012,1,오만의 탑 12층,1,3558,4604,12500,3,12,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12013,1,오만의 탑 13층,1,3930,5060,13500,3,13,,,11,Texture/UI_Image_InfinityDungeon,12000,900008,승급석,,Icon_Rune_A_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12014,1,오만의 탑 14층,1,4269,5472,14400,3,14,,,11,Texture/UI_Image_InfinityDungeon,12000,900009,강화주문서,,Item_EnchantScrollWeapon_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12015,1,오만의 탑 15층,1,4567,5828,15600,3,15,,,11,Texture/UI_Image_InfinityDungeon,12000,400002,피의 증거,,Item_BloodMedal,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12016,1,오만의 탑 16층,1,4872,6195,17000,3,16,,,11,Texture/UI_Image_InfinityDungeon,12000,900011,집혼석,,Item_GemStoneBlue_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12017,1,오만의 탑 17층,1,5185,6570,18800,3,17,,,11,Texture/UI_Image_InfinityDungeon,12000,490002,아데나,,Icon_RuneStone_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12018,1,오만의 탑 18층,1,5505,6954,20600,3,18,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12019,1,오만의 탑 19층,1,5832,7346,22400,3,19,,,11,Texture/UI_Image_InfinityDungeon,12000,900008,승급석,,Icon_Rune_A_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12020,1,오만의 탑 20층,1,6166,7747,24400,3,20,,,11,Texture/UI_Image_InfinityDungeon,12000,900009,강화주문서,,Item_EnchantScrollWeapon_01,490005,,910114,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12021,1,오만의 탑 21층,1,6430,8059,26700,3,21,,,11,Texture/UI_Image_InfinityDungeon,12000,400002,피의 증거,,Item_BloodMedal,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12022,1,오만의 탑 22층,1,6694,8370,29600,3,22,,,11,Texture/UI_Image_InfinityDungeon,12000,900011,집혼석,,Item_GemStoneBlue_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12023,1,오만의 탑 23층,1,6956,8680,32200,3,23,,,11,Texture/UI_Image_InfinityDungeon,12000,490002,아데나,,Icon_RuneStone_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12024,1,오만의 탑 24층,1,7217,8989,35300,3,24,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12025,1,오만의 탑 25층,1,7476,9294,38200,3,25,,,11,Texture/UI_Image_InfinityDungeon,12000,900008,승급석,,Icon_Rune_A_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12026,1,오만의 탑 26층,1,7732,9597,44700,3,26,,,11,Texture/UI_Image_InfinityDungeon,12000,900009,강화주문서,,Item_EnchantScrollWeapon_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12027,1,오만의 탑 27층,1,7985,9897,52100,3,27,,,11,Texture/UI_Image_InfinityDungeon,12000,400002,피의 증거,,Item_BloodMedal,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12028,1,오만의 탑 28층,1,8234,10192,55900,3,28,,,11,Texture/UI_Image_InfinityDungeon,12000,900011,집혼석,,Item_GemStoneBlue_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12029,1,오만의 탑 29층,1,8480,10482,59900,3,29,,,11,Texture/UI_Image_InfinityDungeon,12000,490002,아데나,,Icon_RuneStone_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12030,1,오만의 탑 30층,1,8722,10768,64100,3,30,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,910124,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12031,1,오만의 탑 31층,1,8959,11048,70300,3,31,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12032,1,오만의 탑 32층,1,9347,11513,75900,3,32,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12033,1,오만의 탑 33층,1,9742,11988,80300,3,33,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12034,1,오만의 탑 34층,1,10145,12471,86400,3,34,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12035,1,오만의 탑 35층,1,10556,12964,91100,3,35,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12036,1,오만의 탑 36층,1,10974,13466,98000,3,36,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12037,1,오만의 탑 37층,1,11399,13977,104400,3,37,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12038,1,오만의 탑 38층,1,11833,14497,110400,3,38,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12039,1,오만의 탑 39층,1,12273,15026,118300,3,39,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12040,1,오만의 탑 40층,1,12721,15564,124700,3,40,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,910124,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12041,1,오만의 탑 41층,1,13176,16111,133600,3,41,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12042,1,오만의 탑 42층,1,13639,16666,141400,3,42,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12043,1,오만의 탑 43층,1,14108,17230,150700,3,43,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12044,1,오만의 탑 44층,1,14586,17803,160700,3,44,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12045,1,오만의 탑 45층,1,15070,18385,170000,3,45,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12046,1,오만의 탑 46층,1,15561,18975,181100,3,46,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12047,1,오만의 탑 47층,1,16060,19574,192200,3,47,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12048,1,오만의 탑 48층,1,16566,20182,203800,3,48,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12049,1,오만의 탑 49층,1,17080,20798,216200,3,49,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12050,1,오만의 탑 50층,1,17600,21423,228600,3,50,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,490027,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12051,1,오만의 탑 51층,1,18127,22056,241200,3,51,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12052,1,오만의 탑 52층,1,18662,22698,254100,3,52,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12053,1,오만의 탑 53층,1,19203,23348,266800,3,53,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12054,1,오만의 탑 54층,1,19752,24007,279700,3,54,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12055,1,오만의 탑 55층,1,20308,24674,293300,3,55,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12056,1,오만의 탑 56층,1,20870,25349,306700,3,56,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12057,1,오만의 탑 57층,1,21439,26033,321300,3,57,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12058,1,오만의 탑 58층,1,22016,26725,336200,3,58,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12059,1,오만의 탑 59층,1,22599,27426,351400,3,59,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12060,1,오만의 탑 60층,1,23190,28134,367400,3,60,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,910134,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12061,1,오만의 탑 61층,1,23787,28852,384500,3,61,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12062,1,오만의 탑 62층,1,24391,29577,402200,3,62,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12063,1,오만의 탑 63층,1,25002,30311,420300,3,63,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12064,1,오만의 탑 64층,1,25620,31052,439300,3,64,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12065,1,오만의 탑 65층,1,26244,31802,459200,3,65,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12066,1,오만의 탑 66층,1,26875,32560,478800,3,66,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12067,1,오만의 탑 67층,1,27514,33327,500900,3,67,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12068,1,오만의 탑 68층,1,28158,34101,523800,3,68,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12069,1,오만의 탑 69층,1,28810,34883,546900,3,69,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12070,1,오만의 탑 70층,1,29468,35674,571100,3,70,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,490037,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12071,1,오만의 탑 71층,1,30134,36472,596400,3,71,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12072,1,오만의 탑 72층,1,30805,37278,621600,3,72,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12073,1,오만의 탑 73층,1,31484,38093,647500,3,73,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12074,1,오만의 탑 74층,1,32169,38916,675000,3,74,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12075,1,오만의 탑 75층,1,32860,39746,702100,3,75,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,910144,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12076,1,오만의 탑 76층,1,33559,40585,728900,3,76,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12077,1,오만의 탑 77층,1,34263,41431,756200,3,77,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12078,1,오만의 탑 78층,1,34975,42285,785300,3,78,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12079,1,오만의 탑 79층,1,35693,43147,815700,3,79,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12080,1,오만의 탑 80층,1,36417,44017,846300,3,80,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,490038,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12081,1,오만의 탑 81층,1,37148,44895,857700,3,81,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12082,1,오만의 탑 82층,1,37886,45781,878200,3,82,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12083,1,오만의 탑 83층,1,38630,46675,902200,3,83,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12084,1,오만의 탑 84층,1,39381,47576,926500,3,84,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12085,1,오만의 탑 85층,1,40138,48485,951000,3,85,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,910154,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12086,1,오만의 탑 86층,1,40902,49402,977100,3,86,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12087,1,오만의 탑 87층,1,41672,50326,1001800,3,87,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12088,1,오만의 탑 88층,1,42448,51259,1024900,3,88,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12089,1,오만의 탑 89층,1,43231,52199,1051100,3,89,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12090,1,오만의 탑 90층,1,44021,53147,1077600,3,90,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,490038,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12091,1,오만의 탑 91층,1,53124,64077,1106300,3,91,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12092,1,오만의 탑 92층,1,53989,65116,1135000,3,92,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12093,1,오만의 탑 93층,1,54860,66163,1163700,3,93,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12094,1,오만의 탑 94층,1,55739,67217,1192400,3,94,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12095,1,오만의 탑 95층,1,56623,68279,1249800,3,95,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12096,1,오만의 탑 96층,1,153369,184928,1283683,3,96,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12097,1,오만의 탑 97층,1,253110,305175,1317566,3,97,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12098,1,오만의 탑 98층,1,355878,429053,1351449,3,98,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,490041,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12099,1,오만의 탑 99층,1,461701,556602,1385332,3,99,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
12100,1,오만의 탑 100층,1,570613,687860,1453100,3,100,,,11,Texture/UI_Image_InfinityDungeon,12000,900001,장비 뽑기권,,Armor_Human_Knightmare_Helmet_01,490005,,490038,,,,,,25,,TowerOfInsolence_Trigger,4,0,,6,,,6,6
20001,1,하거인의 유적지,1,0,0,8700,12,0,1,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,,,RuinsOfgiants_Trigger,,25,,,8,0,,6,,110001,6,6
20002,1,하거인의 유적지,1,0,0,8700,12,0,2,,0,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,,,RuinsOfgiants_Trigger,,25,,,8,0,,6,,110002,6,6
