Id,SkillId,CollisionUnitGroup,CollisionUnitType,CollisionUnitParam,TargetType,EffectType,EffectTypeName,EffectParam,EffectGrowth1,EffectGrowth2,PointCount
142321,14232,,6,,12,16,,"2871,163132,21000,30900",1.6,1,
142322,14232,,6,,12,8,소닉 스타:명중감소,14232,,,
142323,14232,,6,,12,8,소닉 스타:침묵,142321,,,
142331,14233,,6,,12,8,아데나서치:아데나획득량증가,142331,,,
142341,14234,,6,,12,8,코인 오브 마프르 : 앞면,142341,,,
142342,14234,,6,,12,47,코인 오브 마프르 : 앞면,14234,,,
142343,14234,,6,,12,8,코인 오브 마프르 : 앞면,142343,,,
142351,14235,,6,,12,8,코인 오브 마프르 : 뒷면,142341,,,
142352,14235,,6,,12,47,코인 오브 마프르 : 뒷면,14235,,,
142353,14235,,6,,12,8,코인 오브 마프르 : 뒷면,142353,,,
142361,14236,,6,,12,8,코인 오브 마프르 : 히든,142341,,,
142362,14236,,6,,12,47,코인 오브 마프르 : 히든,14236,,,
142363,14236,,6,,12,8,코인 오브 마프르 : 히든,142365,,,
142411,14241,,6,,12,16,버스트샷,"2088,118642,15400,25300",1.6,1,
142412,14241,,6,,12,8,버스트샷:넉다운,1003,,,
142413,14241,,6,,12,8,버스트샷:도트,14241,,,
142421,14242,,1,"""radius"":600,""angle"":130",1,16,어보이드 스텝,"1670,94914,16000,25900",1.6,1,
142422,14242,,1,"""radius"":600,""angle"":130",1,8,어보이드 스텝:슬로우,14242,,,
142423,14242,,0,"""radius"":30",5,8,어보이드 스텝:사거리 증가,142422,,,
142431,14243,,6,,12,47,부비 트랩 설치,"14243,1000,600,-95,90",,,
142511,14251,,6,,12,17,,"2584,133472,24000,33900",1.6,1,
142513,14251,,6,,12,8,스턴,14251,,,
142521,14252,,6,,12,17,,"2350,121338,22000,31900",1.6,1,
142531,14253,,6,,12,8,인파이터:파티일반공격증폭,142531,,,
142541,14254,,0,"""radius"":300",1,47,디스토션,14254,,,
142542,14254,,0,"""radius"":300",5,182,디스토션,"1500,4500,1425421",1,1,
142543,14254,,0,"""radius"":300",5,8,디스토션,1425423,1,1,
142611,14261,,6,,12,45,힐,"627,71187,1840,3200",1.6,1,
142612,14261,,6,,12,8,디바인 프로텍트:방어 증가,14261,,,
142621,14262,,6,,12,47,그라운드,"14262,0,800,0,0",,,
142631,14263,,6,,12,8,슈퍼바이탈:파티최대HP증가,142631,,,
142641,14264,,6,,12,47,"힐링토템 : 지속회복, 방어력증가",14264,,,
210011,21001,,6,,12,1,공격력 증가,"0,0",1,1,
211111,21111,,6,,12,1,공격력 증가,"10,10950",2.3,2.3,
211121,21112,,6,,12,37,대미지 감소,"200,500",1,1,3
211211,21121,,6,,12,1,무기 공격력 증가,"12,25362",2.3,2.3,
211221,21122,,6,,12,28,회피율 증가,"200,500",1,1,3
211311,21131,,6,,12,2,공격력 증가,"11,16945",2.3,2.3,
211321,21132,,6,,12,32,대미지 증가,"100,700",1,1,3
220011,22001,,6,,12,1,공격력 증가,"0,0",1,1,
221111,22111,,6,,12,1,공격력 증가,"10,10950",2.3,2.3,
221121,22112,,6,,12,37,대미지 감소,"200,500",1,1,3
221211,22121,,6,,12,1,무기 공격력 증가,"12,25362",2.3,2.3,
221221,22122,,6,,12,28,회피율 증가,"200,500",1,1,3
221311,22131,,6,,12,2,공격력 증가,"11,16945",2.3,2.3,
221321,22132,,6,,12,32,대미지 증가,"100,700",1,1,3
230011,23001,,6,,12,1,공격력 증가,"0,0",1,1,
231111,23111,,6,,12,1,공격력 증가,"10,10950",2.3,2.3,
231121,23112,,6,,12,37,대미지 감소,"200,500",1,1,3
231211,23121,,6,,12,1,무기 공격력 증가,"12,25362",2.3,2.3,
231221,23122,,6,,12,28,회피율 증가,"200,500",1,1,3
231311,23131,,6,,12,2,공격력 증가,"11,16945",2.3,2.3,
231321,23132,,6,,12,32,대미지 증가,"100,700",1,1,3
240011,24001,,6,,12,1,공격력 증가,"0,0",1,1,
241111,24111,,6,,12,1,공격력 증가,"10,10950",2.3,2.3,
241121,24112,,6,,12,37,대미지 감소,"200,500",1,1,3
241211,24121,,6,,12,1,무기 공격력 증가,"12,25362",2.3,2.3,
241221,24122,,6,,12,28,회피율 증가,"200,500",1,1,3
241311,24131,,6,,12,2,공격력 증가,"11,16945",2.3,2.3,
241321,24132,,6,,12,32,대미지 증가,"100,700",1,1,3
201011,20101,,6,,12,132,몬스터에게 받는 대미지 감소,"2000,2000",1,1,
201021,20102,,6,,12,131,몬스터에게 가하는 대미지 증가,"1000,1000",1,1,
201031,20103,,6,,12,131,몬스터에게 가하는 대미지 증가,"1000,1000",1,1,
201041,20104,,6,,12,131,몬스터에게 가하는 대미지 증가,"1000,1000",1,1,
201051,20105,,6,,12,131,몬스터에게 가하는 대미지 증가,"1000,1000",1,1,
201061,20106,,6,,12,132,몬스터에게 받는 대미지 감소,"500,500",1,1,
201062,20106,,6,,12,131,몬스터에게 가하는 대미지 증가,"500,500",1,1,
202111,20211,,6,,12,8,방어력 증가,20211,,,
202121,20212,,6,,12,48,어그로 획득량 증가,"5000,20000",1,1,
202122,20212,,6,,12,131,몬스터 피해량 증가,"500,2500",1,1,3
202123,20212,,6,,12,132,몬스터 피해량 감소,"300,500",1,1,3
202211,20221,,6,,12,8,공격력 증가,20221,,,
202311,20231,,6,,12,8,이속 증가,20231,,,
202411,20241,,6,,12,8,명중 증가,20241,,,
202511,20251,,6,,12,8,치명타 피해량 증가,20251,,,
202611,20261,,6,,12,8,최대 HP 증가,20261,,,
212111,21211,,6,,12,41,막기 확률,"1500,2500",1,1,
212112,21211,,6,,12,42,막기 대미지 감소율,"2000,3000",1,1,
212113,21211,,6,,12,21,물리 방어력,"311,9191",1.8,1,
212114,21211,,6,,12,22,마법 방어력,"311,9191",1.8,1,
212121,21212,,6,,12,8,파이널 포트리스: 방어력증가,21212,1,1,
212211,21221,,6,,12,8,공격력 증가,21221,,,
212221,21222,,6,,12,3,창마스터:창공격증,"100,600",1,1,3
212231,21223,,6,,12,8,"파이널 프렌지: 공속,공격력증가",21223,1,1,3
212232,21223,,6,,12,8,파이널 프렌지: 1초 무적,212232,1,1,3
212311,21231,,6,,12,8,스킬 쿨타임,21231,,,
212312,21231,,6,,12,8,공격력 증가,212311,,,
212321,21232,,6,,12,14,임프로브 크리티컬:크리확률,"500,1000",1,1,
212322,21232,,6,,12,9,임프로브 크리티컬:댐지소폭,"2500,5000",1,1,
212331,21233,,6,,12,8,"익사이팅 어드벤쳐:이속,공속,크리",21232,1,1,
212411,21241,,6,,12,8,인핸스드슬로우:이동속도감소,21241,,,
212412,21241,,6,,12,8,인핸스드슬로우:출혈피해,21242,,,
212421,21242,,6,,12,141,데드아이스탠스:출혈 추가 대미지,"1500,3000",1,1,
212422,21242,,6,,12,35,데드아이스탠스:슬로우 대상 공격력 증가,"1500,3000",1,1,
212511,21251,,6,,12,8,공격력 증가,212512,,,
212521,21252,,6,,12,8,매직스택: 스택 증가,21252,,,
212611,21261,,6,,12,8,파티원 수 비례 방어력,212611,,,
212621,21262,,6,,12,8,히티드라이트힐:약힐,212621,1.3,1.3,
212631,21263,,6,,12,8,럭키 메이저 힐:보호막 생성,21263,1,1,
222113,22211,,6,,12,8,회피율 증가,22211,,,
222121,22212,,6,,12,41,막기 확률,"2000,3000",1,1,
222122,22212,,6,,12,42,막기 대미지 감소율,"1500,2500",1,1,
222123,22212,,6,,12,21,물리 방어력,"311,9191",1.8,1,
222124,22212,,6,,12,22,마법 방어력,"311,9191",1.8,1,
222131,22213,,6,,12,8,"식스 센스: 회피,회피율 증가",22213,1,1,
222211,22221,,6,,12,14,치명타 확률 증가,"400,1000",1,1,
222221,22222,,6,,12,3,쌍마스터:쌍검공격증,"100,600",1,1,3
222231,22223,,6,,12,8,송 오브 어설트: 마법 공격력 증가,22223,1,1,
222311,22231,,6,,12,8,공속 증가,22231,,,
222321,22232,,6,,12,10,크리확:(패시브)크리확대폭증,"52,6174",1.5,1.5,
222331,22233,,6,,12,192,콤보 기본 공격력 증가,"1000,2000",1,1,
222341,22234,,6,,12,191,스킬 콤보 카운트 증가,"30,30",1,1,
222411,22241,,6,,12,237,일반 공격 대미지 증가,"300,1500",1,1,
222421,22242,,6,,12,8,일반공격 스택: 7스택 시 효과,22242,1,1,
222511,22251,,6,,12,35,슬로우 대상 공격력 증가,"1000,3000",1,1,
222521,22252,,6,,12,45,때려약힐:공격시확률힐,"570,8088",1.3,1.3,
222531,22253,,6,,12,8,프로스트 아머: 대상 공격력 감소,22253,1,1,
222611,22261,,6,,12,28,회피율 증가,"1500,2500",1,1,
222621,22262,,6,,12,8,파티 보호막 생성,22262,1,1,
232111,23211,,6,,12,8,흡혈 증가,23211,,,
1321331,132133,,6,,12,8,배리어 오브 실렌,132133,,,
232211,23221,,6,,12,8,치명타 대미지 증가,23221,,,
232221,23222,,6,,12,3,쌍마스터:쌍검공격증,"100,600",1,1,3
232231,23223,,6,,12,137,랜덤 스킬 쿨타임 리셋,"2,1,1",1,1,3
232232,23223,,6,,12,8,물리 공격력 증가,232231,1,1,3
232311,23231,,6,,12,8,공격력 증가,23231,,,3
232321,23232,,6,,12,9,크리파워,"3000,10000",1,1,
232322,23232,,6,,12,141,출혈 추가 대미지,"2000,5000",1,1,
232331,23233,,6,,12,193,출혈 대미지 증폭,"50000,150000",1,1,
232332,23233,,6,,12,8,방어력 감소,23233,1,1,
232411,23241,,6,,12,8,명중률 증가,23241,,,
232412,23241,,6,,12,148,MP 회복량,"400,6500",1,1,
232421,23242,,6,,12,29,그랜드 팬텀 마스터리,"6810,36048",1,1,
232422,23242,,6,,12,194,그랜드 팬텀 마스터리,"1500,3000",1,1,
232511,23251,,6,,12,8,치명타 대미지 증가,23251,,,
232521,23252,,6,,12,45,어태킹라이트힐:개인약힐,"570,8088",1.3,1.3,
232531,23253,,6,,12,8,아케인실드 : 마나실드,23253,1,1,
232532,23253,,6,,12,8,아케인실드 : 마법 공격력 증가,232531,1,1,
232611,23261,,6,,12,8,파티 흡혈율 증가,23261,1,1,
232621,23262,,6,,12,8,파티 보호막 생성,23262,1,1,
242111,24211,,6,,12,41,막기 확률,"1750,2750",1,1,
242112,24211,,6,,12,42,막기 대미지 감소율,"1750,2750",1,1,
242113,24211,,6,,12,59,최대HP 비율증가,"500,1500",1,1,
242114,24211,,6,,12,21,물리 방어력,"311,9191",1.8,1,
242115,24211,,6,,12,22,마법 방어력,"311,9191",1.8,1,
242121,24212,,6,,12,137,럭키덱스:파티피격시확률쿨탐,1,,,
242122,24212,,6,,12,45,럭키덱스:개인약힐,"162,3236",1.3,1.3,
242131,24213,,6,,12,8,힐링 오브 윈드,24213,1,1,
242211,24221,,6,,12,8,공격력 증가,24221,,,
242221,24222,,6,,12,3,창마스터:창사용,"100,600",1,1,3
242231,24223,,6,,12,8,럭키버서커:파티공격시확률공속,242231,,,
242241,24224,,6,,12,8,"럭키 이그노어:방어력버프, 피해감소 버프",24224,,,
242311,24231,,6,,12,14,치명타 확률 증가,"400,1000",1,1,
242321,24232,,6,,12,10,럭키페이탈:치명,"173,7987",1.5,1,
242322,24232,,6,,12,35,슬로우 대상 공격력 증가,"1500,3000",1,1,
242331,24233,,6,,12,8,아데나서치:중독,242331,,,
242332,24233,,6,,12,8,아데나서치:슬로우,242332,,,
242341,24234,,6,,12,142,와일드헌터 중독 대상 추가대미지,"1500,3000",1,1,
242342,24234,,6,,12,196,와일드헌터 침묵 대상 추가대미지,"1500,3000",1,1,
242411,24241,,6,,12,28,아크로뱃:회피율증가,"1200,2000",1,1,
242412,24241,,6,,12,7,아크로뱃:공격 속도 증가,"500,1000",1,1,
242421,24242,,6,,12,8,럭키퀵스텝:기절,242421,,,
242422,24242,,6,,12,8,럭키퀵스텝:공격력 감소,2424211,,,
242431,24243,,6,,12,8,페이크 하든: 기절,24243,,,
242432,24243,,6,,12,8,페이크 하든: 방어력 감소,242431,,,
242433,24243,,6,,12,8,페이크 하든: 이동속도 감소,242432,,,
242511,24251,,6,,12,8,공격력 증가,24251,,,
242521,24252,,6,,12,8,"럭키디펜스:파티공격시확률물방,마방증가",24252,,,
242522,24252,,6,,12,8,"럭키디펜스:파티공격시확률물방,마방증가",242521,,,
242531,24253,,6,,12,189,쉴드 오브 어택: 공격력 증가,"13265,125729",1,1,
242532,24253,,6,,12,190,쉴드 오브 어택: 공격력 증가,"13265,125729",1,1,
242611,24261,,6,,12,8,HP 회복량,24261,,,
242621,24262,,6,,12,45,럭키퓨어힐:파티피격시HP,"1287,36405",1.3,1.3,
242631,24263,,6,,12,8,디바인 프로텍트 배리어,24263,1.3,1.3,
11211101,11211,,1,"""radius"":350,""angle"":90",5,205,마나소모량 증가,"513,10860,10",1,1,
11211102,11211,,1,"""radius"":350,""angle"":90",5,32,스킬 피해량 5% 증가,"500,500",1,1,
11212101,11212,,6,,12,205,마나소모량 증가,"312,9872,10",1,1,
11212102,11212,,6,,12,32,스킬 피해량 5% 증가,"500,500",1,1,
11213101,11213,,6,,12,205,마나소모량 증가,"488,14481,10",1,1,
11221101,11221,,6,,12,205,마나소모량 증가,"385,12217,10",1,1,
11222101,11222,,6,,12,205,마나소모량 증가,"350,11106,10",1,1,
11222102,11222,,6,,12,32,스킬 피해량 5% 증가,"500,500",1,1,
11223101,11223,,6,,12,205,마나소모량 증가,"524,15838,10",1,1,
11223102,11223,,6,,12,8,물리 공격력 5% 증가 버프 추가,11223102,1,1,
11231101,11231,,6,,12,205,마나소모량 증가,"470,14932,10",1,1,
11232101,11232,,6,,12,205,마나소모량 증가,"428,13574,10",1,1,
11232102,11232,,6,,12,32,스킬 피해량 5% 증가,"500,500",1,1,
11233101,11233,,6,,12,205,마나소모량 증가,"714,22264,10",1,1,
11233102,11233,,6,,12,206,쿨타임 5초 감소,"-5,-5,-10",1,1,
11241101,11241,,6,,12,205,마나소모량 증가,"428,13574,10",1,1,
11241102,11241,,6,,12,32,스킬 피해량 5% 증가,"500,500",1,1,
11242101,11242,,6,,12,205,마나소모량 증가,"389,12340,10",1,1,
11242102,11242,,6,,12,32,스킬 피해량 5% 증가,"500,500",1,1,
11243101,11243,,6,,12,205,마나소모량 증가,"672,20635,10",1,1,
11244101,11244,,6,,12,205,마나소모량 증가,"663,21666,10",1,1,
11251101,11251,,6,,12,205,마나소모량 증가,"482,12217,10",1,1,
11252101,11252,,6,,12,205,마나소모량 증가,"438,11106,10",1,1,
11252102,11252,,6,,12,32,스킬 피해량 5% 증가,"500,500",1,1,
11253101,11253,,6,,12,205,마나소모량 증가,"534,15793,10",1,1,
11261101,11261,,6,,12,205,마나소모량 증가,"428,10860,10",1,1,
11261102,11261,,6,,12,32,스킬 피해량 5% 증가,"500,500",1,1,
11261103,11261,,6,,12,8,피격 대상 피해량 10% 감소 버프 추가,11261103,1,1,
11262101,11262,,6,,12,205,마나소모량 증가,"743,11106,10",1,1,
11262102,11262,,6,,12,175,스킬 회복량 5% 증가,"500,500",1,1,
11262103,11262,,6,,12,175,스킬 회복량 5% 증가,"500,500",1,1,
11262104,11262,,6,,12,175,스킬 회복량 5% 증가,"500,500",1,1,
12211101,12211,,1,"""radius"":400,""angle"":90",5,205,마나소모량 증가,"328,10384,10",1,1,
12211102,12211,,1,"""radius"":400,""angle"":90",5,48,어그로 획득량 20% 증가,"2000,2000",1,1,
12212101,12212,,6,,12,205,마나소모량 증가,"298,9440,10",1,1,
12213101,12213,,6,,12,205,마나소모량 증가,"476,14005,10",1,1,
12213102,12213,,6,,12,206,쿨타임 5초 감소,"-5,-5,-10",1,1,
12221101,12221,,0,"""radius"":700",5,205,마나소모량 증가,"372,11809,10",1,1,
12221102,12221,,0,"""radius"":700",5,32,스킬 피해량 5% 증가,"500,500",1,1,
12221103,12221,,0,"""radius"":700",5,32,스킬 피해량 5% 증가,"500,500",1,1,
12222101,12222,,0,"""radius"":700",5,205,마나소모량 증가,"338,10736,10",1,1,
12222102,12222,,0,"""radius"":700",5,32,스킬 피해량 5% 증가,"500,500",1,1,
12222103,12222,,0,"""radius"":700",5,32,스킬 피해량 5% 증가,"500,500",1,1,
12223101,12223,,6,,12,205,마나소모량 증가,"564,16974,10",1,1,
12223102,12223,,6,,12,8,버프 수치 20% 증가,12223102,1,1,
12223103,12223,,6,,12,8,공격력 3% 증가 버프 추가,12223103,1,1,
12224101,12224,,6,,12,205,마나소모량 증가,"534,15793,10",1,1,
12224102,12224,,6,,12,206,쿨타임 10초 감소,"-10,-10,-10",1,1,
12224103,12224,,6,,12,8,크리티컬 확률 3% 증가,12224103,1,1,
12231101,12231,,6,,12,205,마나소모량 증가,"445,14117,10",1,1,
12231102,12231,,6,,12,32,스킬 피해량 5% 증가,"500,500",1,1,
12232101,12232,,6,,12,205,마나소모량 증가,"404,12833,10",1,1,
12233101,12233,,6,,12,205,마나소모량 증가,"689,21286,10",1,1,
12241101,12241,,6,,12,205,마나소모량 증가,"402,12760,10",1,1,
12241102,12241,,6,,12,32,스킬 피해량 5% 증가,"500,500",1,1,
12242101,12242,,6,,12,205,마나소모량 증가,"366,11600,10",1,1,
12243101,12243,,6,,12,205,마나소모량 증가,"646,19657,10",1,1,
12243102,12243,,6,,12,8,크리티컬 확률 7% 증가 버프 추가,12243102,1,1,
12244101,12244,,6,,12,205,마나소모량 증가,"610,18265,10",1,1,
12251101,12251,,0,"""radius"":700",5,205,마나소모량 증가,"536,13574,10",1,1,
12251102,12251,,0,"""radius"":700",5,32,스킬 피해량 5% 증가,"500,500",1,1,
12252101,12252,,6,,12,205,마나소모량 증가,"486,12340,10",1,1,
12252102,12252,,6,,12,32,스킬 피해량 5% 증가,"500,500",1,1,
12261101,12261,,6,,12,205,마나소모량 증가,"482,12217,10",1,1,
12261102,12261,,6,,12,32,스킬 피해량 5% 증가,"500,500",1,1,
12262101,12262,,6,,12,205,마나소모량 증가,"695,9872,10",1,1,
12262102,12262,,6,,12,175,스킬 회복량 5% 증가,"500,500",1,1,
12262103,12262,,6,,12,175,스킬 회복량 5% 증가,"500,500",1,1,
12262104,12262,,6,,12,175,스킬 회복량 5% 증가,"500,500",1,1,
12263101,12263,,6,,12,205,마나소모량 증가,"576,17422,10",1,1,
12264101,12264,,6,,12,205,마나소모량 증가,"733,14842,10",1,1,
13211101,13211,,6,,12,205,마나소모량 증가,"382,12081,10",1,1,
13211102,13211,,6,,12,32,스킬 피해량 5% 증가,"500,500",1,1,
13212101,13212,,6,,12,205,마나소모량 증가,"347,10982,10",1,1,
13212102,13212,,6,,12,32,스킬 피해량 5% 증가,"500,500",1,1,
13213101,13213,,6,,12,205,마나소모량 증가,"521,15702,10",1,1,
13213102,13213,,6,,12,206,쿨타임 5초 감소,"-5,-5,-10",1,1,
13213103,13213,,6,,12,206,쿨타임 5초 감소,"-5,-5,-10",1,1,
13221101,13221,,6,,12,205,마나소모량 증가,"421,13370,10",1,1,
13221102,13221,,6,,12,32,스킬 피해량 5% 증가,"500,500",1,1,
13222101,13222,132221,0,"""radius"":400",5,205,마나소모량 증가,"383,12154,10",1,1,
13223101,13223,,6,,12,205,마나소모량 증가,"713,21868,10",1,1,
13223102,13223,,6,,12,8,물리 공격력 7% 증가 버프 추가,13223102,1,1,
13224101,13224,,6,,12,205,마나소모량 증가,"672,20304,10",1,1,
13231101,13231,,6,,12,205,마나소모량 증가,"447,14945,10",1,1,
13231102,13231,,6,,12,32,스킬 피해량 5% 증가,"500,500",1,1,
13232101,13232,,6,,12,205,마나소모량 증가,"406,13588,10",1,1,
13233101,13233,,6,,12,205,마나소모량 증가,"1027,21425,10",1,1,
13241101,13241,,0,"""radius"":50",5,205,마나소모량 증가,"475,15066,10",1,1,
13241102,13241,,0,"""radius"":50",5,207,최대 대상수 1인 증가,"1,1,10",1,1,
13242101,13242,,6,,12,205,마나소모량 증가,"432,13697,10",1,1,
13242102,13242,,6,,12,32,스킬 피해량 5% 증가,"500,500",1,1,
13243101,13243,,6,,12,205,마나소모량 증가,"719,22425,10",1,1,
13243102,13243,,6,,12,8,크리티컬 대미지 8% 증가 버프 추가,13243102,1,1,
13244101,13244,,6,,12,205,마나소모량 증가,"676,20782,10",1,1,
13251101,13251,,6,,12,205,마나소모량 증가,"451,15529,10",1,1,
13252101,13252,,6,,12,205,마나소모량 증가,"411,17646,10",1,1,
13253101,13253,,6,,12,205,마나소모량 증가,"948,22112,10",1,1,
13253102,13253,,6,,12,206,쿨타임 5초 감소,"-5,-5,-10",1,1,
13253103,13253,,6,,12,206,쿨타임 5초 감소,"-5,-5,-10",1,1,
13261101,13261,,1,"""radius"":550,""angle"":90",1,205,마나소모량 증가,"1072,13574,10",1,1,
13261102,13261,,1,"""radius"":550,""angle"":90",1,32,스킬 피해량 5% 증가,"500,500",1,1,
13261103,13261,,1,"""radius"":550,""angle"":90",1,32,스킬 피해량 5% 증가,"500,500",1,1,
13262101,13262,,6,,12,205,마나소모량 증가,"486,12340,10",1,1,
13263101,13263,132631,0,"""radius"":700",5,205,마나소모량 증가,"616,18915,10",1,1,
14211101,14211,,6,,12,205,마나소모량 증가,"325,10316,10",1,1,
14211102,14211,,6,,12,32,스킬 피해량 5% 증가,"500,500",1,1,
14212101,14212,,6,,12,205,마나소모량 증가,"296,9378,10",1,1,
14212102,14212,,6,,12,32,스킬 피해량 5% 증가,"500,500",1,1,
14212103,14212,,6,,12,8,피격 대상 공격력 감소 수치 5% 증가,14212103,1,1,
14221101,14221,,6,,12,205,마나소모량 증가,"367,11640,10",1,1,
14221102,14221,,6,,12,32,스킬 피해량 15% 증가,"1500,1500",1,1,
14221103,14221,,6,,12,32,스킬 피해량 15% 증가,"1500,1500",1,1,
14222101,14222,,6,,12,205,마나소모량 증가,"334,10581,10",1,1,
14222102,14222,,6,,12,32,스킬 피해량 5% 증가,"500,500",1,1,
14223101,14223,,6,,12,205,마나소모량 증가,"560,16787,10",1,1,
14231101,14231,,6,,12,205,마나소모량 증가,"470,14932,10",1,1,
14231102,14231,,6,,12,32,스킬 피해량 5% 증가,"500,500",1,1,
14232101,14232,,6,,12,205,마나소모량 증가,"428,13574,10",1,1,
14232102,14232,,6,,12,32,스킬 피해량 5% 증가,"500,500",1,1,
14232103,14232,,6,,12,207,최대 대상수 2인 증가,"2,2,10",1,1,
14233101,14233,,6,,12,205,마나소모량 증가,"619,19295,10",1,1,
14241101,14241,,6,,12,205,마나소모량 증가,"426,13506,10",1,1,
14241102,14241,,6,,12,32,스킬 피해량 5% 증가,"500,500",1,1,
14242101,14242,14242101,1,"""radius"":600,""angle"":130",5,205,마나소모량 증가,"388,12278,10",1,1,
14242102,14242,14242102,1,"""radius"":600,""angle"":130",1,32,스킬 피해량 7% 증가,"700,700",1,1,
14242103,14242,14242103,1,"""radius"":600,""angle"":130",1,32,스킬 피해량 7% 증가,"700,700",1,1,
14251101,14251,,6,,12,205,마나소모량 증가,"482,12217,10",1,1,
14251102,14251,,6,,12,32,스킬 피해량 5% 증가,"500,500",1,1,
14252101,14252,,6,,12,205,마나소모량 증가,"438,11106,10",1,1,
14252102,14252,,6,,12,32,스킬 피해량 5% 증가,"500,500",1,1,
14253101,14253,,6,,12,205,마나소모량 증가,"629,19006,10",1,1,
14253102,14253,,6,,12,8,공격속도 10% 증가 버프 추가,14253102,1,1,
14253103,14253,,6,,12,8,피해량 감소 수치 7% 증가,14253103,1,1,
14261101,14261,,6,,12,205,마나소모량 증가,"856,10860,10",1,1,
14261102,14261,,6,,12,175,스킬 회복량 5% 증가,"500,500",1,1,
14261103,14261,,6,,12,175,스킬 회복량 5% 증가,"500,500",1,1,
14261104,14261,,6,,12,175,스킬 회복량 5% 증가,"500,500",1,1,
14262101,14262,,6,,12,205,마나소모량 증가,"390,9872,10",1,1,
14262102,14262,,6,,12,32,스킬 피해량 10% 증가,"1000,1000",1,1,
14263101,14263,,6,,12,205,마나소모량 증가,"537,15929,10",1,1,
14263102,14263,,6,,12,242,최대 체력의 5% 회복,"500,500,0,0,1",1,1,
23261101,23261,,6,,12,8,흡혈 수치 0.3% 증가,23261101,1,1,
20212101,20212,,6,,12,48,위협도 생성량 15% 증가,"1500,1500",1,1,
300011,30001,,6,,12,8,앱솔루트 실드,30001,,,
300021,30002,,6,,12,8,님블 스텝,30002,,,
300031,30003,,6,,12,50,,"500,5000",1,1,
300032,30003,,6,,12,8,이모탈,30003,,,
300041,30004,,6,,12,69,더블 샷,30004,,,
300051,30005,,6,,12,47,애로우 레인,30005,,,
300061,30006,,6,,12,69,파워 샷,30006,,,
300071,30007,,6,,12,47,애로우 레인,30007,,,
300081,30008,,6,,12,8,프로스트 아머,30008,,,
300091,30009,,6,,12,16,어보이드 스텝 훼이크,"0,0,30000,60000",1,1,
300101,30010,,6,,12,8,마나 실드,30010,,,
300111,30011,,6,,12,129,힐,"0,0,2000,4000",1,1,
300121,30012,,6,,12,47,애로우 레인,30012,,,
300131,30013,,6,,12,8,쿨감,30013,,,
300141,30014,,6,,12,16,물리 피해,"0,0,25000,42000",1,1,
300142,30014,,6,,12,17,마법 피해,"0,0,25000,42000",1,1,
300143,30014,,6,,12,8,포이즌 스트라이크:디버프,30014,,,
300144,30014,,6,,12,8,포이즌 스트라이크:디버프,300141,,,
300151,30015,,6,,12,47,장판 피해,30015,,,
300152,30015,,6,,12,8,디펜스 존: 상태이상 저항,30015,,,
310011,31001,,6,,12,8,슬로우,31001,,,
310021,31002,,6,,12,16,,"24548,24548,18000,18000",1,1,
310022,31002,,6,,12,8,공통 넉다운,1001,,,
310031,31003,,6,,12,16,,"24548,24548,18000,18000",1,1,
310032,31003,,6,,12,8,공통 넉다운,1001,,,
310041,31004,,6,,12,16,,"0,0,25000,25000",1,1,
310042,31004,,6,,12,8,공통 넉다운,1001,,,
310051,31005,,6,,12,16,,"0,0,25000,25000",1,1,
310052,31005,,6,,12,8,공통 넉다운,1001,,,
310061,31006,,6,,12,16,,"0,0,25000,25000",1,1,
310071,31007,,6,,12,16,,"0,0,10000000,10000000",1,1,
310081,31008,,6,,12,16,어보이드 스텝 훼이크,"0,0,25000,25000",1,1,
350011,35001,,6,,12,8,,35001,,,
350021,35002,,6,,12,8,,35002,,,
350031,35003,,6,,12,8,,35003,,,
350041,35004,,6,,12,8,,35004,,,
350051,35005,,6,,12,8,,35005,,,
350061,35006,,6,,12,8,,35006,,,
350111,35011,,6,,12,8,,35011,,,
350211,35021,,6,,12,8,,35021,,,
350311,35031,,6,,12,8,,35031,,,
351111,35111,,6,,12,8,,35111,,,
351211,35121,,6,,12,8,,35121,,,
351221,35122,,6,,12,8,,35122,,,
351311,35131,,6,,12,8,,35131,,,
351411,35141,,6,,12,8,,35141,,,
351511,35151,,6,,12,8,,35151,,,
351611,35161,,6,,12,8,,35161,,,
352211,35221,,6,,12,8,,35221,,,
352311,35231,,6,,12,8,,35231,,,
353111,35311,,6,,12,8,,35311,,,
353211,35321,,6,,12,8,,35321,,,
353311,35331,,6,,12,8,,35331,,,
353321,35332,,6,,12,8,,35332,,,
353411,35341,,6,,12,8,,35341,,,
354411,35441,,6,,12,8,,35441,,,
355311,35531,,6,,12,8,,35531,,,
356411,35641,,6,,12,8,,35641,,,
357311,35731,,6,,12,8,,35731,,,
357511,35751,,6,,12,8,,35751,,,
400011,40001,,6,,12,1,물리 공격력,40001,,,
400021,40002,,6,,12,2,마법 공격력,40002,,,
400031,40003,,6,,12,3,물리 공격력 증가율,40003,,,
400041,40004,,6,,12,4,마법 공격력 증가율,40004,,,
400051,40005,,6,,12,5,일반 공격의 공격력,40005,,,
400061,40006,,6,,12,6,파티원에 따른 공격력 증가율,40006,,,
400071,40007,,6,,12,7,공격속도 증가율,40007,,,
400081,40008,,6,,12,9,크리티컬 대미지 증가율,40008,,,
400091,40009,,6,,12,14,크리티컬 명중률,40009,,,
