Id,DisassembleType,ItemInfoId,ItemType,EquipmentType,ItemGrade,CostType,CostValue
493064,1,493064,113,12,18,25,
1290001,1,1290001,113,12,18,25,
1290002,1,1290002,113,12,18,25,
1300002,1,1300002,113,12,18,25,
1300003,1,1300003,113,12,18,25,
1300010,1,1300010,113,12,18,25,
1300006,1,1300006,113,12,18,25,
1300007,1,1300007,113,12,18,25,
1300008,1,1300008,113,12,18,25,
1400001,1,1400001,113,12,18,25,
1400002,1,1400002,113,12,18,25,
1400003,1,1400003,113,12,18,25,
1400005,1,1400005,113,12,18,25,
1400006,1,1400006,113,12,18,25,
1400007,1,1400007,113,12,18,25,
1400009,1,1400009,113,12,18,25,
1400010,1,1400010,113,12,18,25,
1400011,1,1400011,113,12,18,25,
1400013,1,1400013,113,12,18,25,
1400014,1,1400014,113,12,18,25,
1400015,1,1400015,113,12,18,25,
1400017,1,1400017,113,12,18,25,
1400018,1,1400018,113,12,18,25,
1400019,1,1400019,113,12,18,25,
1400021,1,1400021,113,12,18,25,
1400022,1,1400022,113,12,18,25,
1400023,1,1400023,113,12,18,25,
1400025,1,1400025,113,12,18,25,
1400026,1,1400026,113,12,18,25,
1400027,1,1400027,113,12,18,25,
1400029,1,1400029,113,12,18,25,
1400030,1,1400030,113,12,18,25,
1400031,1,1400031,113,12,18,25,
1400033,1,1400033,113,12,18,25,
1400034,1,1400034,113,12,18,25,
1400035,1,1400035,113,12,18,25,
1401002,1,1401002,113,12,18,25,
1401005,1,1401005,113,12,18,25,
1401006,1,1401006,113,12,18,25,
1401007,1,1401007,113,12,18,25,
1401010,1,1401010,113,12,18,25,
1401011,1,1401011,113,12,18,25,
1401013,1,1401013,113,12,18,25,
1401014,1,1401014,113,12,18,25,
110073,1,110073,113,12,18,25,
120073,1,120073,113,12,18,25,
130073,1,130073,113,12,18,25,
140073,1,140073,113,12,18,25,
150073,1,150073,113,12,18,25,
160073,1,160073,113,12,18,25,
210133,1,210133,113,12,18,25,
220133,1,220133,113,12,18,25,
230133,1,230133,113,12,18,25,
240133,1,240133,113,12,18,25,
210143,1,210143,113,12,18,25,
220143,1,220143,113,12,18,25,
230143,1,230143,113,12,18,25,
240143,1,240143,113,12,18,25,
210153,1,210153,113,12,18,25,
220153,1,220153,113,12,18,25,
230153,1,230153,113,12,18,25,
240153,1,240153,113,12,18,25,
110074,1,110074,113,12,18,25,
120074,1,120074,113,12,18,25,
130074,1,130074,113,12,18,25,
140074,1,140074,113,12,18,25,
150074,1,150074,113,12,18,25,
160074,1,160074,113,12,18,25,
210134,1,210134,113,12,18,25,
220134,1,220134,113,12,18,25,
230134,1,230134,113,12,18,25,
240134,1,240134,113,12,18,25,
210144,1,210144,113,12,18,25,
220144,1,220144,113,12,18,25,
230144,1,230144,113,12,18,25,
240144,1,240144,113,12,18,25,
210154,1,210154,113,12,18,25,
220154,1,220154,113,12,18,25,
230154,1,230154,113,12,18,25,
240154,1,240154,113,12,18,25,
110075,1,110075,113,12,18,25,
120075,1,120075,113,12,18,25,
130075,1,130075,113,12,18,25,
140075,1,140075,113,12,18,25,
150075,1,150075,113,12,18,25,
160075,1,160075,113,12,18,25,
210135,1,210135,113,12,18,25,
220135,1,220135,113,12,18,25,
230135,1,230135,113,12,18,25,
240135,1,240135,113,12,18,25,
210145,1,210145,113,12,18,25,
220145,1,220145,113,12,18,25,
230145,1,230145,113,12,18,25,
240145,1,240145,113,12,18,25,
210155,1,210155,113,12,18,25,
220155,1,220155,113,12,18,25,
230155,1,230155,113,12,18,25,
240155,1,240155,113,12,18,25,
1410001,1,1410001,113,12,18,25,
1410002,1,1410002,113,12,18,25,
1410003,1,1410003,113,12,18,25,
1410004,1,1410004,113,12,18,25,
1410005,1,1410005,113,12,18,25,
1410006,1,1410006,113,12,18,25,
1410007,1,1410007,113,12,18,25,
1410008,1,1410008,113,12,18,25,
1410009,1,1410009,113,12,18,25,
1410010,1,1410010,113,12,18,25,
1410018,1,1410018,113,12,18,25,
1410019,1,1410019,113,12,18,25,
