Id,GroupId,RequiredId,RequiredGuildLevel,AchievementGroupType,Name,Desc,TaskType,TaskCount,PlayerRewardType1,PlayerRewardInfold1,PlayerRewardCount1,PlayerRewardType2,PlayerRewardInfold2,PlayerRewardCount2,GuildRewardType1,GuildRewardInfold1,GuildRewardCount1,GuildRewardType2,GuildRewardInfold2,GuildRewardCount2,RewardBloodCrystal,RewardAdena,RewardItemInfoId,RewardCount,RewardCountDesc,RewardIcon,AchievementIcon
1071,1071,,6,3,크루마 늪지 소탕,크루마 늪지 몬스터를 600마리 이상 처치하세요.,81,600,1,,1000,6,490022,1,6,900018,2,6,1302001,2,15,1000,911191,3,,Icon_SoulShot_01,
1072,1071,1071,6,3,크루마 늪지 소탕,크루마 늪지 몬스터를 2800마리 이상 처치하세요.,81,2800,1,,2000,6,490022,1,6,911191,3,6,1302001,5,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,
1073,1071,1072,6,3,크루마 늪지 소탕,크루마 늪지 몬스터를 6000마리 이상 처치하세요.,81,6000,1,,3000,6,490022,1,6,919220,3,6,1302001,8,50,3000,911191,5,,Icon_SoulShot_01,
1074,1071,1073,6,3,크루마 늪지 소탕,크루마 늪지 몬스터를 12000마리 이상 처치하세요.,81,12000,1,,4000,6,490022,3,6,900018,3,6,1302001,10,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,
1075,1071,1074,6,3,크루마 늪지 소탕,크루마 늪지 몬스터를 20000마리 이상 처치하세요.,81,20000,1,,6000,6,490022,3,6,911191,5,6,1302001,15,75,6000,911191,7,,Icon_SoulShot_01,
1076,1071,1075,6,3,크루마 늪지 소탕,크루마 늪지 몬스터를 31250마리 이상 처치하세요.,81,31250,1,,8000,6,490022,3,6,919220,5,6,1302001,20,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,
1077,1071,1076,6,3,크루마 늪지 소탕,크루마 늪지 몬스터를 45000마리 이상 처치하세요.,81,45000,1,,10000,6,490022,5,6,900018,3,6,1302001,25,110,10000,911191,10,,Icon_SoulShot_01,
1078,1071,1077,6,3,크루마 늪지 소탕,크루마 늪지 몬스터를 61250마리 이상 처치하세요.,81,61250,1,,12000,6,490022,5,6,911191,7,6,1302001,30,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,
1079,1071,1078,6,3,크루마 늪지 소탕,크루마 늪지 몬스터를 80000마리 이상 처치하세요.,81,80000,1,,15000,6,490022,5,6,919220,7,6,1302001,35,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,
1081,1081,,7,3,투쟁의 봉우리 소탕,투쟁의 봉우리 몬스터를 600마리 이상 처치하세요.,81,600,1,,1000,6,490022,1,6,900018,2,6,1302001,2,15,1000,911191,3,,Icon_SoulShot_01,
1082,1081,1081,7,3,투쟁의 봉우리 소탕,투쟁의 봉우리 몬스터를 2800마리 이상 처치하세요.,81,2800,1,,2000,6,490022,1,6,911191,3,6,1302001,5,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,
1083,1081,1082,7,3,투쟁의 봉우리 소탕,투쟁의 봉우리 몬스터를 6000마리 이상 처치하세요.,81,6000,1,,3000,6,490022,1,6,919220,3,6,1302001,8,50,3000,911191,5,,Icon_SoulShot_01,
1084,1081,1083,7,3,투쟁의 봉우리 소탕,투쟁의 봉우리 몬스터를 12000마리 이상 처치하세요.,81,12000,1,,4000,6,490022,3,6,900018,3,6,1302001,10,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,
1085,1081,1084,7,3,투쟁의 봉우리 소탕,투쟁의 봉우리 몬스터를 20000마리 이상 처치하세요.,81,20000,1,,6000,6,490022,3,6,911191,5,6,1302001,15,75,6000,911191,7,,Icon_SoulShot_01,
1086,1081,1085,7,3,투쟁의 봉우리 소탕,투쟁의 봉우리 몬스터를 31250마리 이상 처치하세요.,81,31250,1,,8000,6,490022,3,6,919220,5,6,1302001,20,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,
1087,1081,1086,7,3,투쟁의 봉우리 소탕,투쟁의 봉우리 몬스터를 45000마리 이상 처치하세요.,81,45000,1,,10000,6,490022,5,6,900018,3,6,1302001,25,110,10000,911191,10,,Icon_SoulShot_01,
1088,1081,1087,7,3,투쟁의 봉우리 소탕,투쟁의 봉우리 몬스터를 61250마리 이상 처치하세요.,81,61250,1,,12000,6,490022,5,6,911191,7,6,1302001,30,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,
1089,1081,1088,7,3,투쟁의 봉우리 소탕,투쟁의 봉우리 몬스터를 80000마리 이상 처치하세요.,81,80000,1,,15000,6,490022,5,6,919220,7,6,1302001,35,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,
1091,1091,,8,3,절규의 땅 소탕,절규의 땅 몬스터를 600마리 이상 처치하세요.,81,600,1,,1000,6,490022,1,6,900018,2,6,1302001,2,15,1000,911191,3,,Icon_SoulShot_01,
1092,1091,1091,8,3,절규의 땅 소탕,절규의 땅 몬스터를 2800마리 이상 처치하세요.,81,2800,1,,2000,6,490022,1,6,911191,3,6,1302001,5,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,
1093,1091,1092,8,3,절규의 땅 소탕,절규의 땅 몬스터를 6000마리 이상 처치하세요.,81,6000,1,,3000,6,490022,1,6,919220,3,6,1302001,8,50,3000,911191,5,,Icon_SoulShot_01,
1094,1091,1093,8,3,절규의 땅 소탕,절규의 땅 몬스터를 12000마리 이상 처치하세요.,81,12000,1,,4000,6,490022,3,6,900018,3,6,1302001,10,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,
1095,1091,1094,8,3,절규의 땅 소탕,절규의 땅 몬스터를 20000마리 이상 처치하세요.,81,20000,1,,6000,6,490022,3,6,911191,5,6,1302001,15,75,6000,911191,7,,Icon_SoulShot_01,
1096,1091,1095,8,3,절규의 땅 소탕,절규의 땅 몬스터를 31250마리 이상 처치하세요.,81,31250,1,,8000,6,490022,3,6,919220,5,6,1302001,20,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,
1097,1091,1096,8,3,절규의 땅 소탕,절규의 땅 몬스터를 45000마리 이상 처치하세요.,81,45000,1,,10000,6,490022,5,6,900018,3,6,1302001,25,110,10000,911191,10,,Icon_SoulShot_01,
1098,1091,1097,8,3,절규의 땅 소탕,절규의 땅 몬스터를 61250마리 이상 처치하세요.,81,61250,1,,12000,6,490022,5,6,911191,7,6,1302001,30,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,
1099,1091,1098,8,3,절규의 땅 소탕,절규의 땅 몬스터를 80000마리 이상 처치하세요.,81,80000,1,,15000,6,490022,5,6,919220,7,6,1302001,35,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,
1101,1101,,9,4,기란 자치령 소탕,기란 자치령 몬스터를 600마리 이상 처치하세요.,81,600,1,,1000,6,490022,1,6,900018,2,6,1302001,2,15,1000,911191,3,,Icon_SoulShot_01,
1102,1101,1101,9,4,기란 자치령 소탕,기란 자치령 몬스터를 2800마리 이상 처치하세요.,81,2800,1,,2000,6,490022,1,6,911191,3,6,1302001,5,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,
1103,1101,1102,9,4,기란 자치령 소탕,기란 자치령 몬스터를 6000마리 이상 처치하세요.,81,6000,1,,3000,6,490022,1,6,919220,3,6,1302001,8,50,3000,911191,5,,Icon_SoulShot_01,
1104,1101,1103,9,4,기란 자치령 소탕,기란 자치령 몬스터를 12000마리 이상 처치하세요.,81,12000,1,,4000,6,490022,3,6,900018,3,6,1302001,10,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,
1105,1101,1104,9,4,기란 자치령 소탕,기란 자치령 몬스터를 20000마리 이상 처치하세요.,81,20000,1,,6000,6,490022,3,6,911191,5,6,1302001,15,75,6000,911191,7,,Icon_SoulShot_01,
1106,1101,1105,9,4,기란 자치령 소탕,기란 자치령 몬스터를 31250마리 이상 처치하세요.,81,31250,1,,8000,6,490022,3,6,919220,5,6,1302001,20,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,
1107,1101,1106,9,4,기란 자치령 소탕,기란 자치령 몬스터를 45000마리 이상 처치하세요.,81,45000,1,,10000,6,490022,5,6,900018,3,6,1302001,25,110,10000,911191,10,,Icon_SoulShot_01,
1108,1101,1107,9,4,기란 자치령 소탕,기란 자치령 몬스터를 61250마리 이상 처치하세요.,81,61250,1,,12000,6,490022,5,6,911191,7,6,1302001,30,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,
1109,1101,1108,9,4,기란 자치령 소탕,기란 자치령 몬스터를 80000마리 이상 처치하세요.,81,80000,1,,15000,6,490022,5,6,919220,7,6,1302001,35,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,
1111,1111,,10,4,죽음 안개 해안 소탕,죽음 안개 해안 몬스터를 600마리 이상 처치하세요.,81,600,1,,1000,6,490022,1,6,900018,2,6,1302001,2,15,1000,911191,3,,Icon_SoulShot_01,
1112,1111,1111,10,4,죽음 안개 해안 소탕,죽음 안개 해안 몬스터를 2800마리 이상 처치하세요.,81,2800,1,,2000,6,490022,1,6,911191,3,6,1302001,5,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,
1113,1111,1112,10,4,죽음 안개 해안 소탕,죽음 안개 해안 몬스터를 6000마리 이상 처치하세요.,81,6000,1,,3000,6,490022,1,6,919220,3,6,1302001,8,50,3000,911191,5,,Icon_SoulShot_01,
1114,1111,1113,10,4,죽음 안개 해안 소탕,죽음 안개 해안 몬스터를 12000마리 이상 처치하세요.,81,12000,1,,4000,6,490022,3,6,900018,3,6,1302001,10,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,
1115,1111,1114,10,4,죽음 안개 해안 소탕,죽음 안개 해안 몬스터를 20000마리 이상 처치하세요.,81,20000,1,,6000,6,490022,3,6,911191,5,6,1302001,15,75,6000,911191,7,,Icon_SoulShot_01,
1116,1111,1115,10,4,죽음 안개 해안 소탕,죽음 안개 해안 몬스터를 31250마리 이상 처치하세요.,81,31250,1,,8000,6,490022,3,6,919220,5,6,1302001,20,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,
1117,1111,1116,10,4,죽음 안개 해안 소탕,죽음 안개 해안 몬스터를 45000마리 이상 처치하세요.,81,45000,1,,10000,6,490022,5,6,900018,3,6,1302001,25,110,10000,911191,10,,Icon_SoulShot_01,
1118,1111,1117,10,4,죽음 안개 해안 소탕,죽음 안개 해안 몬스터를 61250마리 이상 처치하세요.,81,61250,1,,12000,6,490022,5,6,911191,7,6,1302001,30,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,
1119,1111,1118,10,4,죽음 안개 해안 소탕,죽음 안개 해안 몬스터를 80000마리 이상 처치하세요.,81,80000,1,,15000,6,490022,5,6,919220,7,6,1302001,35,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,
1121,1121,,11,4,악마섬 소탕,악마섬 몬스터를 600마리 이상 처치하세요.,81,600,1,,1000,6,490022,1,6,900018,2,6,1302001,2,15,1000,911191,3,,Icon_SoulShot_01,
1122,1121,1121,11,4,악마섬 소탕,악마섬 몬스터를 2800마리 이상 처치하세요.,81,2800,1,,2000,6,490022,1,6,911191,3,6,1302001,5,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,
1123,1121,1122,11,4,악마섬 소탕,악마섬 몬스터를 6000마리 이상 처치하세요.,81,6000,1,,3000,6,490022,1,6,919220,3,6,1302001,8,50,3000,911191,5,,Icon_SoulShot_01,
1124,1121,1123,11,4,악마섬 소탕,악마섬 몬스터를 12000마리 이상 처치하세요.,81,12000,1,,4000,6,490022,3,6,900018,3,6,1302001,10,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,
1125,1121,1124,11,4,악마섬 소탕,악마섬 몬스터를 20000마리 이상 처치하세요.,81,20000,1,,6000,6,490022,3,6,911191,5,6,1302001,15,75,6000,911191,7,,Icon_SoulShot_01,
1126,1121,1125,11,4,악마섬 소탕,악마섬 몬스터를 31250마리 이상 처치하세요.,81,31250,1,,8000,6,490022,3,6,919220,5,6,1302001,20,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,
1127,1121,1126,11,4,악마섬 소탕,악마섬 몬스터를 45000마리 이상 처치하세요.,81,45000,1,,10000,6,490022,5,6,900018,3,6,1302001,25,110,10000,911191,10,,Icon_SoulShot_01,
1128,1121,1127,11,4,악마섬 소탕,악마섬 몬스터를 61250마리 이상 처치하세요.,81,61250,1,,12000,6,490022,5,6,911191,7,6,1302001,30,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,
1129,1121,1128,11,4,악마섬 소탕,악마섬 몬스터를 80000마리 이상 처치하세요.,81,80000,1,,15000,6,490022,5,6,919220,7,6,1302001,35,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,
1131,1131,,12,4,죽음의 연도 소탕,죽음의 연도 몬스터를 600마리 이상 처치하세요.,81,600,1,,1000,6,490022,1,6,900018,2,6,1302001,2,15,1000,911191,3,,Icon_SoulShot_01,
1132,1131,1131,12,4,죽음의 연도 소탕,죽음의 연도 몬스터를 2800마리 이상 처치하세요.,81,2800,1,,2000,6,490022,1,6,911191,3,6,1302001,5,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,
1133,1131,1132,12,4,죽음의 연도 소탕,죽음의 연도 몬스터를 6000마리 이상 처치하세요.,81,6000,1,,3000,6,490022,1,6,919220,3,6,1302001,8,50,3000,911191,5,,Icon_SoulShot_01,
1134,1131,1133,12,4,죽음의 연도 소탕,죽음의 연도 몬스터를 12000마리 이상 처치하세요.,81,12000,1,,4000,6,490022,3,6,900018,3,6,1302001,10,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,
1135,1131,1134,12,4,죽음의 연도 소탕,죽음의 연도 몬스터를 20000마리 이상 처치하세요.,81,20000,1,,6000,6,490022,3,6,911191,5,6,1302001,15,75,6000,911191,7,,Icon_SoulShot_01,
1136,1131,1135,12,4,죽음의 연도 소탕,죽음의 연도 몬스터를 31250마리 이상 처치하세요.,81,31250,1,,8000,6,490022,3,6,919220,5,6,1302001,20,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,
1137,1131,1136,12,4,죽음의 연도 소탕,죽음의 연도 몬스터를 45000마리 이상 처치하세요.,81,45000,1,,10000,6,490022,5,6,900018,3,6,1302001,25,110,10000,911191,10,,Icon_SoulShot_01,
1138,1131,1137,12,4,죽음의 연도 소탕,죽음의 연도 몬스터를 61250마리 이상 처치하세요.,81,61250,1,,12000,6,490022,5,6,911191,7,6,1302001,30,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,
1139,1131,1138,12,4,죽음의 연도 소탕,죽음의 연도 몬스터를 80000마리 이상 처치하세요.,81,80000,1,,15000,6,490022,5,6,919220,7,6,1302001,35,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,
1141,1141,,13,5,북풍의 고원 소탕,북풍의 고원 몬스터를 600마리 이상 처치하세요.,81,600,1,,1000,6,490022,1,6,911191,10,6,1302001,2,15,1000,911191,3,,Icon_SoulShot_01,
1142,1141,1141,13,5,북풍의 고원 소탕,북풍의 고원 몬스터를 2800마리 이상 처치하세요.,81,2800,1,,2000,6,490022,1,6,919220,10,6,1302001,5,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,
1143,1141,1142,13,5,북풍의 고원 소탕,북풍의 고원 몬스터를 6000마리 이상 처치하세요.,81,6000,1,,3000,6,490022,1,6,900018,3,6,1302001,8,50,3000,911191,5,,Icon_SoulShot_01,
1144,1141,1143,13,5,북풍의 고원 소탕,북풍의 고원 몬스터를 12000마리 이상 처치하세요.,81,12000,1,,4000,6,490022,3,6,919221,4,6,1302001,10,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,
1145,1141,1144,13,5,북풍의 고원 소탕,북풍의 고원 몬스터를 20000마리 이상 처치하세요.,81,20000,1,,6000,6,490022,3,6,919139,2,6,1302001,15,75,6000,911191,7,,Icon_SoulShot_01,
1146,1141,1145,13,5,북풍의 고원 소탕,북풍의 고원 몬스터를 31250마리 이상 처치하세요.,81,31250,1,,8000,6,490022,3,6,919221,6,6,1302001,20,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,
1147,1141,1146,13,5,북풍의 고원 소탕,북풍의 고원 몬스터를 45000마리 이상 처치하세요.,81,45000,1,,10000,6,490022,5,6,919139,3,6,1302001,25,110,10000,911191,10,,Icon_SoulShot_01,
1148,1141,1147,13,5,북풍의 고원 소탕,북풍의 고원 몬스터를 70000마리 이상 처치하세요.,81,70000,1,,12000,6,490022,5,6,919221,10,6,1302001,30,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,
1149,1141,1148,13,5,북풍의 고원 소탕,북풍의 고원 몬스터를 100000마리 이상 처치하세요.,81,100000,1,,15000,6,490022,5,6,919139,5,6,1302001,35,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,
1151,1151,,14,5,정지된 시간의 땅 소탕,정지된 시간의 땅 몬스터를 600마리 이상 처치하세요.,81,600,1,,1000,6,490022,1,6,911191,10,6,1302001,2,15,1000,911191,3,,Icon_SoulShot_01,
1152,1151,1151,14,5,정지된 시간의 땅 소탕,정지된 시간의 땅 몬스터를 2800마리 이상 처치하세요.,81,2800,1,,2000,6,490022,1,6,919220,10,6,1302001,5,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,
1153,1151,1152,14,5,정지된 시간의 땅 소탕,정지된 시간의 땅 몬스터를 6000마리 이상 처치하세요.,81,6000,1,,3000,6,490022,1,6,900018,3,6,1302001,8,50,3000,911191,5,,Icon_SoulShot_01,
1154,1151,1153,14,5,정지된 시간의 땅 소탕,정지된 시간의 땅 몬스터를 12000마리 이상 처치하세요.,81,12000,1,,4000,6,490022,3,6,919221,4,6,1302001,10,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,
1155,1151,1154,14,5,정지된 시간의 땅 소탕,정지된 시간의 땅 몬스터를 20000마리 이상 처치하세요.,81,20000,1,,6000,6,490022,3,6,919139,2,6,1302001,15,75,6000,911191,7,,Icon_SoulShot_01,
1156,1151,1155,14,5,정지된 시간의 땅 소탕,정지된 시간의 땅 몬스터를 31250마리 이상 처치하세요.,81,31250,1,,8000,6,490022,3,6,919221,6,6,1302001,20,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,
1157,1151,1156,14,5,정지된 시간의 땅 소탕,정지된 시간의 땅 몬스터를 45000마리 이상 처치하세요.,81,45000,1,,10000,6,490022,5,6,919139,3,6,1302001,25,110,10000,911191,10,,Icon_SoulShot_01,
1158,1151,1157,14,5,정지된 시간의 땅 소탕,정지된 시간의 땅 몬스터를 70000마리 이상 처치하세요.,81,70000,1,,12000,6,490022,5,6,919221,10,6,1302001,30,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,
1159,1151,1158,14,5,정지된 시간의 땅 소탕,정지된 시간의 땅 몬스터를 100000마리 이상 처치하세요.,81,100000,1,,15000,6,490022,5,6,919139,5,6,1302001,35,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,
1161,1161,,15,5,상아탑 자치 구역 소탕,상아탑 자치 구역 몬스터를 600마리 이상 처치하세요.,81,600,1,,1000,6,490022,1,6,911191,10,6,1302001,2,15,1000,911191,3,,Icon_SoulShot_01,
1162,1161,1161,15,5,상아탑 자치 구역 소탕,상아탑 자치 구역 몬스터를 2800마리 이상 처치하세요.,81,2800,1,,2000,6,490022,1,6,919220,10,6,1302001,5,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,
1163,1161,1162,15,5,상아탑 자치 구역 소탕,상아탑 자치 구역 몬스터를 6000마리 이상 처치하세요.,81,6000,1,,3000,6,490022,1,6,900018,3,6,1302001,8,50,3000,911191,5,,Icon_SoulShot_01,
1164,1161,1163,15,5,상아탑 자치 구역 소탕,상아탑 자치 구역 몬스터를 12000마리 이상 처치하세요.,81,12000,1,,4000,6,490022,3,6,919221,4,6,1302001,10,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,
1165,1161,1164,15,5,상아탑 자치 구역 소탕,상아탑 자치 구역 몬스터를 20000마리 이상 처치하세요.,81,20000,1,,6000,6,490022,3,6,919139,2,6,1302001,15,75,6000,911191,7,,Icon_SoulShot_01,
1166,1161,1165,15,5,상아탑 자치 구역 소탕,상아탑 자치 구역 몬스터를 31250마리 이상 처치하세요.,81,31250,1,,8000,6,490022,3,6,919221,6,6,1302001,20,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,
1167,1161,1166,15,5,상아탑 자치 구역 소탕,상아탑 자치 구역 몬스터를 45000마리 이상 처치하세요.,81,45000,1,,10000,6,490022,5,6,919139,3,6,1302001,25,110,10000,911191,10,,Icon_SoulShot_01,
1168,1161,1167,15,5,상아탑 자치 구역 소탕,상아탑 자치 구역 몬스터를 70000마리 이상 처치하세요.,81,70000,1,,12000,6,490022,5,6,919221,10,6,1302001,30,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,
1169,1161,1168,15,5,상아탑 자치 구역 소탕,상아탑 자치 구역 몬스터를 100000마리 이상 처치하세요.,81,100000,1,,15000,6,490022,5,6,919139,5,6,1302001,35,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,
1171,1171,,20,6,용의 계곡 소탕,용의 계곡 몬스터를 750마리 이상 처치하세요.,81,750,1,,1000,6,490022,1,6,911191,10,6,1302001,2,15,1000,911191,3,,Icon_SoulShot_01,
1172,1171,1171,20,6,용의 계곡 소탕,용의 계곡 몬스터를 3500마리 이상 처치하세요.,81,3500,1,,2000,6,490022,1,6,919220,10,6,1302001,5,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,
1173,1171,1172,20,6,용의 계곡 소탕,용의 계곡 몬스터를 7500마리 이상 처치하세요.,81,7500,1,,3000,6,490022,1,6,900018,3,6,1302001,8,50,3000,911191,5,,Icon_SoulShot_01,
1174,1171,1173,20,6,용의 계곡 소탕,용의 계곡 몬스터를 15000마리 이상 처치하세요.,81,15000,1,,4000,6,490022,3,6,919221,4,6,1302001,10,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,
1175,1171,1174,20,6,용의 계곡 소탕,용의 계곡 몬스터를 25000마리 이상 처치하세요.,81,25000,1,,6000,6,490022,3,6,919139,2,6,1302001,15,75,6000,911191,7,,Icon_SoulShot_01,
1176,1171,1175,20,6,용의 계곡 소탕,용의 계곡 몬스터를 37500마리 이상 처치하세요.,81,37500,1,,8000,6,490022,3,6,919221,6,6,1302001,20,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,
1177,1171,1176,20,6,용의 계곡 소탕,용의 계곡 몬스터를 52500마리 이상 처치하세요.,81,52500,1,,10000,6,490022,5,6,919139,3,6,1302001,25,110,10000,911191,10,,Icon_SoulShot_01,
1178,1171,1177,20,6,용의 계곡 소탕,용의 계곡 몬스터를 80000마리 이상 처치하세요.,81,80000,1,,12000,6,490022,5,6,919221,10,6,1302001,30,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,
1179,1171,1178,20,6,용의 계곡 소탕,용의 계곡 몬스터를 112500마리 이상 처치하세요.,81,112500,1,,15000,6,490022,5,6,919139,5,6,1302001,35,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,
1181,1181,,22,6,약속된 땅 소탕,약속된 땅 몬스터를 750마리 이상 처치하세요.,81,750,1,,1000,6,490022,1,6,911191,10,6,1302001,2,15,1000,911191,3,,Icon_SoulShot_01,
1182,1181,1181,22,6,약속된 땅 소탕,약속된 땅 몬스터를 3500마리 이상 처치하세요.,81,3500,1,,2000,6,490022,1,6,919220,10,6,1302001,5,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,
1183,1181,1182,22,6,약속된 땅 소탕,약속된 땅 몬스터를 7500마리 이상 처치하세요.,81,7500,1,,3000,6,490022,1,6,900018,3,6,1302001,8,50,3000,911191,5,,Icon_SoulShot_01,
1184,1181,1183,22,6,약속된 땅 소탕,약속된 땅 몬스터를 15000마리 이상 처치하세요.,81,15000,1,,4000,6,490022,3,6,919221,4,6,1302001,10,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,
1185,1181,1184,22,6,약속된 땅 소탕,약속된 땅 몬스터를 25000마리 이상 처치하세요.,81,25000,1,,6000,6,490022,3,6,919139,2,6,1302001,15,75,6000,911191,7,,Icon_SoulShot_01,
1186,1181,1185,22,6,약속된 땅 소탕,약속된 땅 몬스터를 37500마리 이상 처치하세요.,81,37500,1,,8000,6,490022,3,6,919221,6,6,1302001,20,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,
1187,1181,1186,22,6,약속된 땅 소탕,약속된 땅 몬스터를 52500마리 이상 처치하세요.,81,52500,1,,10000,6,490022,5,6,919139,3,6,1302001,25,110,10000,911191,10,,Icon_SoulShot_01,
1188,1181,1187,22,6,약속된 땅 소탕,약속된 땅 몬스터를 80000마리 이상 처치하세요.,81,80000,1,,12000,6,490022,5,6,919221,10,6,1302001,30,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,
1189,1181,1188,22,6,약속된 땅 소탕,약속된 땅 몬스터를 112500마리 이상 처치하세요.,81,112500,1,,15000,6,490022,5,6,919139,5,6,1302001,35,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,
1191,1191,,24,6,고룡 산맥 소탕,고룡 산맥 몬스터를 750마리 이상 처치하세요.,81,750,1,,1000,6,490022,1,6,911191,10,6,1302001,2,15,1000,911191,3,,Icon_SoulShot_01,
1192,1191,1191,24,6,고룡 산맥 소탕,고룡 산맥 몬스터를 3500마리 이상 처치하세요.,81,3500,1,,2000,6,490022,1,6,919220,10,6,1302001,5,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,
1193,1191,1192,24,6,고룡 산맥 소탕,고룡 산맥 몬스터를 7500마리 이상 처치하세요.,81,7500,1,,3000,6,490022,1,6,900018,3,6,1302001,8,50,3000,911191,5,,Icon_SoulShot_01,
1194,1191,1193,24,6,고룡 산맥 소탕,고룡 산맥 몬스터를 15000마리 이상 처치하세요.,81,15000,1,,4000,6,490022,3,6,919221,4,6,1302001,10,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,
1195,1191,1194,24,6,고룡 산맥 소탕,고룡 산맥 몬스터를 25000마리 이상 처치하세요.,81,25000,1,,6000,6,490022,3,6,919139,2,6,1302001,15,75,6000,911191,7,,Icon_SoulShot_01,
1196,1191,1195,24,6,고룡 산맥 소탕,고룡 산맥 몬스터를 37500마리 이상 처치하세요.,81,37500,1,,8000,6,490022,3,6,919221,6,6,1302001,20,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,
1197,1191,1196,24,6,고룡 산맥 소탕,고룡 산맥 몬스터를 52500마리 이상 처치하세요.,81,52500,1,,10000,6,490022,5,6,919139,3,6,1302001,25,110,10000,911191,10,,Icon_SoulShot_01,
1198,1191,1197,24,6,고룡 산맥 소탕,고룡 산맥 몬스터를 80000마리 이상 처치하세요.,81,80000,1,,12000,6,490022,5,6,919221,10,6,1302001,30,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,
1199,1191,1198,24,6,고룡 산맥 소탕,고룡 산맥 몬스터를 112500마리 이상 처치하세요.,81,112500,1,,15000,6,490022,5,6,919139,5,6,1302001,35,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,
10001,10001,,2,1,엘프 유적지 1층 소탕,엘프 유적지 1층 몬스터를 600마리 이상 처치하세요.,81,600,1,,1000,6,490022,1,6,911191,2,6,1302001,2,15,1000,911191,3,,Icon_SoulShot_01,
10002,10001,10001,2,1,엘프 유적지 1층 소탕,엘프 유적지 1층 몬스터를 2800마리 이상 처치하세요.,81,2800,1,,2000,6,490022,1,6,919220,2,6,1302001,5,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,
