Id,Type,GroupId,Name,PortraitTexture,Message,Duration,Delay,Sound,GuideOnly
2400,0,581,아지르,WarehouseKeeper_01_02,"후우~
내 인생에 유물 하나
얻을 수 있을까?",3,2,,0
2401,0,582,다리안,Resident_04_03,"돌격병의 방해가
만만치 않군!",2,0,,0
2402,0,582,다리안,Resident_04_03,"시간이 없소!
빠르게 처치 하시오!",2,0,,0
2403,0,583,다리안,Resident_04_03,"늦지 않은 모양이오!
어서 빨리 인질을
구출하도록 하시오!",3,0,,0
2404,0,584,납치된 주민,ItemMerchant_01,"쿠르크가 곧 올거에요!
어서!!!
어서 빠져나가요!!",3,0,,0
2405,0,584,다리안,Resident_04_03,"이런!
놈들이 몰려오는군!
내가 앞장서겠네!
나를 따라오게!",4,0,,0
2406,0,585,쿠르크,Icon_MonsterCore_TurekOrcGeneral,"감히 내 노예를
데려가다니!
모두 죽여라!",3,0,,0
2407,0,585,다리안,Resident_04_03,"이런!
쿠르크라니!
만만치 않군!
조심하시오!",4,0,,0
474,0,602,의문의 노인,WarehouseKeeper,"갑충들이 공격한다!!
사람살려!!! 으아악!!
흐어어어..",2,2,,0
475,0,603,티아나,Teleporter_01_02,"이 사막은 무역로에
있어서 매우 중요한
지역이죠.",2,1,,0
476,0,603,티아나,Teleporter_01_02,"하지만, 위협들이
많아 왠만한 상단
은 이용도 못하죠",2,1,,0
477,0,603,티아나,Teleporter_01_02,"지금은 스타리스
상단만 이용하고
있어요. 망할놈들!",2,2,,0
478,0,603,티아나,Teleporter_01_02,"스타리스만 없으면
저희 상단이 이곳의
무역권을 가질텐데요",2,1,,0
479,0,603,티아나,Teleporter_01_02,"그 늙은
영감탱이는 빨리
죽어버려야 해요",2,1,,0
480,0,603,티아나,Teleporter_01_02,"혹시 스타리스 좀
죽여줄래요?",2,1,,0
481,0,603,티아나,Teleporter_01_02,호호~ 농담이에요~!,2,0,,0
487,0,605,테오도르,HardinsFollower,"제국이 대륙을
지배하던 과거에
베레스라는
마법사가 있었다.",3,2,,0
488,0,605,테오도르,HardinsFollower,"역사상 가장 
강력한 인간 
중 하나였지.",3,1,,0
489,0,605,테오도르,HardinsFollower,"그는 자신의 힘에
도취되어 대륙을
지배하려 들었다.",3,1,,0
490,0,605,테오도르,HardinsFollower,"제국과 상아탑은
경각심을 느끼고
모든 힘을 쏟아부어",3,1,,0
491,0,605,테오도르,HardinsFollower,"베레스를
봉인하기에 이른다.",3,0,,0
492,0,605,테오도르,HardinsFollower,"그 흑마법사
베레스가 봉인된
장소가 황무지이다.",3,2,,0
493,0,606,에몬,Resident_02_02,"석상이 최근에
부서졌군요.",2,1,,0
494,0,606,에몬,Resident_02_02,"그렇군요.
부서진 이유를
알겠습니다.",2,1,,0
495,0,606,에몬,Resident_02_02,"한 개만 더
확인하겠습니다.",2,1,,0
498,0,608,에몬,Resident_02_02,"아.. 아니
바실리스크가!?",2,1,,0
499,0,608,에몬,Resident_02_02,조심하세요!!,2,1,,0
500,0,609,에몬,Resident_02_02,"이..이런..
약품을 뿌렸지만
흑마법의 기운이...",3,1,,0
501,0,609,에몬,Resident_02_02,"어둠 에너지를
완전히 차단하기는
어렵습니다...",3,,,0
502,0,609,에몬,Resident_02_02,"하지만 다행히도
상인들이 모이는
장소는 멀지
않습니다.",2,,,0
503,0,609,에몬,Resident_02_02,조금만 서두르죠.,2,,,0
510,0,612,협곡의 감시자,Icon_MonsterCore_MysticalWeaver,"흥! 상아탑의
피래미들이군.",2,1,,0
511,0,612,에디나,Resident_03_02,"아니? 갑자기
힘이 빠져나가는데!
왜 이러지?",2,1,,0
1205,0,612,협곡의 감시자,Icon_MonsterCore_MysticalWeaver,"상아탑 놈들아!
모두 죽을 것이다!",2,1,,0
1206,0,612,에디나,Resident_03_02,힘을..쓸 수가 없어!,2,1,,0
1207,0,612,에디나,Resident_03_02,"내 마나가...
몽땅 증발했잖아!?",2,1,,0
1208,0,612,에디나,Resident_03_02,설마..이 가방이?,2,1,,0
512,0,613,스타리스,WarehouseKeeper_01_03,"이...이럴수가
어떻게 이런 일이...",2,1,,0
513,0,613,스타리스,WarehouseKeeper_01_03,"올 마훔들이 이렇게
동족상잔을 벌이다니
충격적이군...",2,1,,0
514,0,614,스타리스,WarehouseKeeper_01_03,"갑자기
협곡의 바위가
이렇게 무너지다니..",2,,,0
515,0,614,스타리스,WarehouseKeeper_01_03,으악!! 조심하게!!,3,3,,0
520,0,616,죽다 살아난 노인,WarehouseKeeper_01_03,"자네에게 정말
큰 빚을 졌네...",2,1,,0
521,0,616,죽다 살아난 노인,WarehouseKeeper_01_03,"경황이 없었네만
정말 고맙네.",2,1,,0
522,0,616,스타리스,WarehouseKeeper_01_03,"나는 스타리스라네.
이곳의 주인이지.",2,1,,0
1209,0,619,늑대인간,Icon_MonsterCore_Werewolf,"걸렸군!
상아탑의 마법사!
갈가리 찢어주마!",2,1,,0
1210,0,619,에디나,Resident_03_02,"맙소사! 갑자기
웬 늑대인간이!?",2,1,,0
1211,0,619,에디나,Resident_03_02,어떻게 좀 해봐!!,2,1,,0
1212,0,620,늑대인간,Icon_MonsterCore_Werewolf,"저기 있다!
상아탑의 애송이야!",2,1,,0
1213,0,620,에디나,Resident_03_02,"또? 또? 쫓아오네!
왜 이러는 거지!",2,1,,0
1214,0,620,협곡의 감시자,Icon_MonsterCore_MysticalWeaver,"살려둬선 안된다.
마법사를 죽여라!",2,1,,0
1215,0,620,에디나,Resident_03_02,"빠..빨리 뛰어!
나는 지금
싸울 수가 없어!",2,1,,0
1216,0,621,협곡의 감시자,Icon_MonsterCore_MysticalWeaver,지쳐 있구나. 애송이~,2,1,,0
1217,0,621,에디나,Resident_03_02,"말도 안돼!
이건 악몽이야!",2,1,,0
1218,0,621,협곡의 감시자,Icon_MonsterCore_MysticalWeaver,상아탑의 마법사는 모두 죽을 것이다!,2,1,,0
1219,0,621,에디나,Resident_03_02,아악!!,2,1,,0
1220,0,622,보이드 데몬,Icon_MonsterCore_DeathFire,"드디어 찾았군.
상아탑 애송이.
크크큭.",2,1,,0
1221,0,622,보이드 데몬,Icon_MonsterCore_DeathFire,죽어라!!,2,0,,0
1222,0,623,에몬,Resident_02_02,"내 동료들을
어떻게 한거냐!",4,0,,0
1223,0,623,보이드 데몬,Icon_MonsterCore_DeathFire,"호기심이 너무
많아도 탈이 나는
법이지. 크큭.",2,1,,0
1224,0,623,보이드 데몬,Icon_MonsterCore_DeathFire,"좋은 곳으로
갔을거다.
아마도..? 크크큭.",2,0,,0
1225,0,623,보이드 데몬,Icon_MonsterCore_DeathFire,"너도 곧
그 녀석들의 곁으로 보내주마.",2,0,,0
1226,0,624,스완,DarkAssociation_01_02,"거기까지다!
상아탑의
조무래기야!",2,1,,0
1227,0,625,스완,DarkAssociation_01_02,"방해를 하시겠다?
큭큭, 좋아. 그렇다면
선물을 주지",3,1,,0
1228,0,625,스완,DarkAssociation_01_02,"그 분의 힘을 받아
탄생한 이 놀라운
생명체를 보아라!",3,0,,0
1229,0,625,스완,DarkAssociation_01_02,"네놈의 뼈까지
씹어먹어 흔적조차
남기지 않을 것이다!",3,0,,0
1230,0,625,스완,DarkAssociation_01_02,"나는 갈테니,
내 애완 개미와
즐거운 시간 보내게.
하하하!",3,0,,0
1232,0,626,돌연변이 갑충,Icon_MonsterCore_AntSoldier,"치릭 치릭! 캬하!
(매우 화가난 것 같다.)",2,1,,0
1233,0,626,티아나,Teleporter_01_02,"음! 딱 봐도
화를 내고 있군요.",2,1,,0
1234,0,626,티아나,Teleporter_01_02,"이정도는 혼자
처리할 수 있죠?",2,0,,0
1235,0,627,티아나,Teleporter_01_02,"너! 정말 실망이네!
스타리스 따위와
한패라니!",2,0,,0
1236,0,627,스타리스,WarehouseKeeper_01_03,"말을 함부로
하지 마라 이 마녀야!",2,0,,0
1237,0,627,스타리스,WarehouseKeeper_01_03,"이분은
은빛 용병단이시다!",2,0,,0
1238,0,627,스타리스,WarehouseKeeper_01_03,"넌 네가 지은
죄값이나 치르라고!",2,0,,0
1239,0,627,티아나,Teleporter_01_02,"오냐! 널 죽이고
그 죄값을 치르겠어!",2,0,,0
1240,0,627,티아나,Teleporter_01_02,"근데 넌 니 죄값을
치를 각오는
되어 있는거야?",2,0,,0
1241,0,628,올 마훔 약탈자,Icon_MonsterCore_OlMahumScout,"비켜라! 외지인!
껴들지마!",2,1,,0
1242,0,628,스타리스,WarehouseKeeper_01_03,"어이쿠!
제발 이러지 좀 말게!",2,1,,0
1243,0,628,올 마훔 약탈자,Icon_MonsterCore_OlMahumScout,"방해하면 다 죽인다!
하긴, 넌 어차피
죽일거였지!",2,0,,0
1244,0,628,스타리스,WarehouseKeeper_01_03,"아! 정말
날 죽이려는 놈들이
왜 이렇게 많은거야!?",2,1,,0
1245,0,629,약탈자 대장,Icon_MonsterCore_OlMahumChampion,"겁쟁이
붉은털 놈들이 보낸
잡놈들이로군!",2,1,,0
1246,0,629,약탈자 대장,Icon_MonsterCore_OlMahumChampion,"모두 나와라!
이 놈들을
탈탈 털어버려!",2,0,,0
1247,0,630,약탈자 대장,Icon_MonsterCore_OlMahumChampion,좀 한다 이거지!,2,1,,0
1248,0,630,약탈자 대장,Icon_MonsterCore_OlMahumChampion,야! 빨리 모이라고해! 빨리!,2,0,,0
1249,0,631,스완,DarkAssociation_01_02,"도망가거라!
발버둥 치거라!
하하하하!",2,1,,0
1250,0,631,스타리스의 부하,CatTheCat_01_03,뮤! 정말 나쁘다. 뮤!,2,1,,0
1251,0,632,스완,DarkAssociation_01_02,"어떻게 쫓아 온거지?
분명 미행은
없었는데?",2,1,,0
1252,0,632,테오도르,HardinsFollower,"어둠의 결사!
네 놈들 수법이야
뻔하다!",2,,,0
1253,0,632,스완,DarkAssociation_01_02,"눈엣가시 같은 놈!
사막의 공포,
스콜피온의
희생양이나 되어라!",3,,,0
1331,0,633,도로시,Resident_05_02,"올 마훔을
최대한 많이
사로잡도록 해!",2,,,0
1332,0,633,도로시,Resident_05_02,"난 그동안 우리를
준비해 둘게!",2,,,0
1333,0,634,도로시,Resident_05_02,"좋아! 이제 올 마훔을
가두고 기다리기만
하면 된다고!.",2,,,0
1334,0,643,도로시,Resident_05_02,"이거 우리가
부족하겠는 걸?",2,,,0
1335,0,635,도로시,Resident_05_02,"작전이 성공했어! 
올 마훔들이
몰려오고 있어!
전투를 준비해!",2,,,0
1336,0,636,도로시,Resident_05_02,"저기 빠른발이야!! 저렇게 빠르다니!
저놈을 반드시
잡아야 해!",2,,,0
1629,0,636,빠른발,Icon_MonsterCore_OlMahumGeneral,"이 놈들
나의 부하들을
괴롭히다니!",2,,,0
1630,0,636,빠른발,Icon_MonsterCore_OlMahumGeneral,"네놈들이 과연
날 잡을 수 있을까?",2,,,0
1337,0,637,시아나링고,Magician_01_03,"이런! 올 마훔들이
저희를 약탈하려고
달려드네요!",2,,,0
1338,0,637,시아나링고,Magician_01_03,"놈들을
처치해 주세요.",2,,,0
1339,0,637,시아나링고,Magician_01_03,"전 실험을
준비하겠어요!",2,,,0
1340,0,638,시아나링고,Magician_01_03,"역시 스톤골렘의
핵 때문에
스톤골렘들이
몰려오네요!",2,,,0
1341,0,638,시아나링고,Magician_01_03,"핵의 마력은
엄청나군요!",2,,,0
1342,0,638,시아나링고,Magician_01_03,흐아아아아아,2,,,0
1343,0,639,시아나링고,Magician_01_03,사하라들이 몰려와요!,2,,,0
1344,0,639,시아나링고,Magician_01_03,"그들을
막아 주세요!",2,,,0
1345,0,639,시아나링고,Magician_01_03,"거의 다 됐어요!
조금만 더 !!!",2,,,0
1346,0,640,시아나링고,Magician_01_03,꺄악!!!,2,,,0
1347,0,640,시아나링고,Magician_01_03,"조심해요..
이런 몬스터가
나타나다니!!",2,,,0
1672,0,644,티아나,Teleporter_01_02,"시끄러워, 스타리스!
개처럼 짖지마!",2,,,0
1673,0,645,스완,DarkAssociation_01_02,"잠깐 멈춰 주겠나?
기다린 사람 생각도
좀 해줘야지!
예의없게!",3,,,0
2129,0,646,아르케,Teleporter_01,"먼저 주변의
감시자들을 좀
처치해주세요.",3,0,,0
2130,0,646,아르케,Teleporter_01,"감시자들 때문에
자유롭게 움직일
수가 없네요.",3,0,,0
2131,0,647,아르케,Teleporter_01,"저쪽에서
몬스터들이
나오는 것 같아요!",3,0,,0
2132,0,647,아르케,Teleporter_01,어서 빨리 가봐요!,2,0,,0
2133,0,648,아르케,Teleporter_01,"몬스터!!!
몬스터가 몰려와요!",2,0,,0
2134,0,648,아르케,Teleporter_01,"이놈들은 어디서
나타난거지?",2,0,,0
2135,0,649,펜릴,Icon_MonsterCore_HuskCrawler,"크아아악!!
크악!",2,0,,0
2136,0,649,아르케,Teleporter_01,"펜릴?
어떻게? 된거지!?",2,0,,0
2137,0,649,펜릴,Icon_MonsterCore_HuskCrawler,"크악~
크아아악!!!",2,0,,0
2138,0,649,아르케,Teleporter_01,"펜릴 나야!
아르케라고!",2,0,,0
2139,0,649,펜릴,Icon_MonsterCore_HuskCrawler,"캭캭!!
크악!",2,0,,0
2140,0,650,아르케,Teleporter_01,"저쪽에서
몬스터들이 
나오는 것 같아요!",3,0,,0
2141,0,650,아르케,Teleporter_01,어서 빨리 가봐요!,2,0,,0
2142,0,650,아르케,Teleporter_01,"아무래도
이 마법진을
제거해야 겠어요.",3,0,,0
2143,0,651,아지르,WarehouseKeeper_01_02,"먼저 불모지
바실리스크의 심장을
좀 구해주게!",3,0,,0
2144,0,651,아지르,WarehouseKeeper_01_02,"그들은 사막에서
먹지 않아도 오래
살기로 유명하거든!",3,0,,0
2145,0,652,아지르,WarehouseKeeper_01_02,"이번에는
돌연변이 갑충의
심장을 좀 구해주게!",3,0,,0
2146,0,653,아지르,WarehouseKeeper_01_02,"마지막으로
사하라의 심장을
좀 구해주게!",3,0,,0
2147,0,654,아지르,WarehouseKeeper_01_02,"이런 내 연구 장비가!
어서 날 좀 도와주게!",2,0,,0
2148,0,654,아지르,WarehouseKeeper_01_02,"몬스터들이
날 노리고 있네!",2,0,,0
2149,0,655,아지르,WarehouseKeeper_01_02,"이런!
나쁜 놈들!
내 연구 장비가!!",3,0,,0
2150,0,655,아지르,WarehouseKeeper_01_02,"저놈들을
용서하지 말게!!!",2,0,,0
2151,0,655,아지르,WarehouseKeeper_01_02,"아주 박살을
내버리게!!",2,0,,0
2152,0,656,아지르,WarehouseKeeper_01_02,아니 저게 뭐야!,2,0,,0
2153,0,656,아지르,WarehouseKeeper_01_02,"저렇게 큰
사하라가 있다니!!",2,0,,0
2154,0,656,아지르,WarehouseKeeper_01_02,"이!!!
이쪽으로 오네!!!
조심하게!!",3,0,,0
2155,0,657,자린,SmeltingMerchant_01_02,"해골 보초병들이
많이 보일 것이네!",2,0,,0
2156,0,657,자린,SmeltingMerchant_01_02,"최대한 좀
처리해주게!",2,0,,0
2157,0,658,쓰러진 정찰병,CityGuard_01_02,"으으으....
살려주세요....",2,0,,0
2158,0,658,쓰러진 정찰병,CityGuard_01_02,"살려주십시오...
해골... 해골이..",2,0,,0
2159,0,659,쓰러진 정찰병,CityGuard_01_02,"으아아아악!!!
이젠 끝이야!
모두 끝났어!",3,0,,0
2160,0,660,레오닉,Icon_MonsterCore_SkeletonChaser,"생명...
생명은 나의 것이다.",2,0,,0
2161,0,660,레오닉,Icon_MonsterCore_SkeletonChaser,"모두 죽여라....
생명은 모두
내 것이다!!",3,0,,0
2162,0,661,자린,SmeltingMerchant_01_02,"장군 개미굴의
주변에는 개미가
많다고 한다.",3,0,,0
2163,0,661,자린,SmeltingMerchant_01_02,"최대한 처치하는게
나중을 위해
좋을 것이다.",3,0,,0
2164,0,662,자린,SmeltingMerchant_01_02,"장군 개미굴을 찾아라!
찾으면 반드시
조심하도록!",3,0,,0
2165,0,663,자린,SmeltingMerchant_01_02,"제대로 찾은 것 같군!
전투를 준비하게!",2,0,,0
2166,0,663,자린,SmeltingMerchant_01_02,"이놈들을
다 처치하면
장군개미가 나타날 것이다.",3,0,,0
2167,0,664,자린,SmeltingMerchant_01_02,"장군개미다!
물리면 빠져나오지
못하니 정신 바짝 차리도록!",3,0,,0
2170,0,666,자린,SmeltingMerchant_01_02,"이곳은 다른
개미굴인 것 같군!",2,0,,0
2171,0,666,자린,SmeltingMerchant_01_02,"몰려오는
개미들에게
대비하도록!",3,0,,0
2172,0,667,세인,Noble_03,"기도문은
남쪽에 있다고 해요.",2,0,,0
2173,0,667,세인,Noble_03,"기도문까지 가는
길에 있는 몬스터를
처치해주세요",3,0,,0
2174,0,668,세인,Noble_03,"저기! 저기에
기도문이 보여요!
어서 기도문을 가져가요!",3,0,,0
2175,0,669,세인,Noble_03,"이런!
몬스터들이에요!
전투를 준비하세요!",3,0,,0
2176,0,669,세인,Noble_03,"하아.
뭐 하나 쉬운게 없구만!",2,0,,0
2177,0,670,세인,Noble_03,"으악!!!!
저 큰 개미는 뭐죠?",2,0,,0
2178,0,670,세인,Noble_03,"마프르시여!
저를 보호하여
주시옵소서!!",3,0,,0
2179,0,671,세인,Noble_03,"성서는
남쪽에 있을 거에요",2,0,,0
2180,0,683,세인,Noble_03,"저기!
저기에 제 성서가
보여요! 어서 가요!",3,0,,0
2181,0,672,아지르,WarehouseKeeper_01_02,"저!!
저기 알이 있네!",2,0,,0
2182,0,672,아지르,WarehouseKeeper_01_02,"조심하게!
주변에 어미라도
있으면 달려들테니!",3,0,,0
2183,0,684,아지르,WarehouseKeeper_01_02,"이런!
바실리스크들이 눈치챘네!",2,0,,0
2184,0,684,아지르,WarehouseKeeper_01_02,조심하게!,2,0,,0
2185,0,673,아지르,WarehouseKeeper_01_02,"아니 저게 뭐야!
저렇게 큰
바실리스크라니!!",3,0,,0
2186,0,673,아지르,WarehouseKeeper_01_02,"이!!!
이쪽으로 오네!!!
조심하게!!",3,0,,0
2187,0,674,미첼,SmeltingMerchant_01_03,내가 봐둔 곳이 있네!,2,0,,0
2188,0,674,미첼,SmeltingMerchant_01_03,"바로 저곳이네!
저곳에 미끼를 설치하게!",2,0,,0
2189,0,675,올 마훔,Icon_MonsterCore_OlMahumScout,"상인이다!
습격하자!",2,0,,0
2190,0,675,올 마훔,Icon_MonsterCore_OlMahumScout,"가진 것 다 내놔라!!
캬캬캬캬",2,0,,0
2191,0,676,미첼,SmeltingMerchant_01_03,"후후
이것 보십시오!",2,0,,0
2192,0,676,미첼,SmeltingMerchant_01_03,"한번만 더 유인해서
싹을 잘라버리지요!",2,0,,0
2193,0,677,올 마훔,Icon_MonsterCore_OlMahumScout,"화물이다!!!
습격!!!
습격하는 거다!",3,0,,0
2194,0,677,올 마훔,Icon_MonsterCore_OlMahumScout,어서 빼앗자!!!,2,0,,0
2195,0,678,카슈트레이,Icon_MonsterCore_OlMahumChampion,"이런!
멍청한 것들!
저런 낚시에 당하다니!",3,0,,0
2196,0,678,카슈트레이,Icon_MonsterCore_OlMahumChampion,"내 부하들을
가지고 놀다니!",2,0,,0
2197,0,678,카슈트레이,Icon_MonsterCore_OlMahumChampion,대가를 치루게 해주마!!,2,0,,0
2198,0,679,도로시,Resident_05_02,"놈은 안쪽 초소에
있을 거야!",2,0,,0
2199,0,679,도로시,Resident_05_02,"일단 주변의
올 마훔들을
처치하자!",3,0,,0
2200,0,680,도로시,Resident_05_02,"솜씨가
제법인데?",2,0,,0
2201,0,680,도로시,Resident_05_02,"트러만도
빠르게 없애버리자!",2,0,,0
2202,0,681,트러만,Icon_MonsterCore_OlMahumArcher,"캭캭캭!
멍청한 인간!
또 왔다!",3,0,,0
2203,0,681,도로시,Resident_05_02,"이번엔 쉽게
당하지 않을껄?",2,0,,0
2204,0,681,트러만,Icon_MonsterCore_OlMahumArcher,"야! 도로시 넌
집에 가서
엄마젖이나 더 빨고 와!",3,0,,0
2205,0,681,도로시,Resident_05_02,으으으으으~,2,0,,0
2206,0,681,트러만,Icon_MonsterCore_OlMahumArcher,죽여라!,2,0,,0
2207,0,682,트러만,Icon_MonsterCore_OlMahumArcher,"이번엔 상대가 좀
되는 녀석을
데리고 왔군!",3,0,,0
2208,0,682,트러만,Icon_MonsterCore_OlMahumArcher,"과연 날
이길 수 있을까?",2,0,,0
3276,0,685,나인,student,아기들은 신선한 고기를 좋아하니 고기를 구하면 빨리 오셔야 해요!,5,0,,0
3277,0,685,나인,student,참! 그리고 아기들이 씹을 만한 딱딱한 것도 좀 부탁드려요!,5,0,,0
3278,0,685,나인,student,갑충의 다리면 완벽하죠!,5,0,,0
3281,0,686,스타리스,WarehouseKeeper_01_03,자네를 잘 따르는 것 같군!,4,0,,0
3282,0,687,스타리스,WarehouseKeeper_01_03,근방의 사하라를 처치하면 고운 모래를 얻을 수 있을 것이네!,4,0,,0
3284,0,688,스타리스,WarehouseKeeper_01_03,담장을 만들게 통나무가 필요하네!,4,0,,0
3285,0,688,스타리스,WarehouseKeeper_01_03,저번에 몬스터에 쫓겨 놓치고 온 것들이 있으니 그걸 가져오면 되겠구만.,4,0,,0
3286,0,689,사베로,Resident_05,만약 이 블랙베어를 잡아서 거래소에 팔아넘기면?,4,0,,0
3287,0,689,리베로,Resident_04,아름다운 내일! 밝은 미래가 기다리고 있다!,4,0,,0
3290,0,690,리베로,Resident_04,이런! 이제는 우리가 직접 상대해주지!,4,0,,0
3291,0,691,리베로,Resident_04,아!! 안돼!!! 내!! 블랙베어야!!,4,0,,0
3490,0,692,나인,student,조심해요! 아기들이 달려들어요! 얘들아~ 천천히! 천천히 먹어야지~,5,0,,0
3492,0,693,나인,student,한마리 찾았어요! 이 녀석은 혼자서 탈출한 것 같네요! 대단한데!?,4,0,,0
3493,0,694,나인,student,다행이에요! 한 마리 또 찾았어요!,4,0,,0
3494,0,695,나인,student,저기 곰캣단이 보여요! 전 숨어 있도록 할게요! 남은 아기들도 꼭 구해주세요!,4,0,,0
3495,0,696,나인,student,잘됐네요. 이렇게 나온 김에 아기들 산책도 좀 시키죠.,4,0,,0
3496,0,697,나인,student,그렇게 빨리 가면 아기들이 못 따라간다고요!,4,0,,0
3497,0,698,나인,student,이상하다~? 어째 수가 좀 늘어난 거 같은데요? 저의 착각일까요?,4,0,,0
3498,0,699,나인,student,휴우~ 야영지에 돌아왔네요~ 우리까지는 제가 데리고 갈게요.,4,0,,0
526,0,701,오크,Icon_MonsterCore_TurekOrcGeneral,"여자애를 
찾아라!! 크륵!",2,2,,0
527,0,701,부대장 바센,Officer_02_03,"시끄럽다!
꺼져버려! 오크놈들!",2,1,,0
528,0,702,막내 병사 미케,CityGuard_01_03,"오크 호위병이
아직 남아 있군요.",3,,,0
529,0,702,막내 병사 미케,CityGuard_01_03,"더 있을지 모르니
돌아서 가죠.",3,,,0
530,0,702,막내 병사 미케,CityGuard_01_03,"저기! 덩치 큰
오크가 보이는 것
같아요!",3,2,,0
532,0,705,막내 병사 미케,CityGuard_01_03,"이 편지의
여자아이 그림은
뭘까요?",3,2,,0
533,0,705,막내 병사 미케,CityGuard_01_03,마치 현상수배 같네..,3,,,0
534,0,705,막내 병사 미케,CityGuard_01_03,"보세요!
사례금이!
장난 아니에요!",3,1,,0
535,0,705,막내 병사 미케,CityGuard_01_03,"편지를 가져가시고
대신에..",3,2,,0
536,0,705,막내 병사 미케,CityGuard_01_03,"이 오크 대장 머리는
제가 가져도 될까요?",3,,,0
537,0,705,막내 병사 미케,CityGuard_01_03,"모두가
절 자랑스러워
하겠죠?",3,3,,0
538,0,706,브래카 오크 수색병,Icon_MonsterCore_TimakOrc,"크륵! 저 자식이
틀림없습니다!!!",3,1,,0
1254,0,706,대장 카라크,Icon_MonsterCore_TimakOrcArcher,"그래? 건방진 놈!
대장의 머리와
그 그림을 내놔라!",3,,,0
539,0,707,마리나,ItemMerchant_01,"조심해요!
놈들이 동료를
부르고 있어요!",3,1,,0
1255,0,707,사냥꾼 카키쉬,Icon_MonsterCore_LetoLizardmanScout,"쉬익..!
포로들이 도망간다!
놓치지 말고 잡아!",3,,,0
540,0,708,길 잃은 아이,LittleGirl_01_02,"혹시...
제 동생을
보신 분은 없나요?",3,2,,0
541,0,708,길 잃은 아이,LittleGirl_01_02,"동생을
좀 찾아봐 주세요..",3,1,,0
542,0,708,길 잃은 아이,LittleGirl_01_02,"둘이서 처음으로
산책을 나왔는데",3,,,0
543,0,708,길 잃은 아이,LittleGirl_01_02,"나쁜 마법사가
우릴 잡으려 했어요.",3,,,0
544,0,708,길 잃은 아이,LittleGirl_01_02,"도망치다 보니
동생이 없었어요.",3,,,0
545,0,708,길 잃은 아이,LittleGirl_01_02,"전 리자드맨에게..
잡혀 버렸구요.",3,,,0
546,0,708,길 잃은 아이,LittleGirl_01_02,"무사해야 할 텐데..
엘리..",3,1,,0
547,0,709,경비대장 타노,Officer_01_03,"아직 리자드맨이
돌아다닐게야.
조심히 데려다주게!",3,1,,0
548,0,709,마리나,ItemMerchant_01,"레아야, 조심히가렴!
동생을 꼭 찾아!",2,,,0
551,0,710,레토 리자드맨,Icon_MonsterCore_LetoLizardmanWarrior,"도둑놈들! 쉭~!쉭!
어디다 숨겼어!! 쉭!",2,2,,0
552,0,710,경비병,CityGuard_01_03,"누가 도둑놈이냐!
이 약탈자 놈들아!",2,1,,0
553,0,711,거미손 엔토모,DarkAssociation_01_03,"인간도 아닌
열쇠 따위가
저항을 하다니",3,1,,0
554,0,711,거미손 엔토모,DarkAssociation_01_03,"순순히 따라와라!
어차피 죽일수도
없으니 말이지",3,,,0
555,0,711,거미손 엔토모,DarkAssociation_01_03,여자아이를 잡아라!,2,,,0
556,0,712,마법사 자브,Resident_02_03,"마물소환석을
파괴하게!",2,2,,0
557,0,712,마법사 자브,Resident_02_03,"소환석을 파괴하지
않으면, 몬스터들은
계속해서 나올 걸세!",2,2,,0
558,0,713,바실레우스,DarkAssociation_01_02,"하하하!
이제 본격적으로
놀아볼까?",3,1,,0
559,0,713,바실레우스,DarkAssociation_01_02,"건방진 애송이
같으니!!
죽어라 이놈!!",3,3,,0
561,0,715,테오도르,HardinsFollower,"간사한 꾀를 썼군!
어둠의 결사여!!!",3,2,,0
562,0,715,테오도르,HardinsFollower,"한발 앞섰지만,
뜻대로 되진
않을 것이다!",3,1,,0
563,0,715,테오도르,HardinsFollower,"크루마로 갔으니,
갈 곳은 뻔하군!",3,1,,0
564,0,716,레아,LittleGirl_01_02,"꺄아아아악!!!
살려주세요!!!",2,1,,0
565,0,716,레아,LittleGirl_01_02,"저리가!!! 저리가!
살려주세요!!",2,,,0
566,0,717,오크 대장,Icon_MonsterCore_TimakOrcWarrior,저 인간놈을! 죽여라!!,2,1,,0
567,0,717,막내 병사 미케,CityGuard_01_03,"으..으아아!
도..도와주세요!",3,,,0
568,0,717,막내 병사 미케,CityGuard_01_03,"실력이 대단하시네요!
좋아! 맛 좀 봐라!
오크 놈들아!",3,3,,0
569,0,718,레아,LittleGirl_01_02,"전 괜찮아요!
눈에 띄지 않는
곳으로 가요!",3,,,0
570,0,719,크러쉬,Icon_MonsterCore_LetoLizardmanWarrior,"쉬쉭!
용기가 넘쳐서
미친거냐?",3,1,,0
571,0,719,크러쉬,Icon_MonsterCore_LetoLizardmanWarrior,"내 부하의
목숨 값으로
널 죽이고 쉬쉭!",3,1,,0
572,0,719,크러쉬,Icon_MonsterCore_LetoLizardmanWarrior,"마을의 인간들을
다 도륙내주마! 쉬쉭!",3,1,,0
573,0,720,바라쉬,Icon_MonsterCore_LetoLizardmanScout,"내 부하들을
죽인게 너야?",3,1,,0
574,0,720,바라쉬,Icon_MonsterCore_LetoLizardmanScout,"쉬이익!
네 놈도 이 놈처럼
만들어줄까?",3,1,,0
575,0,720,바라쉬,Icon_MonsterCore_LetoLizardmanScout,"아니다!
넌 살려주마! 쉬익!",3,1,,0
