TutorialId,Step,Id,ProcessRequest,SystemMessagePosition,NpcPortrait,NpcName,DialogMessage,TaskType,UIType,SkillActivateType,TaskParam,TaskTargetPosX,TaskTargetPosY,BPName,WidgetName,ControlName,ControlIndexType,ControlIndex,MoviePath,Sound,SkipFadeOutKeep,LogIndex
19,19,19019,1,3,,,,16,3,,500,,,,,,4,,,,0,
20,1,20001,0,1,Officer_02,토벌 부대장 아서,혈맹을 알고 싶은가? 메인메뉴를 한번 눌러보게.,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_20_1,0,
20,2,20002,0,1,Officer_02,토벌 부대장 아서,여기있는 혈맹 버튼을 눌러보게.,0,3,,,,,BP_MainMenuUI,,CheckBoxGuild,4,,,Tutorial_Dialogue_20_2,0,
20,3,20003,0,1,Officer_02,토벌 부대장 아서,가능하면 자네의 성향에 맞는 혈맹에 가입하는 것이 좋네.,0,3,,,,,BP_MainMenuUI,,ButtonGuildMain,4,,,Tutorial_Dialogue_20_3,0,
20,4,20004,0,3,Officer_02,토벌 부대장 아서,어떤 형태로든 자네의 모험에 도움이 될 걸세.,23,3,,,,,,,,4,,,Tutorial_Dialogue_20_4,0,
20,5,20005,0,3,Officer_02,토벌 부대장 아서,아차! 내 정신 좀 봐. 이유도 설명하지 않고 혈맹 활동을 권유하고 있었군.,23,3,,,,,,,,4,,,Tutorial_Dialogue_20_5,0,
20,6,20006,0,3,Officer_02,토벌 부대장 아서,"혈맹의 꽃이라고 하면, 역시 <YellowBold>공성전</>과 <YellowBold>요새전</>이지. 각 영지에 있는 성과 요새를 두고 다투는 혈맹 간의 싸움에 참여할 수 있네.",23,3,,,,,,,,4,,,Tutorial_Dialogue_20_6,0,
20,7,20007,0,3,Officer_02,토벌 부대장 아서,그럼 혈맹이 그만한 힘이 없다면 즐길 수 없는 것인가? 물론 아니네.,23,3,,,,,,,,4,,,Tutorial_Dialogue_20_7,0,
20,8,20008,0,3,Officer_02,토벌 부대장 아서,"<YellowBold>공성 축제</>를 통해, 아덴 대륙의 모든 주민들이 공성전의 <YellowBold>승자를 맞추고 상품도 받을 수 있지.</>",23,3,,,,,,,,4,,,Tutorial_Dialogue_20_8,0,
20,9,20009,0,3,Officer_02,토벌 부대장 아서,"그게 다가 아니야. 혈맹에 소속된다면 <YellowBold>버프, 상점, 혈맹원과 함께하는 퀘스트와 보상</> 등 훨씬 더 많은 것들을 누릴 수 있게 되지.",23,3,,,,,,,,4,,,Tutorial_Dialogue_20_9,0,
20,10,20010,0,3,Officer_02,토벌 부대장 아서,혈맹 아지트 대해서도 알려줘야겠군. 아지트는 혈맹원들만이 이용할 수 있는 거처이네.,23,3,,,,,,,,4,,,,0,
20,11,20011,0,3,Officer_02,토벌 부대장 아서,"그곳에서는 <YellowBold>만찬</>과 <YellowBold>결속의 수정</>을 통해 <YellowBold>능력을 향상</>시킬 수 있고, <YellowBold>유물</>을 열거나 <YellowBold>만물상 판</>을 통해서 <YellowBold>특별한 아이템</>을 얻을 수도 있네!<p>참. <YellowBold>모닥불</>에 옹기종기 모여 수다를 떨면서 <YellowBold>경험치</>를 얻는 것도 소소한 재미 중 하나지.",23,3,,,,,,,,4,,,,0,
20,12,20012,0,3,Officer_02,토벌 부대장 아서,그럼 이제 <YellowBold>혈맹 가입법</>을 알아보도록 하세.,23,3,,,,,,,,4,,,Tutorial_Dialogue_20_10,0,
20,13,20013,0,0,Officer_02,토벌 부대장 아서,혈맹 가입은 이곳을 통해 진행된다네.,0,3,,,,,BP_GuildEntranceUI,,ButtonGuildJoin,4,,,Tutorial_Dialogue_20_11,0,
20,14,20014,0,3,Officer_02,토벌 부대장 아서,누구든 자신이 믿고 따를 수 있는 군주를 선택하고 그와 함께 최고의 자리에 오를 수도 있지.,23,3,,,,,,,,4,,,Tutorial_Dialogue_20_12,0,
20,15,20015,0,3,Officer_02,토벌 부대장 아서,"이들 중 마음에 드는 군주가 있다면, <YellowBold>가입신청</>을 해보게.",23,3,,,,,,,,4,,,Tutorial_Dialogue_20_13,0,
20,16,20016,0,3,Officer_02,토벌 부대장 아서,미래의 자네가 어떤 혈맹의 기사가 되어있을지 기대가 되는군.,23,3,,,,,,,,4,,,Tutorial_Dialogue_20_14,0,
20,17,20017,0,3,Officer_02,토벌 부대장 아서,어쩌면 강력한 성혈의 군주가 되어 있을지도 모르겠군.,23,3,,,,,,,,4,,,Tutorial_Dialogue_20_15,0,
20,18,20018,1,3,,,,16,3,,500,,,,,,4,,,,0,
21,1,21001,0,3,HardinsFollower,테오도르,<YellowBold>오만의 탑</>에 대해 들어본 적이 있나? 아덴 대륙의 모험가라면 한 번쯤 도전해 볼만 한 곳이지.,23,3,,,,,,,,4,,,Tutorial_Dialogue_21_1,0,
21,2,21002,0,1,HardinsFollower,테오도르,자 그럼 오만의 탑으로 이동해 보도록 하겠다.,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_21_2,0,
21,3,21003,0,1,HardinsFollower,테오도르,오만의 탑은 던전을 통해 진입 가능하다.,0,3,,,,,BP_MainMenuUI,,CheckBoxDungeon,4,,,Tutorial_Dialogue_21_3,0,
21,4,21004,0,1,HardinsFollower,테오도르,그래 이곳이다.,0,3,,,,,BP_MainMenuUI,,ButtonDungeonMain,4,,,Tutorial_Dialogue_25_3,0,
21,5,21005,0,0,HardinsFollower,테오도르,끝없이 높은 탑이 보이나? 이곳이 오만의 탑이다.,0,3,,,,,BP_SelectDungeonUI,,TileViewDungeonList,4,1,,Tutorial_Dialogue_21_4,0,
21,6,21006,0,3,,,,16,3,,3000,,,,,,4,,,,0,
21,7,21007,1,3,HardinsFollower,테오도르,"<YellowBold>오만의 탑</>은 엘모아덴 제국의 황제 바이움에 의해 세워진, 신을 향한 도전의 상징이지.",23,3,,,,,,,,4,,,Tutorial_Dialogue_21_5,0,
21,8,21008,0,3,HardinsFollower,테오도르,한때 영원의 탑이라 불렸으나 분노한 창조신 아인하사드의 신벌에의 의해 지금은 마물만 들끓고 있는 곳이 되어버렸다.,23,3,,,,,,,,4,,,Tutorial_Dialogue_21_6,0,
21,9,21009,0,3,HardinsFollower,테오도르,이 탑은 위로 갈수록 강력한 마물이 등장한다. 그 때문에 많은 모험가들이 자신의 한계를 시험하고 보물을 얻기 위해 도전하고 있지.,23,3,,,,,,,,4,,,Tutorial_Dialogue_21_7,0,
21,10,21010,0,0,HardinsFollower,테오도르,한 번 도전해 보겠나? 지금의 자네라면 1층 정도는 도전해 볼 만할 것 같군.,0,3,,,,,BP_InfinityDungeonUI,,ButtonStart,4,,,Tutorial_Dialogue_21_8,0,
21,11,21011,0,3,,,,16,3,,WorldMove,,,,,,4,,,,0,
21,12,21012,0,3,,,,11,3,,,,,,,,4,,,,0,
21,13,21013,0,3,,,,16,3,,2000,,,,,,4,,,,0,
21,14,21014,0,0,HardinsFollower,테오도르,제법이군.,0,3,,,,,BP_DailyDungeonResultUI,CanvasPanelRight,ButtonClose,4,,,Tutorial_Dialogue_21_9,0,
21,15,21015,0,3,,,,16,3,,WorldMove,,,,,,4,,,,0,
21,16,21016,0,3,HardinsFollower,테오도르,"공략에 성공한 층은 하루 한 번, <YellowBold>소탕</>을 통해 추가 보상을 얻을 수 있다.",23,3,,,,,,,,4,,,Tutorial_Dialogue_21_10,0,
21,17,21017,0,0,HardinsFollower,테오도르,각 층의 소탕 보상은 이곳을 통해 확인 할 수 있다.,0,3,,3000,,,BP_InfinityDungeonUI,,CanvasPanelSweepRewardInfo,4,,,Tutorial_Dialogue_21_11,0,
21,18,21018,0,3,HardinsFollower,테오도르,"소탕으로 <YellowBold>룬 조각</>이란 것을 얻을 수 있다. 
자네의 전투 능력을 향상을 위한 열쇠라고 할 수 있지.",23,3,,,,,,,,4,,,Tutorial_Dialogue_21_12,0,
21,19,21019,0,3,HardinsFollower,테오도르,룬 조각을 이용하는 방법에 대해서는 다음에 설명해 주도록 하겠다.,23,3,,,,,,,,4,,,Tutorial_Dialogue_21_13,0,
21,20,21020,1,3,,,,16,3,,500,,,,,,4,,,,0,
21,21,21021,0,3,,,,11,3,,,,,,,,4,,,,0,
21,22,21022,0,3,HardinsFollower,테오도르,흠… 아직 수행이 부족한 모양이군…,23,3,,,,,,,,4,,,Tutorial_Dialogue_21_14,0,
21,23,21023,0,1,HardinsFollower,테오도르,화면을 터치해서 돌아가도록 하지.,0,3,,,,,BP_ReviveSceneNEW,,ButtonExit,4,,,Tutorial_Dialogue_21_15,0,
21,24,21024,1,3,,,,16,3,,500,,,,,,4,,,,0,
22,1,22001,0,1,HardinsFollower,테오도르,"룬 조각을 활용하여, 강해지는 방법을 알려주겠다. 이를 룬 각인이라고 한다.",0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_22_1,0,
22,2,22002,0,1,HardinsFollower,테오도르,룬 각인은 캐릭터를 직접적으로 성장시키는 방법이다.,0,3,,,,,BP_MainMenuUI,,CheckBoxCharacter,4,,,Tutorial_Dialogue_22_2,0,
22,3,22003,0,1,HardinsFollower,테오도르,이것을 이용해 룬 각인을 시도해 볼 수 있다.,0,3,,,,,BP_MainMenuUI,,ButtonRune,4,,,Tutorial_Dialogue_22_3,0,
22,4,22004,0,3,HardinsFollower,테오도르,룬을 각인하면 각각의 룬에 해당하는 능력이 <YellowBold>영구적</>으로 네 것이 되는 거지.,23,3,,,,,,,,4,,,Tutorial_Dialogue_22_4,0,
22,5,22005,0,3,HardinsFollower,테오도르,하지만 룬 각인에는 <YellowBold>룬 조각</>이 재료로 필요하다. 그래. 아까 오만의 탑을 소탕하여 얻은 것 말이다.,23,3,,,,,,,,4,,,Tutorial_Dialogue_22_5,0,
22,6,22006,0,0,HardinsFollower,테오도르,가장 기초적인 룬 각인을 시도해 보겠다.,0,3,,,,,BP_RuneCarvingUI,RunePage,RuneA1,4,,,Tutorial_Dialogue_22_6,0,
22,7,22007,0,0,HardinsFollower,테오도르,룬을 각인하는 데 필요한 재료는 이곳을 확인하면 된다.,0,3,,4000,,,BP_RuneCarvingUI,,CanvasPanelCarveInfo,4,,,Tutorial_Dialogue_22_7,0,
22,8,22008,0,3,HardinsFollower,테오도르,그럼 직접 룬을 각인해보도록 하지.,23,3,,,,,,,,4,,,Tutorial_Dialogue_22_8,0,
22,9,22009,1,3,,,,16,3,,1,,,,,,4,,,,0,
22,10,22010,0,3,HardinsFollower,테오도르,처음이니 룬 각인에 필요한 재료를 제공하겠다. ,23,3,,,,,,,,4,,,Tutorial_Dialogue_22_9,0,
22,11,22011,0,0,HardinsFollower,테오도르,준비가 된 것 같으니 각인을 시도해 보도록.,0,3,,,,,BP_RuneCarvingUI,,ButtonCarve,4,,,Tutorial_Dialogue_22_10,0,
22,12,22012,0,3,,,,16,3,,3000,,,,,,4,,,,0,
22,13,22013,0,3,HardinsFollower,테오도르,중앙의 거대한 룬을 눈치챘는가? 바로 <YellowBold>코어 룬</>이다.,23,3,,,,,,,,4,,,Tutorial_Dialogue_22_12,0,
22,14,22014,0,3,HardinsFollower,테오도르,<YellowBold>코어 룬</>은 각 페이지의 모든 룬이 같은 단계까지 각인되면 레벨이 상승한다.,23,3,,,,,,,,4,,,Tutorial_Dialogue_22_13,0,
22,15,22015,0,3,HardinsFollower,테오도르,코어 룬은 일반 룬과는 비교할 수 없을 만큼 <YellowBold>많은 능력치를 부여</>하니 잘 기억하도록.,23,3,,,,,,,,4,,,Tutorial_Dialogue_22_14,0,
22,16,22016,0,0,HardinsFollower,테오도르,"눈치챈대로, 이것이 바로 코어 룬이다.",0,3,,,,,BP_RuneCarvingUI,RunePage,MasterRune,4,,,Tutorial_Dialogue_22_15,0,
22,17,22017,0,3,HardinsFollower,테오도르,"코어 룬은 훨씬 많은 능력을 줄 것이니, 기대해도 좋다.",23,3,,,,,,,,4,,,Tutorial_Dialogue_22_16,0,
22,18,22018,0,3,HardinsFollower,테오도르,마지막으로…… 각인 가능한 룬은 이것이 전부가 아니다.,23,3,,,,,,,,4,,,Tutorial_Dialogue_22_17,0,
22,19,22019,0,0,HardinsFollower,테오도르,이것을 이용해 다른 룬 페이지를 펼칠 수 있지.,0,3,,6000,,,BP_RuneCarvingUI,,ButtonNext,4,,,Tutorial_Dialogue_22_18,0,
22,20,22020,0,3,HardinsFollower,테오도르,<YellowBold>페이지를 나아갈수록 더 다양하고 강력한 룬</>을 각인할 수 있다.,23,3,,,,,,,,4,,,Tutorial_Dialogue_22_19,0,
22,21,22021,0,3,HardinsFollower,테오도르,"단, 상위 페이지를 열기 위해서는 현재 페이지의 <YellowBold>모든 룬을 1 레벨</> 이상 각인해야 하지.",23,3,,,,,,,,4,,,Tutorial_Dialogue_22_20,0,
22,22,22022,0,3,HardinsFollower,테오도르,룬 각인은 강력한 힘을 끌어내는 방법이기 때문에 충분한 준비가 되어야 하기 때문이다.,23,3,,,,,,,,4,,,Tutorial_Dialogue_22_21,0,
22,23,22023,0,3,HardinsFollower,테오도르,그럼! 룬 각인을 통해 강해진 자네의 모습을 기대하도록 하지!,23,3,,,,,,,,4,,,Tutorial_Dialogue_22_22,0,
22,24,22024,1,3,,,,16,3,,500,,,,,,4,,,,0,
23,1,23001,1,3,,,,16,3,,1,,,,,,4,,,,0,
23,2,23002,0,1,HardinsFollower,테오도르,집혼석을 장비에 장착하여 장비의 성능을 끌어올릴 수 있다. 우선 가방을 열어 보자.,0,3,,,,,BP_GameUI,MainToolbar,ButtonInventory,4,,,Tutorial_Dialogue_23_1,0,
23,3,23003,0,1,HardinsFollower,테오도르,집혼석 장착 방법을 알려주지. 우선 방어구 탭을 선택하게.,0,3,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,CheckBoxArmor,4,,,Tutorial_Dialogue_23_2,0,
23,4,23004,0,1,HardinsFollower,테오도르,내가 준 투구를 착용해 보도록.,0,3,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,TileViewItemList,1,,,Tutorial_Dialogue_23_3,0,
23,5,23005,0,1,HardinsFollower,테오도르,장착 버튼을 눌러야 되는 건 알고 있겠지?,0,3,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,ButtonEquip,4,,,Tutorial_Dialogue_23_4,0,
23,6,23006,0,1,HardinsFollower,테오도르,방금 착용한 투구를 잘 살펴보면…,0,3,,,,,BP_CharacterInfoBaseUI,CanvasPanelLeft,ItemIconHelmet,4,,,Tutorial_Dialogue_23_5,0,
23,7,23007,1,3,,,,16,3,,1,,,,,,4,,,,0,
23,8,23008,0,1,HardinsFollower,테오도르,집혼석을 장착할 수 있는 슬롯을 발견할 수 있다.,0,3,,,,,BP_CharacterInfoBaseUI,CanvasPanelLeft,ButtonEquipSoulCrystal,4,,,Tutorial_Dialogue_23_6,0,
23,9,23009,0,3,HardinsFollower,테오도르,"집혼석은 마물의 혼이 봉인된 보석이다. 이것을 장비에 장착하면, <YellowBold>혼의 능력치를 장비에 적용</>할 수 있지.",23,3,,,,,,,,4,,,Tutorial_Dialogue_23_7,0,
23,10,23010,0,3,HardinsFollower,테오도르,"집혼석은 성향에 따라 서로 다른 능력치를 가지며, 혼의 강함에 따라 <YellowBold>더 강력한 능력치를 부여</>한다.",23,3,,,,,,,,4,,,Tutorial_Dialogue_23_8,0,
23,11,23011,0,3,HardinsFollower,테오도르,"집혼석에 다른 집혼석을 재료로 소모하여, <YellowBold>더 강한 집혼석</>을 만들 수 있다.",23,3,,,,,,,,4,,,Tutorial_Dialogue_23_9,0,
23,12,23012,0,2,HardinsFollower,테오도르,이 장비에 집혼석을 장착시켜 보겠다.,0,3,,,,,BP_SoulCrystalBaseUI,,TableViewEquipList,4,1,,Tutorial_Dialogue_23_10,0,
23,13,23013,0,2,HardinsFollower,테오도르,아까 그 마물로 부터 얻은 집혼석이다.,3,3,,,,,BP_SoulCrystalBaseUI,,TileViewSoulCrystalList,2,,,Tutorial_Dialogue_23_11,0,
23,14,23014,1,2,HardinsFollower,테오도르,"좋아, 이제 장착을 시도해 보자.",0,3,,,,,BP_SoulCrystalBaseUI,SoulCrystalEquipBottom,ButtonEquip,4,,,Tutorial_Dialogue_23_12,0,
23,15,23015,1,3,HardinsFollower,테오도르,잘했다. 다음은 집혼석을 성장시키는 방법에 대해 알아보도록 하겠다.,23,3,,,,,,,,4,,,Tutorial_Dialogue_23_13,0,
23,16,23016,0,1,HardinsFollower,테오도르,집혼석의 레벨업 방법은 장비와 동일하다.,0,3,,,,,BP_SoulCrystalBaseUI,,CheckBoxLevelUp,4,,,Tutorial_Dialogue_23_14,0,
23,17,23017,0,1,HardinsFollower,테오도르,레벨업을 하려는 집혼석을 선택한 다음.,0,3,,,,,BP_SoulCrystalBaseUI,,TileViewSoulCrystalList,2,0,,Tutorial_Dialogue_23_15,0,
23,18,23018,0,1,HardinsFollower,테오도르,다른 집혼석을 재료로 선택한다.,0,3,,,,,BP_SoulCrystalBaseUI,,TileViewSoulCrystalList,2,1,,Tutorial_Dialogue_23_16,0,
23,19,23019,0,1,HardinsFollower,테오도르,그리고 레벨업 버튼을 누르면 끝이다.,0,3,,,,,BP_SoulCrystalBaseUI,,ButtonLevelUp,4,,,Tutorial_Dialogue_23_17,0,
23,20,23020,0,3,,,,16,3,,5000,,,,,,4,,,,0,
23,21,23021,0,1,HardinsFollower,테오도르,잘했다. 일단 이곳을 나가도록 하지.,0,3,,,,,BP_SoulCrystalLevelUpResultUI,,ButtonOK,4,,,Tutorial_Dialogue_23_18,0,
23,22,23022,0,1,HardinsFollower,테오도르,혹시 더 좋은 투구를 가지고 있다면 착용 하도록 해라.,0,3,,,,,BP_SoulCrystalBaseUI,AssetsUI,ButtonBack,4,,,Tutorial_Dialogue_23_19,0,
23,23,23023,0,1,HardinsFollower,테오도르,자동 장착을 사용하면 된다.,0,3,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,ButtonAutoEquip,4,,,Tutorial_Dialogue_23_20,0,
23,24,23024,0,3,HardinsFollower,테오도르,집혼석 <YellowBold>레벨이 5</>가 되면 다음 등급으로 <YellowBold>승급</> 시킬 수 있으니 잘 기억하도록.,23,3,,,,,,,,4,,,Tutorial_Dialogue_23_21,0,
23,25,23025,0,3,HardinsFollower,테오도르,집혼석에 관한 설명은 여기까지다.,23,3,,,,,,,,4,,,Tutorial_Dialogue_23_22,0,
23,26,23026,0,3,HardinsFollower,테오도르,집혼석 하나의 차이가 전투의 승패를 바꾸는 결과를 만들어 내지. 잘 이용하도록 해라.,23,3,,,,,,,,4,,,Tutorial_Dialogue_23_23,0,
23,27,23027,1,3,,,,16,3,,500,,,,,,4,,,,0,
24,1,24001,0,1,Fernel,페르넬,정예 던전은 던전 메뉴를 통해 진입할 수 있다네.,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_24_1,0,
24,2,24002,0,1,Fernel,페르넬,던전 메뉴에 들어가는 방법을 잊은 건 아니겠지?,0,3,,,,,BP_MainMenuUI,,CheckBoxDungeon,4,,,Tutorial_Dialogue_24_2,0,
24,3,24003,0,1,Fernel,페르넬,여기를 누르게,0,3,,,,,BP_MainMenuUI,,ButtonDungeonMain,4,,,Tutorial_Dialogue_24_2_1,0,
24,4,24004,0,0,Fernel,페르넬,자아! 정예 던전이 활성화 된 것이 보이지? 한 번 선택해 보게나.,0,3,,,,,BP_SelectDungeonUI,,TileViewDungeonList,4,2,,Tutorial_Dialogue_24_3,0,
24,5,24005,0,3,,,,16,3,,3000,,,,,,4,,,,0,
24,6,24006,0,3,Fernel,페르넬,"바로 이곳들이 내가 발굴단을 하며 발견한 곳들이지…
아덴에서도 가장 흉악한 마물들이 모인 곳들이라네.",23,3,,,,,,,,4,,,Tutorial_Dialogue_24_4,0,
24,7,24007,0,3,Fernel,페르넬,"혼자서는 감당하기 힘든 위험한 녀석들이 많으니, 굳이 갈거라면 <YellowBold>든든한 동료들과 함께</>하도록 하게. 위험한 만큼 보상도 크겠지.",23,3,,,,,,,,4,,,Tutorial_Dialogue_24_5,0,
24,8,24008,0,1,Fernel,페르넬,정예 던전에는 매일 영주가 내건 처치 임무가 부여 된다네.,0,3,,5000,,,BP_EliteDungeonUI,,CanvasPanelDungeonQuest,4,,,Tutorial_Dialogue_24_6,0,
24,9,24009,0,1,Fernel,페르넬,임무를 다섯 번 성공 시킬 때마다. 추가 보상이 주어진다네!,0,3,,5000,,,BP_EliteDungeonUI,,CanvasPanelClearPoint,4,,,Tutorial_Dialogue_24_7,0,
24,10,24010,0,1,Fernel,페르넬,매일 이 시간만큼 더 많은 경험치를 획득할 수 있지.,0,3,,4000,,,BP_EliteDungeonUI,,CanvasPanelFeverTime,4,,,Tutorial_Dialogue_24_8,0,
24,11,24011,0,3,Fernel,페르넬,정예 던전을 혼자 모험하기는 위험하니. 가능하면 파티를 맺고 들어가도록 하게.,23,3,,,,,,,,4,,,Tutorial_Dialogue_24_9,0,
24,12,24012,1,3,,,,16,3,,500,,,,,,4,,,,0,
25,1,25001,0,1,HardinsFollower,테오도르,장비 승급을 알려주도록 하지.,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_25_1,0,
25,2,25002,0,1,HardinsFollower,테오도르,대장간으로 가는 방법은 기억하고 있겠지?,0,3,,,,,BP_MainMenuUI,,CheckBoxItem,4,,,Tutorial_Dialogue_25_2,0,
25,3,25003,0,1,HardinsFollower,테오도르,그래 이곳이다.,0,3,,,,,BP_MainMenuUI,,ButtonSmithy,4,,,Tutorial_Dialogue_25_3,0,
25,4,25004,0,1,HardinsFollower,테오도르,승급 버튼을 눌러보도록 해라.,0,3,,,,,BP_EquipmentEnhancementUI,,CheckBoxUpgrade,4,,,Tutorial_Dialogue_25_4,0,
25,5,25005,0,3,HardinsFollower,테오도르,"승급석을 이용하면, <YellowBold>장비의 외형과 능력을 유지한 채 등급을 올릴 수 있다.</>",23,3,,,,,,,,4,,,Tutorial_Dialogue_25_5,0,
25,6,25006,0,3,HardinsFollower,테오도르,승급에는 장비 종류에 맞는 <YellowBold>승급석</>이 필요하지.,23,3,,,,,,,,4,,,Tutorial_Dialogue_25_6,0,
25,7,25007,1,3,HardinsFollower,테오도르,장신구를 승급하기 위해서는 <YellowBold>장신구 승급석</>이 필요하겠지.,23,3,,,,,,,,4,,,Tutorial_Dialogue_25_7,0,
25,8,25008,0,2,HardinsFollower,테오도르,승급 예상 결과는 이곳을 확인하도록.,0,3,,4000,,,BP_EquipmentEnhancementUI,,CanvasPanelUpgradeGuide,4,,,Tutorial_Dialogue_25_8,0,
25,9,25009,0,2,HardinsFollower,테오도르,그럼 장신구를 승급해 보도록 하지.,0,3,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,CheckBoxAccessory,4,,,Tutorial_Dialogue_25_9,0,
25,10,25010,1,3,,,,16,3,,1,,,,,,4,,,,0,
25,11,25011,1,2,HardinsFollower,테오도르,이 반지를 눌러서 승급창에 올리도록.,3,3,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,TileViewItemList,1,,,Tutorial_Dialogue_25_10,0,
25,12,25012,0,1,HardinsFollower,테오도르,이 버튼을 누르면 승급이 진행된다. 눌러보도록.,0,3,,,,,BP_EquipmentEnhancementUI,CanvasPanelUpgrade,ButtonUpgrade,4,,,Tutorial_Dialogue_25_11,0,
25,13,25013,0,3,,,,16,3,,7000,,,,,,4,,,,0,
25,14,25014,0,3,HardinsFollower,테오도르,성공이군! 축하한다.,23,3,,,,,,,,4,,,Tutorial_Dialogue_25_12,0,
25,15,25015,0,3,HardinsFollower,테오도르,"특히 <YellowBold>선호하는 장비의 옵션을 보존 하거나, 원하는 세트를 맞추기 위해서는</> 승급을 잘 이용 해야 한다.",23,3,,,,,,,,4,,,Tutorial_Dialogue_25_13,0,
25,16,25016,0,3,HardinsFollower,테오도르,또한 승급석은 희귀하여 얻기 어려우니 잘 모아두는 것이 좋을 것이다.,23,3,,,,,,,,4,,,Tutorial_Dialogue_25_14,0,
25,17,25017,1,3,,,,16,3,,500,,,,,,4,,,,0,
26,1,26001,0,1,Resident_03,정화의 요정,강화는 주문서의 힘을 이용해 성능을 향상시키는 방법이에요.,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_26_1,0,
26,2,26002,0,1,Resident_03,정화의 요정,아이템을 눌러보세요,0,3,,,,,BP_MainMenuUI,,CheckBoxItem,4,,,Tutorial_Dialogue_26_2,0,
26,3,26003,0,1,Resident_03,정화의 요정,장비 강화를 위해서는 대장간으로 이동해야 해요.,0,3,,,,,BP_MainMenuUI,,ButtonSmithy,4,,,Tutorial_Dialogue_26_3,0,
26,4,26004,0,1,Resident_03,정화의 요정,여기있는 강화를 선택하세요.,0,3,,,,,BP_EquipmentEnhancementUI,,CheckBoxEnchant,4,,,Tutorial_Dialogue_26_4,0,
26,5,26005,1,3,Resident_03,정화의 요정,장비 강화에는 장비에 맞는 <YellowBold>강화 주문서</>가 필요해요.,23,3,,,,,,,,4,,,Tutorial_Dialogue_26_5,0,
26,6,26006,0,3,Resident_03,정화의 요정,한번에 최대 +3까지 강화도를 올려주는 <YellowBold>축복받은 강화 주문서</>가 있다는 것도 알아두세요.,23,3,,,,,,,,4,,,Tutorial_Dialogue_26_6,0,
26,7,26007,0,3,Resident_03,정화의 요정,여러 장비의 강화도를 동일하게 맞추면 추가 능력치 보너스를 얻을 수 있으니 골고루 강화하는 것이 좋을거에요.,23,3,,,,,,,,4,,,Tutorial_Dialogue_26_7,0,
26,8,26008,0,3,Resident_03,정화의 요정,장비의 등급에 따라 최대 강화 단계가 제한되어 있다는 점도 잊지 마세요.,23,3,,,,,,,,4,,,Tutorial_Dialogue_26_8,0,
26,9,26009,0,1,Resident_03,정화의 요정,이 무기를 강화하면 되겠군요.,3,3,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,TileViewItemList,1,,,Tutorial_Dialogue_26_9,0,
26,10,26010,1,3,,,,16,3,,1,,,,,,4,,,,0,
26,11,26012,0,2,Resident_03,정화의 요정,무기 강화주문서를 선택하세요.,0,3,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,TileViewItemList,4,0,,Tutorial_Dialogue_26_11,0,
26,12,26013,1,2,Resident_03,정화의 요정,"강화는 실패할 수도 있으니, 주의하세요.",0,3,,4000,,,BP_EquipmentEnhancementUI,,CanvasPanelEnchantGuide,4,,,Tutorial_Dialogue_26_12,0,
26,13,26014,0,2,Resident_03,정화의 요정,강화 준비가 되었나요? 그러면 강화를 시작해 봐요.,0,3,,,,,BP_EquipmentEnhancementUI,,ButtonEnchant,4,,,Tutorial_Dialogue_26_13,0,
26,14,26015,0,3,,,,16,3,,4000,,,,,,4,,,,0,
26,15,26016,0,3,Resident_03,정화의 요정,성공이에요. 마음에 들었으면 좋겠네요.,23,3,,,,,,,,4,,,Tutorial_Dialogue_26_14,0,
26,16,26017,0,3,Resident_03,정화의 요정,"강화는 장비 성능을 비약적으로 향상시키지만, 무리하다가 실패하면 강화도가 하락할 수도 있으니 강화는 항상 신중하세요.",23,3,,,,,,,,4,,,Tutorial_Dialogue_26_15,0,
26,17,26018,1,3,,,,16,3,,500,,,,,,4,,,,0,
27,1,27001,0,1,Fernel,페르넬,몬스터 도감의 사용법을 알려 주겠네. 우선 이쪽으로…,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_27_1,0,
27,2,27002,0,1,Fernel,페르넬,몬스터 도감은 도전 메뉴에 속해 있지.,0,3,,,,,BP_MainMenuUI,,CheckBoxChallenge,4,,,Tutorial_Dialogue_27_2,0,
