Id,BookLevel,GroupId,MonsterId,CardBorder,SlotImage,BeadImage,UseLargeBeadImage,CardImage,RequiredQuantity,StatusIcon,EffectType,EffectType2,EffectParam,HuntType,HuntingSpotId,NameDirection
46,4,5,Zodiac,1,1,5,1,70,2,Icon_Skill_Passive_23251,Max MP,,155,0,,0
46,5,5,Zodiac,2,2,6,0,70,2,Icon_Skill_Passive_23251,Max MP,,186,0,,0
46,6,5,Zodiac,2,2,7,0,70,3,Icon_Skill_Passive_23251,Max MP,,217,0,,0
46,7,5,Zodiac,2,2,8,0,70,3,Icon_Skill_Passive_23251,Max MP,,248,0,,0
46,8,5,Zodiac,3,3,9,0,70,4,Icon_Skill_Passive_23251,Max MP,,279,0,,0
46,9,5,Zodiac,3,3,10,0,70,4,Icon_Skill_Passive_23251,Max MP,,310,0,,0
50,0,6,Cotous,1,1,1,1,67,5,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,22,0,,0
50,1,6,Cotous,1,1,2,1,67,5,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,44,0,,0
50,2,6,Cotous,1,1,3,1,67,8,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,66,0,,0
50,3,6,Cotous,1,1,4,1,67,8,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,88,0,,0
50,4,6,Cotous,1,1,5,1,67,15,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,110,0,,0
50,5,6,Cotous,2,2,6,0,67,15,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,132,0,,0
50,6,6,Cotous,2,2,7,0,67,30,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,154,0,,0
50,7,6,Cotous,2,2,8,0,67,30,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,176,0,,0
50,8,6,Cotous,3,3,9,0,67,65,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,198,0,,0
50,9,6,Cotous,3,3,10,0,67,65,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,220,0,,0
51,0,6,Turekka,1,1,1,1,67,5,Icon_Skill_Passive_20231,Evasion,,10,0,,0
51,1,6,Turekka,1,1,2,1,67,5,Icon_Skill_Passive_20231,Evasion,,20,0,,0
51,2,6,Turekka,1,1,3,1,67,8,Icon_Skill_Passive_20231,Evasion,,30,0,,0
51,3,6,Turekka,1,1,4,1,67,8,Icon_Skill_Passive_20231,Evasion,,40,0,,0
51,4,6,Turekka,1,1,5,1,67,15,Icon_Skill_Passive_20231,Evasion,,50,0,,0
51,5,6,Turekka,2,2,6,0,67,15,Icon_Skill_Passive_20231,Evasion,,60,0,,0
51,6,6,Turekka,2,2,7,0,67,30,Icon_Skill_Passive_20231,Evasion,,70,0,,0
51,7,6,Turekka,2,2,8,0,67,30,Icon_Skill_Passive_20231,Evasion,,80,0,,0
51,8,6,Turekka,3,3,9,0,67,65,Icon_Skill_Passive_20231,Evasion,,90,0,,0
51,9,6,Turekka,3,3,10,0,67,65,Icon_Skill_Passive_20231,Evasion,,100,0,,0
52,0,6,Bighand,1,1,1,1,68,5,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,10,0,,0
52,1,6,Bighand,1,1,2,1,68,5,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,20,0,,0
52,2,6,Bighand,1,1,3,1,68,10,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,30,0,,0
52,3,6,Bighand,1,1,4,1,68,10,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,40,0,,0
52,4,6,Bighand,1,1,5,1,68,20,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,50,0,,0
52,5,6,Bighand,2,2,6,0,68,20,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,60,0,,0
52,6,6,Bighand,2,2,7,0,68,40,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,70,0,,0
52,7,6,Bighand,2,2,8,0,68,40,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,80,0,,0
52,8,6,Bighand,3,3,9,0,68,70,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,90,0,,0
52,9,6,Bighand,3,3,10,0,68,70,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,100,0,,0
53,0,6,Doom Skull,1,1,1,1,68,5,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,12,0,,0
53,1,6,Doom Skull,1,1,2,1,68,5,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,24,0,,0
53,2,6,Doom Skull,1,1,3,1,68,10,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,36,0,,0
53,3,6,Doom Skull,1,1,4,1,68,10,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,48,0,,0
53,4,6,Doom Skull,1,1,5,1,68,20,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,60,0,,0
53,5,6,Doom Skull,2,2,6,0,68,20,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,72,0,,0
53,6,6,Doom Skull,2,2,7,0,68,40,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,84,0,,0
53,7,6,Doom Skull,2,2,8,0,68,40,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,96,0,,0
53,8,6,Doom Skull,3,3,9,0,68,70,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,108,0,,0
53,9,6,Doom Skull,3,3,10,0,68,70,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,120,0,,0
54,0,6,Kactoose,1,1,1,1,68,5,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,14,0,,0
54,1,6,Kactoose,1,1,2,1,68,5,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,28,0,,0
54,2,6,Kactoose,1,1,3,1,68,10,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,42,0,,0
54,3,6,Kactoose,1,1,4,1,68,10,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,56,0,,0
54,4,6,Kactoose,1,1,5,1,68,20,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,70,0,,0
54,5,6,Kactoose,2,2,6,0,68,20,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,84,0,,0
54,6,6,Kactoose,2,2,7,0,68,40,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,98,0,,0
54,7,6,Kactoose,2,2,8,0,68,40,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,112,0,,0
54,8,6,Kactoose,3,3,9,0,68,70,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,126,0,,0
54,9,6,Kactoose,3,3,10,0,68,70,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,140,0,,0
55,0,6,Cox,1,1,1,1,68,5,Icon_Skill_Passive_21251,Accuracy,,11,0,,0
55,1,6,Cox,1,1,2,1,68,5,Icon_Skill_Passive_21251,Accuracy,,22,0,,0
55,2,6,Cox,1,1,3,1,68,10,Icon_Skill_Passive_21251,Accuracy,,33,0,,0
55,3,6,Cox,1,1,4,1,68,10,Icon_Skill_Passive_21251,Accuracy,,44,0,,0
55,4,6,Cox,1,1,5,1,68,20,Icon_Skill_Passive_21251,Accuracy,,55,0,,0
55,5,6,Cox,2,2,6,0,68,20,Icon_Skill_Passive_21251,Accuracy,,66,0,,0
55,6,6,Cox,2,2,7,0,68,40,Icon_Skill_Passive_21251,Accuracy,,77,0,,0
55,7,6,Cox,2,2,8,0,68,40,Icon_Skill_Passive_21251,Accuracy,,88,0,,0
55,8,6,Cox,3,3,9,0,68,70,Icon_Skill_Passive_21251,Accuracy,,99,0,,0
55,9,6,Cox,3,3,10,0,68,70,Icon_Skill_Passive_21251,Accuracy,,110,0,,0
56,0,6,Silverbeard,1,1,1,1,70,1,Icon_Skill_Active_10112,P. Atk./M. Atk.,,34,0,,0
56,1,6,Silverbeard,1,1,2,1,70,1,Icon_Skill_Active_10112,P. Atk./M. Atk.,,68,0,,0
56,2,6,Silverbeard,1,1,3,1,70,1,Icon_Skill_Active_10112,P. Atk./M. Atk.,,102,0,,0
56,3,6,Silverbeard,1,1,4,1,70,1,Icon_Skill_Active_10112,P. Atk./M. Atk.,,136,0,,0
56,4,6,Silverbeard,1,1,5,1,70,2,Icon_Skill_Active_10112,P. Atk./M. Atk.,,170,0,,0
56,5,6,Silverbeard,2,2,6,0,70,2,Icon_Skill_Active_10112,P. Atk./M. Atk.,,204,0,,0
56,6,6,Silverbeard,2,2,7,0,70,3,Icon_Skill_Active_10112,P. Atk./M. Atk.,,238,0,,0
56,7,6,Silverbeard,2,2,8,0,70,3,Icon_Skill_Active_10112,P. Atk./M. Atk.,,272,0,,0
56,8,6,Silverbeard,3,3,9,0,70,4,Icon_Skill_Active_10112,P. Atk./M. Atk.,,306,0,,0
56,9,6,Silverbeard,3,3,10,0,70,4,Icon_Skill_Active_10112,P. Atk./M. Atk.,,340,0,,0
60,0,7,Shadow Wing,1,1,1,1,67,5,Icon_Skill_Unique_30001,P. Def./M. Def.,,18,0,,0
60,1,7,Shadow Wing,1,1,2,1,67,5,Icon_Skill_Unique_30001,P. Def./M. Def.,,36,0,,0
60,2,7,Shadow Wing,1,1,3,1,67,12,Icon_Skill_Unique_30001,P. Def./M. Def.,,54,0,,0
60,3,7,Shadow Wing,1,1,4,1,67,12,Icon_Skill_Unique_30001,P. Def./M. Def.,,72,0,,0
60,4,7,Shadow Wing,1,1,5,1,67,25,Icon_Skill_Unique_30001,P. Def./M. Def.,,90,0,,0
60,5,7,Shadow Wing,2,2,6,0,67,25,Icon_Skill_Unique_30001,P. Def./M. Def.,,108,0,,0
60,6,7,Shadow Wing,2,2,7,0,67,45,Icon_Skill_Unique_30001,P. Def./M. Def.,,126,0,,0
60,7,7,Shadow Wing,2,2,8,0,67,45,Icon_Skill_Unique_30001,P. Def./M. Def.,,144,0,,0
60,8,7,Shadow Wing,3,3,9,0,67,90,Icon_Skill_Unique_30001,P. Def./M. Def.,,162,0,,0
60,9,7,Shadow Wing,3,3,10,0,67,90,Icon_Skill_Unique_30001,P. Def./M. Def.,,180,0,,0
61,0,7,Hucca,1,1,1,1,67,5,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,19,0,,0
61,1,7,Hucca,1,1,2,1,67,5,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,38,0,,0
61,2,7,Hucca,1,1,3,1,67,12,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,57,0,,0
61,3,7,Hucca,1,1,4,1,67,12,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,76,0,,0
61,4,7,Hucca,1,1,5,1,67,25,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,95,0,,0
61,5,7,Hucca,2,2,6,0,67,25,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,114,0,,0
61,6,7,Hucca,2,2,7,0,67,45,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,133,0,,0
61,7,7,Hucca,2,2,8,0,67,45,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,152,0,,0
61,8,7,Hucca,3,3,9,0,67,90,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,171,0,,0
61,9,7,Hucca,3,3,10,0,67,90,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,190,0,,0
62,0,7,Gnasher,1,1,1,1,67,5,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,18,0,,0
62,1,7,Gnasher,1,1,2,1,67,5,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,36,0,,0
62,2,7,Gnasher,1,1,3,1,67,12,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,54,0,,0
62,3,7,Gnasher,1,1,4,1,67,12,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,72,0,,0
62,4,7,Gnasher,1,1,5,1,67,25,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,90,0,,0
62,5,7,Gnasher,2,2,6,0,67,25,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,108,0,,0
62,6,7,Gnasher,2,2,7,0,67,45,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,126,0,,0
62,7,7,Gnasher,2,2,8,0,67,45,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,144,0,,0
62,8,7,Gnasher,3,3,9,0,67,90,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,162,0,,0
62,9,7,Gnasher,3,3,10,0,67,90,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,180,0,,0
63,0,7,Troka,1,1,1,1,67,5,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,22,0,,0
63,1,7,Troka,1,1,2,1,67,5,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,44,0,,0
63,2,7,Troka,1,1,3,1,67,12,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,66,0,,0
63,3,7,Troka,1,1,4,1,67,12,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,88,0,,0
63,4,7,Troka,1,1,5,1,67,25,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,110,0,,0
63,5,7,Troka,2,2,6,0,67,25,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,132,0,,0
63,6,7,Troka,2,2,7,0,67,45,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,154,0,,0
63,7,7,Troka,2,2,8,0,67,45,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,176,0,,0
63,8,7,Troka,3,3,9,0,67,90,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,198,0,,0
63,9,7,Troka,3,3,10,0,67,90,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,220,0,,0
64,0,7,Ruins Wanderer,1,1,1,1,68,8,Icon_Skill_Passive_23211,Max HP,,25,0,,0
64,1,7,Ruins Wanderer,1,1,2,1,68,8,Icon_Skill_Passive_23211,Max HP,,50,0,,0
64,2,7,Ruins Wanderer,1,1,3,1,68,15,Icon_Skill_Passive_23211,Max HP,,75,0,,0
64,3,7,Ruins Wanderer,1,1,4,1,68,15,Icon_Skill_Passive_23211,Max HP,,100,0,,0
64,4,7,Ruins Wanderer,1,1,5,1,68,30,Icon_Skill_Passive_23211,Max HP,,125,0,,0
64,5,7,Ruins Wanderer,2,2,6,0,68,30,Icon_Skill_Passive_23211,Max HP,,150,0,,0
64,6,7,Ruins Wanderer,2,2,7,0,68,55,Icon_Skill_Passive_23211,Max HP,,175,0,,0
64,7,7,Ruins Wanderer,2,2,8,0,68,55,Icon_Skill_Passive_23211,Max HP,,200,0,,0
64,8,7,Ruins Wanderer,3,3,9,0,68,110,Icon_Skill_Passive_23211,Max HP,,225,0,,0
64,9,7,Ruins Wanderer,3,3,10,0,68,110,Icon_Skill_Passive_23211,Max HP,,250,0,,0
65,0,7,Sabretooth,1,1,1,1,68,8,Icon_Skill_Passive_23251,Max MP,,30,0,,0
65,1,7,Sabretooth,1,1,2,1,68,8,Icon_Skill_Passive_23251,Max MP,,60,0,,0
65,2,7,Sabretooth,1,1,3,1,68,15,Icon_Skill_Passive_23251,Max MP,,90,0,,0
65,3,7,Sabretooth,1,1,4,1,68,15,Icon_Skill_Passive_23251,Max MP,,120,0,,0
65,4,7,Sabretooth,1,1,5,1,68,30,Icon_Skill_Passive_23251,Max MP,,150,0,,0
65,5,7,Sabretooth,2,2,6,0,68,30,Icon_Skill_Passive_23251,Max MP,,180,0,,0
65,6,7,Sabretooth,2,2,7,0,68,55,Icon_Skill_Passive_23251,Max MP,,210,0,,0
65,7,7,Sabretooth,2,2,8,0,68,55,Icon_Skill_Passive_23251,Max MP,,240,0,,0
65,8,7,Sabretooth,3,3,9,0,68,110,Icon_Skill_Passive_23251,Max MP,,270,0,,0
65,9,7,Sabretooth,3,3,10,0,68,110,Icon_Skill_Passive_23251,Max MP,,300,0,,0
66,0,7,Vapar,1,1,1,1,70,1,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,59,0,,0
66,1,7,Vapar,1,1,2,1,70,1,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,118,0,,0
66,2,7,Vapar,1,1,3,1,70,1,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,177,0,,0
66,3,7,Vapar,1,1,4,1,70,1,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,236,0,,0
66,4,7,Vapar,1,1,5,1,70,2,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,295,0,,0
66,5,7,Vapar,2,2,6,0,70,2,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,354,0,,0
66,6,7,Vapar,2,2,7,0,70,3,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,413,0,,0
66,7,7,Vapar,2,2,8,0,70,3,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,472,0,,0
66,8,7,Vapar,3,3,9,0,70,4,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,531,0,,0
66,9,7,Vapar,3,3,10,0,70,4,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,590,0,,0
70,0,8,Sand Eye,1,1,1,1,67,5,Icon_Skill_Passive_21251,Accuracy,,13,0,,0
70,1,8,Sand Eye,1,1,2,1,67,5,Icon_Skill_Passive_21251,Accuracy,,26,0,,0
70,2,8,Sand Eye,1,1,3,1,67,12,Icon_Skill_Passive_21251,Accuracy,,39,0,,0
70,3,8,Sand Eye,1,1,4,1,67,12,Icon_Skill_Passive_21251,Accuracy,,52,0,,0
70,4,8,Sand Eye,1,1,5,1,67,25,Icon_Skill_Passive_21251,Accuracy,,65,0,,0
70,5,8,Sand Eye,2,2,6,0,67,25,Icon_Skill_Passive_21251,Accuracy,,78,0,,0
70,6,8,Sand Eye,2,2,7,0,67,40,Icon_Skill_Passive_21251,Accuracy,,91,0,,0
70,7,8,Sand Eye,2,2,8,0,67,40,Icon_Skill_Passive_21251,Accuracy,,104,0,,0
70,8,8,Sand Eye,3,3,9,0,67,80,Icon_Skill_Passive_21251,Accuracy,,117,0,,0
70,9,8,Sand Eye,3,3,10,0,67,80,Icon_Skill_Passive_21251,Accuracy,,130,0,,0
71,0,8,Red Lock,1,1,1,1,68,8,Icon_Skill_Passive_20231,Evasion,,15,0,,0
71,1,8,Red Lock,1,1,2,1,68,8,Icon_Skill_Passive_20231,Evasion,,30,0,,0
71,2,8,Red Lock,1,1,3,1,68,15,Icon_Skill_Passive_20231,Evasion,,45,0,,0
71,3,8,Red Lock,1,1,4,1,68,15,Icon_Skill_Passive_20231,Evasion,,60,0,,0
71,4,8,Red Lock,1,1,5,1,68,25,Icon_Skill_Passive_20231,Evasion,,75,0,,0
71,5,8,Red Lock,2,2,6,0,68,25,Icon_Skill_Passive_20231,Evasion,,90,0,,0
71,6,8,Red Lock,2,2,7,0,68,50,Icon_Skill_Passive_20231,Evasion,,105,0,,0
71,7,8,Red Lock,2,2,8,0,68,50,Icon_Skill_Passive_20231,Evasion,,120,0,,0
71,8,8,Red Lock,3,3,9,0,68,100,Icon_Skill_Passive_20231,Evasion,,135,0,,0
71,9,8,Red Lock,3,3,10,0,68,100,Icon_Skill_Passive_20231,Evasion,,150,0,,0
72,0,8,Pointer,1,1,1,1,68,8,Icon_Skill_Active_10112,P. Atk./M. Atk.,,26,0,,0
72,1,8,Pointer,1,1,2,1,68,8,Icon_Skill_Active_10112,P. Atk./M. Atk.,,52,0,,0
72,2,8,Pointer,1,1,3,1,68,15,Icon_Skill_Active_10112,P. Atk./M. Atk.,,78,0,,0
72,3,8,Pointer,1,1,4,1,68,15,Icon_Skill_Active_10112,P. Atk./M. Atk.,,104,0,,0
72,4,8,Pointer,1,1,5,1,68,25,Icon_Skill_Active_10112,P. Atk./M. Atk.,,130,0,,0
72,5,8,Pointer,2,2,6,0,68,25,Icon_Skill_Active_10112,P. Atk./M. Atk.,,156,0,,0
72,6,8,Pointer,2,2,7,0,68,50,Icon_Skill_Active_10112,P. Atk./M. Atk.,,182,0,,0
72,7,8,Pointer,2,2,8,0,68,50,Icon_Skill_Active_10112,P. Atk./M. Atk.,,208,0,,0
72,8,8,Pointer,3,3,9,0,68,100,Icon_Skill_Active_10112,P. Atk./M. Atk.,,234,0,,0
72,9,8,Pointer,3,3,10,0,68,100,Icon_Skill_Active_10112,P. Atk./M. Atk.,,260,0,,0
73,0,8,Grinder,1,1,1,1,68,8,Icon_Skill_Unique_30001,P. Def./M. Def.,,23,0,,0
73,1,8,Grinder,1,1,2,1,68,8,Icon_Skill_Unique_30001,P. Def./M. Def.,,46,0,,0
73,2,8,Grinder,1,1,3,1,68,15,Icon_Skill_Unique_30001,P. Def./M. Def.,,69,0,,0
73,3,8,Grinder,1,1,4,1,68,15,Icon_Skill_Unique_30001,P. Def./M. Def.,,92,0,,0
73,4,8,Grinder,1,1,5,1,68,25,Icon_Skill_Unique_30001,P. Def./M. Def.,,115,0,,0
73,5,8,Grinder,2,2,6,0,68,25,Icon_Skill_Unique_30001,P. Def./M. Def.,,138,0,,0
73,6,8,Grinder,2,2,7,0,68,50,Icon_Skill_Unique_30001,P. Def./M. Def.,,161,0,,0
73,7,8,Grinder,2,2,8,0,68,50,Icon_Skill_Unique_30001,P. Def./M. Def.,,184,0,,0
73,8,8,Grinder,3,3,9,0,68,100,Icon_Skill_Unique_30001,P. Def./M. Def.,,207,0,,0
73,9,8,Grinder,3,3,10,0,68,100,Icon_Skill_Unique_30001,P. Def./M. Def.,,230,0,,0
74,0,8,Sand Lurker,1,1,1,1,68,8,Icon_Skill_Passive_23211,Max HP,,37,0,,0
74,1,8,Sand Lurker,1,1,2,1,68,8,Icon_Skill_Passive_23211,Max HP,,74,0,,0
74,2,8,Sand Lurker,1,1,3,1,68,15,Icon_Skill_Passive_23211,Max HP,,111,0,,0
74,3,8,Sand Lurker,1,1,4,1,68,15,Icon_Skill_Passive_23211,Max HP,,148,0,,0
74,4,8,Sand Lurker,1,1,5,1,68,25,Icon_Skill_Passive_23211,Max HP,,185,0,,0
74,5,8,Sand Lurker,2,2,6,0,68,25,Icon_Skill_Passive_23211,Max HP,,222,0,,0
74,6,8,Sand Lurker,2,2,7,0,68,50,Icon_Skill_Passive_23211,Max HP,,259,0,,0
74,7,8,Sand Lurker,2,2,8,0,68,50,Icon_Skill_Passive_23211,Max HP,,296,0,,0
74,8,8,Sand Lurker,3,3,9,0,68,100,Icon_Skill_Passive_23211,Max HP,,333,0,,0
74,9,8,Sand Lurker,3,3,10,0,68,100,Icon_Skill_Passive_23211,Max HP,,370,0,,0
75,0,8,Stone Haftz,1,1,1,1,68,8,Icon_Skill_Passive_23251,Max MP,,39,0,,0
75,1,8,Stone Haftz,1,1,2,1,68,8,Icon_Skill_Passive_23251,Max MP,,78,0,,0
75,2,8,Stone Haftz,1,1,3,1,68,15,Icon_Skill_Passive_23251,Max MP,,117,0,,0
75,3,8,Stone Haftz,1,1,4,1,68,15,Icon_Skill_Passive_23251,Max MP,,156,0,,0
75,4,8,Stone Haftz,1,1,5,1,68,25,Icon_Skill_Passive_23251,Max MP,,195,0,,0
75,5,8,Stone Haftz,2,2,6,0,68,25,Icon_Skill_Passive_23251,Max MP,,234,0,,0
75,6,8,Stone Haftz,2,2,7,0,68,50,Icon_Skill_Passive_23251,Max MP,,273,0,,0
75,7,8,Stone Haftz,2,2,8,0,68,50,Icon_Skill_Passive_23251,Max MP,,312,0,,0
75,8,8,Stone Haftz,3,3,9,0,68,100,Icon_Skill_Passive_23251,Max MP,,351,0,,0
75,9,8,Stone Haftz,3,3,10,0,68,100,Icon_Skill_Passive_23251,Max MP,,390,0,,0
76,0,8,Sand Haftz,1,1,1,1,68,8,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,21,0,,0
76,1,8,Sand Haftz,1,1,2,1,68,8,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,42,0,,0
76,2,8,Sand Haftz,1,1,3,1,68,15,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,63,0,,0
76,3,8,Sand Haftz,1,1,4,1,68,15,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,84,0,,0
76,4,8,Sand Haftz,1,1,5,1,68,25,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,105,0,,0
76,5,8,Sand Haftz,2,2,6,0,68,25,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,126,0,,0
76,6,8,Sand Haftz,2,2,7,0,68,50,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,147,0,,0
76,7,8,Sand Haftz,2,2,8,0,68,50,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,168,0,,0
76,8,8,Sand Haftz,3,3,9,0,68,100,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,189,0,,0
76,9,8,Sand Haftz,3,3,10,0,68,100,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,210,0,,0
77,0,8,Kazir,1,1,1,1,70,1,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,52,0,,0
77,1,8,Kazir,1,1,2,1,70,1,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,104,0,,0
77,2,8,Kazir,1,1,3,1,70,1,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,156,0,,0
77,3,8,Kazir,1,1,4,1,70,1,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,208,0,,0
77,4,8,Kazir,1,1,5,1,70,2,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,260,0,,0
77,5,8,Kazir,2,2,6,0,70,2,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,312,0,,0
77,6,8,Kazir,2,2,7,0,70,3,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,364,0,,0
77,7,8,Kazir,2,2,8,0,70,3,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,416,0,,0
77,8,8,Kazir,3,3,9,0,70,4,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,468,0,,0
77,9,8,Kazir,3,3,10,0,70,4,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,520,0,,0
80,0,9,Reaver,1,1,1,1,69,8,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,42,0,,0
80,1,9,Reaver,1,1,2,1,69,8,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,84,0,,0
80,2,9,Reaver,1,1,3,1,69,20,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,126,0,,0
80,3,9,Reaver,1,1,4,1,69,20,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,168,0,,0
80,4,9,Reaver,1,1,5,1,69,35,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,210,0,,0
80,5,9,Reaver,2,2,6,0,69,35,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,252,0,,0
80,6,9,Reaver,2,2,7,0,69,60,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,294,0,,0
80,7,9,Reaver,2,2,8,0,69,60,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,336,0,,0
80,8,9,Reaver,3,3,9,0,69,120,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,378,0,,0
80,9,9,Reaver,3,3,10,0,69,120,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,420,0,,0
81,0,9,Ant Nest Foreman,1,1,1,1,69,8,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,47,0,,0
81,1,9,Ant Nest Foreman,1,1,2,1,69,8,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,94,0,,0
81,2,9,Ant Nest Foreman,1,1,3,1,69,20,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,141,0,,0
81,3,9,Ant Nest Foreman,1,1,4,1,69,20,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,188,0,,0
81,4,9,Ant Nest Foreman,1,1,5,1,69,35,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,235,0,,0
