Name,Param1
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Tanımlanmamış Zırh Planı,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Tanımlanmamış Aksesuar Planı,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Seçkin Plan Seçim Sandığı,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,UR
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Normal Ekipman Malzeme Seçim Sandığı,
,
,
,
,
,
Nadir Ekipman Malzeme Seçim Sandığı,
,
,
,
,
,
Ekipman Hurdası Seçim Sandığı ({Param1}),S
,
,
,D
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Tanımlanmamış Nadir Zırh Malzemesi,
,
,
,S - SR
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Ana Malzeme Sandığı,
Simya Parşömeni - Işıyan Geliştirme Taşı Seçim Sandığı,
,
,
Silah & Binek Ekipmanı Güçlendirme Parşömeni Sandığı,
,
Zırh & Binek Ekipmanı Güçlendirme Parşömeni Sandığı,
,
Aksesuar & Binek Ekipmanı Güçlendirme Parşömeni Sandığı,
,
Silah Planı Seçim Sandığı,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Zırh Planı Seçim Sandığı,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Simya Parşömeni - Kutsal Parşömen Paketi,
,
,
Aferin Damgası Sandığı,
{Param1} Görev Parşömeni Kutusu,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
{Param1} Ruh Kristali Seçim Sandığı,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Malzeme Sandığı,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Haftalık İlerleyiş Canavar Parça Sandığı,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Oto-Temizleme Seçim Sandığı,
,
,
Oto-Temizleme Şanslı Sandık,
,
,
Derece {Param1} Seçkin Ekipman Seçim Sandığı,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
{Param1} Kırmızı Elmas,1200
{Param1} Adena,100000
,1200
,100000
,
{Param1} Güçlendirme Parşömeni Paketi,3
{Param1} Geliştirme Taşı Paketi,3
{Param1} Derece C Ruh Kristali Seçim Sandığı,5
{Param1} Derece A Seviye Seti Seçim Sandığı,3
{Param1} Run Parçası,500
{Param1} Güç Şerbeti,1000
{Param1} Can Yenileyici,100
{Param1} Mana Yenileyici,100
{Param1} Kan Nişanı,100
,C - A
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Tek Kullanımlıklar Sandığı,
,
Derece {Param1} Seçkin Nadir Ekipman Sandığı,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
{Param1} Adena Sandığı,10000
,20
,20
,500
Derece {Param1} Şanslı Seviye Seti Sandığı,
,30000
,
Derece {Param1} Şanslı Ruh Kristali Sandığı,
,
,50000
Maphr’in Koruması Parçası,
Einhasad’ın Kutsaması ({Param1}),2
Derece {Param1} Saldırı Ruh Kristali Seçim Sandığı,
Derece {Param1} Savunma Ruh Kristali Seçim Sandığı,
Derece {Param1} İsabet Ruh Kristali Seçim Sandığı,
Derece {Param1} Kaçınma Ruh Kristali Seçim Sandığı,
Derece {Param1} Delme Ruh Kristali Seçim Sandığı,
Derece {Param1} Direnç Ruh Kristali Seçim Sandığı,
Derece {Param1} Kritik Oranı Ruh Kristali Seçim Sandığı,
Derece {Param1} Kritik Direnci Ruh Kristali Seçim Sandığı,
Derece {Param1} Can Ruh Kristali Seçim Sandığı,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Derece {Param1} Şanslı Saldırı Ruh Kristali Sandığı,
Derece {Param1} Şanslı Savunma Ruh Kristali Sandığı,
Derece {Param1} Şanslı İsabet Ruh Kristali Sandığı,
Derece {Param1} Şanslı Kaçınma Ruh Kristali Sandığı,
Derece {Param1} Şanslı Delme Ruh Kristali Sandığı,
Derece {Param1} Şanslı Direnç Ruh Kristali Sandığı,
Derece {Param1} Şanslı Kritik Oranı Ruh Kristali Sandığı,
Derece {Param1} Şanslı Kritik Direnci Ruh Kristali Sandığı,
Derece {Param1} Şanslı Can Ruh Kristali Sandığı,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Derece {Param1} Binek Başlığı Seviye Seti,
Derece {Param1} Binek Zırhı Seviye Seti,
Derece {Param1} Binek Çizmesi Seviye Seti,
Derece {Param1} Binek Eyeri Seviye Seti,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
{Param1} Rastgele Canavar Özü Sandığı,Doğu Konuşkan Ada
,
,
,
,
,Batı Konuşkan Ada
,
,
,
,Gludin Yolu
,
,
,
,
,
,Gludio Ovası
,
,
,
,
,
,Windawood Köşkü
,
,
,
,
,
,Çorak Diyar
,
,
,
,
,
,
,Dion Ovası
,
,
,
,
,
,
,Cruma Bataklığı
,
,
,
,
,
,Uluyan Oyuk
,
,
,
,
,
,
,
,Ölümcül Sis Kıyıları
,
,
,
,Lanetli Mezarşehir
,
,
,
,
,
,
Derece {Param1} Küpe Seçim Sandığı,
,
,
Derece {Param1} Yüzük Seçim Sandığı,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Kuvvetlendirme Malzeme Sandığı {ReplaceString1},Düşük Derece
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,Seyrek
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Derece {ReplaceString1} Rastgele Küpe Sandığı,
,
,
,
,
,
Derece {ReplaceString1} Rastgele Yüzük Sandığı,
,
,
,
,
,
Önder Sandığı,
,
Özel Hediye Sandığı,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Nadir Kötülük Çağırma Taşı Parçası Sandığı,
,
,
,
,
Derece C - A Seviye Seti,
,
,
,
,
,
,
,
,Gludio
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,Dion
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
{Param1} - Nadir Canavar Çağırma Taşı,
,Giran
,Oren
,
,
,
,
,
,
,
,
,
,Karınca Yuvası Mezarlığı 1
,Cruma Kulesi 2
,
{ReplaceString1} Hazine Sandığı,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Oto-Temizleme Paket Sandığı,
,
,
Yeni Yıl Hediye Sandığı,
,
{Param1} Seviye Seti Paketi,
,
,
Sade Çikolata,
Sütlü Çikolata,
Bitter Çikolata,
Beyaz Çikolata,
Amaretto Çikolatası,
,
Einhasad’ın Kutsaması,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Nadir Canavar Çağırma Taşı Parçası Seçim Sandığı,
,
,
,
Baş Düşman Çağırma Taşı Parçası Seçim Sandığı,
,
,
5. Sıradaki Şanslı Sandık,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Derece R Aegis Zırh Seçim Sandığı,
,
,
,
,
,
,
,
,
,
,
,
Derece S Aegis Zırh Seçim Sandığı,
,
,
,
,
,
Derece S Sabır Zırh Seçim Sandığı,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Derece R Koruma Zırhı Seçim Sandığı,
,
,
,
,
,
,
,
,
,
,
,
Derece S Koruma Zırhı Seçim Sandığı,
,
,
,
,
,
,
,
,
,
,
,
Güncelleme Kutlaması Özel Kesesi,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Derece SR Nadir Silah Seçim Sandığı,
,
,
,
,
,
Derece R Nadir Silah Seçim Sandığı,
,
,
,
,
,
Derece S Nadir Silah Seçim Sandığı,
,
,
,
,
,
