Id,EffectType,EffectParamMin,EffectParamMax,EffectParamGrowth,OptionGroup
10603515,65,1,1,1,10603501
10603516,65,1,1,1,10603501
10603517,65,1,1,1,10603501
10603518,65,1,1,1,10603501
10603519,65,1,1,1,10603501
10603520,65,1,1,1,10603501
10603601,1,2045,2045,1,10603601
10603602,2,2045,2045,1,10603601
10603603,101,1743,1743,1,10603601
10603604,10,3335,3335,1,10603601
10603605,9,1833,1833,1,10603601
10603606,29,1971,1971,1,10603601
10603607,36,35,35,1,10603601
10603608,7,1296,1296,1,10603601
10603609,52,93,93,1,10603601
10603610,87,540,540,1,10603601
10603611,89,540,540,1,10603601
10603612,65,1,1,1,10603601
10603613,65,1,1,1,10603601
10603614,65,1,1,1,10603601
10603615,65,1,1,1,10603601
10603616,65,1,1,1,10603601
10603617,65,1,1,1,10603601
10603618,65,1,1,1,10603601
10603619,65,1,1,1,10603601
10603620,65,1,1,1,10603601
10104201,1,44,44,1,10104201
10104202,2,44,44,1,10104201
10104203,101,31,31,1,10104201
10104204,10,53,53,1,10104201
10104205,9,38,38,1,10104201
10104206,29,50,50,1,10104201
10104207,36,1,1,1,10104201
10104208,7,190,190,1,10104201
10104209,52,22,22,1,10104201
10104210,87,89,89,1,10104201
10104211,89,89,89,1,10104201
10104212,65,1,1,1,10104201
10104213,65,1,1,1,10104201
10104214,65,1,1,1,10104201
10104215,65,1,1,1,10104201
10104216,65,1,1,1,10104201
10104217,65,1,1,1,10104201
10104218,65,1,1,1,10104201
10104219,65,1,1,1,10104201
10104220,65,1,1,1,10104201
10104301,1,125,125,1,10104301
10104302,2,125,125,1,10104301
10104303,101,104,104,1,10104301
10104304,10,193,193,1,10104301
10104305,9,115,115,1,10104301
10104306,29,133,133,1,10104301
10104307,36,2,2,1,10104301
10104308,7,374,374,1,10104301
10104309,52,35,35,1,10104301
10104310,87,165,165,1,10104301
10104311,89,165,165,1,10104301
10104312,65,1,1,1,10104301
10104313,65,1,1,1,10104301
10104314,65,1,1,1,10104301
10104315,65,1,1,1,10104301
10104316,65,1,1,1,10104301
10104317,65,1,1,1,10104301
10104318,65,1,1,1,10104301
10104319,65,1,1,1,10104301
10104320,65,1,1,1,10104301
10104401,1,415,415,1,10104401
10104402,2,415,415,1,10104401
10104403,101,366,366,1,10104401
10104404,10,695,695,1,10104401
10104405,9,389,389,1,10104401
10104406,29,427,427,1,10104401
10104407,36,8,8,1,10104401
10104408,7,743,743,1,10104401
10104409,52,63,63,1,10104401
10104410,87,316,316,1,10104401
10104411,89,316,316,1,10104401
10104412,65,1,1,1,10104401
10104413,65,1,1,1,10104401
10104414,65,1,1,1,10104401
10104415,65,1,1,1,10104401
10104416,65,1,1,1,10104401
10104417,65,1,1,1,10104401
10104418,65,1,1,1,10104401
10104419,65,1,1,1,10104401
10104420,65,1,1,1,10104401
10104501,1,1132,1132,1,10104501
10104502,2,1132,1132,1,10104501
10104503,101,1014,1014,1,10104501
10104504,10,1936,1936,1,10104501
10104505,9,1069,1069,1,10104501
10104506,29,1154,1154,1,10104501
10104507,36,20,20,1,10104501
10104508,7,1295,1295,1,10104501
10104509,52,104,104,1,10104501
10104510,87,544,544,1,10104501
10104511,89,544,544,1,10104501
10104512,65,1,1,1,10104501
10104513,65,1,1,1,10104501
10104514,65,1,1,1,10104501
10104515,65,1,1,1,10104501
10104516,65,1,1,1,10104501
10104517,65,1,1,1,10104501
10104518,65,1,1,1,10104501
10104519,65,1,1,1,10104501
10104520,65,1,1,1,10104501
10104601,1,2153,2153,1,10104601
10104602,2,2153,2153,1,10104601
10104603,101,1937,1937,1,10104601
10104604,10,3705,3705,1,10104601
10104605,9,2036,2036,1,10104601
10104606,29,2190,2190,1,10104601
10104607,36,39,39,1,10104601
10104608,7,1440,1440,1,10104601
10104609,52,117,117,1,10104601
10104610,87,600,600,1,10104601
10104611,89,600,600,1,10104601
10104612,65,1,1,1,10104601
10104613,65,1,1,1,10104601
10104614,65,1,1,1,10104601
10104615,65,1,1,1,10104601
10104616,65,1,1,1,10104601
10104617,65,1,1,1,10104601
10104618,65,1,1,1,10104601
10104619,65,1,1,1,10104601
10104620,65,1,1,1,10104601
10204201,1,44,44,1,10204201
10204202,2,44,44,1,10204201
10204203,101,31,31,1,10204201
10204204,10,53,53,1,10204201
10204205,9,38,38,1,10204201
10204206,29,50,50,1,10204201
10204207,36,1,1,1,10204201
10204208,7,190,190,1,10204201
10204209,52,22,22,1,10204201
10204210,87,89,89,1,10204201
10204211,89,89,89,1,10204201
10204212,65,1,1,1,10204201
10204213,65,1,1,1,10204201
10204214,65,1,1,1,10204201
10204215,65,1,1,1,10204201
10204216,65,1,1,1,10204201
10204217,65,1,1,1,10204201
10204218,65,1,1,1,10204201
10204219,65,1,1,1,10204201
10204220,65,1,1,1,10204201
10204301,1,125,125,1,10204301
10204302,2,125,125,1,10204301
10204303,101,104,104,1,10204301
10204304,10,193,193,1,10204301
10204305,9,115,115,1,10204301
10204306,29,133,133,1,10204301
10204307,36,2,2,1,10204301
10204308,7,374,374,1,10204301
10204309,52,35,35,1,10204301
10204310,87,165,165,1,10204301
10204311,89,165,165,1,10204301
10204312,65,1,1,1,10204301
10204313,65,1,1,1,10204301
10204314,65,1,1,1,10204301
10204315,65,1,1,1,10204301
10204316,65,1,1,1,10204301
10204317,65,1,1,1,10204301
10204318,65,1,1,1,10204301
10204319,65,1,1,1,10204301
10204320,65,1,1,1,10204301
10204401,1,415,415,1,10204401
10204402,2,415,415,1,10204401
10204403,101,366,366,1,10204401
10204404,10,695,695,1,10204401
10204405,9,389,389,1,10204401
10204406,29,427,427,1,10204401
10204407,36,8,8,1,10204401
10204408,7,743,743,1,10204401
10204409,52,63,63,1,10204401
10204410,87,316,316,1,10204401
10204411,89,316,316,1,10204401
10204412,65,1,1,1,10204401
10204413,65,1,1,1,10204401
10204414,65,1,1,1,10204401
10204415,65,1,1,1,10204401
10204416,65,1,1,1,10204401
10204417,65,1,1,1,10204401
10204418,65,1,1,1,10204401
10204419,65,1,1,1,10204401
10204420,65,1,1,1,10204401
10204501,1,1132,1132,1,10204501
10204502,2,1132,1132,1,10204501
10204503,101,1014,1014,1,10204501
10204504,10,1936,1936,1,10204501
10204505,9,1069,1069,1,10204501
10204506,29,1154,1154,1,10204501
10204507,36,20,20,1,10204501
10204508,7,1295,1295,1,10204501
10204509,52,104,104,1,10204501
10204510,87,544,544,1,10204501
10204511,89,544,544,1,10204501
10204512,65,1,1,1,10204501
10204513,65,1,1,1,10204501
10204514,65,1,1,1,10204501
10204515,65,1,1,1,10204501
10204516,65,1,1,1,10204501
10204517,65,1,1,1,10204501
10204518,65,1,1,1,10204501
10204519,65,1,1,1,10204501
10204520,65,1,1,1,10204501
10204601,1,2153,2153,1,10204601
10204602,2,2153,2153,1,10204601
10204603,101,1937,1937,1,10204601
10204604,10,3705,3705,1,10204601
10204605,9,2036,2036,1,10204601
10204606,29,2190,2190,1,10204601
10204607,36,39,39,1,10204601
10204608,7,1440,1440,1,10204601
10204609,52,117,117,1,10204601
10204610,87,600,600,1,10204601
10204611,89,600,600,1,10204601
10204612,65,1,1,1,10204601
10204613,65,1,1,1,10204601
10204614,65,1,1,1,10204601
10204615,65,1,1,1,10204601
10204616,65,1,1,1,10204601
10204617,65,1,1,1,10204601
10204618,65,1,1,1,10204601
10204619,65,1,1,1,10204601
10204620,65,1,1,1,10204601
10304201,1,44,44,1,10304201
10304202,2,44,44,1,10304201
10304203,101,31,31,1,10304201
10304204,10,53,53,1,10304201
10304205,9,38,38,1,10304201
10304206,29,50,50,1,10304201
10304207,36,1,1,1,10304201
10304208,7,190,190,1,10304201
10304209,52,22,22,1,10304201
10304210,87,89,89,1,10304201
10304211,89,89,89,1,10304201
10304212,65,1,1,1,10304201
10304213,65,1,1,1,10304201
10304214,65,1,1,1,10304201
10304215,65,1,1,1,10304201
10304216,65,1,1,1,10304201
10304217,65,1,1,1,10304201
10304218,65,1,1,1,10304201
10304219,65,1,1,1,10304201
10304220,65,1,1,1,10304201
10304301,1,125,125,1,10304301
10304302,2,125,125,1,10304301
10304303,101,104,104,1,10304301
10304304,10,193,193,1,10304301
10304305,9,115,115,1,10304301
10304306,29,133,133,1,10304301
10304307,36,2,2,1,10304301
10304308,7,374,374,1,10304301
10304309,52,35,35,1,10304301
10304310,87,165,165,1,10304301
10304311,89,165,165,1,10304301
10304312,65,1,1,1,10304301
10304313,65,1,1,1,10304301
10304314,65,1,1,1,10304301
10304315,65,1,1,1,10304301
10304316,65,1,1,1,10304301
10304317,65,1,1,1,10304301
10304318,65,1,1,1,10304301
10304319,65,1,1,1,10304301
10304320,65,1,1,1,10304301
10304401,1,415,415,1,10304401
10304402,2,415,415,1,10304401
10304403,101,366,366,1,10304401
10304404,10,695,695,1,10304401
10304405,9,389,389,1,10304401
10304406,29,427,427,1,10304401
10304407,36,8,8,1,10304401
10304408,7,743,743,1,10304401
10304409,52,63,63,1,10304401
10304410,87,316,316,1,10304401
10304411,89,316,316,1,10304401
10304412,65,1,1,1,10304401
10304413,65,1,1,1,10304401
10304414,65,1,1,1,10304401
10304415,65,1,1,1,10304401
10304416,65,1,1,1,10304401
10304417,65,1,1,1,10304401
10304418,65,1,1,1,10304401
10304419,65,1,1,1,10304401
10304420,65,1,1,1,10304401
10304501,1,1132,1132,1,10304501
10304502,2,1132,1132,1,10304501
10304503,101,1014,1014,1,10304501
10304504,10,1936,1936,1,10304501
10304505,9,1069,1069,1,10304501
10304506,29,1154,1154,1,10304501
10304507,36,20,20,1,10304501
10304508,7,1295,1295,1,10304501
10304509,52,104,104,1,10304501
10304510,87,544,544,1,10304501
10304511,89,544,544,1,10304501
10304512,65,1,1,1,10304501
10304513,65,1,1,1,10304501
10304514,65,1,1,1,10304501
10304515,65,1,1,1,10304501
10304516,65,1,1,1,10304501
10304517,65,1,1,1,10304501
10304518,65,1,1,1,10304501
10304519,65,1,1,1,10304501
10304520,65,1,1,1,10304501
10304601,1,2153,2153,1,10304601
10304602,2,2153,2153,1,10304601
10304603,101,1937,1937,1,10304601
10304604,10,3705,3705,1,10304601
10304605,9,2036,2036,1,10304601
10304606,29,2190,2190,1,10304601
10304607,36,39,39,1,10304601
10304608,7,1440,1440,1,10304601
10304609,52,117,117,1,10304601
10304610,87,600,600,1,10304601
10304611,89,600,600,1,10304601
10304612,65,1,1,1,10304601
10304613,65,1,1,1,10304601
10304614,65,1,1,1,10304601
10304615,65,1,1,1,10304601
10304616,65,1,1,1,10304601
10304617,65,1,1,1,10304601
10304618,65,1,1,1,10304601
10304619,65,1,1,1,10304601
10304620,65,1,1,1,10304601
10404201,1,44,44,1,10404201
10404202,2,44,44,1,10404201
10404203,101,31,31,1,10404201
10404204,10,53,53,1,10404201
10404205,9,38,38,1,10404201
10404206,29,50,50,1,10404201
10404207,36,1,1,1,10404201
10404208,7,190,190,1,10404201
10404209,52,22,22,1,10404201
10404210,87,89,89,1,10404201
10404211,89,89,89,1,10404201
10404212,65,1,1,1,10404201
10404213,65,1,1,1,10404201
10404214,65,1,1,1,10404201
10404215,65,1,1,1,10404201
10404216,65,1,1,1,10404201
10404217,65,1,1,1,10404201
10404218,65,1,1,1,10404201
10404219,65,1,1,1,10404201
10404220,65,1,1,1,10404201
10404301,1,125,125,1,10404301
10404302,2,125,125,1,10404301
10404303,101,104,104,1,10404301
10404304,10,193,193,1,10404301
10404305,9,115,115,1,10404301
10404306,29,133,133,1,10404301
10404307,36,2,2,1,10404301
10404308,7,374,374,1,10404301
10404309,52,35,35,1,10404301
10404310,87,165,165,1,10404301
10404311,89,165,165,1,10404301
10404312,65,1,1,1,10404301
10404313,65,1,1,1,10404301
10404314,65,1,1,1,10404301
10404315,65,1,1,1,10404301
10404316,65,1,1,1,10404301
10404317,65,1,1,1,10404301
10404318,65,1,1,1,10404301
10404319,65,1,1,1,10404301
10404320,65,1,1,1,10404301
10404401,1,415,415,1,10404401
10404402,2,415,415,1,10404401
10404403,101,366,366,1,10404401
10404404,10,695,695,1,10404401
10404405,9,389,389,1,10404401
10404406,29,427,427,1,10404401
10404407,36,8,8,1,10404401
10404408,7,743,743,1,10404401
10404409,52,63,63,1,10404401
10404410,87,316,316,1,10404401
10404411,89,316,316,1,10404401
10404412,65,1,1,1,10404401
10404413,65,1,1,1,10404401
10404414,65,1,1,1,10404401
10404415,65,1,1,1,10404401
10404416,65,1,1,1,10404401
10404417,65,1,1,1,10404401
10404418,65,1,1,1,10404401
10404419,65,1,1,1,10404401
10404420,65,1,1,1,10404401
10404501,1,1132,1132,1,10404501
10404502,2,1132,1132,1,10404501
10404503,101,1014,1014,1,10404501
10404504,10,1936,1936,1,10404501
10404505,9,1069,1069,1,10404501
10404506,29,1154,1154,1,10404501
10404507,36,20,20,1,10404501
10404508,7,1295,1295,1,10404501
10404509,52,104,104,1,10404501
10404510,87,544,544,1,10404501
10404511,89,544,544,1,10404501
10404512,65,1,1,1,10404501
10404513,65,1,1,1,10404501
10404514,65,1,1,1,10404501
10404515,65,1,1,1,10404501
10404516,65,1,1,1,10404501
10404517,65,1,1,1,10404501
10404518,65,1,1,1,10404501
10404519,65,1,1,1,10404501
10404520,65,1,1,1,10404501
10404601,1,2153,2153,1,10404601
10404602,2,2153,2153,1,10404601
10404603,101,1937,1937,1,10404601
10404604,10,3705,3705,1,10404601
10404605,9,2036,2036,1,10404601
10404606,29,2190,2190,1,10404601
10404607,36,39,39,1,10404601
10404608,7,1440,1440,1,10404601
10404609,52,117,117,1,10404601
10404610,87,600,600,1,10404601
10404611,89,600,600,1,10404601
10404612,65,1,1,1,10404601
10404613,65,1,1,1,10404601
10404614,65,1,1,1,10404601
10404615,65,1,1,1,10404601
10404616,65,1,1,1,10404601
10404617,65,1,1,1,10404601
10404618,65,1,1,1,10404601
10404619,65,1,1,1,10404601
10404620,65,1,1,1,10404601
10504201,1,44,44,1,10504201
10504202,2,44,44,1,10504201
10504203,101,31,31,1,10504201
10504204,10,53,53,1,10504201
10504205,9,38,38,1,10504201
10504206,29,50,50,1,10504201
10504207,36,1,1,1,10504201
10504208,7,190,190,1,10504201
10504209,52,22,22,1,10504201
10504210,87,89,89,1,10504201
10504211,89,89,89,1,10504201
10504212,65,1,1,1,10504201
10504213,65,1,1,1,10504201
10504214,65,1,1,1,10504201
10504215,65,1,1,1,10504201
10504216,65,1,1,1,10504201
10504217,65,1,1,1,10504201
10504218,65,1,1,1,10504201
10504219,65,1,1,1,10504201
10504220,65,1,1,1,10504201
10504301,1,125,125,1,10504301
10504302,2,125,125,1,10504301
10504303,101,104,104,1,10504301
10504304,10,193,193,1,10504301
10504305,9,115,115,1,10504301
10504306,29,133,133,1,10504301
10504307,36,2,2,1,10504301
10504308,7,374,374,1,10504301
10504309,52,35,35,1,10504301
10504310,87,165,165,1,10504301
10504311,89,165,165,1,10504301
10504312,65,1,1,1,10504301
10504313,65,1,1,1,10504301
10504314,65,1,1,1,10504301
10504315,65,1,1,1,10504301
10504316,65,1,1,1,10504301
10504317,65,1,1,1,10504301
10504318,65,1,1,1,10504301
10504319,65,1,1,1,10504301
10504320,65,1,1,1,10504301
10504401,1,415,415,1,10504401
10504402,2,415,415,1,10504401
10504403,101,366,366,1,10504401
10504404,10,695,695,1,10504401
10504405,9,389,389,1,10504401
10504406,29,427,427,1,10504401
10504407,36,8,8,1,10504401
10504408,7,743,743,1,10504401
10504409,52,63,63,1,10504401
10504410,87,316,316,1,10504401
10504411,89,316,316,1,10504401
10504412,65,1,1,1,10504401
10504413,65,1,1,1,10504401
10504414,65,1,1,1,10504401
10504415,65,1,1,1,10504401
10504416,65,1,1,1,10504401
10504417,65,1,1,1,10504401
10504418,65,1,1,1,10504401
10504419,65,1,1,1,10504401
10504420,65,1,1,1,10504401
10504501,1,1132,1132,1,10504501
10504502,2,1132,1132,1,10504501
10504503,101,1014,1014,1,10504501
10504504,10,1936,1936,1,10504501
10504505,9,1069,1069,1,10504501
10504506,29,1154,1154,1,10504501
10504507,36,20,20,1,10504501
10504508,7,1295,1295,1,10504501
10504509,52,104,104,1,10504501
10504510,87,544,544,1,10504501
10504511,89,544,544,1,10504501
10504512,65,1,1,1,10504501
10504513,65,1,1,1,10504501
10504514,65,1,1,1,10504501
10504515,65,1,1,1,10504501
10504516,65,1,1,1,10504501
10504517,65,1,1,1,10504501
10504518,65,1,1,1,10504501
10504519,65,1,1,1,10504501
10504520,65,1,1,1,10504501
10504601,1,2153,2153,1,10504601
10504602,2,2153,2153,1,10504601
10504603,101,1937,1937,1,10504601
10504604,10,3705,3705,1,10504601
10504605,9,2036,2036,1,10504601
10504606,29,2190,2190,1,10504601
10504607,36,39,39,1,10504601
10504608,7,1440,1440,1,10504601
10504609,52,117,117,1,10504601
10504610,87,600,600,1,10504601
10504611,89,600,600,1,10504601
10504612,65,1,1,1,10504601
10504613,65,1,1,1,10504601
10504614,65,1,1,1,10504601
10504615,65,1,1,1,10504601
10504616,65,1,1,1,10504601
10504617,65,1,1,1,10504601
10504618,65,1,1,1,10504601
10504619,65,1,1,1,10504601
10504620,65,1,1,1,10504601
10604201,1,44,44,1,10604201
10604202,2,44,44,1,10604201
10604203,101,31,31,1,10604201
10604204,10,53,53,1,10604201
10604205,9,38,38,1,10604201
10604206,29,50,50,1,10604201
10604207,36,1,1,1,10604201
10604208,7,190,190,1,10604201
10604209,52,22,22,1,10604201
10604210,87,89,89,1,10604201
10604211,89,89,89,1,10604201
10604212,65,1,1,1,10604201
10604213,65,1,1,1,10604201
10604214,65,1,1,1,10604201
10604215,65,1,1,1,10604201
10604216,65,1,1,1,10604201
10604217,65,1,1,1,10604201
10604218,65,1,1,1,10604201
10604219,65,1,1,1,10604201
10604220,65,1,1,1,10604201
10604301,1,125,125,1,10604301
10604302,2,125,125,1,10604301
10604303,101,104,104,1,10604301
10604304,10,193,193,1,10604301
10604305,9,115,115,1,10604301
10604306,29,133,133,1,10604301
10604307,36,2,2,1,10604301
10604308,7,374,374,1,10604301
10604309,52,35,35,1,10604301
10604310,87,165,165,1,10604301
10604311,89,165,165,1,10604301
10604312,65,1,1,1,10604301
10604313,65,1,1,1,10604301
10604314,65,1,1,1,10604301
10604315,65,1,1,1,10604301
10604316,65,1,1,1,10604301
10604317,65,1,1,1,10604301
10604318,65,1,1,1,10604301
10604319,65,1,1,1,10604301
10604320,65,1,1,1,10604301
10604401,1,415,415,1,10604401
10604402,2,415,415,1,10604401
10604403,101,366,366,1,10604401
10604404,10,695,695,1,10604401
10604405,9,389,389,1,10604401
10604406,29,427,427,1,10604401
10604407,36,8,8,1,10604401
10604408,7,743,743,1,10604401
10604409,52,63,63,1,10604401
10604410,87,316,316,1,10604401
10604411,89,316,316,1,10604401
10604412,65,1,1,1,10604401
10604413,65,1,1,1,10604401
10604414,65,1,1,1,10604401
10604415,65,1,1,1,10604401
10604416,65,1,1,1,10604401
10604417,65,1,1,1,10604401
10604418,65,1,1,1,10604401
10604419,65,1,1,1,10604401
10604420,65,1,1,1,10604401
10604501,1,1132,1132,1,10604501
10604502,2,1132,1132,1,10604501
10604503,101,1014,1014,1,10604501
10604504,10,1936,1936,1,10604501
10604505,9,1069,1069,1,10604501
10604506,29,1154,1154,1,10604501
10604507,36,20,20,1,10604501
10604508,7,1295,1295,1,10604501
10604509,52,104,104,1,10604501
10604510,87,544,544,1,10604501
10604511,89,544,544,1,10604501
10604512,65,1,1,1,10604501
10604513,65,1,1,1,10604501
10604514,65,1,1,1,10604501
10604515,65,1,1,1,10604501
10604516,65,1,1,1,10604501
10604517,65,1,1,1,10604501
10604518,65,1,1,1,10604501
10604519,65,1,1,1,10604501
10604520,65,1,1,1,10604501
10604601,1,2153,2153,1,10604601
10604602,2,2153,2153,1,10604601
10604603,101,1937,1937,1,10604601
10604604,10,3705,3705,1,10604601
10604605,9,2036,2036,1,10604601
10604606,29,2190,2190,1,10604601
10604607,36,39,39,1,10604601
10604608,7,1440,1440,1,10604601
10604609,52,117,117,1,10604601
10604610,87,600,600,1,10604601
10604611,89,600,600,1,10604601
10604612,65,1,1,1,10604601
10604613,65,1,1,1,10604601
10604614,65,1,1,1,10604601
10604615,65,1,1,1,10604601
10604616,65,1,1,1,10604601
10604617,65,1,1,1,10604601
10604618,65,1,1,1,10604601
10604619,65,1,1,1,10604601
10604620,65,1,1,1,10604601
10105201,1,41,41,1,10105201
10105202,2,41,41,1,10105201
10105203,101,28,28,1,10105201
10105204,10,45,45,1,10105201
10105205,9,32,32,1,10105201
10105206,29,48,48,1,10105201
10105207,36,1,1,1,10105201
10105208,7,161,161,1,10105201
10105209,52,18,18,1,10105201
10105210,87,80,80,1,10105201
10105211,89,80,80,1,10105201
10105212,65,1,1,1,10105201
10105213,65,1,1,1,10105201
10105214,65,1,1,1,10105201
10105215,65,1,1,1,10105201
10105216,65,1,1,1,10105201
10105217,65,1,1,1,10105201
10105218,65,1,1,1,10105201
10105219,65,1,1,1,10105201
10105220,65,1,1,1,10105201
10105301,1,116,116,1,10105301
10105302,2,116,116,1,10105301
10105303,101,93,93,1,10105301
10105304,10,164,164,1,10105301
10105305,9,97,97,1,10105301
10105306,29,126,126,1,10105301
10105307,36,2,2,1,10105301
10105308,7,318,318,1,10105301
10105309,52,30,30,1,10105301
10105310,87,148,148,1,10105301
10105311,89,148,148,1,10105301
10105312,65,1,1,1,10105301
10105313,65,1,1,1,10105301
10105314,65,1,1,1,10105301
10105315,65,1,1,1,10105301
10105316,65,1,1,1,10105301
10105317,65,1,1,1,10105301
10105318,65,1,1,1,10105301
10105319,65,1,1,1,10105301
10105320,65,1,1,1,10105301
10105401,1,386,386,1,10105401
10105402,2,386,386,1,10105401
10105403,101,329,329,1,10105401
10105404,10,591,591,1,10105401
10105405,9,331,331,1,10105401
10105406,29,406,406,1,10105401
10105407,36,7,7,1,10105401
10105408,7,631,631,1,10105401
10105409,52,54,54,1,10105401
10105410,87,285,285,1,10105401
10105411,89,285,285,1,10105401
10105412,65,1,1,1,10105401
10105413,65,1,1,1,10105401
10105414,65,1,1,1,10105401
10105415,65,1,1,1,10105401
10105416,65,1,1,1,10105401
10105417,65,1,1,1,10105401
10105418,65,1,1,1,10105401
10105419,65,1,1,1,10105401
10105420,65,1,1,1,10105401
10105501,1,1053,1053,1,10105501
10105502,2,1053,1053,1,10105501
10105503,101,912,912,1,10105501
10105504,10,1646,1646,1,10105501
10105505,9,908,908,1,10105501
10105506,29,1096,1096,1,10105501
10105507,36,18,18,1,10105501
10105508,7,1101,1101,1,10105501
10105509,52,88,88,1,10105501
10105510,87,490,490,1,10105501
10105511,89,490,490,1,10105501
10105512,65,1,1,1,10105501
10105513,65,1,1,1,10105501
10105514,65,1,1,1,10105501
10105515,65,1,1,1,10105501
10105516,65,1,1,1,10105501
10105517,65,1,1,1,10105501
10105518,65,1,1,1,10105501
10105519,65,1,1,1,10105501
10105520,65,1,1,1,10105501
10105601,1,2002,2002,1,10105601
10105602,2,2002,2002,1,10105601
10105603,101,1743,1743,1,10105601
10105604,10,3149,3149,1,10105601
10105605,9,1731,1731,1,10105601
10105606,29,2081,2081,1,10105601
10105607,36,35,35,1,10105601
10105608,7,1224,1224,1,10105601
10105609,52,99,99,1,10105601
10105610,87,540,540,1,10105601
10105611,89,540,540,1,10105601
10105612,65,1,1,1,10105601
10105613,65,1,1,1,10105601
10105614,65,1,1,1,10105601
10105615,65,1,1,1,10105601
10105616,65,1,1,1,10105601
10105617,65,1,1,1,10105601
10105618,65,1,1,1,10105601
10105619,65,1,1,1,10105601
10105620,65,1,1,1,10105601
10205201,1,41,41,1,10205201
10205202,2,41,41,1,10205201
10205203,101,28,28,1,10205201
10205204,10,45,45,1,10205201
10205205,9,32,32,1,10205201
10205206,29,48,48,1,10205201
10205207,36,1,1,1,10205201
10205208,7,161,161,1,10205201
10205209,52,18,18,1,10205201
10205210,87,80,80,1,10205201
10205211,89,80,80,1,10205201
10205212,65,1,1,1,10205201
10205213,65,1,1,1,10205201
10205214,65,1,1,1,10205201
10205215,65,1,1,1,10205201
10205216,65,1,1,1,10205201
10205217,65,1,1,1,10205201
10205218,65,1,1,1,10205201
10205219,65,1,1,1,10205201
10205220,65,1,1,1,10205201
10205301,1,116,116,1,10205301
10205302,2,116,116,1,10205301
10205303,101,93,93,1,10205301
10205304,10,164,164,1,10205301
10205305,9,97,97,1,10205301
10205306,29,126,126,1,10205301
10205307,36,2,2,1,10205301
10205308,7,318,318,1,10205301
10205309,52,30,30,1,10205301
10205310,87,148,148,1,10205301
10205311,89,148,148,1,10205301
10205312,65,1,1,1,10205301
10205313,65,1,1,1,10205301
10205314,65,1,1,1,10205301
10205315,65,1,1,1,10205301
10205316,65,1,1,1,10205301
10205317,65,1,1,1,10205301
10205318,65,1,1,1,10205301
10205319,65,1,1,1,10205301
10205320,65,1,1,1,10205301
10205401,1,386,386,1,10205401
10205402,2,386,386,1,10205401
10205403,101,329,329,1,10205401
10205404,10,591,591,1,10205401
10205405,9,331,331,1,10205401
10205406,29,406,406,1,10205401
10205407,36,7,7,1,10205401
10205408,7,631,631,1,10205401
10205409,52,54,54,1,10205401
10205410,87,285,285,1,10205401
10205411,89,285,285,1,10205401
10205412,65,1,1,1,10205401
10205413,65,1,1,1,10205401
10205414,65,1,1,1,10205401
10205415,65,1,1,1,10205401
10205416,65,1,1,1,10205401
10205417,65,1,1,1,10205401
10205418,65,1,1,1,10205401
10205419,65,1,1,1,10205401
10205420,65,1,1,1,10205401
10205501,1,1053,1053,1,10205501
10205502,2,1053,1053,1,10205501
10205503,101,912,912,1,10205501
10205504,10,1646,1646,1,10205501
10205505,9,908,908,1,10205501
10205506,29,1096,1096,1,10205501
10205507,36,18,18,1,10205501
10205508,7,1101,1101,1,10205501
10205509,52,88,88,1,10205501
10205510,87,490,490,1,10205501
10205511,89,490,490,1,10205501
10205512,65,1,1,1,10205501
10205513,65,1,1,1,10205501
10205514,65,1,1,1,10205501
10205515,65,1,1,1,10205501
10205516,65,1,1,1,10205501
10205517,65,1,1,1,10205501
10205518,65,1,1,1,10205501
10205519,65,1,1,1,10205501
10205520,65,1,1,1,10205501
10205601,1,2002,2002,1,10205601
10205602,2,2002,2002,1,10205601
10205603,101,1743,1743,1,10205601
10205604,10,3149,3149,1,10205601
10205605,9,1731,1731,1,10205601
10205606,29,2081,2081,1,10205601
10205607,36,35,35,1,10205601
10205608,7,1224,1224,1,10205601
10205609,52,99,99,1,10205601
10205610,87,540,540,1,10205601
10205611,89,540,540,1,10205601
10205612,65,1,1,1,10205601
10205613,65,1,1,1,10205601
10205614,65,1,1,1,10205601
10205615,65,1,1,1,10205601
10205616,65,1,1,1,10205601
10205617,65,1,1,1,10205601
10205618,65,1,1,1,10205601
10205619,65,1,1,1,10205601
10205620,65,1,1,1,10205601
10305201,1,41,41,1,10305201
10305202,2,41,41,1,10305201
10305203,101,28,28,1,10305201
10305204,10,45,45,1,10305201
10305205,9,32,32,1,10305201
10305206,29,48,48,1,10305201
10305207,36,1,1,1,10305201
10305208,7,161,161,1,10305201
10305209,52,18,18,1,10305201
10305210,87,80,80,1,10305201
10305211,89,80,80,1,10305201
10305212,65,1,1,1,10305201
10305213,65,1,1,1,10305201
10305214,65,1,1,1,10305201
10305215,65,1,1,1,10305201
10305216,65,1,1,1,10305201
10305217,65,1,1,1,10305201
10305218,65,1,1,1,10305201
10305219,65,1,1,1,10305201
10305220,65,1,1,1,10305201
10305301,1,116,116,1,10305301
10305302,2,116,116,1,10305301
10305303,101,93,93,1,10305301
10305304,10,164,164,1,10305301
10305305,9,97,97,1,10305301
10305306,29,126,126,1,10305301
10305307,36,2,2,1,10305301
10305308,7,318,318,1,10305301
10305309,52,30,30,1,10305301
10305310,87,148,148,1,10305301
10305311,89,148,148,1,10305301
10305312,65,1,1,1,10305301
