Difficulty,Level,Exp_C,Exp_B,Exp_A,Exp_S,Exp_SS,Exp_SSS,Adena_C,Adena_B,Adena_A,Adena_S,Adena_SS,Adena_SSS
1,374,3740,3750,3760,3770,3780,3790,3800,3810,3820,3830,3840,3850
1,375,3750,3760,3770,3780,3790,3800,3810,3820,3830,3840,3850,3860
1,376,3760,3770,3780,3790,3800,3810,3820,3830,3840,3850,3860,3870
1,377,3770,3780,3790,3800,3810,3820,3830,3840,3850,3860,3870,3880
1,378,3780,3790,3800,3810,3820,3830,3840,3850,3860,3870,3880,3890
1,379,3790,3800,3810,3820,3830,3840,3850,3860,3870,3880,3890,3900
1,380,3800,3810,3820,3830,3840,3850,3860,3870,3880,3890,3900,3910
1,381,3810,3820,3830,3840,3850,3860,3870,3880,3890,3900,3910,3920
1,382,3820,3830,3840,3850,3860,3870,3880,3890,3900,3910,3920,3930
1,383,3830,3840,3850,3860,3870,3880,3890,3900,3910,3920,3930,3940
1,384,3840,3850,3860,3870,3880,3890,3900,3910,3920,3930,3940,3950
1,385,3850,3860,3870,3880,3890,3900,3910,3920,3930,3940,3950,3960
1,386,3860,3870,3880,3890,3900,3910,3920,3930,3940,3950,3960,3970
1,387,3870,3880,3890,3900,3910,3920,3930,3940,3950,3960,3970,3980
1,388,3880,3890,3900,3910,3920,3930,3940,3950,3960,3970,3980,3990
1,389,3890,3900,3910,3920,3930,3940,3950,3960,3970,3980,3990,4000
1,390,3900,3910,3920,3930,3940,3950,3960,3970,3980,3990,4000,4010
1,391,3910,3920,3930,3940,3950,3960,3970,3980,3990,4000,4010,4020
1,392,3920,3930,3940,3950,3960,3970,3980,3990,4000,4010,4020,4030
1,393,3930,3940,3950,3960,3970,3980,3990,4000,4010,4020,4030,4040
1,394,3940,3950,3960,3970,3980,3990,4000,4010,4020,4030,4040,4050
1,395,3950,3960,3970,3980,3990,4000,4010,4020,4030,4040,4050,4060
1,396,3960,3970,3980,3990,4000,4010,4020,4030,4040,4050,4060,4070
1,397,3970,3980,3990,4000,4010,4020,4030,4040,4050,4060,4070,4080
1,398,3980,3990,4000,4010,4020,4030,4040,4050,4060,4070,4080,4090
1,399,3990,4000,4010,4020,4030,4040,4050,4060,4070,4080,4090,4100
1,400,4000,4010,4020,4030,4040,4050,4060,4070,4080,4090,4100,4110
1,401,4010,4020,4030,4040,4050,4060,4070,4080,4090,4100,4110,4120
1,402,4020,4030,4040,4050,4060,4070,4080,4090,4100,4110,4120,4130
1,403,4030,4040,4050,4060,4070,4080,4090,4100,4110,4120,4130,4140
1,404,4040,4050,4060,4070,4080,4090,4100,4110,4120,4130,4140,4150
1,405,4050,4060,4070,4080,4090,4100,4110,4120,4130,4140,4150,4160
1,406,4060,4070,4080,4090,4100,4110,4120,4130,4140,4150,4160,4170
1,407,4070,4080,4090,4100,4110,4120,4130,4140,4150,4160,4170,4180
1,408,4080,4090,4100,4110,4120,4130,4140,4150,4160,4170,4180,4190
1,409,4090,4100,4110,4120,4130,4140,4150,4160,4170,4180,4190,4200
1,410,4100,4110,4120,4130,4140,4150,4160,4170,4180,4190,4200,4210
1,411,4110,4120,4130,4140,4150,4160,4170,4180,4190,4200,4210,4220
1,412,4120,4130,4140,4150,4160,4170,4180,4190,4200,4210,4220,4230
1,413,4130,4140,4150,4160,4170,4180,4190,4200,4210,4220,4230,4240
1,414,4140,4150,4160,4170,4180,4190,4200,4210,4220,4230,4240,4250
1,415,4150,4160,4170,4180,4190,4200,4210,4220,4230,4240,4250,4260
1,416,4160,4170,4180,4190,4200,4210,4220,4230,4240,4250,4260,4270
1,417,4170,4180,4190,4200,4210,4220,4230,4240,4250,4260,4270,4280
1,418,4180,4190,4200,4210,4220,4230,4240,4250,4260,4270,4280,4290
1,419,4190,4200,4210,4220,4230,4240,4250,4260,4270,4280,4290,4300
1,420,4200,4210,4220,4230,4240,4250,4260,4270,4280,4290,4300,4310
1,421,4210,4220,4230,4240,4250,4260,4270,4280,4290,4300,4310,4320
1,422,4220,4230,4240,4250,4260,4270,4280,4290,4300,4310,4320,4330
1,423,4230,4240,4250,4260,4270,4280,4290,4300,4310,4320,4330,4340
1,424,4240,4250,4260,4270,4280,4290,4300,4310,4320,4330,4340,4350
1,425,4250,4260,4270,4280,4290,4300,4310,4320,4330,4340,4350,4360
1,426,4260,4270,4280,4290,4300,4310,4320,4330,4340,4350,4360,4370
1,427,4270,4280,4290,4300,4310,4320,4330,4340,4350,4360,4370,4380
1,428,4280,4290,4300,4310,4320,4330,4340,4350,4360,4370,4380,4390
1,429,4290,4300,4310,4320,4330,4340,4350,4360,4370,4380,4390,4400
1,430,4300,4310,4320,4330,4340,4350,4360,4370,4380,4390,4400,4410
1,431,4310,4320,4330,4340,4350,4360,4370,4380,4390,4400,4410,4420
1,432,4320,4330,4340,4350,4360,4370,4380,4390,4400,4410,4420,4430
1,433,4330,4340,4350,4360,4370,4380,4390,4400,4410,4420,4430,4440
1,434,4340,4350,4360,4370,4380,4390,4400,4410,4420,4430,4440,4450
1,435,4350,4360,4370,4380,4390,4400,4410,4420,4430,4440,4450,4460
1,436,4360,4370,4380,4390,4400,4410,4420,4430,4440,4450,4460,4470
1,437,4370,4380,4390,4400,4410,4420,4430,4440,4450,4460,4470,4480
1,438,4380,4390,4400,4410,4420,4430,4440,4450,4460,4470,4480,4490
1,439,4390,4400,4410,4420,4430,4440,4450,4460,4470,4480,4490,4500
1,440,4400,4410,4420,4430,4440,4450,4460,4470,4480,4490,4500,4510
2,1,4410,4420,4430,4440,4450,4460,4470,4480,4490,4500,4510,4520
2,2,4420,4430,4440,4450,4460,4470,4480,4490,4500,4510,4520,4530
2,3,4430,4440,4450,4460,4470,4480,4490,4500,4510,4520,4530,4540
2,4,4440,4450,4460,4470,4480,4490,4500,4510,4520,4530,4540,4550
2,5,4450,4460,4470,4480,4490,4500,4510,4520,4530,4540,4550,4560
2,6,4460,4470,4480,4490,4500,4510,4520,4530,4540,4550,4560,4570
2,7,4470,4480,4490,4500,4510,4520,4530,4540,4550,4560,4570,4580
2,8,4480,4490,4500,4510,4520,4530,4540,4550,4560,4570,4580,4590
2,9,4490,4500,4510,4520,4530,4540,4550,4560,4570,4580,4590,4600
2,10,4500,4510,4520,4530,4540,4550,4560,4570,4580,4590,4600,4610
2,11,4510,4520,4530,4540,4550,4560,4570,4580,4590,4600,4610,4620
2,12,4520,4530,4540,4550,4560,4570,4580,4590,4600,4610,4620,4630
2,13,4530,4540,4550,4560,4570,4580,4590,4600,4610,4620,4630,4640
2,14,4540,4550,4560,4570,4580,4590,4600,4610,4620,4630,4640,4650
2,15,4550,4560,4570,4580,4590,4600,4610,4620,4630,4640,4650,4660
2,16,4560,4570,4580,4590,4600,4610,4620,4630,4640,4650,4660,4670
2,17,4570,4580,4590,4600,4610,4620,4630,4640,4650,4660,4670,4680
2,18,4580,4590,4600,4610,4620,4630,4640,4650,4660,4670,4680,4690
2,19,4590,4600,4610,4620,4630,4640,4650,4660,4670,4680,4690,4700
2,20,4600,4610,4620,4630,4640,4650,4660,4670,4680,4690,4700,4710
2,21,4610,4620,4630,4640,4650,4660,4670,4680,4690,4700,4710,4720
2,22,4620,4630,4640,4650,4660,4670,4680,4690,4700,4710,4720,4730
2,23,4630,4640,4650,4660,4670,4680,4690,4700,4710,4720,4730,4740
2,24,4640,4650,4660,4670,4680,4690,4700,4710,4720,4730,4740,4750
2,25,4650,4660,4670,4680,4690,4700,4710,4720,4730,4740,4750,4760
2,26,4660,4670,4680,4690,4700,4710,4720,4730,4740,4750,4760,4770
2,27,4670,4680,4690,4700,4710,4720,4730,4740,4750,4760,4770,4780
2,28,4680,4690,4700,4710,4720,4730,4740,4750,4760,4770,4780,4790
2,29,4690,4700,4710,4720,4730,4740,4750,4760,4770,4780,4790,4800
2,30,4700,4710,4720,4730,4740,4750,4760,4770,4780,4790,4800,4810
2,31,4710,4720,4730,4740,4750,4760,4770,4780,4790,4800,4810,4820
2,32,4720,4730,4740,4750,4760,4770,4780,4790,4800,4810,4820,4830
2,33,4730,4740,4750,4760,4770,4780,4790,4800,4810,4820,4830,4840
2,34,4740,4750,4760,4770,4780,4790,4800,4810,4820,4830,4840,4850
2,35,4750,4760,4770,4780,4790,4800,4810,4820,4830,4840,4850,4860
2,36,4760,4770,4780,4790,4800,4810,4820,4830,4840,4850,4860,4870
2,37,4770,4780,4790,4800,4810,4820,4830,4840,4850,4860,4870,4880
2,38,4780,4790,4800,4810,4820,4830,4840,4850,4860,4870,4880,4890
2,39,4790,4800,4810,4820,4830,4840,4850,4860,4870,4880,4890,4900
2,40,4800,4810,4820,4830,4840,4850,4860,4870,4880,4890,4900,4910
2,41,4810,4820,4830,4840,4850,4860,4870,4880,4890,4900,4910,4920
2,42,4820,4830,4840,4850,4860,4870,4880,4890,4900,4910,4920,4930
2,43,4830,4840,4850,4860,4870,4880,4890,4900,4910,4920,4930,4940
2,44,4840,4850,4860,4870,4880,4890,4900,4910,4920,4930,4940,4950
2,45,4850,4860,4870,4880,4890,4900,4910,4920,4930,4940,4950,4960
2,46,4860,4870,4880,4890,4900,4910,4920,4930,4940,4950,4960,4970
2,47,4870,4880,4890,4900,4910,4920,4930,4940,4950,4960,4970,4980
2,48,4880,4890,4900,4910,4920,4930,4940,4950,4960,4970,4980,4990
2,49,4890,4900,4910,4920,4930,4940,4950,4960,4970,4980,4990,5000
2,50,4900,4910,4920,4930,4940,4950,4960,4970,4980,4990,5000,5010
2,51,4910,4920,4930,4940,4950,4960,4970,4980,4990,5000,5010,5020
2,52,4920,4930,4940,4950,4960,4970,4980,4990,5000,5010,5020,5030
2,53,4930,4940,4950,4960,4970,4980,4990,5000,5010,5020,5030,5040
2,54,4940,4950,4960,4970,4980,4990,5000,5010,5020,5030,5040,5050
2,55,4950,4960,4970,4980,4990,5000,5010,5020,5030,5040,5050,5060
2,56,4960,4970,4980,4990,5000,5010,5020,5030,5040,5050,5060,5070
2,57,4970,4980,4990,5000,5010,5020,5030,5040,5050,5060,5070,5080
2,58,4980,4990,5000,5010,5020,5030,5040,5050,5060,5070,5080,5090
2,59,4990,5000,5010,5020,5030,5040,5050,5060,5070,5080,5090,5100
2,60,5000,5010,5020,5030,5040,5050,5060,5070,5080,5090,5100,5110
2,61,5010,5020,5030,5040,5050,5060,5070,5080,5090,5100,5110,5120
2,62,5020,5030,5040,5050,5060,5070,5080,5090,5100,5110,5120,5130
2,63,5030,5040,5050,5060,5070,5080,5090,5100,5110,5120,5130,5140
2,64,5040,5050,5060,5070,5080,5090,5100,5110,5120,5130,5140,5150
2,65,5050,5060,5070,5080,5090,5100,5110,5120,5130,5140,5150,5160
2,66,5060,5070,5080,5090,5100,5110,5120,5130,5140,5150,5160,5170
2,67,5070,5080,5090,5100,5110,5120,5130,5140,5150,5160,5170,5180
2,68,5080,5090,5100,5110,5120,5130,5140,5150,5160,5170,5180,5190
2,69,5090,5100,5110,5120,5130,5140,5150,5160,5170,5180,5190,5200
2,70,5100,5110,5120,5130,5140,5150,5160,5170,5180,5190,5200,5210
2,71,5110,5120,5130,5140,5150,5160,5170,5180,5190,5200,5210,5220
2,72,5120,5130,5140,5150,5160,5170,5180,5190,5200,5210,5220,5230
2,73,5130,5140,5150,5160,5170,5180,5190,5200,5210,5220,5230,5240
2,74,5140,5150,5160,5170,5180,5190,5200,5210,5220,5230,5240,5250
2,75,5150,5160,5170,5180,5190,5200,5210,5220,5230,5240,5250,5260
2,76,5160,5170,5180,5190,5200,5210,5220,5230,5240,5250,5260,5270
2,77,5170,5180,5190,5200,5210,5220,5230,5240,5250,5260,5270,5280
2,78,5180,5190,5200,5210,5220,5230,5240,5250,5260,5270,5280,5290
2,79,5190,5200,5210,5220,5230,5240,5250,5260,5270,5280,5290,5300
2,80,5200,5210,5220,5230,5240,5250,5260,5270,5280,5290,5300,5310
2,81,5210,5220,5230,5240,5250,5260,5270,5280,5290,5300,5310,5320
2,82,5220,5230,5240,5250,5260,5270,5280,5290,5300,5310,5320,5330
2,83,5230,5240,5250,5260,5270,5280,5290,5300,5310,5320,5330,5340
2,84,5240,5250,5260,5270,5280,5290,5300,5310,5320,5330,5340,5350
2,85,5250,5260,5270,5280,5290,5300,5310,5320,5330,5340,5350,5360
2,86,5260,5270,5280,5290,5300,5310,5320,5330,5340,5350,5360,5370
2,87,5270,5280,5290,5300,5310,5320,5330,5340,5350,5360,5370,5380
2,88,5280,5290,5300,5310,5320,5330,5340,5350,5360,5370,5380,5390
2,89,5290,5300,5310,5320,5330,5340,5350,5360,5370,5380,5390,5400
2,90,5300,5310,5320,5330,5340,5350,5360,5370,5380,5390,5400,5410
2,91,5310,5320,5330,5340,5350,5360,5370,5380,5390,5400,5410,5420
2,92,5320,5330,5340,5350,5360,5370,5380,5390,5400,5410,5420,5430
2,93,5330,5340,5350,5360,5370,5380,5390,5400,5410,5420,5430,5440
2,94,5340,5350,5360,5370,5380,5390,5400,5410,5420,5430,5440,5450
2,95,5350,5360,5370,5380,5390,5400,5410,5420,5430,5440,5450,5460
2,96,5360,5370,5380,5390,5400,5410,5420,5430,5440,5450,5460,5470
2,97,5370,5380,5390,5400,5410,5420,5430,5440,5450,5460,5470,5480
2,98,5380,5390,5400,5410,5420,5430,5440,5450,5460,5470,5480,5490
2,99,5390,5400,5410,5420,5430,5440,5450,5460,5470,5480,5490,5500
2,100,5400,5410,5420,5430,5440,5450,5460,5470,5480,5490,5500,5510
2,101,5410,5420,5430,5440,5450,5460,5470,5480,5490,5500,5510,5520
2,102,5420,5430,5440,5450,5460,5470,5480,5490,5500,5510,5520,5530
2,103,5430,5440,5450,5460,5470,5480,5490,5500,5510,5520,5530,5540
2,104,5440,5450,5460,5470,5480,5490,5500,5510,5520,5530,5540,5550
2,105,5450,5460,5470,5480,5490,5500,5510,5520,5530,5540,5550,5560
2,106,5460,5470,5480,5490,5500,5510,5520,5530,5540,5550,5560,5570
2,107,5470,5480,5490,5500,5510,5520,5530,5540,5550,5560,5570,5580
2,108,5480,5490,5500,5510,5520,5530,5540,5550,5560,5570,5580,5590
2,109,5490,5500,5510,5520,5530,5540,5550,5560,5570,5580,5590,5600
2,110,5500,5510,5520,5530,5540,5550,5560,5570,5580,5590,5600,5610
2,111,5510,5520,5530,5540,5550,5560,5570,5580,5590,5600,5610,5620
2,112,5520,5530,5540,5550,5560,5570,5580,5590,5600,5610,5620,5630
2,113,5530,5540,5550,5560,5570,5580,5590,5600,5610,5620,5630,5640
2,114,5540,5550,5560,5570,5580,5590,5600,5610,5620,5630,5640,5650
2,115,5550,5560,5570,5580,5590,5600,5610,5620,5630,5640,5650,5660
2,116,5560,5570,5580,5590,5600,5610,5620,5630,5640,5650,5660,5670
2,117,5570,5580,5590,5600,5610,5620,5630,5640,5650,5660,5670,5680
2,118,5580,5590,5600,5610,5620,5630,5640,5650,5660,5670,5680,5690
2,119,5590,5600,5610,5620,5630,5640,5650,5660,5670,5680,5690,5700
2,120,5600,5610,5620,5630,5640,5650,5660,5670,5680,5690,5700,5710
2,121,5610,5620,5630,5640,5650,5660,5670,5680,5690,5700,5710,5720
2,122,5620,5630,5640,5650,5660,5670,5680,5690,5700,5710,5720,5730
2,123,5630,5640,5650,5660,5670,5680,5690,5700,5710,5720,5730,5740
2,124,5640,5650,5660,5670,5680,5690,5700,5710,5720,5730,5740,5750
2,125,5650,5660,5670,5680,5690,5700,5710,5720,5730,5740,5750,5760
2,126,5660,5670,5680,5690,5700,5710,5720,5730,5740,5750,5760,5770
2,127,5670,5680,5690,5700,5710,5720,5730,5740,5750,5760,5770,5780
2,128,5680,5690,5700,5710,5720,5730,5740,5750,5760,5770,5780,5790
2,129,5690,5700,5710,5720,5730,5740,5750,5760,5770,5780,5790,5800
2,130,5700,5710,5720,5730,5740,5750,5760,5770,5780,5790,5800,5810
2,131,5710,5720,5730,5740,5750,5760,5770,5780,5790,5800,5810,5820
2,132,5720,5730,5740,5750,5760,5770,5780,5790,5800,5810,5820,5830
2,133,5730,5740,5750,5760,5770,5780,5790,5800,5810,5820,5830,5840
2,134,5740,5750,5760,5770,5780,5790,5800,5810,5820,5830,5840,5850
2,135,5750,5760,5770,5780,5790,5800,5810,5820,5830,5840,5850,5860
2,136,5760,5770,5780,5790,5800,5810,5820,5830,5840,5850,5860,5870
2,137,5770,5780,5790,5800,5810,5820,5830,5840,5850,5860,5870,5880
2,138,5780,5790,5800,5810,5820,5830,5840,5850,5860,5870,5880,5890
2,139,5790,5800,5810,5820,5830,5840,5850,5860,5870,5880,5890,5900
2,140,5800,5810,5820,5830,5840,5850,5860,5870,5880,5890,5900,5910
2,141,5810,5820,5830,5840,5850,5860,5870,5880,5890,5900,5910,5920
2,142,5820,5830,5840,5850,5860,5870,5880,5890,5900,5910,5920,5930
2,143,5830,5840,5850,5860,5870,5880,5890,5900,5910,5920,5930,5940
2,144,5840,5850,5860,5870,5880,5890,5900,5910,5920,5930,5940,5950
2,145,5850,5860,5870,5880,5890,5900,5910,5920,5930,5940,5950,5960
2,146,5860,5870,5880,5890,5900,5910,5920,5930,5940,5950,5960,5970
2,147,5870,5880,5890,5900,5910,5920,5930,5940,5950,5960,5970,5980
2,148,5880,5890,5900,5910,5920,5930,5940,5950,5960,5970,5980,5990
2,149,5890,5900,5910,5920,5930,5940,5950,5960,5970,5980,5990,6000
2,150,5900,5910,5920,5930,5940,5950,5960,5970,5980,5990,6000,6010
2,151,5910,5920,5930,5940,5950,5960,5970,5980,5990,6000,6010,6020
2,152,5920,5930,5940,5950,5960,5970,5980,5990,6000,6010,6020,6030
2,153,5930,5940,5950,5960,5970,5980,5990,6000,6010,6020,6030,6040
2,154,5940,5950,5960,5970,5980,5990,6000,6010,6020,6030,6040,6050
2,155,5950,5960,5970,5980,5990,6000,6010,6020,6030,6040,6050,6060
2,156,5960,5970,5980,5990,6000,6010,6020,6030,6040,6050,6060,6070
2,157,5970,5980,5990,6000,6010,6020,6030,6040,6050,6060,6070,6080
2,158,5980,5990,6000,6010,6020,6030,6040,6050,6060,6070,6080,6090
2,159,5990,6000,6010,6020,6030,6040,6050,6060,6070,6080,6090,6100
2,160,6000,6010,6020,6030,6040,6050,6060,6070,6080,6090,6100,6110
2,161,6010,6020,6030,6040,6050,6060,6070,6080,6090,6100,6110,6120
2,162,6020,6030,6040,6050,6060,6070,6080,6090,6100,6110,6120,6130
2,163,6030,6040,6050,6060,6070,6080,6090,6100,6110,6120,6130,6140
2,164,6040,6050,6060,6070,6080,6090,6100,6110,6120,6130,6140,6150
2,165,6050,6060,6070,6080,6090,6100,6110,6120,6130,6140,6150,6160
2,166,6060,6070,6080,6090,6100,6110,6120,6130,6140,6150,6160,6170
2,167,6070,6080,6090,6100,6110,6120,6130,6140,6150,6160,6170,6180
2,168,6080,6090,6100,6110,6120,6130,6140,6150,6160,6170,6180,6190
2,169,6090,6100,6110,6120,6130,6140,6150,6160,6170,6180,6190,6200
2,170,6100,6110,6120,6130,6140,6150,6160,6170,6180,6190,6200,6210
2,171,6110,6120,6130,6140,6150,6160,6170,6180,6190,6200,6210,6220
2,172,6120,6130,6140,6150,6160,6170,6180,6190,6200,6210,6220,6230
2,173,6130,6140,6150,6160,6170,6180,6190,6200,6210,6220,6230,6240
2,174,6140,6150,6160,6170,6180,6190,6200,6210,6220,6230,6240,6250
2,175,6150,6160,6170,6180,6190,6200,6210,6220,6230,6240,6250,6260
2,176,6160,6170,6180,6190,6200,6210,6220,6230,6240,6250,6260,6270
2,177,6170,6180,6190,6200,6210,6220,6230,6240,6250,6260,6270,6280
2,178,6180,6190,6200,6210,6220,6230,6240,6250,6260,6270,6280,6290
2,179,6190,6200,6210,6220,6230,6240,6250,6260,6270,6280,6290,6300
2,180,6200,6210,6220,6230,6240,6250,6260,6270,6280,6290,6300,6310
2,181,6210,6220,6230,6240,6250,6260,6270,6280,6290,6300,6310,6320
2,182,6220,6230,6240,6250,6260,6270,6280,6290,6300,6310,6320,6330
2,183,6230,6240,6250,6260,6270,6280,6290,6300,6310,6320,6330,6340
2,184,6240,6250,6260,6270,6280,6290,6300,6310,6320,6330,6340,6350
2,185,6250,6260,6270,6280,6290,6300,6310,6320,6330,6340,6350,6360
2,186,6260,6270,6280,6290,6300,6310,6320,6330,6340,6350,6360,6370
2,187,6270,6280,6290,6300,6310,6320,6330,6340,6350,6360,6370,6380
2,188,6280,6290,6300,6310,6320,6330,6340,6350,6360,6370,6380,6390
2,189,6290,6300,6310,6320,6330,6340,6350,6360,6370,6380,6390,6400
2,190,6300,6310,6320,6330,6340,6350,6360,6370,6380,6390,6400,6410
2,191,6310,6320,6330,6340,6350,6360,6370,6380,6390,6400,6410,6420
2,192,6320,6330,6340,6350,6360,6370,6380,6390,6400,6410,6420,6430
2,193,6330,6340,6350,6360,6370,6380,6390,6400,6410,6420,6430,6440
2,194,6340,6350,6360,6370,6380,6390,6400,6410,6420,6430,6440,6450
2,195,6350,6360,6370,6380,6390,6400,6410,6420,6430,6440,6450,6460
2,196,6360,6370,6380,6390,6400,6410,6420,6430,6440,6450,6460,6470
2,197,6370,6380,6390,6400,6410,6420,6430,6440,6450,6460,6470,6480
2,198,6380,6390,6400,6410,6420,6430,6440,6450,6460,6470,6480,6490
2,199,6390,6400,6410,6420,6430,6440,6450,6460,6470,6480,6490,6500
2,200,6400,6410,6420,6430,6440,6450,6460,6470,6480,6490,6500,6510
2,201,6410,6420,6430,6440,6450,6460,6470,6480,6490,6500,6510,6520
2,202,6420,6430,6440,6450,6460,6470,6480,6490,6500,6510,6520,6530
2,203,6430,6440,6450,6460,6470,6480,6490,6500,6510,6520,6530,6540
2,204,6440,6450,6460,6470,6480,6490,6500,6510,6520,6530,6540,6550
2,205,6450,6460,6470,6480,6490,6500,6510,6520,6530,6540,6550,6560
2,206,6460,6470,6480,6490,6500,6510,6520,6530,6540,6550,6560,6570
2,207,6470,6480,6490,6500,6510,6520,6530,6540,6550,6560,6570,6580
2,208,6480,6490,6500,6510,6520,6530,6540,6550,6560,6570,6580,6590
2,209,6490,6500,6510,6520,6530,6540,6550,6560,6570,6580,6590,6600
2,210,6500,6510,6520,6530,6540,6550,6560,6570,6580,6590,6600,6610
2,211,6510,6520,6530,6540,6550,6560,6570,6580,6590,6600,6610,6620
2,212,6520,6530,6540,6550,6560,6570,6580,6590,6600,6610,6620,6630
2,213,6530,6540,6550,6560,6570,6580,6590,6600,6610,6620,6630,6640
2,214,6540,6550,6560,6570,6580,6590,6600,6610,6620,6630,6640,6650
2,215,6550,6560,6570,6580,6590,6600,6610,6620,6630,6640,6650,6660
2,216,6560,6570,6580,6590,6600,6610,6620,6630,6640,6650,6660,6670
2,217,6570,6580,6590,6600,6610,6620,6630,6640,6650,6660,6670,6680
2,218,6580,6590,6600,6610,6620,6630,6640,6650,6660,6670,6680,6690
2,219,6590,6600,6610,6620,6630,6640,6650,6660,6670,6680,6690,6700
2,220,6600,6610,6620,6630,6640,6650,6660,6670,6680,6690,6700,6710
2,221,6610,6620,6630,6640,6650,6660,6670,6680,6690,6700,6710,6720
2,222,6620,6630,6640,6650,6660,6670,6680,6690,6700,6710,6720,6730
2,223,6630,6640,6650,6660,6670,6680,6690,6700,6710,6720,6730,6740
2,224,6640,6650,6660,6670,6680,6690,6700,6710,6720,6730,6740,6750
2,225,6650,6660,6670,6680,6690,6700,6710,6720,6730,6740,6750,6760
2,226,6660,6670,6680,6690,6700,6710,6720,6730,6740,6750,6760,6770
2,227,6670,6680,6690,6700,6710,6720,6730,6740,6750,6760,6770,6780
2,228,6680,6690,6700,6710,6720,6730,6740,6750,6760,6770,6780,6790
2,229,6690,6700,6710,6720,6730,6740,6750,6760,6770,6780,6790,6800
2,230,6700,6710,6720,6730,6740,6750,6760,6770,6780,6790,6800,6810
2,231,6710,6720,6730,6740,6750,6760,6770,6780,6790,6800,6810,6820
2,232,6720,6730,6740,6750,6760,6770,6780,6790,6800,6810,6820,6830
2,233,6730,6740,6750,6760,6770,6780,6790,6800,6810,6820,6830,6840
2,234,6740,6750,6760,6770,6780,6790,6800,6810,6820,6830,6840,6850
2,235,6750,6760,6770,6780,6790,6800,6810,6820,6830,6840,6850,6860
2,236,6760,6770,6780,6790,6800,6810,6820,6830,6840,6850,6860,6870
2,237,6770,6780,6790,6800,6810,6820,6830,6840,6850,6860,6870,6880
2,238,6780,6790,6800,6810,6820,6830,6840,6850,6860,6870,6880,6890
2,239,6790,6800,6810,6820,6830,6840,6850,6860,6870,6880,6890,6900
2,240,6800,6810,6820,6830,6840,6850,6860,6870,6880,6890,6900,6910
2,241,6810,6820,6830,6840,6850,6860,6870,6880,6890,6900,6910,6920
2,242,6820,6830,6840,6850,6860,6870,6880,6890,6900,6910,6920,6930
2,243,6830,6840,6850,6860,6870,6880,6890,6900,6910,6920,6930,6940
2,244,6840,6850,6860,6870,6880,6890,6900,6910,6920,6930,6940,6950
2,245,6850,6860,6870,6880,6890,6900,6910,6920,6930,6940,6950,6960
2,246,6860,6870,6880,6890,6900,6910,6920,6930,6940,6950,6960,6970
2,247,6870,6880,6890,6900,6910,6920,6930,6940,6950,6960,6970,6980
2,248,6880,6890,6900,6910,6920,6930,6940,6950,6960,6970,6980,6990
2,249,6890,6900,6910,6920,6930,6940,6950,6960,6970,6980,6990,7000
2,250,6900,6910,6920,6930,6940,6950,6960,6970,6980,6990,7000,7010
2,251,6910,6920,6930,6940,6950,6960,6970,6980,6990,7000,7010,7020
2,252,6920,6930,6940,6950,6960,6970,6980,6990,7000,7010,7020,7030
2,253,6930,6940,6950,6960,6970,6980,6990,7000,7010,7020,7030,7040
2,254,6940,6950,6960,6970,6980,6990,7000,7010,7020,7030,7040,7050
2,255,6950,6960,6970,6980,6990,7000,7010,7020,7030,7040,7050,7060
2,256,6960,6970,6980,6990,7000,7010,7020,7030,7040,7050,7060,7070
2,257,6970,6980,6990,7000,7010,7020,7030,7040,7050,7060,7070,7080
2,258,6980,6990,7000,7010,7020,7030,7040,7050,7060,7070,7080,7090
2,259,6990,7000,7010,7020,7030,7040,7050,7060,7070,7080,7090,7100
2,260,7000,7010,7020,7030,7040,7050,7060,7070,7080,7090,7100,7110
2,261,7010,7020,7030,7040,7050,7060,7070,7080,7090,7100,7110,7120
2,262,7020,7030,7040,7050,7060,7070,7080,7090,7100,7110,7120,7130
2,263,7030,7040,7050,7060,7070,7080,7090,7100,7110,7120,7130,7140
2,264,7040,7050,7060,7070,7080,7090,7100,7110,7120,7130,7140,7150
2,265,7050,7060,7070,7080,7090,7100,7110,7120,7130,7140,7150,7160
2,266,7060,7070,7080,7090,7100,7110,7120,7130,7140,7150,7160,7170
2,267,7070,7080,7090,7100,7110,7120,7130,7140,7150,7160,7170,7180
2,268,7080,7090,7100,7110,7120,7130,7140,7150,7160,7170,7180,7190
2,269,7090,7100,7110,7120,7130,7140,7150,7160,7170,7180,7190,7200
2,270,7100,7110,7120,7130,7140,7150,7160,7170,7180,7190,7200,7210
2,271,7110,7120,7130,7140,7150,7160,7170,7180,7190,7200,7210,7220
2,272,7120,7130,7140,7150,7160,7170,7180,7190,7200,7210,7220,7230
2,273,7130,7140,7150,7160,7170,7180,7190,7200,7210,7220,7230,7240
2,274,7140,7150,7160,7170,7180,7190,7200,7210,7220,7230,7240,7250
2,275,7150,7160,7170,7180,7190,7200,7210,7220,7230,7240,7250,7260
2,276,7160,7170,7180,7190,7200,7210,7220,7230,7240,7250,7260,7270
2,277,7170,7180,7190,7200,7210,7220,7230,7240,7250,7260,7270,7280
2,278,7180,7190,7200,7210,7220,7230,7240,7250,7260,7270,7280,7290
2,279,7190,7200,7210,7220,7230,7240,7250,7260,7270,7280,7290,7300
2,280,7200,7210,7220,7230,7240,7250,7260,7270,7280,7290,7300,7310
