Leve,MissionGrade,RewardExp,RewardAdena
281,4,142320,3330
281,5,213480,5000
282,1,71220,1670
282,2,85470,2000
282,3,106830,2500
282,4,142450,3330
282,5,213670,5000
283,1,71280,1670
283,2,85540,2000
283,3,106920,2500
283,4,142560,3330
283,5,213840,5000
284,1,71330,1670
284,2,85600,2000
284,3,107000,2500
284,4,142660,3330
284,5,214000,5000
285,1,71380,1670
285,2,85650,2000
285,3,107070,2500
285,4,142760,3330
285,5,214130,5000
286,1,71420,1670
286,2,85700,2000
286,3,107130,2500
286,4,142840,3330
286,5,214260,5000
287,1,71460,1670
287,2,85750,2000
287,3,107180,2500
287,4,142910,3330
287,5,214370,5000
288,1,71490,1670
288,2,85790,2000
288,3,107230,2500
288,4,142980,3330
288,5,214460,5000
289,1,71520,1670
289,2,85820,2000
289,3,107270,2500
289,4,143030,3330
289,5,214550,5000
290,1,71540,1670
290,2,85850,2000
290,3,107310,2500
290,4,143080,3330
290,5,214620,5000
291,1,71560,1670
291,2,85870,2000
291,3,107340,2500
291,4,143120,3330
291,5,214680,5000
292,1,71580,1670
292,2,85890,2000
292,3,107370,2500
292,4,143160,3330
292,5,214740,5000
293,1,71590,1670
293,2,85910,2000
293,3,107390,2500
293,4,143190,3330
293,5,214780,5000
294,1,71610,1670
294,2,85930,2000
294,3,107410,2500
294,4,143220,3330
294,5,214820,5000
295,1,71620,1670
295,2,85940,2000
295,3,107430,2500
295,4,143240,3330
295,5,214850,5000
296,1,71630,1670
296,2,85950,2000
296,3,107440,2500
296,4,143250,3330
296,5,214880,5000
297,1,71630,1670
297,2,85960,2000
297,3,107450,2500
297,4,143270,3330
297,5,214900,5000
298,1,71640,1670
298,2,85970,2000
298,3,107460,2500
298,4,143280,3330
298,5,214920,5000
299,1,71640,1670
299,2,85970,2000
299,3,107470,2500
299,4,143290,3330
299,5,214930,5000
300,1,71650,1670
300,2,85980,2000
300,3,107470,2500
300,4,143300,3330
300,5,214950,5000
301,1,71650,1670
301,2,85980,2000
301,3,107480,2500
301,4,143300,3330
301,5,214950,5000
302,1,71650,1670
302,2,85980,2000
302,3,107480,2500
302,4,143310,3330
302,5,214960,5000
303,1,71650,1670
303,2,85990,2000
303,3,107480,2500
303,4,143310,3330
303,5,214960,5000
304,1,71660,1670
304,2,85990,2000
304,3,107480,2500
304,4,143310,3330
304,5,214970,5000
305,1,71660,1670
305,2,85990,2000
305,3,107480,2500
305,4,143310,3330
305,5,214970,5000
306,1,71660,1670
306,2,85990,2000
306,3,107480,2500
306,4,143310,3330
306,5,214970,5000
307,1,71660,1670
307,2,85990,2000
307,3,107480,2500
307,4,143310,3330
307,5,214970,5000
308,1,71660,1670
308,2,85990,2000
308,3,107480,2500
308,4,143310,3330
308,5,214970,5000
309,1,71660,1670
309,2,85990,2000
309,3,107480,2500
309,4,143310,3330
309,5,214970,5000
310,1,71660,1670
310,2,85990,2000
310,3,107480,2500
310,4,143310,3330
310,5,214970,5000
311,1,71660,1670
311,2,85990,2000
311,3,107480,2500
311,4,143310,3330
311,5,214970,5000
312,1,71660,1670
312,2,85990,2000
312,3,107480,2500
312,4,143310,3330
312,5,214970,5000
313,1,71660,1670
313,2,85990,2000
313,3,107480,2500
313,4,143310,3330
313,5,214970,5000
314,1,71660,1670
314,2,85990,2000
314,3,107480,2500
314,4,143310,3330
314,5,214970,5000
315,1,71660,1670
315,2,85990,2000
315,3,107480,2500
315,4,143310,3330
315,5,214970,5000
316,1,71660,1670
316,2,85990,2000
316,3,107490,2500
316,4,143310,3330
316,5,214970,5000
317,1,71660,1670
317,2,85990,2000
317,3,107490,2500
317,4,143310,3330
317,5,214970,5000
318,1,71660,1670
318,2,85990,2000
318,3,107490,2500
318,4,143310,3330
318,5,214970,5000
319,1,71660,1670
319,2,85990,2000
319,3,107490,2500
319,4,143320,3330
319,5,214970,5000
320,1,71660,1670
320,2,85990,2000
320,3,107490,2500
320,4,143320,3330
320,5,214970,5000
321,1,71660,1670
321,2,85990,2000
321,3,107490,2500
321,4,143320,3330
321,5,214980,5000
322,1,71660,1670
322,2,85990,2000
322,3,107490,2500
322,4,143320,3330
322,5,214980,5000
323,1,71660,1670
323,2,85990,2000
323,3,107490,2500
323,4,143320,3330
323,5,214990,5000
324,1,71660,1670
324,2,86000,2000
324,3,107500,2500
324,4,143330,3330
324,5,214990,5000
325,1,71670,1670
325,2,86000,2000
325,3,107500,2500
325,4,143330,3330
325,5,215000,5000
326,1,71670,1670
326,2,86000,2000
326,3,107500,2500
326,4,143340,3330
326,5,215010,5000
327,1,71670,1670
327,2,86010,2000
327,3,107510,2500
327,4,143350,3330
327,5,215020,5000
328,1,71680,1670
328,2,86010,2000
328,3,107520,2500
328,4,143360,3330
328,5,215030,5000
329,1,71680,1670
329,2,86020,2000
329,3,107530,2500
329,4,143370,3330
329,5,215050,5000
330,1,71690,1670
330,2,86030,2000
330,3,107540,2500
330,4,143380,3330
330,5,215070,5000
331,1,71700,1670
331,2,86040,2000
331,3,107550,2500
331,4,143400,3330
331,5,215090,5000
332,1,71710,1670
332,2,86050,2000
332,3,107560,2500
332,4,143410,3330
332,5,215120,5000
333,1,71720,1670
333,2,86060,2000
333,3,107570,2500
333,4,143430,3330
333,5,215150,5000
334,1,71730,1670
334,2,86070,2000
334,3,107590,2500
334,4,143460,3330
334,5,215180,5000
335,1,71740,1670
335,2,86090,2000
335,3,107610,2500
335,4,143480,3330
335,5,215220,5000
336,1,71760,1670
336,2,86110,2000
336,3,107630,2500
336,4,143510,3330
336,5,215270,5000
337,1,71770,1670
337,2,86130,2000
337,3,107660,2500
337,4,143540,3330
337,5,215310,5000
338,1,71790,1670
338,2,86150,2000
338,3,107690,2500
338,4,143580,3330
338,5,215370,5000
339,1,71810,1670
339,2,86170,2000
339,3,107720,2500
339,4,143620,3330
339,5,215430,5000
340,1,71830,1670
340,2,86200,2000
340,3,107750,2500
340,4,143670,3330
340,5,215500,5000
341,1,71860,1670
341,2,86230,2000
341,3,107790,2500
341,4,143720,3330
341,5,215580,5000
342,1,71890,1670
342,2,86260,2000
342,3,107830,2500
342,4,143770,3330
342,5,215660,5000
343,1,71920,1670
343,2,86300,2000
343,3,107880,2500
343,4,143840,3330
343,5,215750,5000
344,1,71950,1670
344,2,86340,2000
344,3,107930,2500
344,4,143900,3330
344,5,215850,5000
345,1,71990,1670
345,2,86390,2000
345,3,107980,2500
345,4,143980,3330
345,5,215970,5000
346,1,72030,1670
346,2,86430,2000
346,3,108040,2500
346,4,144060,3330
346,5,216090,5000
347,1,72070,1670
347,2,86490,2000
347,3,108110,2500
347,4,144150,3330
347,5,216220,5000
348,1,72120,1670
348,2,86540,2000
348,3,108180,2500
348,4,144240,3330
348,5,216360,5000
349,1,72170,1670
349,2,86610,2000
349,3,108260,2500
349,4,144340,3330
349,5,216520,5000
350,1,72230,1670
350,2,86670,2000
350,3,108340,2500
350,4,144460,3330
350,5,216680,5000
351,1,72290,1670
351,2,86750,2000
351,3,108430,2500
351,4,144580,3330
351,5,216870,5000
352,1,72350,1670
352,2,86820,2000
352,3,108530,2500
352,4,144710,3330
352,5,217060,5000
353,1,72420,1670
353,2,86910,2000
353,3,108630,2500
353,4,144850,3330
353,5,217270,5000
354,1,72500,1670
354,2,87000,2000
354,3,108750,2500
354,4,145000,3330
354,5,217490,5000
355,1,72580,1670
355,2,87090,2000
355,3,108870,2500
355,4,145160,3330
355,5,217730,5000
356,1,72660,1670
356,2,87200,2000
356,3,109000,2500
356,4,145330,3330
356,5,217990,5000
357,1,72760,1670
357,2,87310,2000
357,3,109130,2500
357,4,145510,3330
357,5,218270,5000
358,1,72850,1670
358,2,87420,2000
358,3,109280,2500
358,4,145710,3330
358,5,218560,5000
359,1,72960,1670
359,2,87550,2000
359,3,109440,2500
359,4,145920,3330
359,5,218870,5000
360,1,73070,1670
360,2,87680,2000
360,3,109600,2500
360,4,146140,3330
360,5,219210,5000
361,1,73190,1670
361,2,87820,2000
361,3,109780,2500
361,4,146370,3330
361,5,219560,5000
362,1,73310,1670
362,2,87970,2000
362,3,109970,2500
362,4,146620,3330
362,5,219930,5000
363,1,73440,1670
363,2,88130,2000
363,3,110170,2500
363,4,146890,3330
363,5,220330,5000
364,1,73580,1670
364,2,88300,2000
364,3,110380,2500
364,4,147170,3330
364,5,220750,5000
365,1,73730,1670
365,2,88480,2000
365,3,110600,2500
365,4,147470,3330
365,5,221200,5000
366,1,73890,1670
366,2,88670,2000
366,3,110840,2500
366,4,147780,3330
366,5,221670,5000
367,1,74060,1670
367,2,88870,2000
367,3,111080,2500
367,4,148110,3330
367,5,222170,5000
368,1,74230,1670
368,2,89080,2000
368,3,111350,2500
368,4,148460,3330
368,5,222690,5000
369,1,74420,1670
369,2,89300,2000
369,3,111620,2500
369,4,148830,3330
369,5,223250,5000
370,1,74610,1670
370,2,89530,2000
370,3,111910,2500
370,4,149220,3330
370,5,223830,5000
371,1,74810,1670
371,2,89780,2000
371,3,112220,2500
371,4,149630,3330
371,5,224440,5000
372,1,75030,1670
372,2,90030,2000
372,3,112540,2500
372,4,150050,3330
372,5,225080,5000
373,1,75250,1670
373,2,90300,2000
373,3,112880,2500
373,4,150500,3330
373,5,225760,5000
374,1,75490,1670
374,2,90590,2000
374,3,113230,2500
374,4,150980,3330
374,5,226460,5000
375,1,75740,1670
375,2,90880,2000
375,3,113600,2500
375,4,151470,3330
375,5,227210,5000
376,1,75990,1670
376,2,91190,2000
376,3,113990,2500
376,4,151990,3330
376,5,227980,5000
377,1,76270,1670
377,2,91520,2000
377,3,114400,2500
377,4,152530,3330
377,5,228800,5000
378,1,76550,1670
378,2,91860,2000
378,3,114830,2500
378,4,153100,3330
378,5,229650,5000
379,1,76850,1670
379,2,92220,2000
379,3,115270,2500
379,4,153690,3330
379,5,230540,5000
380,1,77160,1670
380,2,92590,2000
380,3,115740,2500
380,4,154320,3330
380,5,231470,5000
381,1,77480,1670
381,2,92980,2000
381,3,116220,2500
381,4,154960,3330
381,5,232450,5000
382,1,77820,1670
382,2,93380,2000
382,3,116730,2500
382,4,155640,3330
382,5,233460,5000
383,1,78170,1670
383,2,93810,2000
383,3,117260,2500
383,4,156340,3330
383,5,234520,5000
384,1,78540,1670
384,2,94250,2000
384,3,117810,2500
384,4,157080,3330
384,5,235620,5000
385,1,78920,1670
385,2,94710,2000
385,3,118380,2500
385,4,157850,3330
385,5,236770,5000
386,1,79320,1670
386,2,95190,2000
386,3,118980,2500
386,4,158640,3330
386,5,237960,5000
387,1,79740,1670
387,2,95680,2000
387,3,119600,2500
387,4,159470,3330
387,5,239210,5000
388,1,80170,1670
388,2,96200,2000
388,3,120250,2500
388,4,160340,3330
388,5,240500,5000
389,1,80620,1670
389,2,96740,2000
389,3,120920,2500
389,4,161230,3330
389,5,241850,5000
390,1,81080,1670
390,2,97300,2000
390,3,121620,2500
390,4,162160,3330
390,5,243250,5000
391,1,81570,1670
391,2,97880,2000
391,3,122350,2500
391,4,163130,3330
391,5,244700,5000
392,1,82070,1670
392,2,98480,2000
392,3,123100,2500
392,4,164140,3330
392,5,246200,5000
393,1,82590,1670
393,2,99110,2000
393,3,123880,2500
393,4,165180,3330
393,5,247770,5000
394,1,83130,1670
394,2,99760,2000
394,3,124690,2500
394,4,166260,3330
394,5,249390,5000
395,1,83690,1670
395,2,100430,2000
395,3,125530,2500
395,4,167380,3330
395,5,251070,5000
396,1,84270,1670
396,2,101120,2000
396,3,126410,2500
396,4,168540,3330
396,5,252810,5000
397,1,84870,1670
397,2,101850,2000
397,3,127310,2500
397,4,169740,3330
397,5,254610,5000
398,1,85490,1670
398,2,102590,2000
398,3,128240,2500
398,4,170990,3330
398,5,256480,5000
399,1,86140,1670
399,2,103370,2000
399,3,129210,2500
399,4,172280,3330
399,5,258410,5000
400,1,86800,1670
400,2,104170,2000
400,3,130210,2500
400,4,173610,3330
400,5,260410,5000
401,1,87490,1670
401,2,104990,2000
401,3,131240,2500
401,4,174990,3330
401,5,262480,5000
402,1,88210,1670
402,2,105850,2000
402,3,132310,2500
402,4,176410,3330
402,5,264620,5000
403,1,88940,1670
403,2,106730,2000
403,3,133410,2500
403,4,177890,3330
403,5,266830,5000
404,1,89700,1670
404,2,107640,2000
404,3,134550,2500
404,4,179410,3330
404,5,269110,5000
405,1,90490,1670
405,2,108590,2000
405,3,135730,2500
405,4,180980,3330
405,5,271470,5000
406,1,91300,1670
406,2,109560,2000
406,3,136950,2500
406,4,182600,3330
406,5,273900,5000
407,1,92140,1670
407,2,110560,2000
407,3,138200,2500
407,4,184270,3330
407,5,276410,5000
408,1,93000,1670
408,2,111600,2000
408,3,139500,2500
408,4,186000,3330
408,5,279000,5000
409,1,93890,1670
409,2,112670,2000
409,3,140830,2500
409,4,187780,3330
409,5,281670,5000
410,1,94810,1670
410,2,113770,2000
410,3,142210,2500
410,4,189610,3330
410,5,284420,5000
411,1,95750,1670
411,2,114900,2000
411,3,143630,2500
411,4,191500,3330
411,5,287260,5000
412,1,96730,1670
412,2,116070,2000
412,3,145090,2500
412,4,193450,3330
412,5,290180,5000
413,1,97730,1670
413,2,117280,2000
413,3,146600,2500
413,4,195460,3330
413,5,293190,5000
414,1,98760,1670
414,2,118520,2000
414,3,148150,2500
414,4,197530,3330
414,5,296290,5000
415,1,99830,1670
415,2,119790,2000
415,3,149740,2500
415,4,199660,3330
415,5,299480,5000
416,1,100920,1670
416,2,121110,2000
416,3,151380,2500
416,4,201850,3330
416,5,302770,5000
417,1,102050,1670
417,2,122460,2000
417,3,153070,2500
417,4,204100,3330
417,5,306150,5000
418,1,103210,1670
418,2,123850,2000
418,3,154810,2500
418,4,206420,3330
418,5,309630,5000
419,1,104400,1670
419,2,125280,2000
419,3,156600,2500
419,4,208800,3330
419,5,313200,5000
420,1,105630,1670
420,2,126750,2000
420,3,158440,2500
420,4,211250,3330
420,5,316880,5000
421,1,106880,1670
421,2,128260,2000
421,3,160330,2500
421,4,213770,3330
421,5,320650,5000
422,1,108180,1670
422,2,129810,2000
422,3,162270,2500
422,4,216360,3330
422,5,324530,5000
