Id,EffectType,EffectParam,EffectGrowth1,EffectGrowth2,PointCount
7203721,74,"0,0",,,
720391,84,,,,
720441,44,"0,0,15000,150000",,,
720451,4,"2000,2000",,,
720451,3,"2000,2000",,,
720451,127,3000,,,
720461,125,,,,
720472,74,,,,
720482,128,,,,
720511,84,,,,
720541,84,,,,
720551,84,,,,
720561,84,,,,
600,125,,,,
741141,74,,,,
741171,74,,,,
741191,84,,,,
7411911,74,,,,
7411911,27,"-8000,-8000",1,1,
7411911,23,"-6200,-6200",1,1,
7411911,24,"-6200,-6200",1,1,
7411912,73,,,,
601391,7,"-5000,-5000",,,
601402,31,"-5000,-5000",,,
601412,43,"0,0,50000,50000",,,
601441,44,"0,0,50000,50000",,,
601462,74,,,,
601472,74,,,,
601612,74,,,,
601622,62,"-7000,-7000",,,
601622,7,"-5000,-5000",,,
601642,43,"100,100,15000,15000",1.5,1.5,
50074,1,"-1000,-1000",1,1,
50074,2,"-1000,-1000",1,1,
74096,29,"-8000,-8000",1,1,
74097,23,"2000,2000",1,1,
74098,24,"2000,2000",1,1,
910245,1,"1500,1500",1,1,
910245,2,"1500,1500",1,1,
910246,58,"3000,3000",1,1,
910247,60,"3000,3000",1,1,
910248,21,"2000,2000",1,1,
910248,22,"2000,2000",1,1,
910249,21,"2000,2000",1,1,
910249,22,"2000,2000",1,1,
910250,1,"1500,1500",1,1,
910250,2,"1500,1500",1,1,
910251,9,"300,300",1,1,
910252,58,"3000,3000",1,1,
910253,21,"2000,2000",1,1,
910253,22,"2000,2000",1,1,
910254,1,"1500,1500",1,1,
910254,2,"1500,1500",1,1,
910255,58,"3000,3000",1,1,
910256,115,"701,0",1,1,
910257,115,"702,0",1,1,
910258,115,"703,0",1,1,
910259,115,"704,0",1,1,
602,74,,,,
602,73,,,,
800000,84,,,,
801043,133,"20000,20000",1,1,
801044,115,"8010441,0",1,1,
801045,55,,,,
801046,115,"8010461,0",1,1,
8010461,3,"3000,3000",1,1,
8010461,4,"3000,3000",1,1,
8010461,23,"3000,3000",1,1,
8010461,24,"3000,3000",1,1,
801047,74,,,,
801048,3,"2500,2500",1,1,
801048,4,"2500,2500",1,1,
801048,7,"4000,4000",1,1,
93506,3,"2000,2000",1,1,
93506,4,"2000,2000",1,1,
93506,23,"3000,3000",1,1,
93506,24,"3000,3000",1,1,
93506,7,"3000,3000",1,1,
93506,62,"2000,2000",1,1,
94409,3,"3000,3000",1,1,
94409,4,"3000,3000",1,1,
94409,23,"3000,3000",1,1,
94409,24,"3000,3000",1,1,
94409,7,"3000,3000",1,1,
94409,62,"2000,2000",1,1,
805004,43,"10000,10000,1",1,1,
411005,23,"-800,-800",1,1,
411005,24,"-800,-800",1,1,
411010,74,,,,
411010,23,"-6000,-6000",,,
411010,24,"-6000,-6000",,,
411010,52,"20000,20000",,,
411011,43,"0,0,100000,100000",,,
411011,44,"0,0,100000,100000",,,
411018,3,"1300,1300",,,
411018,4,"1300,1300",,,
411018,23,"-1500,-1500",,,
411018,24,"-1500,-1500",,,
411018,7,"1500,1500",1,1,
411018,62,"1500,1500",1,1,
411019,125,,,,
411036,3,"1500,1500",1,1,
411036,4,"1500,1500",1,1,
411036,23,"4000,4000",1,1,
411036,24,"4000,4000",1,1,
411036,7,"3000,3000",1,1,
411036,62,"6500,6500",1,1,
411037,3,"2500,2500",1,1,
411037,4,"2500,2500",1,1,
411037,23,"7000,7000",1,1,
411037,24,"7000,7000",1,1,
411037,7,"3000,3000",1,1,
411037,62,"6500,6500",1,1,
411038,3,"3500,3500",1,1,
411038,4,"3500,3500",1,1,
411038,23,"10000,10000",1,1,
411038,24,"10000,10000",1,1,
411038,7,"3000,3000",1,1,
411038,62,"6500,6500",1,1,
412005,23,"-800,-800",1,1,
412005,24,"-800,-800",1,1,
412010,74,,,,
412010,23,"-6000,-6000",,,
412010,24,"-6000,-6000",,,
412010,52,"20000,20000",,,
412011,43,"0,0,100000,100000",,,
412011,44,"0,0,100000,100000",,,
412018,3,"1300,1300",,,
412018,4,"1300,1300",,,
412018,23,"-1500,-1500",,,
412018,24,"-1500,-1500",,,
412018,7,"1500,1500",1,1,
412018,62,"1500,1500",1,1,
412019,125,,,,
412036,3,"1500,1500",1,1,
412036,4,"1500,1500",1,1,
412036,23,"4000,4000",1,1,
412036,24,"4000,4000",1,1,
412036,7,"3000,3000",1,1,
412036,62,"6500,6500",1,1,
412037,3,"2500,2500",1,1,
412037,4,"2500,2500",1,1,
412037,23,"7000,7000",1,1,
412037,24,"7000,7000",1,1,
412037,7,"3000,3000",1,1,
412037,62,"6500,6500",1,1,
412038,3,"3500,3500",1,1,
412038,4,"3500,3500",1,1,
412038,23,"10000,10000",1,1,
412038,24,"10000,10000",1,1,
412038,7,"3000,3000",1,1,
412038,62,"6500,6500",1,1,
413002,3,"1000,1000",1,1,
413002,4,"1000,1000",1,1,
413002,7,"2500,2500",1,1,
413005,23,"-800,-800",1,1,
413005,24,"-800,-800",1,1,
413010,74,,,,
413010,23,"-6000,-6000",,,
413010,24,"-6000,-6000",,,
413010,52,"20000,20000",,,
413011,43,"0,0,100000,100000",,,
413011,44,"0,0,100000,100000",,,
413013,43,"0,0,7500,7500",,,
413013,44,"0,0,7500,7500",,,
413013,62,"-2000,-2000",,,
413016,55,,,,
413016,56,,,,
4130212,55,,,,
4130212,99,"10000,10000",,,
4130213,74,"0,0",,,
413018,3,"1300,1300",,,
413018,4,"1300,1300",,,
413018,23,"-1500,-1500",,,
413018,24,"-1500,-1500",,,
413018,7,"1500,1500",1,1,
413018,62,"1500,1500",1,1,
413019,125,,,,
413019,3,"2000,2000",,,
413019,4,"2000,2000",,,
413019,7,"3000,3000",1,1,
413019,62,"3000,3000",1,1,
4130272,84,,,,
413035,55,,,,
413035,99,,,,
413036,3,"1500,1500",1,1,
413036,4,"1500,1500",1,1,
413036,23,"4000,4000",1,1,
413036,24,"4000,4000",1,1,
413036,7,"3000,3000",1,1,
413036,62,"6500,6500",1,1,
413037,3,"2500,2500",1,1,
413037,4,"2500,2500",1,1,
413037,23,"7000,7000",1,1,
413037,24,"7000,7000",1,1,
413037,7,"3000,3000",1,1,
413037,62,"6500,6500",1,1,
413038,3,"3500,3500",1,1,
413038,4,"3500,3500",1,1,
413038,23,"10000,10000",1,1,
413038,24,"10000,10000",1,1,
413038,7,"3000,3000",1,1,
413038,62,"6500,6500",1,1,
413041,74,,,,
413041,23,"-6000,-6000",,,
413041,24,"-6000,-6000",,,
414002,3,"1000,1000",1,1,
414002,4,"1000,1000",1,1,
414002,7,"2500,2500",1,1,
414005,23,"-800,-800",1,1,
414005,24,"-800,-800",1,1,
414010,74,,,,
414010,23,"-6000,-6000",,,
414010,24,"-6000,-6000",,,
414010,52,"20000,20000",,,
414011,43,"0,0,100000,100000",,,
414011,44,"0,0,100000,100000",,,
414013,43,"0,0,7500,7500",,,
414013,44,"0,0,7500,7500",,,
414013,62,"-2000,-2000",,,
414016,55,,,,
414016,56,,,,
414018,3,"1300,1300",,,
414018,4,"1300,1300",,,
414018,23,"-1500,-1500",,,
414018,24,"-1500,-1500",,,
414018,7,"1500,1500",1,1,
414018,62,"1500,1500",1,1,
414019,125,,,,
414019,3,"2000,2000",,,
414019,4,"2000,2000",,,
414019,7,"3000,3000",1,1,
414019,62,"3000,3000",1,1,
414036,3,"1500,1500",1,1,
414036,4,"1500,1500",1,1,
414036,23,"4000,4000",1,1,
414036,24,"4000,4000",1,1,
414036,7,"3000,3000",1,1,
414036,62,"6500,6500",1,1,
414037,3,"2500,2500",1,1,
414037,4,"2500,2500",1,1,
414037,23,"7000,7000",1,1,
414037,24,"7000,7000",1,1,
414037,7,"3000,3000",1,1,
414037,62,"6500,6500",1,1,
414038,3,"3500,3500",1,1,
414038,4,"3500,3500",1,1,
414038,23,"10000,10000",1,1,
414038,24,"10000,10000",1,1,
414038,7,"3000,3000",1,1,
414038,62,"6500,6500",1,1,
414041,74,,,,
414041,23,"-6000,-6000",,,
414041,24,"-6000,-6000",,,
414043,56,,,,
414045,55,,,,
414045,7,"2500,2500",,,
414045,62,"5000,5000",,,
4010062,74,,,,
4010202,84,,,,
401021,84,,,,
401026,84,,,,
401009,84,,,,
401010,84,,,,
401011,74,,,,
401013,84,,,,
401014,84,,,,
401015,84,,,,
4020012,84,"2500,2500",,,
4010351,74,,,,
4020101,62,"-10000,-10000",,,
401000,1,"1500,1500",1,1,
401000,2,"1500,1500",1,1,
4011032,74,,,,
4011042,115,401102,,,
4011022,115,401109,,,
4011043,44,"5000,5000",,,
4011092,74,,,,
4012022,84,,,,
4012051,74,,,,
4012061,84,,,,
401217,74,,,,
401218,74,,,,
4012082,115,401201,,,
401211,3,"3000,3000",1,1,
401211,4,"3000,3000",1,1,
401211,23,"20000,20000",1,1,
401211,24,"20000,20000",1,1,
401211,7,"4000,4000",1,1,
401211,62,"4500,4500",1,1,
9902011,167,0,,,
9902012,167,0,,,
9902013,167,0,,,
9902014,167,0,,,
9903011,167,2,,,
9903012,167,2,,,
9903013,167,2,,,
9903014,167,2,,,
420001,175,"5, 0",,,
420002,175,"6, 0",,,
420003,175,"7, 0",,,
420004,175,"8, 0",,,
420005,175,"9, 0",,,
420006,175,"10, 0",,,
420007,175,"35, 0",,,
420008,175,"36, 0",,,
420009,175,"37, 0",,,
420010,175,"38, 0",,,
420011,175,"39, 0",,,
420012,175,"40, 0",,,
420013,175,"65, 0",,,
420014,175,"66, 0",,,
420015,175,"67, 0",,,
420016,175,"68, 0",,,
420017,175,"69, 0",,,
420018,175,"70, 0",,,
420019,175,"95, 0",,,
420020,175,"96, 0",,,
420021,175,"97, 0",,,
420022,175,"98, 0",,,
420023,175,"99, 0",,,
420024,175,"100, 0",,,
1000000,116,"204, 1",1,1,
1000001,116,"205, 1",1,1,
1000002,116,"206, 1",1,1,
730223,115,"73024,  0",,,
730233,84,,,,
731211,33,"-2000,-2000",,,
731211,34,"-2000,-2000",,,
731211,23,"-3000,-3000",,,
731211,24,"-3000,-3000",,,
731221,33,"-1000,-1000",,,
731221,34,"-1000,-1000",,,
731221,23,"-1500,-1500",,,
731221,24,"-1500,-1500",,,
731231,33,"0,0",,,
731231,34,"0,0",,,
731241,33,"2000,2000",,,
731241,34,"2000,2000",,,
731241,7,"1000,1000",,,
731241,62,"2000,2000",,,
731251,33,"5000,5000",,,
731251,34,"5000,5000",,,
731251,7,"2000,2000",,,
731251,62,"3500,3500",,,
731261,33,"10000,10000",,,
731261,34,"10000,10000",,,
731261,7,"3000,3000",,,
731261,62,"5000,5000",,,
731361,115,"73140,0",,,
731391,23,"-2000,-2000",,,
731391,24,"-2000,-2000",,,
730271,74,,,,
730281,56,,,,
730281,55,,,,
730281,74,,,,
730222,74,,,,
730222,115,"73029,  0",,,
730232,74,,,,
730232,115,"73030,  0",,,
731412,23,"-500, -500",,,
731412,24,"-500, -500",,,
731461,56,,,,
731471,115,"73024,  0",,,
810000001,89,"1000,1000",,,
810000002,89,"2000,2000",,,
810000003,89,"3000,3000",,,
810000004,89,"4000,4000",,,
810000005,89,"5000,5000",,,
810000006,89,"6000,6000",,,
810000007,89,"7000,7000",,,
810000008,89,"8000,8000",,,
810000009,89,"9000,9000",,,
810000010,89,"10000,10000",,,
810000101,57,"1000,1000",,,
810000102,57,"2000,2000",,,
810000103,57,"3000,3000",,,
810000104,57,"4000,4000",,,
810000105,57,"5000,5000",,,
810000106,57,"6000,6000",,,
810000107,57,"7000,7000",,,
810000108,57,"8000,8000",,,
810000109,57,"9000,9000",,,
810000110,57,"10000,10000",,,
810000201,120,"1000,1000",,,
810000202,120,"2000,2000",,,
810000203,120,"3000,3000",,,
810000204,120,"4000,4000",,,
810000205,120,"5000,5000",,,
810000206,120,"6000,6000",,,
810000207,120,"7000,7000",,,
810000208,120,"8000,8000",,,
810000209,120,"9000,9000",,,
810000210,120,"10000,10000",,,
810000301,87,"1000,1000",,,
810000302,87,"2000,2000",,,
810000303,87,"3000,3000",,,
810000304,87,"4000,4000",,,
810000305,87,"5000,5000",,,
810000306,87,"6000,6000",,,
810000307,87,"7000,7000",,,
810000308,87,"8000,8000",,,
810000309,87,"9000,9000",,,
810000310,87,"10000,10000",,,
30910245,1,"1500,1500",1,1,
30910245,2,"1500,1500",1,1,
30910246,58,"3000,3000",1,1,
30910247,60,"3000,3000",1,1,
30910248,21,"2000,2000",1,1,
30910248,22,"2000,2000",1,1,
30910251,9,"300,300",1,1,
