Id,GroupId,PortraitTexture,Duration,Delay,Sound,GuideOnly
2386,577,Icon_MonsterCore_PortraitSpirit,2,0,,0
2387,578,WarehouseKeeper_01_02,3,0,,0
2388,578,WarehouseKeeper_01_02,3,0,,0
2389,579,WarehouseKeeper_01_02,2,2,,0
2390,579,WarehouseKeeper_01_02,3,2,,0
2391,579,WarehouseKeeper_01_02,2,4,,0
2392,579,WarehouseKeeper_01_02,3,2,,0
2393,580,WarehouseKeeper_01_02,3,0,,0
2394,580,WarehouseKeeper_01_02,2,0,,0
2395,580,WarehouseKeeper_01_02,3,0,,0
2396,581,WarehouseKeeper_01_02,2,2,,0
2397,581,WarehouseKeeper_01_02,3,4,,0
2398,581,WarehouseKeeper_01_02,2,2,,0
2399,581,WarehouseKeeper_01_02,3,4,,0
2400,581,WarehouseKeeper_01_02,3,2,,0
2401,582,Resident_04_03,2,0,,0
2402,582,Resident_04_03,2,0,,0
2403,583,Resident_04_03,3,0,,0
2404,584,ItemMerchant_01,3,0,,0
2405,584,Resident_04_03,4,0,,0
2406,585,Icon_MonsterCore_TurekOrcGeneral,3,0,,0
2407,585,Resident_04_03,4,0,,0
474,602,WarehouseKeeper,2,2,,0
475,603,Teleporter_01_02,2,1,,0
476,603,Teleporter_01_02,2,1,,0
477,603,Teleporter_01_02,2,2,,0
478,603,Teleporter_01_02,2,1,,0
479,603,Teleporter_01_02,2,1,,0
480,603,Teleporter_01_02,2,1,,0
481,603,Teleporter_01_02,2,0,,0
487,605,HardinsFollower,3,2,,0
488,605,HardinsFollower,3,1,,0
489,605,HardinsFollower,3,1,,0
490,605,HardinsFollower,3,1,,0
491,605,HardinsFollower,3,0,,0
492,605,HardinsFollower,3,2,,0
493,606,Resident_02_02,2,1,,0
494,606,Resident_02_02,2,1,,0
495,606,Resident_02_02,2,1,,0
498,608,Resident_02_02,2,1,,0
499,608,Resident_02_02,2,1,,0
500,609,Resident_02_02,3,1,,0
501,609,Resident_02_02,3,,,0
502,609,Resident_02_02,2,,,0
503,609,Resident_02_02,2,,,0
510,612,Icon_MonsterCore_MysticalWeaver,2,1,,0
511,612,Resident_03_02,2,1,,0
1205,612,Icon_MonsterCore_MysticalWeaver,2,1,,0
1206,612,Resident_03_02,2,1,,0
1207,612,Resident_03_02,2,1,,0
1208,612,Resident_03_02,2,1,,0
512,613,WarehouseKeeper_01_03,2,1,,0
513,613,WarehouseKeeper_01_03,2,1,,0
514,614,WarehouseKeeper_01_03,2,,,0
515,614,WarehouseKeeper_01_03,3,3,,0
520,616,WarehouseKeeper_01_03,2,1,,0
521,616,WarehouseKeeper_01_03,2,1,,0
522,616,WarehouseKeeper_01_03,2,1,,0
1209,619,Icon_MonsterCore_Werewolf,2,1,,0
1210,619,Resident_03_02,2,1,,0
1211,619,Resident_03_02,2,1,,0
1212,620,Icon_MonsterCore_Werewolf,2,1,,0
1213,620,Resident_03_02,2,1,,0
1214,620,Icon_MonsterCore_MysticalWeaver,2,1,,0
1215,620,Resident_03_02,2,1,,0
1216,621,Icon_MonsterCore_MysticalWeaver,2,1,,0
1217,621,Resident_03_02,2,1,,0
1218,621,Icon_MonsterCore_MysticalWeaver,2,1,,0
1219,621,Resident_03_02,2,1,,0
1220,622,Icon_MonsterCore_DeathFire,2,1,,0
1221,622,Icon_MonsterCore_DeathFire,2,0,,0
1222,623,Resident_02_02,4,0,,0
1223,623,Icon_MonsterCore_DeathFire,2,1,,0
1224,623,Icon_MonsterCore_DeathFire,2,0,,0
1225,623,Icon_MonsterCore_DeathFire,2,0,,0
1226,624,DarkAssociation_01_02,2,1,,0
1227,625,DarkAssociation_01_02,3,1,,0
1228,625,DarkAssociation_01_02,3,0,,0
1229,625,DarkAssociation_01_02,3,0,,0
1230,625,DarkAssociation_01_02,3,0,,0
1232,626,Icon_MonsterCore_AntSoldier,2,1,,0
1233,626,Teleporter_01_02,2,1,,0
1234,626,Teleporter_01_02,2,0,,0
1235,627,Teleporter_01_02,2,0,,0
1236,627,WarehouseKeeper_01_03,2,0,,0
1237,627,WarehouseKeeper_01_03,2,0,,0
1238,627,WarehouseKeeper_01_03,2,0,,0
1239,627,Teleporter_01_02,2,0,,0
1240,627,Teleporter_01_02,2,0,,0
1241,628,Icon_MonsterCore_OlMahumScout,2,1,,0
1242,628,WarehouseKeeper_01_03,2,1,,0
1243,628,Icon_MonsterCore_OlMahumScout,2,0,,0
1244,628,WarehouseKeeper_01_03,2,1,,0
1245,629,Icon_MonsterCore_OlMahumChampion,2,1,,0
1246,629,Icon_MonsterCore_OlMahumChampion,2,0,,0
1247,630,Icon_MonsterCore_OlMahumChampion,2,1,,0
1248,630,Icon_MonsterCore_OlMahumChampion,2,0,,0
1249,631,DarkAssociation_01_02,2,1,,0
1250,631,CatTheCat_01_03,2,1,,0
1251,632,DarkAssociation_01_02,2,1,,0
1252,632,HardinsFollower,2,,,0
1253,632,DarkAssociation_01_02,3,,,0
1331,633,Resident_05_02,2,,,0
1332,633,Resident_05_02,2,,,0
1333,634,Resident_05_02,2,,,0
1334,643,Resident_05_02,2,,,0
1335,635,Resident_05_02,2,,,0
1336,636,Resident_05_02,2,,,0
1629,636,Icon_MonsterCore_OlMahumGeneral,2,,,0
1630,636,Icon_MonsterCore_OlMahumGeneral,2,,,0
1337,637,Magician_01_03,2,,,0
1338,637,Magician_01_03,2,,,0
1339,637,Magician_01_03,2,,,0
1340,638,Magician_01_03,2,,,0
1341,638,Magician_01_03,2,,,0
1342,638,Magician_01_03,2,,,0
1343,639,Magician_01_03,2,,,0
1344,639,Magician_01_03,2,,,0
1345,639,Magician_01_03,2,,,0
1346,640,Magician_01_03,2,,,0
1347,640,Magician_01_03,2,,,0
1672,644,Teleporter_01_02,2,,,0
1673,645,DarkAssociation_01_02,3,,,0
2129,646,Teleporter_01,3,0,,0
2130,646,Teleporter_01,3,0,,0
2131,647,Teleporter_01,3,0,,0
2132,647,Teleporter_01,2,0,,0
2133,648,Teleporter_01,2,0,,0
2134,648,Teleporter_01,2,0,,0
2135,649,Icon_MonsterCore_HuskCrawler,2,0,,0
2136,649,Teleporter_01,2,0,,0
2137,649,Icon_MonsterCore_HuskCrawler,2,0,,0
2138,649,Teleporter_01,2,0,,0
2139,649,Icon_MonsterCore_HuskCrawler,2,0,,0
2140,650,Teleporter_01,3,0,,0
2141,650,Teleporter_01,2,0,,0
2142,650,Teleporter_01,3,0,,0
2143,651,WarehouseKeeper_01_02,3,0,,0
2144,651,WarehouseKeeper_01_02,3,0,,0
2145,652,WarehouseKeeper_01_02,3,0,,0
2146,653,WarehouseKeeper_01_02,3,0,,0
2147,654,WarehouseKeeper_01_02,2,0,,0
2148,654,WarehouseKeeper_01_02,2,0,,0
2149,655,WarehouseKeeper_01_02,3,0,,0
2150,655,WarehouseKeeper_01_02,2,0,,0
2151,655,WarehouseKeeper_01_02,2,0,,0
2152,656,WarehouseKeeper_01_02,2,0,,0
2153,656,WarehouseKeeper_01_02,2,0,,0
2154,656,WarehouseKeeper_01_02,3,0,,0
2155,657,SmeltingMerchant_01_02,2,0,,0
2156,657,SmeltingMerchant_01_02,2,0,,0
2157,658,CityGuard_01_02,2,0,,0
2158,658,CityGuard_01_02,2,0,,0
2159,659,CityGuard_01_02,3,0,,0
2160,660,Icon_MonsterCore_SkeletonChaser,2,0,,0
2161,660,Icon_MonsterCore_SkeletonChaser,3,0,,0
2162,661,SmeltingMerchant_01_02,3,0,,0
2163,661,SmeltingMerchant_01_02,3,0,,0
2164,662,SmeltingMerchant_01_02,3,0,,0
2165,663,SmeltingMerchant_01_02,2,0,,0
2166,663,SmeltingMerchant_01_02,3,0,,0
2167,664,SmeltingMerchant_01_02,3,0,,0
2170,666,SmeltingMerchant_01_02,2,0,,0
2171,666,SmeltingMerchant_01_02,3,0,,0
2172,667,Noble_03,2,0,,0
2173,667,Noble_03,3,0,,0
2174,668,Noble_03,3,0,,0
2175,669,Noble_03,3,0,,0
2176,669,Noble_03,2,0,,0
2177,670,Noble_03,2,0,,0
2178,670,Noble_03,3,0,,0
2179,671,Noble_03,2,0,,0
2180,683,Noble_03,3,0,,0
2181,672,WarehouseKeeper_01_02,2,0,,0
2182,672,WarehouseKeeper_01_02,3,0,,0
2183,684,WarehouseKeeper_01_02,2,0,,0
2184,684,WarehouseKeeper_01_02,2,0,,0
2185,673,WarehouseKeeper_01_02,3,0,,0
2186,673,WarehouseKeeper_01_02,3,0,,0
2187,674,SmeltingMerchant_01_03,2,0,,0
2188,674,SmeltingMerchant_01_03,2,0,,0
2189,675,Icon_MonsterCore_OlMahumScout,2,0,,0
2190,675,Icon_MonsterCore_OlMahumScout,2,0,,0
2191,676,SmeltingMerchant_01_03,2,0,,0
2192,676,SmeltingMerchant_01_03,2,0,,0
2193,677,Icon_MonsterCore_OlMahumScout,3,0,,0
2194,677,Icon_MonsterCore_OlMahumScout,2,0,,0
2195,678,Icon_MonsterCore_OlMahumChampion,3,0,,0
2196,678,Icon_MonsterCore_OlMahumChampion,2,0,,0
2197,678,Icon_MonsterCore_OlMahumChampion,2,0,,0
2198,679,Resident_05_02,2,0,,0
2199,679,Resident_05_02,3,0,,0
2200,680,Resident_05_02,2,0,,0
2201,680,Resident_05_02,2,0,,0
2202,681,Icon_MonsterCore_OlMahumArcher,3,0,,0
2203,681,Resident_05_02,2,0,,0
2204,681,Icon_MonsterCore_OlMahumArcher,3,0,,0
2205,681,Resident_05_02,2,0,,0
2206,681,Icon_MonsterCore_OlMahumArcher,2,0,,0
2207,682,Icon_MonsterCore_OlMahumArcher,3,0,,0
2208,682,Icon_MonsterCore_OlMahumArcher,2,0,,0
3276,685,student,5,0,,0
3277,685,student,5,0,,0
3278,685,student,5,0,,0
3281,686,WarehouseKeeper_01_03,4,0,,0
3282,687,WarehouseKeeper_01_03,4,0,,0
3284,688,WarehouseKeeper_01_03,4,0,,0
3285,688,WarehouseKeeper_01_03,4,0,,0
3286,689,Resident_05,4,0,,0
3287,689,Resident_04,4,0,,0
3290,690,Resident_04,4,0,,0
3291,691,Resident_04,4,0,,0
3490,692,student,5,0,,0
3492,693,student,4,0,,0
3493,694,student,4,0,,0
3494,695,student,4,0,,0
3495,696,student,4,0,,0
3496,697,student,4,0,,0
3497,698,student,4,0,,0
3498,699,student,4,0,,0
526,701,Icon_MonsterCore_TurekOrcGeneral,2,2,,0
527,701,Officer_02_03,2,1,,0
528,702,CityGuard_01_03,3,,,0
529,702,CityGuard_01_03,3,,,0
530,702,CityGuard_01_03,3,2,,0
532,705,CityGuard_01_03,3,2,,0
533,705,CityGuard_01_03,3,,,0
534,705,CityGuard_01_03,3,1,,0
535,705,CityGuard_01_03,3,2,,0
536,705,CityGuard_01_03,3,,,0
537,705,CityGuard_01_03,3,3,,0
538,706,Icon_MonsterCore_TimakOrc,3,1,,0
1254,706,Icon_MonsterCore_TimakOrcArcher,3,,,0
539,707,ItemMerchant_01,3,1,,0
1255,707,Icon_MonsterCore_LetoLizardmanScout,3,,,0
540,708,LittleGirl_01_02,3,2,,0
541,708,LittleGirl_01_02,3,1,,0
542,708,LittleGirl_01_02,3,,,0
543,708,LittleGirl_01_02,3,,,0
544,708,LittleGirl_01_02,3,,,0
545,708,LittleGirl_01_02,3,,,0
546,708,LittleGirl_01_02,3,1,,0
547,709,Officer_01_03,3,1,,0
548,709,ItemMerchant_01,2,,,0
551,710,Icon_MonsterCore_LetoLizardmanWarrior,2,2,,0
552,710,CityGuard_01_03,2,1,,0
553,711,DarkAssociation_01_03,3,1,,0
554,711,DarkAssociation_01_03,3,,,0
555,711,DarkAssociation_01_03,2,,,0
556,712,Resident_02_03,2,2,,0
557,712,Resident_02_03,2,2,,0
558,713,DarkAssociation_01_02,3,1,,0
559,713,DarkAssociation_01_02,3,3,,0
561,715,HardinsFollower,3,2,,0
562,715,HardinsFollower,3,1,,0
563,715,HardinsFollower,3,1,,0
564,716,LittleGirl_01_02,2,1,,0
565,716,LittleGirl_01_02,2,,,0
566,717,Icon_MonsterCore_TimakOrcWarrior,2,1,,0
567,717,CityGuard_01_03,3,,,0
568,717,CityGuard_01_03,3,3,,0
569,718,LittleGirl_01_02,3,,,0
570,719,Icon_MonsterCore_LetoLizardmanWarrior,3,1,,0
571,719,Icon_MonsterCore_LetoLizardmanWarrior,3,1,,0
572,719,Icon_MonsterCore_LetoLizardmanWarrior,3,1,,0
573,720,Icon_MonsterCore_LetoLizardmanScout,3,1,,0
574,720,Icon_MonsterCore_LetoLizardmanScout,3,1,,0
575,720,Icon_MonsterCore_LetoLizardmanScout,3,1,,0
1631,720,Icon_MonsterCore_LetoLizardmanScout,3,1,,0
1256,722,Icon_MonsterCore_Shelob,3,1,,0
1290,723,Resident_02_03,3,1,,0
1291,723,Resident_02_03,3,0,,0
1293,724,Resident_02_03,3,0,,0
1295,725,Icon_MonsterCore_LetoLizardman,2.5,1,,0
1296,725,Icon_MonsterCore_LetoLizardman,2.5,1,,0
1297,725,Icon_MonsterCore_LetoLizardman,2.5,1,,0
1298,725,Icon_MonsterCore_LetoLizardman,2.5,1,,0
1300,726,Icon_MonsterCore_LetoLizardman,2.5,0,,0
1301,726,Icon_MonsterCore_LetoLizardmanWarrior,2.5,0,,0
1302,726,Icon_MonsterCore_LetoLizardman,2.5,0,,0
1303,726,Icon_MonsterCore_LetoLizardmanWarrior,2.5,1,,0
1304,727,Icon_MonsterCore_LetoLizardman,2.5,0,,0
1305,727,Icon_MonsterCore_LetoLizardman,2.5,0,,0
1306,727,Icon_MonsterCore_LetoLizardman,2.5,1,,0
1307,728,Noble_03_02,3,3,,0
1308,728,Noble_03_02,3,1,,0
1309,728,Noble_03_02,3,1,,0
1310,729,Noble_03_02,2.5,0,,0
1578,729,Noble_03_02,2,0,,0
1579,730,Icon_MonsterCore_LetoLizardmanWarrior,2.5,0,,0
1580,730,Icon_MonsterCore_LetoLizardmanWarrior,2.5,0,,0
1581,730,Icon_MonsterCore_LetoLizardmanWarrior,2.5,2,,0
1632,731,Noble_03_02,2.5,0,,0
1633,731,Noble_03_02,2.5,0,,0
1634,732,Icon_MonsterCore_LetoLizardmanScout,2.5,1,,0
1635,732,WarehouseKeeper,2.5,0,,0
1636,732,Icon_MonsterCore_LetoLizardman,2.5,0,,0
1637,732,Icon_MonsterCore_LetoLizardmanScout,2.5,0,,0
1638,733,WarehouseKeeper,3.5,0,,0
1639,734,Icon_MonsterCore_LetoLizardmanShaman,2.5,0,,0
1640,734,Noble_03_02,2.5,0,,0
1641,734,Icon_MonsterCore_LetoLizardmanShaman,2.5,0,,0
1642,734,Noble_03_02,2,0,,0
1643,735,Noble_03_02,2.5,0,,0
1644,735,Icon_MonsterCore_LetoLizardmanShaman,2.5,0,,0
1645,735,Noble_03_02,2,0,,0
1646,735,Noble_03_02,2.5,0,,0
1647,735,Icon_MonsterCore_LetoLizardmanShaman,2.5,0,,0
1648,735,Noble_03_02,2,0,,0
1649,736,Icon_MonsterCore_LetoLizardmanShaman,2.5,1,,0
1650,736,Noble_03_02,2,1,,0
1651,736,Icon_MonsterCore_LetoLizardmanShaman,2.5,0,,0
1652,736,Icon_MonsterCore_LetoLizardmanShaman,3,0,,0
1848,737,HardinsFollower,2,0,,0
1849,737,Icon_MonsterCore_TimakOrcGeneral,3,0,,0
1850,737,Icon_MonsterCore_TimakOrcGeneral,4,0,,0
1851,737,HardinsFollower,2,0,,0
1852,738,Icon_MonsterCore_TimakOrcGeneral,2,0,,0
1853,738,LittleGirl_01_02,2,0,,0
1854,738,HardinsFollower,2,0,,0
1876,739,Noble_01_02,2.5,1,,0
1877,739,Noble_01_02,2.5,1,,0
1878,740,Noble_01_02,2.5,1,,0
1879,740,Noble_01_02,2.5,1,,0
1880,740,Noble_01_02,2.5,1,,0
1881,740,Noble_01_02,2.5,1,,0
1882,741,Noble_01_02,2.5,1,,0
1883,741,Noble_01_02,2.5,1,,0
1884,742,SmeltingMerchant_01,2.5,1,,0
1885,742,SmeltingMerchant_01,2.5,1,,0
1886,742,SmeltingMerchant_01,2.5,1,,0
1887,742,SmeltingMerchant_01,2.5,1,,0
1888,742,SmeltingMerchant_01,2.5,1,,0
1889,743,SmeltingMerchant_01,2.5,1,,0
1890,743,SmeltingMerchant_01,2.5,1,,0
1891,744,Icon_MonsterCore_TimakOrcGeneral,2.5,1,,0
1892,744,Icon_MonsterCore_TimakOrcGeneral,2.5,1,,0
1893,744,Icon_MonsterCore_TimakOrcGeneral,2.5,1,,0
1894,745,Icon_MonsterCore_LetoLizardmanScout,2.5,1,,0
1895,745,Icon_MonsterCore_LetoLizardmanScout,2.5,1,,0
1896,746,Icon_MonsterCore_LetoLizardmanWarrior,2.5,1,,0
1897,746,Icon_MonsterCore_LetoLizardmanWarrior,2.5,1,,0
1898,746,Icon_MonsterCore_LetoLizardmanWarrior,2.5,1,,0
1899,747,Icon_MonsterCore_LetoLizardmanWarrior,2.5,1,,0
1900,747,Icon_MonsterCore_LetoLizardmanWarrior,2.5,1,,0
1901,748,Icon_MonsterCore_LetoLizardmanScout,2.5,1,,0
1902,748,Icon_MonsterCore_LetoLizardmanScout,2.5,1,,0
1903,748,Icon_MonsterCore_LetoLizardmanScout,2.5,1,,0
1904,749,Icon_MonsterCore_LetoLizardmanShaman,2.5,1,,0
1905,749,Icon_MonsterCore_LetoLizardmanShaman,2.5,1,,0
1906,750,Icon_MonsterCore_LetoLizardmanShaman,2.5,1,,0
1907,750,Icon_MonsterCore_LetoLizardmanShaman,2.5,1,,0
1908,750,Icon_MonsterCore_LetoLizardmanShaman,2.5,1,,0
1909,751,Noble_01_02,2.5,1,,0
1910,751,Noble_01_02,2.5,1,,0
1911,751,Noble_01_02,2.5,1,,0
1912,752,Noble_01_02,2.5,1,,0
1913,752,Noble_01_02,2.5,1,,0
1914,752,Noble_01_02,2.5,1,,0
1915,753,Noble_01_02,2.5,1,,0
1916,754,Noble_01_02,2.5,1,,0
1917,755,Resident_04_03,2.5,1,,0
1918,756,Icon_MonsterCore_TimakOrcArcher,2.5,1,,0
1919,757,Icon_MonsterCore_TimakOrcArcher,2.5,1,,0
1920,757,Icon_MonsterCore_TimakOrcArcher,2.5,1,,0
1921,757,Icon_MonsterCore_TimakOrcArcher,2.5,1,,0
579,801,Resident_02_02,3,2,,0
580,802,HardinsFollower,2,2,,0
581,802,Resident_01,2,1,,0
582,802,Resident_01,3,1,,0
583,803,HardinsFollower,3,1,,0
584,803,Fernel,3,,,0
585,803,Fernel,2,,,0
586,803,HardinsFollower,3,,,0
587,804,Student_01_02,2,,,0
588,805,DarkAssociation,2,1,,0
589,805,DarkAssociation,2,1,,0
590,805,DarkAssociation,2,1,,0
593,807,HardinsFollower,3,1,,0
594,807,HardinsFollower,2,1,,0
595,807,HardinsFollower,2,1,,0
596,808,HardinsFollower,2,2,,0
597,808,HardinsFollower,2,2,,0
598,809,Aimel,2,2,,0
599,810,Aimel,2,1,,0
600,810,Resident_01,2,1,,0
601,810,Resident_01,2,1,,0
602,810,Resident_01,2,1,,0
603,811,Aimel,2,1,,0
604,811,DarkAssociation,2,4.5,,0
605,811,Aimel,2,,,0
606,811,DarkAssociation,2,,,0
607,812,Aimel,3,2,,0
608,813,LittleGirl_01_02,3,2,,0
609,814,DarkAssociation_01_02,2,1,,0
610,815,Aimel,3,2,,0
611,816,DarkAssociation,2,,,0
612,816,LittleGirl_01_02,2,1,,0
613,816,DarkAssociation,2,1,,0
614,816,DarkAssociation,2,1,,0
615,816,Aimel,2,1,,0
616,817,LittleGirl_01_02,2,2,,0
617,817,Aimel,2,2,,0
618,818,LittleGirl_01_02,2,2,,0
619,818,DarkAssociation_01_04,2,1,,0
620,818,DarkAssociation_01_04,3,,,0
621,819,Aimel,4,1,,0
622,820,Resident_01,2,1,,0
623,820,Resident_01,2,1,,0
624,820,HardinsFollower,2,1,,0
625,821,HardinsFollower,3,,,0
626,821,Resident_01,3,,,0
627,821,Resident_01,2,1.5,,0
628,822,Resident_01,2,1,,0
629,822,Resident_01,2.5,1,,0
630,823,Resident_01,2,1,,0
631,823,HardinsFollower,2,,,0
632,823,Resident_01,2,,,0
633,824,Resident_01,2,1,,0
634,824,Resident_01,2,,,0
635,825,HardinsFollower,3,1,,0
636,826,Icon_MonsterCore_MarshStakato,3,0,,0
637,826,Icon_MonsterCore_MarshStakato,3,0,,0
638,826,Icon_MonsterCore_MarshStakato,3,1,,0
639,827,Icon_MonsterCore_MarshStakato,3,0,,0
640,828,Icon_MonsterCore_MarshStakato,3,0,,0
641,828,Icon_MonsterCore_MarshStakato,3,1,,0
642,828,Icon_MonsterCore_MarshStakato,3,1,,0
643,828,Icon_MonsterCore_MarshStakato,3,1,,0
644,829,Teleporter_01_02,2.5,1,,0
646,830,Icon_MonsterCore_PortraitSpirit,2.5,0,,0
647,830,Icon_MonsterCore_PortraitSpirit,2.5,1,,0
648,830,Teleporter_01_02,2.5,0,,0
649,830,Icon_MonsterCore_PortraitSpirit,2.5,1,,0
650,830,Teleporter_01_02,2.5,1,,0
651,830,Teleporter_01_02,2.5,0,,0
652,831,Icon_MonsterCore_PortraitSpirit,2.5,1,,0
653,831,Teleporter_01_02,2.5,0.5,,0
654,831,Icon_MonsterCore_PortraitSpirit,2.5,1,,0
655,832,Icon_MonsterCore_SkeletonChaser,3,1,,0
656,832,Icon_MonsterCore_SkeletonChaser,3,0,,0
657,832,Teleporter_01_02,2.5,1,,0
658,832,Icon_MonsterCore_SkeletonChaser,2.5,0,,0
659,832,Icon_MonsterCore_SkeletonChaser,2.5,0,,0
660,832,Teleporter_01_02,2.5,0,,0
661,834,Icon_MonsterCore_SkeletonChaser,2.5,0,,0
662,834,Icon_MonsterCore_SkeletonChaser,2.5,0,,0
663,834,Teleporter_01_02,2.5,1,,0
664,834,Teleporter_01_02,2.5,0,,0
665,834,Icon_MonsterCore_SkeletonChaser,2.5,1,,0
666,834,Teleporter_01_02,2.5,0.5,,0
1289,838,CityGuard_01_03,3,,,0
1653,839,Teleporter_01_02,3,0,,0
1654,839,Teleporter_01_02,2.5,1,,0
1655,840,Teleporter_01_02,2.5,0,,0
1656,840,Icon_MonsterCore_SkeletonScout,2.5,0,,0
1657,840,Teleporter_01_02,2.5,1,,0
1658,840,Icon_MonsterCore_SkeletonScout,2.5,0,,0
1659,840,Teleporter_01_02,2.5,1,,0
1660,840,Icon_MonsterCore_SkeletonScout,2.5,0,,0
1661,841,Teleporter_01_02,3,1,,0
1662,841,Icon_MonsterCore_SkeletonScout,2.5,0,,0
1663,841,Icon_MonsterCore_SkeletonScout,2.5,0,,0
1664,841,Teleporter_01_02,2.5,1,,0
1665,841,Icon_MonsterCore_SkeletonScout,2.5,0,,0
1666,841,Teleporter_01_02,3,1,,0
1667,842,Officer_01_03,3,2,,0
1668,842,Officer_01_03,2.5,1,,0
1669,842,Officer_01_03,2.5,0,,0
1670,843,Officer_01_03,2.5,0,,0
1671,844,Resident_02_03,2.5,0,,0
1954,845,Officer_01_03,2.5,1,,0
1955,845,Officer_01_03,2.5,1,,0
1956,845,Officer_01_03,2.5,1,,0
1957,846,Icon_MonsterCore_MarshStakato,2.5,1,,0
1958,846,Icon_MonsterCore_MarshStakato,2.5,1,,0
1959,846,Icon_MonsterCore_MarshStakato,2.5,1,,0
1960,847,Officer_01_03,2.5,1,,0
1961,848,Icon_MonsterCore_MarshStakato,2.5,1,,0
1962,848,Icon_MonsterCore_MarshStakato,2.5,1,,0
1963,848,Icon_MonsterCore_MarshStakato,2.5,1,,0
1964,849,Teleporter_01_02,2.5,1,,0
1965,850,Icon_MonsterCore_PortraitSpirit,2.5,1,,0
1966,850,Teleporter_01_02,2.5,1,,0
1967,850,Teleporter_01_02,2.5,1,,0
1968,850,Icon_MonsterCore_PortraitSpirit,2.5,1,,0
1969,850,Teleporter_01_02,2.5,1,,0
1970,850,Icon_MonsterCore_PortraitSpirit,2.5,1,,0
1971,851,Icon_MonsterCore_SkeletonChaser,2.5,1,,0
1972,851,Icon_MonsterCore_SkeletonChaser,2.5,1,,0
1973,851,Teleporter_01_02,2.5,1,,0
1974,851,Icon_MonsterCore_SkeletonChaser,2.5,1,,0
1975,851,Icon_MonsterCore_SkeletonChaser,2.5,1,,0
1976,851,Teleporter_01_02,2.5,1,,0
1977,852,Icon_MonsterCore_SkeletonChaser,2.5,1,,0
1978,852,Icon_MonsterCore_SkeletonChaser,2.5,1,,0
1979,852,Teleporter_01_02,2.5,1,,0
1980,852,Teleporter_01_02,2.5,1,,0
1981,852,Icon_MonsterCore_SkeletonChaser,2.5,1,,0
1982,852,Teleporter_01_02,2.5,1,,0
1983,853,Teleporter_01_02,2.5,1,,0
1984,854,Icon_MonsterCore_SkeletonScout,2.5,1,,0
1985,854,Teleporter_01_02,2.5,1,,0
1986,855,Teleporter_01_02,2.5,1,,0
1987,855,Icon_MonsterCore_SkeletonScout,2.5,1,,0
1988,855,Teleporter_01_02,2.5,1,,0
1989,855,Icon_MonsterCore_SkeletonScout,2.5,1,,0
1990,855,Teleporter_01_02,2.5,1,,0
1991,855,Icon_MonsterCore_SkeletonScout,2.5,1,,0
1992,856,Icon_MonsterCore_Reaper,2.5,1,,0
1993,856,Icon_MonsterCore_Reaper,2.5,1,,0
1994,857,Icon_MonsterCore_Reaper,2.5,1,,0
1995,857,Resident_03_02,2.5,1,,0
1996,857,Resident_03_02,2.5,1,,0
1997,857,Icon_MonsterCore_Reaper,2.5,1,,0
1998,858,CatTheCat_01_02,2.5,1,,0
1999,859,CatTheCat_01_02,2.5,1,,0
2000,859,CatTheCat_01_02,2.5,1,,0
2001,860,CatTheCat_01_02,2.5,1,,0
2002,860,CatTheCat_01_02,2.5,1,,0
2003,860,CatTheCat_01_02,2.5,1,,0
2004,861,Resident_02_03,2.5,1,,0
2005,862,Resident_02_03,2.5,1,,0
2006,863,Icon_MonsterCore_Reaper,2.5,1,,0
2007,863,Resident_02_03,2.5,1,,0
2008,863,Resident_02_03,2.5,1,,0
2009,864,WarehouseKeeper_01_02,2.5,1,,0
2010,865,WarehouseKeeper_01_02,2.5,1,,0
2011,865,WarehouseKeeper_01_02,2.5,1,,0
2012,866,CatTheCat_01_03,2.5,1,,0
2013,867,CatTheCat_01_03,2.5,1,,0
2014,867,CatTheCat_01_03,2.5,1,,0
2015,868,Officer_01_03,2.5,1,,0
2016,868,Officer_01_03,2.5,1,,0
2017,868,Officer_01_03,2.5,1,,0
2018,869,Teleporter_01_02,2.5,1,,0
2019,870,Teleporter_01_02,2.5,1,,0
2020,871,Icon_MonsterCore_SkeletonChaser,2.5,1,,0
2021,871,Icon_MonsterCore_SkeletonChaser,2.5,1,,0
2022,871,Teleporter_01_02,2.5,1,,0
2023,871,Icon_MonsterCore_SkeletonChaser,2.5,1,,0
2024,871,Icon_MonsterCore_SkeletonChaser,2.5,1,,0
2025,871,Teleporter_01_02,2.5,1,,0
2026,872,Teleporter_01_02,2.5,1,,0
2027,873,Icon_MonsterCore_SkeletonScout,2.5,1,,0
2028,873,Teleporter_01_02,2.5,1,,0
2029,874,Icon_MonsterCore_Reaper,2.5,1,,0
2030,874,Icon_MonsterCore_Reaper,2.5,1,,0
2031,875,CatTheCat_01_02,2.5,1,,0
2032,876,CatTheCat_01_02,2.5,1,,0
2033,876,CatTheCat_01_02,2.5,1,,0
2034,877,Resident_02_03,2.5,1,,0
2035,878,Resident_02_03,2.5,1,,0
2036,879,WarehouseKeeper_01_02,2.5,1,,0
2037,880,CatTheCat_01_03,2.5,1,,0
677,901,SmeltingMerchant_01_02,3,1,,0
1311,901,SmeltingMerchant_01_02,4,,,0
678,902,HardinsFollower,3,1,,0
679,902,HardinsFollower,2,,,0
680,902,HardinsFollower,2,,,0
681,902,HardinsFollower,3,,,0
682,902,HardinsFollower,2,,,0
