Id,PreQuestId,TaskId,SpotInfoId,TargetSpotInfoId,Type,RequirePlayerLevel,DialogOnly,MiniDialogId,StartNpcSpawnInfoId,StartNpcSpotInfoId,QuestNpcPortrait,FinishNpcSpawnInfoId,FinishNpcSpotInfoId,QuestNpcPortrait2,LimitTime,NeverDie,TaskRunInInstance,TaskType,TaskParam,TaskStartPosX,TaskStartPosY,TaskPerformancePosX,TaskPerformancePosY,TaskPerformanceRadius,RewardExp,RewardAdena,RewardParam1,RewardCount1,RewardParam2,RewardCount2,RewardParam3,RewardCount3,QuestBGM,BGMFinish,BGMRemain,StartNpcId,FinishNpcId,VisitNpcId,SortId
2107,2106,1,202,202,0,,0,,20696,202,Fernel,21100201,211002,,,0,0,5,"""destPos"":""21970, 11861""",21970,11861,21970,11861,,2235,1035,480001,1,,,,,,,,10220,10223,,2064
,,2,202,202,0,,0,,,,,,,,,0,0,7,"""worldInfoId"" : 211002,
""pos"" : ""13392, 7820""",21970,11861,21970,11861,,0,0,0,0,0,0,0,0,,,,,,,2065
2108,2107,1,202,211002,0,,0,,21100201,211002,Resident_03,21100203,211002,,,0,0,3,"""progressType"" : ""Clear"",
""npcSpawnGroupIdList"": ""100214, 100215, 100216"",
""showMessage"" : ""false"",
""defaultTargeting"" : ""false"",
""escort"" : {
""npcSpawnInfoId"" : 21100202
}",13287,7583,13287,7583,,2235,1095,440011,2,,,,,79,,1,10223,10223,,2066
,,2,202,211002,0,,0,,,,Resident_03,,,,,0,0,6,"""type"" : ""Dialog""",13287,7583,13287,7583,,0,0,0,0,0,0,0,0,79,,1,,,,2067
,,3,202,211002,0,,0,,,,,,,,,0,0,3,"""progressType"" : ""Clear"",
""npcSpawnGroupIdList"": ""100226"",
""showMessage"" : ""false""",9842,3381,9842,3381,,0,0,0,0,0,0,0,0,77,1,1,,,,2068
2109,2108,1,202,211002,0,,0,,21100203,211002,Resident_03,,,,,0,0,3,"""npcSpawnGroupIdList"": ""100222"",
""showMessage"" : ""false"",
""defaultTargeting"" : ""false""",10132,3737,10132,3737,,2235,1080,911103,1,,,,,8,1,1,10223,,,2069
,,2,202,211002,0,,0,,,,,,,,,0,0,7,"""worldInfoId"" : 211002,
""pos"" : ""9484,2972""",9484,2972,9484,2972,,,,,,,,,,,,,,,,
,,3,202,211002,0,,0,,,,,,,,,0,0,4,"""npcSpawnInfoId"" : 21100207",9417,2747,9417,2747,,0,0,0,0,0,0,0,0,,1,,,,10223,2070
2110,2109,1,202,211002,0,,0,,21100207,211002,Resident_03,21100207,211002,,,0,0,9,"""tutorialInfoId"" : 26",9203,2891,9203,2891,,2235,1030,410001,1,410002,1,410003,1,,,,10223,10223,,2071
2111,2110,1,202,211002,0,,0,214,21100207,211002,Resident_03,20696,202,,,0,0,0,"""gadgetGroupId"": 296,
""totalCount"":1,
""rewardList"": 
[{""probability"":10000,
""targetName"": ""정화 장치 작동"",
""minIncreaseCount"": 1,
""maxIncreaseCount"": 1}]",9203,2891,9203,2891,,2235,1115,911103,1,,,,,,,,10223,10220,,2072
,,2,202,211002,0,,0,,,,Resident_03,,,,,0,0,6,"""type"" : ""Dialog""",9203,2741,9203,2741,,0,0,0,0,0,0,0,0,,,,,,,2073
,,3,202,211002,0,,0,,,,,,,,,0,0,0,"""gadgetGroupId"": 297,
""totalCount"":1,
""rewardList"": 
[{""probability"":10000,
""targetName"": ""이동 마법석 사용"",
""minIncreaseCount"": 1,
""maxIncreaseCount"": 1}]",9382,3124,9382,3124,,0,0,0,0,0,0,0,0,,,,,,,2074
,,4,202,211002,0,,0,,,,,,,,,0,0,7,"""worldInfoId"" : 2,
""pos"" : ""21970, 11861""",9630,2748,9630,2748,,0,0,0,0,0,0,0,0,,,,,,,2075
2112,2111,1,202,202,0,,0,,20696,202,Fernel,,,,,0,0,4,"""npcSpawnInfoId"" : 20067",20485,17154,20485,17154,,2235,1035,490005,30,480002,1,,,,,,10220,,10219,2076
2113,2112,1,202,202,0,,0,,20067,202,ArmorMerchant_01,20067,202,,,0,0,0,"""gadgetGroupId"": 212,
""totalCount"":4,
""rewardList"": 
[{""probability"":10000,
""targetName"": ""엘프의 꽃"",
""minIncreaseCount"": 1,
""maxIncreaseCount"": 1}]",20262,15243,20262,15243,,2235,1060,480002,1,,,,,,,,10219,10219,,2077
2114,2113,1,202,202,0,,0,,20067,202,ArmorMerchant_01,20131,202,Officer,,0,0,2,"""npcInfoIdList"":""20257"",
""targetName"": ""유적지 늑대인간"",
""totalCount"":8,
""probability"":10000,
""minIncreaseCount"": 1,
""maxIncreaseCount"": 1",21936,14732,21936,14732,,2235,1065,480002,1,,,,,10,,1,10219,10210,,2078
2115,2114,1,202,202,0,,0,,20131,202,Officer,,,ItemMerchant_01_03,,0,0,5,"""destPos"" : ""21287,19420""",21287,19420,21377,19420,,2235,1115,911102,1,,,,,,,,10210,,,2079
,,2,202,202,0,,0,,,,,,,,,0,0,8,"""name"" : ""UnwelcomeGuest""",21287,19420,21377,19420,,0,0,0,0,0,0,0,0,,,,,,,2080
,,3,202,202,0,,0,,,,,,,,,0,0,2,"""npcInfoIdList"":""20209"",
""targetName"": ""해골 병사"",
""totalCount"":8,
""probability"":10000,
""minIncreaseCount"": 1,
""maxIncreaseCount"": 1",25506,17719,25506,17719,,0,0,0,0,0,0,0,0,9,,1,,,,2081
,,4,202,202,0,,0,,,,,,,,,0,0,4,"""npcSpawnInfoId"" : 20252",26904,16264,26904,16264,,0,0,0,0,0,0,0,0,78,1,1,,,10234,2082
2116,2115,1,202,202,0,,0,,20252,202,ItemMerchant_01_03,20135,202,,,0,0,3,"""progressType"" : ""Clear"",
""npcSpawnGroupIdList"": ""100221"",
""showMessage"" : ""false"",
""defaultTargeting"" : ""false"",
""escort"" : {
""npcSpawnInfoId"" : 20447
}",27104,16264,27104,16264,,2235,1090,911116,1,,,,,,,,10234,10215,,2083
2117,2116,1,202,202,0,,0,,20135,202,ItemMerchant_01_03,20353,202,HardinsFollower,,0,0,0,"""gadgetGroupId"": 211,
""totalCount"":1,
""rewardList"": 
[{""probability"":10000,
""targetName"": ""마물 소환석 해제"",
""minIncreaseCount"": 1,
""maxIncreaseCount"": 1}]",28085,24920,28085,24920,,2235,1120,440001,2,440011,2,,,,,,10215,10208,,2084
,,2,202,202,0,,0,,,,,,,,,0,0,3,"""progressType"" : ""Clear"",
""npcSpawnGroupIdList"": ""100211, 100212, 100213""",28157,24685,28157,24685,,0,0,0,0,0,0,0,0,77,,1,,,,2085
2118,2117,1,202,202,0,,0,,20353,202,HardinsFollower,20353,202,,,0,0,6,"""type"" : ""Effect""",25423,26754,25423,26754,,2235,1085,910201,1,,,,,,,,10208,10208,,2086
,,2,202,202,0,,0,,,,,,,,,0,0,9,"""tutorialInfoId"" : 23",25423,26754,25423,26754,,0,0,0,0,0,0,0,0,,,,,,,2087
2119,2118,1,202,202,0,,0,,20353,202,HardinsFollower,,,Student_01_02,,0,0,5,"""destPos"":""22014, 24358""",22014,24358,22014,24358,,2235,1335,911103,1,,,,,,,,10208,,,2088
,,2,202,202,0,,0,,,,HardinsFollower,,,,,0,0,6,"""type"" : ""Dialog""",22014,24358,22014,24358,,0,0,0,0,0,0,0,0,,,,,,,2089
,,3,202,202,0,,0,,,,,,,,,0,0,2,"""npcInfoIdList"":""20234"",
""targetName"": ""거미 맹독"",
""totalCount"":4,
""probability"":5000,
""failStringKey"" : ""QUEST_PARAM_2119_3"",
""minIncreaseCount"": 1,
""maxIncreaseCount"": 1",22089,26130,22089,26130,,0,0,0,0,0,0,0,0,,,,,,,2090
,,4,202,202,0,,0,,,,HardinsFollower,,,,,0,0,6,"""type"" : ""Dialog""",22089,26130,22089,26130,,0,0,0,0,0,0,0,0,,,,,,,2091
,,5,202,202,0,,0,,,,,,,,,0,0,0,"""gadgetGroupId"": 213,
""totalCount"":1,
""rewardList"": 
[{""probability"":10000,
""targetName"": ""갇힌 발굴단 구출"",
""minIncreaseCount"": 1,
""maxIncreaseCount"": 1}]",22050,24355,22050,24355,,0,0,0,0,0,0,0,0,,,,,,,2092
,,6,202,202,0,,0,,,,,,,,,0,0,0,"""gadgetGroupId"": 214,
""totalCount"":1,
""rewardList"": 
[{""probability"":10000,
""targetName"": ""갇힌 발굴단 구출"",
""minIncreaseCount"": 1,
""maxIncreaseCount"": 1}]",22050,24355,22050,24355,,0,0,0,0,0,0,0,0,,,,,,,2093
,,7,202,202,0,,0,,,,,,,,,0,0,0,"""gadgetGroupId"": 215,
""totalCount"":1,
""rewardList"": 
[{""probability"":10000,
""targetName"": ""갇힌 발굴단 구출"",
""minIncreaseCount"": 1,
""maxIncreaseCount"": 1}]",22050,24355,22050,24355,,0,0,0,0,0,0,0,0,,,,,,,2094
,,8,202,202,0,,0,,,,,,,,,0,0,4,"""npcSpawnInfoId"" : 20697",25164,26830,25164,26830,,0,0,0,0,0,0,0,0,,,,,,10231,2095
2120,2119,1,202,202,0,,0,,20697,202,Student_01_02,20353,202,HardinsFollower,,0,0,5,"""destPos"" : ""24139, 29604""",24139,29604,24139,29604,,2235,1115,440011,2,,,,,9,,1,10231,10208,,2096
,,2,202,202,0,,0,215,,,,,,,,0,1,3,"""npcSpawnGroupIdList"": ""100229"",
""showMessage"" : ""false""",24139,29604,24139,29604,,0,0,0,0,0,0,0,0,9,,1,,,,2097
,,3,202,202,0,,0,218,,,,,,,,0,0,3,"""npcSpawnGroupIdList"": ""100231"",
""showMessage"" : ""false""",24139,29604,24139,29604,,0,0,0,0,0,0,0,0,9,,1,,,,2098
2121,2120,1,202,202,0,,0,216,20353,202,HardinsFollower,20699,202,,,0,0,3,"""progressType"" : ""Clear"",
""npcSpawnGroupIdList"": ""100201"",
""showMessage"" : ""false"",
""defaultTargeting"" : ""false"",
""escort"" : {
""npcSpawnInfoId"" : 20698
}",25283,26921,25283,26921,,2235,1110,400001,15,,,,,,,,10208,10220,,2099
2122,2121,1,202,202,0,,0,,20699,202,Fernel,20699,202,,,0,1,2,"""npcInfoIdList"":""220261"",
""targetName"": ""레드 루즈 처치하기"",
""totalCount"":1,
""probability"":10000,
""minIncreaseCount"": 1,
""maxIncreaseCount"": 1",31345,27216,31345,27216,,2235,1185,910304,1,,,,,9,,1,10220,10220,,2100
,,2,202,202,0,,0,,,,,,,,,0,1,4,"""npcSpawnInfoId"" : 20699",28870,27656,28870,27656,,0,0,0,0,0,0,0,0,,,,,,10220,2101
,,3,202,202,0,,0,,,,Fernel,,,,,0,0,6,"""type"" : ""Dialog""",29113,28162,29113,28162,,0,0,0,0,0,0,0,0,,,,,,,2102
,,4,202,202,0,,0,,,,,,,,,0,0,6,"""type"" : ""Effect""",29113,28162,29113,28162,,0,0,0,0,0,0,0,0,,,,,,,2103
,,5,202,202,0,,0,,,,,,,,,0,0,9,"""tutorialInfoId"" : 27",29113,28162,29113,28162,,0,0,0,0,0,0,0,0,,,,,,,2104
2123,2122,1,202,202,0,,0,,20699,202,Fernel,21100301,211003,,,0,0,5,"""destPos"":""29490, 28433""",29490,28433,29490,28433,,2235,1240,490005,30,,,,,,,,10220,10223,,2105
,,2,202,202,0,,0,,,,,,,,,0,0,7,"""worldInfoId"" : 211003,
""pos"" : ""9182, 11568""",29490,28433,29490,28433,,0,0,0,0,0,0,0,0,,,,,,,2106
2124,2123,1,202,211003,0,,0,,21100301,211003,Resident_03,,,,,0,0,3,"""progressType"" : ""Clear"",
""npcSpawnGroupIdList"": ""100217, 100218"",
""showMessage"" : ""false"",
""defaultTargeting"" : ""false"",
""escort"" : {
""npcSpawnInfoId"" : 21100302
}",9110,11167,9110,11167,,2235,1145,480005,1,,,,,79,,1,10223,,,2107
,,2,202,211003,0,,0,,,,,,,,,0,0,4,"""npcSpawnInfoId"" : 21100303",9294,8617,9294,8617,,0,0,0,0,0,0,0,0,79,,1,,,10223,2108
2125,2124,1,202,211003,0,,0,,21100303,211003,Resident_03,21100303,211003,,,0,0,2,"""npcInfoIdList"":""220247, 220256"",
""targetName"": ""어둠의 군주와 호위병 처치"",
""totalCount"":3,
""probability"":10000,
""minIncreaseCount"": 1,
""maxIncreaseCount"": 1",9191,7650,9191,7650,,2235,1110,910201,1,,,,,79,,1,10223,10223,,2109
2126,2125,1,202,211003,0,,0,,21100303,211003,Resident_03,21100303,211003,,,0,0,6,"""type"" : ""Effect""",9294,8617,9294,8617,,2235,1120,460008,2,,,,,,,,10223,10223,,2110
,,2,202,211003,0,,0,,,,,,,,,0,0,9,"""tutorialInfoId"" : 28",9294,8617,9294,8617,,0,0,0,0,0,0,0,0,,,,,,,2111
2127,2126,1,202,211003,0,,0,,21100303,211003,Resident_03,,,Resident_01,,0,0,3,"""progressType"" : ""Clear"",
""npcSpawnGroupIdList"": ""100219, 100220"",
""showMessage"" : ""false"",
""defaultTargeting"" : ""false"",
""escort"" : {
""npcSpawnInfoId"" : 21100307
}",9194,8717,9194,8717,,2235,1180,440001,2,400001,20,,,79,,1,10223,,,2112
,,2,202,211003,0,,0,,,,Resident_03,,,,,0,0,6,"""type"" : ""Dialog""",9194,8717,9194,8717,,0,0,0,0,0,0,0,0,79,,1,,,,2113
,,3,202,211003,0,,0,,,,,,,,,0,0,4,"""npcSpawnInfoId"" : 21100310",9197,3914,9197,3914,,0,0,0,0,0,0,0,0,79,,1,,,10217,2114
2128,2127,1,202,211003,0,,0,,21100310,211003,Resident_01,21100309,211003,,,0,0,3,"""npcSpawnGroupIdList"": ""100223"",
""showMessage"" : ""false"",
""defaultTargeting"" : ""false""",9197,4007,9197,4007,,2235,1140,911102,1,,,,,8,1,1,10217,10223,,2115
,,2,202,211003,0,,0,,,,,,,,,0,0,7,"""worldInfoId"" : 211003,
""pos"" : ""9369,2854""",9369,2854,9369,2854,,,,,,,,,,,,,,,,
2129,2128,1,202,211003,0,,0,,21100309,211003,Resident_03,10730,101,HardinsFollower,,0,0,0,"""gadgetGroupId"": 298,
""totalCount"":1,
""rewardList"": 
[{""probability"":10000,
""targetName"": ""마지막 정화 장치 작동"",
""minIncreaseCount"": 1,
""maxIncreaseCount"": 1}]",9203,2891,9203,2891,,2235,1220,440011,2,,,,,,,,10223,10001,,2116
,,2,202,211003,0,,0,,,,,,,,,0,0,8,"""name"" : ""Purifier""",9203,2891,9203,2891,,0,0,0,0,0,0,0,0,,,,,,,2117
,,3,202,211003,0,,0,,,,Resident_03,,,,,0,0,6,"""type"" : ""Dialog""",9203,2741,9203,2741,,0,0,0,0,0,0,0,0,,,,,,,2118
,,4,202,211003,0,,0,,,,,,,,,0,0,0,"""gadgetGroupId"": 299,
""totalCount"":1,
""rewardList"": 
[{""probability"":10000,
""targetName"": ""이동 마법석 사용"",
""minIncreaseCount"": 1,
""maxIncreaseCount"": 1}]",9382,3124,9382,3124,,0,0,0,0,0,0,0,0,,,,,,,2119
,,5,202,211003,0,,0,,,,,,,,,0,0,7,"""worldInfoId"" : 1,
""pos"" : ""13207, 41978""",9630,2748,9630,2748,,0,0,0,0,0,0,0,0,,,,,,,2120
2130,2129,1,202,101,0,,0,,10730,101,HardinsFollower,,,Hardin,,0,0,4,"""npcSpawnInfoId"" : 10731",8430,43674,8430,43674,,2235,1115,911103,1,,,,,,,,10001,,10000,2121
2131,2130,1,202,101,0,,0,,10731,101,Hardin,,,HardinsFollower,,0,0,4,"""npcSpawnInfoId"" : 10730",11745,44061,11745,44061,,2235,1120,911103,1,,,,,,,,10000,,10001,2122
2132,2131,1,397,397,0,,0,,10730,101,HardinsFollower,,,,,0,0,5,"""destPos"" : ""-52138, 24178""",-52138,24178,-52138,24178,,2235,1195,480005,1,,,,,,,,10001,,,2123
,,2,397,397,0,,0,,,,,,,,,0,0,8,"""name"" : ""SuddenAttack""",-52138,24178,-52138,24178,,0,0,0,0,0,0,0,0,,,,,,,2124
,,3,397,397,0,,0,,,,,,,,,0,0,7,"""worldInfoId"":100003,
""pos"":""-52138, 24178""",-52138,24178,-52138,24178,,0,0,0,0,0,0,0,0,,,,,,,2125
,,4,397,100003,0,,0,,,,,,,,,0,0,5,"""destPos"" : ""-52138, 24178""",-52138,24178,-52138,24178,,0,0,0,0,0,0,0,0,,,,,,,2126
3001,2132,1,397,100003,0,,0,,39016,100003,Resident_04,,,,,0,0,2,"""npcInfoIdList"":""20347"",
""targetName"": ""해적 좀비"",
""totalCount"":8,
""probability"":10000,
""minIncreaseCount"": 1,
""maxIncreaseCount"": 1",-52612,23635,-52612,23635,,2235,1035,911103,1,,,,,9,,1,10359,,,3001
3002,3001,1,397,100003,0,,0,,,,Resident_04,,,,,0,0,0,"""gadgetGroupId"": 325,
""totalCount"":3,
""rewardList"": 
[{""probability"":10000,
""targetName"": ""나무 목재"",
""minIncreaseCount"": 1,
""maxIncreaseCount"": 1}]",-50903,20913,-50903,20913,,2235,1035,911102,1,,,,,,,,,,,3002
3003,3002,1,397,100003,0,,0,,,,Resident_04,,,Officer_01_02,,0,0,4,"""npcSpawnInfoId"" : 39001",-53152,21536,-53152,21536,,2235,1030,440011,2,,,,,,,,,,10308,3003
3004,3003,1,397,100003,0,,0,330,39001,100003,Officer_01_02,,,,,0,0,3,"""npcSpawnGroupIdList"":""100304"",
""defaultTargeting"" : ""false"",
""showMessage"" : ""false"",
""escort"" :{
""npcSpawnInfoId"" : 35006
}",-53151,21647,-53151,21647,,2235,1075,911103,1,,,,,77,,1,10308,,,3004
,,2,397,100003,0,,0,331,,,,,,,,0,0,3,"""progressType"" : ""Clear"",
""npcSpawnGroupIdList"":""100301""",-52557,21532,-52557,21532,,0,0,0,0,0,0,0,0,77,,1,,,,3005
,,3,397,100003,0,,0,,,,,,,,,0,0,4,"""npcSpawnInfoId"" : 39001",-53152,21536,-53152,21536,,0,0,0,0,0,0,0,0,78,1,1,,,10308,3006
3005,3004,1,397,100003,0,,0,,39001,100003,Officer_01_02,,,Officer_02_02,,0,0,2,"""npcInfoIdList"":""20310"",
""targetName"": ""해골 궁수"",
""totalCount"":4,
""probability"":10000,
""minIncreaseCount"": 1,
""maxIncreaseCount"": 1",-50626,18333,-50626,18333,,2235,1070,911103,1,,,,,12,,1,10308,,,3007
,,2,397,100003,0,,0,333,,,,,,,,0,0,2,"""npcInfoIdList"":""20309"",
""targetName"": ""해골 병사"",
""totalCount"":4,
""probability"":10000,
""minIncreaseCount"": 1,
""maxIncreaseCount"": 1",-52754,16487,-52754,16487,,0,0,0,0,0,0,0,0,12,,1,,,,3008
,,4,397,100003,0,,0,,,,,,,,,0,0,4,"""npcSpawnInfoId"" : 39010",-51162,14398,-51162,14398,,0,0,0,0,0,0,0,0,78,1,1,,,10340,3010
3006,3005,1,397,100003,0,,0,,39010,100003,Officer_02_02,,,,,0,0,2,"""npcInfoIdList"":""20309, 20310, 20347"",
""targetName"": ""언데드 무리 처치"",
""totalCount"":10,
""probability"":10000,
""minIncreaseCount"": 1,
""maxIncreaseCount"": 1",-50631,16597,-50631,16597,,2235,1045,480005,1,,,,,9,,1,10340,,,3011
3007,3006,1,397,100003,0,,0,,,,Officer_02_02,,,,,0,0,4,"""npcSpawnInfoId"" : 39014",-55248,17906,-55248,17906,,2235,1040,440001,2,,,,,,,,,,10341,3012
3008,3007,1,397,100003,0,,0,,39014,100003,TemplePriest_01_03,39010,100003,,,0,0,4,"""npcSpawnInfoId"" : 39018",-54553,17384,-54553,17384,,2235,1095,911103,1,,,,,,,,10341,10340,10361,3013
,,3,397,100003,0,,0,303,,,,,,,,0,0,4,"""npcSpawnInfoId"" : 39017",-51808,16109,-51808,16109,,0,0,0,0,0,0,0,0,,,,,,10360,3015
,,4,397,100003,0,,0,301,,,,,,,,0,0,4,"""npcSpawnInfoId"" : 39010",-51162,14398,-51162,14398,,0,0,0,0,0,0,0,0,,,,,,10340,3016
,,5,397,100003,0,,0,,,,Officer_02_02,,,,,0,0,6,"""type"" : ""Dialog""",-51162,14398,-51162,14398,,0,0,0,0,0,0,0,0,,,,,,,3017
,,6,397,100003,0,,0,,,,,,,,,0,0,8,"""name"" : ""BombExplosion""",-51162,14398,-51162,14398,,0,0,0,0,0,0,0,0,,,,,,,3018
3009,3008,1,397,100003,0,,0,,39010,100003,Officer_02_02,,,,,0,0,4,"""npcSpawnInfoId"" : 39014",-55248,17906,-55248,17906,,2235,1045,440001,2,,,,,,,,10340,,10341,3019
3010,3009,1,397,100003,0,,0,,39014,100003,TemplePriest_01_03,30945,301,WarehouseKeeper,,0,0,0,"""gadgetGroupId"": 327,
""totalCount"":1,
""rewardList"": 
[{""probability"":10000,
""targetName"": ""실렌의 유물"",
""minIncreaseCount"": 1,
""maxIncreaseCount"": 1}]",-55156,17989,-55156,17989,,6692,1135,911103,1,,,,,,,,10341,10342,,3020
,,2,397,100003,0,,0,,,,TemplePriest_01_03,,,,,0,0,6,"""type"" : ""Dialog""",-49020,14185,-49020,14185,,0,0,0,0,0,0,0,0,,,,,,,3021
,,3,397,100003,0,,0,,,,,,,,,0,0,5,"""destPos"" : ""-54806, 17203""",-54806,17203,-54806,17203,,0,0,0,0,0,0,0,0,,,,,,,3022
,,4,397,100003,0,,0,313,,,,,,,,0,0,3,"""showMessage"" : ""false"",
""progressType"" : ""Clear"",
""npcSpawnGroupIdList"":""100308""",-54806,17203,-54806,17203,,0,0,0,0,0,0,0,0,12,,1,,,,3023
,,5,397,100003,0,,0,314,,,,,,,,0,0,3,"""showMessage"" : ""false"",
""progressType"" : ""Clear"",
""npcSpawnGroupIdList"":""100309""",-54806,17203,-54806,17203,,0,0,0,0,0,0,0,0,12,,1,,,,3024
,,6,397,100003,0,,0,,,,,,,,,0,0,5,"""destPos"":""-54806, 17203"",
""radius"":2000",-54806,17203,-54806,17203,,0,0,0,0,0,0,0,0,12,,1,,,,3025
,,7,397,100003,0,,0,,,,,,,,,0,0,7,"""worldInfoId"" : 3,
""pos"" : ""-54806, 17203""",-54806,17203,-54806,17203,,0,0,0,0,0,0,0,0,12,,1,,,,3026
3098,3010,1,397,397,0,20,0,,30945,301,WarehouseKeeper,,,Resident_05_03,,0,0,4,"""npcSpawnInfoId"" : 35015",-37191,19238,-37191,19238,,6692,1270,440011,2,0,0,0,0,,,,10342,,10306,3027
3099,3098,1,397,397,0,,0,,35015,301,Resident_05_03,35015,301,,,0,0,6,"""type"" : ""Effect""",-37191,19238,-37191,19238,,6692,1285,910201,1,0,0,0,0,,,,10306,10306,,3028
,,2,397,397,0,,0,,,,,,,,,0,0,9,"""tutorialInfoId"" : 203",-37191,19238,-37191,19238,,0,0,0,0,0,0,0,0,,,,,,,3029
3100,3099,1,397,301,0,,0,,35015,301,Resident_05_03,,,CatTheCat_01,,0,0,4,"""npcSpawnInfoId"" : 30530",-33575,20101,-33575,20101,,6692,1275,440001,2,,,,,,,,10306,,10343,3030
3101,3100,1,397,397,0,,0,307,30530,301,CatTheCat_01,30908,301,CatTheCat_01,,0,0,3,"""npcSpawnGroupIdList"": ""100311"",
""defaultTargeting"" : ""false"",
""showMessage"" : ""false"",
""escort"": {
""npcSpawnInfoId"":31040
}",-33724,20106,-33724,20106,,6692,1300,480002,1,,,,,,,,10343,10343,,3031
3102,3101,1,301,301,0,,0,,30908,301,CatTheCat_01,30908,301,,,0,0,2,"""npcInfoIdList"":""20301"",
""targetName"": ""잔인한 늑대인간"",
""totalCount"":10,
""probability"":10000,
""minIncreaseCount"": 1,
""maxIncreaseCount"": 1",-29538,12916,-29538,12916,,6692,1290,910201,1,,,,,,,,10343,10343,,3032
3103,3102,1,301,301,0,,0,,30908,301,CatTheCat_01,30908,301,,,0,0,2,"""npcInfoIdList"":""20352"",
""targetName"": ""쿠거"",
""totalCount"":9,
""probability"":10000,
""minIncreaseCount"": 1,
""maxIncreaseCount"": 1",-20370,17561,-20370,17561,,6692,1295,480002,1,,,,,,,,10343,10343,,3033
3104,3103,1,301,301,0,,0,,30908,301,CatTheCat_01,,,WarehouseKeeper,,0,0,4,"""npcSpawnInfoId"" : 30001",-24754,16449,-24754,16449,,6692,1285,490005,50,,,,,,,,10343,,10344,3034
3105,3104,1,301,301,0,,0,,30001,301,WarehouseKeeper,30001,301,WarehouseKeeper,,0,0,0,"""gadgetGroupId"" : 328,
""totalCount"" : 4,
""rewardList"" : [{""probability"" : 10000, ""targetName"" : ""썩어가는 식물"", ""minIncreaseCount"" : 1, ""maxIncreaseCount"" : 1}]",-21273,17482,-21273,17482,,6692,1300,480005,1,,,,,,,,10344,10344,,3035
3106,3105,1,301,301,0,,0,,30001,301,WarehouseKeeper,,,Student,,0,0,4,"""npcSpawnInfoId"" : 30947",-20108,10204,-20108,10204,,6692,1290,911102,1,,,,,,,,10344,,10345,3036
3107,3106,1,301,301,0,,0,308,30947,301,Student,30947,301,,,0,1,1,"""npcSpawnInfoId"" : 35001",-20159,10336,-20159,10336,,6692,1335,490005,50,,,,,77,,1,10345,10345,,3037
,,2,301,301,0,,0,309,,,,,,,,0,0,3,"""progressType"" : ""Clear"",
""npcSpawnGroupIdList"":""100312, 100313, 100314""",-20159,10336,-20159,10336,,0,0,0,0,0,0,0,0,77,,1,,,,3038
,,3,301,301,0,,0,,,,,,,,,0,0,4,"""npcSpawnInfoId"" : 30947",-20108,10204,-20108,10204,,0,0,0,0,0,0,0,0,78,1,1,,,10345,3039
3108,3107,1,301,301,0,,0,,30947,301,Student,30947,301,,,0,0,4,"""npcSpawnInfoId"" : 30947",-20108,10204,-20108,10204,,6692,1310,911103,1,,,,,13,1,1,10345,10345,10345,3040
,,2,301,301,0,,0,,,,,,,,,0,0,2,"""npcInfoIdList"":""20345"",
""targetName"": ""올 마훔 정찰병"",
""totalCount"":9,
""probability"":10000,
""minIncreaseCount"": 1,
""maxIncreaseCount"": 1",-18877,11363,-18877,11363,,0,0,0,0,0,0,0,0,13,,1,,,,3041
3109,3108,1,301,301,0,,0,,30947,301,Student,30002,301,Magician_01_04,,0,0,5,"""destPos"" : ""-19006, 8485""",-19006,8485,-19006,8485,,6692,1325,911103,1,,,,,,,,10345,10346,,3042
,,2,301,301,0,,0,,,,,,,,,0,0,5,"""destPos"" : ""-16360, 6841""",-16360,6841,-16360,6841,,0,0,0,0,0,0,0,0,,,,,,,3043
,,3,301,301,0,,0,,,,,,,,,0,0,5,"""destPos"" : ""-15460, 4301""",-15460,4301,-15460,4301,,0,0,0,0,0,0,0,0,,,,,,,3044
3110,3109,1,301,301,0,,0,,30002,301,Magician_01_04,30002,301,,,0,0,2,"""npcInfoIdList"":""20305"",
""targetName"": ""투렉 오크 돌격병"",
""totalCount"":11,
""probability"":10000,
""minIncreaseCount"": 1,
""maxIncreaseCount"": 1",-17741,3344,-17741,3344,,6692,1310,911103,1,,,,,,,,10346,10346,,3045
3111,3110,1,301,301,0,,0,,30002,301,Magician_01_04,30002,301,Magician_01_04,,0,0,5,"""destPos"" : ""-14848, -926""",-14848,-926,-14848,-926,,6692,1330,400001,20,,,,,,,,10346,10346,,3046
,,2,301,301,0,,0,,,,,,,,,0,0,0,"""gadgetGroupId"" : 329,
""totalCount"" : 1,
""rewardList"" : [{""probability"" : 10000, ""targetName"" : ""낡은 명령서"", ""minIncreaseCount"" : 1, ""maxIncreaseCount"" : 1}]",-14885,-1160,-14885,-1160,,0,0,0,0,0,0,0,0,,,,,,,3047
,,3,301,301,0,,0,,,,DarkAssociation,,,,,0,0,6,"""type"" : ""Dialog""",-14892,-1339,-14892,-1339,,0,0,0,0,0,0,0,0,,,,,,,3048
3112,3111,1,301,301,0,,0,315,30002,301,Magician_01_04,32274,301,,,0,1,1,"""npcSpawnInfoId"" : 32272",-16530,2846,-16530,2846,,6692,1375,480001,1,,,,,,,,10346,10346,,3049
,,2,301,301,0,,0,,,,Magician_01_04,,,,,0,1,6,"""type"" : ""Dialog""",-11181,705,-11181,705,,0,0,0,0,0,0,0,0,,,,,,,3050
