Key,ValueType,Value
Dungeon.InfinityDungeonMaxFloor,UxUInt32,60
Dungeon.RegularDungeonEnterLevel,UxUInt32,1
Dungeon.RegularDungeonSweepCostDiamond,UxUInt32,50
Dungeon.RegularDungeonHotTimeSec,UxUInt32,1800
Dungeon.RegularDungeonHotTimeChargeValue,UxUInt32,900
Dungeon.RegularDungeonHotTimeChargeMaxCount,UxUInt32,6
Dungeon.RegularDungeonHotTimeChargeCostDiamond,UxUInt32,100
Dungeon.RegularDungeonHotTimeChargeCostDiamondString,UxString,"100, 100, 200, 200, 400, 400"
Dungeon.RegularHotTimeDropRewardBonusRatio,UxInt32,40000
Dungeon.RegularHotTimeCoreDropRewardBonusRatio,UxInt32,10000
Dungeon.RegularHotTimeExpRewardBonusRatio,UxInt32,80000
Dungeon.DungeonQuestRewardCostDiamond,UxUInt32,100
Dungeon.DungeonQuestRewardPoint,UxUInt32,1
Dungeon.DungeonQuestPointRewardCost,UxUInt32,5
Dungeon.DungeonQuestPointRewardItemInfoId,UxUInt32,911175
Dungeon.DungeonQuestSweepItemInfoId,UxUInt32,490025
Dungeon.PkPointDecreaseItemUseMaxCount,UxUInt32,3
Dungeon.PkBlockItemUseMaxCount,UxUInt32,3
Dungeon.ExpDungeonEnterLevel,UxUInt32,36
Dungeon.ExpDungeonEnterCount,UxUInt32,2
Dungeon.ExpDungeonSweepCost_Easy,UxUInt32,1
Dungeon.ExpDungeonSweepCost_Normal,UxUInt32,2
Dungeon.ExpDungeonSweepCost_Hard,UxUInt32,3
Dungeon.ExpDungeonSweepCost_VeryHard,UxUInt32,4
Dungeon.ExpDungeonSweepCost_Hell,UxUInt32,5
Dungeon.ExpDungeonSweepEnableRank,UxString,A
Dungeon.ExpDungeonSweepEnableRank_Easy,UxString,C
Dungeon.ExpDungeonSweepEnableRank_Normal,UxString,C
Dungeon.ExpDungeonSweepEnableRank_Hard,UxString,C
Dungeon.ExpDungeonSweepEnableRank_VeryHard,UxString,C
Dungeon.ExpDungeonSweepEnableRank_Hell,UxString,C
Dungeon.ExpDungeonSweepCost,UxUInt32,50
Dungeon.ExpDungeonSweepTicket,UxUInt32,32000000
Dungeon.ExpDungeonTollEnterCount,UxUInt32,6
Dungeon.ExpDungeonTollEnterCost1,UxUInt32,50
Dungeon.ExpDungeonTollEnterCost2,UxUInt32,200
Dungeon.ExpDungeonTollEnterCostString,UxString,"100, 200, 400, 800, 1600, 3200"
Dungeon.ExpDungeonLimitTime,UxUInt32,180
Dungeon.ExpDungeonClearRankSSS,UxString,UI_Icon_dungeon_rank_SSS
Dungeon.ExpDungeonClearRankSS,UxString,UI_Icon_dungeon_rank_SS
Dungeon.ExpDungeonClearRankS,UxString,UI_Icon_dungeon_rank_S
Dungeon.ExpDungeonClearRankA,UxString,UI_Icon_dungeon_rank_A
Dungeon.ExpDungeonClearRankB,UxString,UI_Icon_dungeon_rank_B
Dungeon.ExpDungeonClearRankC,UxString,UI_Icon_dungeon_rank_C
Dungeon.AdenaDungeonEnterLevel,UxUInt32,30
Dungeon.AdenaDungeonEnterCount,UxUInt32,1
Dungeon.AdenaDungeonSweepCost_Easy,UxUInt32,1
Dungeon.AdenaDungeonSweepCost_Normal,UxUInt32,2
Dungeon.AdenaDungeonSweepCost_Hard,UxUInt32,3
Dungeon.AdenaDungeonSweepCost_VeryHard,UxUInt32,4
Dungeon.AdenaDungeonSweepCost_Hell,UxUInt32,5
Dungeon.AdenaDungeonSweepEnableRank_Easy,UxString,C
Dungeon.AdenaDungeonSweepEnableRank_Normal,UxString,C
Dungeon.AdenaDungeonSweepEnableRank_Hard,UxString,C
Dungeon.AdenaDungeonSweepEnableRank_VeryHard,UxString,C
Dungeon.AdenaDungeonSweepEnableRank_Hell,UxString,C
Dungeon.AdenaDungeonSweepCost,UxUInt32,50
Dungeon.AdenaDungeonSweepTicket,UxUInt32,32000001
Dungeon.AdenaDungeonTollEnterCount,UxUInt32,0
Dungeon.AdenaDungeonTollEnterCost1,UxUInt32,50
Dungeon.AdenaDungeonTollEnterCost2,UxUInt32,200
Dungeon.AdenaDungeonTollEnterCostString,UxString,"100, 200, 400, 800, 1600, 3200"
Dungeon.AdenaDungeonLimitTime,UxUInt32,180
Dungeon.EquipDungeonEnterLevel,UxUInt32,20
Dungeon.EquipDungeonEnterCount,UxUInt32,2
Dungeon.EquipDungeonTollEnterCount,UxUInt32,6
Dungeon.EquipDungeonTollEnterCost1,UxUInt32,50
Dungeon.EquipDungeonTollEnterCost2,UxUInt32,200
Dungeon.EquipDungeonTollEnterCostString,UxString,"100, 200, 400, 800, 1600, 3200"
Dungeon.EnchantScrollDungeonEnterLevel,UxUInt32,37
Dungeon.EnchantScrollDungeonEnterCount,UxUInt32,2
Dungeon.EnchantScrollDungeonTollEnterCount,UxUInt32,6
Dungeon.EnchantScrollDungeonTollEnterCost1,UxUInt32,50
Dungeon.EnchantScrollDungeonTollEnterCost2,UxUInt32,200
Dungeon.EnchantScrollDungeonTollEnterString,UxString,"100, 200, 400, 800, 1600, 3200"
Dungeon.SummonStoneDungeonEnterLevel,UxUInt32,54
Dungeon.SummonStoneDungeonEnterCount,UxUInt32,2
Dungeon.SummonStoneDungeonTollEnterCount,UxUInt32,6
Dungeon.SummonStoneDungeonTollEnterCost1,UxUInt32,50
Dungeon.SummonStoneDungeonTollEnterCost2,UxUInt32,200
Dungeon.SummonStoneDungeonTollEnterString,UxString,"100, 200, 400, 800, 1600, 3200"
Dungeon.SummonStoneDungeonClearRankCorrect1,UxUInt32,30
Dungeon.SummonStoneDungeonClearRankCorrect2,UxUInt32,70
Dungeon.RefinementDungeonEnterLevel,UxUInt32,34
Dungeon.RefinementDungeonEnterCount,UxUInt32,6
Dungeon.RefinementDungeonTollEnterCount,UxUInt32,2
Dungeon.RefinementDungeonTollEnterCost1,UxUInt32,50
Dungeon.RefinementDungeonTollEnterCost2,UxUInt32,200
Dungeon.RefinementDungeonTollEnterCostString,UxString,"100, 200, 400, 800, 1600, 3200"
Dungeon.ReviveNowCost1,UxUInt32,80
Dungeon.ReviveNowCost2,UxUInt32,120
Dungeon.ReviveNowCost3,UxUInt32,160
Dungeon.ReviveCoolTimeMin,UxUInt32,10
Dungeon.ReviveCoolTimeMax,UxUInt32,20
Dungeon.ReviveCoolTimeAddPerCount,UxUInt32,2
Dungeon.PartyMemberMin,UxUInt32,2
Dungeon.GuildDungeonReward1,UxUInt32,200
Dungeon.GuildDungeonReward2,UxUInt32,0
Dungeon.GuildDungeonReward3,UxUInt32,0
Dungeon.GuildDungeonHelpRewardRating,UxUInt32,100
Dungeon.GuildDungeonHelpMessageMaxLimit,UxUInt32,20
Dungeon.GuildDungeonHelpMessageMinLimit,UxUInt32,2
Dungeon.GuildDungeonHelpListRefreshDelay,UxUInt32,8
Dungeon.GuildDungeonReviveCooltime,UxUInt32,10
Dungeon.GuildDungeonReviveBaseCost,UxUInt32,70
Dungeon.GuildDungeonReviveIncreaseCost,UxUInt32,10
Dungeon.GuildDungeonMemberRecall,UxUInt32,30
Dungeon.DifficultyUnder,UxUInt32,9500
Dungeon.DifficultyOver,UxUInt32,11000
Battlefield.Battlefield3vs3AbleLevel,UxUInt32,40
Battlefield.Battlefield5vs5AbleLevel,UxUInt32,40
Battlefield.Battlefield20vs20AbleLevel,UxUInt32,40
Battlefield.BattlefieldPreSeasonPopupCount,UxUInt32,5
Battlefield.BattlefieldSeasonEndNotice,UxUInt32,5
BattlefieldOfHonor.FinishScore,UxInt32,10
BattlefieldOfHonor.DecayCount,UxInt32,3
BattlefieldOfBrave.DecayCount,UxInt32,3
BattlefieldOfBrave.OccupationTime,UxUInt32,10
BattlefieldOfBrave.OccupationAPosX,UxUInt32,-86
BattlefieldOfBrave.OccupationAPosY,UxUInt32,-2482
BattlefieldOfBrave.OccupationBPosX,UxUInt32,-1163
BattlefieldOfBrave.OccupationBPosY,UxUInt32,2461
BattlefieldOfBrave.OccupationCPosX,UxUInt32,976
BattlefieldOfBrave.OccupationCPosY,UxUInt32,2449
BattlefieldOfBrave.OccupationRange,UxUInt32,250
BattlefieldOfBrave.FreyaGadgetId,UxUInt32,3101
BattlefieldOfBrave.FreyaWallGadgetGroupId,UxUInt32,3102
Attendance.ReturnUserTerm,UxUInt8,15
Attendance.LastDay,UxUInt8,28
Attendance.WeeklyLastDay,UxUInt8,7
Pk.PkAttackStateRemainTime,UxUInt32,30
Pk.HarassmentPenalty,UxUInt32,10
Pk.AllowPenaltyDebuffLeastPkCount,UxUInt32,5
Pk.NpcKillCount,UxUInt32,300
Tutorial.SystemTutorialFirstInfoId,UxUInt32,1
Tutorial.SystemTutorialLastInfoId,UxUInt32,2
Tutorial.SoulshotTutorialInfoId,UxUInt32,12
Tutorial.AutoBattleTutorialInfoId,UxUInt32,13
Tutorial.GachaInfoId,UxUInt32,15
Ai.MaxUseSkillTendency,UxUInt32,5
Ai.GetAutoCombatMinimumRadius,UxSingle,120
Ai.GetAutoCombatMediumRadius,UxSingle,1000
Ai.GetAutoCombatMaximumRadius,UxSingle,3000
Map.WorldMapRecomendationLevelGap,UxUInt32,10
Map.IntoInstanceDistanceWithoutFade,UxSingle,1000
Map.WorldMapFirstInfoId,UxUInt32,17002
Channel.LightTrafficRate,UxSingle,0.7
Channel.MiddleTrafficRate,UxSingle,0.9
MissionRequest.InitialDailyCount,UxUInt32,3
MissionRequest.MaxDailyCompleteCount,UxUInt32,12
MissionRequest.DailyRefreshDiamond,UxUInt32,160
MissionRequest.DailyRefreshAdena,UxUInt32,15000
MissionRequest.DailyRefreshFreeCount,UxUInt32,3
MissionRequest.InitialWeeklyCount,UxUInt32,10
MissionRequest.WeeklyPassDiamond,UxUInt32,50
MissionRequest.WeeklyFreePassCount,UxUInt32,0
MissionRequest.WeeklyRefreshAdena,UxUInt32,15000
MissionRequest.WeeklyRefreshFreeCount,UxUInt32,2
Loading.TipFontSize,UxUInt32,30
Loading.TipMargin,UxSingle,70
ContentsLock.NotifyDisplayTime,UxUInt32,30
ContentsLock.HeroicInfoId,UxUInt32,5
ContentsLock.ForgeInfoId,UxUInt32,1
ContentsLock.CompositionInfoId,UxUInt32,12
ContentsLock.UpgradeInfoId,UxUInt32,17
ContentsLock.EnchantInfoId,UxUInt32,13
ContentsLock.DailyActivityInfoId,UxUInt32,18
ContentsLock.SoulShotInfoId,UxUInt32,2
ContentsLock.RuneCarve,UxUInt32,16
ContentsLock.MonsterBook,UxUInt32,24
ContentsLock.Elixir,UxUInt32,28
ContentsLock.Skill,UxUInt32,9
ContentsLock.Pvp,UxUInt32,10
ContentsLock.AbilityUpInfoId,UxUInt32,41
ContentsLock.OptionChangeInfoId,UxUInt32,42
ContentsLock.LimitBreakInfoId,UxUInt32,43
Pinch.Sensitivity,UxSingle,3
Pinch.ZoomMin,UxSingle,0.4
Pinch.ZoomMax,UxSingle,1
Patch.ImageChangeTime,UxUInt32,5
Common.ByteCheck,UxBool,0
Common.MinimumHangeulLength,UxUInt32,2
Common.MinimumNumberLength,UxUInt32,2
Common.MinimumEnglishLength,UxUInt32,2
Common.MinimumMixedLength,UxUInt32,2
Common.MaximumHangeulLength,UxUInt32,12
Common.MaximumNumberLength,UxUInt32,16
Common.MaximumEnglishLength,UxUInt32,16
Common.MaximumMixedLength,UxUInt32,12
Common.MinimumKOLength,UxUInt8,2
Common.MinimumCNLength,UxUInt8,2
Common.MinimumENLength,UxUInt8,2
Common.MinimumFRLength,UxUInt8,2
Common.MinimumGELength,UxUInt8,2
Common.MinimumITLength,UxUInt8,2
Common.MinimumPOLength,UxUInt8,2
Common.MinimumRULength,UxUInt8,2
Common.MinimumSPLength,UxUInt8,2
Common.MinimumTULength,UxUInt8,2
Common.MaximumKOLength,UxUInt8,12
Common.MaximumCNLength,UxUInt8,12
Common.MaximumENLength,UxUInt8,16
Common.MaximumFRLength,UxUInt8,16
Common.MaximumGELength,UxUInt8,16
Common.MaximumITLength,UxUInt8,16
Common.MaximumPOLength,UxUInt8,16
Common.MaximumRULength,UxUInt8,16
Common.MaximumSPLength,UxUInt8,16
Common.MaximumTULength,UxUInt8,16
Common.MinimumTWLength,UxUInt8,4
Common.MinimumTHLength,UxUInt8,4
Common.MinimumJPLength,UxUInt8,4
Common.MaximumTWLength,UxUInt8,12
Common.MaximumTHLength,UxUInt8,12
Common.MaximumJPLength,UxUInt8,12
Common.GiftCardGradeColor1,EColorType,GiftCardGrade1
Common.GiftCardGradeColor2,EColorType,GiftCardGrade2
Common.GiftCardGradeColor3,EColorType,GiftCardGrade3
Common.GiftCardGradeColor4,EColorType,GiftCardGrade4
Common.GiftCardGradeColor5,EColorType,GiftCardGrade5
Common.BroadCastingDisplayTime,UxUInt32,5
Common.FinishStayTime,UxSingle,0.7
Common.FinishKeepTime,UxSingle,1.5
Common.FinishKeepTimeClearDungeon,UxSingle,5
Common.FinishKeepTimeClearGuildDungeon,UxSingle,5
Common.SearchKeywordMin,UxUInt32,2
Common.SearchKeywordMaxShort,UxUInt32,12
Common.SearchKeywordMaxLarge,UxUInt32,20
Common.SearchLimitTime,UxUInt32,3
Common.BroadCastSpeed,UxUInt32,150
Common.BroadCastCanvasWidth,UxUInt32,760
Common.AutoReviveStartTime,UxUInt32,30
Common.ReviveTipBreakpointLevel,UxUInt32,30
Common.ReviveRevengeButtonKeepTime,UxSingle,10
Common.DivideBossHP,UxUInt32,100000
Skill.AutoTargetDistance,UxSingle,1000
Skill.DashRange,UxSingle,500
Skill.DashSpeedMul,UxSingle,2.5
Skill.DashCooltime,UxSingle,5
Skill.DashCooltimeForTutorial,UxSingle,2
Skill.BuffIconDurationInStatusBar,UxSingle,0.8
Asset.Rune,UxUInt32,490005
Asset.Cash,UxUInt32,490003
Asset.FriendlyPoint,UxUInt32,490034
Asset.FestivalCoupon,UxUInt32,490059
Asset.Topaz,UxUInt32,490036
Asset.BloodCrystal,UxUInt32,400002
Asset.GuildCoin,UxUInt32,490006
Asset.GachaMileage,UxUInt32,490035
Asset.SP,UxUInt32,490033
Asset.PaidCash,UxUInt32,490004
Asset.Adena,UxUInt32,490002
Asset.SoulShot,UxUInt32,400001
Asset.Exp,UxUInt32,490001
Asset.GuildRedStarStone,UxUInt32,490065
Asset.HonorCoin,UxUInt32,490073
Asset.BraveCoin,UxUInt32,490074
Asset.AncientCoin,UxUInt32,490075
Potion.HpPotionShopId,UxUInt32,4001
Potion.MpPotionShopId,UxUInt32,4005
Potion.SoulShotShopId,UxUInt32,4009
Summon.SummoningDuration,UxSingle,5
Summon.SummonActionSocialId,UxUInt32,1001
Summon.MaxReserveCount,UxUInt32,10
Summon.ReserveCountdownValue,UxUInt32,30
DropBoxEvent.MorningItemBoxMaxCount,UxUInt32,10
DropBoxEvent.EveningItemBoxMaxCount,UxUInt32,10
Event.WebAchievementLocation,UxUInt32,10
Pet.NonEquipVehicleStatDecreaseRate,UxUInt32,3000
Pet.UpgradeMaxMaterialGrade,ItemGrade,R
Pet.PetEquipmentEnchantEnable,UxBool,1
ErikaGuideTimer,UxUInt32,20
Forum.GuildNewPostCheckTime,UxInt32,60
Forum.vBulletin,UxInt32,97
Forum.Facebook,UxInt32,98
Forum.News,UxInt32,99
BattleDeck.LimitCount,UxInt32,5
FieldBoss.DisplayBuff,UxInt32,602
Title.BtnAchievable,UxString,UI_Btn_NewGreen
Title.BtnEquip,UxString,UI_Btn_NewBlue
Title.BtnNormal,UxString,UI_Btn_NewBlue
MonsterBook.CompletedBead,UxUInt8,11
MonsterBook.CompletedFrame,UxUInt8,4
MonsterBook.CompletedSlot,UxUInt8,4
FaceBook.InviteCooltime,UxUInt32,86400
FaceBook.MaxFriendCount,UxUInt8,30
Policy.TermsofServiceLink,UxString,http://help.netmarble.com/policy/terms_of_service.asp?locale=en
Policy.PrivacyPolicyLink,UxString,http://help.netmarble.com/policy/privacy_policy.asp?locale=en
Toast.ToastSwipeHideSpeed,UxDouble,0.3
Toast.NETWORK_RECONNECTED,UxInt32,2
Toast.PARTY_CREATED,UxInt32,3
Toast.PARTY_JOIN_NOTICE,UxInt32,4
Toast.PARTY_MEMBER_JOINED,UxInt32,5
Toast.PARTY_OUT_NOTICE,UxInt32,6
Toast.PARTY_OUT_NOTICE_TO_PARTY,UxInt32,7
Toast.PARTY_EXPELLED,UxInt32,8
Toast.PARTY_EXPELLED_NOTICE_TO_PARTY,UxInt32,9
Toast.PARTY_APPOINTED_MASTER,UxInt32,10
Toast.PARTY_MANDATE_NOTICE,UxInt32,11
Toast.PARTY_BREAKUP_NOTICE,UxInt32,12
Toast.PARTY_INVITED,UxInt32,13
Toast.PARTY_REFUSED_AND_NEW_PARTY,UxInt32,14
Toast.PARTY_JOIN_REQUEST,UxInt32,15
Toast.PARTY_AUTOJION_CANCEL,UxInt32,16
Toast.PARTY_READY_DUNGEON_ENTER,UxInt32,17
Toast.PARTY_AutoEnter_START_ENTER,UxInt32,18
Toast.PARTY_CALL_MOVE1,UxInt32,19
Toast.PARTY_CALL_MOVE2,UxInt32,20
Toast.PARTY_CALL_MOVE3,UxInt32,91
Toast.PARTY_SPOT_MOVE_ASK1,UxInt32,21
Toast.PARTY_SPOT_MOVE_ASK2,UxInt32,22
Toast.BATTLE_FIELD_PARTY_CREATE,UxInt32,23
Toast.BATTLE_FIELD_JOIN,UxInt32,24
Toast.BATTLE_FIELD_MEMBER_JOIN,UxInt32,25
Toast.BATTLE_FIELD_DISBAND,UxInt32,26
Toast.BATTLE_FIELD_WITHDRAW,UxInt32,27
Toast.BATTLE_FIELD_MEMBER_WITHDRAW,UxInt32,28
Toast.BATTLEFIELD_INVITE_REQUEST,UxInt32,29
Toast.BATTLEFIELD_JOIN_SECOND,UxInt32,30
Toast.FRIEND_INVITED,UxInt32,31
Toast.FRIEND_COMPLETE,UxInt32,32
Toast.GUILD_EMBLEM_CHANGE,UxInt32,33
Toast.GUILD_NICKNAME_CHANGE,UxInt32,34
Toast.FRIEND_CONNECT,UxInt32,35
Toast.GUILD_MEMBER_DONATE,UxInt32,36
Toast.GUILD_MEMBER_JOIN,UxInt32,37
Toast.GUILD_MEMBER_OUT,UxInt32,38
Toast.GUILD_MEMBER_EXPELLED,UxInt32,39
Toast.GUILD_INVITE_NOTIFY,UxInt32,40
Toast.GUILD_INVITE_REFUSE_NOTIFY,UxInt32,41
Toast.GUILD_JOIN_REQUEST_NOTIFY,UxInt32,42
Toast.GUILD_JOIN_ACCEPT_NOTIFY,UxInt32,43
Toast.GUILD_JOIN_REFUSE_NOTIFY,UxInt32,44
Toast.GUILD_KICKOUT,UxInt32,45
Toast.MOBIRUM_CHANGE_MEMBER_GRADE,UxInt32,46
Toast.GUILD_MASTER_ENTRUST_SUCCESS,UxInt32,47
Toast.GUILD_MASTER_ENTRUST_SUCCESS_TIME,UxInt32,48
Toast.MOBIRUM_TITLE_PRIZE,UxInt32,49
Toast.MOBIRUM_TITLE_PRIZE_ALL,UxInt32,50
Toast.MOBIRUM_TITLE_PRIZE2,UxInt32,51
Toast.GUILD_PRESENT_GET,UxInt32,52
Toast.GUILD_REQUEST_REVENGE1,UxInt32,53
Toast.GUILD_REQUEST_REVENGE2,UxInt32,54
Toast.GUILD_REQUEST_REVENGE3,UxInt32,55
Toast.GUILD_REQUEST_REVENGE4,UxInt32,56
Toast.GUILD_ALLIANCE,UxInt32,57
Toast.GUILD_ALLIANCE_BREAK,UxInt32,58
Toast.GUILD_WAR,UxInt32,59
Toast.GUILD_WAR_END_REFUSE,UxInt32,60
Toast.GUILD_WAR_END_REFUSE2,UxInt32,61
Toast.GUILD_WAR_END,UxInt32,62
Toast.GUILD_WAR_WIN,UxInt32,63
Toast.GUILD_WAR_LOSE,UxInt32,64
Toast.GUILD_LEVEL_UP,UxInt32,65
Toast.GUILD_BUFF_LEVEL_UP,UxInt32,66
Toast.GUILD_SHOP_BUY,UxInt32,67
Toast.GUILD_ATTACK_SUCCESS,UxInt32,68
Toast.GUILD_DUNGEON_INVITE,UxInt32,69
Toast.GUILD_DUNGEON_RESET,UxInt32,70
Toast.GUILD_BIDDING_REFRESH1,UxInt32,71
Toast.GUILD_BIDDING_REFRESH2,UxInt32,72
Toast.GUILD_BIDDING_EXTEND1,UxInt32,73
Toast.GUILD_BIDDING_EXTEND2,UxInt32,74
Toast.FORTRESS_SIEGE_ENTER_TIME,UxInt32,75
Toast.CASTLE_SIEGE_ENTER_TIME,UxInt32,76
Toast.GUILD_GIVEUP,UxInt32,77
Toast.GUILD_CASTLE_TYPE,UxInt32,78
Toast.AGIT_LEVEL_UP,UxInt32,79
Toast.AGIT_CRYSTAL_LEVEL_UP,UxInt32,80
Toast.AGIT_GUILD_QUEST_SUCCESS,UxInt32,81
Toast.AGIT_DINNER,UxInt32,82
Toast.AGIT_RELIC,UxInt32,83
Toast.AGIT_CREATE_POTION,UxInt32,84
Toast.AGIT_FIREPLACE1,UxInt32,85
Toast.AGIT_FIREPLACE2,UxInt32,86
Toast.AGIT_FIREPLACE3,UxInt32,87
Toast.GUILD_KICKOUT2,UxInt32,88
Toast.PARTYDUNGEON_KICKOUT,UxInt32,92
Toast.WAITLOGIN,UxInt32,1000
Toast.FREE_FORTRESS_PARTY_CREATE,UxInt32,94
Toast.FREE_FORTRESS_JOIN,UxInt32,95
Toast.FREE_FORTRESS_MEMBER_JOIN,UxInt32,96
Toast.FREE_FORTRESS_DISBAND,UxInt32,97
Toast.FREE_FORTRESS_WITHDRAW,UxInt32,98
Toast.FREE_FORTRESS_MEMBER_WITHDRAW,UxInt32,99
Toast.FREE_FORTRESS_INVITE_REQUEST,UxInt32,100
Toast.FREE_FORTRESS_JOIN_SECOND,UxInt32,101
Mastery.OpenCharacterLevel,UxUInt32,40
Mastery.ExpToNextCountValue,UxUInt32,4406434
Translation.ButtonPushTimeLimit,UxInt32,5000
Translation.WatingTimeLimit,UxUInt32,1000
