Id,GroupId,Type,DisplayLevel,Grade,EquipmentType1,EquipmentType2,WeaponType,ArmorType,Material,GachaInfoId,SoulCrystalType,PetEquipmentType,SummonGemGroupId,AcquirePerformanceType,AuctionSubGroupId,IconTexture,MaxStackableCount,EffectType1,EffectParam1,EffectType2,EffectParam2,EffectType3,EffectParam3,BasicOptionGroupId,AbilityInfoId,SellingPrice,ProvidingExp,RequiredAdena,CoolTime,Resource,AcquireContents1,AcquireContents2,AcquireContents3,AcquireContents4,AcquireContents5,ClassType,UseType,UseLevel,MaxUseLevel,Rarity,VisualEffectId,BagType,LootEffect,UseClassTransfer,Usable,UseQuickSlot,Loadable,ItemInfoId
320061,320060,10,,1,7,11,6,3,3,,9,4,,0,,Acc_Necklace_Hero_01,1,21,11,22,11,58,27,,,50,,,,,,,,,,0,,,,0,,2,0,1,0,0,0,
320062,320060,10,,2,7,11,6,3,3,,9,4,,0,,Acc_Necklace_Hero_01,1,21,34,22,34,58,76,,,100,,,,,,,,,,0,,,,0,,2,0,1,0,0,0,
320063,320060,10,,3,7,11,6,3,3,,9,4,,0,,Acc_Necklace_Hero_01,1,21,80,22,80,58,182,62007201,,750,,,,,,,,,,0,,,,0,,2,0,1,0,0,0,
320064,320060,10,,4,7,11,6,3,3,,9,4,,0,,Acc_Necklace_Hero_01,1,21,180,22,180,58,405,62007301,301,2500,,,,,,,,,,0,,,,0,,2,1,1,0,0,0,
320065,320060,10,,5,7,11,6,3,3,,9,4,,1,,Acc_Necklace_Hero_01,1,21,371,22,371,58,833,62007401,301,12500,,,,,,,,,,0,,,,0,,2,1,1,0,0,0,
320066,320060,10,,6,7,11,6,3,3,,9,4,,1,,Acc_Necklace_Hero_01,1,21,706,22,706,58,1581,62007501,301,25000,,,,,,,,,,0,,,,0,,2,2,1,0,0,0,
330061,330060,10,,1,4,5,6,3,3,,9,4,,0,,Acc_Earring_Hero_01,1,58,28,60,28,0,0,,,50,,,,,,,,,,0,,,,0,,2,0,0,0,0,0,
330062,330060,10,,2,4,5,6,3,3,,9,4,,0,,Acc_Earring_Hero_01,1,58,78,60,78,0,0,,,100,,,,,,,,,,0,,,,0,,2,0,0,0,0,0,
330063,330060,10,,3,4,5,6,3,3,,9,4,,0,,Acc_Earring_Hero_01,1,58,186,60,186,0,0,63007201,,750,,,,,,,,,,0,,,,0,,2,0,0,0,0,0,
330064,330060,10,,4,4,5,6,3,3,,9,4,,0,,Acc_Earring_Hero_01,1,58,414,60,414,0,0,63007301,301,2500,,,,,,,,,,0,,,,0,,2,1,0,0,0,0,
330065,330060,10,,5,4,5,6,3,3,,9,4,,1,,Acc_Earring_Hero_01,1,58,851,60,851,0,0,63007401,301,12500,,,,,,,,,,0,,,,0,,2,1,0,0,0,0,
330066,330060,10,,6,4,5,6,3,3,,9,4,,1,,Acc_Earring_Hero_01,1,58,1616,60,1616,0,0,63007501,301,25000,,,,,,,,,,0,,,,0,,2,2,0,0,0,0,
400000,400000,17,,8,11,11,6,3,3,,9,4,,1,710,Icon_Asset_Protector_01,9999,179,,179,,179,,,,1000,,,,,12,14,40,47,9,,,,,0,,6,0,0,0,0,0,
400001,400001,18,,8,11,11,6,3,3,,9,4,,0,,Icon_SoulShot_01,9999,179,,179,,179,,,,5,,,,,10,5,26,,,,,,,0,,5,0,0,0,0,0,
400002,400002,7,,8,11,11,6,3,3,,9,4,,0,9901,Currency_BloodCrystal_01,9999,179,,179,,179,,,,3,,,,,19,27,,,,,,,,0,,6,0,0,0,0,0,
400101,400101,54,,8,11,11,6,3,3,,9,4,,1,9901,Icon_ForgottenSand,99,94,-1,179,,179,,,,1000,,,,,,,,,,,,,,0,,5,0,0,1,0,0,
410001,410001,19,,8,11,11,6,3,3,,9,4,,0,701,Icon_EnchantScroll_01,9999,179,,179,,179,,,,1000,,,,,14,20,36,9,,,,,,0,,6,0,0,0,0,0,
410002,410002,2,,8,11,11,6,3,3,,9,4,,0,702,Icon_EnchantScroll_02,9999,179,,179,,179,,,,1000,,,,,14,20,36,9,,,,,,0,,6,0,0,0,0,0,
410003,410003,0,,8,11,11,6,3,3,,9,4,,0,703,Icon_EnchantScroll_03,9999,179,,179,,179,,,,1000,,,,,14,20,36,9,,,,,,0,,6,0,0,0,0,0,
410004,410004,67,,8,11,11,6,3,3,,9,4,,0,1204,Icon_PetEnchantScroll_01,9999,179,,179,,179,,,,1000,,,,,36,9,,,,,,,,0,,6,0,0,0,0,0,
410011,410011,6,,8,11,11,6,3,3,,9,4,,1,704,Icon_EnchantScroll_04,9999,179,,179,,179,,,,1000,,,,,12,9,47,,,,,,,0,,6,0,0,0,0,0,
410012,410012,5,,8,11,11,6,3,3,,9,4,,1,705,Icon_EnchantScroll_05,9999,179,,179,,179,,,,1000,,,,,12,9,47,,,,,,,0,,6,0,0,0,0,0,
410013,410013,4,,8,11,11,6,3,3,,9,4,,1,706,Icon_EnchantScroll_06,9999,179,,179,,179,,,,1000,,,,,12,9,47,,,,,,,0,,6,0,0,0,0,0,
420001,420001,20,,8,11,11,6,3,3,,9,4,,0,707,Icon_Asset_Upgrade_01,9999,179,,179,,179,,,,1000,,,,,1,14,20,47,9,,,,,0,,6,0,0,0,0,0,
420002,420002,3,,8,11,11,6,3,3,,9,4,,0,708,Icon_Asset_Upgrade_02,9999,179,,179,,179,,,,1000,,,,,1,14,20,47,9,,,,,0,,6,0,0,0,0,0,
420003,420003,1,,8,11,11,6,3,3,,9,4,,0,709,Icon_Asset_Upgrade_03,9999,179,,179,,179,,,,1000,,,,,1,14,20,47,9,,,,,0,,6,0,0,0,0,0,
440001,440000,13,,8,11,11,6,3,3,,9,4,,0,,Icon_HpPotion_01,9999,50,3000,179,,179,,,,30,,,15000,,10,26,,,,,,,,0,100006,5,0,0,1,0,0,
440002,440000,13,,8,11,11,6,3,3,,9,4,,0,903,Icon_HpPotion_02,9999,50,10000,179,,179,,,,125,,,15000,,10,,,,,,,,,0,100006,5,0,0,1,0,0,
440003,440000,13,,8,11,11,6,3,3,,9,4,,0,9901,Icon_HpPotion_02,9999,50,1500,179,,179,,,,0,,,15000,,10,,,,,,,,,0,100006,5,0,0,1,0,0,
440004,440000,13,,8,11,11,6,3,3,,9,4,,0,9901,Icon_HpPotion_02,9999,50,9000,179,,179,,,,0,,,15000,,10,,,,,,,,,0,100006,5,0,0,1,0,0,
440011,440010,15,,8,11,11,6,3,3,,9,4,,0,,Icon_MpPotion_01,9999,64,3000,179,,179,,,,30,,,15000,,10,26,,,,,,,,0,100007,5,0,0,1,0,0,
440012,440010,15,,8,11,11,6,3,3,,9,4,,0,904,Icon_MpPotion_02,9999,64,10000,179,,179,,,,125,,,15000,,10,,,,,,,,,0,100007,5,0,0,1,0,0,
440013,440010,15,,8,11,11,6,3,3,,9,4,,0,,Icon_MpPotion_02,9999,64,1500,179,,179,,,,0,,,15000,,10,,,,,,,,,5,Normal,0,1,0,0,0,0,
440014,440010,15,,8,11,11,6,3,3,,9,4,,0,9901,Icon_MpPotion_02,9999,64,9000,179,,179,,,,0,,,15000,,10,,,,,,,,,0,100007,5,0,0,1,0,0,
449999,449999,40,,8,11,11,6,3,3,,9,4,,0,907,UI_Icon_TeleportScroll,9999,179,,179,,179,,,,500,,,,,10,31,,,,,,,,0,,5,0,0,0,0,0,
430001,430000,23,,1,11,11,6,3,3,,2,4,,0,501,Icon_SoulCrystal_1,9999,1,12,2,12,179,,0,,50,,,,,19,38,,,,,,,,0,,3,0,0,0,0,0,
430002,430000,23,,2,11,11,6,3,3,,2,4,,0,501,Icon_SoulCrystal_2,9999,1,27,2,27,179,,0,,100,,,,,19,38,,,,,,,,0,,3,0,0,0,0,0,
430003,430000,23,,3,11,11,6,3,3,,2,4,,0,501,Icon_SoulCrystal_3,9999,1,59,2,59,179,,0,,500,,,,,19,38,,,,,,,,0,,3,0,0,0,0,0,
430004,430000,23,,4,11,11,6,3,3,,2,4,,0,501,Icon_SoulCrystal_4,9999,1,126,2,126,179,,0,,1250,,,,,19,38,,,,,,,,0,,3,0,0,0,0,0,
430005,430000,23,,5,11,11,6,3,3,,2,4,,1,501,Icon_SoulCrystal_5,9999,1,261,2,261,179,,0,,2500,,,,,,,,,,,,,,0,,3,0,0,0,0,0,
430006,430000,23,,6,11,11,6,3,3,,2,4,,1,501,Icon_SoulCrystal_6,9999,1,529,2,529,179,,0,,7500,,,,,,,,,,,,,,0,,3,2,0,0,0,0,
430011,430010,23,,1,11,11,6,3,3,,5,4,,0,502,Icon_SoulCrystal_7,9999,21,14,22,14,179,,0,,50,,,,,19,38,,,,,,,,0,,3,0,0,0,0,0,
430012,430010,23,,2,11,11,6,3,3,,5,4,,0,502,Icon_SoulCrystal_8,9999,21,31,22,31,179,,0,,100,,,,,19,38,,,,,,,,0,,3,0,0,0,0,0,
430013,430010,23,,3,11,11,6,3,3,,5,4,,0,502,Icon_SoulCrystal_9,9999,21,67,22,67,179,,0,,500,,,,,19,38,,,,,,,,0,,3,0,0,0,0,0,
430014,430010,23,,4,11,11,6,3,3,,5,4,,0,502,Icon_SoulCrystal_10,9999,21,142,22,142,179,,0,,1250,,,,,19,38,,,,,,,,0,,3,0,0,0,0,0,
430015,430010,23,,5,11,11,6,3,3,,5,4,,1,502,Icon_SoulCrystal_11,9999,21,294,22,294,179,,0,,2500,,,,,,,,,,,,,,0,,3,0,0,0,0,0,
430016,430010,23,,6,11,11,6,3,3,,5,4,,1,502,Icon_SoulCrystal_12,9999,21,595,22,595,179,,0,,7500,,,,,,,,,,,,,,0,,3,2,0,0,0,0,
430021,430020,23,,1,11,11,6,3,3,,8,4,,0,504,Icon_SoulCrystal_19,9999,29,8,179,,179,,0,,50,,,,,19,38,,,,,,,,0,,3,0,0,0,0,0,
430022,430020,23,,2,11,11,6,3,3,,8,4,,0,504,Icon_SoulCrystal_20,9999,29,19,179,,179,,0,,100,,,,,19,38,,,,,,,,0,,3,0,0,0,0,0,
430023,430020,23,,3,11,11,6,3,3,,8,4,,0,504,Icon_SoulCrystal_21,9999,29,41,179,,179,,0,,500,,,,,19,38,,,,,,,,0,,3,0,0,0,0,0,
430024,430020,23,,4,11,11,6,3,3,,8,4,,0,504,Icon_SoulCrystal_22,9999,29,86,179,,179,,0,,1250,,,,,19,38,,,,,,,,0,,3,0,0,0,0,0,
430025,430020,23,,5,11,11,6,3,3,,8,4,,1,504,Icon_SoulCrystal_23,9999,29,179,179,,179,,0,,2500,,,,,,,,,,,,,,0,,3,0,0,0,0,0,
430026,430020,23,,6,11,11,6,3,3,,8,4,,1,504,Icon_SoulCrystal_24,9999,29,362,179,,179,,0,,7500,,,,,,,,,,,,,,0,,3,2,0,0,0,0,
430031,430030,23,,1,11,11,6,3,3,,1,4,,0,505,Icon_SoulCrystal_25,9999,26,8,179,,179,,0,,50,,,,,19,38,,,,,,,,0,,3,0,0,0,0,0,
430032,430030,23,,2,11,11,6,3,3,,1,4,,0,505,Icon_SoulCrystal_26,9999,26,19,179,,179,,0,,100,,,,,19,38,,,,,,,,0,,3,0,0,0,0,0,
430033,430030,23,,3,11,11,6,3,3,,1,4,,0,505,Icon_SoulCrystal_27,9999,26,41,179,,179,,0,,500,,,,,19,38,,,,,,,,0,,3,0,0,0,0,0,
430034,430030,23,,4,11,11,6,3,3,,1,4,,0,505,Icon_SoulCrystal_28,9999,26,86,179,,179,,0,,1250,,,,,19,38,,,,,,,,0,,3,0,0,0,0,0,
430035,430030,23,,5,11,11,6,3,3,,1,4,,1,505,Icon_SoulCrystal_29,9999,26,179,179,,179,,0,,2500,,,,,,,,,,,,,,0,,3,0,0,0,0,0,
430036,430030,23,,6,11,11,6,3,3,,1,4,,1,505,Icon_SoulCrystal_30,9999,26,362,179,,179,,0,,7500,,,,,,,,,,,,,,0,,3,2,0,0,0,0,
430041,430040,23,,1,11,11,6,3,3,,4,4,,0,508,Icon_SoulCrystal_43,9999,101,20,179,,179,,0,,50,,,,,38,,,,,,,,,0,,3,0,0,0,0,0,
430042,430040,23,,2,11,11,6,3,3,,4,4,,0,508,Icon_SoulCrystal_44,9999,101,45,179,,179,,0,,100,,,,,38,,,,,,,,,0,,3,0,0,0,0,0,
430043,430040,23,,3,11,11,6,3,3,,4,4,,0,508,Icon_SoulCrystal_45,9999,101,98,179,,179,,0,,500,,,,,38,,,,,,,,,0,,3,0,0,0,0,0,
430044,430040,23,,4,11,11,6,3,3,,4,4,,0,508,Icon_SoulCrystal_46,9999,101,207,179,,179,,0,,1250,,,,,38,,,,,,,,,0,,3,0,0,0,0,0,
430045,430040,23,,5,11,11,6,3,3,,4,4,,1,508,Icon_SoulCrystal_47,9999,101,428,179,,179,,0,,2500,,,,,,,,,,,,,,0,,3,0,0,0,0,0,
430046,430040,23,,6,11,11,6,3,3,,4,4,,1,508,Icon_SoulCrystal_48,9999,101,867,179,,179,,0,,7500,,,,,,,,,,,,,,0,,3,2,0,0,0,0,
430051,430050,23,,1,11,11,6,3,3,,6,4,,0,509,Icon_SoulCrystal_49,9999,102,20,179,,179,,0,,50,,,,,38,,,,,,,,,0,,3,0,0,0,0,0,
430052,430050,23,,2,11,11,6,3,3,,6,4,,0,509,Icon_SoulCrystal_50,9999,102,45,179,,179,,0,,100,,,,,38,,,,,,,,,0,,3,0,0,0,0,0,
430053,430050,23,,3,11,11,6,3,3,,6,4,,0,509,Icon_SoulCrystal_51,9999,102,98,179,,179,,0,,500,,,,,38,,,,,,,,,0,,3,0,0,0,0,0,
430054,430050,23,,4,11,11,6,3,3,,6,4,,0,509,Icon_SoulCrystal_52,9999,102,207,179,,179,,0,,1250,,,,,38,,,,,,,,,0,,3,0,0,0,0,0,
430055,430050,23,,5,11,11,6,3,3,,6,4,,1,509,Icon_SoulCrystal_53,9999,102,428,179,,179,,0,,2500,,,,,,,,,,,,,,0,,3,0,0,0,0,0,
430056,430050,23,,6,11,11,6,3,3,,6,4,,1,509,Icon_SoulCrystal_54,9999,102,867,179,,179,,0,,7500,,,,,,,,,,,,,,0,,3,2,0,0,0,0,
430061,430061,23,,1,11,11,6,3,3,,7,4,,0,506,Icon_SoulCrystal_31,9999,10,15,179,,179,,0,,50,,,,,19,38,,,,,,,,0,,3,0,0,0,0,0,
430062,430061,23,,2,11,11,6,3,3,,7,4,,0,506,Icon_SoulCrystal_32,9999,10,34,179,,179,,0,,100,,,,,19,38,,,,,,,,0,,3,0,0,0,0,0,
430063,430061,23,,3,11,11,6,3,3,,7,4,,0,506,Icon_SoulCrystal_33,9999,10,73,179,,179,,0,,500,,,,,19,38,,,,,,,,0,,3,0,0,0,0,0,
430064,430061,23,,4,11,11,6,3,3,,7,4,,0,506,Icon_SoulCrystal_34,9999,10,155,179,,179,,0,,1250,,,,,19,38,,,,,,,,0,,3,0,0,0,0,0,
430065,430061,23,,5,11,11,6,3,3,,7,4,,1,506,Icon_SoulCrystal_35,9999,10,321,179,,179,,0,,2500,,,,,,,,,,,,,,0,,3,0,0,0,0,0,
430066,430061,23,,6,11,11,6,3,3,,7,4,,1,506,Icon_SoulCrystal_36,9999,10,650,179,,179,,0,,7500,,,,,,,,,,,,,,0,,3,2,0,0,0,0,
430071,430071,23,,1,11,11,6,3,3,,0,4,,0,507,Icon_SoulCrystal_37,9999,11,18,179,,179,,0,,50,,,,,19,38,,,,,,,,0,,3,0,0,0,0,0,
430072,430071,23,,2,11,11,6,3,3,,0,4,,0,507,Icon_SoulCrystal_38,9999,11,41,179,,179,,0,,100,,,,,19,38,,,,,,,,0,,3,0,0,0,0,0,
430073,430071,23,,3,11,11,6,3,3,,0,4,,0,507,Icon_SoulCrystal_39,9999,11,88,179,,179,,0,,500,,,,,19,38,,,,,,,,0,,3,0,0,0,0,0,
430074,430071,23,,4,11,11,6,3,3,,0,4,,0,507,Icon_SoulCrystal_40,9999,11,187,179,,179,,0,,1250,,,,,19,38,,,,,,,,0,,3,0,0,0,0,0,
430075,430071,23,,5,11,11,6,3,3,,0,4,,1,507,Icon_SoulCrystal_41,9999,11,388,179,,179,,0,,2500,,,,,,,,,,,,,,0,,3,0,0,0,0,0,
430076,430071,23,,6,11,11,6,3,3,,0,4,,1,507,Icon_SoulCrystal_42,9999,11,786,179,,179,,0,,7500,,,,,,,,,,,,,,0,,3,2,0,0,0,0,
430081,430081,23,,1,11,11,6,3,3,,3,4,,0,503,Icon_SoulCrystal_13,9999,58,9,179,,179,,0,,50,,,,,19,38,,,,,,,,0,,3,0,0,0,0,0,
430082,430081,23,,2,11,11,6,3,3,,3,4,,0,503,Icon_SoulCrystal_14,9999,58,20,179,,179,,0,,100,,,,,19,38,,,,,,,,0,,3,0,0,0,0,0,
430083,430081,23,,3,11,11,6,3,3,,3,4,,0,503,Icon_SoulCrystal_15,9999,58,44,179,,179,,0,,500,,,,,19,38,,,,,,,,0,,3,0,0,0,0,0,
430084,430081,23,,4,11,11,6,3,3,,3,4,,0,503,Icon_SoulCrystal_16,9999,58,94,179,,179,,0,,1250,,,,,19,38,,,,,,,,0,,3,0,0,0,0,0,
430085,430081,23,,5,11,11,6,3,3,,3,4,,1,503,Icon_SoulCrystal_17,9999,58,196,179,,179,,0,,2500,,,,,,,,,,,,,,0,,3,0,0,0,0,0,
430086,430081,23,,6,11,11,6,3,3,,3,4,,1,503,Icon_SoulCrystal_18,9999,58,397,179,,179,,0,,7500,,,,,,,,,,,,,,0,,3,2,0,0,0,0,
450001,450001,14,,8,11,11,6,3,3,,9,4,,0,605,Icon_Herb_01,9999,179,,179,,179,,,,50,,,,,22,1,2,9,,,,,,0,,6,0,0,0,0,0,
450002,450002,14,,8,11,11,6,3,3,,9,4,,0,606,Icon_Herb_02,9999,179,,179,,179,,,,50,,,,,22,1,2,9,,,,,,0,,6,0,0,0,0,0,
450003,450003,14,,8,11,11,6,3,3,,9,4,,0,607,Icon_Herb_03,9999,179,,179,,179,,,,50,,,,,22,1,2,9,,,,,,0,,6,0,0,0,0,0,
450004,450004,14,,8,11,11,6,3,3,,9,4,,0,608,Icon_Herb_04,9999,179,,179,,179,,,,50,,,,,22,1,2,9,,,,,,0,,6,0,0,0,0,0,
451001,451001,9,1,8,11,11,6,3,3,,9,4,,0,0,Icon_Elixir_01,9999,83,1,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,0,0,0,
451002,451002,9,1,8,11,11,6,3,3,,9,4,,0,0,Icon_Elixir_02,9999,83,10,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,0,0,0,
451003,451003,9,1,8,11,11,6,3,3,,9,4,,0,0,Icon_Elixir_03,9999,83,19,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,0,0,0,
451004,451004,9,1,8,11,11,6,3,3,,9,4,,0,0,Icon_Elixir_04,9999,83,28,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,0,0,0,
451005,451001,9,2,8,11,11,6,3,3,,9,4,,0,0,Icon_Elixir_01,9999,83,2,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,0,0,0,
451006,451002,9,2,8,11,11,6,3,3,,9,4,,0,0,Icon_Elixir_02,9999,83,11,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,0,0,0,
451007,451003,9,2,8,11,11,6,3,3,,9,4,,0,0,Icon_Elixir_03,9999,83,20,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,0,0,0,
451008,451004,9,2,8,11,11,6,3,3,,9,4,,0,0,Icon_Elixir_04,9999,83,29,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,0,0,0,
451009,451001,9,3,8,11,11,6,3,3,,9,4,,0,0,Icon_Elixir_01,9999,83,3,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,0,0,0,
451010,451002,9,3,8,11,11,6,3,3,,9,4,,0,0,Icon_Elixir_02,9999,83,12,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,0,0,0,
451011,451003,9,3,8,11,11,6,3,3,,9,4,,0,0,Icon_Elixir_03,9999,83,21,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,0,0,0,
451012,451004,9,3,8,11,11,6,3,3,,9,4,,0,0,Icon_Elixir_04,9999,83,30,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,0,0,0,
451013,451001,9,4,8,11,11,6,3,3,,9,4,,0,0,Icon_Elixir_01,9999,83,4,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,0,0,0,
451014,451002,9,4,8,11,11,6,3,3,,9,4,,0,0,Icon_Elixir_02,9999,83,13,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,0,0,0,
451015,451003,9,4,8,11,11,6,3,3,,9,4,,0,0,Icon_Elixir_03,9999,83,22,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,0,0,0,
451016,451004,9,4,8,11,11,6,3,3,,9,4,,0,0,Icon_Elixir_04,9999,83,31,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,0,0,0,
451017,451001,9,5,8,11,11,6,3,3,,9,4,,0,0,Icon_Elixir_01,9999,83,5,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,0,0,0,
451018,451002,9,5,8,11,11,6,3,3,,9,4,,0,0,Icon_Elixir_02,9999,83,14,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,0,0,0,
451019,451003,9,5,8,11,11,6,3,3,,9,4,,0,0,Icon_Elixir_03,9999,83,23,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,0,0,0,
451020,451004,9,5,8,11,11,6,3,3,,9,4,,0,0,Icon_Elixir_04,9999,83,32,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,0,0,0,
451021,451001,9,6,8,11,11,6,3,3,,9,4,,0,0,Icon_Elixir_01,9999,83,6,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,0,0,0,
451022,451002,9,6,8,11,11,6,3,3,,9,4,,0,0,Icon_Elixir_02,9999,83,15,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,0,0,0,
451023,451003,9,6,8,11,11,6,3,3,,9,4,,0,0,Icon_Elixir_03,9999,83,24,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,0,0,0,
451024,451004,9,6,8,11,11,6,3,3,,9,4,,0,0,Icon_Elixir_04,9999,83,33,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,0,0,0,
451025,451001,9,7,8,11,11,6,3,3,,9,4,,0,0,Icon_Elixir_01,9999,83,7,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,0,0,0,
451026,451002,9,7,8,11,11,6,3,3,,9,4,,0,0,Icon_Elixir_02,9999,83,16,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,0,0,0,
451027,451003,9,7,8,11,11,6,3,3,,9,4,,0,0,Icon_Elixir_03,9999,83,25,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,0,0,0,
451028,451004,9,7,8,11,11,6,3,3,,9,4,,0,0,Icon_Elixir_04,9999,83,34,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,0,0,0,
451029,451001,9,8,8,11,11,6,3,3,,9,4,,0,0,Icon_Elixir_01,9999,83,8,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,0,0,0,
451030,451002,9,8,8,11,11,6,3,3,,9,4,,0,0,Icon_Elixir_02,9999,83,17,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,0,0,0,
451031,451003,9,8,8,11,11,6,3,3,,9,4,,0,0,Icon_Elixir_03,9999,83,26,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,0,0,0,
451032,451004,9,8,8,11,11,6,3,3,,9,4,,0,0,Icon_Elixir_04,9999,83,35,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,0,0,0,
451033,451001,9,9,8,11,11,6,3,3,,9,4,,0,0,Icon_Elixir_01,9999,83,9,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,0,0,0,
451034,451002,9,9,8,11,11,6,3,3,,9,4,,0,0,Icon_Elixir_02,9999,83,18,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,0,0,0,
451035,451003,9,9,8,11,11,6,3,3,,9,4,,0,0,Icon_Elixir_03,9999,83,27,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,0,0,0,
451036,451004,9,9,8,11,11,6,3,3,,9,4,,0,0,Icon_Elixir_04,9999,83,36,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,0,0,0,
452001,452001,37,,8,11,11,6,3,3,,9,4,,0,609,Icon_Elixir_Red,9999,179,,179,,179,,,,250,,,,,22,31,47,9,,,,,,0,,6,0,0,0,0,0,
452002,452002,37,,8,11,11,6,3,3,,9,4,,0,610,Icon_Elixir_Blue,9999,179,,179,,179,,,,250,,,,,22,31,47,9,,,,,,0,,6,0,0,0,0,0,
452003,452003,37,,8,11,11,6,3,3,,9,4,,0,611,Icon_Elixir_Purple,9999,179,,179,,179,,,,250,,,,,22,31,47,9,,,,,,0,,6,0,0,0,0,0,
452004,452004,37,,8,11,11,6,3,3,,9,4,,0,612,Icon_Elixir_Orange,9999,179,,179,,179,,,,250,,,,,22,31,47,9,,,,,,0,,6,0,0,0,0,0,
460003,460003,21,,8,11,11,6,3,3,,9,4,,0,1002,Icon_SkillPaper_02,9999,179,,179,,179,,,,250,,,,,,,,,,2,,,,0,,5,0,0,0,0,0,
461003,461003,22,,8,11,11,6,3,3,,9,4,,0,1001,Icon_SkillBook_02,9999,85,30001,179,,179,,,,5000,,,,,4,,,,,,,,,0,,5,2,0,1,0,0,
470001,470001,62,,8,11,11,6,3,3,,9,4,,0,1202,Icon_Asset_PetPromoteStone_01,9999,138,1,179,,179,,,,5,,,,,44,9,,,,,,,,0,,6,-1,0,0,0,0,
470003,470003,61,,8,11,11,6,3,3,,9,4,,0,1203,Icon_Asset_PetStoneKukurin_01,9999,139,1000,179,,179,,,,100,,,,,40,9,,,,,,,,0,,6,-1,0,0,0,0,
470004,470004,61,,8,11,11,6,3,3,,9,4,,0,1203,Icon_Asset_PetStoneKnightHorse_01,9999,139,1000,179,,179,,,,100,,,,,40,9,,,,,,,,0,,6,-1,0,0,0,0,
470005,470005,61,,8,11,11,6,3,3,,9,4,,0,1203,Icon_Asset_PetStoneBlackBear_01,9999,139,1000,179,,179,,,,100,,,,,40,9,,,,,,,,0,,6,-1,0,0,0,0,
470006,470006,61,,8,11,11,6,3,3,,9,4,,0,0,Icon_Asset_PetStoneManedLion_01,9999,139,1000,179,,179,,,,100,,,,,40,,,,,,,,,1,,6,-1,0,0,0,0,
470007,470007,61,,8,11,11,6,3,3,,9,4,,1,1203,Icon_Asset_PetStoneStrider_01,9999,139,1000,179,,179,,,,100,,,,,40,,,,,,,,,1,,6,-1,0,0,0,0,
470009,470009,61,,8,11,11,6,3,3,,9,4,,0,0,Icon_Asset_PetStoneSteamBeetle_01,9999,139,1000,179,,179,,,,0,,,,,40,,,,,,,,,1,,6,-1,0,0,0,0,
470010,470010,61,,8,11,11,6,3,3,,9,4,,0,0,Icon_Asset_PetStone_HalloweenMagicalStick_01,9999,139,1000,179,,179,,,,0,,,,,13,,,,,,,,,0,,6,-1,0,0,0,0,
471002,471002,62,,8,11,11,6,3,3,,9,4,,1,0,Icon_Asset_PetHornManedLion_01,9999,139,1000,179,,179,,,,0,,,,,,,,,,,,,,1,,6,-1,0,0,0,0,
471004,471004,62,,8,11,11,6,3,3,,9,4,,0,0,Icon_Asset_PetHornSteamBeetle_01,9999,139,1000,179,,179,,,,0,,,,,,5,,,,,,,,1,,6,-1,0,0,0,0,
480103,480103,11,,8,11,11,6,3,3,,9,4,,0,1203,Icon_Asset_PetStoneKukurin_Piece01,9999,179,,179,,179,,,,1,,,,,44,9,,,,,,,,0,,6,0,0,0,0,0,
