ItemType,ItemGrade,EquipmentType,Level,TotalExpForNextLevel,ProvidingExp,RequiredAdena,EffectIncreaseRate
10,1,6,21,840,420,4200,10000
10,1,6,22,880,438,4400,10500
10,1,6,23,920,455,4600,11000
10,1,6,24,960,473,4700,11500
10,1,6,25,1000,490,4900,12000
10,1,6,26,1040,508,5100,12500
10,1,6,27,1080,525,5300,13000
10,1,6,28,1120,543,5400,13500
10,1,6,29,1160,560,5600,14000
10,1,6,30,1200,578,5800,14500
10,2,6,1,100,212,2000,0
10,2,6,2,200,265,2500,400
10,2,6,3,300,318,3000,800
10,2,6,4,400,371,3500,1200
10,2,6,5,500,424,4000,1600
10,2,6,6,600,477,4500,2000
10,2,6,7,700,530,5000,2400
10,2,6,8,800,583,5500,2800
10,2,6,9,900,636,6000,3200
10,2,6,10,1000,689,6500,3600
10,2,6,11,1100,742,7000,4000
10,2,6,12,1200,795,7600,4400
10,2,6,13,1300,848,8100,4800
10,2,6,14,1400,901,8600,5200
10,2,6,15,1500,954,9100,5600
10,2,6,16,1600,1007,9600,6000
10,2,6,17,1700,1060,10100,6400
10,2,6,18,1800,1113,10600,6800
10,2,6,19,1900,1166,11100,7200
10,2,6,20,2000,1219,11600,7600
10,2,6,21,2100,1272,12100,8000
10,2,6,22,2200,1325,12600,8400
10,2,6,23,2300,1378,13100,8800
10,2,6,24,2400,1431,13600,9200
10,2,6,25,2500,1484,14100,9600
10,2,6,26,2600,1537,14600,10000
10,2,6,27,2700,1590,15100,10400
10,2,6,28,2800,1643,15600,10800
10,2,6,29,2900,1696,16100,11200
10,2,6,30,3000,1749,16600,11600
10,3,6,1,250,655,5900,0
10,3,6,2,500,819,7400,350
10,3,6,3,750,983,8800,700
10,3,6,4,1000,1146,10300,1050
10,3,6,5,1250,1310,11800,1400
10,3,6,6,1500,1474,13300,1750
10,3,6,7,1750,1638,14700,2100
10,3,6,8,2000,1801,16200,2450
10,3,6,9,2250,1965,17700,2800
10,3,6,10,2500,2129,19200,3150
10,3,6,11,2750,2293,20600,3500
10,3,6,12,3000,2456,22100,3850
10,3,6,13,3250,2620,23600,4200
10,3,6,14,3500,2784,25100,4550
10,3,6,15,3750,2948,26500,4900
10,3,6,16,4000,3111,28000,5250
10,3,6,17,4250,3275,29500,5600
10,3,6,18,4500,3439,31000,5950
10,3,6,19,4750,3603,32400,6300
10,3,6,20,5000,3766,33900,6650
10,3,6,21,5250,3930,35400,7000
10,3,6,22,5500,4094,36800,7350
10,3,6,23,5750,4258,38300,7700
10,3,6,24,6000,4421,39800,8050
10,3,6,25,6250,4585,41300,8400
10,3,6,26,6500,4749,42700,8750
10,3,6,27,6750,4913,44200,9100
10,3,6,28,7000,5076,45700,9450
10,3,6,29,7250,5240,47200,9800
10,3,6,30,7500,5404,48600,10150
10,4,6,1,630,1820,15500,0
10,4,6,2,1260,2275,19300,300
10,4,6,3,1890,2730,23200,600
10,4,6,4,2520,3185,27100,900
10,4,6,5,3150,3640,30900,1200
10,4,6,6,3780,4095,34800,1500
10,4,6,7,4410,4550,38700,1800
10,4,6,8,5040,5005,42500,2100
10,4,6,9,5670,5460,46400,2400
10,4,6,10,6300,5915,50300,2700
10,4,6,11,6930,6370,54100,3000
10,4,6,12,7560,6825,58000,3300
10,4,6,13,8190,7280,61900,3600
10,4,6,14,8820,7735,65700,3900
10,4,6,15,9450,8190,69600,4200
10,4,6,16,10080,8645,73500,4500
10,4,6,17,10710,9100,77400,4800
10,4,6,18,11340,9555,81200,5100
10,4,6,19,11970,10010,85100,5400
10,4,6,20,12600,10465,89000,5700
10,4,6,21,13230,10920,92800,6000
10,4,6,22,13860,11375,96700,6300
10,4,6,23,14490,11830,100600,6600
10,4,6,24,15120,12285,104400,6900
10,4,6,25,15750,12740,108300,7200
10,4,6,26,16380,13195,112200,7500
10,4,6,27,17010,13650,116000,7800
10,4,6,28,17640,14105,119900,8100
10,4,6,29,18270,14560,123800,8400
10,4,6,30,18900,15015,127600,8700
10,5,6,1,1580,4724,37800,0
10,5,6,2,3160,5905,47200,250
10,5,6,3,4740,7086,56700,500
10,5,6,4,6320,8267,66100,750
10,5,6,5,7900,9448,75600,1000
10,5,6,6,9480,10629,85000,1250
10,5,6,7,11060,11810,94500,1500
10,5,6,8,12640,12991,103900,1750
10,5,6,9,14220,14172,113400,2000
10,5,6,10,15800,15353,122800,2250
10,5,6,11,17380,16534,132300,2500
10,5,6,12,18960,17715,141700,2750
10,5,6,13,20540,18896,151200,3000
10,5,6,14,22120,20077,160600,3250
10,5,6,15,23700,21258,170100,3500
10,5,6,16,25280,22439,179500,3750
10,5,6,17,26860,23620,189000,4000
10,5,6,18,28440,24801,198400,4250
10,5,6,19,30020,25982,207900,4500
10,5,6,20,31600,27163,217300,4750
10,5,6,21,33180,28344,226800,5000
10,5,6,22,34760,29525,236200,5250
10,5,6,23,36340,30706,245600,5500
10,5,6,24,37920,31887,255100,5750
10,5,6,25,39500,33068,264500,6000
10,5,6,26,41080,34249,274000,6250
10,5,6,27,42660,35430,283400,6500
10,5,6,28,44240,36611,292900,6750
10,5,6,29,45820,37792,302300,7000
10,5,6,30,47400,38973,311800,7250
10,6,6,1,3950,12205,91500,0
10,6,6,2,7900,15256,114400,200
10,6,6,3,11850,18308,137300,400
10,6,6,4,15800,21359,160200,600
10,6,6,5,19750,24410,183100,800
10,6,6,6,23700,27461,206000,1000
10,6,6,7,27650,30513,228800,1200
10,6,6,8,31600,33564,251700,1400
10,6,6,9,35550,36615,274600,1600
10,6,6,10,39500,39666,297500,1800
10,6,6,11,43450,42718,320400,2000
10,6,6,12,47400,45769,343300,2200
10,6,6,13,51350,48820,366200,2400
10,6,6,14,55300,51871,389000,2600
10,6,6,15,59250,54923,411900,2800
10,6,6,16,63200,57974,434800,3000
10,6,6,17,67150,61025,457700,3200
10,6,6,18,71100,64076,480600,3400
10,6,6,19,75050,67128,503500,3600
10,6,6,20,79000,70179,526300,3800
10,6,6,21,82950,73230,549200,4000
10,6,6,22,86900,76281,572100,4200
10,6,6,23,90850,79333,595000,4400
10,6,6,24,94800,82384,617900,4600
10,6,6,25,98750,85435,640800,4800
10,6,6,26,102700,88486,663600,5000
10,6,6,27,106650,91538,686500,5200
10,6,6,28,110600,94589,709400,5400
10,6,6,29,114550,97640,732300,5600
10,6,6,30,118500,100691,755200,5800
10,6,6,31,122450,103743,778100,6300
10,6,6,32,126400,106794,801000,6800
10,6,6,33,130350,109845,823800,7300
10,6,6,34,134300,112896,846700,7800
10,6,6,35,138250,115948,869600,8300
10,6,6,36,142200,118999,892500,8800
10,6,6,37,146150,122050,915400,9300
10,6,6,38,150100,125101,938300,9800
10,6,6,39,154050,128153,961100,10300
10,6,6,40,158000,131204,984000,10800
10,7,6,1,6720,21436,150100,0
10,7,6,2,13440,26795,187600,100
10,7,6,3,20160,32154,225100,200
10,7,6,4,26880,37513,262600,300
10,7,6,5,33600,42872,300100,400
10,7,6,6,40320,48231,337600,500
10,7,6,7,47040,53590,375100,600
10,7,6,8,53760,58949,412600,700
10,7,6,9,60480,64308,450200,800
10,7,6,10,67200,69667,487700,900
10,7,6,11,73920,75026,525200,1000
10,7,6,12,80640,80385,562700,1100
10,7,6,13,87360,85744,600200,1200
10,7,6,14,94080,91103,637700,1300
10,7,6,15,100800,96462,675200,1400
10,7,6,16,107520,101821,712700,1500
10,7,6,17,114240,107180,750300,1600
10,7,6,18,120960,112539,787800,1700
10,7,6,19,127680,117898,825300,1800
10,7,6,20,134400,123257,862800,1900
10,7,6,21,141120,128616,900300,2000
10,7,6,22,147840,133975,937800,2100
10,7,6,23,154560,139334,975300,2200
10,7,6,24,161280,144693,1012900,2300
10,7,6,25,168000,150052,1050400,2400
10,7,6,26,174720,155411,1087900,2500
10,7,6,27,181440,160770,1125400,2600
10,7,6,28,188160,166129,1162900,2700
10,7,6,29,194880,171488,1200400,2800
10,7,6,30,201600,176847,1237900,2900
10,7,6,31,208320,182206,1275400,3150
10,7,6,32,215040,187565,1313000,3400
10,7,6,33,221760,192924,1350500,3650
10,7,6,34,228480,198283,1388000,3900
10,7,6,35,235200,203642,1425500,4150
10,7,6,36,241920,209001,1463000,4400
10,7,6,37,248640,214360,1500500,4650
10,7,6,38,255360,219719,1538000,4900
10,7,6,39,262080,225078,1575500,5150
10,7,6,40,268800,230437,1613100,5400
10,1,8,1,40,70,700,0
10,1,8,2,80,88,900,500
10,1,8,3,120,105,1100,1000
10,1,8,4,160,123,1200,1500
10,1,8,5,200,140,1400,2000
10,1,8,6,240,158,1600,2500
10,1,8,7,280,175,1800,3000
10,1,8,8,320,193,1900,3500
10,1,8,9,360,210,2100,4000
10,1,8,10,400,228,2300,4500
10,1,8,11,440,245,2500,5000
10,1,8,12,480,263,2600,5500
10,1,8,13,520,280,2800,6000
10,1,8,14,560,298,3000,6500
10,1,8,15,600,315,3200,7000
10,1,8,16,640,333,3300,7500
10,1,8,17,680,350,3500,8000
10,1,8,18,720,368,3700,8500
10,1,8,19,760,385,3900,9000
10,1,8,20,800,403,4000,9500
10,1,8,21,840,420,4200,10000
10,1,8,22,880,438,4400,10500
10,1,8,23,920,455,4600,11000
10,1,8,24,960,473,4700,11500
10,1,8,25,1000,490,4900,12000
10,1,8,26,1040,508,5100,12500
10,1,8,27,1080,525,5300,13000
10,1,8,28,1120,543,5400,13500
10,1,8,29,1160,560,5600,14000
10,1,8,30,1200,578,5800,14500
10,2,8,1,100,212,2000,0
10,2,8,2,200,265,2500,400
10,2,8,3,300,318,3000,800
10,2,8,4,400,371,3500,1200
10,2,8,5,500,424,4000,1600
10,2,8,6,600,477,4500,2000
10,2,8,7,700,530,5000,2400
10,2,8,8,800,583,5500,2800
10,2,8,9,900,636,6000,3200
10,2,8,10,1000,689,6500,3600
10,2,8,11,1100,742,7000,4000
10,2,8,12,1200,795,7600,4400
10,2,8,13,1300,848,8100,4800
10,2,8,14,1400,901,8600,5200
10,2,8,15,1500,954,9100,5600
10,2,8,16,1600,1007,9600,6000
10,2,8,17,1700,1060,10100,6400
10,2,8,18,1800,1113,10600,6800
10,2,8,19,1900,1166,11100,7200
10,2,8,20,2000,1219,11600,7600
10,2,8,21,2100,1272,12100,8000
10,2,8,22,2200,1325,12600,8400
10,2,8,23,2300,1378,13100,8800
10,2,8,24,2400,1431,13600,9200
10,2,8,25,2500,1484,14100,9600
10,2,8,26,2600,1537,14600,10000
10,2,8,27,2700,1590,15100,10400
10,2,8,28,2800,1643,15600,10800
10,2,8,29,2900,1696,16100,11200
10,2,8,30,3000,1749,16600,11600
10,3,8,1,250,655,5900,0
10,3,8,2,500,819,7400,350
10,3,8,3,750,983,8800,700
10,3,8,4,1000,1146,10300,1050
10,3,8,5,1250,1310,11800,1400
10,3,8,6,1500,1474,13300,1750
10,3,8,7,1750,1638,14700,2100
10,3,8,8,2000,1801,16200,2450
10,3,8,9,2250,1965,17700,2800
10,3,8,10,2500,2129,19200,3150
10,3,8,11,2750,2293,20600,3500
10,3,8,12,3000,2456,22100,3850
10,3,8,13,3250,2620,23600,4200
10,3,8,14,3500,2784,25100,4550
10,3,8,15,3750,2948,26500,4900
10,3,8,16,4000,3111,28000,5250
10,3,8,17,4250,3275,29500,5600
10,3,8,18,4500,3439,31000,5950
10,3,8,19,4750,3603,32400,6300
10,3,8,20,5000,3766,33900,6650
10,3,8,21,5250,3930,35400,7000
10,3,8,22,5500,4094,36800,7350
10,3,8,23,5750,4258,38300,7700
10,3,8,24,6000,4421,39800,8050
10,3,8,25,6250,4585,41300,8400
10,3,8,26,6500,4749,42700,8750
10,3,8,27,6750,4913,44200,9100
10,3,8,28,7000,5076,45700,9450
10,3,8,29,7250,5240,47200,9800
10,3,8,30,7500,5404,48600,10150
10,4,8,1,630,1820,15500,0
10,4,8,2,1260,2275,19300,300
10,4,8,3,1890,2730,23200,600
10,4,8,4,2520,3185,27100,900
10,4,8,5,3150,3640,30900,1200
10,4,8,6,3780,4095,34800,1500
10,4,8,7,4410,4550,38700,1800
10,4,8,8,5040,5005,42500,2100
10,4,8,9,5670,5460,46400,2400
10,4,8,10,6300,5915,50300,2700
10,4,8,11,6930,6370,54100,3000
10,4,8,12,7560,6825,58000,3300
10,4,8,13,8190,7280,61900,3600
10,4,8,14,8820,7735,65700,3900
10,4,8,15,9450,8190,69600,4200
10,4,8,16,10080,8645,73500,4500
10,4,8,17,10710,9100,77400,4800
10,4,8,18,11340,9555,81200,5100
10,4,8,19,11970,10010,85100,5400
10,4,8,20,12600,10465,89000,5700
10,4,8,21,13230,10920,92800,6000
10,4,8,22,13860,11375,96700,6300
10,4,8,23,14490,11830,100600,6600
10,4,8,24,15120,12285,104400,6900
10,4,8,25,15750,12740,108300,7200
10,4,8,26,16380,13195,112200,7500
10,4,8,27,17010,13650,116000,7800
10,4,8,28,17640,14105,119900,8100
10,4,8,29,18270,14560,123800,8400
10,4,8,30,18900,15015,127600,8700
10,5,8,1,1580,4724,37800,0
10,5,8,2,3160,5905,47200,250
10,5,8,3,4740,7086,56700,500
10,5,8,4,6320,8267,66100,750
10,5,8,5,7900,9448,75600,1000
10,5,8,6,9480,10629,85000,1250
10,5,8,7,11060,11810,94500,1500
10,5,8,8,12640,12991,103900,1750
10,5,8,9,14220,14172,113400,2000
10,5,8,10,15800,15353,122800,2250
10,5,8,11,17380,16534,132300,2500
10,5,8,12,18960,17715,141700,2750
10,5,8,13,20540,18896,151200,3000
10,5,8,14,22120,20077,160600,3250
10,5,8,15,23700,21258,170100,3500
10,5,8,16,25280,22439,179500,3750
10,5,8,17,26860,23620,189000,4000
10,5,8,18,28440,24801,198400,4250
10,5,8,19,30020,25982,207900,4500
10,5,8,20,31600,27163,217300,4750
10,5,8,21,33180,28344,226800,5000
10,5,8,22,34760,29525,236200,5250
10,5,8,23,36340,30706,245600,5500
10,5,8,24,37920,31887,255100,5750
10,5,8,25,39500,33068,264500,6000
10,5,8,26,41080,34249,274000,6250
10,5,8,27,42660,35430,283400,6500
10,5,8,28,44240,36611,292900,6750
10,5,8,29,45820,37792,302300,7000
10,5,8,30,47400,38973,311800,7250
10,6,8,1,3950,12205,91500,0
10,6,8,2,7900,15256,114400,200
10,6,8,3,11850,18308,137300,400
10,6,8,4,15800,21359,160200,600
10,6,8,5,19750,24410,183100,800
10,6,8,6,23700,27461,206000,1000
10,6,8,7,27650,30513,228800,1200
10,6,8,8,31600,33564,251700,1400
10,6,8,9,35550,36615,274600,1600
10,6,8,10,39500,39666,297500,1800
10,6,8,11,43450,42718,320400,2000
10,6,8,12,47400,45769,343300,2200
10,6,8,13,51350,48820,366200,2400
10,6,8,14,55300,51871,389000,2600
10,6,8,15,59250,54923,411900,2800
10,6,8,16,63200,57974,434800,3000
10,6,8,17,67150,61025,457700,3200
10,6,8,18,71100,64076,480600,3400
10,6,8,19,75050,67128,503500,3600
10,6,8,20,79000,70179,526300,3800
10,6,8,21,82950,73230,549200,4000
10,6,8,22,86900,76281,572100,4200
10,6,8,23,90850,79333,595000,4400
10,6,8,24,94800,82384,617900,4600
10,6,8,25,98750,85435,640800,4800
10,6,8,26,102700,88486,663600,5000
10,6,8,27,106650,91538,686500,5200
10,6,8,28,110600,94589,709400,5400
10,6,8,29,114550,97640,732300,5600
10,6,8,30,118500,100691,755200,5800
10,6,8,31,122450,103743,778100,6300
10,6,8,32,126400,106794,801000,6800
10,6,8,33,130350,109845,823800,7300
10,6,8,34,134300,112896,846700,7800
10,6,8,35,138250,115948,869600,8300
10,6,8,36,142200,118999,892500,8800
10,6,8,37,146150,122050,915400,9300
10,6,8,38,150100,125101,938300,9800
10,6,8,39,154050,128153,961100,10300
10,6,8,40,158000,131204,984000,10800
10,7,8,1,6720,21436,150100,0
10,7,8,2,13440,26795,187600,100
10,7,8,3,20160,32154,225100,200
10,7,8,4,26880,37513,262600,300
10,7,8,5,33600,42872,300100,400
10,7,8,6,40320,48231,337600,500
10,7,8,7,47040,53590,375100,600
10,7,8,8,53760,58949,412600,700
10,7,8,9,60480,64308,450200,800
10,7,8,10,67200,69667,487700,900
10,7,8,11,73920,75026,525200,1000
10,7,8,12,80640,80385,562700,1100
10,7,8,13,87360,85744,600200,1200
10,7,8,14,94080,91103,637700,1300
10,7,8,15,100800,96462,675200,1400
10,7,8,16,107520,101821,712700,1500
10,7,8,17,114240,107180,750300,1600
10,7,8,18,120960,112539,787800,1700
10,7,8,19,127680,117898,825300,1800
10,7,8,20,134400,123257,862800,1900
10,7,8,21,141120,128616,900300,2000
10,7,8,22,147840,133975,937800,2100
10,7,8,23,154560,139334,975300,2200
10,7,8,24,161280,144693,1012900,2300
10,7,8,25,168000,150052,1050400,2400
10,7,8,26,174720,155411,1087900,2500
10,7,8,27,181440,160770,1125400,2600
10,7,8,28,188160,166129,1162900,2700
10,7,8,29,194880,171488,1200400,2800
10,7,8,30,201600,176847,1237900,2900
10,7,8,31,208320,182206,1275400,3150
10,7,8,32,215040,187565,1313000,3400
10,7,8,33,221760,192924,1350500,3650
10,7,8,34,228480,198283,1388000,3900
10,7,8,35,235200,203642,1425500,4150
10,7,8,36,241920,209001,1463000,4400
10,7,8,37,248640,214360,1500500,4650
10,7,8,38,255360,219719,1538000,4900
10,7,8,39,262080,225078,1575500,5150
10,7,8,40,268800,230437,1613100,5400
10,1,3,1,40,70,700,0
10,1,3,2,80,88,900,500
10,1,3,3,120,105,1100,1000
10,1,3,4,160,123,1200,1500
10,1,3,5,200,140,1400,2000
10,1,3,6,240,158,1600,2500
10,1,3,7,280,175,1800,3000
10,1,3,8,320,193,1900,3500
10,1,3,9,360,210,2100,4000
10,1,3,10,400,228,2300,4500
10,1,3,11,440,245,2500,5000
10,1,3,12,480,263,2600,5500
10,1,3,13,520,280,2800,6000
10,1,3,14,560,298,3000,6500
10,1,3,15,600,315,3200,7000
10,1,3,16,640,333,3300,7500
10,1,3,17,680,350,3500,8000
10,1,3,18,720,368,3700,8500
10,1,3,19,760,385,3900,9000
10,1,3,20,800,403,4000,9500
10,1,3,21,840,420,4200,10000
10,1,3,22,880,438,4400,10500
10,1,3,23,920,455,4600,11000
10,1,3,24,960,473,4700,11500
10,1,3,25,1000,490,4900,12000
10,1,3,26,1040,508,5100,12500
10,1,3,27,1080,525,5300,13000
10,1,3,28,1120,543,5400,13500
10,1,3,29,1160,560,5600,14000
10,1,3,30,1200,578,5800,14500
10,2,3,1,100,212,2000,0
10,2,3,2,200,265,2500,400
10,2,3,3,300,318,3000,800
10,2,3,4,400,371,3500,1200
10,2,3,5,500,424,4000,1600
10,2,3,6,600,477,4500,2000
10,2,3,7,700,530,5000,2400
10,2,3,8,800,583,5500,2800
10,2,3,9,900,636,6000,3200
10,2,3,10,1000,689,6500,3600
10,2,3,11,1100,742,7000,4000
10,2,3,12,1200,795,7600,4400
10,2,3,13,1300,848,8100,4800
10,2,3,14,1400,901,8600,5200
10,2,3,15,1500,954,9100,5600
10,2,3,16,1600,1007,9600,6000
10,2,3,17,1700,1060,10100,6400
10,2,3,18,1800,1113,10600,6800
10,2,3,19,1900,1166,11100,7200
10,2,3,20,2000,1219,11600,7600
10,2,3,21,2100,1272,12100,8000
10,2,3,22,2200,1325,12600,8400
10,2,3,23,2300,1378,13100,8800
10,2,3,24,2400,1431,13600,9200
10,2,3,25,2500,1484,14100,9600
10,2,3,26,2600,1537,14600,10000
10,2,3,27,2700,1590,15100,10400
10,2,3,28,2800,1643,15600,10800
10,2,3,29,2900,1696,16100,11200
10,2,3,30,3000,1749,16600,11600
10,3,3,1,250,655,5900,0
10,3,3,2,500,819,7400,350
10,3,3,3,750,983,8800,700
10,3,3,4,1000,1146,10300,1050
10,3,3,5,1250,1310,11800,1400
10,3,3,6,1500,1474,13300,1750
10,3,3,7,1750,1638,14700,2100
10,3,3,8,2000,1801,16200,2450
10,3,3,9,2250,1965,17700,2800
10,3,3,10,2500,2129,19200,3150
10,3,3,11,2750,2293,20600,3500
10,3,3,12,3000,2456,22100,3850
10,3,3,13,3250,2620,23600,4200
10,3,3,14,3500,2784,25100,4550
10,3,3,15,3750,2948,26500,4900
10,3,3,16,4000,3111,28000,5250
10,3,3,17,4250,3275,29500,5600
10,3,3,18,4500,3439,31000,5950
10,3,3,19,4750,3603,32400,6300
10,3,3,20,5000,3766,33900,6650
10,3,3,21,5250,3930,35400,7000
10,3,3,22,5500,4094,36800,7350
10,3,3,23,5750,4258,38300,7700
10,3,3,24,6000,4421,39800,8050
10,3,3,25,6250,4585,41300,8400
10,3,3,26,6500,4749,42700,8750
10,3,3,27,6750,4913,44200,9100
10,3,3,28,7000,5076,45700,9450
10,3,3,29,7250,5240,47200,9800
10,3,3,30,7500,5404,48600,10150
10,4,3,1,630,1820,15500,0
10,4,3,2,1260,2275,19300,300
10,4,3,3,1890,2730,23200,600
10,4,3,4,2520,3185,27100,900
10,4,3,5,3150,3640,30900,1200
10,4,3,6,3780,4095,34800,1500
10,4,3,7,4410,4550,38700,1800
10,4,3,8,5040,5005,42500,2100
10,4,3,9,5670,5460,46400,2400
10,4,3,10,6300,5915,50300,2700
10,4,3,11,6930,6370,54100,3000
10,4,3,12,7560,6825,58000,3300
10,4,3,13,8190,7280,61900,3600
10,4,3,14,8820,7735,65700,3900
10,4,3,15,9450,8190,69600,4200
10,4,3,16,10080,8645,73500,4500
10,4,3,17,10710,9100,77400,4800
10,4,3,18,11340,9555,81200,5100
10,4,3,19,11970,10010,85100,5400
10,4,3,20,12600,10465,89000,5700
10,4,3,21,13230,10920,92800,6000
10,4,3,22,13860,11375,96700,6300
10,4,3,23,14490,11830,100600,6600
10,4,3,24,15120,12285,104400,6900
10,4,3,25,15750,12740,108300,7200
10,4,3,26,16380,13195,112200,7500
10,4,3,27,17010,13650,116000,7800
10,4,3,28,17640,14105,119900,8100
10,4,3,29,18270,14560,123800,8400
10,4,3,30,18900,15015,127600,8700
10,5,3,1,1580,4724,37800,0
10,5,3,2,3160,5905,47200,250
10,5,3,3,4740,7086,56700,500
10,5,3,4,6320,8267,66100,750
10,5,3,5,7900,9448,75600,1000
10,5,3,6,9480,10629,85000,1250
10,5,3,7,11060,11810,94500,1500
10,5,3,8,12640,12991,103900,1750
10,5,3,9,14220,14172,113400,2000
10,5,3,10,15800,15353,122800,2250
10,5,3,11,17380,16534,132300,2500
10,5,3,12,18960,17715,141700,2750
10,5,3,13,20540,18896,151200,3000
10,5,3,14,22120,20077,160600,3250
10,5,3,15,23700,21258,170100,3500
10,5,3,16,25280,22439,179500,3750
10,5,3,17,26860,23620,189000,4000
10,5,3,18,28440,24801,198400,4250
10,5,3,19,30020,25982,207900,4500
10,5,3,20,31600,27163,217300,4750
10,5,3,21,33180,28344,226800,5000
10,5,3,22,34760,29525,236200,5250
10,5,3,23,36340,30706,245600,5500
10,5,3,24,37920,31887,255100,5750
10,5,3,25,39500,33068,264500,6000
10,5,3,26,41080,34249,274000,6250
10,5,3,27,42660,35430,283400,6500
10,5,3,28,44240,36611,292900,6750
10,5,3,29,45820,37792,302300,7000
10,5,3,30,47400,38973,311800,7250
10,6,3,1,3950,12205,91500,0
10,6,3,2,7900,15256,114400,200
10,6,3,3,11850,18308,137300,400
10,6,3,4,15800,21359,160200,600
10,6,3,5,19750,24410,183100,800
10,6,3,6,23700,27461,206000,1000
10,6,3,7,27650,30513,228800,1200
10,6,3,8,31600,33564,251700,1400
10,6,3,9,35550,36615,274600,1600
10,6,3,10,39500,39666,297500,1800
10,6,3,11,43450,42718,320400,2000
10,6,3,12,47400,45769,343300,2200
10,6,3,13,51350,48820,366200,2400
10,6,3,14,55300,51871,389000,2600
10,6,3,15,59250,54923,411900,2800
10,6,3,16,63200,57974,434800,3000
10,6,3,17,67150,61025,457700,3200
10,6,3,18,71100,64076,480600,3400
10,6,3,19,75050,67128,503500,3600
10,6,3,20,79000,70179,526300,3800
10,6,3,21,82950,73230,549200,4000
10,6,3,22,86900,76281,572100,4200
10,6,3,23,90850,79333,595000,4400
10,6,3,24,94800,82384,617900,4600
10,6,3,25,98750,85435,640800,4800
10,6,3,26,102700,88486,663600,5000
10,6,3,27,106650,91538,686500,5200
10,6,3,28,110600,94589,709400,5400
10,6,3,29,114550,97640,732300,5600
10,6,3,30,118500,100691,755200,5800
10,6,3,31,122450,103743,778100,6300
10,6,3,32,126400,106794,801000,6800
10,6,3,33,130350,109845,823800,7300
10,6,3,34,134300,112896,846700,7800
10,6,3,35,138250,115948,869600,8300
10,6,3,36,142200,118999,892500,8800
10,6,3,37,146150,122050,915400,9300
10,6,3,38,150100,125101,938300,9800
10,6,3,39,154050,128153,961100,10300
10,6,3,40,158000,131204,984000,10800
10,7,3,1,6720,21436,150100,0
10,7,3,2,13440,26795,187600,100
10,7,3,3,20160,32154,225100,200
10,7,3,4,26880,37513,262600,300
10,7,3,5,33600,42872,300100,400
10,7,3,6,40320,48231,337600,500
10,7,3,7,47040,53590,375100,600
10,7,3,8,53760,58949,412600,700
10,7,3,9,60480,64308,450200,800
10,7,3,10,67200,69667,487700,900
10,7,3,11,73920,75026,525200,1000
10,7,3,12,80640,80385,562700,1100
10,7,3,13,87360,85744,600200,1200
10,7,3,14,94080,91103,637700,1300
10,7,3,15,100800,96462,675200,1400
10,7,3,16,107520,101821,712700,1500
10,7,3,17,114240,107180,750300,1600
10,7,3,18,120960,112539,787800,1700
10,7,3,19,127680,117898,825300,1800
10,7,3,20,134400,123257,862800,1900
10,7,3,21,141120,128616,900300,2000
10,7,3,22,147840,133975,937800,2100
10,7,3,23,154560,139334,975300,2200
10,7,3,24,161280,144693,1012900,2300
10,7,3,25,168000,150052,1050400,2400
10,7,3,26,174720,155411,1087900,2500
10,7,3,27,181440,160770,1125400,2600
10,7,3,28,188160,166129,1162900,2700
10,7,3,29,194880,171488,1200400,2800
10,7,3,30,201600,176847,1237900,2900
10,7,3,31,208320,182206,1275400,3150
10,7,3,32,215040,187565,1313000,3400
10,7,3,33,221760,192924,1350500,3650
10,7,3,34,228480,198283,1388000,3900
10,7,3,35,235200,203642,1425500,4150
10,7,3,36,241920,209001,1463000,4400
10,7,3,37,248640,214360,1500500,4650
10,7,3,38,255360,219719,1538000,4900
10,7,3,39,262080,225078,1575500,5150
10,7,3,40,268800,230437,1613100,5400
10,1,4,1,40,70,700,0
10,1,4,2,80,88,900,500
10,1,4,3,120,105,1100,1000
10,1,4,4,160,123,1200,1500
10,1,4,5,200,140,1400,2000
10,1,4,6,240,158,1600,2500
10,1,4,7,280,175,1800,3000
10,1,4,8,320,193,1900,3500
10,1,4,9,360,210,2100,4000
10,1,4,10,400,228,2300,4500
10,1,4,11,440,245,2500,5000
10,1,4,12,480,263,2600,5500
10,1,4,13,520,280,2800,6000
10,1,4,14,560,298,3000,6500
10,1,4,15,600,315,3200,7000
10,1,4,16,640,333,3300,7500
10,1,4,17,680,350,3500,8000
10,1,4,18,720,368,3700,8500
10,1,4,19,760,385,3900,9000
10,1,4,20,800,403,4000,9500
10,1,4,21,840,420,4200,10000
10,1,4,22,880,438,4400,10500
10,1,4,23,920,455,4600,11000
10,1,4,24,960,473,4700,11500
10,1,4,25,1000,490,4900,12000
10,1,4,26,1040,508,5100,12500
10,1,4,27,1080,525,5300,13000
10,1,4,28,1120,543,5400,13500
10,1,4,29,1160,560,5600,14000
10,1,4,30,1200,578,5800,14500
10,2,4,1,100,212,2000,0
10,2,4,2,200,265,2500,400
10,2,4,3,300,318,3000,800
10,2,4,4,400,371,3500,1200
10,2,4,5,500,424,4000,1600
10,2,4,6,600,477,4500,2000
10,2,4,7,700,530,5000,2400
10,2,4,8,800,583,5500,2800
10,2,4,9,900,636,6000,3200
10,2,4,10,1000,689,6500,3600
10,2,4,11,1100,742,7000,4000
10,2,4,12,1200,795,7600,4400
10,2,4,13,1300,848,8100,4800
10,2,4,14,1400,901,8600,5200
