GroupId,SubId,RewardExp,RewardAdena,RewardItemGroup,StartPointX,StartPointY,SectionInfoParam,SectionPositionParam,AddintionalInfoParam
11203,5,25000,15000,11203,9146,11821,"[
{""npcSpawnGroupId"":3135,""killGadgetGroupId"":10009},
{""npcSpawnGroupId"":3134,""killGadgetGroupId"":10006,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3131,""killGadgetGroupId"":10001,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3137,""bossNpcId"":70601}
]","[{""x"":4917,""y"":11560},
{""x"":4917,""y"":7336},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11203,6,25000,15000,11203,9146,11821,"[
{""npcSpawnGroupId"":3135,""killGadgetGroupId"":10010},
{""npcSpawnGroupId"":3136,""killGadgetGroupId"":10008,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3133,""killGadgetGroupId"":10003,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3137,""bossNpcId"":70601}
]","[{""x"":13394,""y"":11485},
{""x"":13364,""y"":7516},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11203,7,25000,15000,11203,13400,11838,"[
{""npcSpawnGroupId"":3136,""killGadgetGroupId"":10010},
{""npcSpawnGroupId"":3135,""killGadgetGroupId"":10007,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3132,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3137,""bossNpcId"":70601}
]","[{""x"":9051,""y"":11530},
{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11203,8,25000,15000,11203,13400,11838,"[
{""npcSpawnGroupId"":3136,""killGadgetGroupId"":10008},
{""npcSpawnGroupId"":3133,""killGadgetGroupId"":10005,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3132,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3137,""bossNpcId"":70601}
]","[{""x"":13364,""y"":7516},
{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11300,1,200,3000,11300,9206,3516,"[
{""npcSpawnGroupId"":3207,""bossNpcId"":70102}
]","[{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":180}]"
11301,1,8000,7000,11301,4565,7793,"[
{""npcSpawnGroupId"":3211,""killGadgetGroupId"":10001},
{""npcSpawnGroupId"":3217,""bossNpcId"":70211}
]","[{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":180}]"
11301,2,8000,7000,11301,9209,8071,"[
{""npcSpawnGroupId"":3212,""killGadgetGroupId"":10002},
{""npcSpawnGroupId"":3217,""bossNpcId"":70211}
]","[{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":180}]"
11301,3,8000,7000,11301,13496,8032,"[
{""npcSpawnGroupId"":3213,""killGadgetGroupId"":10003},
{""npcSpawnGroupId"":3217,""bossNpcId"":70211}
]","[{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":180}]"
11302,1,15000,10000,11302,4565,7793,"[
{""npcSpawnGroupId"":3221,""killGadgetGroupId"":10004},
{""npcSpawnGroupId"":3222,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3227,""bossNpcId"":70419}
]","[{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":240}]"
11302,2,15000,10000,11302,9209,8071,"[
{""npcSpawnGroupId"":3222,""killGadgetGroupId"":10004},
{""npcSpawnGroupId"":3221,""killGadgetGroupId"":10001,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3227,""bossNpcId"":70419}
]","[{""x"":4917,""y"":7336},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":240}]"
11302,3,15000,10000,11302,9209,8071,"[
{""npcSpawnGroupId"":3222,""killGadgetGroupId"":10005},
{""npcSpawnGroupId"":3223,""killGadgetGroupId"":10003,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3227,""bossNpcId"":70419}
]","[{""x"":13364,""y"":7516},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":240}]"
11302,4,15000,10000,11302,13592,8092,"[
{""npcSpawnGroupId"":3223,""killGadgetGroupId"":10005},
{""npcSpawnGroupId"":3222,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3227,""bossNpcId"":70419}
]","[{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":240}]"
11302,5,15000,10000,11302,4947,12058,"[
{""npcSpawnGroupId"":3224,""killGadgetGroupId"":10006},
{""npcSpawnGroupId"":3221,""killGadgetGroupId"":10001,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3227,""bossNpcId"":70419}
]","[{""x"":4917,""y"":7336},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":240}]"
11302,6,15000,10000,11302,9146,11821,"[
{""npcSpawnGroupId"":3225,""killGadgetGroupId"":10007},
{""npcSpawnGroupId"":3222,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3227,""bossNpcId"":70419}
]","[{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":240}]"
11302,7,15000,10000,11302,13400,11838,"[
{""npcSpawnGroupId"":3226,""killGadgetGroupId"":10008},
{""npcSpawnGroupId"":3223,""killGadgetGroupId"":10003,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3227,""bossNpcId"":70419}
]","[{""x"":13364,""y"":7516},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":240}]"
11303,1,25000,15000,11303,4947,12058,"[
{""npcSpawnGroupId"":3234,""killGadgetGroupId"":10006},
{""npcSpawnGroupId"":3231,""killGadgetGroupId"":10004,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3232,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3237,""bossNpcId"":70620}
]","[{""x"":4917,""y"":7336},
{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11303,2,25000,15000,11303,4974,12058,"[
{""npcSpawnGroupId"":3234,""killGadgetGroupId"":10009},
{""npcSpawnGroupId"":3235,""killGadgetGroupId"":10007,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3232,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3237,""bossNpcId"":70620}
]","[{""x"":9051,""y"":11530},
{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11303,3,25000,15000,11303,9146,11821,"[
{""npcSpawnGroupId"":3235,""killGadgetGroupId"":10007},
{""npcSpawnGroupId"":3232,""killGadgetGroupId"":10004,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3231,""killGadgetGroupId"":10001,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3237,""bossNpcId"":70620}
]","[{""x"":9201,""y"":7606},
{""x"":4917,""y"":7336},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11303,4,25000,15000,11303,9146,11821,"[
{""npcSpawnGroupId"":3235,""killGadgetGroupId"":10007},
{""npcSpawnGroupId"":3232,""killGadgetGroupId"":10005,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3233,""killGadgetGroupId"":10003,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3237,""bossNpcId"":70620}
]","[{""x"":9201,""y"":7606},
{""x"":13364,""y"":7516},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11303,5,25000,15000,11303,9146,11821,"[
{""npcSpawnGroupId"":3235,""killGadgetGroupId"":10009},
{""npcSpawnGroupId"":3234,""killGadgetGroupId"":10006,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3231,""killGadgetGroupId"":10001,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3237,""bossNpcId"":70620}
]","[{""x"":4917,""y"":11560},
{""x"":4917,""y"":7336},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11303,6,25000,15000,11303,9146,11821,"[
{""npcSpawnGroupId"":3235,""killGadgetGroupId"":10010},
{""npcSpawnGroupId"":3236,""killGadgetGroupId"":10008,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3233,""killGadgetGroupId"":10003,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3237,""bossNpcId"":70620}
]","[{""x"":13394,""y"":11485},
{""x"":13364,""y"":7516},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11303,7,25000,15000,11303,13400,11838,"[
{""npcSpawnGroupId"":3236,""killGadgetGroupId"":10010},
{""npcSpawnGroupId"":3235,""killGadgetGroupId"":10007,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3232,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3237,""bossNpcId"":70620}
]","[{""x"":9051,""y"":11530},
{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11303,8,25000,15000,11303,13400,11838,"[
{""npcSpawnGroupId"":3236,""killGadgetGroupId"":10008},
{""npcSpawnGroupId"":3233,""killGadgetGroupId"":10005,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3232,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3237,""bossNpcId"":70620}
]","[{""x"":13364,""y"":7516},
{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11400,1,200,3000,11400,9206,3516,"[
{""npcSpawnGroupId"":3307,""bossNpcId"":70103}
]","[{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":180}]"
11401,1,8000,7000,11401,4565,7793,"[
{""npcSpawnGroupId"":3311,""killGadgetGroupId"":10001},
{""npcSpawnGroupId"":3317,""bossNpcId"":70221}
]","[{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":180}]"
11401,2,8000,7000,11401,9209,8071,"[
{""npcSpawnGroupId"":3312,""killGadgetGroupId"":10002},
{""npcSpawnGroupId"":3317,""bossNpcId"":70221}
]","[{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":180}]"
11401,3,8000,7000,11401,13496,8032,"[
{""npcSpawnGroupId"":3313,""killGadgetGroupId"":10003},
{""npcSpawnGroupId"":3317,""bossNpcId"":70221}
]","[{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":180}]"
11402,1,15000,10000,11402,4565,7793,"[
{""npcSpawnGroupId"":3321,""killGadgetGroupId"":10004},
{""npcSpawnGroupId"":3322,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3327,""bossNpcId"":70438}
]","[{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":240}]"
11402,2,15000,10000,11402,9209,8071,"[
{""npcSpawnGroupId"":3322,""killGadgetGroupId"":10004},
{""npcSpawnGroupId"":3321,""killGadgetGroupId"":10001,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3327,""bossNpcId"":70438}
]","[{""x"":4917,""y"":7336},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":240}]"
11402,3,15000,10000,11402,9209,8071,"[
{""npcSpawnGroupId"":3322,""killGadgetGroupId"":10005},
{""npcSpawnGroupId"":3323,""killGadgetGroupId"":10003,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3327,""bossNpcId"":70438}
]","[{""x"":13364,""y"":7516},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":240}]"
11402,4,15000,10000,11402,13592,8092,"[
{""npcSpawnGroupId"":3323,""killGadgetGroupId"":10005},
{""npcSpawnGroupId"":3322,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3327,""bossNpcId"":70438}
]","[{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":240}]"
11402,5,15000,10000,11402,4947,12058,"[
{""npcSpawnGroupId"":3324,""killGadgetGroupId"":10006},
{""npcSpawnGroupId"":3321,""killGadgetGroupId"":10001,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3327,""bossNpcId"":70438}
]","[{""x"":4917,""y"":7336},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":240}]"
11402,6,15000,10000,11402,9146,11821,"[
{""npcSpawnGroupId"":3325,""killGadgetGroupId"":10007},
{""npcSpawnGroupId"":3322,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3327,""bossNpcId"":70438}
]","[{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":240}]"
11402,7,15000,10000,11402,13400,11838,"[
{""npcSpawnGroupId"":3326,""killGadgetGroupId"":10008},
{""npcSpawnGroupId"":3323,""killGadgetGroupId"":10003,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3327,""bossNpcId"":70438}
]","[{""x"":13364,""y"":7516},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":240}]"
11403,1,25000,15000,11403,4947,12058,"[
{""npcSpawnGroupId"":3334,""killGadgetGroupId"":10006},
{""npcSpawnGroupId"":3331,""killGadgetGroupId"":10004,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3332,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3337,""bossNpcId"":70639}
]","[{""x"":4917,""y"":7336},
{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11403,2,25000,15000,11403,4974,12058,"[
{""npcSpawnGroupId"":3334,""killGadgetGroupId"":10009},
{""npcSpawnGroupId"":3335,""killGadgetGroupId"":10007,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3332,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3337,""bossNpcId"":70639}
]","[{""x"":9051,""y"":11530},
{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11403,3,25000,15000,11403,9146,11821,"[
{""npcSpawnGroupId"":3335,""killGadgetGroupId"":10007},
{""npcSpawnGroupId"":3332,""killGadgetGroupId"":10004,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3331,""killGadgetGroupId"":10001,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3337,""bossNpcId"":70639}
]","[{""x"":9201,""y"":7606},
{""x"":4917,""y"":7336},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11403,4,25000,15000,11403,9146,11821,"[
{""npcSpawnGroupId"":3335,""killGadgetGroupId"":10007},
{""npcSpawnGroupId"":3332,""killGadgetGroupId"":10005,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3333,""killGadgetGroupId"":10003,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3337,""bossNpcId"":70639}
]","[{""x"":9201,""y"":7606},
{""x"":13364,""y"":7516},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11403,5,25000,15000,11403,9146,11821,"[
{""npcSpawnGroupId"":3335,""killGadgetGroupId"":10009},
{""npcSpawnGroupId"":3334,""killGadgetGroupId"":10006,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3331,""killGadgetGroupId"":10001,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3337,""bossNpcId"":70639}
]","[{""x"":4917,""y"":11560},
{""x"":4917,""y"":7336},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11403,6,25000,15000,11403,9146,11821,"[
{""npcSpawnGroupId"":3335,""killGadgetGroupId"":10010},
{""npcSpawnGroupId"":3336,""killGadgetGroupId"":10008,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3333,""killGadgetGroupId"":10003,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3337,""bossNpcId"":70639}
]","[{""x"":13394,""y"":11485},
{""x"":13364,""y"":7516},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11403,7,25000,15000,11403,13400,11838,"[
{""npcSpawnGroupId"":3336,""killGadgetGroupId"":10010},
{""npcSpawnGroupId"":3335,""killGadgetGroupId"":10007,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3332,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3337,""bossNpcId"":70639}
]","[{""x"":9051,""y"":11530},
{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11403,8,25000,15000,11403,13400,11838,"[
{""npcSpawnGroupId"":3336,""killGadgetGroupId"":10008},
{""npcSpawnGroupId"":3333,""killGadgetGroupId"":10005,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3332,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3337,""bossNpcId"":70639}
]","[{""x"":13364,""y"":7516},
{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11500,1,200,3000,11500,9206,3516,"[
{""npcSpawnGroupId"":3407,""bossNpcId"":70104}
]","[{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":180}]"
11501,1,8000,7000,11501,4565,7793,"[
{""npcSpawnGroupId"":3411,""killGadgetGroupId"":10001},
{""npcSpawnGroupId"":3417,""bossNpcId"":70231}
]","[{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":180}]"
11501,2,8000,7000,11501,9209,8071,"[
{""npcSpawnGroupId"":3412,""killGadgetGroupId"":10002},
{""npcSpawnGroupId"":3417,""bossNpcId"":70231}
]","[{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":180}]"
11501,3,8000,7000,11501,13496,8032,"[
{""npcSpawnGroupId"":3413,""killGadgetGroupId"":10003},
{""npcSpawnGroupId"":3417,""bossNpcId"":70231}
]","[{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":180}]"
11502,1,15000,10000,11502,4565,7793,"[
{""npcSpawnGroupId"":3421,""killGadgetGroupId"":10004},
{""npcSpawnGroupId"":3422,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3427,""bossNpcId"":70457}
]","[{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":240}]"
11502,2,15000,10000,11502,9209,8071,"[
{""npcSpawnGroupId"":3422,""killGadgetGroupId"":10004},
{""npcSpawnGroupId"":3421,""killGadgetGroupId"":10001,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3427,""bossNpcId"":70457}
]","[{""x"":4917,""y"":7336},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":240}]"
11502,3,15000,10000,11502,9209,8071,"[
{""npcSpawnGroupId"":3422,""killGadgetGroupId"":10005},
{""npcSpawnGroupId"":3423,""killGadgetGroupId"":10003,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3427,""bossNpcId"":70457}
]","[{""x"":13364,""y"":7516},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":240}]"
11502,4,15000,10000,11502,13592,8092,"[
{""npcSpawnGroupId"":3423,""killGadgetGroupId"":10005},
{""npcSpawnGroupId"":3422,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3427,""bossNpcId"":70457}
]","[{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":240}]"
11502,5,15000,10000,11502,4947,12058,"[
{""npcSpawnGroupId"":3424,""killGadgetGroupId"":10006},
{""npcSpawnGroupId"":3421,""killGadgetGroupId"":10001,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3427,""bossNpcId"":70457}
]","[{""x"":4917,""y"":7336},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":240}]"
11502,6,15000,10000,11502,9146,11821,"[
{""npcSpawnGroupId"":3425,""killGadgetGroupId"":10007},
{""npcSpawnGroupId"":3422,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3427,""bossNpcId"":70457}
]","[{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":240}]"
11502,7,15000,10000,11502,13400,11838,"[
{""npcSpawnGroupId"":3426,""killGadgetGroupId"":10008},
{""npcSpawnGroupId"":3423,""killGadgetGroupId"":10003,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3427,""bossNpcId"":70457}
]","[{""x"":13364,""y"":7516},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":240}]"
11503,1,25000,15000,11503,4947,12058,"[
{""npcSpawnGroupId"":3434,""killGadgetGroupId"":10006},
{""npcSpawnGroupId"":3431,""killGadgetGroupId"":10004,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3432,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3437,""bossNpcId"":70658}
]","[{""x"":4917,""y"":7336},
{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11503,2,25000,15000,11503,4974,12058,"[
{""npcSpawnGroupId"":3434,""killGadgetGroupId"":10009},
{""npcSpawnGroupId"":3435,""killGadgetGroupId"":10007,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3432,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3437,""bossNpcId"":70658}
]","[{""x"":9051,""y"":11530},
{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11503,3,25000,15000,11503,9146,11821,"[
{""npcSpawnGroupId"":3435,""killGadgetGroupId"":10007},
{""npcSpawnGroupId"":3432,""killGadgetGroupId"":10004,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3431,""killGadgetGroupId"":10001,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3437,""bossNpcId"":70658}
]","[{""x"":9201,""y"":7606},
{""x"":4917,""y"":7336},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11503,4,25000,15000,11503,9146,11821,"[
{""npcSpawnGroupId"":3435,""killGadgetGroupId"":10007},
{""npcSpawnGroupId"":3432,""killGadgetGroupId"":10005,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3433,""killGadgetGroupId"":10003,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3437,""bossNpcId"":70658}
]","[{""x"":9201,""y"":7606},
{""x"":13364,""y"":7516},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11503,5,25000,15000,11503,9146,11821,"[
{""npcSpawnGroupId"":3435,""killGadgetGroupId"":10009},
{""npcSpawnGroupId"":3434,""killGadgetGroupId"":10006,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3431,""killGadgetGroupId"":10001,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3437,""bossNpcId"":70658}
]","[{""x"":4917,""y"":11560},
{""x"":4917,""y"":7336},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11503,6,25000,15000,11503,9146,11821,"[
{""npcSpawnGroupId"":3435,""killGadgetGroupId"":10010},
{""npcSpawnGroupId"":3436,""killGadgetGroupId"":10008,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3433,""killGadgetGroupId"":10003,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3437,""bossNpcId"":70658}
]","[{""x"":13394,""y"":11485},
{""x"":13364,""y"":7516},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11503,7,25000,15000,11503,13400,11838,"[
{""npcSpawnGroupId"":3436,""killGadgetGroupId"":10010},
{""npcSpawnGroupId"":3435,""killGadgetGroupId"":10007,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3432,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3437,""bossNpcId"":70658}
]","[{""x"":9051,""y"":11530},
{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11503,8,25000,15000,11503,13400,11838,"[
{""npcSpawnGroupId"":3436,""killGadgetGroupId"":10008},
{""npcSpawnGroupId"":3433,""killGadgetGroupId"":10005,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3432,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3437,""bossNpcId"":70658}
]","[{""x"":13364,""y"":7516},
{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11600,1,200,3000,11600,9206,3516,"[
{""npcSpawnGroupId"":3507,""bossNpcId"":70105}
]","[{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":180}]"
11601,1,8000,7000,11601,4565,7793,"[
{""npcSpawnGroupId"":3511,""killGadgetGroupId"":10001},
{""npcSpawnGroupId"":3517,""bossNpcId"":70241}
]","[{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":180}]"
11601,2,8000,7000,11601,9209,8071,"[
{""npcSpawnGroupId"":3512,""killGadgetGroupId"":10002},
{""npcSpawnGroupId"":3517,""bossNpcId"":70241}
]","[{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":180}]"
11601,3,8000,7000,11601,13496,8032,"[
{""npcSpawnGroupId"":3513,""killGadgetGroupId"":10003},
{""npcSpawnGroupId"":3517,""bossNpcId"":70241}
]","[{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":180}]"
11602,1,15000,10000,11602,4565,7793,"[
{""npcSpawnGroupId"":3521,""killGadgetGroupId"":10004},
{""npcSpawnGroupId"":3522,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3527,""bossNpcId"":70476}
]","[{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":240}]"
11602,2,15000,10000,11602,9209,8071,"[
{""npcSpawnGroupId"":3522,""killGadgetGroupId"":10004},
{""npcSpawnGroupId"":3521,""killGadgetGroupId"":10001,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3527,""bossNpcId"":70476}
]","[{""x"":4917,""y"":7336},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":240}]"
11602,3,15000,10000,11602,9209,8071,"[
{""npcSpawnGroupId"":3522,""killGadgetGroupId"":10005},
{""npcSpawnGroupId"":3523,""killGadgetGroupId"":10003,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3527,""bossNpcId"":70476}
]","[{""x"":13364,""y"":7516},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":240}]"
11602,4,15000,10000,11602,13592,8092,"[
{""npcSpawnGroupId"":3523,""killGadgetGroupId"":10005},
{""npcSpawnGroupId"":3522,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3527,""bossNpcId"":70476}
]","[{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":240}]"
