Id,MssionGrade,TaskType,TaskCount,AutoCompleteTime,PassCost,RewardExp,RewardAdena,RewardIcon,MissionIcon
449,5,57,15,7200,25000,0,0,UI_Icon_RankR_RE,54
450,5,7,30,7200,25000,0,0,UI_Icon_RankR_RE,54
451,5,81,125,7200,25000,0,0,UI_Icon_RankR_RE,54
452,5,140,3,7200,25000,0,0,UI_Icon_RankR_RE,54
453,5,50,1,7200,25000,0,0,UI_Icon_RankR_RE,54
454,5,80,150,7200,25000,0,0,UI_Icon_RankR_RE,54
455,5,172,1,7200,25000,0,0,UI_Icon_RankR_RE,54
456,1,80,50,1440,5000,0,0,UI_Icon_RankC_RE,50
457,1,94,1,1440,5000,0,0,UI_Icon_RankC_RE,50
458,1,173,1,1440,5000,0,0,UI_Icon_RankC_RE,50
459,1,50,10,1440,5000,0,0,UI_Icon_RankC_RE,50
460,1,50,10,1440,5000,0,0,UI_Icon_RankC_RE,50
461,1,50,45,1440,5000,0,0,UI_Icon_RankC_RE,50
462,2,50,10,2880,10000,0,0,UI_Icon_RankB_RE,51
463,2,81,60,2880,10000,0,0,UI_Icon_RankB_RE,51
464,2,80,75,2880,10000,0,0,UI_Icon_RankB_RE,51
465,2,41,55,2880,10000,0,0,UI_Icon_RankB_RE,51
466,2,50,8,2880,10000,0,0,UI_Icon_RankB_RE,51
467,2,14,200,2880,10000,0,0,UI_Icon_RankB_RE,51
468,3,73,1,4320,15000,0,0,UI_Icon_RankA_RE,52
469,3,80,100,4320,15000,0,0,UI_Icon_RankA_RE,52
470,3,225,1,4320,15000,0,0,UI_Icon_RankA_RE,52
471,3,41,100,4320,15000,0,0,UI_Icon_RankA_RE,52
472,3,14,300,4320,15000,0,0,UI_Icon_RankA_RE,52
474,4,140,2,5760,20000,0,0,UI_Icon_RankS_RE,53
475,4,80,125,5760,20000,0,0,UI_Icon_RankS_RE,53
476,4,220,4,5760,20000,0,0,UI_Icon_RankS_RE,53
477,4,41,2500,5760,20000,0,0,UI_Icon_RankS_RE,53
478,4,14,350,5760,20000,0,0,UI_Icon_RankS_RE,53
479,4,190,15,5760,20000,0,0,UI_Icon_RankS_RE,53
480,5,57,15,7200,25000,0,0,UI_Icon_RankR_RE,54
481,5,7,30,7200,25000,0,0,UI_Icon_RankR_RE,54
482,5,81,125,7200,25000,0,0,UI_Icon_RankR_RE,54
483,5,140,3,7200,25000,0,0,UI_Icon_RankR_RE,54
484,5,50,1,7200,25000,0,0,UI_Icon_RankR_RE,54
485,5,80,150,7200,25000,0,0,UI_Icon_RankR_RE,54
486,5,172,1,7200,25000,0,0,UI_Icon_RankR_RE,54
