Index,GroupId,Contribution,RewardGrade,GradeTexture,ItemInfoId,ItemCount
5043,10,0,14,UI_AttendGrade_Top,911059,2
5044,10,0,,,500119,1
5045,10,0,10,UI_AttendGrade_Middle,911061,2
5046,10,0,,,490011,1
5047,10,0,12,UI_AttendGrade_Middle,1001101,20
5048,10,0,16,UI_AttendGrade_Top,481016,1
5049,10,0,,,490011,1
5050,10,0,,,500119,1
5051,10,0,8,UI_AttendGrade_Middle,911060,3
5052,10,0,,,490011,1
5053,10,0,10,UI_AttendGrade_Top,410004,2
5054,10,0,14,UI_AttendGrade_Top,911059,1
5055,10,0,,,490011,1
5056,10,0,,,500119,1
5057,10,0,10,UI_AttendGrade_Middle,911061,3
5058,10,0,,,490011,1
5059,10,0,19,UI_AttendGrade_Top,510101,5
5060,10,10500,22,UI_AttendGrade_Top,900011,1
5061,10,0,,,490011,1
5062,10,0,,,500119,1
5063,10,5250,21,UI_AttendGrade_Top,500121,1
5064,10,0,,,490011,1
5065,10,0,8,UI_AttendGrade_Middle,911060,2
5066,10,0,3,UI_AttendGrade_Low,490025,10
5067,10,0,,,490011,1
5068,10,0,17,UI_AttendGrade_Top,481014,1
5069,10,0,,,500119,2
5070,10,0,,,490011,1
5071,10,0,12,UI_AttendGrade_Middle,1001100,20
5072,10,0,5,UI_AttendGrade_Middle,510014,2
5073,10,0,,,490011,1
5074,10,0,,,500119,1
5075,10,0,5,UI_AttendGrade_Middle,510015,2
5076,10,0,,,490011,3
5077,10,0,,,500119,2
5078,10,0,19,UI_AttendGrade_Top,510101,10
5079,10,0,23,UI_AttendGrade_Top,510102,2
5080,10,22500,25,UI_AttendGrade_Top,400000,1
