Id,RequiredId,AchievementGroupId,Type,GroupType,Param1,TaskType,TaskCondition,CompleteNotifyType,TaskCount,RewardPoint,RewardGem,RewardAdena,RewardItemInfoId,RewardCount,RewardCountDesc,RewardIcon,AchievementIcon
11617,11616,116,3,0,17,143,,0,8000,4030,,31000,,,,,Icon_HeroicAchievement_01
11618,11617,116,3,0,18,143,,0,10400,5230,,40000,,,,,Icon_HeroicAchievement_01
11619,11618,116,3,0,19,143,,0,12000,6030,,46000,,,,,Icon_HeroicAchievement_01
11620,11619,116,3,0,20,143,,0,14000,7030,,,480016,1,,Icon_WeaponLevelMaterial_01,Icon_HeroicAchievement_01
12001,,120,3,0,1,14,,0,30,30,,,900001,1,,Icon_Shop_Gacha_Equipment_04,Icon_HeroicAchievement_01
12002,12001,120,3,0,2,14,,0,100,40,,1000,,,,,Icon_HeroicAchievement_01
12003,12002,120,3,0,3,14,,0,300,50,,1000,,,,,Icon_HeroicAchievement_01
12004,12003,120,3,0,4,14,,0,600,70,,1500,,,,,Icon_HeroicAchievement_01
12005,12004,120,3,0,5,14,,0,700,100,,,910111,1,,Icon_GachaItem_EquipmentC,Icon_HeroicAchievement_01
12301,,123,3,0,,197,1,0,1,150,,,911003,1,,Item_Box_GrowStone_03,Icon_HeroicAchievement_01
12401,,124,3,0,,197,2,0,1,500,,,911003,3,,Item_Box_GrowStone_03,Icon_HeroicAchievement_01
12501,,125,3,0,,197,3,0,1,850,,,911003,5,,Item_Box_GrowStone_03,Icon_HeroicAchievement_01
12901,,129,3,0,,197,7,0,1,2000,,,911004,5,,Item_Box_GrowStone_04,Icon_HeroicAchievement_01
14001,,140,3,0,,255,,0,2,100,,,480109,50,,Icon_Asset_PetStoneSteamBeetle_Piece01,Icon_HeroicAchievement_01
14002,14001,140,3,0,,255,,0,4,150,,,480109,50,,Icon_Asset_PetStoneSteamBeetle_Piece01,Icon_HeroicAchievement_01
14003,14002,140,3,0,,255,,0,6,200,,,480109,50,,Icon_Asset_PetStoneSteamBeetle_Piece01,Icon_HeroicAchievement_01
14004,14003,140,3,0,,255,,0,8,250,,,480109,50,,Icon_Asset_PetStoneSteamBeetle_Piece01,Icon_HeroicAchievement_01
14005,14004,140,3,0,,255,,0,10,300,,,480109,50,,Icon_Asset_PetStoneSteamBeetle_Piece01,Icon_HeroicAchievement_01
14006,14005,140,3,0,,255,,0,12,350,,,480109,50,,Icon_Asset_PetStoneSteamBeetle_Piece01,Icon_HeroicAchievement_01
14007,14006,140,3,0,,255,,0,14,400,,,480109,50,,Icon_Asset_PetStoneSteamBeetle_Piece01,Icon_HeroicAchievement_01
14008,14007,140,3,0,,255,,0,16,450,,,480109,50,,Icon_Asset_PetStoneSteamBeetle_Piece01,Icon_HeroicAchievement_01
14009,14008,140,3,0,,255,,0,18,500,,,480109,50,,Icon_Asset_PetStoneSteamBeetle_Piece01,Icon_HeroicAchievement_01
14010,14009,140,3,0,,255,,0,20,550,,,480109,50,,Icon_Asset_PetStoneSteamBeetle_Piece01,Icon_HeroicAchievement_01
14011,14010,140,3,0,,255,,0,22,600,,,480109,60,,Icon_Asset_PetStoneSteamBeetle_Piece01,Icon_HeroicAchievement_01
14012,14011,140,3,0,,255,,0,24,650,,,480109,60,,Icon_Asset_PetStoneSteamBeetle_Piece01,Icon_HeroicAchievement_01
14013,14012,140,3,0,,255,,0,26,700,,,480109,60,,Icon_Asset_PetStoneSteamBeetle_Piece01,Icon_HeroicAchievement_01
14014,14013,140,3,0,,255,,0,28,750,,,480109,60,,Icon_Asset_PetStoneSteamBeetle_Piece01,Icon_HeroicAchievement_01
14015,14014,140,3,0,,255,,0,30,800,,,480109,60,,Icon_Asset_PetStoneSteamBeetle_Piece01,Icon_HeroicAchievement_01
14016,14015,140,3,0,,255,,0,32,850,,,480109,60,,Icon_Asset_PetStoneSteamBeetle_Piece01,Icon_HeroicAchievement_01
14017,14016,140,3,0,,255,,0,36,900,,,480109,60,,Icon_Asset_PetStoneSteamBeetle_Piece01,Icon_HeroicAchievement_01
14018,14017,140,3,0,,255,,0,40,950,,,480109,60,,Icon_Asset_PetStoneSteamBeetle_Piece01,Icon_HeroicAchievement_01
14019,14018,140,3,0,,255,,0,44,1000,,,480109,60,,Icon_Asset_PetStoneSteamBeetle_Piece01,Icon_HeroicAchievement_01
14020,14019,140,3,0,,255,,0,48,1050,,,480109,60,,Icon_Asset_PetStoneSteamBeetle_Piece01,Icon_HeroicAchievement_01
14101,,141,3,0,,255,,0,1,1000,,,471004,1,,Icon_Asset_PetHornSteamBeetle_01,Icon_HeroicAchievement_01
14102,14101,141,3,0,,255,,0,4,1100,,,470009,2,,Icon_Asset_PetStoneSteamBeetle_01,Icon_HeroicAchievement_01
14103,14102,141,3,0,,255,,0,6,1200,,,470009,3,,Icon_Asset_PetStoneSteamBeetle_01,Icon_HeroicAchievement_01
14104,14103,141,3,0,,255,,0,8,1300,,,470009,4,,Icon_Asset_PetStoneSteamBeetle_01,Icon_HeroicAchievement_01
14105,14104,141,3,0,,255,,0,10,1400,,,470009,5,,Icon_Asset_PetStoneSteamBeetle_01,Icon_HeroicAchievement_01
14106,14105,141,3,0,,255,,0,12,1500,,,470009,6,,Icon_Asset_PetStoneSteamBeetle_01,Icon_HeroicAchievement_01
14107,14106,141,3,0,,255,,0,14,1600,,,470009,7,,Icon_Asset_PetStoneSteamBeetle_01,Icon_HeroicAchievement_01
14108,14107,141,3,0,,255,,0,18,1700,,,470009,9,,Icon_Asset_PetStoneSteamBeetle_01,Icon_HeroicAchievement_01
14109,14108,141,3,0,,255,,0,22,1800,,,470009,11,,Icon_Asset_PetStoneSteamBeetle_01,Icon_HeroicAchievement_01
14110,14109,141,3,0,,255,,0,28,1900,,,470009,14,,Icon_Asset_PetStoneSteamBeetle_01,Icon_HeroicAchievement_01
14201,,142,3,0,,255,,0,2,1500,,5000,,,,,Icon_HeroicAchievement_01
14202,14201,142,3,0,,255,,0,4,1500,,,900011,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_01
14203,14202,142,3,0,,255,,0,6,1500,,7500,,,,,Icon_HeroicAchievement_01
14204,14203,142,3,0,,255,,0,8,1500,,,900011,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_01
14205,14204,142,3,0,,255,,0,10,1500,,10000,,,,,Icon_HeroicAchievement_01
14206,14205,142,3,0,,255,,0,12,1500,,,900011,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_01
14207,14206,142,3,0,,255,,0,14,1500,,12500,,,,,Icon_HeroicAchievement_01
14208,14207,142,3,0,,255,,0,16,1500,,,900011,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_01
14209,14208,142,3,0,,255,,0,18,1500,,15000,,,,,Icon_HeroicAchievement_01
14210,14209,142,3,0,,255,,0,20,1500,,,900011,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_01
14211,14210,142,3,0,,255,,0,22,1500,,17500,,,,,Icon_HeroicAchievement_01
14212,14211,142,3,0,,255,,0,24,1500,,,900011,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_01
14213,14212,142,3,0,,255,,0,26,1500,,20000,,,,,Icon_HeroicAchievement_01
14214,14213,142,3,0,,255,,0,28,1500,,,900011,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_01
14215,14214,142,3,0,,255,,0,30,1500,,22500,,,,,Icon_HeroicAchievement_01
14216,14215,142,3,0,,255,,0,32,1500,,,900011,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_01
14217,14216,142,3,0,,255,,0,34,1500,,25000,,,,,Icon_HeroicAchievement_01
14218,14217,142,3,0,,255,,0,36,1500,,,900011,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_01
14219,14218,142,3,0,,255,,0,38,1500,,27500,,,,,Icon_HeroicAchievement_01
14220,14219,142,3,0,,255,,0,40,1500,,,900011,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_01
14301,,143,3,0,,255,,0,2,200,,5000,,,,,Icon_HeroicAchievement_01
14302,14301,143,3,0,,255,,0,6,250,,,900010,2,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_01
14303,14302,143,3,0,,255,,0,12,300,,7500,,,,,Icon_HeroicAchievement_01
14304,14303,143,3,0,,255,,0,20,350,,,900010,2,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_01
14305,14304,143,3,0,,255,,0,30,400,,10000,,,,,Icon_HeroicAchievement_01
14306,14305,143,3,0,,255,,0,40,450,,,900010,2,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_01
14307,14306,143,3,0,,255,,0,50,500,,12500,,,,,Icon_HeroicAchievement_01
14308,14307,143,3,0,,255,,0,60,550,,,900010,2,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_01
14309,14308,143,3,0,,255,,0,70,600,,15000,,,,,Icon_HeroicAchievement_01
14310,14309,143,3,0,,255,,0,80,650,,,900010,3,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_01
14311,14310,143,3,0,,255,,0,110,700,,17500,,,,,Icon_HeroicAchievement_01
14312,14311,143,3,0,,255,,0,140,750,,,900010,3,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_01
14313,14312,143,3,0,,255,,0,170,800,,20000,,,,,Icon_HeroicAchievement_01
14314,14313,143,3,0,,255,,0,200,850,,,900010,3,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_01
14315,14314,143,3,0,,255,,0,250,900,,22500,,,,,Icon_HeroicAchievement_01
14316,14315,143,3,0,,255,,0,300,950,,,900010,5,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_01
14317,14316,143,3,0,,255,,0,350,1000,,25000,,,,,Icon_HeroicAchievement_01
14318,14317,143,3,0,,255,,0,400,1050,,,900010,5,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_01
14319,14318,143,3,0,,255,,0,450,1100,,27500,,,,,Icon_HeroicAchievement_01
14320,14319,143,3,0,,255,,0,500,1150,,,900010,5,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_01
20101,,201,3,1,,90,11,0,1,30,,1000,,,,Icon_GachaItem_MonsterCore,Icon_HeroicAchievement_02
20102,20101,201,3,1,,90,18,0,1,30,,1000,,,,Icon_GachaItem_MonsterCore,Icon_HeroicAchievement_02
20103,20102,201,3,1,,90,28,0,1,30,,,910301,1,,Icon_GachaItem_MonsterCore,Icon_HeroicAchievement_02
20104,20103,201,3,1,,90,38,0,1,40,,,910301,1,,Icon_GachaItem_MonsterCore,Icon_HeroicAchievement_02
20105,20104,201,3,1,,90,48,0,1,50,,,910301,1,,Icon_GachaItem_MonsterCore,Icon_HeroicAchievement_02
20106,20105,201,3,1,,90,58,0,1,70,,,910301,1,,Icon_GachaItem_MonsterCore,Icon_HeroicAchievement_02
20107,20106,201,3,1,,90,67,0,1,100,,,910301,1,,Icon_GachaItem_MonsterCore,Icon_HeroicAchievement_02
20108,20107,201,3,1,,90,76,0,1,130,,,910301,1,,Icon_GachaItem_MonsterCore,Icon_HeroicAchievement_02
20109,20108,201,3,1,,90,84,0,1,180,,,910301,1,,Icon_GachaItem_MonsterCore,Icon_HeroicAchievement_02
20110,20109,201,3,1,,90,93,0,1,200,,,910301,1,,Icon_GachaItem_MonsterCore,Icon_HeroicAchievement_02
20111,20110,201,3,1,,90,103,0,1,230,,,910301,1,,Icon_GachaItem_MonsterCore,Icon_HeroicAchievement_02
20112,20111,201,3,1,,90,114,0,1,320,,,910301,1,,Icon_GachaItem_MonsterCore,Icon_HeroicAchievement_02
20113,20112,201,3,1,,90,123,0,1,390,,,910301,1,,Icon_GachaItem_MonsterCore,Icon_HeroicAchievement_02
20114,20113,201,3,1,,90,133,0,1,500,,,910301,1,,Icon_GachaItem_MonsterCore,Icon_HeroicAchievement_02
20601,,206,3,1,1,12,,0,10,30,,,30490083,1,,Icon_Box_Dia_06,Icon_HeroicAchievement_02
20602,20601,206,3,1,2,12,,0,20,30,,1000,,,,,Icon_HeroicAchievement_02
20603,20602,206,3,1,3,12,,0,25,30,,1000,,,,,Icon_HeroicAchievement_02
20604,20603,206,3,1,4,12,,0,30,40,,,490013,1,,Icon_Box_Dia_04,Icon_HeroicAchievement_02
20605,20604,206,3,1,5,12,,0,35,50,,1000,,,,,Icon_HeroicAchievement_02
20606,20605,206,3,1,6,12,,0,40,60,,,490013,1,,Icon_Box_Dia_04,Icon_HeroicAchievement_02
20607,20606,206,3,1,7,12,,0,50,90,,1500,,,,,Icon_HeroicAchievement_02
20608,20607,206,3,1,8,12,,0,70,130,,2000,,,,,Icon_HeroicAchievement_02
20609,20608,206,3,1,9,12,,0,90,190,,,490030,1,,Icon_Box_SP_01,Icon_HeroicAchievement_02
20610,20609,206,3,1,10,12,,0,120,270,,3000,,,,,Icon_HeroicAchievement_02
20611,20610,206,3,1,11,12,,0,140,370,,3500,,,,,Icon_HeroicAchievement_02
20612,20611,206,3,1,12,12,,0,170,500,,4500,,,,,Icon_HeroicAchievement_02
20701,,207,3,1,1,13,,0,2,30,,1000,,,,,Icon_HeroicAchievement_02
20702,20701,207,3,1,2,13,,0,12,30,,1000,,,,,Icon_HeroicAchievement_02
20703,20702,207,3,1,3,13,,0,20,30,,1000,,,,,Icon_HeroicAchievement_02
20704,20703,207,3,1,4,13,,0,24,30,,1000,,,,,Icon_HeroicAchievement_02
20705,20704,207,3,1,5,13,,0,27,30,,1000,,,,,Icon_HeroicAchievement_02
20706,20705,207,3,1,6,13,,0,32,40,,1000,,,,,Icon_HeroicAchievement_02
20801,,208,3,1,1,1,,0,1,30,,1000,,,,,Icon_HeroicAchievement_02
20802,20801,208,3,1,2,1,,0,2,730,,,490013,1,,Icon_Box_Dia_04,Icon_HeroicAchievement_02
20803,20802,208,3,1,3,1,,0,3,1090,,,490013,1,,Icon_Box_Dia_04,Icon_HeroicAchievement_02
20901,,209,3,1,1,19,1,0,1,30,,1000,,,,,Icon_HeroicAchievement_02
20902,20901,209,3,1,2,19,2,0,1,30,,1000,,,,,Icon_HeroicAchievement_02
20903,20902,209,3,1,3,19,3,0,1,30,,,490013,1,,Icon_Box_Dia_04,Icon_HeroicAchievement_02
20904,20903,209,3,1,4,19,4,0,1,40,,1000,,,,,Icon_HeroicAchievement_02
20905,20904,209,3,1,5,19,5,0,1,60,,1500,,,,,Icon_HeroicAchievement_02
20906,20905,209,3,1,6,19,6,0,1,90,,1500,,,,,Icon_HeroicAchievement_02
20907,20906,209,3,1,7,19,7,0,1,120,,,490013,1,,Icon_Box_Dia_04,Icon_HeroicAchievement_02
20908,20907,209,3,1,8,19,8,0,1,160,,2000,,,,,Icon_HeroicAchievement_02
20909,20908,209,3,1,9,19,9,0,1,210,,2500,,,,,Icon_HeroicAchievement_02
20910,20909,209,3,1,10,19,10,0,1,280,,3000,,,,,Icon_HeroicAchievement_02
21001,,210,3,1,,2,1,0,1,30,,,900012,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_02
21002,21001,210,3,1,,2,2,0,1,30,,,900012,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_02
21003,21002,210,3,1,,2,5,0,1,30,,,900012,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_02
21004,21003,210,3,1,,2,6,0,1,40,,,910203,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_02
21005,21004,210,3,1,,2,7,0,1,40,,,910203,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_02
21006,21005,210,3,1,,2,8,0,1,40,,,910203,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_02
21007,21006,210,3,1,,2,11,0,1,40,,,910203,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_02
21008,21007,210,3,1,,2,12,0,1,50,,,900012,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_02
21009,21008,210,3,1,,2,13,0,1,50,,,900012,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_02
21010,21009,210,3,1,,2,14,0,1,50,,,900012,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_02
21011,21010,210,3,1,,2,17,0,1,50,,,900012,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_02
21012,21011,210,3,1,,2,18,0,1,60,,,900012,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_02
21013,21012,210,3,1,,2,20,0,1,60,,,900012,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_02
21014,21013,210,3,1,,2,21,0,1,60,,,900012,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_02
21101,,211,3,1,1,40,,0,80,30,,,910307,3,,Icon_GachaItem_Herb,Icon_HeroicAchievement_02
21102,21101,211,3,1,2,40,,0,510,30,,1000,,,,,Icon_HeroicAchievement_02
21103,21102,211,3,1,3,40,,0,1160,50,,,910307,3,,Icon_GachaItem_Herb,Icon_HeroicAchievement_02
21104,21103,211,3,1,4,40,,0,2600,90,,1500,,,,,Icon_HeroicAchievement_02
21105,21104,211,3,1,5,40,,0,5760,150,,2000,,,,,Icon_HeroicAchievement_02
21106,21105,211,3,1,6,40,,0,12680,250,,,910007,1,,Icon_Box_Herb_01,Icon_HeroicAchievement_02
21107,21106,211,3,1,7,40,,0,27940,380,,3500,,,,,Icon_HeroicAchievement_02
21108,21107,211,3,1,8,40,,0,46010,540,,5000,,,,,Icon_HeroicAchievement_02
21109,21108,211,3,1,9,40,,0,64080,780,,6500,,,,,Icon_HeroicAchievement_02
21110,21109,211,3,1,10,40,,0,82160,1020,,,910007,2,,Icon_Box_Herb_01,Icon_HeroicAchievement_02
21111,21110,211,3,1,11,40,,0,100230,1260,,10000,,,,,Icon_HeroicAchievement_02
21112,21111,211,3,1,12,40,,0,118300,1640,,13000,,,,,Icon_HeroicAchievement_02
21113,21112,211,3,1,13,40,,0,136370,2030,,16000,,,,,Icon_HeroicAchievement_02
21114,21113,211,3,1,14,40,,0,154440,2780,,,910007,2,,Icon_Box_Herb_01,Icon_HeroicAchievement_02
21115,21114,211,3,1,15,40,,0,172520,3270,,25500,,,,,Icon_HeroicAchievement_02
21116,21115,211,3,1,16,40,,0,190590,4010,,31000,,,,,Icon_HeroicAchievement_02
21117,21116,211,3,1,17,40,,0,208660,4470,,34500,,,,,Icon_HeroicAchievement_02
21118,21117,211,3,1,18,40,,0,226730,5030,,,910007,2,,Icon_Box_Herb_01,Icon_HeroicAchievement_02
21119,21118,211,3,1,19,40,,0,244800,5830,,44500,,,,,Icon_HeroicAchievement_02
21120,21119,211,3,1,20,40,,0,262800,6770,,51500,,,,,Icon_HeroicAchievement_02
21201,,212,3,1,1,42,,0,10,30,,,420002,1,,Icon_Asset_Upgrade_02,Icon_HeroicAchievement_02
21202,21201,212,3,1,2,42,,0,50,40,,1000,,,,,Icon_HeroicAchievement_02
21203,21202,212,3,1,3,42,,0,100,50,,,420003,1,,Icon_Asset_Upgrade_03,Icon_HeroicAchievement_02
21204,21203,212,3,1,4,42,,0,220,110,,1500,,,,,Icon_HeroicAchievement_02
21205,21204,212,3,1,5,42,,0,480,180,,,420002,1,,Icon_Asset_Upgrade_02,Icon_HeroicAchievement_02
21206,21205,212,3,1,6,42,,0,1060,210,,2500,,,,,Icon_HeroicAchievement_02
21207,21206,212,3,1,7,42,,0,2330,270,,,420003,1,,Icon_Asset_Upgrade_03,Icon_HeroicAchievement_02
21208,21207,212,3,1,8,42,,0,3840,360,,3500,,,,,Icon_HeroicAchievement_02
21209,21208,212,3,1,9,42,,0,5340,430,,,420001,1,,Icon_Asset_Upgrade_01,Icon_HeroicAchievement_02
21210,21209,212,3,1,10,42,,0,6850,540,,5000,,,,,Icon_HeroicAchievement_02
21211,21210,212,3,1,11,42,,0,8360,690,,,420002,1,,Icon_Asset_Upgrade_02,Icon_HeroicAchievement_02
21212,21211,212,3,1,12,42,,0,9860,1380,,11000,,,,,Icon_HeroicAchievement_02
21213,21212,212,3,1,13,42,,0,11370,1540,,,420003,1,,Icon_Asset_Upgrade_03,Icon_HeroicAchievement_02
21214,21213,212,3,1,14,42,,0,12870,1680,,13500,,,,,Icon_HeroicAchievement_02
21215,21214,212,3,1,15,42,,0,14380,2020,,,420001,1,,Icon_Asset_Upgrade_01,Icon_HeroicAchievement_02
21216,21215,212,3,1,16,42,,0,15890,2940,,23000,,,,,Icon_HeroicAchievement_02
21217,21216,212,3,1,17,42,,0,17390,3820,,,420002,1,,Icon_Asset_Upgrade_02,Icon_HeroicAchievement_02
21218,21217,212,3,1,18,42,,0,18900,4740,,36500,,,,,Icon_HeroicAchievement_02
21219,21218,212,3,1,19,42,,0,20400,6000,,,420003,1,,Icon_Asset_Upgrade_03,Icon_HeroicAchievement_02
21220,21219,212,3,1,20,42,,0,21900,7340,,,900009,1,,Icon_GachaItem_Transcendence,Icon_HeroicAchievement_02
21401,,214,3,1,1,17,,0,2,30,,1000,,,,,Icon_HeroicAchievement_02
21402,21401,214,3,1,2,17,,0,10,50,,1000,,,,,Icon_HeroicAchievement_02
21403,21402,214,3,1,3,17,,0,20,90,,1500,,,,,Icon_HeroicAchievement_02
21404,21403,214,3,1,4,17,,0,40,150,,2000,,1,,Icon_Asset_Protector_01,Icon_HeroicAchievement_02
21405,21404,214,3,1,5,17,,0,80,270,,3000,,,,,Icon_HeroicAchievement_02
21406,21405,214,3,1,6,17,,0,180,390,,3500,,1,,Icon_Asset_Protector_01,Icon_HeroicAchievement_02
21407,21406,214,3,1,7,17,,0,390,630,,5500,,,,,Icon_HeroicAchievement_02
21408,21407,214,3,1,8,17,,0,640,1050,,8500,,,,,Icon_HeroicAchievement_02
21409,21408,214,3,1,9,17,,0,890,1450,,11500,,1,,Icon_Asset_Protector_01,Icon_HeroicAchievement_02
21410,21409,214,3,1,10,17,,0,1150,2020,,16000,,,,,Icon_HeroicAchievement_02
21411,21410,214,3,1,11,17,,0,1400,2330,,18500,,1,,Icon_Asset_Protector_01,Icon_HeroicAchievement_02
21412,21411,214,3,1,12,17,,0,1650,2650,,20500,,,,,Icon_HeroicAchievement_02
21413,21412,214,3,1,13,17,,0,1900,3180,,24500,,1,,Icon_Asset_Protector_01,Icon_HeroicAchievement_02
21414,21413,214,3,1,14,17,,0,2150,3540,,27500,,,,,Icon_HeroicAchievement_02
21415,21414,214,3,1,15,17,,0,2400,4020,,31000,,1,,Icon_Asset_Protector_01,Icon_HeroicAchievement_02
21416,21415,214,3,1,16,17,,0,2650,4590,,35000,,,,,Icon_HeroicAchievement_02
21417,21416,214,3,1,17,17,,0,2900,5120,,39000,,1,,Icon_Asset_Protector_01,Icon_HeroicAchievement_02
21418,21417,214,3,1,18,17,,0,3150,5580,,42500,,,,,Icon_HeroicAchievement_02
21419,21418,214,3,1,19,17,,0,3400,6130,,47000,,,,,Icon_HeroicAchievement_02
21420,21419,214,3,1,20,17,,0,3650,6990,,53000,,,,,Icon_HeroicAchievement_02
21501,,215,3,1,,15,,0,1,50,,1000,,3,,Icon_GachaItem_EquipmentA,Icon_HeroicAchievement_02
21601,,216,3,1,,21,,0,10,30,,1000,,,,,Icon_HeroicAchievement_02
30101,,301,3,2,1,50,Equipment,0,170,30,,1000,,,,,Icon_HeroicAchievement_04
30102,30101,301,3,2,2,50,Equipment,0,510,50,,1000,,1,,Icon_Box_Exp_01,Icon_HeroicAchievement_04
30103,30102,301,3,2,3,50,Equipment,0,1520,120,,1500,,,,,Icon_HeroicAchievement_04
30104,30103,301,3,2,4,50,Equipment,0,4540,180,,2000,,,,,Icon_HeroicAchievement_04
30105,30104,301,3,2,5,50,Equipment,0,13610,300,,3000,,1,,Icon_Box_Exp_01,Icon_HeroicAchievement_04
30106,30105,301,3,2,6,50,Equipment,0,40830,540,,5000,,,,,Icon_HeroicAchievement_04
30107,30106,301,3,2,7,50,Equipment,0,59810,900,,7500,,,,,Icon_HeroicAchievement_04
30108,30107,301,3,2,8,50,Equipment,0,78800,1230,,10000,,1,,Icon_Box_Exp_02,Icon_HeroicAchievement_04
30109,30108,301,3,2,9,50,Equipment,0,97780,1600,,13000,,,,,Icon_HeroicAchievement_04
30110,30109,301,3,2,10,50,Equipment,0,116760,1840,,14500,,,,,Icon_HeroicAchievement_04
30111,30110,301,3,2,11,50,Equipment,0,135750,2080,,16500,,1,,Icon_Box_Exp_02,Icon_HeroicAchievement_04
30112,30111,301,3,2,12,50,Equipment,0,154730,2560,,20000,,,,,Icon_HeroicAchievement_04
30113,30112,301,3,2,13,50,Equipment,0,173720,2800,,22000,,,,,Icon_HeroicAchievement_04
30114,30113,301,3,2,14,50,Equipment,0,192700,3040,,23500,,1,,Icon_Box_Exp_02,Icon_HeroicAchievement_04
30115,30114,301,3,2,15,50,Equipment,0,211680,3280,,25500,,,,,Icon_HeroicAchievement_04
30116,30115,301,3,2,16,50,Equipment,0,230670,3770,,29000,,,,,Icon_HeroicAchievement_04
30117,30116,301,3,2,17,50,Equipment,0,249650,4010,,31000,,1,,Icon_Box_Exp_02,Icon_HeroicAchievement_04
30118,30117,301,3,2,18,50,Equipment,0,268640,4610,,35500,,1,,Icon_Box_Exp_02,Icon_HeroicAchievement_04
30119,30118,301,3,2,19,50,Equipment,0,287620,5330,,41000,,1,,Icon_Box_Exp_02,Icon_HeroicAchievement_04
30120,30119,301,3,2,20,50,Equipment,0,306600,6110,,46500,,1,,Icon_Box_Exp_02,Icon_HeroicAchievement_04
30201,,302,3,2,1,51,C,0,150,30,,1000,,,,,Icon_HeroicAchievement_04
30202,30201,302,3,2,2,51,C,0,440,40,,1000,,,,,Icon_HeroicAchievement_04
30203,30202,302,3,2,3,51,C,0,1300,50,,1000,,,,,Icon_HeroicAchievement_04
30204,30203,302,3,2,4,51,C,0,3890,70,,1500,,,,,Icon_HeroicAchievement_04
30205,30204,302,3,2,5,51,C,0,11670,100,,1500,,,,,Icon_HeroicAchievement_04
30206,30205,302,3,2,6,51,C,0,35000,130,,2000,,,,,Icon_HeroicAchievement_04
30207,30206,302,3,2,7,51,C,0,51270,180,,,490013,1,,Icon_Box_Dia_04,Icon_HeroicAchievement_04
30208,30207,302,3,2,8,51,C,0,67540,240,,2500,,,,,Icon_HeroicAchievement_04
30209,30208,302,3,2,9,51,C,0,83810,330,,3500,,,,,Icon_HeroicAchievement_04
30210,30209,302,3,2,10,51,C,0,100080,410,,4000,,,,,Icon_HeroicAchievement_04
30211,30210,302,3,2,11,51,C,0,116360,510,,4500,,,,,Icon_HeroicAchievement_04
30212,30211,302,3,2,12,51,C,0,132630,630,,5500,,,,,Icon_HeroicAchievement_04
30213,30212,302,3,2,13,51,C,0,148900,760,,6500,,,,,Icon_HeroicAchievement_04
30214,30213,302,3,2,14,51,C,0,165170,920,,,490013,1,,Icon_Box_Dia_04,Icon_HeroicAchievement_04
30215,30214,302,3,2,15,51,C,0,181440,1070,,9000,,,,,Icon_HeroicAchievement_04
30216,30215,302,3,2,16,51,C,0,197720,1130,,9500,,,,,Icon_HeroicAchievement_04
30217,30216,302,3,2,17,51,C,0,213990,1240,,10000,,,,,Icon_HeroicAchievement_04
30218,30217,302,3,2,18,51,C,0,230260,1360,,11000,,,,,Icon_HeroicAchievement_04
30219,30218,302,3,2,19,51,C,0,246530,1600,,13000,,,,,Icon_HeroicAchievement_04
30220,30219,302,3,2,20,51,C,0,262800,1830,,14500,,,,,Icon_HeroicAchievement_04
30301,,303,3,2,1,51,B,0,30,30,,1000,,,,,Icon_HeroicAchievement_04
30302,30301,303,3,2,2,51,B,0,80,40,,1000,,,,,Icon_HeroicAchievement_04
30303,30302,303,3,2,3,51,B,0,220,60,,1500,,,,,Icon_HeroicAchievement_04
