Id,Type,GroupId,SwapPrint,SideType,ItemInfoId,LimitPeriod,LimitCount,ItemCount,CostType,CostValue,EventId,MainType
2503,7,2501,0,1,500081,0,,5,25,,,14
2504,7,2501,0,0,,0,,,12,1000,,14
2505,7,2505,0,2,505502,0,,1,25,,,14
2506,7,2505,0,1,500062,0,,5,25,,,14
2507,7,2505,0,1,500081,0,,15,25,,,14
2508,7,2505,0,0,,0,,,12,1000,,14
2513,7,2513,0,2,505504,0,,1,25,,,14
2514,7,2513,0,1,500063,0,,6,25,,,14
2515,7,2513,0,1,500081,0,,20,25,,,14
2516,7,2513,0,0,,0,,,12,1500,,14
2517,7,2517,0,2,505505,0,,1,25,,,14
2518,7,2517,0,1,500061,0,,8,25,,,14
2519,7,2517,0,1,500081,0,,30,25,,,14
2520,7,2517,0,0,,0,,,12,1500,,14
2521,7,2521,0,2,505506,0,,1,25,,,14
2522,7,2521,0,1,500062,0,,8,25,,,14
2523,7,2521,0,1,500081,0,,30,25,,,14
2524,7,2521,0,0,,0,,,12,1500,,14
2525,7,2525,0,2,505507,0,,1,25,,,14
2526,7,2525,0,1,500063,0,,15,25,,,14
2527,7,2525,0,1,500081,0,,45,25,,,14
2528,7,2525,0,0,,0,,,12,2000,,14
2529,7,2529,0,2,505508,0,,1,25,,,14
2530,7,2529,0,1,500061,0,,15,25,,,14
2531,7,2529,0,1,500081,0,,45,25,,,14
2532,7,2529,0,0,,0,,,12,2000,,14
485,3,450001,0,2,440001,0,,100,25,,,12
486,3,450001,0,1,450001,0,,50,25,,,12
487,3,450001,0,0,,0,,,0,5000,,12
488,3,450002,0,2,440011,0,,100,25,,,12
489,3,450002,0,1,450002,0,,50,25,,,12
490,3,450002,0,0,,0,,,0,5000,,12
491,3,450003,0,2,400001,0,,1000,25,,,12
492,3,450003,0,1,450003,0,,50,25,,,12
493,3,450003,0,0,,0,,,0,5000,,12
494,3,450004,0,2,910315,0,,1,25,,,12
495,3,450004,0,1,450004,0,,50,25,,,12
496,3,450004,0,0,,0,,,0,5000,,12
701,3,480105,0,2,470005,0,,1,25,,,7
702,3,480105,0,1,480105,0,,100,25,,,7
703,3,480105,0,0,,0,,,0,5000,,7
704,3,480104,0,2,470004,0,,1,25,,,7
705,3,480104,0,1,480104,0,,100,25,,,7
706,3,480104,0,0,,0,,,0,10000,,7
707,3,480103,0,2,470003,0,,1,25,,,7
708,3,480103,0,1,480103,0,,100,25,,,7
709,3,480103,0,0,,0,,,0,10000,,7
710,3,480106,0,2,470006,0,,1,25,,,7
711,3,480106,0,1,480106,0,,100,25,,,7
712,3,480106,0,0,,0,,,0,50000,,7
719,3,480109,0,2,470009,0,,1,25,,,7
720,3,480109,0,1,480109,0,,100,25,,,7
721,3,480109,0,0,,0,,,0,50000,,7
20000,3,510001,0,2,410011,0,,1,25,,,1
20001,3,510001,0,1,510001,0,,1,25,,,1
20002,3,510001,0,1,410001,0,,30,25,,,1
20003,3,510001,0,0,,0,,,6,,,1
20004,3,510002,0,2,410012,0,,1,25,,,1
20005,3,510002,0,1,510002,0,,1,25,,,1
20006,3,510002,0,1,410002,0,,30,25,,,1
20007,3,510002,0,0,,0,,,6,,,1
20008,3,510003,0,2,410013,0,,1,25,,,1
20009,3,510003,0,1,510003,0,,1,25,,,1
20010,3,510003,0,1,410003,0,,30,25,,,1
20011,3,510003,0,0,,0,,,6,,,1
20024,3,510007,0,2,490038,0,,1,25,,,10
20025,3,510007,0,1,510007,0,,1,25,,,10
20026,3,510007,0,1,490037,0,,3,25,,,10
20027,3,510007,0,1,510101,0,,100,25,,,10
20028,3,510007,0,0,,0,,,6,,,10
20029,3,510008,0,2,490037,0,,1,25,,,10
20030,3,510008,0,1,510008,0,,1,25,,,10
20031,3,510008,0,1,490027,0,,3,25,,,10
20032,3,510008,0,1,510101,0,,100,25,,,10
20033,3,510008,0,0,,0,,,6,,,10
20034,3,510009,0,2,490027,0,,1,25,,,10
20035,3,510009,0,1,510009,0,,1,25,,,10
20036,3,510009,0,1,510101,0,,100,25,,,10
20037,3,510009,0,0,,0,,,6,,,10
20038,3,510011,0,2,490026,0,,1,25,,,11
20039,3,510011,0,1,510011,0,,1,25,,,11
20040,3,510011,0,1,510102,0,,100,25,,,11
20041,3,510011,0,0,,0,,,6,,,11
20045,3,510012,0,2,452003,0,,1,25,,,9
20046,3,510012,0,1,510012,0,,1,25,,,9
20047,3,510012,0,1,450001,0,,5,25,,,9
20048,3,510012,0,1,450002,0,,5,25,,,9
20049,3,510012,0,1,450003,0,,30,25,,,9
20050,3,510012,0,1,450004,0,,5,25,,,9
20051,3,510012,0,0,,0,,,6,,,9
20052,3,510013,0,2,452004,0,,1,25,,,9
20053,3,510013,0,1,510013,0,,1,25,,,9
20054,3,510013,0,1,450001,0,,5,25,,,9
20055,3,510013,0,1,450002,0,,5,25,,,9
20056,3,510013,0,1,450003,0,,5,25,,,9
20057,3,510013,0,1,450004,0,,30,25,,,9
20058,3,510013,0,0,,0,,,6,,,9
20059,3,510014,0,2,452001,0,,1,25,,,9
20060,3,510014,0,1,510014,0,,1,25,,,9
20061,3,510014,0,1,450001,0,,30,25,,,9
20062,3,510014,0,1,450002,0,,5,25,,,9
20063,3,510014,0,1,450003,0,,5,25,,,9
20064,3,510014,0,1,450004,0,,5,25,,,9
20065,3,510014,0,0,,0,,,6,,,9
20066,3,510015,0,2,452002,0,,1,25,,,9
20067,3,510015,0,1,510015,0,,1,25,,,9
20068,3,510015,0,1,450001,0,,5,25,,,9
20069,3,510015,0,1,450002,0,,30,25,,,9
20070,3,510015,0,1,450003,0,,5,25,,,9
20071,3,510015,0,1,450004,0,,5,25,,,9
20072,3,510015,0,0,,0,,,6,,,9
20672,3,1301002,0,2,1300006,0,,1,25,,,13
20673,3,1301002,0,1,1301002,0,,1000,25,,,13
20674,3,1301002,0,0,,0,,,6,,,13
20675,3,1301003,0,2,1300007,0,,1,25,,,13
20676,3,1301003,0,1,1301003,0,,1000,25,,,13
20677,3,1301003,0,0,,0,,,6,,,13
5001,3,430001,0,1,430001,0,,12,25,,,14
5002,3,430001,0,0,,0,,,0,10000,,14
5003,3,430001,0,2,430002,0,,1,25,,,14
5004,3,430002,0,1,430002,0,,10,25,,,14
5005,3,430002,0,0,,0,,,0,25000,,14
5006,3,430002,0,2,430003,0,,1,25,,,14
5007,3,430003,0,1,430003,0,,8,25,,,14
5008,3,430003,0,0,,0,,,0,50000,,14
5009,3,430003,0,2,430004,0,,1,25,,,14
5010,3,430004,0,1,430004,0,,6,25,,,14
5011,3,430004,0,0,,0,,,0,100000,,14
5012,3,430004,0,2,430005,0,,1,25,,,14
5013,3,430005,0,1,430005,0,,5,25,,,14
5014,3,430005,0,0,,0,,,0,250000,,14
5015,3,430005,0,2,430006,0,,1,25,,,14
5016,3,430011,0,1,430011,0,,12,25,,,14
5017,3,430011,0,0,,0,,,0,10000,,14
5018,3,430011,0,2,430012,0,,1,25,,,14
5019,3,430012,0,1,430012,0,,10,25,,,14
5020,3,430012,0,0,,0,,,0,25000,,14
5021,3,430012,0,2,430013,0,,1,25,,,14
5022,3,430013,0,1,430013,0,,8,25,,,14
5023,3,430013,0,0,,0,,,0,50000,,14
5024,3,430013,0,2,430014,0,,1,25,,,14
5025,3,430014,0,1,430014,0,,6,25,,,14
5026,3,430014,0,0,,0,,,0,100000,,14
5027,3,430014,0,2,430015,0,,1,25,,,14
5028,3,430015,0,1,430015,0,,5,25,,,14
5029,3,430015,0,0,,0,,,0,250000,,14
5030,3,430015,0,2,430016,0,,1,25,,,14
5031,3,430021,0,1,430021,0,,12,25,,,14
5032,3,430021,0,0,,0,,,0,10000,,14
5033,3,430021,0,2,430022,0,,1,25,,,14
5034,3,430022,0,1,430022,0,,10,25,,,14
5035,3,430022,0,0,,0,,,0,25000,,14
5036,3,430022,0,2,430023,0,,1,25,,,14
5037,3,430023,0,1,430023,0,,8,25,,,14
5038,3,430023,0,0,,0,,,0,50000,,14
5039,3,430023,0,2,430024,0,,1,25,,,14
5040,3,430024,0,1,430024,0,,6,25,,,14
5041,3,430024,0,0,,0,,,0,100000,,14
5042,3,430024,0,2,430025,0,,1,25,,,14
5043,3,430025,0,1,430025,0,,5,25,,,14
5044,3,430025,0,0,,0,,,0,250000,,14
5045,3,430025,0,2,430026,0,,1,25,,,14
5046,3,430031,0,1,430031,0,,12,25,,,14
5047,3,430031,0,0,,0,,,0,10000,,14
5048,3,430031,0,2,430032,0,,1,25,,,14
5049,3,430032,0,1,430032,0,,10,25,,,14
5050,3,430032,0,0,,0,,,0,25000,,14
5051,3,430032,0,2,430033,0,,1,25,,,14
5052,3,430033,0,1,430033,0,,8,25,,,14
5053,3,430033,0,0,,0,,,0,50000,,14
5054,3,430033,0,2,430034,0,,1,25,,,14
5055,3,430034,0,1,430034,0,,6,25,,,14
5056,3,430034,0,0,,0,,,0,100000,,14
5057,3,430034,0,2,430035,0,,1,25,,,14
5058,3,430035,0,1,430035,0,,5,25,,,14
5059,3,430035,0,0,,0,,,0,250000,,14
5060,3,430035,0,2,430036,0,,1,25,,,14
5061,3,430041,0,1,430041,0,,12,25,,,14
5062,3,430041,0,0,,0,,,0,10000,,14
5063,3,430041,0,2,430042,0,,1,25,,,14
5064,3,430042,0,1,430042,0,,10,25,,,14
5065,3,430042,0,0,,0,,,0,25000,,14
5066,3,430042,0,2,430043,0,,1,25,,,14
5067,3,430043,0,1,430043,0,,8,25,,,14
5068,3,430043,0,0,,0,,,0,50000,,14
5069,3,430043,0,2,430044,0,,1,25,,,14
5070,3,430044,0,1,430044,0,,6,25,,,14
5071,3,430044,0,0,,0,,,0,100000,,14
5072,3,430044,0,2,430045,0,,1,25,,,14
5073,3,430045,0,1,430045,0,,5,25,,,14
5074,3,430045,0,0,,0,,,0,250000,,14
5075,3,430045,0,2,430046,0,,1,25,,,14
5076,3,430051,0,1,430051,0,,12,25,,,14
5077,3,430051,0,0,,0,,,0,10000,,14
5078,3,430051,0,2,430052,0,,1,25,,,14
5079,3,430052,0,1,430052,0,,10,25,,,14
5080,3,430052,0,0,,0,,,0,25000,,14
5081,3,430052,0,2,430053,0,,1,25,,,14
5082,3,430053,0,1,430053,0,,8,25,,,14
5083,3,430053,0,0,,0,,,0,50000,,14
5084,3,430053,0,2,430054,0,,1,25,,,14
5085,3,430054,0,1,430054,0,,6,25,,,14
5086,3,430054,0,0,,0,,,0,100000,,14
5087,3,430054,0,2,430055,0,,1,25,,,14
5088,3,430055,0,1,430055,0,,5,25,,,14
5089,3,430055,0,0,,0,,,0,250000,,14
5090,3,430055,0,2,430056,0,,1,25,,,14
5091,3,430061,0,1,430061,0,,12,25,,,14
5092,3,430061,0,0,,0,,,0,10000,,14
5093,3,430061,0,2,430062,0,,1,25,,,14
5094,3,430062,0,1,430062,0,,10,25,,,14
5095,3,430062,0,0,,0,,,0,25000,,14
5096,3,430062,0,2,430063,0,,1,25,,,14
5097,3,430063,0,1,430063,0,,8,25,,,14
5098,3,430063,0,0,,0,,,0,50000,,14
5099,3,430063,0,2,430064,0,,1,25,,,14
5100,3,430064,0,1,430064,0,,6,25,,,14
5101,3,430064,0,0,,0,,,0,100000,,14
5102,3,430064,0,2,430065,0,,1,25,,,14
5103,3,430065,0,1,430065,0,,5,25,,,14
5104,3,430065,0,0,,0,,,0,250000,,14
5105,3,430065,0,2,430066,0,,1,25,,,14
5106,3,430071,0,1,430071,0,,12,25,,,14
5107,3,430071,0,0,,0,,,0,10000,,14
5108,3,430071,0,2,430072,0,,1,25,,,14
5109,3,430072,0,1,430072,0,,10,25,,,14
5110,3,430072,0,0,,0,,,0,25000,,14
5111,3,430072,0,2,430073,0,,1,25,,,14
5112,3,430073,0,1,430073,0,,8,25,,,14
5113,3,430073,0,0,,0,,,0,50000,,14
5114,3,430073,0,2,430074,0,,1,25,,,14
5115,3,430074,0,1,430074,0,,6,25,,,14
5116,3,430074,0,0,,0,,,0,100000,,14
5117,3,430074,0,2,430075,0,,1,25,,,14
5118,3,430075,0,1,430075,0,,5,25,,,14
5119,3,430075,0,0,,0,,,0,250000,,14
5120,3,430075,0,2,430076,0,,1,25,,,14
5121,3,430081,0,1,430081,0,,12,25,,,14
5122,3,430081,0,0,,0,,,0,10000,,14
5123,3,430081,0,2,430082,0,,1,25,,,14
5124,3,430082,0,1,430082,0,,10,25,,,14
5125,3,430082,0,0,,0,,,0,25000,,14
5126,3,430082,0,2,430083,0,,1,25,,,14
5127,3,430083,0,1,430083,0,,8,25,,,14
5128,3,430083,0,0,,0,,,0,50000,,14
5129,3,430083,0,2,430084,0,,1,25,,,14
5130,3,430084,0,1,430084,0,,6,25,,,14
5131,3,430084,0,0,,0,,,0,100000,,14
5132,3,430084,0,2,430085,0,,1,25,,,14
5133,3,430085,0,1,430085,0,,5,25,,,14
5134,3,430085,0,0,,0,,,0,250000,,14
5135,3,430085,0,2,430086,0,,1,25,,,14
