Id,TskType,NpcAutoMoveID,TaskCount,RewardExp,RewardAdena,RewardIcon,MissionIcon
326,83,10243,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
327,83,10052,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
328,83,10060,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
329,83,10244,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
330,83,10245,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
331,83,10053,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
332,83,10056,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
333,83,10061,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
334,83,10062,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
335,83,10246,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
336,83,10247,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
337,83,10248,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
338,83,10249,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
339,83,10250,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
340,83,10251,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
341,83,10054,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
342,83,10055,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
343,83,10247,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
344,83,10248,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
345,83,10249,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
346,83,10250,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
347,83,10251,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
348,83,10054,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
349,83,10055,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
350,83,10247,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
351,83,10248,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
352,83,10249,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
353,83,10250,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
354,83,10251,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
355,83,10054,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
356,83,10055,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
357,83,10247,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
358,83,10248,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
359,83,10249,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
360,83,10250,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
361,83,10251,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
362,83,10054,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
363,83,10055,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
364,83,10247,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
365,83,10248,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
366,83,10072,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
367,83,10252,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
368,83,10253,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
369,83,10254,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
370,83,10063,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
371,83,10064,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
372,83,10065,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
373,83,10073,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
374,83,10074,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
375,83,10255,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
376,83,10256,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
377,83,10257,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
378,83,10258,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
379,83,10072,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
380,83,10252,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
381,83,10253,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
382,83,10254,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
383,83,10063,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
384,83,10064,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
385,83,10065,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
386,83,10073,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
387,83,10074,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
388,83,10255,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
389,83,10256,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
390,83,10257,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
391,83,10258,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
392,83,10072,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
393,83,10252,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
394,83,10253,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
395,83,10254,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
396,83,10259,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
397,83,10260,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
398,83,10261,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
399,83,10067,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
400,83,10068,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
401,83,10069,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
402,83,10075,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
403,83,10076,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
404,83,10262,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
405,83,10263,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
406,83,10264,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
407,83,10265,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
408,83,10266,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
409,83,10267,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
410,83,10268,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
411,83,10259,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
412,83,10260,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
413,83,10261,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
414,83,10067,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
415,83,10068,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
416,83,10069,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
417,83,10075,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
418,83,10076,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
419,83,10262,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
420,83,10263,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
421,83,10264,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
422,83,10265,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
423,83,10266,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
424,83,10267,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
425,83,10268,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
426,83,10266,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
427,83,10267,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
428,83,10068,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
429,83,10069,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
430,83,10268,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
431,83,10070,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
432,83,10071,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
433,83,10077,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
434,83,10078,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
435,83,10266,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
436,83,10266,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
437,83,10267,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
438,83,10068,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
439,83,10069,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
440,83,10268,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
441,83,10070,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
442,83,10071,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
443,83,10077,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
444,83,10078,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
445,83,10266,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
446,83,10266,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
447,83,10267,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
448,83,10068,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
449,83,10069,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
450,83,10268,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
451,83,10070,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
452,83,10071,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
453,83,10077,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
454,83,10078,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
455,83,10266,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
456,83,10270,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
457,83,10271,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
458,83,10272,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
460,83,10274,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
461,83,10275,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
462,83,10276,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
463,83,10079,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
464,83,10080,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
465,83,10081,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
466,83,10082,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
467,83,10084,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
468,83,10086,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
469,83,10277,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
470,83,10278,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
471,83,10279,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
472,83,10280,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
473,83,10270,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
474,83,10271,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
475,83,10272,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
477,83,10274,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
478,83,10275,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
479,83,10276,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
480,83,10079,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
481,83,10080,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
482,83,10081,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
483,83,10082,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
484,83,10084,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
485,83,10086,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
486,83,10277,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
487,83,10278,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
488,83,10279,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
489,83,10280,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
490,83,10281,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
491,83,10088,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
492,83,10282,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
493,83,10283,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
494,83,10284,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
495,83,10085,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
496,83,10087,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
497,83,10088,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
498,83,10089,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
499,83,10090,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
500,83,10281,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
501,83,10088,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
502,83,10282,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
503,83,10283,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
504,83,10284,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
505,83,10085,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
506,83,10087,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
507,83,10088,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
508,83,10089,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
509,83,10090,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
510,83,10281,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
511,83,10088,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
512,83,10282,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
513,83,10283,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
514,83,10284,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
515,83,10085,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
516,83,10087,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
517,83,10088,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
518,83,10089,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
519,83,10090,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
520,83,10285,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
521,83,10286,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
522,83,10287,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
523,83,10288,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
524,83,10289,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
525,83,10290,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
526,83,10291,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
527,83,10292,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
528,83,10293,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
529,83,10294,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
530,83,10295,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
531,83,10296,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
532,83,10297,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
533,83,10083,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
534,83,10091,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
535,83,10092,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
536,83,10093,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
537,83,10286,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
538,83,10287,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
539,83,10288,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
540,83,10289,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
541,83,10290,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
542,83,10291,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
543,83,10292,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
544,83,10293,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
545,83,10294,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
546,83,10295,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
547,83,10296,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
548,83,10297,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
549,83,10083,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
550,83,10091,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
551,83,10092,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
552,83,10093,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
553,83,10298,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
554,83,10299,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
555,83,10300,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
556,83,10094,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
557,83,10095,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
558,83,10096,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
559,83,10298,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
560,83,10299,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
561,83,10300,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
562,83,10094,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
563,83,10095,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
564,83,10096,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
565,83,10298,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
566,83,10299,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
567,83,10300,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
568,83,10094,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
569,83,10095,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
570,83,10096,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
571,83,10298,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
572,83,10299,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
573,83,10300,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
574,83,10094,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
575,83,10095,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
576,83,10096,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
577,83,10298,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
578,83,10299,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
579,83,10300,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
580,83,10094,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
581,83,10095,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
582,83,10096,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
583,83,10099,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
584,83,10100,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
585,83,10097,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
586,83,10301,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
587,83,10302,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
588,83,10303,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
589,83,10304,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
590,83,10305,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
591,83,10306,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
592,83,10099,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
593,83,10100,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
594,83,10097,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
595,83,10301,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
596,83,10302,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
597,83,10303,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
598,83,10304,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
599,83,10305,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
600,83,10306,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
601,83,10099,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
602,83,10100,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
603,83,10097,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
604,83,10301,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
605,83,10302,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
606,83,10303,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
607,83,10304,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
608,83,10305,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
609,83,10306,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
610,83,10303,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
611,83,10304,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
612,83,10305,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
613,83,10307,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
614,83,10308,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
615,83,10309,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
616,83,10310,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
617,83,10311,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
618,83,10312,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
619,83,10313,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
620,83,10098,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
621,83,10101,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
622,83,10102,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
623,83,10307,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
624,83,10308,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
625,83,10309,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
626,83,10310,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
627,83,10311,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
628,83,10312,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
629,83,10313,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
630,83,10098,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
631,83,10101,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
632,83,10102,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
633,83,10307,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
634,83,10308,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
635,83,10309,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
636,83,10310,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
637,83,10311,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
638,83,10312,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
639,83,10313,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
640,83,10098,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
641,83,10101,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
642,83,10102,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
643,83,10103,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
644,83,10314,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
645,83,10315,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
646,83,10316,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
647,83,10317,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
648,83,10318,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
649,83,10319,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
650,83,10320,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
651,83,10321,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
652,83,10322,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
653,83,10323,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
654,83,10324,24.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
