Id,Hide,TerritoryId,StartPointX,StartPointY,MapData,QuestMapTexturePath,Type,WorldMapCategory,RecommendedMinLv,RecommendedMaxLv,MaxChannel,MaxCount,ClearRewardType,ClearRewardCount,ClearRewardTargetInfoId,NpcSpawnGroupId,Minimap,MinimapTextureCountX,MinimapTextureCountY,MinimapZoomScale,MapSizeX,MapSizeY,MapCenterX,MapCenterY,WorldMapCoordX,WorldMapCoordY,DimTexture,DimPosX,DimPosY,DimSizeX,DimSizeY,NameTagPosX,NameTagPosY,PlayerAllyTeamId,HelpKeyWord,IsPlayerBlock,IsVehicleRiding,IsDisableAutoCombat
200004,0,0,5006,18655,Field/Oren/NorthWind/NorthWind_G05,,8,4,0,0,10,200,29,,,200004,Field/Oren/NorthWind/Oren_NorthWind,4,4,0.56,60000,60000,-6760,20060,,,,,,,,,,10,,0,1,0
200005,0,0,44948,37497,Field/Dion/Scream/Scream_01_G04,,8,4,0,0,10,200,29,,,200005,Field/Dion/Scream/Dion_Scream,4,4,0.56,120000,120000,36750,22490,,,,,,,,,,10,,0,0,0
200200,0,0,45467,-13401,Dungeon/ElvenRuins/Ruin_B1,,8,4,0,0,10,200,29,,,200200,Dungeon/ElvenRuins/1stFloor/ElvenRuins_1stFloor,4,4,0.56,40000,40000,8910,410,,,,,,,,,,10,,0,1,0
211000,0,0,4941,8014,Dungeon/MemorySanctuary/MemorySanctuary,,8,4,0,0,10,200,29,,,211000,Dungeon/MemorySanctuary/MemorySanctuary,4,4,0.56,24000,24000,9260,7590,,,,,,,,,,10,,0,1,0
211001,0,0,9197,7960,Dungeon/MemorySanctuary/MemorySanctuary,,8,4,0,0,10,200,29,,,211001,Dungeon/MemorySanctuary/MemorySanctuary,4,4,0.56,24000,24000,9260,7590,,,,,,,,,,10,,0,1,0
211002,0,0,13392,7820,Dungeon/MemorySanctuary/MemorySanctuary,,8,4,0,0,10,200,29,,,211002,Dungeon/MemorySanctuary/MemorySanctuary,4,4,0.56,24000,24000,9260,7590,,,,,,,,,,10,,0,1,0
211003,0,0,9182,11568,Dungeon/MemorySanctuary/MemorySanctuary,,8,4,0,0,10,200,29,,,211003,Dungeon/MemorySanctuary/MemorySanctuary,4,4,0.56,24000,24000,9260,7590,,,,,,,,,,10,,0,1,0
200206,0,0,-17889,27089,Dungeon/IvoryTowerBasement/IvoryTowerBasement_expand,,8,4,0,0,10,200,29,,,200206,Dungeon/IvoryTowerBasement/1stFloor/IvoryTowerBasement_1stFloor,4,4,0.56,40000,40000,-12920,26490,,,,,,,,,,10,,0,1,0
213000,0,0,-1465,520,Dungeon/SecretMine/SecretMine,,8,4,0,0,10,200,29,,,213000,Dungeon/SecretMine/SecretMine,4,4,0.56,26000,26000,2240,-1340,,,,,,,,,,10,,0,1,0
200010,0,0,50029,37488,Field/Dion/Scream/Scream_01_G04,,8,4,0,0,10,200,29,,,200010,Field/Dion/Scream/Dion_Scream,4,4,0.56,120000,120000,36750,22490,,,,,,,,,,10,,0,1,0
210206,0,0,-16837,33184,Dungeon/IvoryTowerBasement/IvoryTowerBasement_expand,,8,4,0,0,10,200,29,,,210206,Dungeon/IvoryTowerBasement/1stFloor_Expand/IvoryTowerBasement_1stFloor,4,4,0.56,40000,40000,-14770,24780,,,,,,,,,,10,,0,1,0
210207,0,0,10275,46390,Dungeon/IvoryTowerBasement/IvoryTowerBasement_expand,,8,4,0,0,10,200,29,,,210207,Dungeon/IvoryTowerBasement/2ndFloor_Expand/IvoryTowerBasement_2ndFloor,4,4,0.56,40000,40000,-14770,24780,,,,,,,,,,10,,0,1,0
210208,0,0,16412,-3532,Field/Giran/DevilIsle/DevilIsle,,8,4,0,0,10,200,29,,,210208,Field/Giran/DevilIsle/Giran_DevilIsle,4,4,0.56,70000,70000,470,3610,,,,,,,,,,10,,0,1,0
299301,0,0,10480,-1070,Dungeon/BedroomOfContessa/BedroomOfContessa,,28,4,130,150,1,5,29,40,,,Dungeon/BedroomOfContessa/BedroomOfContessa,4,4,0.56,30000,30000,19590,-6870,,,,,,,,,,10,,0,0,0
299981,0,0,13207,41978,Field/TalkingIsland/Eastern/Eastern,,8,4,0,0,10,200,29,,,299981,Field/TalkingIsland/Eastern/TalkingIsland_Eastern,4,4,0.56,60000,60000,3710,21120,,,,,,,,,,10,,0,0,0
299982,0,0,6397,42129,Field/TalkingIsland/Western/Western,,8,4,0,0,10,200,29,,,299982,Field/TalkingIsland/Western/TalkingIsland_Western,4,4,0.56,50000,50000,14470,25980,,,,,,,,,,10,,0,0,0
299983,0,0,-58348,20148,Field/Gludio/GludinMainload/GludinMainload_01_G01,,8,4,0,0,10,200,29,,,299983,Field/Gludio/GludinMainload/Gludio_GludinMainload,4,4,0.56,140000,140000,-11040,-190,,,,,,,,,,10,,0,0,0
299984,0,0,-5455,23062,Field/Gludio/GludioPlain/GludioPlane,,8,4,0,0,10,200,29,,,299984,Field/Gludio/GludioPlane/Gludio_GludioPlane,4,4,0.56,110000,110000,-6830,4420,,,,,,,,,,10,,0,0,0
299985,0,0,98362,70152,Field/Gludio/Windawood/WindawoodManor_G03,,8,4,0,0,10,200,29,,,299985,Field/Gludio/Windawood/Gludio_Windawood,4,4,0.56,90000,90000,70460,46950,,,,,,,,,,10,,0,0,0
299986,0,0,80039,55568,Field/Gludio/Wasteland/Wasteland,,8,4,0,0,10,200,29,,,299986,Field/Gludio/Wasteland/Gludio_Wasteland,4,4,0.56,100000,100000,45360,55620,,,,,,,,,,10,,0,0,0
299987,0,0,-47484,-3732,Field/Dion/Pasture/Pasture_01_G01,,8,4,0,0,10,200,29,,,299987,Field/Dion/Pasture/Dion_Pasture,4,4,0.56,104000,104000,-7300,6090,,,,,,,,,,10,,0,0,0
299988,0,0,25437,29789,Field/Dion/CrumaSwamp/CrumaSwamp_G03,,8,4,0,0,10,200,29,,,299988,Field/Dion/CrumaSwamp/Dion_CrumaSwamp,4,4,0.56,74000,74000,52430,38130,,,,,,,,,,10,,0,0,0
299989,0,0,-22053,34586,Field/Dion/PeaksOfStruggle/PeaksOfStruggle,,8,4,0,0,10,200,29,,,299989,Field/Dion/PeaksOfStruggle/Dion_PeaksOfStruggle,4,4,0.56,100000,100000,4640,14630,,,,,,,,,,10,,0,0,0
299990,0,0,50029,37488,Field/Dion/Scream/Scream_01_G04,,8,4,0,0,10,200,29,,,299990,Field/Dion/Scream/Dion_Scream,4,4,0.56,120000,120000,36750,22490,,,,,,,,,,10,,0,0,0
299991,0,0,-36882,-1691,Field/Giran/GiranDominion/GiranDominion,,8,4,0,0,10,200,29,,,299991,Field/Giran/GiranDominion/Giran_GiranDominion,4,4,0.56,100000,100000,-1220,1320,,,,,,,,,,10,,0,0,0
299992,0,0,34483,27395,Field/Giran/DeathCoastalFog/Giran_DeathCoastalFog_G05,,8,4,0,0,10,200,29,,,299992,Field/Giran/DeathCoastalFog/Giran_DeathCoastalFog,4,4,0.56,80000,80000,7950,8450,,,,,,,,,,10,,0,0,0
299993,0,0,-21102,18128,Field/Giran/DevilIsle/DevilIsle,,8,4,0,0,10,200,29,,,299993,Field/Giran/DevilIsle/Giran_DevilIsle,4,4,0.56,70000,70000,470,3610,,,,,,,,,,10,,0,0,0
299994,0,0,-25260,23494,Field/Giran/RoadsideofDeath/RoadsideofDeath,,8,4,0,0,10,200,29,,,299994,Field/Giran/RoadsideofDeath/Giran_RoadsideofDeath,4,4,0.56,90000,90000,-4900,3850,,,,,,,,,,10,,0,0,0
299995,0,0,-22802,36187,Field/Oren/NorthWind/NorthWind_G05,,8,4,0,0,10,200,29,,,299995,Field/Oren/NorthWind/Oren_NorthWind,4,4,0.56,60000,60000,-6760,20060,,,,,,,,,,10,,0,0,0
299996,0,0,6761,31693,Field/Oren/LandofStoppedTime/LandofStoppedTime,,8,4,0,0,10,200,29,,,299996,Field/Oren/LandofStoppedTime/Oren_LandofStoppedTime,4,4,0.56,70000,70000,2540,14010,,,,,,,,,,10,,0,0,0
299997,0,0,-21390,20772,Field/Oren/IvoryTower/IvoryTower,,8,4,0,0,10,200,29,,,299997,Field/Oren/IvoryTower/Oren_IvoryTower,4,4,0.56,70000,70000,2270,20880,,,,,,,,,,10,,0,0,0
299998,0,0,-12919,2270,Dungeon/DragonValley/DragonValley_G03,,8,4,0,0,10,200,29,,,299998,Dungeon/DragonValley/DragonValley,4,4,0.56,50000,50000,1540,-4290,,,,,,,,,,10,,0,0,0
1500,0,0,0,0,Field/ProtoLand5,,0,4,11,15,10,200,6,2,2,,,4,4,0.56,72000,72000,-859,-10930,,,,,,,,,,10,,0,0,0
300201,0,0,45459,-5297,Dungeon/ElvenRuins/Ruin_B1,201_ElvenRuins_2F,16,4,,,10,200,6,1,1,,Dungeon/ElvenRuins/Varkaron/ElvenRuins_Varkaron,4,4,0.56,18000,18000,45350,-10170,,,,,,,,,,0,,0,0,0
300203,0,0,-1208,1660,Dungeon/AntTunnel/B1Tunnel/B1Tunnel,203_AntTunnel_B2F,16,4,,,10,200,6,1,1,,Dungeon/AntTunnel/QueenAnt/AntTunnel_QueenAnt,4,4,0.56,20000,20000,-1690,-3420,,,,,,,,,,0,,0,0,0
300205,0,0,13732,19016,Dungeon/CrumaTower/2ndFloor/CrumaTower_2F,205_CrumaTower_3F,16,4,,,10,200,6,1,1,,Dungeon/CrumaTower/CrumaCore/CrumaTower_CrumaCore,4,4,0.56,20000,20000,14920,14890,,,,,,,,,,0,,0,0,0
300207,1,0,-11060,23690,Dungeon/IvoryTowerBasement/IvoryTowerBasement_expand,207_IvoryTowerBasement_B2F,16,4,,,10,200,6,1,1,,Dungeon/IvoryTowerBasement/2ndFloor/IvoryTowerBasement_2ndFloor,4,4,0.56,36000,36000,15600,41980,,,,,,,,,,0,,0,0,0
