TutorialId,Step,Id,ProcessRequest,SystemMessagePosition,NpcPortrait,TaskType,UIType,SkillActivateType,TaskParam,TaskTargetPosX,TaskTargetPosY,BPName,WidgetName,ControlName,ControlIndexType,ControlIndex,MoviePath,Sound,SkipFadeOutKeep,LogIndex
24,3,24003,0,0,Fernel,0,3,,,,,BP_SelectDungeonUI,,TileViewDungeonList,4,2,,Tutorial_Dialogue_24_3,0,
24,4,24004,0,3,,16,3,,3000,,,,,,4,,,,0,
24,5,24005,0,3,Fernel,23,3,,,,,,,,4,,,Tutorial_Dialogue_24_4,0,
24,6,24006,0,3,Fernel,23,3,,,,,,,,4,,,Tutorial_Dialogue_24_5,0,
24,7,24007,0,1,Fernel,0,3,,5000,,,BP_EliteDungeonUI,,CanvasPanelDungeonQuest,4,,,Tutorial_Dialogue_24_6,0,
24,8,24008,0,1,Fernel,0,3,,5000,,,BP_EliteDungeonUI,,CanvasPanelClearPoint,4,,,Tutorial_Dialogue_24_7,0,
24,9,24009,0,1,Fernel,0,3,,4000,,,BP_EliteDungeonUI,,CanvasPanelFeverTime,4,,,Tutorial_Dialogue_24_8,0,
24,10,24010,0,3,Fernel,23,3,,,,,,,,4,,,Tutorial_Dialogue_24_9,0,
24,11,24011,1,3,,16,3,,500,,,,,,4,,,,0,
25,1,25001,0,1,HardinsFollower,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_25_1,0,
25,2,25002,0,1,HardinsFollower,0,3,,,,,BP_MainMenuUI,,CheckBoxItem,4,,,Tutorial_Dialogue_25_2,0,
25,3,25003,0,1,HardinsFollower,0,3,,,,,BP_MainMenuUI,,ButtonSmithy,4,,,Tutorial_Dialogue_25_3,0,
25,4,25004,0,1,HardinsFollower,0,3,,,,,BP_EquipmentEnhancementUI,,CheckBoxUpgrade,4,,,Tutorial_Dialogue_25_4,0,
25,5,25005,0,3,HardinsFollower,23,3,,,,,,,,4,,,Tutorial_Dialogue_25_5,0,
25,6,25006,0,3,HardinsFollower,23,3,,,,,,,,4,,,Tutorial_Dialogue_25_6,0,
25,7,25007,1,3,HardinsFollower,23,3,,,,,,,,4,,,Tutorial_Dialogue_25_7,0,
25,8,25008,0,2,HardinsFollower,0,3,,4000,,,BP_EquipmentEnhancementUI,,CanvasPanelUpgradeGuide,4,,,Tutorial_Dialogue_25_8,0,
25,9,25009,0,2,HardinsFollower,0,3,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,CheckBoxAccessory,4,,,Tutorial_Dialogue_25_9,0,
25,10,25010,1,3,,16,3,,1,,,,,,4,,,,0,
25,11,25011,1,2,HardinsFollower,3,3,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,TileViewItemList,1,,,Tutorial_Dialogue_25_10,0,
25,12,25012,0,1,HardinsFollower,0,3,,,,,BP_EquipmentEnhancementUI,CanvasPanelUpgrade,ButtonUpgrade,4,,,Tutorial_Dialogue_25_11,0,
25,13,25013,0,3,,16,3,,7000,,,,,,4,,,,0,
25,14,25014,0,3,HardinsFollower,23,3,,,,,,,,4,,,Tutorial_Dialogue_25_12,0,
25,15,25015,0,3,HardinsFollower,23,3,,,,,,,,4,,,Tutorial_Dialogue_25_13,0,
25,16,25016,0,3,HardinsFollower,23,3,,,,,,,,4,,,Tutorial_Dialogue_25_14,0,
25,17,25017,1,3,,16,3,,500,,,,,,4,,,,0,
26,1,26001,0,1,Resident_03,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_26_1,0,
26,2,26002,0,1,Resident_03,0,3,,,,,BP_MainMenuUI,,CheckBoxItem,4,,,Tutorial_Dialogue_26_2,0,
26,3,26003,0,1,Resident_03,0,3,,,,,BP_MainMenuUI,,ButtonSmithy,4,,,Tutorial_Dialogue_26_3,0,
26,4,26004,0,1,Resident_03,0,3,,,,,BP_EquipmentEnhancementUI,,CheckBoxEnchant,4,,,Tutorial_Dialogue_26_4,0,
26,5,26005,1,3,Resident_03,23,3,,,,,,,,4,,,Tutorial_Dialogue_26_5,0,
26,6,26006,0,3,Resident_03,23,3,,,,,,,,4,,,Tutorial_Dialogue_26_6,0,
26,7,26007,0,3,Resident_03,23,3,,,,,,,,4,,,Tutorial_Dialogue_26_7,0,
26,8,26008,0,3,Resident_03,23,3,,,,,,,,4,,,Tutorial_Dialogue_26_8,0,
26,9,26009,0,1,Resident_03,3,3,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,TileViewItemList,1,,,Tutorial_Dialogue_26_9,0,
26,10,26010,1,3,,16,3,,1,,,,,,4,,,,0,
26,11,26011,0,1,Resident_03,0,3,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,CheckBoxEtc,4,,,Tutorial_Dialogue_26_10,0,
26,12,26012,0,2,Resident_03,0,3,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,TileViewItemList,4,0,,Tutorial_Dialogue_26_11,0,
26,13,26013,1,2,Resident_03,0,3,,4000,,,BP_EquipmentEnhancementUI,,CanvasPanelEnchantGuide,4,,,Tutorial_Dialogue_26_12,0,
26,14,26014,0,2,Resident_03,0,3,,,,,BP_EquipmentEnhancementUI,,ButtonEnchant,4,,,Tutorial_Dialogue_26_13,0,
26,15,26015,0,3,,16,3,,4000,,,,,,4,,,,0,
26,16,26016,0,3,Resident_03,23,3,,,,,,,,4,,,Tutorial_Dialogue_26_14,0,
26,17,26017,0,3,Resident_03,23,3,,,,,,,,4,,,Tutorial_Dialogue_26_15,0,
26,18,26018,1,3,,16,3,,500,,,,,,4,,,,0,
27,1,27001,0,1,Fernel,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_27_1,0,
27,2,27002,0,1,Fernel,0,3,,,,,BP_MainMenuUI,,CheckBoxChallenge,4,,,Tutorial_Dialogue_27_2,0,
27,3,27003,0,1,Fernel,0,3,,,,,BP_MainMenuUI,,ButtonMonsterBook,4,,,Tutorial_Dialogue_27_3,0,
27,4,27004,0,3,Fernel,23,3,,,,,,,,4,,,Tutorial_Dialogue_27_4,0,
27,5,27005,0,3,Fernel,23,3,,,,,,,,4,,,Tutorial_Dialogue_27_5,0,
27,6,27006,0,3,Fernel,23,3,,,,,,,,4,,,Tutorial_Dialogue_27_6,0,
27,7,27007,0,1,Fernel,0,3,,,,,BP_MonsterBookUI,,TableViewWorldList,4,1,,Tutorial_Dialogue_27_7,0,
27,8,27008,0,1,Fernel,0,3,,,,,BP_MonsterBookUI,TileViewMonsterBookList,ButtonMake,4,1,,Tutorial_Dialogue_27_8,0,
27,9,27009,0,3,,16,3,,3000,,,,,,4,,,,0,
27,10,27010,0,3,Fernel,23,3,,,,,,,,4,,,Tutorial_Dialogue_27_9,0,
27,11,27011,0,3,Fernel,23,3,,,,,,,,4,,,Tutorial_Dialogue_27_10,0,
27,12,27012,0,3,Fernel,23,3,,,,,,,,4,,,Tutorial_Dialogue_27_11,0,
27,13,27013,1,3,,16,3,,,,,,,,4,,,,0,
28,1,28001,0,1,Resident_03,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_28_1,0,
28,2,28002,0,1,Resident_03,0,3,,,,,BP_MainMenuUI,,CheckBoxCharacter,4,,,Tutorial_Dialogue_28_2,0,
28,3,28003,0,1,Resident_03,0,3,,,,,BP_MainMenuUI,,ButtonSkill,4,,,Tutorial_Dialogue_28_3,0,
28,4,28004,0,1,Resident_03,0,3,,,,,BP_SkillUI,,CheckBoxSkillbook,4,,,Tutorial_Dialogue_28_4,0,
28,5,28005,0,3,Resident_03,23,3,,,,,,,,4,,,Tutorial_Dialogue_28_5,0,
28,6,28006,1,3,Resident_03,23,3,,1,,,,,,4,,,Tutorial_Dialogue_28_6,0,
28,7,28007,1,2,Resident_03,3,3,,,,,BP_SkillUI,InventoryUI,TileViewItemList,1,,,Tutorial_Dialogue_28_7,0,
28,8,28008,0,1,Resident_03,0,3,,,,,BP_SkillUI,,ButtonCrafting,4,,,Tutorial_Dialogue_28_8,0,
28,9,28009,0,3,,16,3,,3000,,,,,,4,,,,0,
28,10,28010,0,1,Resident_03,0,3,,,,,BP_ItemMultiAcquireUI,,ButtonClose,4,,,Tutorial_Dialogue_28_9,0,
28,11,28011,0,3,Resident_03,23,3,,,,,,,,4,,,Tutorial_Dialogue_28_10,0,
28,12,28012,0,1,Resident_03,0,3,,,,,BP_SkillUI,AssetsUI,ButtonBack,4,,,Tutorial_Dialogue_28_11,0,
28,13,28013,0,1,Resident_03,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_28_11_1,0,
28,14,28014,0,1,Resident_03,0,3,,,,,BP_MainMenuUI,,CheckBoxItem,4,,,Tutorial_Dialogue_28_12,0,
28,15,28015,0,1,Resident_03,0,3,,,,,BP_MainMenuUI,,ButtonInventory,4,,,Tutorial_Dialogue_28_13,0,
28,16,28016,0,1,Resident_03,0,3,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,CheckBoxExpandable,4,,,Tutorial_Dialogue_28_14,0,
28,17,28017,0,1,Resident_03,0,3,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,TileViewItemList,1,,,Tutorial_Dialogue_28_15,0,
28,18,28018,0,1,Resident_03,0,3,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,ButtonUse,4,,,Tutorial_Dialogue_28_16,0,
28,19,28019,0,3,Resident_03,23,3,,,,,,,,4,,,Tutorial_Dialogue_28_17,0,
28,20,28020,0,1,Resident_03,0,3,,,,,BP_CharacterInfoBaseUI,AssetsUI,ButtonBack,4,,,Tutorial_Dialogue_28_18,0,
28,21,28021,0,1,Resident_03,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_28_18_1,0,
28,22,28022,0,1,Resident_03,0,3,,,,,BP_MainMenuUI,,CheckBoxCharacter,4,,,Tutorial_Dialogue_28_19,0,
28,23,28023,0,1,Resident_03,0,3,,,,,BP_MainMenuUI,,ButtonSkill,4,,,Tutorial_Dialogue_28_20,0,
28,24,28024,0,3,Resident_03,23,3,,,,,,,,4,0,,Tutorial_Dialogue_28_21,0,
28,25,28025,0,1,Resident_03,0,3,,,,,BP_SkillUI,TableViewSkillList,ButtonRegistration,4,0,,Tutorial_Dialogue_28_22,0,
28,26,28026,0,1,Resident_03,0,3,,,,,BP_SkillUI,GameUISkillButton,ButtonSkillD2,4,,,Tutorial_Dialogue_28_23,0,
28,27,28027,0,3,Resident_03,23,3,,,,,,,,4,,,Tutorial_Dialogue_28_24,0,
28,28,28028,0,3,Resident_03,23,3,,,,,,,,4,,,Tutorial_Dialogue_28_25,0,
28,29,28029,1,3,,16,3,,500,,,,,,4,,,,0,
29,1,29001,0,3,Aimel,23,3,,,,,,,,4,,,Tutorial_Dialogue_29_1,0,
29,2,29002,0,3,Aimel,23,3,,,,,,,,4,,,Tutorial_Dialogue_29_2,0,
29,3,29003,0,1,Aimel,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_29_3,0,
29,4,29004,0,1,Aimel,0,3,,,,,BP_MainMenuUI,,ButtonDungeon,4,,,Tutorial_Dialogue_29_4,0,
29,5,29005,0,0,Aimel,0,3,,,,,BP_SelectDungeonUI,,TileViewDungeonList,4,3,,Tutorial_Dialogue_29_5,0,
29,6,29006,0,3,,16,3,,3000,,,,,,4,,,,0,
29,7,29007,0,3,Aimel,23,3,,,,,,,,4,,,Tutorial_Dialogue_29_6,0,
29,8,29008,0,3,Aimel,23,3,,,,,,,,4,,,Tutorial_Dialogue_29_7,0,
29,9,29009,0,3,Aimel,23,3,,,,,,,,4,,,Tutorial_Dialogue_29_8,0,
29,10,29010,1,3,,16,3,,500,,,,,,4,,,,0,
30,1,30001,1,3,Aimel,23,3,,,,,,,,4,,,Tutorial_Dialogue_30_1,0,
30,2,30002,1,3,Aimel,23,3,,1,,,,,,4,,,Tutorial_Dialogue_30_2,0,
30,3,30003,0,1,Aimel,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_30_3,0,
30,4,30004,0,1,Aimel,0,3,,,,,BP_MainMenuUI,,CheckBoxCharacter,4,,,Tutorial_Dialogue_30_4,0,
30,5,30005,0,1,Aimel,0,3,,,,,BP_MainMenuUI,,ButtonElixir,4,,,Tutorial_Dialogue_30_5,0,
30,6,30006,0,3,Aimel,23,3,,,,,,,,4,,,Tutorial_Dialogue_30_6,0,
30,7,30007,0,3,Aimel,23,3,,,,,,,,4,,,Tutorial_Dialogue_30_7,0,
30,8,30008,0,1,Aimel,0,3,,,,,BP_ElixirCraftingUI,ElixirUse1,ButtonCrafting,4,,,Tutorial_Dialogue_30_8,0,
30,9,30009,0,1,Aimel,0,3,,,,,BP_ItemCraftingMakePopup,,ButtonCraftingUse,4,,,Tutorial_Dialogue_30_9,0,
30,10,30010,0,3,,16,3,,2000,,,,,,4,,,,0,
30,11,30011,0,3,Aimel,23,3,,,,,,,,4,,,Tutorial_Dialogue_30_10,0,
30,12,30012,0,3,Aimel,23,3,,,,,,,,4,,,Tutorial_Dialogue_30_11,0,
30,13,30013,0,3,Aimel,23,3,,,,,,,,4,,,Tutorial_Dialogue_30_12,0,
30,14,30014,1,3,,16,3,,500,,,,,,4,,,,0,
31,1,31001,0,3,student,23,3,,,,,,,,4,,,Tutorial_Dialogue_31_1,0,
31,2,31002,0,1,student,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_31_2,0,
31,3,31003,0,1,student,0,3,,,,,BP_MainMenuUI,,CheckBoxCharacter,4,,,Tutorial_Dialogue_31_3,0,
31,4,31004,0,1,student,0,3,,,,,BP_MainMenuUI,,ButtonRidingPet,4,,,Tutorial_Dialogue_31_4,0,
31,5,31005,0,1,student,0,3,,5000,,,BP_RidingPetUI,,TableViewRidingPetList,4,0,,Tutorial_Dialogue_31_5,0,
31,6,31006,0,1,student,0,3,,,,,BP_RidingPetUI,,ButtonSummon,4,,,Tutorial_Dialogue_31_6,0,
31,7,31007,0,1,student,0,3,,,,,BP_RidingPetUI,,ButtonCall,4,,,Tutorial_Dialogue_31_7,0,
31,8,31008,0,1,student,0,3,,,,,BP_RidingPetUI,AssetsUI,ButtonBack,4,,,Tutorial_Dialogue_31_8,0,
31,9,31009,0,1,student,0,3,,,,,BP_GameUI,ButtonRidingPet,ButtonCall,4,,,Tutorial_Dialogue_31_9,0,
31,10,31010,1,3,student,23,3,,,,,,,,4,,,Tutorial_Dialogue_31_10,0,
32,1,32001,0,3,SmeltingMerchant_01,23,3,,,,,,,,4,,,Tutorial_Dialogue_32_1,0,
32,2,32002,0,1,SmeltingMerchant_01,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_32_2,0,
32,3,32003,0,1,SmeltingMerchant_01,0,3,,,,,BP_MainMenuUI,,ButtonDungeon,4,,,Tutorial_Dialogue_32_3,0,
32,4,32004,0,1,SmeltingMerchant_01,0,3,,,,,BP_SelectDungeonUI,,TileViewDungeonList,4,7,,Tutorial_Dialogue_32_4,0,
32,5,32005,0,3,,16,3,,500,,,,,,4,,,,0,
32,6,32006,0,3,SmeltingMerchant_01,23,3,,5000,,,,,,4,,,Tutorial_Dialogue_32_5,0,
32,7,32007,1,3,,16,3,,500,,,,,,4,,,,0,
101,1,101001,0,1,Noble_03,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_101_1,0,
101,2,101002,0,1,Noble_03,0,3,,,,,BP_MainMenuUI,,ButtonFriend,4,,,Tutorial_Dialogue_101_2,0,
101,3,101003,0,3,Noble_03,23,3,,,,,,,,4,,,Tutorial_Dialogue_101_3,0,
101,4,101004,0,3,Noble_03,23,3,,,,,,,,4,,,Tutorial_Dialogue_101_4,0,
101,5,101005,0,1,Noble_03,0,3,,,,,BP_FriendUI,,CheckBoxFriendSuggest,4,,,Tutorial_Dialogue_101_5,0,
101,6,101006,0,1,Noble_03,0,3,,,,,BP_FriendUI,,ButtonRequestAll,4,,,Tutorial_Dialogue_101_6,0,
101,7,101007,0,3,Noble_03,23,3,,,,,,,,4,,,Tutorial_Dialogue_101_7,0,
101,8,101008,1,3,,16,3,,500,,,,,,4,,,,0,
102,1,102001,0,3,Officer,23,3,,,,,,,,4,,,Tutorial_Dialogue_102_1,0,
102,2,102002,0,3,Officer,23,3,,,,,,,,4,,,Tutorial_Dialogue_102_2,0,
102,3,102003,0,3,Officer,23,3,,,,,,,,4,,,Tutorial_Dialogue_102_3,0,
102,4,102004,0,3,Officer,23,3,,,,,,,,4,,,Tutorial_Dialogue_102_4,0,
102,5,102005,1,3,,16,3,,500,,,,,,4,,,,0,
104,1,104001,0,1,CatTheCat_01,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_104_1,0,
104,2,104002,0,1,CatTheCat_01,0,3,,,,,BP_MainMenuUI,,ButtonAuctionHouse,4,,,Tutorial_Dialogue_104_2,0,
104,3,104003,0,3,CatTheCat_01,23,3,,,,,,,,4,,,Tutorial_Dialogue_104_3,0,
104,4,104004,0,3,CatTheCat_01,23,3,,,,,,,,4,,,Tutorial_Dialogue_104_4,0,
104,5,104005,0,3,CatTheCat_01,23,3,,,,,,,,4,,,Tutorial_Dialogue_104_5,0,
104,6,104006,0,3,CatTheCat_01,23,3,,,,,,,,4,,,Tutorial_Dialogue_104_6,0,
104,7,104007,0,1,CatTheCat_01,0,3,,,,,BP_AuctionHouseUI,,CheckBoxSell,4,,,Tutorial_Dialogue_104_7,0,
104,8,104008,0,3,CatTheCat_01,23,3,,,,,,,,4,, ,Tutorial_Dialogue_104_8,0,
104,9,104009,0,3,CatTheCat_01,23,3,,,,,,,,4,,,"Tutorial_Dialogue_104_9_1_A,Tutorial_Dialogue_104_9_2_S",0,
104,10,104010,0,3,CatTheCat_01,23,3,,,,,,,,4,,,Tutorial_Dialogue_104_10,0,
104,11,104011,0,3,CatTheCat_01,23,3,,,,,,,,4,,,Tutorial_Dialogue_104_11,0,
104,12,104012,0,1,CatTheCat_01,0,3,,,,,BP_AuctionHouseUI,,CheckBoxMarketLog,4,,,Tutorial_Dialogue_104_12,0,
104,13,104013,0,3,CatTheCat_01,23,3,,,,,,,,4,,,Tutorial_Dialogue_104_13,0,
104,14,104014,1,3,,16,3,,500,,,,,,4,,,,0,
112,1,112001,0,0,Magician,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_112_1,0,
112,2,112002,0,0,Magician,0,3,,,,,BP_MainMenuUI,,CheckBoxChallenge,4,,,Tutorial_Dialogue_112_2,0,
112,3,112003,0,0,Magician,0,3,,,,,BP_MainMenuUI,,ButtonQuest,4,,,Tutorial_Dialogue_112_3,0,
112,4,112004,0,0,Magician,0,3,,,,,BP_TotalQuestMenuUI,,CheckBoxDailyQuest,4,,,Tutorial_Dialogue_112_4,0,
112,5,112005,0,3,Magician,23,3,,,,,,,,4,,,Tutorial_Dialogue_112_5,0,
112,6,112006,0,3,Magician,23,3,,,,,,,,4,,,Tutorial_Dialogue_112_6,0,
112,7,112007,0,0,Magician,0,3,,5000,,,BP_TotalQuestMenuUI,DailyQuestTemplate1,CanvasPanelMissionTitle,4,,,Tutorial_Dialogue_112_7,0,
112,8,112008,0,0,Magician,0,3,,4000,,,BP_TotalQuestMenuUI,DailyQuestTemplate1,CanvasPanelMissionCardInfo,4,,,Tutorial_Dialogue_112_8,0,
112,9,112009,0,0,Magician,0,3,,4000,,,BP_TotalQuestMenuUI,DailyQuestTemplate1,CanvasPanelMissionRewardInfo,4,,,Tutorial_Dialogue_112_9,0,
112,10,112010,0,0,Magician,0,3,,,,,BP_TotalQuestMenuUI,DailyQuestTemplate1,ButtonMissionStart,4,,,Tutorial_Dialogue_112_10,0,
112,11,112011,0,0,Magician,0,3,,4000,,,BP_TotalQuestMenuUI,DailyQuestTemplate1,CanvasPanelBtnMsg,4,,,Tutorial_Dialogue_112_11,0,
112,12,112012,0,3,Magician,23,3,,,,,,,,4,,,Tutorial_Dialogue_112_12,0,
112,13,112013,0,3,Magician,23,3,,,,,,,,4,,,Tutorial_Dialogue_112_13,0,
112,14,112014,0,0,Magician,0,3,,5000,,,BP_TotalQuestMenuUI,,CanvasPanelDailyCompletion,4,,,Tutorial_Dialogue_112_14,0,
112,15,112015,0,0,Magician,0,3,,5000,,,BP_TotalQuestMenuUI,,ButtonFreeRefreshMission,4,,,Tutorial_Dialogue_112_15,0,
112,16,112016,0,3,Magician,23,3,,,,,,,,4,,,Tutorial_Dialogue_112_16,0,
112,17,112017,0,3,Magician,23,3,,,,,,,,4,,,Tutorial_Dialogue_112_17,0,
112,18,112018,1,3,,16,3,,500,,,,,,4,,,,0,
113,1,113001,0,0,Magician,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_113_1,0,
113,2,113002,0,0,Magician,0,3,,,,,BP_MainMenuUI,,CheckBoxChallenge,4,,,Tutorial_Dialogue_113_2,0,
113,3,113003,0,0,Magician,0,3,,,,,BP_MainMenuUI,,ButtonQuest,4,,,Tutorial_Dialogue_113_3,0,
113,4,113004,0,0,Magician,0,3,,,,,BP_TotalQuestMenuUI,,CheckBoxWeeklyQuest,4,,,Tutorial_Dialogue_113_4,0,
113,5,113005,0,3,Magician,23,3,,,,,,,,4,,,Tutorial_Dialogue_113_5,0,
113,6,113006,0,3,Magician,23,3,,,,,,,,4,,,Tutorial_Dialogue_113_6,0,
113,7,113007,0,3,Magician,23,3,,,,,,,,4,,,Tutorial_Dialogue_113_7,0,
113,8,113008,0,0,Magician,0,3,,5000,,,BP_TotalQuestMenuUI,,CanvasPanelWeeklyList,4,,,Tutorial_Dialogue_113_8,0,
113,9,113009,0,0,Magician,0,3,,,,,BP_TotalQuestMenuUI,,ButtonWeeklyStart,4,,,Tutorial_Dialogue_113_9,0,
113,10,113010,0,0,Magician,0,3,,5000,,,BP_TotalQuestMenuUI,,CanvasPanelWeeklyCompletion,4,,,Tutorial_Dialogue_113_10,0,
113,11,113011,0,3,Magician,23,3,,,,,,,,4,,,Tutorial_Dialogue_113_11,0,
113,12,113012,1,3,,16,3,,500,,,,,,4,,,,0,
114,1,114001,0,3,Aimel,23,3,,,,,,,,4,,,Tutorial_Dialogue_114_1,0,
114,2,114002,0,1,Aimel,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_114_2,0,
114,3,114003,0,1,Aimel,0,3,,,,,BP_MainMenuUI,,CheckBoxGuild,4,,,Tutorial_Dialogue_114_3,0,
114,4,114004,0,1,Aimel,0,3,,,,,BP_MainMenuUI,,ButtonGuildMain,4,,,Tutorial_Dialogue_117_3,0,
114,5,114005,0,1,Aimel,0,3,,,,,BP_GuildUI,CanvasMiddleButton,ButtonDonate,4,,,Tutorial_Dialogue_114_4,0,
114,6,114006,0,1,Aimel,0,3,,5000,,,BP_GuildDonationPopup,,CheckBoxAdena,4,,,Tutorial_Dialogue_114_5,0,
114,7,114007,0,1,Aimel,0,3,,,,,BP_GuildDonationPopup,,CheckBoxBloodCrystal,4,,,Tutorial_Dialogue_114_6,0,
114,8,114008,0,1,Aimel,0,3,,,,,BP_GuildDonationPopup,,CheckBoxRedStarStone,4,,,Tutorial_Dialogue_114_7,0,
114,9,114009,0,3,Aimel,23,3,,,,,,,,4,,,Tutorial_Dialogue_114_8,0,
114,10,114010,0,3,Aimel,23,3,,,,,,,,4,,,Tutorial_Dialogue_114_9,0,
114,11,114011,1,3,Aimel,23,3,,,,,,,,4,,,Tutorial_Dialogue_114_10,0,
114,12,114012,0,1,Aimel,0,3,,,,,BP_GuildDonationPopup,,CheckBoxBloodCrystal,4,,,Tutorial_Dialogue_114_11,0,
114,13,114013,0,1,Aimel,0,3,,,,,BP_GuildDonationPopup,,ButtonDonation,4,,,Tutorial_Dialogue_114_12,0,
114,14,114014,0,3,Aimel,23,3,,,,,,,,4,,,Tutorial_Dialogue_114_13,0,
114,15,114015,0,3,Aimel,23,3,,,,,,,,4,,,Tutorial_Dialogue_114_14,0,
114,16,114016,0,1,Aimel,0,3,,,,,BP_GuildDonationResultPopup,,ButtonCancel,4,,,Tutorial_Dialogue_114_15,0,
114,17,114017,0,1,Aimel,0,3,,,,,BP_GuildUI,CanvasBottomButton,ButtonGuildShop,4,,,Tutorial_Dialogue_114_16,0,
114,18,114018,0,3,Aimel,23,3,,,,,,,,4,,,Tutorial_Dialogue_114_17,0,
114,19,114019,0,3,Aimel,23,3,,,,,,,,4,,,Tutorial_Dialogue_114_18,0,
114,20,114020,1,3,,16,3,,500,,,,,,4,,,,0,
115,1,115001,0,3,Aimel,23,3,,,,,,,,4,,,Tutorial_Dialogue_115_1,0,
115,2,115002,0,1,Aimel,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_115_2,0,
115,3,115003,0,1,Aimel,0,3,,,,,BP_MainMenuUI,,CheckBoxGuild,4,,,Tutorial_Dialogue_117_3,0,
115,4,115004,0,1,Aimel,0,3,,,,,BP_MainMenuUI,,ButtonGuildMain,4,,,Tutorial_Dialogue_115_4,0,
115,5,115005,0,1,Aimel,0,3,,,,,BP_GuildEntranceUI,,ButtonGuildJoin,4,,,,0,
115,6,115006,0,3,Aimel,23,3,,,,,,,,4,,,Tutorial_Dialogue_115_5,0,
115,7,115007,0,3,Aimel,23,3,,,,,,,,4,,,Tutorial_Dialogue_115_6,0,
115,8,115008,1,3,Aimel,23,3,,,,,,,,4,,,Tutorial_Dialogue_115_7,0,
115,9,115009,1,3,,16,3,,500,,,,,,4,,,,0,
116,1,116001,0,3,Aimel,23,3,,,,,,,,4,,,Tutorial_Dialogue_116_1,0,
116,2,116002,0,1,Aimel,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_116_2,0,
116,3,116003,0,1,Aimel,0,3,,,,,BP_MainMenuUI,,CheckBoxGuild,4,,,Tutorial_Dialogue_116_3,0,
116,4,116004,0,1,Aimel,0,3,,,,,BP_MainMenuUI,,ButtonGuildMain,4,,,Tutorial_Dialogue_115_4,0,
116,5,116005,0,1,Aimel,0,3,,,,,BP_GuildUI,CanvasRightButton,ButtonGuildQuest,4,,,Tutorial_Dialogue_116_4,0,
116,6,116006,0,3,Aimel,23,3,,,,,,,,4,,,Tutorial_Dialogue_116_5,0,
116,7,116007,0,3,Aimel,23,3,,,,,,,,4,,,Tutorial_Dialogue_116_6,0,
116,8,116008,0,3,Aimel,23,3,,,,,,,,4,,,Tutorial_Dialogue_116_7,0,
116,9,116009,0,3,Aimel,23,3,,,,,,,,4,,,Tutorial_Dialogue_116_8,0,
116,10,116010,0,3,Aimel,23,3,,,,,,,,4,,,Tutorial_Dialogue_116_9,0,
116,11,116011,1,3,,16,3,,500,,,,,,4,,,,0,
117,1,117001,0,3,Aimel,23,3,,,,,,,,4,,,Tutorial_Dialogue_117_1,0,
117,2,117002,0,1,Aimel,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_117_2,0,
117,3,117003,0,1,Aimel,0,3,,,,,BP_MainMenuUI,,CheckBoxGuild,4,,,Tutorial_Dialogue_117_3,0,
117,4,117004,0,1,Aimel,0,3,,,,,BP_MainMenuUI,,ButtonGuildDungeon,4,,,Tutorial_Dialogue_117_4,0,
117,5,117005,0,1,Aimel,0,3,,5000,,,BP_SelectGuildDungeonUI,,GuildDungeon_1,4,,,Tutorial_Dialogue_117_5,0,
117,6,117006,0,3,Aimel,23,3,,,,,,,,4,,,Tutorial_Dialogue_117_6,0,
