ShopId,ProductType,ProductValue,ItemType,Grade,ItemInfoId,ProductItemType
39006002,100,100,15,8,440011,2
39006002,100,1,38,4,911011,2
39006101,100,1,38,4,911084,1
39006102,100,1,33,5,490037,1
39006003,100,1,62,8,470006,1
39006003,100,1,63,8,471002,1
39006003,100,500,63,8,470001,1
39006003,100,10,68,8,410004,1
39006003,1,500000,87,8,,1
39006004,2,100,87,8,,1
39006004,100,1,46,6,919135,1
39006004,100,1,47,6,919136,1
3016,100,1,62,8,470006,1
30150005,2,1000,87,8,,1
30150005,100,200,63,8,470001,1
30150005,100,20,38,4,30481004,1
30150005,100,20,68,8,410004,1
30150005,100,1,38,8,33000500,1
30130022,2,2000,87,8,,1
30130022,1,200000,87,8,,1
30130022,100,2,38,4,30919004,1
30130022,100,10,38,8,34000106,1
39006103,100,1,38,4,33000201,1
38000100,2,400,87,8,,1
38000100,1,150000,87,8,,1
38000100,100,3,38,8,900010,1
38000200,2,800,87,8,,1
38000200,1,500000,87,8,,1
38000200,100,10,38,8,900010,1
30004359,2,200,87,8,,1
30004359,100,2,38,3,30919003,1
39005010,1001,1,38,8,900008,1
39005010,5,5,87,8,,2
39005011,1001,11,38,8,900008,1
39005011,5,55,87,8,,2
