Id,GroupId,Type,DisplayLevel,Grade,EquipmentType1,EquipmentType2,WeaponType,ArmorType,Material,GachaInfoId,SoulCrystalType,PetItemType,SummonGemGroupId,AcquirePerformanceType,AuctionSubGroupId,IconTexture,MaxStackableCount,EffectType1,EffectParam1,EffectType2,EffectParam2,EffectType3,EffectParam3,BasicOptionGroupId,AbilityInfoGroupId,SellingPrice,ProvidingExp,TotalExpForNextLevelMagnification,RequiredAdena,CoolTime,Resource,AcquireContents1,AcquireContents2,AcquireContents3,AcquireContents4,AcquireContents5,ClassType,UseType,UseLevel,MaxUseLevel,Rarity,VisualEffectId,InventoryType,BagType,LootEffect,UseClassTransfer,Usable,UseQuickSlot,GrowCode,UsableGrowCodeListString,PeriodItem,IconMarkTexture,Collabo,MultipleUseAtOnce
430041,430040,23,,1,12,12,6,3,3,,4,4,,0,508,Icon_SoulCrystal_43,9999,101,20,246,,246,,0,,50,,,,,,1,19,13,,,,,,,0,,0,3,0,0,0,0,,,,,0,0
430042,430040,23,,2,12,12,6,3,3,,4,4,,0,508,Icon_SoulCrystal_44,9999,101,45,246,,246,,0,,100,,,,,,1,19,13,,,,,,,0,,0,3,0,0,0,0,,,,,0,0
430043,430040,23,,3,12,12,6,3,3,,4,4,,0,508,Icon_SoulCrystal_45,9999,101,98,246,,246,,0,,500,,,,,,1,19,13,,,,,,,0,,0,3,0,0,0,0,,,,,0,0
430044,430040,23,,4,12,12,6,3,3,,4,4,,0,508,Icon_SoulCrystal_46,9999,101,207,246,,246,,0,,1250,,,,,,1,19,13,,,,,,,0,,0,3,0,0,0,0,,,,,0,0
430045,430040,23,,5,12,12,6,3,3,,4,4,,1,508,Icon_SoulCrystal_47,9999,101,428,246,,246,,0,,2500,,,,,,1,19,13,,,,,,,0,,0,3,0,0,0,0,,,,,0,0
430046,430040,23,,6,12,12,6,3,3,,4,4,,1,508,Icon_SoulCrystal_48,9999,101,867,246,,246,,0,,7500,,,,,,1,19,13,,,,,,,0,,0,3,2,0,0,0,,,,,0,0
430051,430050,23,,1,12,12,6,3,3,,6,4,,0,509,Icon_SoulCrystal_49,9999,102,20,246,,246,,0,,50,,,,,,1,19,13,,,,,,,0,,0,3,0,0,0,0,,,,,0,0
430052,430050,23,,2,12,12,6,3,3,,6,4,,0,509,Icon_SoulCrystal_50,9999,102,45,246,,246,,0,,100,,,,,,1,19,13,,,,,,,0,,0,3,0,0,0,0,,,,,0,0
430053,430050,23,,3,12,12,6,3,3,,6,4,,0,509,Icon_SoulCrystal_51,9999,102,98,246,,246,,0,,500,,,,,,1,19,13,,,,,,,0,,0,3,0,0,0,0,,,,,0,0
430054,430050,23,,4,12,12,6,3,3,,6,4,,0,509,Icon_SoulCrystal_52,9999,102,207,246,,246,,0,,1250,,,,,,1,19,13,,,,,,,0,,0,3,0,0,0,0,,,,,0,0
430055,430050,23,,5,12,12,6,3,3,,6,4,,1,509,Icon_SoulCrystal_53,9999,102,428,246,,246,,0,,2500,,,,,,1,19,13,,,,,,,0,,0,3,0,0,0,0,,,,,0,0
430056,430050,23,,6,12,12,6,3,3,,6,4,,1,509,Icon_SoulCrystal_54,9999,102,867,246,,246,,0,,7500,,,,,,1,19,13,,,,,,,0,,0,3,2,0,0,0,,,,,0,0
430061,430061,23,,1,12,12,6,3,3,,7,4,,0,506,Icon_SoulCrystal_31,9999,10,15,246,,246,,0,,50,,,,,,1,19,13,,,,,,,0,,0,3,0,0,0,0,,,,,0,0
430062,430061,23,,2,12,12,6,3,3,,7,4,,0,506,Icon_SoulCrystal_32,9999,10,34,246,,246,,0,,100,,,,,,1,19,13,,,,,,,0,,0,3,0,0,0,0,,,,,0,0
430063,430061,23,,3,12,12,6,3,3,,7,4,,0,506,Icon_SoulCrystal_33,9999,10,73,246,,246,,0,,500,,,,,,1,19,13,,,,,,,0,,0,3,0,0,0,0,,,,,0,0
430064,430061,23,,4,12,12,6,3,3,,7,4,,0,506,Icon_SoulCrystal_34,9999,10,155,246,,246,,0,,1250,,,,,,1,19,13,,,,,,,0,,0,3,0,0,0,0,,,,,0,0
430065,430061,23,,5,12,12,6,3,3,,7,4,,1,506,Icon_SoulCrystal_35,9999,10,321,246,,246,,0,,2500,,,,,,1,19,13,,,,,,,0,,0,3,0,0,0,0,,,,,0,0
430066,430061,23,,6,12,12,6,3,3,,7,4,,1,506,Icon_SoulCrystal_36,9999,10,650,246,,246,,0,,7500,,,,,,1,19,13,,,,,,,0,,0,3,2,0,0,0,,,,,0,0
430071,430071,23,,1,12,12,6,3,3,,0,4,,0,507,Icon_SoulCrystal_37,9999,11,18,246,,246,,0,,50,,,,,,1,19,13,,,,,,,0,,0,3,0,0,0,0,,,,,0,0
430072,430071,23,,2,12,12,6,3,3,,0,4,,0,507,Icon_SoulCrystal_38,9999,11,41,246,,246,,0,,100,,,,,,1,19,13,,,,,,,0,,0,3,0,0,0,0,,,,,0,0
430073,430071,23,,3,12,12,6,3,3,,0,4,,0,507,Icon_SoulCrystal_39,9999,11,88,246,,246,,0,,500,,,,,,1,19,13,,,,,,,0,,0,3,0,0,0,0,,,,,0,0
430074,430071,23,,4,12,12,6,3,3,,0,4,,0,507,Icon_SoulCrystal_40,9999,11,187,246,,246,,0,,1250,,,,,,1,19,13,,,,,,,0,,0,3,0,0,0,0,,,,,0,0
430075,430071,23,,5,12,12,6,3,3,,0,4,,1,507,Icon_SoulCrystal_41,9999,11,388,246,,246,,0,,2500,,,,,,1,19,13,,,,,,,0,,0,3,0,0,0,0,,,,,0,0
430076,430071,23,,6,12,12,6,3,3,,0,4,,1,507,Icon_SoulCrystal_42,9999,11,786,246,,246,,0,,7500,,,,,,1,19,13,,,,,,,0,,0,3,2,0,0,0,,,,,0,0
430081,430081,23,,1,12,12,6,3,3,,3,4,,0,503,Icon_SoulCrystal_13,9999,58,9,246,,246,,0,,50,,,,,,1,19,13,,,,,,,0,,0,3,0,0,0,0,,,,,0,0
430082,430081,23,,2,12,12,6,3,3,,3,4,,0,503,Icon_SoulCrystal_14,9999,58,20,246,,246,,0,,100,,,,,,1,19,13,,,,,,,0,,0,3,0,0,0,0,,,,,0,0
430083,430081,23,,3,12,12,6,3,3,,3,4,,0,503,Icon_SoulCrystal_15,9999,58,44,246,,246,,0,,500,,,,,,1,19,13,,,,,,,0,,0,3,0,0,0,0,,,,,0,0
430084,430081,23,,4,12,12,6,3,3,,3,4,,0,503,Icon_SoulCrystal_16,9999,58,94,246,,246,,0,,1250,,,,,,1,19,13,,,,,,,0,,0,3,0,0,0,0,,,,,0,0
430085,430081,23,,5,12,12,6,3,3,,3,4,,1,503,Icon_SoulCrystal_17,9999,58,196,246,,246,,0,,2500,,,,,,1,19,13,,,,,,,0,,0,3,0,0,0,0,,,,,0,0
430086,430081,23,,6,12,12,6,3,3,,3,4,,1,503,Icon_SoulCrystal_18,9999,58,397,246,,246,,0,,7500,,,,,,1,19,13,,,,,,,0,,0,3,2,0,0,0,,,,,0,0
450001,450001,14,,9,12,12,6,3,3,,9,4,,0,605,Icon_Herb_01,9999,246,,246,,246,,,,50,,,,,,22,1,2,13,,,,,,0,,0,6,0,0,0,0,,,,,0,0
450002,450002,14,,9,12,12,6,3,3,,9,4,,0,606,Icon_Herb_02,9999,246,,246,,246,,,,50,,,,,,22,1,2,13,,,,,,0,,0,6,0,0,0,0,,,,,0,0
450003,450003,14,,9,12,12,6,3,3,,9,4,,0,607,Icon_Herb_03,9999,246,,246,,246,,,,50,,,,,,22,1,2,13,,,,,,0,,0,6,0,0,0,0,,,,,0,0
450004,450004,14,,9,12,12,6,3,3,,9,4,,0,608,Icon_Herb_04,9999,246,,246,,246,,,,50,,,,,,22,1,2,13,,,,,,0,,0,6,0,0,0,0,,,,,0,0
451001,451001,9,1,9,12,12,6,3,3,,9,4,,0,0,Icon_Elixir_01,9999,83,1,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
451002,451002,9,1,9,12,12,6,3,3,,9,4,,0,0,Icon_Elixir_02,9999,83,10,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
451003,451003,9,1,9,12,12,6,3,3,,9,4,,0,0,Icon_Elixir_03,9999,83,19,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
451004,451004,9,1,9,12,12,6,3,3,,9,4,,0,0,Icon_Elixir_04,9999,83,28,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
451005,451001,9,2,9,12,12,6,3,3,,9,4,,0,0,Icon_Elixir_01,9999,83,2,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
451006,451002,9,2,9,12,12,6,3,3,,9,4,,0,0,Icon_Elixir_02,9999,83,11,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
451007,451003,9,2,9,12,12,6,3,3,,9,4,,0,0,Icon_Elixir_03,9999,83,20,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
451008,451004,9,2,9,12,12,6,3,3,,9,4,,0,0,Icon_Elixir_04,9999,83,29,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
451009,451001,9,3,9,12,12,6,3,3,,9,4,,0,0,Icon_Elixir_01,9999,83,3,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
451010,451002,9,3,9,12,12,6,3,3,,9,4,,0,0,Icon_Elixir_02,9999,83,12,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
451011,451003,9,3,9,12,12,6,3,3,,9,4,,0,0,Icon_Elixir_03,9999,83,21,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
451012,451004,9,3,9,12,12,6,3,3,,9,4,,0,0,Icon_Elixir_04,9999,83,30,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
451013,451001,9,4,9,12,12,6,3,3,,9,4,,0,0,Icon_Elixir_01,9999,83,4,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
451014,451002,9,4,9,12,12,6,3,3,,9,4,,0,0,Icon_Elixir_02,9999,83,13,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
451015,451003,9,4,9,12,12,6,3,3,,9,4,,0,0,Icon_Elixir_03,9999,83,22,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
451016,451004,9,4,9,12,12,6,3,3,,9,4,,0,0,Icon_Elixir_04,9999,83,31,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
451017,451001,9,5,9,12,12,6,3,3,,9,4,,0,0,Icon_Elixir_01,9999,83,5,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
451018,451002,9,5,9,12,12,6,3,3,,9,4,,0,0,Icon_Elixir_02,9999,83,14,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
451019,451003,9,5,9,12,12,6,3,3,,9,4,,0,0,Icon_Elixir_03,9999,83,23,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
451020,451004,9,5,9,12,12,6,3,3,,9,4,,0,0,Icon_Elixir_04,9999,83,32,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
451021,451001,9,6,9,12,12,6,3,3,,9,4,,0,0,Icon_Elixir_01,9999,83,6,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
451022,451002,9,6,9,12,12,6,3,3,,9,4,,0,0,Icon_Elixir_02,9999,83,15,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
451023,451003,9,6,9,12,12,6,3,3,,9,4,,0,0,Icon_Elixir_03,9999,83,24,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
451024,451004,9,6,9,12,12,6,3,3,,9,4,,0,0,Icon_Elixir_04,9999,83,33,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
451025,451001,9,7,9,12,12,6,3,3,,9,4,,0,0,Icon_Elixir_01,9999,83,7,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
451026,451002,9,7,9,12,12,6,3,3,,9,4,,0,0,Icon_Elixir_02,9999,83,16,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
451027,451003,9,7,9,12,12,6,3,3,,9,4,,0,0,Icon_Elixir_03,9999,83,25,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
451028,451004,9,7,9,12,12,6,3,3,,9,4,,0,0,Icon_Elixir_04,9999,83,34,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
451029,451001,9,8,9,12,12,6,3,3,,9,4,,0,0,Icon_Elixir_01,9999,83,8,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
451030,451002,9,8,9,12,12,6,3,3,,9,4,,0,0,Icon_Elixir_02,9999,83,17,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
451031,451003,9,8,9,12,12,6,3,3,,9,4,,0,0,Icon_Elixir_03,9999,83,26,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
451032,451004,9,8,9,12,12,6,3,3,,9,4,,0,0,Icon_Elixir_04,9999,83,35,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
451033,451001,9,9,9,12,12,6,3,3,,9,4,,0,0,Icon_Elixir_01,9999,83,9,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
451034,451002,9,9,9,12,12,6,3,3,,9,4,,0,0,Icon_Elixir_02,9999,83,18,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
451035,451003,9,9,9,12,12,6,3,3,,9,4,,0,0,Icon_Elixir_03,9999,83,27,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
451036,451004,9,9,9,12,12,6,3,3,,9,4,,0,0,Icon_Elixir_04,9999,83,36,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
452001,452001,37,,9,12,12,6,3,3,,9,4,,0,609,Icon_Elixir_Red,9999,246,,246,,246,,,,250,,,,,,22,13,,,,,,,,0,,0,6,0,0,0,0,,,,,0,0
452002,452002,37,,9,12,12,6,3,3,,9,4,,0,610,Icon_Elixir_Blue,9999,246,,246,,246,,,,250,,,,,,22,13,,,,,,,,0,,0,6,0,0,0,0,,,,,0,0
452003,452003,37,,9,12,12,6,3,3,,9,4,,0,611,Icon_Elixir_Purple,9999,246,,246,,246,,,,250,,,,,,22,13,,,,,,,,0,,0,6,0,0,0,0,,,,,0,0
452004,452004,37,,9,12,12,6,3,3,,9,4,,0,612,Icon_Elixir_Orange,9999,246,,246,,246,,,,250,,,,,,22,13,,,,,,,,0,,0,6,0,0,0,0,,,,,0,0
460003,460003,21,,9,12,12,6,3,3,,9,4,,0,1002,Icon_SkillPaper_02,9999,246,,246,,246,,,,250,,,,,,1,,,,,2,,,,0,,0,5,0,0,0,0,,,,,0,0
460004,460004,21,,9,12,12,6,3,3,,9,4,,0,1002,Icon_SkillPaper_03,9999,246,,246,,246,,,,250,,,,,,1,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
460005,460005,21,,9,12,12,6,3,3,,9,4,,0,1002,Icon_SkillPaper_01,9999,246,,246,,246,,,,250,,,,,,1,,,,,,,,,0,,0,5,0,0,0,0,,,,,0,0
461003,461003,22,,9,12,12,6,3,3,,9,4,,0,1001,Icon_SkillBook_02,9999,85,30001,246,,246,,,,5000,,,,,,4,,,,,,,,,0,,0,5,2,0,1,0,,,,,0,0
461004,461004,22,,9,12,12,6,3,3,,9,4,,0,1001,Icon_SkillBook_03,9999,85,30002,246,,246,,,,5000,,,,,,4,,,,,,,,,0,,0,5,2,0,1,0,,,,,0,0
461005,461005,22,,9,12,12,6,3,3,,9,4,,0,1001,Icon_SkillBook_01,9999,85,30003,246,,246,,,,5000,,,,,,4,,,,,,,,,0,,0,5,2,0,1,0,,,,,0,0
490000,490000,39,,9,12,12,6,3,3,,9,4,,0,9901,UI_Icon_LoudSpeaker,9999,246,,246,,246,,,,125,,,,,,10,,,,,,,,,0,,0,5,0,1,0,0,,,,,0,0
490001,490001,24,,9,12,12,6,3,3,,9,4,,0,0,Icon_Exp_01,9999,86,1,246,,246,,,,0,,,,,,1,2,6,19,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
490002,490002,25,,9,12,12,6,3,3,,9,4,,0,0,Icon_Asset_Adena_01,9999,88,1,246,,246,,,,0,,,,,,1,11,31,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
490003,490003,26,,9,12,12,6,3,3,,9,4,,0,0,Icon_Asset_Diamond_02,9999,90,1,246,,246,,,,0,,,,,,23,16,17,18,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
490004,490004,27,,9,12,12,6,3,3,,9,4,,0,0,Icon_Asset_Diamond_01,9999,91,1,246,,246,,,,0,,,,,,15,,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
490005,490005,29,,9,12,12,6,3,3,,9,4,,0,905,Icon_Asset_RuneStone_01,9999,246,,246,,246,,,,1,,,,,,21,13,,,,,,,,0,,0,6,0,0,0,0,,,,,0,0
490006,490006,28,,9,12,12,6,3,3,,9,4,,0,0,Currency_GuildCoin_01,9999,92,1,246,,246,,,,0,,,,,,29,,,,,,,,,0,,0,6,0,0,1,0,,,,,0,0
490007,490001,24,,9,12,12,6,3,3,,9,4,,0,0,Icon_Box_Exp_01,9999,86,5000,246,,246,,,,0,,,,,,,,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
490008,490001,24,,9,12,12,6,3,3,,9,4,,0,0,Icon_Box_Exp_02,9999,86,50000,246,,246,,,,0,,,,,,,,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
490009,490001,24,,9,12,12,6,3,3,,9,4,,0,0,Icon_Box_Exp_03,9999,86,500000,246,,246,,,,0,,,,,,,,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
490010,490002,25,,9,12,12,6,3,3,,9,4,,0,0,Icon_Box_Adena_01,9999,88,1000,246,,246,,,,0,,,,,,,,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
490011,490002,25,,9,12,12,6,3,3,,9,4,,0,0,Icon_Box_Adena_02,9999,88,10000,246,,246,,,,0,,,,,,,,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
490012,490002,25,,9,12,12,6,3,3,,9,4,,0,0,Icon_Box_Adena_03,9999,88,100000,246,,246,,,,0,,,,,,,,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
490013,490003,26,,9,12,12,6,3,3,,9,4,,0,0,Icon_Box_Dia_04,9999,90,10,246,,246,,,,0,,,,,,,,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
490014,490003,26,,9,12,12,6,3,3,,9,4,,0,0,Icon_Box_Dia_05,9999,90,100,246,,246,,,,0,,,,,,,,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
490015,490003,26,,9,12,12,6,3,3,,9,4,,0,0,Icon_Box_Dia_06,9999,90,1000,246,,246,,,,0,,,,,,,,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
490016,490004,27,,9,12,12,6,3,3,,9,4,,0,0,Icon_Box_Dia_01,9999,91,10,246,,246,,,,0,,,,,,,,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
490017,490004,27,,9,12,12,6,3,3,,9,4,,0,0,Icon_Box_Dia_02,9999,91,100,246,,246,,,,0,,,,,,,,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
490018,490004,27,,9,12,12,6,3,3,,9,4,,0,0,Icon_Box_Dia_03,9999,91,1000,246,,246,,,,0,,,,,,,,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
490019,490005,38,,9,12,12,6,3,3,,9,4,,0,9901,Icon_Box_Rune_01,9999,246,,246,,246,,,,0,,,,,,,,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
490020,490005,38,,9,12,12,6,3,3,,9,4,,0,9901,Icon_Box_Rune_02,9999,246,,246,,246,,,,0,,,,,,,,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
490021,490005,38,,9,12,12,6,3,3,,9,4,,0,9901,Icon_Box_Rune_03,9999,246,,246,,246,,,,0,,,,,,,,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
490022,490006,28,,9,12,12,6,3,3,,9,4,,0,0,Icon_Box_GuildCoin_01,9999,92,5,246,,246,,,,0,,,,,,,,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
490023,490006,28,,9,12,12,6,3,3,,9,4,,0,0,Icon_Box_GuildCoin_02,9999,92,100,246,,246,,,,0,,,,,,,,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
490024,490006,28,,9,12,12,6,3,3,,9,4,,0,0,Icon_Box_GuildCoin_03,9999,92,500,246,,246,,,,0,,,,,,,,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
490025,490025,31,,9,12,12,6,3,3,,9,4,,0,0,Ticket_Quest_03,9999,95,1,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,6,0,0,1,0,,,,,0,0
490026,490026,32,,6,12,12,6,3,3,,9,4,,1,712,Icon_Transcendence_01,9999,246,1,246,,246,,,,50000,,,,,,12,,,,,,,,,0,,0,6,0,0,0,0,1,,,,0,0
490027,490027,33,,4,12,12,6,3,3,,9,4,,1,711,Icon_Transcendence_02,9999,246,1,246,,246,,,,10000,,,,,,12,,,,,,,,,0,,0,6,0,0,0,0,1,,,,0,0
490028,490028,34,,9,12,12,6,3,3,,9,4,,0,0,Icon_Asset_DailyDungeonTicket_01,9999,246,1,246,,246,,,,1000,,,,,,,,,,,,,,,0,,0,6,0,0,1,0,,,,,0,0
490029,490029,35,,9,12,12,6,3,3,,9,4,,0,0,Icon_Asset_DailyDungeonTicket_01-03,9999,246,1,246,,246,,,,1000,,,,,,,,,,,,,,,0,,0,6,0,0,1,0,,,,,0,0
490050,490007,30,,9,12,12,6,3,3,,9,4,,0,0,Icon_Box_SP_01,9999,94,500,246,,246,,,,0,,,,,,,,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
490030,490007,30,,9,12,12,6,3,3,,9,4,,0,0,Icon_Box_SP_03,9999,94,100,246,,246,,,,0,,,,,,,,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
490031,490007,30,,9,12,12,6,3,3,,9,4,,0,0,Icon_Box_SP_02,9999,94,500,246,,246,,,,0,,,,,,,,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
490032,490007,30,,9,12,12,6,3,3,,9,4,,0,0,Icon_Box_SP_03,9999,94,1000,246,,246,,,,0,,,,,,,,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
490033,490008,30,,9,12,12,6,3,3,,9,4,,0,0,Icon_Asset_SkillPoint_01,9999,94,1,246,,246,,,,0,,,,,,31,13,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
490034,490009,24,,9,12,12,6,3,3,,9,4,,0,0,Icon_Asset_Friendship_01,9999,126,1,246,,246,,,,0,,,,,,24,,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
490035,490010,24,,9,12,12,6,3,3,,9,4,,0,0,Icon_Asset_Mileage_01,9999,246,,246,,246,,,,0,,,,,,9,,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
490036,490011,24,,9,12,12,6,3,3,,9,4,,0,0,Icon_Asset_Topaz_01,9999,246,,246,,246,,,,0,,,,,,15,,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
490037,490027,33,,5,12,12,6,3,3,,9,4,,1,711,Icon_Transcendence_03,9999,246,1,246,,246,,,,20000,,,,,,12,,,,,,,,,0,,0,6,0,0,0,0,1,,,,0,0
490038,490027,33,,6,12,12,6,3,3,,9,4,,1,711,Icon_Transcendence_04,9999,246,1,246,,246,,,,50000,,,,,,12,,,,,,,,,0,,0,6,0,0,0,0,1,,,,0,0
490059,490059,52,,9,12,12,6,3,3,,9,4,,0,0,Icon_Asset_FestivelTicket_01,9999,246,,246,,246,,,,0,,,,,,1,,,,,,,,,0,,0,6,0,0,0,0,,,,,0,0
490060,490060,26,,9,12,12,6,3,3,,9,4,,0,0,Icon_Box_Dia_05,9999,90,100,246,,246,,,,0,,,,,,,,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
490061,490060,24,,9,12,12,6,3,3,,9,4,,0,0,Ticket_Quest_02,9999,246,,246,,246,,,,0,,,,,,,,,,,,,,,5,,0,6,0,0,1,0,,,,,0,0
490062,490060,24,,9,12,12,6,3,3,,9,4,,0,0,Currency_GuildAdena_01,9999,246,,246,,246,,,,0,,,,,,,,,,,,,,,5,,0,6,0,0,1,0,,,,,0,0
490064,490063,11,,9,12,12,6,3,3,,9,4,,0,0,Icon_ActivityPoint_01,9999,246,,246,,246,,,,0,,,,,,,,,,,,,,,0,,0,6,0,0,0,0,,,,,0,0
490065,490065,11,,9,12,12,6,3,3,,9,4,,0,0,Currency_GuildRedStarStone_01,9999,246,,246,,246,,,,0,,,,,,29,,,,,,,,,0,,0,6,0,0,0,0,,,,,0,0
491001,490001,24,1,9,12,12,6,3,3,,9,4,,0,0,Icon_Box_Exp_01,9999,86,490,246,,246,,,,0,,,,,,,,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
491002,490001,24,2,9,12,12,6,3,3,,9,4,,0,0,Icon_Box_Exp_01,9999,86,630,246,,246,,,,0,,,,,,,,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
491003,490001,24,3,9,12,12,6,3,3,,9,4,,0,0,Icon_Box_Exp_01,9999,86,700,246,,246,,,,0,,,,,,,,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
491004,490001,24,4,9,12,12,6,3,3,,9,4,,0,0,Icon_Box_Exp_01,9999,86,770,246,,246,,,,0,,,,,,,,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
491005,490001,24,5,9,12,12,6,3,3,,9,4,,0,0,Icon_Box_Exp_01,9999,86,910,246,,246,,,,0,,,,,,,,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
491006,490001,24,6,9,12,12,6,3,3,,9,4,,0,0,Icon_Box_Exp_01,9999,86,1190,246,,246,,,,0,,,,,,,,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
491007,490001,24,7,9,12,12,6,3,3,,9,4,,0,0,Icon_Box_Exp_01,9999,86,1540,246,,246,,,,0,,,,,,,,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
491008,490001,24,8,9,12,12,6,3,3,,9,4,,0,0,Icon_Box_Exp_01,9999,86,2240,246,,246,,,,0,,,,,,,,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
491009,490001,24,9,9,12,12,6,3,3,,9,4,,0,0,Icon_Box_Exp_01,9999,86,3010,246,,246,,,,0,,,,,,,,,,,,1,,,0,,0,5,0,0,1,0,,,,,0,0
