Id,ShopServerType,ShopType,TabType,HighendEffect,LimitMinLevel,LimitMaxLevel,MasteryMinLevel,MasteryMaxLevel,NetmarbleSItemId,Display,DisplayOrder,DisplayType,DisplayTypeValue,IsGotcha,CostType,CostValue,PurchaseFree,PurchaseFreeTime,PurchaseLimit,PurchaseLimitValue,LimitPeriodStart,LimitPeriodEnd,LeagueLimit,SupportVersion,IconTexture,IconTexture2,PromotionType,RecommendPackage,FlatRatePeriod,RetentionPeriod,HelpKeyword
12294,All,6,34,,,,,,revolution_jp_package_69,1,93,0,,0,4,3200,0,,4,5,,,,,Image_SelectBox_Supplies1_Shop,,2,0,,,
12295,All,6,36,,30,999,,,revolution_jp_package_6,1,90,0,12030,0,4,4800,0,,3,10,,,,,Image_SelectBox_EquipGrowth,,2,0,,,
12296,All,6,36,,,,,,revolution_jp_package_18,1,91,0,,0,4,960,0,,3,5,,,,,Image_SelectBox_EquipGrowthLitePack,,2,0,,,
12297,All,6,32,,,,,,revolution_jp_package_50,1,10,5,,0,4,4800,0,,5,5,2018-03-07 15:30:00,2018-03-21 23:59:59,,,Icon_Shop_AccGrowthPack,,4,0,,,
12298,All,6,32,,50,999,,,revolution_jp_package_39,1,5,5,,0,4,2400,0,,5,5,2018-03-07 15:30:00,2018-03-21 23:59:59,,,Icon_Shop_HalloweenPetGrowthPack,,4,0,,,
10001,All,1,1,,,,,,,0,3,12,,0,7,40,0,,0,,,,,,Icon_Shop_HpPotion_01,,6,0,,,
10002,All,1,1,,,,,,,0,3,12,,0,7,40,0,,0,,,,,,Icon_Shop_MpPotion_01,,6,0,,,
10003,All,1,1,,,,,,,0,7,12,,0,7,80,0,,0,,,,,,Icon_SoulShot_01,,6,0,,,
10004,All,1,1,,20,29,,,,1,2,12,,0,7,200,0,,2,10,,,,,Icon_QuestScroll_C,,6,0,,,
10005,All,1,1,,30,39,,,,1,2,12,,0,7,200,0,,2,10,,,,,Icon_QuestScroll_C,,6,0,,,
10006,All,1,1,,40,49,,,,1,2,12,,0,7,200,0,,2,10,,,,,Icon_QuestScroll_C,,6,0,,,
10007,All,1,1,,50,59,,,,1,2,12,,0,7,200,0,,2,10,,,,,Icon_QuestScroll_C,,6,0,,,
10008,All,1,1,,60,74,,,,1,2,12,,0,7,200,0,,2,10,,,,,Icon_QuestScroll_C,,6,0,,,
10009,All,1,1,,75,89,,,,1,2,12,,0,7,200,0,,2,10,,,,,Icon_QuestScroll_C,,6,0,,,
10010,All,1,1,,90,104,,,,1,2,12,,0,7,200,0,,2,10,,,,,Icon_QuestScroll_C,,6,0,,,
10011,All,1,1,,105,119,,,,1,2,12,,0,7,200,0,,2,10,,,,,Icon_QuestScroll_C,,6,0,,,
10018,All,1,1,,120,134,,,,1,2,12,,0,7,200,0,,2,10,,,,,Icon_QuestScroll_C,,6,0,,,
10019,All,1,1,,135,149,,,,1,2,12,,0,7,220,0,,2,10,,,,,Icon_QuestScroll_C,,6,0,,,
10021,All,1,1,,150,164,,,,1,2,12,,0,7,240,0,,2,10,,,,,Icon_QuestScroll_C,,6,0,,,
10022,All,1,1,,165,180,,,,1,2,12,,0,7,260,0,,2,10,,,,,Icon_QuestScroll_C,,6,0,,,
10012,All,1,1,,15,30,,,,1,6,6,,0,7,200,0,,3,1,,,,,Icon_SummonGem_02_Shop,,6,0,20101,,
10013,All,1,1,,31,70,,,,1,7,6,,0,7,200,0,,3,1,,,,,Icon_SummonGem_02_Shop,,6,0,20103,,
10014,All,1,1,,71,120,,,,1,8,6,,0,7,200,0,,3,1,,,,,Icon_SummonGem_02_Shop,,6,0,20107,,
10015,All,1,1,,121,135,,,,1,113,6,,0,7,200,0,,3,1,,,,,Icon_SummonGem_02_Shop,,6,0,20111,,
10017,All,1,1,,,,,,,0,1,12,,1,7,100,1,600,2,3,,,,,Icon_Shop_Gacha_Equipment_04,,6,0,,,
10020,All,1,1,,,,,,,0,200,12,,0,7,300,0,,2,3,,,,,Icon_PkPointReducer,,6,0,,,
10415,All,1,1,,,,,,,1,6,12,,0,7,300,0,,2,2,,,,,Icon_GemStoneRed_01_Shop,,6,0,,,
10416,All,1,1,,,,,,,1,5,12,,0,7,100,0,,8,,,,,,Icon_Firework_01_Shop,,6,0,,,
10417,All,1,1,,,,,,,1,5,12,,0,7,100,0,,8,,,,,,Icon_Firework_02_Shop,,6,0,,,
10418,All,1,1,,,,,,,1,5,12,,0,7,100,0,,8,,,,,,Icon_Firework_03_Shop,,6,0,,,
10419,All,1,1,,,,,,,1,5,12,,0,7,100,0,,8,,,,,,Icon_Firework_04_Shop,,6,0,,,
10420,All,1,1,,,,,,,1,4,5,,0,7,100,0,,8,,2017-10-27 04:00:00,2017-11-10 14:59:59,,,Icon_Firework_05_Shop,,4,0,,,
10421,All,1,1,,,,,,,1,4,5,,0,7,100,0,,8,,2017-10-27 04:00:00,2017-11-10 14:59:59,,,Icon_Firework_06_Shop,,4,0,,,
10422,All,1,1,,,,,,,1,10,5,,0,7,100,0,,5,10,2017-12-13 04:00:00,2018-01-03 14:59:59,,,Icon_Shop_SummonGem_EventXmas_01,,4,0,,,
10423,All,1,1,,,,,,,1,4,5,,0,7,100,0,,8,,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Firework_07_Shop,,4,0,,,
10424,All,1,1,,,,,,,1,4,5,,0,7,100,0,,8,,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Firework_08_Shop,,4,0,,,
10425,All,1,1,,,,,,,1,1,5,,0,7,50,0,,5,20,2018-02-01 04:00:00,2018-04-08 23:59:59,,,Icon_Shop_Potion_LRTWInnerBuffx,,4,0,,,
11001,All,7,20,,,,,,revolution_jp_daily_2,0,100,12,,0,4,,0,,8,,,,,,Icon_Shop_Dia_10,Ui_DiamondShop_Item_Adena_512,6,0,28,3,
13108,All,1,4,,120,134,,,,1,700,12,,0,0,32000,0,,2,10,,,,,Icon_QuestScroll_A,,6,0,,,
13109,All,1,4,,135,149,,,,1,700,12,,0,0,34000,0,,2,10,,,,,Icon_QuestScroll_A,,6,0,,,
13110,All,1,4,,150,164,,,,1,700,12,,0,0,35500,0,,2,10,,,,,Icon_QuestScroll_A,,6,0,,,
13111,All,1,4,,165,180,,,,1,700,12,,0,0,37000,0,,2,10,,,,,Icon_QuestScroll_A,,6,0,,,
13208,All,1,4,1,120,134,,,,1,800,12,,0,1,210,0,,2,10,,,,,Icon_QuestScroll_S,,6,0,,,
13209,All,1,4,1,135,149,,,,1,800,12,,0,1,220,0,,2,10,,,,,Icon_QuestScroll_S,,6,0,,,
13210,All,1,4,1,150,164,,,,1,800,12,,0,1,230,0,,2,10,,,,,Icon_QuestScroll_S,,6,0,,,
13211,All,1,4,1,165,180,,,,1,800,12,,0,1,240,0,,2,10,,,,,Icon_QuestScroll_S,,6,0,,,
2011001,All,12,57,,,,,,,1,310,12,,0,0,300000,0,,8,,,,,,Image_HairStyle_Normal_001,,2,0,,,
2011002,All,12,57,,,,,,,1,320,12,,0,0,300000,0,,8,,,,,,Image_HairStyle_Normal_002,,1,0,,,
2011003,All,12,57,,,,,,,1,330,12,,0,0,300000,0,,8,,,,,,Image_HairStyle_Normal_003,,6,0,,,
2012001,All,12,57,,,,,,,1,410,12,,0,1,1500,0,,8,,,,,,Image_HairStyle_Luxury_001,,2,0,,,
2012002,All,12,57,,,,,,,1,420,12,,0,1,1500,0,,8,,,,,,Image_HairStyle_Luxury_002,,2,0,,,
2012003,All,12,57,,,,,,,1,430,12,,0,1,1500,0,,8,,,,,,Image_HairStyle_Luxury_003,,1,0,,,
2012004,All,12,57,,,,,,,1,440,12,,0,1,1500,0,,8,,,,,,Image_HairStyle_Luxury_004,,1,0,,,
2012005,All,12,57,,,,,,,1,450,12,,0,1,1000,0,,8,,,,,,Image_HairStyle_Luxury_005,,6,0,,,
2012006,All,12,57,,,,,,,1,460,12,,0,1,1000,0,,8,,,,,,Image_HairStyle_Luxury_006,,6,0,,,
2012007,All,12,57,,,,,,,1,470,12,,0,1,1000,0,,8,,,,,,Image_HairStyle_Luxury_007,,6,0,,,
2021000,All,12,58,,,,,,,1,500,12,,0,0,10000,0,,8,,,,,,,,6,0,,,
2021001,All,12,58,,,,,,,1,510,12,,0,1,200,0,,8,,,,,,Icon_Shop_Adena_01,,2,0,,,
2021002,All,12,58,,,,,,,1,520,12,,0,0,100000,0,,8,,,,,,Icon_Shop_Adena_01,,1,0,,,
2021003,All,12,58,,,,,,,1,530,12,,0,0,100000,0,,8,,,,,,Icon_Shop_Adena_01,,6,0,,,
2021004,All,12,58,,,,,,,1,540,12,,0,0,100000,0,,8,,,,,,Icon_Shop_Adena_01,,6,0,,,
2021005,All,12,58,,,,,,,1,550,12,,0,0,100000,0,,8,,,,,,Icon_Shop_Adena_01,,6,0,,,
2021006,All,12,58,,,,,,,1,560,12,,0,0,100000,0,,8,,,,,,Icon_Shop_Adena_01,,6,0,,,
2021007,All,12,58,,,,,,,1,570,12,,0,0,100000,0,,8,,,,,,Icon_Shop_Adena_01,,6,0,,,
2021008,All,12,58,,,,,,,1,580,12,,0,1,200,0,,8,,,,,,Icon_Shop_Adena_01,,6,0,,,
2021009,All,12,58,,,,,,,1,590,12,,0,0,100000,0,,8,,,,,,Icon_Shop_Adena_01,,6,0,,,
2021010,All,12,58,,,,,,,1,600,12,,0,0,100000,0,,8,,,,,,Icon_Shop_Adena_01,,6,0,,,
2021011,All,12,58,,,,,,,1,610,12,,0,0,100000,0,,8,,,,,,Icon_Shop_Adena_01,,6,0,,,
2021012,All,12,58,,,,,,,1,620,12,,0,0,100000,0,,8,,,,,,Icon_Shop_Adena_01,,6,0,,,
2021013,All,12,58,,,,,,,1,630,12,,0,0,100000,0,,8,,,,,,Icon_Shop_Adena_01,,6,0,,,
2021014,All,12,58,,,,,,,1,640,12,,0,0,100000,0,,8,,,,,,Icon_Shop_Adena_01,,6,0,,,
2021015,All,12,58,,,,,,,1,650,12,,0,0,100000,0,,8,,,,,,Icon_Shop_Adena_01,,6,0,,,
2021016,All,12,58,,,,,,,1,660,12,,0,0,100000,0,,8,,,,,,Icon_Shop_Adena_01,,6,0,,,
2021017,All,12,58,,,,,,,1,670,12,,0,0,100000,0,,8,,,,,,Icon_Shop_Adena_01,,6,0,,,
2021018,All,12,58,,,,,,,1,680,12,,0,0,100000,0,,8,,,,,,Icon_Shop_Adena_01,,6,0,,,
2021019,All,12,58,,,,,,,1,690,12,,0,0,100000,0,,8,,,,,,Icon_Shop_Adena_01,,6,0,,,
2021020,All,12,58,,,,,,,1,700,12,,0,0,100000,0,,8,,,,,,Icon_Shop_Adena_01,,6,0,,,
2021021,All,12,58,,,,,,,1,710,12,,0,1,200,0,,8,,,,,,Icon_Shop_Adena_01,,6,0,,,
2021022,All,12,58,,,,,,,1,720,12,,0,1,200,0,,8,,,,,,Icon_Shop_Adena_01,,6,0,,,
2021023,All,12,58,,,,,,,1,730,12,,0,1,200,0,,8,,,,,,Icon_Shop_Adena_01,,6,0,,,
2021024,All,12,58,,,,,,,1,740,12,,0,1,200,0,,8,,,,,,Icon_Shop_Adena_01,,6,0,,,
2021025,All,12,58,,,,,,,1,750,12,,0,1,200,0,,8,,,,,,Icon_Shop_Adena_01,,6,0,,,
3000007,All,13,59,,,,,,,0,700,5,,0,11,1500,0,,8,,2017-12-13 04:00:00,2018-01-03 14:59:59,,,Costume_Christmas_Human,,4,0,,,
3000008,All,13,59,,,,,,,0,800,12,,0,11,1500,0,,8,,,,,,Costume_PartySuit_Human,,2,0,,,
3000009,All,13,59,,,,,,,0,90,5,,0,11,1500,0,,8,,2017-12-22 04:00:00,2018-01-19 14:59:59,,,Costume_MonsterStrike_Human,,4,0,,,
3000010,All,13,59,,,,,,,0,90,5,,0,11,1500,0,,8,,2017-12-29 16:00:00,2018-01-12 14:59:59,,,Costume_Gimono_Human,,4,0,,,
3000011,All,13,59,,,,,,,0,90,12,,0,11,1500,0,,8,,,,,,Costume_Valentine_Human,,6,0,,,
9000009,All,14,61,1,,,,,,0,1,11,4,1,11,120,0,,5,1,2017-12-22 04:00:00,2018-01-19 14:59:59,,,Icon_Shop_Gacha_Equipment_57_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000010,All,14,61,1,,,,,,0,2,11,4,1,11,600,0,,5,1,2017-12-22 04:00:00,2018-01-19 14:59:59,,,Icon_Shop_Gacha_Equipment_57_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000011,All,14,61,1,,,,,,0,3,11,4,1,11,1200,0,,5,1,2017-12-22 04:00:00,2018-01-19 14:59:59,,,Icon_Shop_Gacha_Equipment_57_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000012,All,14,61,1,,,,,,0,1,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000013,All,14,61,1,,,,,,0,2,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000014,All,14,61,1,,,,,,0,3,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000015,All,14,61,1,,,,,,0,4,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000016,All,14,61,1,,,,,,0,5,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000017,All,14,61,1,,,,,,0,6,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000018,All,14,61,1,,,,,,0,7,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000019,All,14,61,1,,,,,,0,8,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000020,All,14,61,1,,,,,,0,9,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000021,All,14,61,1,,,,,,0,10,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000022,All,14,61,1,,,,,,0,11,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000023,All,14,61,1,,,,,,0,12,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000024,All,14,61,1,,,,,,0,13,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000025,All,14,61,1,,,,,,0,14,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000026,All,14,61,1,,,,,,0,15,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000027,All,14,61,1,,,,,,0,16,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000028,All,14,61,1,,,,,,0,17,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000029,All,14,61,1,,,,,,0,18,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000030,All,14,61,1,,,,,,0,19,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000031,All,14,61,1,,,,,,0,20,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000032,All,14,61,1,,,,,,0,21,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000033,All,14,61,1,,,,,,0,22,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000034,All,14,61,1,,,,,,0,23,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000035,All,14,61,1,,,,,,0,24,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000036,All,14,61,1,,,,,,0,25,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000037,All,14,61,1,,,,,,0,26,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000038,All,14,61,1,,,,,,0,27,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000039,All,14,61,1,,,,,,0,28,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000040,All,14,61,1,,,,,,0,29,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000041,All,14,61,1,,,,,,0,30,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000042,All,14,61,1,,,,,,0,31,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000043,All,14,61,1,,,,,,0,32,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000044,All,14,61,1,,,,,,0,33,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000045,All,14,61,1,,,,,,0,34,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000046,All,14,61,1,,,,,,0,35,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000047,All,14,61,1,,,,,,0,36,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000048,All,14,61,1,,,,,,0,37,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000049,All,14,61,1,,,,,,0,38,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000050,All,14,61,1,,,,,,0,39,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000051,All,14,61,1,,,,,,0,40,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000052,All,14,61,1,,,,,,0,41,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000053,All,14,61,1,,,,,,0,42,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000054,All,14,61,1,,,,,,0,43,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000055,All,14,61,1,,,,,,0,44,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000056,All,14,61,1,,,,,,0,45,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000057,All,14,61,1,,,,,,0,46,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000058,All,14,61,1,,,,,,0,47,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000059,All,14,61,1,,,,,,0,48,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000060,All,14,61,1,,,,,,0,49,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000061,All,14,61,1,,,,,,0,50,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000062,All,14,61,1,,,,,,0,51,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000063,All,14,61,1,,,,,,0,52,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000064,All,14,61,1,,,,,,0,53,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000065,All,14,61,1,,,,,,0,54,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000066,All,14,61,1,,,,,,0,55,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000067,All,14,61,1,,,,,,0,56,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000068,All,14,61,1,,,,,,0,57,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000069,All,14,61,1,,,,,,0,58,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000070,All,14,61,1,,,,,,0,59,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
