Id,SkillId,CollisionUnitGroup,CollisionUnitType,CollisionUnitParam,TargetType,EffectType,EffectParam,EffectGrowth1,EffectGrowth2,PointCount
400311,40031,,6,,12,37,40031,,,
400321,40032,,6,,12,38,40032,,,
400331,40033,,6,,12,39,40033,,,
400341,40034,,6,,12,40,40034,,,
400351,40035,,6,,12,41,40035,,,
400361,40036,,6,,12,42,40036,,,
400371,40037,,6,,12,43,40037,,,
400381,40038,,6,,12,44,40038,,,
400391,40039,,6,,12,45,40039,,,
400401,40040,,6,,12,46,40040,,,
400411,40041,,6,,12,48,40041,,,
400421,40042,,6,,12,51,40042,,,
400431,40043,,6,,12,52,40043,,,
400441,40044,,6,,12,53,40044,,,
400451,40045,,6,,12,54,40045,,,
400461,40046,,6,,12,58,40046,,,
400471,40047,,6,,12,59,40047,,,
400481,40048,,6,,12,60,40048,,,
400491,40049,,6,,12,61,40049,,,
400501,40050,,6,,12,62,40050,,,
400511,40051,,6,,12,65,40051,,,
400521,40052,,6,,12,66,40052,,,
400531,40053,,6,,12,67,40053,,,
400541,40054,,6,,12,70,40054,,,
400551,40055,,6,,12,75,40055,,,
400561,40056,,6,,12,76,40056,,,
400571,40057,,6,,12,77,40057,,,
400581,40058,,6,,12,78,40058,,,
400591,40059,,6,,12,79,40059,,,
400601,40060,,6,,12,81,40060,,,
400611,40061,,6,,12,87,40061,,,
400621,40062,,6,,12,89,40062,,,
400631,40063,,6,,12,97,40063,,,
400641,40064,,6,,12,98,40064,,,
400651,40065,,6,,12,99,40065,,,
400661,40066,,6,,12,103,40066,,,
400671,40067,,6,,12,104,40067,,,
400681,40068,,6,,12,100,40068,,,
400691,40069,,6,,12,101,40069,,,
400701,40070,,6,,12,102,40070,,,
400711,40071,,6,,12,10,40071,,,
400721,40072,,6,,12,11,40072,,,
400731,40073,,6,,12,12,40073,,,
400741,40074,,6,,12,13,40074,,,
500011,50001,,6,,12,16,"0,0,18000,18000",1,1,
500021,50002,,6,,12,16,"0,0,16300,16300",1,1,
500031,50003,,6,,12,16,"0,0,18000,18000",1,1,
500041,50004,,6,,12,16,"0,0,14700,14700",1,1,
500051,50005,,6,,12,16,"0,0,18000,18000",1,1,
500061,50006,,6,,12,16,"0,0,18000,18000",1,1,
500071,50007,,6,,12,16,"0,0,18000,18000",1,1,
500081,50008,,6,,12,16,"0,0,18000,18000",1,1,
500091,50009,,6,,12,69,50004,,,
500101,50010,,6,,12,16,"0,0,18000,18000",1,1,
500111,50011,,6,,12,69,50001,,,
500121,50012,,6,,12,16,"0,0,13300,13300",1,1,
500131,50013,,6,,12,16,"0,0,18000,18000",1,1,
500141,50014,,6,,12,69,50005,,,
500151,50015,,6,,12,17,"0,0,14700,14700",1,1,
500161,50016,,6,,12,16,"0,0,18000,18000",1,1,
500171,50017,,6,,12,16,"0,0,18000,18000",1,1,
500181,50018,,6,,12,16,"0,0,15000,15000",1,1,
500191,50019,,6,,12,16,"0,0,10300,10300",1,1,
500201,50020,,6,,12,16,"0,0,18000,18000",1,1,
500211,50021,,6,,12,16,"0,0,18000,18000",1,1,
500221,50022,,6,,12,16,"0,0,13000,13000",1,1,
500231,50023,,6,,12,16,"0,0,16700,16700",1,1,
500241,50024,,6,,12,16,"0,0,18000,18000",1,1,
500251,50025,,6,,12,16,"0,0,16700,16700",1,1,
500261,50026,,6,,12,16,"0,0,16000,16000",1,1,
500271,50027,,6,,12,69,50004,,,
500281,50028,,6,,12,16,"0,0,18000,18000",1,1,
500291,50029,,6,,12,16,"0,0,18000,18000",1,1,
500301,50030,,6,,12,16,"0,0,18700,18700",1,1,
500311,50031,,6,,12,16,"0,0,13300,13300",1,1,
500321,50032,,6,,12,16,"0,0,18000,18000",1,1,
500331,50033,,6,,12,16,"0,0,18000,18000",1,1,
500341,50034,,6,,12,16,"0,0,18000,18000",1,1,
500351,50035,,6,,12,16,"0,0,10000,10000",1,1,
500361,50036,,6,,12,16,"0,0,18000,18000",1,1,
500371,50037,,6,,12,16,"0,0,18000,18000",1,1,
500381,50038,,6,,12,16,"0,0,18000,18000",1,1,
500391,50039,,6,,12,16,"0,0,25000,25000",1,1,
500401,50040,,6,,12,16,"0,0,14000,14000",1,1,
500411,50041,,6,,12,16,"0,0,16700,16700",1,1,
500421,50042,,6,,12,16,"0,0,16700,16700",1,1,
500431,50043,,6,,12,16,"0,0,14000,14000",1,1,
500441,50044,,6,,12,16,"0,0,18000,18000",1,1,
500451,50045,,6,,12,16,"0,0,16700,16700",1,1,
500461,50046,,6,,12,16,"0,0,13300,13300",1,1,
500471,50047,,6,,12,16,"0,0,18000,18000",1,1,
500481,50048,,6,,12,16,"0,0,18000,18000",1,1,
500491,50049,,6,,12,16,"0,0,15000,15000",1,1,
500501,50050,,6,,12,16,"0,0,10000,10000",1,1,
500511,50051,,6,,12,16,"0,0,17300,17300",1,1,
500521,50052,,6,,12,16,"0,0,10000,10000",1,1,
500531,50053,,6,,12,16,"0,0,18000,18000",1,1,
500541,50054,,6,,12,16,"0,0,18000,18000",1,1,
500551,50055,,6,,12,16,"0,0,12300,12300",1,1,
500561,50056,,6,,12,17,"0,0,18000,18000",1,1,
500571,50057,,6,,12,16,"0,0,18000,18000",1,1,
500581,50058,,6,,12,17,"0,0,16700,16700",1,1,
500601,50060,,6,,12,17,"0,0,15000,15000",1,1,
500611,50061,,6,,12,17,"0,0,14700,14700",1,1,
500621,50062,,6,,12,17,"0,0,12700,12700",1,1,
500631,50063,,6,,12,16,"0,0,18000,18000",1,1,
500641,50064,,6,,12,69,50004,,,
500651,50065,,6,,12,16,"0,0,18700,18700",1,1,
500661,50066,,6,,12,17,"0,0,18000,18000",1,1,
500671,50067,,6,,12,16,"0,0,20000,20000",1,1,
500681,50068,,6,,12,16,"0,0,17000,17000",1,1,
500691,50069,,6,,12,16,"0,0,18000,18000",1,1,
500701,50070,,6,,12,16,"0,0,18000,18000",1,1,
500711,50071,,6,,12,16,"0,0,18000,18000",1,1,
500721,50072,,6,,12,16,"0,0,18000,18000",1,1,
500731,50073,,6,,12,16,"0,0,18000,18000",1,1,
500741,50074,,6,,12,16,"0,0,17000,17000",1,1,
500742,50074,,6,,12,8,50074,1,1,
500751,50075,,6,,12,17,"0,0,13000,13000",1,1,
500761,50076,,6,,12,16,"0,0,15000,15000",1,1,
500771,50077,,6,,12,16,"0,0,18000,18000",1,1,
500781,50078,,6,,12,16,"0,0,14300,14300",1,1,
500791,50079,,6,,12,16,"0,0,14000,14000",1,1,
500801,50080,,6,,12,16,"0,0,14700,14700",1,1,
500811,50081,,6,,12,16,"0,0,12700,12700",1,1,
500821,50082,,6,,12,17,"0,0,13700,13700",1,1,
500831,50083,,6,,12,16,"0,0,18000,18000",1,1,
500841,50084,,6,,12,16,"0,0,18000,18000",1,1,
500851,50085,,6,,12,17,"0,0,18000,18000",1,1,
500861,50086,,6,,12,16,"0,0,18000,18000",1,1,
500871,50087,,6,,12,16,"0,0,13700,13700",1,1,
500881,50088,,6,,12,69,50001,,,
500891,50089,,6,,12,16,"0,0,16700,16700",1,1,
500901,50090,,6,,12,17,"0,0,18000,18000",1,1,
500911,50091,,6,,12,16,"0,0,18000,18000",1,1,
500921,50092,,6,,12,17,"0,0,16700,16700",1,1,
500931,50093,,6,,12,16,"0,0,16000,16000",1,1,
500941,50094,,6,,12,16,"0,0,13300,13300",1,1,
500951,50095,,6,,12,16,"0,0,18000,18000",1,1,
500961,50096,,6,,12,16,"0,0,16700,16700",1,1,
500971,50097,,6,,12,16,"0,0,18000,18000",1,1,
500981,50098,,6,,12,16,"0,0,18000,18000",1,1,
500991,50099,,6,,12,16,"0,0,13300,13300",1,1,
501001,50100,,6,,12,16,"0,0,18000,18000",1,1,
501011,50101,,6,,12,17,"0,0,10000,10000",1,1,
501021,50102,,6,,12,16,"0,0,18000,18000",1,1,
501031,50103,,6,,12,69,50005,,,
501041,50104,,6,,12,16,"0,0,20000,20000",1,1,
501051,50105,,6,,12,16,"0,0,15000,15000",1,1,
501061,50106,,6,,12,16,"0,0,15700,15700",1,1,
501071,50107,,6,,12,16,"0,0,11700,11700",1,1,
501081,50108,,6,,12,16,"0,0,18000,18000",1,1,
501091,50109,,6,,12,16,"0,0,18000,18000",1,1,
501101,50110,,6,,12,16,"0,0,10000,10000",1,1,
501111,50111,,6,,12,16,"0,0,10000,10000",1,1,
501121,50112,,6,,12,16,"0,0,10000,10000",1,1,
501131,50113,,6,,12,16,"0,0,10000,10000",1,1,
501141,50114,,6,,12,16,"0,0,8000,8000",1,1,
501151,50115,,6,,12,16,"0,0,10000,10000",1,1,
501161,50116,,6,,12,16,"0,0,10000,10000",1,1,
501171,50117,,6,,12,16,"0,0,10000,10000",1,1,
501181,50118,,6,,12,16,"0,0,10000,10000",1,1,
501191,50119,,6,,12,16,"0,0,8000,8000",1,1,
501201,50120,,6,,12,16,"0,0,2000,2000",1,1,
501211,50121,,6,,12,16,"0,0,3000,3000",1,1,
501221,50122,,6,,12,16,"0,0,18000,18000",1,1,
501231,50123,,6,,12,16,"0,0,18000,18000",1,1,
501241,50124,,6,,12,16,"0,0,19550,19550",1,1,
501251,50125,,6,,12,16,"0,0,18000,18000",1,1,
501261,50126,,6,,12,16,"0,0,18000,18000",1,1,
501271,50127,,6,,12,16,"0,0,25000,25000",1,1,
501281,50128,,6,,12,16,"0,0,25000,25000",1,1,
501291,50129,,6,,12,16,"0,0,30000,30000",1,1,
501301,50130,,6,,12,16,"0,0,20000,20000",1,1,
501311,50131,,6,,12,16,"0,0,18000,18000",1,1,
501321,50132,,6,,12,16,"0,0,18000,18000",1,1,
501331,50133,,6,,12,16,"0,0,18000,18000",1,1,
501341,50134,,6,,12,16,"0,0,15000,15000",1,1,
501351,50135,,6,,12,16,"0,0,18000,18000",1,1,
501361,50136,,6,,12,16,"0,0,18000,18000",1,1,
501371,50137,,6,,12,16,"0,0,18000,18000",1,1,
501381,50138,,6,,12,16,"0,0,18330,18330",1,1,
501391,50139,,6,,12,16,"0,0,18000,18000",1,1,
501401,50140,,6,,12,16,"0,0,10000,10000",1,1,
501411,50141,,6,,12,16,"0,0,10000,10000",1,1,
501421,50142,,6,,12,16,"0,0,10000,10000",1,1,
501431,50143,,6,,12,16,"0,0,10000,10000",1,1,
501441,50144,,6,,12,16,"0,0,10000,10000",1,1,
501451,50145,,6,,12,16,"0,0,10000,10000",1,1,
501461,50146,,6,,12,16,"0,0,10000,10000",1,1,
501471,50147,,6,,12,16,"0,0,10000,10000",1,1,
501481,50148,,6,,12,16,"0,0,10000,10000",1,1,
501491,50149,,6,,12,16,"0,0,10000,10000",1,1,
501501,50150,,6,,12,16,"0,0,9310,9310",1,1,
501511,50151,,6,,12,16,"0,0,9310,9310",1,1,
501521,50152,,6,,12,16,"0,0,10640,10640",1,1,
501531,50153,,6,,12,16,"0,0,8778,8778",1,1,
501541,50154,,6,,12,16,"0,0,9310,9310",1,1,
501551,50155,,6,,12,16,"0,0,19019,19019",1,1,
501561,50156,,6,,12,17,"0,0,7980,7980",1,1,
501571,50157,,6,,12,17,"0,0,7581,7581",1,1,
501581,50158,,6,,12,17,"0,0,13300,13300",1,1,
501591,50159,,6,,12,17,"0,0,25270,25270",1,1,
501601,50160,,6,,12,16,"0,0,13300,13300",1,1,
501611,50161,,6,,12,16,"0,0,10640,10640",1,1,
501621,50162,,6,,12,16,"0,0,11970,11970",1,1,
501631,50163,,6,,12,16,"0,0,17290,17290",1,1,
501641,50164,,6,,12,16,"0,0,8379,8379",1,1,
501651,50165,,6,,12,16,"0,0,8911,8911",1,1,
501661,50166,,6,,12,16,"0,0,7581,7581",1,1,
501671,50167,,6,,12,16,"0,0,8379,8379",1,1,
501681,50168,,6,,12,16,"0,0,10241,10241",1,1,
501691,50169,,6,,12,16,"0,0,23940,23940",1,1,
501701,50170,,6,,12,16,"0,0,10000,10000",1,1,
501711,50171,,6,,12,16,"0,0,10000,10000",1,1,
501721,50172,,6,,12,16,"0,0,10000,10000",1,1,
501731,50173,,6,,12,16,"0,0,10000,10000",1,1,
501741,50174,,6,,12,16,"0,0,9310,9310",1,1,
501751,50175,,6,,12,16,"0,0,9310,9310",1,1,
501761,50176,,6,,12,16,"0,0,10640,10640",1,1,
501771,50177,,6,,12,16,"0,0,8778,8778",1,1,
501781,50178,,6,,12,16,"0,0,9310,9310",1,1,
501791,50179,,6,,12,16,"0,0,19019,19019",1,1,
501801,50180,,6,,12,16,"0,0,8379,8379",1,1,
501811,50181,,6,,12,16,"0,0,6650,6650",1,1,
501821,50182,,6,,12,16,"0,0,11970,11970",1,1,
501831,50183,,6,,12,16,"0,0,14364,14364",1,1,
501841,50184,,6,,12,16,"0,0,14630,14630",1,1,
501851,50185,,6,,12,16,"0,0,15960,15960",1,1,
501861,50186,,6,,12,16,"0,0,5000,5000",1,1,
501871,50187,,6,,12,16,"0,0,18000,18000",1,1,
501881,50188,,6,,12,16,"0,0,18000,18000",1,1,
501891,50189,,6,,12,16,"0,0,5000,5000",1,1,
501892,50189,,6,,12,8,720361,,,
5018911,501891,,6,,12,16,"0,0,5000,5000",1,1,
501901,50190,,6,,12,16,"0,0,18000,18000",1,1,
501911,50191,,6,,12,16,"0,0,30000,30000",1,1,
580011,58001,,6,,12,16,"0,0,10000,10000",1,1,
580021,58002,,6,,12,16,"0,0,10000,10000",1,1,
580031,58003,,6,,12,47,30005,,,
580041,58004,,6,,12,69,50001,,,
580051,58005,,6,,12,16,"0,0,10000,10000",,,
580061,58006,,6,,12,16,"0,0,10000,10000",,,
580111,58011,,6,,12,16,"0,0,10000,10000",,,
580121,58012,,6,,12,69,50004,,,
580211,58021,,6,,12,69,50006,,,
580221,58022,,6,,12,69,50007,,,
580231,58023,,6,,12,16,"0,0,10000,10000",,,
580241,58024,,6,,12,16,"0,0,10000,10000",,,
580311,58031,,6,,12,16,"0,0,10000,10000",,,
580321,58032,,6,,12,69,50007,,,
580331,58033,,6,,12,16,"0,0,10000,10000",,,
580341,58034,,6,,12,16,"0,0,10000,10000",,,
580411,58041,,6,,12,16,"0,0,10000,10000",,,
580511,58051,,6,,12,69,50001,,,
580611,58061,,6,,12,16,"0,0,10000,10000",,,
580711,58071,,6,,12,16,"0,0,10000,10000",,,
580721,58072,,6,,12,69,50003,,,
580811,58081,,6,,12,69,50005,,,
580911,58091,,6,,12,16,"0,0,10000,10000",,,
581011,58101,,6,,12,69,50004,,,
581111,58111,,6,,12,16,"0,0,10000,10000",,,
581211,58121,,6,,12,16,"0,0,10000,10000",,,
581311,58131,,6,,12,16,"0,0,10000,10000",,,
581411,58141,,6,,12,69,50006,,,
581511,58151,,6,,12,16,"0,0,10000,10000",,,
581521,58152,,6,,12,16,"0,0,10000,10000",,,
581531,58153,,6,,12,16,"0,0,10000,10000",,,
581611,58161,,6,,12,16,"0,0,10000,10000",,,
581621,58162,,6,,12,16,"0,0,10000,10000",,,
581631,58163,,6,,12,16,"0,0,10000,10000",,,
581641,58164,,6,,12,16,"0,0,10000,10000",,,
581651,58165,,6,,12,16,"0,0,31600,31600",,,
581661,58166,,6,,12,16,"0,0,40000,40000",,,
581671,58167,,6,,12,16,"0,0,18000,18000",,,
581681,58168,,6,,12,16,"0,0,22000,22000",,,
581691,58169,,6,,12,16,"0,0,18000,18000",,,
581701,58170,,6,,12,69,50003,,,
581711,58171,,6,,12,16,"0,0,18000,18000",,,
581721,58172,,6,,12,16,"0,0,18000,18000",,,
581731,58173,,6,,12,16,"0,0,18000,18000",,,
581741,58174,,6,,12,69,50001,,,
581751,58175,,6,,12,69,50005,,,
581761,58176,,6,,12,47,"58176,2000,1,0,360",,,
581762,58176,,6,,12,47,"58176,2000,1,0,360",,,
581763,58176,,6,,12,47,"58176,2000,1,0,360",,,
581764,58176,,6,,12,47,"58176,2000,1,0,360",,,
581765,58176,,6,,12,47,"58176,2000,1,0,360",,,
581771,58177,,6,,12,16,"0,0,24800,24800",,,
581772,58177,,6,,12,8,1001,,,
581781,58178,,6,,12,16,"0,0,40000,40000",,,
581791,58179,,6,,12,16,"0,0,30800,30800",,,
581801,58180,,6,,12,16,"0,0,42900,42900",,,
581811,58181,,6,,12,16,"0,0,28500,28500",,,
581821,58182,,6,,12,47,58182,,,
581831,58183,,6,,12,16,"0,0,18000,18000",,,
581841,58184,,6,,12,16,"0,0,18000,18000",,,
581851,58185,,6,,12,16,"0,0,21600,21600",,,
600011,60001,,6,,12,16,"0,0,17600,17600",1,1,
600021,60002,,6,,12,16,"0,0,25200,25200",1,1,
600031,60003,,6,,12,16,"0,0,21600,21600",1,1,
600041,60004,,6,,12,16,"0,0,17000,17000",1,1,
600051,60005,,6,,12,16,"0,0,21600,21600",1,1,
600061,60006,,6,,12,16,"0,0,17400,17400",1,1,
600071,60007,,6,,12,16,"0,0,22400,22400",1,1,
600081,60008,,6,,12,16,"0,0,19000,19000",1,1,
600091,60009,,6,,12,16,"0,0,21600,21600",1,1,
600101,60010,,6,,12,16,"0,0,30000,30000",1,1,
600111,60011,,6,,12,16,"0,0,30000,30000",1,1,
600121,60012,,6,,12,17,"0,0,17000,17000",1,1,
600131,60013,,6,,12,16,"0,0,14000,14000",1,1,
600141,60014,,6,,12,16,"0,0,24000,24000",1,1,
600151,60015,,6,,12,16,"0,0,44000,44000",1,1,
600161,60016,,6,,12,16,"0,0,11500,11500",1,1,
600171,60017,,6,,12,16,"0,0,19000,19000",1,1,
600181,60018,,6,,12,16,"0,0,30000,30000",1,1,
600191,60019,,6,,12,16,"0,0,20000,20000",1,1,
600201,60020,,6,,12,16,"0,0,18000,18000",1,1,
600211,60021,,6,,12,16,"0,0,20700,20700",1,1,
600221,60022,,6,,12,16,"0,0,14500,14500",1,1,
600231,60023,,6,,12,16,"0,0,21600,21600",1,1,
600241,60024,,6,,12,16,"0,0,25500,25500",1,1,
600251,60025,,6,,12,16,"0,0,15000,15000",1,1,
600261,60026,,6,,12,16,"0,0,25000,25000",1,1,
600271,60027,,6,,12,16,"0,0,9800,9800",1,1,
600281,60028,,6,,12,16,"0,0,15000,15000",1,1,
600291,60029,,6,,12,16,"0,0,22000,22000",1,1,
600301,60030,,6,,12,16,"0,0,21600,21600",1,1,
600311,60031,,6,,12,16,"0,0,10300,10300",1,1,
600321,60032,,6,,12,16,"0,0,22400,22400",1,1,
600331,60033,,6,,12,16,"0,0,30300,30300",1,1,
600341,60034,,6,,12,16,"0,0,21600,21600",1,1,
600351,60035,,6,,12,16,"0,0,13000,13000",1,1,
600361,60036,,6,,12,16,"0,0,25200,25200",1,1,
600371,60037,,6,,12,16,"0,0,17600,17600",1,1,
600381,60038,,6,,12,16,"0,0,24000,24000",1,1,
600391,60039,,6,,12,16,"0,0,16200,16200",1,1,
600401,60040,,6,,12,16,"0,0,25000,25000",1,1,
600411,60041,,6,,12,16,"0,0,23600,23600",1,1,
600421,60042,,6,,12,16,"0,0,16600,16600",1,1,
600431,60043,,6,,12,16,"0,0,7800,7800",1,1,
600441,60044,,6,,12,16,"0,0,16600,16600",1,1,
600451,60045,,6,,12,16,"0,0,21700,21700",1,1,
600461,60046,,6,,12,16,"0,0,21700,21700",1,1,
600471,60047,,6,,12,16,"0,0,19000,19000",1,1,
600481,60048,,6,,12,16,"0,0,24000,24000",1,1,
600491,60049,,6,,12,16,"0,0,30000,30000",1,1,
600501,60050,,6,,12,17,"0,0,23000,23000",1,1,
600511,60051,,6,,12,17,"0,0,34400,34400",1,1,
600521,60052,,6,,12,17,"0,0,26000,26000",1,1,
600531,60053,,6,,12,17,"0,0,9000,9000",1,1,
600541,60054,,6,,12,16,"0,0,21600,21600",1,1,
600551,60055,,6,,12,16,"0,0,25000,25000",1,1,
600561,60056,,6,,12,16,"0,0,36000,36000",1,1,
600571,60057,,6,,12,16,"0,0,26000,26000",1,1,
600581,60058,,6,,12,16,"0,0,30000,30000",1,1,
600591,60059,,6,,12,16,"0,0,30000,30000",1,1,
600601,60060,,6,,12,16,"0,0,22200,22200",1,1,
600611,60061,,6,,12,16,"0,0,30000,30000",1,1,
600621,60062,,6,,12,16,"0,0,30000,30000",1,1,
600631,60063,,6,,12,16,"0,0,21600,21600",1,1,
600641,60064,,6,,12,17,"0,0,15000,15000",1,1,
600651,60065,,6,,12,16,"0,0,19000,19000",1,1,
600661,60066,,6,,12,16,"0,0,21600,21600",1,1,
600671,60067,,6,,12,16,"0,0,19500,19500",1,1,
600681,60068,,6,,12,16,"0,0,21600,21600",1,1,
600691,60069,,6,,12,16,"0,0,36000,36000",1,1,
600701,60070,,6,,12,16,"0,0,20500,20500",1,1,
600711,60071,,6,,12,17,"0,0,11800,11800",1,1,
600721,60072,,6,,12,16,"0,0,24000,24000",1,1,
600731,60073,,6,,12,17,"0,0,17000,17000",1,1,
600741,60074,,6,,12,16,"0,0,25200,25200",1,1,
600751,60075,,6,,12,16,"0,0,20000,20000",1,1,
600761,60076,,6,,12,17,"0,0,30400,30400",1,1,
600771,60077,,6,,12,17,"0,0,50600,50600",1,1,
600781,60078,,6,,12,17,"0,0,24000,24000",1,1,
600791,60079,,6,,12,16,"0,0,21600,21600",1,1,
600801,60080,,6,,12,16,"0,0,21600,21600",1,1,
600811,60081,,6,,12,16,"0,0,30000,30000",1,1,
600821,60082,,6,,12,16,"0,0,17600,17600",1,1,
600831,60083,,6,,12,16,"0,0,12000,12000",1,1,
600841,60084,,6,,12,16,"0,0,21600,21600",1,1,
600851,60085,,6,,12,16,"0,0,21200,21200",1,1,
600861,60086,,6,,12,16,"0,0,25200,25200",1,1,
600871,60087,,6,,12,16,"0,0,30000,30000",1,1,
600881,60088,,6,,12,16,"0,0,12000,12000",1,1,
600891,60089,,6,,12,16,"0,0,12000,12000",1,1,
600901,60090,,6,,12,16,"0,0,8000,8000",1,1,
600911,60091,,6,,12,16,"0,0,12000,12000",1,1,
600921,60092,,6,,12,16,"0,0,12000,12000",1,1,
600931,60093,,6,,12,16,"0,0,8000,8000",1,1,
600941,60094,,6,,12,16,"0,0,12000,12000",1,1,
1600181,160018,,6,,12,16,"0,0,30000,30000",1,1,
1600321,160032,,6,,12,16,"0,0,22400,22400",1,1,
1600331,160033,,6,,12,16,"0,0,30300,30300",1,1,
1600561,160056,,6,,12,16,"0,0,36000,36000",1,1,
600951,60095,,6,,12,84,,,,
600961,60096,,6,,12,47,"60096,0,2000",,,
600971,60097,,6,,12,47,"60097,0,2400",1,1,
600981,60098,,6,,12,16,"0,0,30000,30000",1,1,
600991,60098,,6,,12,8,60099,,,
600992,60099,,6,,12,16,"0,0,38000,38000",1,1,
601001,60100,,6,,12,47,"60100,0,2100",,,
601011,60101,,6,,12,16,"0,0,24400,24400",1,1,
601021,60102,,6,,12,16,"0,0,43000,43000",1,1,
601031,60103,,6,,12,8,60103,,,
601041,60104,,6,,12,16,"0,0,42500,42500",1,1,
601042,60104,,6,,12,8,1001,,,
601051,60105,,6,,12,16,"0,0,42000,42000",1,1,
601061,60106,,6,,12,45,"0,0,10000,10000",1,1,
601071,60107,,6,,12,69,60107,,,
601081,60108,,6,,12,16,"0,0,10000,10000",1,1,
601082,60108,,6,,12,8,14232,,,
601091,60109,,6,,12,69,60109,,,
601101,60110,,6,,12,16,"0,0,20000,20000",1,1,
601111,60111,,6,,12,17,"0,0,20000,20000",1,1,
601121,60112,,6,,12,16,"0,0,10000,10000",1,1,
601122,60112,,6,,12,8,10111,,,
601131,60113,,6,,12,16,"0,0,23000,23000",1,1,
601132,60113,,6,,12,8,1003,1,1,
601133,60113,,6,,12,53,"100000,100000",1,1,
601141,60114,,6,,12,16,"0,0,32000,32000",1,1,
601142,60114,,6,,12,8,50010,1,1,
601143,60114,,6,,12,53,"100000,100000",1,1,
601151,60115,,6,,12,47,"60115,0,2950",1,1,
601161,60116,,6,,12,16,"0,0,10000,10000",1,1,
601171,60117,,6,,12,17,"0,0,10000,10000",1,1,
601172,60117,,6,,12,8,1001,,,
601181,60118,,6,,12,8,60118,,,
601211,60121,,6,,12,16,"0,0,14300,14300",1,1,
601221,60122,,6,,12,16,"0,0,19500,19500",1,1,
710111,71011,,6,,12,16,"0,0,18000,18000",1,1,
710121,71012,,6,,12,16,"0,0,42500,42500",1,1,
710122,71012,,6,,12,8,1001,,,
710131,71013,,6,,12,16,"0,0,42000,42000",1,1,
710132,71013,,6,,12,8,1001,,,
710211,71021,,6,,12,16,"0,0,18000,18000",1,1,
710221,71022,,6,,12,16,"0,0,45200,45200",1,1,
710222,71022,,6,,12,8,1001,,,
710231,71023,,6,,12,16,"0,0,40000,40000",1,1,
710232,71023,,6,,12,8,71023,,,
710311,71031,,6,,12,16,"0,0,18000,18000",1,1,
710321,71032,,6,,12,47,71032,,,
710331,71033,,6,,12,84,0,,,
710411,71041,,6,,12,16,"0,0,18300,18300",1,1,
710421,71042,,6,,12,16,"0,0,24400,24400",1,1,
710422,71042,,6,,12,8,1001,,,
710431,71043,,6,,12,16,"0,0,44000,44000",1,1,
710432,71043,,6,,12,8,1001,,,
710511,71051,,6,,12,16,"0,0,18000,18000",1,1,
710521,71052,,6,,12,16,"0,0,43000,43000",1,1,
710522,71052,,6,,12,8,50006,,,
710531,71053,,6,,12,84,0,,,
710611,71061,,6,,12,16,"0,0,26000,26000",1,1,
710621,71062,,6,,12,16,"0,0,35000,35000",1,1,
710622,71062,,6,,12,8,50006,,,
710623,71062,,6,,12,8,1001,,,
710631,71063,,6,,12,16,"0,0,38000,38000",1,1,
710711,71071,,6,,12,16,"0,0,26000,26000",1,1,
710721,71072,,6,,12,47,71072,,,
710731,71073,,6,,12,47,71073,1,1,
711111,71111,,6,,12,16,"0,0,18000,18000",1,1,
711121,71112,,6,,12,16,"0,0,42500,42500",1,1,
711122,71112,,6,,12,8,1001,,,
711131,71113,,6,,12,16,"0,0,42000,42000",1,1,
711132,71113,,6,,12,8,1001,,,
711211,71121,,6,,12,16,"0,0,18000,18000",1,1,
711221,71122,,6,,12,16,"0,0,45200,45200",1,1,
711222,71122,,6,,12,8,1001,,,
711231,71123,,6,,12,16,"0,0,40000,40000",1,1,
711232,71123,,6,,12,8,71023,,,
711311,71131,,6,,12,16,"0,0,18000,18000",1,1,
711321,71132,,6,,12,47,71032,,,
711331,71133,,6,,12,84,0,,,
711411,71141,,6,,12,16,"0,0,18300,18300",1,1,
711421,71142,,6,,12,16,"0,0,24400,24400",1,1,
711422,71142,,6,,12,8,1001,,,
711431,71143,,6,,12,16,"0,0,44000,44000",1,1,
711432,71143,,6,,12,8,1001,,,
711511,71151,,6,,12,16,"0,0,18000,18000",1,1,
711521,71152,,6,,12,16,"0,0,43000,43000",1,1,
711522,71152,,6,,12,8,50006,,,
711531,71153,,6,,12,84,0,,,
711611,71161,,6,,12,16,"0,0,26000,26000",1,1,
711621,71162,,6,,12,16,"0,0,35000,35000",1,1,
711622,71162,,6,,12,8,50006,,,
711623,71162,,6,,12,8,1001,,,
711631,71163,,6,,12,16,"0,0,38000,38000",1,1,
711711,71171,,6,,12,16,"0,0,26000,26000",1,1,
711721,71172,,6,,12,47,71072,,,
711731,71173,,6,,12,47,71073,1,1,
712111,71211,,6,,12,16,"0,0,18000,18000",1,1,
712121,71212,,6,,12,16,"0,0,42500,42500",1,1,
712122,71212,,6,,12,8,1001,,,
712131,71213,,6,,12,16,"0,0,42000,42000",1,1,
712132,71213,,6,,12,8,1001,,,
712211,71221,,6,,12,16,"0,0,18000,18000",1,1,
712221,71222,,6,,12,16,"0,0,45200,45200",1,1,
712222,71222,,6,,12,8,1001,,,
712231,71223,,6,,12,16,"0,0,40000,40000",1,1,
712232,71223,,6,,12,8,71023,,,
712311,71231,,6,,12,16,"0,0,18000,18000",1,1,
712321,71232,,6,,12,47,71032,,,
712331,71233,,6,,12,84,0,,,
712411,71241,,6,,12,16,"0,0,18300,18300",1,1,
