Level,ContentsType,RewardType1,RewardCount1,RewardCount2
183,1,1,1400,2000
184,1,5,43750,62500
184,1,1,1400,2000
185,1,5,43820,62600
185,1,1,1400,2000
186,1,5,43960,62800
186,1,1,1400,2000
187,1,5,44030,62900
187,1,1,1400,2000
188,1,5,44170,63100
188,1,1,1400,2000
189,1,5,44310,63300
189,1,1,1400,2000
190,1,5,44450,63500
190,1,1,1400,2000
191,1,5,44590,63700
191,1,1,1400,2000
192,1,5,44800,64000
192,1,1,1400,2000
193,1,5,44940,64200
193,1,1,1400,2000
194,1,5,45150,64500
194,1,1,1400,2000
195,1,5,45430,64900
195,1,1,1400,2000
196,1,5,45640,65200
196,1,1,1400,2000
197,1,5,45920,65600
197,1,1,1750,2500
198,1,5,46200,66000
198,1,1,1750,2500
199,1,5,46480,66400
199,1,1,1750,2500
200,1,5,46830,66900
200,1,1,1750,2500
201,1,5,47180,67400
201,1,1,1750,2500
202,1,5,47530,67900
202,1,1,1750,2500
203,1,5,47880,68400
203,1,1,1750,2500
204,1,5,48370,69100
204,1,1,1750,2500
205,1,5,48790,69700
205,1,1,1750,2500
206,1,5,49280,70400
206,1,1,1750,2500
207,1,5,49280,70400
207,1,1,1750,2500
208,1,5,49280,70400
208,1,1,1750,2500
209,1,5,49350,70500
209,1,1,1750,2500
210,1,5,49420,70600
210,1,1,1750,2500
211,1,5,49490,70700
211,1,1,1750,2500
212,1,5,49630,70900
212,1,1,1750,2500
213,1,5,49770,71100
213,1,1,1750,2500
214,1,5,49910,71300
214,1,1,1750,2500
215,1,5,50120,71600
215,1,1,1750,2500
216,1,5,50330,71900
216,1,1,1750,2500
217,1,5,50540,72200
217,1,1,1750,2500
218,1,5,50750,72500
218,1,1,1750,2500
219,1,5,51030,72900
219,1,1,1750,2500
220,1,5,51310,73300
220,1,1,1750,2500
221,1,5,51660,73800
221,1,1,1750,2500
222,1,5,51940,74200
222,1,1,1750,2500
223,1,5,52290,74700
223,1,1,1750,2500
224,1,5,52710,75300
224,1,1,1750,2500
225,1,5,53060,75800
225,1,1,1750,2500
226,1,5,53480,76400
226,1,1,1750,2500
227,1,5,53970,77100
227,1,1,1750,2500
228,1,5,54390,77700
228,1,1,1750,2500
229,1,5,54880,78400
229,1,1,1750,2500
230,1,5,55370,79100
230,1,1,1750,2500
231,1,5,55860,79800
231,1,1,1750,2500
232,1,5,56420,80600
232,1,1,1750,2500
233,1,5,56910,81300
233,1,1,1750,2500
234,1,5,57470,82100
234,1,1,1750,2500
235,1,5,58030,82900
235,1,1,1750,2500
236,1,5,58380,83400
236,1,1,1750,2500
237,1,5,58730,83900
237,1,1,1750,2500
238,1,5,59010,84300
238,1,1,1750,2500
239,1,5,59150,84500
239,1,1,1750,2500
240,1,5,59290,84700
240,1,1,1750,2500
241,1,5,59290,84700
241,1,1,1750,2500
242,1,5,60200,86000
242,1,1,1750,2500
243,1,5,61040,87200
243,1,1,1750,2500
244,1,5,61880,88400
244,1,1,1750,2500
245,1,5,62650,89500
245,1,1,1750,2500
246,1,5,63420,90600
246,1,1,1750,2500
247,1,5,64120,91600
247,1,1,1750,2500
248,1,5,64820,92600
248,1,1,1750,2500
249,1,5,65450,93500
249,1,1,1750,2500
250,1,5,66080,94400
250,1,1,1750,2500
251,1,5,66640,95200
251,1,1,1750,2500
252,1,5,67200,96000
252,1,1,1750,2500
253,1,5,67760,96800
253,1,1,1750,2500
254,1,5,68250,97500
254,1,1,1750,2500
255,1,5,68740,98200
255,1,1,1750,2500
256,1,5,69230,98900
256,1,1,1750,2500
257,1,5,69650,99500
257,1,1,1750,2500
258,1,5,70000,100000
258,1,1,1750,2500
259,1,5,70420,100600
259,1,1,1750,2500
260,1,5,70770,101100
260,1,1,1750,2500
261,1,5,71120,101600
261,1,1,1750,2500
262,1,5,71470,102100
262,1,1,1750,2500
263,1,5,71750,102500
263,1,1,1750,2500
264,1,5,72030,102900
264,1,1,1750,2500
265,1,5,72310,103300
265,1,1,1750,2500
266,1,5,72520,103600
266,1,1,1750,2500
267,1,5,72800,104000
267,1,1,1750,2500
268,1,5,73010,104300
268,1,1,1750,2500
269,1,5,73220,104600
269,1,1,1750,2500
270,1,5,73360,104800
270,1,1,1750,2500
271,1,5,73570,105100
271,1,1,1750,2500
272,1,5,73710,105300
272,1,1,1750,2500
273,1,5,73850,105500
273,1,1,1750,2500
274,1,5,73990,105700
274,1,1,1750,2500
275,1,5,74130,105900
275,1,1,1750,2500
276,1,5,74270,106100
276,1,1,1750,2500
277,1,5,74340,106200
277,1,1,1750,2500
278,1,5,74480,106400
278,1,1,1750,2500
279,1,5,74550,106500
279,1,1,1750,2500
280,1,5,74620,106600
280,1,1,1750,2500
281,1,5,74690,106700
281,1,1,1750,2500
282,1,5,74760,106800
282,1,1,1750,2500
283,1,5,74830,106900
283,1,1,1750,2500
284,1,5,74900,107000
284,1,1,1750,2500
285,1,5,74970,107100
285,1,1,1750,2500
286,1,5,74970,107100
286,1,1,1750,2500
287,1,5,75040,107200
287,1,1,1750,2500
288,1,5,75040,107200
288,1,1,1750,2500
289,1,5,75110,107300
289,1,1,1750,2500
290,1,5,75110,107300
290,1,1,1750,2500
291,1,5,75110,107300
291,1,1,1750,2500
292,1,5,75180,107400
292,1,1,1750,2500
293,1,5,75180,107400
293,1,1,1750,2500
294,1,5,75180,107400
294,1,1,1750,2500
295,1,5,75180,107400
295,1,1,1750,2500
296,1,5,75180,107400
296,1,1,1750,2500
297,1,5,75250,107500
297,1,1,1750,2500
298,1,5,75250,107500
298,1,1,1750,2500
299,1,5,75250,107500
299,1,1,1750,2500
300,1,5,75250,107500
300,1,1,1750,2500
301,1,5,75250,107500
301,1,1,1750,2500
302,1,5,75250,107500
302,1,1,1750,2500
303,1,5,75250,107500
303,1,1,1750,2500
304,1,5,75250,107500
304,1,1,1750,2500
305,1,5,75250,107500
305,1,1,1750,2500
306,1,5,75250,107500
306,1,1,1750,2500
307,1,5,75250,107500
307,1,1,1750,2500
308,1,5,75250,107500
308,1,1,1750,2500
309,1,5,75250,107500
309,1,1,1750,2500
310,1,5,75250,107500
310,1,1,1750,2500
311,1,5,75250,107500
311,1,1,1750,2500
312,1,5,75250,107500
312,1,1,1750,2500
313,1,5,75250,107500
313,1,1,1750,2500
314,1,5,75250,107500
314,1,1,1750,2500
315,1,5,75250,107500
315,1,1,1750,2500
316,1,5,75250,107500
316,1,1,1750,2500
317,1,5,75250,107500
317,1,1,1750,2500
318,1,5,75250,107500
318,1,1,1750,2500
319,1,5,75250,107500
319,1,1,1750,2500
320,1,5,75250,107500
320,1,1,1750,2500
321,1,5,75250,107500
321,1,1,1750,2500
322,1,5,75250,107500
322,1,1,1750,2500
323,1,5,75250,107500
323,1,1,1750,2500
324,1,5,75250,107500
324,1,1,1750,2500
325,1,5,75250,107500
325,1,1,1750,2500
326,1,5,75250,107500
326,1,1,1750,2500
327,1,5,75250,107500
327,1,1,1750,2500
328,1,5,75250,107500
328,1,1,1750,2500
329,1,5,75250,107500
329,1,1,1750,2500
330,1,5,75250,107500
330,1,1,1750,2500
331,1,5,75250,107500
331,1,1,1750,2500
332,1,5,75320,107600
332,1,1,1750,2500
333,1,5,75320,107600
333,1,1,1750,2500
334,1,5,75320,107600
334,1,1,1750,2500
335,1,5,75320,107600
335,1,1,1750,2500
336,1,5,75320,107600
336,1,1,1750,2500
337,1,5,75390,107700
337,1,1,1750,2500
338,1,5,75390,107700
338,1,1,1750,2500
339,1,5,75390,107700
339,1,1,1750,2500
340,1,5,75460,107800
340,1,1,1750,2500
341,1,5,75460,107800
341,1,1,1750,2500
342,1,5,75460,107800
342,1,1,1750,2500
343,1,5,75530,107900
343,1,1,1750,2500
344,1,5,75530,107900
344,1,1,1750,2500
345,1,5,75600,108000
345,1,1,1750,2500
346,1,5,75600,108000
346,1,1,1750,2500
347,1,5,75670,108100
347,1,1,1750,2500
348,1,5,75740,108200
348,1,1,1750,2500
349,1,5,75810,108300
349,1,1,1750,2500
350,1,5,75810,108300
350,1,1,1750,2500
351,1,5,75880,108400
351,1,1,1750,2500
352,1,5,75950,108500
352,1,1,1750,2500
353,1,5,76020,108600
353,1,1,1750,2500
354,1,5,76090,108700
354,1,1,1750,2500
355,1,5,76230,108900
355,1,1,1750,2500
356,1,5,76300,109000
356,1,1,1750,2500
357,1,5,76370,109100
357,1,1,1750,2500
358,1,5,76510,109300
358,1,1,1750,2500
359,1,5,76580,109400
359,1,1,1750,2500
360,1,5,76720,109600
360,1,1,1750,2500
361,1,5,76860,109800
361,1,1,1750,2500
362,1,5,77000,110000
362,1,1,1750,2500
363,1,5,77140,110200
363,1,1,1750,2500
364,1,5,77280,110400
364,1,1,1750,2500
365,1,5,77420,110600
365,1,1,1750,2500
366,1,5,77560,110800
366,1,1,1750,2500
367,1,5,77770,111100
367,1,1,1750,2500
368,1,5,77910,111300
368,1,1,1750,2500
369,1,5,78120,111600
369,1,1,1750,2500
370,1,5,78330,111900
370,1,1,1750,2500
371,1,5,78540,112200
371,1,1,1750,2500
372,1,5,78750,112500
372,1,1,1750,2500
373,1,5,79030,112900
373,1,1,1750,2500
374,1,5,79240,113200
374,1,1,1750,2500
375,1,5,79520,113600
375,1,1,1750,2500
376,1,5,79800,114000
376,1,1,1750,2500
377,1,5,80080,114400
377,1,1,1750,2500
378,1,5,80360,114800
378,1,1,1750,2500
379,1,5,80710,115300
379,1,1,1750,2500
380,1,5,80990,115700
380,1,1,1750,2500
381,1,5,81340,116200
381,1,1,1750,2500
382,1,5,81690,116700
382,1,1,1750,2500
383,1,5,82110,117300
383,1,1,1750,2500
384,1,5,82460,117800
384,1,1,1750,2500
385,1,5,82880,118400
385,1,1,1750,2500
386,1,5,83300,119000
386,1,1,1750,2500
387,1,5,83720,119600
387,1,1,1750,2500
388,1,5,84210,120300
388,1,1,1750,2500
389,1,5,84630,120900
389,1,1,1750,2500
390,1,5,85120,121600
390,1,1,1750,2500
391,1,5,85610,122300
391,1,1,1750,2500
392,1,5,86170,123100
392,1,1,1750,2500
393,1,5,86730,123900
393,1,1,1750,2500
394,1,5,87290,124700
394,1,1,1750,2500
395,1,5,87850,125500
395,1,1,1750,2500
396,1,5,88480,126400
396,1,1,1750,2500
397,1,5,89110,127300
397,1,1,1750,2500
398,1,5,89740,128200
398,1,1,1750,2500
399,1,5,90440,129200
399,1,1,1750,2500
400,1,5,91140,130200
400,1,1,1750,2500
401,1,5,91840,131200
401,1,1,1750,2500
402,1,5,92610,132300
402,1,1,1750,2500
403,1,5,93380,133400
403,1,1,1750,2500
404,1,5,94220,134600
404,1,1,1750,2500
405,1,5,94990,135700
405,1,1,1750,2500
406,1,5,95830,136900
406,1,1,1750,2500
407,1,5,96740,138200
407,1,1,1750,2500
408,1,5,97650,139500
408,1,1,1750,2500
409,1,5,98560,140800
409,1,1,1750,2500
410,1,5,99540,142200
410,1,1,1750,2500
411,1,5,100520,143600
411,1,1,1750,2500
412,1,5,101570,145100
412,1,1,1750,2500
413,1,5,102620,146600
413,1,1,1750,2500
414,1,5,103670,148100
414,1,1,1750,2500
415,1,5,104790,149700
415,1,1,1750,2500
416,1,5,105980,151400
416,1,1,1750,2500
417,1,5,107170,153100
417,1,1,1750,2500
418,1,5,108360,154800
418,1,1,1750,2500
419,1,5,109620,156600
419,1,1,1750,2500
420,1,5,110880,158400
420,1,1,1750,2500
421,1,5,112210,160300
421,1,1,1750,2500
422,1,5,113610,162300
422,1,1,1750,2500
1,2,6,700,700
1,2,1,700,700
2,2,5,200,200
2,2,6,700,700
2,2,1,700,700
3,2,5,230,230
3,2,6,700,700
3,2,1,700,700
4,2,5,250,250
4,2,6,700,700
4,2,1,700,700
5,2,5,320,320
5,2,6,700,700
5,2,1,700,700
6,2,5,390,390
6,2,6,700,700
6,2,1,700,700
7,2,5,530,530
7,2,6,700,700
7,2,1,700,700
8,2,5,740,740
8,2,6,700,700
8,2,1,700,700
9,2,5,980,980
9,2,6,700,700
9,2,1,700,700
10,2,5,1370,1370
10,2,6,700,700
10,2,1,700,700
11,2,5,1960,1960
11,2,6,700,700
11,2,1,700,700
12,2,5,2450,2450
12,2,6,700,700
12,2,1,700,700
13,2,5,2590,2590
13,2,6,700,700
13,2,1,700,700
14,2,5,1820,1820
14,2,6,700,700
14,2,1,700,700
15,2,5,1960,1960
15,2,6,700,700
15,2,1,700,700
16,2,5,2100,2100
16,2,6,700,700
16,2,1,700,700
17,2,5,2310,2310
17,2,6,700,700
17,2,1,700,700
18,2,5,2380,2380
18,2,6,700,700
18,2,1,700,700
19,2,5,2520,2520
19,2,6,700,700
19,2,1,700,700
20,2,5,2940,2940
20,2,6,700,700
20,2,1,700,700
21,2,5,3150,3150
21,2,6,700,700
21,2,1,700,700
22,2,5,3430,3430
22,2,6,700,700
22,2,1,700,700
23,2,5,3570,3570
23,2,6,700,700
23,2,1,700,700
24,2,5,3640,3640
24,2,6,700,700
24,2,1,700,700
25,2,5,3920,3920
25,2,6,700,700
25,2,1,700,700
26,2,5,4130,4130
26,2,6,700,700
26,2,1,700,700
27,2,5,4270,4270
27,2,6,700,700
27,2,1,700,700
28,2,5,4340,4340
28,2,6,700,700
28,2,1,700,700
29,2,5,5110,5110
29,2,6,700,700
29,2,1,700,700
30,2,5,5950,5950
30,2,6,700,700
30,2,1,700,700
31,2,5,6230,6230
31,2,6,700,700
31,2,1,700,700
32,2,5,6790,6790
32,2,6,700,700
32,2,1,700,700
33,2,5,7210,7210
33,2,6,700,700
33,2,1,700,700
34,2,5,7490,7490
34,2,6,700,700
34,2,1,700,700
35,2,5,7700,7700
35,2,6,1050,1050
35,2,1,1050,1050
36,2,5,7770,7770
36,2,6,1050,1050
36,2,1,1050,1050
37,2,5,7840,7840
37,2,6,1050,1050
37,2,1,1050,1050
38,2,5,7980,7980
38,2,6,1050,1050
38,2,1,1050,1050
39,2,5,8050,8050
39,2,6,1050,1050
39,2,1,1050,1050
40,2,5,8120,8120
40,2,6,1050,1050
40,2,1,1050,1050
41,2,5,8120,8120
41,2,6,1050,1050
41,2,1,1050,1050
42,2,5,8120,8120
42,2,6,1050,1050
42,2,1,1050,1050
43,2,5,8190,8190
43,2,6,1050,1050
43,2,1,1050,1050
44,2,5,8190,8190
44,2,6,1050,1050
44,2,1,1050,1050
45,2,5,8190,8190
45,2,6,1050,1050
45,2,1,1050,1050
46,2,5,8260,8260
46,2,6,1050,1050
46,2,1,1050,1050
47,2,5,8330,8330
47,2,6,1050,1050
47,2,1,1050,1050
48,2,5,8330,8330
48,2,6,1050,1050
48,2,1,1050,1050
49,2,5,8400,8400
49,2,6,1050,1050
49,2,1,1050,1050
50,2,5,8400,8400
50,2,6,1050,1050
50,2,1,1050,1050
51,2,5,8400,8400
51,2,6,1050,1050
51,2,1,1050,1050
52,2,5,8470,8470
52,2,6,1050,1050
52,2,1,1050,1050
53,2,5,8470,8470
53,2,6,1050,1050
53,2,1,1050,1050
54,2,5,8470,8470
54,2,6,1050,1050
54,2,1,1050,1050
55,2,5,8470,8470
55,2,6,1050,1050
55,2,1,1050,1050
56,2,5,8470,8470
56,2,6,1050,1050
56,2,1,1050,1050
57,2,5,8470,8470
57,2,6,1050,1050
57,2,1,1050,1050
58,2,5,8470,8470
58,2,6,1050,1050
58,2,1,1050,1050
59,2,5,8470,8470
59,2,6,1050,1050
59,2,1,1050,1050
60,2,5,8470,8470
60,2,6,1050,1050
60,2,1,1050,1050
61,2,5,8470,8470
61,2,6,1050,1050
61,2,1,1050,1050
62,2,5,8470,8470
62,2,6,1050,1050
62,2,1,1050,1050
63,2,5,8470,8470
63,2,6,1050,1050
63,2,1,1050,1050
64,2,5,8470,8470
64,2,6,1050,1050
64,2,1,1050,1050
65,2,5,8470,8470
65,2,6,1050,1050
65,2,1,1050,1050
66,2,5,8470,8470
66,2,6,1050,1050
66,2,1,1050,1050
67,2,5,8470,8470
67,2,6,1050,1050
67,2,1,1050,1050
68,2,5,8470,8470
68,2,6,1050,1050
68,2,1,1050,1050
69,2,5,8470,8470
69,2,6,1050,1050
69,2,1,1050,1050
70,2,5,8470,8470
70,2,6,1050,1050
70,2,1,1050,1050
71,2,5,8470,8470
71,2,6,1050,1050
71,2,1,1050,1050
72,2,5,8470,8470
72,2,6,1050,1050
72,2,1,1050,1050
73,2,5,8540,8540
73,2,6,1050,1050
73,2,1,1050,1050
74,2,5,8540,8540
74,2,6,1050,1050
74,2,1,1050,1050
75,2,5,8540,8540
75,2,6,1050,1050
75,2,1,1050,1050
76,2,5,8540,8540
76,2,6,1050,1050
76,2,1,1050,1050
77,2,5,8610,8610
77,2,6,1050,1050
77,2,1,1050,1050
78,2,5,8610,8610
78,2,6,1050,1050
78,2,1,1050,1050
79,2,5,8680,8680
79,2,6,1050,1050
79,2,1,1050,1050
80,2,5,8680,8680
80,2,6,1050,1050
80,2,1,1050,1050
81,2,5,8680,8680
81,2,6,1050,1050
81,2,1,1050,1050
82,2,5,8680,8680
82,2,6,1050,1050
82,2,1,1050,1050
83,2,5,8750,8750
83,2,6,1050,1050
83,2,1,1050,1050
84,2,5,8750,8750
84,2,6,1050,1050
84,2,1,1050,1050
85,2,5,8820,8820
85,2,6,1050,1050
85,2,1,1050,1050
86,2,5,8890,8890
86,2,6,1050,1050
86,2,1,1050,1050
87,2,5,8960,8960
87,2,6,1050,1050
87,2,1,1050,1050
88,2,5,9030,9030
88,2,6,1050,1050
88,2,1,1050,1050
89,2,5,9170,9170
89,2,6,1050,1050
89,2,1,1050,1050
90,2,5,9310,9310
90,2,6,1050,1050
90,2,1,1050,1050
91,2,5,9450,9450
91,2,6,1050,1050
91,2,1,1050,1050
92,2,5,9590,9590
92,2,6,1050,1050
92,2,1,1050,1050
93,2,5,9730,9730
93,2,6,1050,1050
93,2,1,1050,1050
94,2,5,9940,9940
94,2,6,1400,1400
94,2,1,1400,1400
95,2,5,10150,10150
95,2,6,1400,1400
95,2,1,1400,1400
96,2,5,10360,10360
96,2,6,1400,1400
96,2,1,1400,1400
97,2,5,10640,10640
97,2,6,1400,1400
97,2,1,1400,1400
98,2,5,10920,10920
98,2,6,1400,1400
98,2,1,1400,1400
99,2,5,11200,11200
99,2,6,1400,1400
99,2,1,1400,1400
100,2,5,11550,11550
100,2,6,1400,1400
100,2,1,1400,1400
1,8,5,1186,1694
2,8,5,1186,1694
3,8,5,1186,1694
4,8,5,1186,1694
5,8,5,1186,1694
6,8,5,1186,1694
7,8,5,1186,1694
8,8,5,1186,1694
9,8,5,1582,2261
10,8,5,1582,2261
11,8,5,1979,2827
12,8,5,1979,2827
13,8,5,1979,2827
14,8,5,2372,3388
15,8,5,2372,3388
16,8,5,2372,3388
17,8,5,2768,3955
18,8,5,3165,4521
19,8,5,3557,5082
20,8,5,3557,5082
21,8,5,4616,6595
22,8,5,4997,7139
23,8,5,5767,8239
24,8,5,6152,8789
25,8,5,6922,9889
26,8,5,7419,10599
27,8,5,8455,12078
28,8,5,8824,12606
29,8,5,9271,13244
30,8,5,9560,13657
31,8,5,10295,14707
32,8,5,10399,14856
33,8,5,10557,15081
34,8,5,10865,15521
35,8,5,10865,15521
36,8,5,11177,15967
37,8,5,48125,68750
38,8,5,49088,70125
39,8,5,51013,72875
40,8,5,51975,74250
41,8,5,52938,75625
42,8,5,52938,75625
43,8,5,53900,77000
44,8,5,54262,77517
45,8,5,53900,77000
46,8,5,53900,77000
47,8,5,53900,77000
48,8,5,53900,77000
49,8,5,53900,77000
50,8,5,53900,77000
51,8,5,53900,77000
52,8,5,61600,88000
53,8,5,61600,88000
54,8,5,61600,88000
55,8,5,61600,88000
56,8,5,61600,88000
57,8,5,61600,88000
58,8,5,61600,88000
59,8,5,61600,88000
60,8,5,40040,57200
61,8,5,40040,57200
62,8,5,40040,57200
63,8,5,40040,57200
64,8,5,40040,57200
65,8,5,40040,57200
66,8,5,40040,57200
67,8,5,40040,57200
68,8,5,40040,57200
69,8,5,40040,57200
70,8,5,40040,57200
71,8,5,40040,57200
72,8,5,40040,57200
73,8,5,39416,56309
74,8,5,39416,56309
75,8,5,39416,56309
76,8,5,39416,56309
77,8,5,39416,56309
78,8,5,39416,56309
79,8,5,39416,56309
80,8,5,39416,56309
81,8,5,40040,57200
82,8,5,40040,57200
83,8,5,40040,57200
84,8,5,40668,58097
85,8,5,40668,58097
86,8,5,40668,58097
87,8,5,40668,58097
88,8,5,41919,59884
89,8,5,41919,59884
90,8,5,42543,60775
91,8,5,42543,60775
92,8,5,42543,60775
93,8,5,44421,63459
94,8,5,44421,63459
95,8,5,44421,63459
96,8,5,45045,64350
97,8,5,45045,64350
98,8,5,45045,64350
99,8,5,45045,64350
100,8,5,30627,43753
101,8,5,31043,44347
102,8,5,31870,45529
103,8,5,32282,46118
104,8,5,32282,46118
105,8,5,32698,46712
106,8,5,33526,47894
107,8,5,33938,48483
108,8,5,34354,49077
109,8,5,35593,50848
110,8,5,35593,50848
111,8,5,35593,50848
112,8,5,35593,50848
113,8,5,35593,50848
114,8,5,35593,50848
115,8,5,36837,52624
116,8,5,36837,52624
117,8,5,36837,52624
118,8,5,36837,52624
119,8,5,36837,52624
120,8,5,36837,52624
121,8,5,36837,52624
122,8,5,36837,52624
123,8,5,36837,52624
124,8,5,36837,52624
125,8,5,36837,52624
126,8,5,36837,52624
127,8,5,36837,52624
128,8,5,36837,52624
129,8,5,36837,52624
130,8,5,37249,53213
131,8,5,37249,53213
132,8,5,37249,53213
133,8,5,37249,53213
134,8,5,37665,53807
135,8,5,37665,53807
136,8,5,37665,53807
137,8,5,37665,53807
138,8,5,37665,53807
139,8,5,37665,53807
140,8,5,37665,53807
141,8,5,37665,53807
142,8,5,37665,53807
143,8,5,37665,53807
144,8,5,37665,53807
145,8,5,37665,53807
146,8,5,37665,53807
147,8,5,37665,53807
148,8,5,37665,53807
149,8,5,37665,53807
150,8,5,24525,35035
151,8,5,24525,35035
152,8,5,24525,35035
153,8,5,24525,35035
154,8,5,24525,35035
155,8,5,24525,35035
156,8,5,24525,35035
157,8,5,24525,35035
158,8,5,24525,35035
159,8,5,24525,35035
160,8,5,24525,35035
161,8,5,24525,35035
162,8,5,25064,35805
163,8,5,25064,35805
164,8,5,25064,35805
165,8,5,25064,35805
166,8,5,25064,35805
167,8,5,25064,35805
168,8,5,25064,35805
169,8,5,25064,35805
170,8,5,25064,35805
171,8,5,25064,35805
172,8,5,25064,35805
173,8,5,25064,35805
174,8,5,25064,35805
175,8,5,25064,35805
176,8,5,25064,35805
177,8,5,25064,35805
178,8,5,25064,35805
179,8,5,25064,35805
180,8,5,25064,35805
181,8,5,25064,35805
182,8,5,25064,35805
183,8,5,25064,35805
184,8,5,25064,35805
185,8,5,25064,35805
186,8,5,25064,35805
187,8,5,25064,35805
188,8,5,25064,35805
189,8,5,25064,35805
190,8,5,25064,35805
191,8,5,25064,35805
192,8,5,25064,35805
193,8,5,25064,35805
194,8,5,25064,35805
195,8,5,25064,35805
196,8,5,25333,36190
197,8,5,25333,36190
198,8,5,25333,36190
199,8,5,25333,36190
200,8,5,25333,36190
201,8,5,25872,36960
202,8,5,25872,36960
203,8,5,25872,36960
204,8,5,25872,36960
205,8,5,25872,36960
206,8,5,25872,36960
207,8,5,25872,36960
208,8,5,25872,36960
209,8,5,26142,37345
210,8,5,26142,37345
211,8,5,26142,37345
212,8,5,26142,37345
213,8,5,26142,37345
214,8,5,26411,37730
215,8,5,26411,37730
216,8,5,26411,37730
217,8,5,26411,37730
218,8,5,26411,37730
219,8,5,27220,38885
220,8,5,27220,38885
221,8,5,27220,38885
222,8,5,27489,39270
223,8,5,27489,39270
224,8,5,27489,39270
225,8,5,27489,39270
226,8,5,27489,39270
227,8,5,27489,39270
228,8,5,27489,39270
229,8,5,27759,39655
230,8,5,27759,39655
231,8,5,27759,39655
232,8,5,27759,39655
233,8,5,27759,39655
234,8,5,27759,39655
235,8,5,27759,39655
236,8,5,28298,40425
237,8,5,28298,40425
238,8,5,28298,40425
239,8,5,28298,40425
240,8,5,28298,40425
241,8,5,28298,40425
242,8,5,27759,39655
243,8,5,27759,39655
244,8,5,27759,39655
245,8,5,27759,39655
246,8,5,27759,39655
247,8,5,27759,39655
248,8,5,28028,40040
249,8,5,28028,40040
250,8,5,28028,40040
251,8,5,28028,40040
252,8,5,28028,40040
253,8,5,28028,40040
254,8,5,28298,40425
255,8,5,28298,40425
256,8,5,28298,40425
257,8,5,28298,40425
258,8,5,28298,40425
259,8,5,28298,40425
260,8,5,28298,40425
261,8,5,28567,40810
262,8,5,28567,40810
263,8,5,28567,40810
264,8,5,28567,40810
265,8,5,28567,40810
266,8,5,28567,40810
267,8,5,29106,41580
268,8,5,29106,41580
269,8,5,29106,41580
270,8,5,29106,41580
271,8,5,29106,41580
272,8,5,29106,41580
273,8,5,29106,41580
274,8,5,29376,41965
275,8,5,29376,41965
276,8,5,29376,41965
277,8,5,29376,41965
278,8,5,29376,41965
279,8,5,29376,41965
280,8,5,29376,41965
281,8,5,29376,41965
282,8,5,29645,42350
283,8,5,29645,42350
284,8,5,29645,42350
285,8,5,29645,42350
286,8,5,29645,42350
287,8,5,29645,42350
288,8,5,29645,42350
289,8,5,29915,42735
290,8,5,29915,42735
291,8,5,29915,42735
292,8,5,29915,42735
293,8,5,29915,42735
294,8,5,29915,42735
295,8,5,29915,42735
296,8,5,29915,42735
297,8,5,30454,43505
298,8,5,30454,43505
299,8,5,30454,43505
300,8,5,30454,43505
301,8,5,30454,43505
302,8,5,30454,43505
303,8,5,30454,43505
304,8,5,30454,43505
305,8,5,30723,43890
306,8,5,30723,43890
307,8,5,30723,43890
308,8,5,30723,43890
309,8,5,30723,43890
310,8,5,30723,43890
311,8,5,30723,43890
312,8,5,30723,43890
313,8,5,30184,43120
314,8,5,30184,43120
315,8,5,30184,43120
316,8,5,30184,43120
317,8,5,30184,43120
318,8,5,30184,43120
319,8,5,30184,43120
320,8,5,30184,43120
321,8,5,30184,43120
322,8,5,30723,43890
323,8,5,30723,43890
324,8,5,30723,43890
325,8,5,30723,43890
326,8,5,30723,43890
327,8,5,30723,43890
328,8,5,30723,43890
329,8,5,30723,43890
330,8,5,30723,43890
331,8,5,30723,43890
332,8,5,30993,44275
333,8,5,30993,44275
334,8,5,30993,44275
335,8,5,30993,44275
336,8,5,30993,44275
337,8,5,30993,44275
338,8,5,30993,44275
339,8,5,30993,44275
340,8,5,30993,44275
341,8,5,30993,44275
342,8,5,31262,44660
343,8,5,31262,44660
344,8,5,31262,44660
345,8,5,31262,44660
346,8,5,31262,44660
347,8,5,31262,44660
348,8,5,31262,44660
349,8,5,31262,44660
350,8,5,31262,44660
351,8,5,31262,44660
352,8,5,31262,44660
353,8,5,31532,45045
354,8,5,31532,45045
355,8,5,31532,45045
356,8,5,31532,45045
357,8,5,31532,45045
358,8,5,31532,45045
359,8,5,31532,45045
360,8,5,31532,45045
361,8,5,31532,45045
362,8,5,31532,45045
363,8,5,31532,45045
364,8,5,31801,45430
365,8,5,31801,45430
366,8,5,31801,45430
367,8,5,31801,45430
368,8,5,31801,45430
369,8,5,31801,45430
370,8,5,31801,45430
371,8,5,31801,45430
372,8,5,31801,45430
373,8,5,31801,45430
374,8,5,31801,45430
375,8,5,31801,45430
376,8,5,32340,46200
377,8,5,32340,46200
378,8,5,32340,46200
379,8,5,32340,46200
380,8,5,32340,46200
381,8,5,32340,46200
382,8,5,32340,46200
383,8,5,32340,46200
384,8,5,32340,46200
385,8,5,32340,46200
386,8,5,32340,46200
387,8,5,32340,46200
388,8,5,32610,46585
389,8,5,32610,46585
390,8,5,32610,46585
391,8,5,32610,46585
392,8,5,32610,46585
393,8,5,32610,46585
394,8,5,32610,46585
395,8,5,32610,46585
396,8,5,32610,46585
397,8,5,32610,46585
398,8,5,32610,46585
