Leve,MissionGrade,RewardExp,RewardAdena
292,3,80500,1250
292,4,107400,1670
292,5,161100,2500
293,1,53700,830
293,2,64400,1000
293,3,80500,1250
293,4,107400,1670
293,5,161100,2500
294,1,53700,830
294,2,64400,1000
294,3,80600,1250
294,4,107400,1670
294,5,161100,2500
295,1,53700,830
295,2,64500,1000
295,3,80600,1250
295,4,107400,1670
295,5,161100,2500
296,1,53700,830
296,2,64500,1000
296,3,80600,1250
296,4,107400,1670
296,5,161200,2500
297,1,53700,830
297,2,64500,1000
297,3,80600,1250
297,4,107500,1670
297,5,161200,2500
298,1,53700,830
298,2,64500,1000
298,3,80600,1250
298,4,107500,1670
298,5,161200,2500
299,1,53700,830
299,2,64500,1000
299,3,80600,1250
299,4,107500,1670
299,5,161200,2500
300,1,53700,830
300,2,64500,1000
300,3,80600,1250
300,4,107500,1670
300,5,161200,2500
301,1,53700,830
301,2,64500,1000
301,3,80600,1250
301,4,107500,1670
301,5,161200,2500
302,1,53700,830
302,2,64500,1000
302,3,80600,1250
302,4,107500,1670
302,5,161200,2500
303,1,53700,830
303,2,64500,1000
303,3,80600,1250
303,4,107500,1670
303,5,161200,2500
304,1,53700,830
304,2,64500,1000
304,3,80600,1250
304,4,107500,1670
304,5,161200,2500
305,1,53700,830
305,2,64500,1000
305,3,80600,1250
305,4,107500,1670
305,5,161200,2500
306,1,53700,830
306,2,64500,1000
306,3,80600,1250
306,4,107500,1670
306,5,161200,2500
307,1,53700,830
307,2,64500,1000
307,3,80600,1250
307,4,107500,1670
307,5,161200,2500
308,1,53700,830
308,2,64500,1000
308,3,80600,1250
308,4,107500,1670
308,5,161200,2500
309,1,53700,830
309,2,64500,1000
309,3,80600,1250
309,4,107500,1670
309,5,161200,2500
310,1,53700,830
310,2,64500,1000
310,3,80600,1250
310,4,107500,1670
310,5,161200,2500
311,1,53700,830
311,2,64500,1000
311,3,80600,1250
311,4,107500,1670
311,5,161200,2500
312,1,53700,830
312,2,64500,1000
312,3,80600,1250
312,4,107500,1670
312,5,161200,2500
313,1,53700,830
313,2,64500,1000
313,3,80600,1250
313,4,107500,1670
313,5,161200,2500
314,1,53700,830
314,2,64500,1000
314,3,80600,1250
314,4,107500,1670
314,5,161200,2500
315,1,53700,830
315,2,64500,1000
315,3,80600,1250
315,4,107500,1670
315,5,161200,2500
316,1,53700,830
316,2,64500,1000
316,3,80600,1250
316,4,107500,1670
316,5,161200,2500
317,1,53700,830
317,2,64500,1000
317,3,80600,1250
317,4,107500,1670
317,5,161200,2500
318,1,53700,830
318,2,64500,1000
318,3,80600,1250
318,4,107500,1670
318,5,161200,2500
319,1,53700,830
319,2,64500,1000
319,3,80600,1250
319,4,107500,1670
319,5,161200,2500
320,1,53700,830
320,2,64500,1000
320,3,80600,1250
320,4,107500,1670
320,5,161200,2500
321,1,53700,830
321,2,64500,1000
321,3,80600,1250
321,4,107500,1670
321,5,161200,2500
322,1,53700,830
322,2,64500,1000
322,3,80600,1250
322,4,107500,1670
322,5,161200,2500
323,1,53700,830
323,2,64500,1000
323,3,80600,1250
323,4,107500,1670
323,5,161200,2500
324,1,53700,830
324,2,64500,1000
324,3,80600,1250
324,4,107500,1670
324,5,161200,2500
325,1,53800,830
325,2,64500,1000
325,3,80600,1250
325,4,107500,1670
325,5,161300,2500
326,1,53800,830
326,2,64500,1000
326,3,80600,1250
326,4,107500,1670
326,5,161300,2500
327,1,53800,830
327,2,64500,1000
327,3,80600,1250
327,4,107500,1670
327,5,161300,2500
328,1,53800,830
328,2,64500,1000
328,3,80600,1250
328,4,107500,1670
328,5,161300,2500
329,1,53800,830
329,2,64500,1000
329,3,80600,1250
329,4,107500,1670
329,5,161300,2500
330,1,53800,830
330,2,64500,1000
330,3,80700,1250
330,4,107500,1670
330,5,161300,2500
331,1,53800,830
331,2,64500,1000
331,3,80700,1250
331,4,107500,1670
331,5,161300,2500
332,1,53800,830
332,2,64500,1000
332,3,80700,1250
332,4,107600,1670
332,5,161300,2500
333,1,53800,830
333,2,64500,1000
333,3,80700,1250
333,4,107600,1670
333,5,161400,2500
334,1,53800,830
334,2,64600,1000
334,3,80700,1250
334,4,107600,1670
334,5,161400,2500
335,1,53800,830
335,2,64600,1000
335,3,80700,1250
335,4,107600,1670
335,5,161400,2500
336,1,53800,830
336,2,64600,1000
336,3,80700,1250
336,4,107600,1670
336,5,161400,2500
337,1,53800,830
337,2,64600,1000
337,3,80700,1250
337,4,107700,1670
337,5,161500,2500
338,1,53800,830
338,2,64600,1000
338,3,80800,1250
338,4,107700,1670
338,5,161500,2500
339,1,53900,830
339,2,64600,1000
339,3,80800,1250
339,4,107700,1670
339,5,161600,2500
340,1,53900,830
340,2,64700,1000
340,3,80800,1250
340,4,107800,1670
340,5,161600,2500
341,1,53900,830
341,2,64700,1000
341,3,80800,1250
341,4,107800,1670
341,5,161700,2500
342,1,53900,830
342,2,64700,1000
342,3,80900,1250
342,4,107800,1670
342,5,161700,2500
343,1,53900,830
343,2,64700,1000
343,3,80900,1250
343,4,107900,1670
343,5,161800,2500
344,1,54000,830
344,2,64800,1000
344,3,80900,1250
344,4,107900,1670
344,5,161900,2500
345,1,54000,830
345,2,64800,1000
345,3,81000,1250
345,4,108000,1670
345,5,162000,2500
346,1,54000,830
346,2,64800,1000
346,3,81000,1250
346,4,108000,1670
346,5,162100,2500
347,1,54100,830
347,2,64900,1000
347,3,81100,1250
347,4,108100,1670
347,5,162200,2500
348,1,54100,830
348,2,64900,1000
348,3,81100,1250
348,4,108200,1670
348,5,162300,2500
349,1,54100,830
349,2,65000,1000
349,3,81200,1250
349,4,108300,1670
349,5,162400,2500
350,1,54200,830
350,2,65000,1000
350,3,81300,1250
350,4,108300,1670
350,5,162500,2500
351,1,54200,830
351,2,65100,1000
351,3,81300,1250
351,4,108400,1670
351,5,162600,2500
352,1,54300,830
352,2,65100,1000
352,3,81400,1250
352,4,108500,1670
352,5,162800,2500
353,1,54300,830
353,2,65200,1000
353,3,81500,1250
353,4,108600,1670
353,5,163000,2500
354,1,54400,830
354,2,65200,1000
354,3,81600,1250
354,4,108700,1670
354,5,163100,2500
355,1,54400,830
355,2,65300,1000
355,3,81700,1250
355,4,108900,1670
355,5,163300,2500
356,1,54500,830
356,2,65400,1000
356,3,81700,1250
356,4,109000,1670
356,5,163500,2500
357,1,54600,830
357,2,65500,1000
357,3,81900,1250
357,4,109100,1670
357,5,163700,2500
358,1,54600,830
358,2,65600,1000
358,3,82000,1250
358,4,109300,1670
358,5,163900,2500
359,1,54700,830
359,2,65700,1000
359,3,82100,1250
359,4,109400,1670
359,5,164200,2500
360,1,54800,830
360,2,65800,1000
360,3,82200,1250
360,4,109600,1670
360,5,164400,2500
361,1,54900,830
361,2,65900,1000
361,3,82300,1250
361,4,109800,1670
361,5,164700,2500
362,1,55000,830
362,2,66000,1000
362,3,82500,1250
362,4,110000,1670
362,5,165000,2500
363,1,55100,830
363,2,66100,1000
363,3,82600,1250
363,4,110200,1670
363,5,165300,2500
364,1,55200,830
364,2,66200,1000
364,3,82800,1250
364,4,110400,1670
364,5,165600,2500
365,1,55300,830
365,2,66400,1000
365,3,83000,1250
365,4,110600,1670
365,5,165900,2500
366,1,55400,830
366,2,66500,1000
366,3,83100,1250
366,4,110800,1670
366,5,166300,2500
367,1,55500,830
367,2,66700,1000
367,3,83300,1250
367,4,111100,1670
367,5,166600,2500
368,1,55700,830
368,2,66800,1000
368,3,83500,1250
368,4,111300,1670
368,5,167000,2500
369,1,55800,830
369,2,67000,1000
369,3,83700,1250
369,4,111600,1670
369,5,167400,2500
370,1,56000,830
370,2,67100,1000
370,3,83900,1250
370,4,111900,1670
370,5,167900,2500
371,1,56100,830
371,2,67300,1000
371,3,84200,1250
371,4,112200,1670
371,5,168300,2500
372,1,56300,830
372,2,67500,1000
372,3,84400,1250
372,4,112500,1670
372,5,168800,2500
373,1,56400,830
373,2,67700,1000
373,3,84700,1250
373,4,112900,1670
373,5,169300,2500
374,1,56600,830
374,2,67900,1000
374,3,84900,1250
374,4,113200,1670
374,5,169800,2500
375,1,56800,830
375,2,68200,1000
375,3,85200,1250
375,4,113600,1670
375,5,170400,2500
376,1,57000,830
376,2,68400,1000
376,3,85500,1250
376,4,114000,1670
376,5,171000,2500
377,1,57200,830
377,2,68600,1000
377,3,85800,1250
377,4,114400,1670
377,5,171600,2500
378,1,57400,830
378,2,68900,1000
378,3,86100,1250
378,4,114800,1670
378,5,172200,2500
379,1,57600,830
379,2,69200,1000
379,3,86500,1250
379,4,115300,1670
379,5,172900,2500
380,1,57900,830
380,2,69400,1000
380,3,86800,1250
380,4,115700,1670
380,5,173600,2500
381,1,58100,830
381,2,69700,1000
381,3,87200,1250
381,4,116200,1670
381,5,174300,2500
382,1,58400,830
382,2,70000,1000
382,3,87500,1250
382,4,116700,1670
382,5,175100,2500
383,1,58600,830
383,2,70400,1000
383,3,87900,1250
383,4,117300,1670
383,5,175900,2500
384,1,58900,830
384,2,70700,1000
384,3,88400,1250
384,4,117800,1670
384,5,176700,2500
385,1,59200,830
385,2,71000,1000
385,3,88800,1250
385,4,118400,1670
385,5,177600,2500
386,1,59500,830
386,2,71400,1000
386,3,89200,1250
386,4,119000,1670
386,5,178500,2500
387,1,59800,830
387,2,71800,1000
387,3,89700,1250
387,4,119600,1670
387,5,179400,2500
388,1,60100,830
388,2,72200,1000
388,3,90200,1250
388,4,120300,1670
388,5,180400,2500
389,1,60500,830
389,2,72600,1000
389,3,90700,1250
389,4,120900,1670
389,5,181400,2500
390,1,60800,830
390,2,73000,1000
390,3,91200,1250
390,4,121600,1670
390,5,182400,2500
391,1,61200,830
391,2,73400,1000
391,3,91800,1250
391,4,122300,1670
391,5,183500,2500
392,1,61600,830
392,2,73900,1000
392,3,92300,1250
392,4,123100,1670
392,5,184700,2500
393,1,61900,830
393,2,74300,1000
393,3,92900,1250
393,4,123900,1670
393,5,185800,2500
394,1,62300,830
394,2,74800,1000
394,3,93500,1250
394,4,124700,1670
394,5,187000,2500
395,1,62800,830
395,2,75300,1000
395,3,94200,1250
395,4,125500,1670
395,5,188300,2500
396,1,63200,830
396,2,75800,1000
396,3,94800,1250
396,4,126400,1670
396,5,189600,2500
397,1,63700,830
397,2,76400,1000
397,3,95500,1250
397,4,127300,1670
397,5,191000,2500
398,1,64100,830
398,2,76900,1000
398,3,96200,1250
398,4,128200,1670
398,5,192400,2500
399,1,64600,830
399,2,77500,1000
399,3,96900,1250
399,4,129200,1670
399,5,193800,2500
400,1,65100,830
400,2,78100,1000
400,3,97700,1250
400,4,130200,1670
400,5,195300,2500
401,1,65600,830
401,2,78700,1000
401,3,98400,1250
401,4,131200,1670
401,5,196900,2500
402,1,66200,830
402,2,79400,1000
402,3,99200,1250
402,4,132300,1670
402,5,198500,2500
403,1,66700,830
403,2,80000,1000
403,3,100100,1250
403,4,133400,1670
403,5,200100,2500
404,1,67300,830
404,2,80700,1000
404,3,100900,1250
404,4,134600,1670
404,5,201800,2500
405,1,67900,830
405,2,81400,1000
405,3,101800,1250
405,4,135700,1670
405,5,203600,2500
406,1,68500,830
406,2,82200,1000
406,3,102700,1250
406,4,136900,1670
406,5,205400,2500
407,1,69100,830
407,2,82900,1000
407,3,103700,1250
407,4,138200,1670
407,5,207300,2500
408,1,69700,830
408,2,83700,1000
408,3,104600,1250
408,4,139500,1670
408,5,209200,2500
409,1,70400,830
409,2,84500,1000
409,3,105600,1250
409,4,140800,1670
409,5,211300,2500
410,1,71100,830
410,2,85300,1000
410,3,106700,1250
410,4,142200,1670
410,5,213300,2500
411,1,71800,830
411,2,86200,1000
411,3,107700,1250
411,4,143600,1670
411,5,215400,2500
412,1,72500,830
412,2,87100,1000
412,3,108800,1250
412,4,145100,1670
412,5,217600,2500
413,1,73300,830
413,2,88000,1000
413,3,109900,1250
413,4,146600,1670
413,5,219900,2500
414,1,74100,830
414,2,88900,1000
414,3,111100,1250
414,4,148100,1670
414,5,222200,2500
415,1,74900,830
415,2,89800,1000
415,3,112300,1250
415,4,149700,1670
415,5,224600,2500
416,1,75700,830
416,2,90800,1000
416,3,113500,1250
416,4,151400,1670
416,5,227100,2500
417,1,76500,830
417,2,91800,1000
417,3,114800,1250
417,4,153100,1670
417,5,229600,2500
418,1,77400,830
418,2,92900,1000
418,3,116100,1250
418,4,154800,1670
418,5,232200,2500
419,1,78300,830
419,2,94000,1000
419,3,117500,1250
419,4,156600,1670
419,5,234900,2500
420,1,79200,830
420,2,95100,1000
420,3,118800,1250
420,4,158400,1670
420,5,237700,2500
421,1,80200,830
421,2,96200,1000
421,3,120200,1250
421,4,160300,1670
421,5,240500,2500
422,1,81100,830
422,2,97400,1000
422,3,121700,1250
422,4,162300,1670
422,5,243400,2500
