TutorialId,Step,Id,ProcessRequest,SystemMessagePosition,NpcPortrait,TaskType,UIType,SkillActivateType,TaskParam,TaskTargetPosX,TaskTargetPosY,BPName,WidgetName,ControlName,ControlIndexType,ControlIndex,MoviePath,Sound,SkipFadeOutKeep,LogIndex,CloseAllUi
25,17,25017,1,3,,16,4,,500,,,,,,4,,,,0,,0
26,1,26001,0,1,Resident_03,0,4,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_26_1,0,,0
26,2,26002,0,1,Resident_03,0,4,,,,,BP_MainMenuUI,,CheckBoxItem,4,,,,0,,0
26,3,26003,0,1,Resident_03,0,4,,,,,BP_MainMenuUI,,ButtonSmithy,4,,,,0,,0
26,4,26004,0,1,Resident_03,0,4,,,,,BP_EquipmentEnhancementUI,,CheckBoxEnchant,4,,,,0,,0
26,5,26005,1,3,Resident_03,24,4,,,,,,,,4,,,,0,,0
26,6,26006,0,3,Resident_03,24,4,,,,,,,,4,,,,0,,0
26,7,26007,0,3,Resident_03,24,4,,,,,,,,4,,,,0,,0
26,8,26008,0,3,Resident_03,24,4,,,,,,,,4,,,,0,,0
26,9,26009,0,1,Resident_03,3,4,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,TileViewItemList,1,,,,0,,0
26,10,26010,1,3,,16,4,,1,,,,,,4,,,,0,,0
26,11,26011,0,1,Resident_03,0,4,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,CheckBoxEtc,4,,,,0,,0
26,12,26012,0,2,Resident_03,0,4,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,TileViewItemList,4,0,,,0,,0
26,13,26013,1,2,Resident_03,0,4,,1000000,,,BP_EquipmentEnhancementUI,,CanvasPanelEnchantGuide,4,,,,0,,0
26,14,26014,0,2,Resident_03,0,4,,,,,BP_EquipmentEnhancementUI,,ButtonEnchant,4,,,,0,,0
26,15,26015,0,3,,16,4,,4000,,,,,,4,,,,0,,0
26,16,26016,0,3,Resident_03,24,4,,,,,,,,4,,,,0,,0
26,17,26017,0,3,Resident_03,24,4,,,,,,,,4,,,,0,,0
26,18,26018,1,3,,16,4,,500,,,,,,4,,,,0,,0
27,1,27001,0,1,Fernel,0,4,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_27_1,0,,0
27,2,27002,0,1,Fernel,0,4,,,,,BP_MainMenuUI,,CheckBoxChallenge,4,,,,0,,0
27,3,27003,0,1,Fernel,0,4,,,,,BP_MainMenuUI,,ButtonMonsterBook,4,,,,0,,0
27,4,27004,0,3,Fernel,24,4,,,,,,,,4,,,,0,,0
27,5,27005,0,3,Fernel,24,4,,,,,,,,4,,,,0,,0
27,6,27006,0,3,Fernel,24,4,,,,,,,,4,,,,0,,0
27,7,27007,0,3,Fernel,24,4,,,,,,,,4,,,,0,,0
27,8,27008,0,1,Fernel,0,4,,,,,BP_MonsterBookUI,,TableViewWorldList,4,1,,,0,,0
27,9,27009,0,1,Fernel,0,4,,,,,BP_MonsterBookUI,TileViewMonsterBookList,ButtonMake,4,1,,,0,,0
27,10,27010,0,3,,16,4,,3000,,,,,,4,,,,0,,0
27,11,27011,0,3,Fernel,24,4,,,,,,,,4,,,,0,,0
27,12,27012,0,3,Fernel,24,4,,,,,,,,4,,,,0,,0
27,13,27013,0,3,Fernel,24,4,,,,,,,,4,,,,0,,0
27,14,27014,1,3,,16,4,,,,,,,,4,,,,0,,0
28,1,28001,0,1,Resident_03,0,4,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_28_1,0,,0
28,2,28002,0,1,Resident_03,0,4,,,,,BP_MainMenuUI,,CheckBoxCharacter,4,,,,0,,0
28,3,28003,0,1,Resident_03,0,4,,,,,BP_MainMenuUI,,ButtonSkill,4,,,,0,,0
28,4,28004,0,1,Resident_03,0,4,,,,,BP_SkillUI,,CheckBoxSkillbook,4,,,,0,,0
28,5,28005,0,3,Resident_03,24,4,,,,,,,,4,,,,0,,0
28,6,28006,1,3,Resident_03,24,4,,1,,,,,,4,,,,0,,0
28,7,28007,1,2,Resident_03,3,4,,,,,BP_SkillUI,InventoryUI,TileViewItemList,1,,,,0,,0
28,8,28008,0,1,Resident_03,0,4,,,,,BP_SkillUI,,ButtonCrafting,4,,,,0,,0
28,9,28009,0,3,,16,4,,3000,,,,,,4,,,,0,,0
28,10,28010,0,1,Resident_03,0,4,,,,,BP_ItemMultiAcquireUI,,ButtonClose,4,,,,0,,0
28,11,28011,0,3,Resident_03,24,4,,,,,,,,4,,,,0,,0
28,12,28012,0,1,Resident_03,0,4,,,,,BP_SkillUI,AssetsUI,ButtonBack,4,,,,0,,0
28,13,28013,0,1,Resident_03,0,4,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,,0,,0
28,14,28014,0,1,Resident_03,0,4,,,,,BP_MainMenuUI,,CheckBoxItem,4,,,,0,,0
28,15,28015,0,1,Resident_03,0,4,,,,,BP_MainMenuUI,,ButtonInventory,4,,,,0,,0
28,16,28016,0,1,Resident_03,0,4,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,CheckBoxExpandable,4,,,,0,,0
28,17,28017,0,1,Resident_03,0,4,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,TileViewItemList,1,,,,0,,0
28,18,28018,0,1,Resident_03,0,4,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,ButtonUse,4,,,,0,,0
28,19,28019,0,3,Resident_03,24,4,,,,,,,,4,,,,0,,0
28,20,28020,0,1,Resident_03,0,4,,,,,BP_CharacterInfoBaseUI,AssetsUI,ButtonBack,4,,,,0,,0
28,21,28021,0,1,Resident_03,0,4,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,,0,,0
28,22,28022,0,1,Resident_03,0,4,,,,,BP_MainMenuUI,,CheckBoxCharacter,4,,,,0,,0
28,23,28023,0,1,Resident_03,0,4,,,,,BP_MainMenuUI,,ButtonSkill,4,,,,0,,0
28,24,28024,0,1,Resident_03,0,4,,,,,BP_SkillUI,TableViewSkillList,CanvasPanelSkillIcon,4,0,,,0,,0
28,25,28025,0,1,Resident_03,0,4,,,,,BP_SkillUI,TableViewSkillList,ButtonRegistration,4,0,,,0,,0
28,26,28026,0,1,Resident_03,0,4,,,,,BP_SkillUI,GameUISkillButton,ButtonSkillD2,4,,,,0,,0
28,27,28027,0,3,Resident_03,24,4,,,,,,,,4,,,,0,,0
28,28,28028,0,3,Resident_03,24,4,,,,,,,,4,,,,0,,0
28,29,28029,1,3,,16,4,,500,,,,,,4,,,,0,,0
29,1,29001,0,3,Aimel,24,4,,,,,,,,4,,,Tutorial_Dialogue_29_1,0,,0
29,2,29002,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
29,3,29003,0,1,Aimel,0,4,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,,0,,0
29,4,29004,0,1,Aimel,0,4,,,,,BP_MainMenuUI,,CheckBoxDungeon,4,,,,0,,0
29,5,29005,0,1,Aimel,0,4,,,,,BP_MainMenuUI,,ButtonDungeonMain,4,,,,0,,0
29,6,29006,0,0,Aimel,0,4,,,,,BP_SelectDungeonUI,,TileViewDungeonList,4,3,,,0,,0
29,7,29007,0,3,,16,4,,3000,,,,,,4,,,,0,,0
29,8,29008,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
29,9,29009,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
29,10,29010,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
29,11,29011,1,3,,16,4,,500,,,,,,4,,,,0,,0
30,1,30001,1,3,Aimel,24,4,,,,,,,,4,,,Tutorial_Dialogue_30_1,0,,0
30,2,30002,1,3,Aimel,24,4,,1,,,,,,4,,,,0,,0
30,3,30003,0,1,Aimel,0,4,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,,0,,0
30,4,30004,0,1,Aimel,0,4,,,,,BP_MainMenuUI,,CheckBoxCharacter,4,,,,0,,0
30,5,30005,0,1,Aimel,0,4,,,,,BP_MainMenuUI,,ButtonElixir,4,,,,0,,0
30,6,30006,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
30,7,30007,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
30,8,30008,0,1,Aimel,0,4,,,,,BP_ElixirCraftingUI,ElixirUse1,ButtonCrafting,4,,,,0,,0
30,9,30009,0,1,Aimel,0,4,,,,,BP_ItemCraftingMakePopup,,ButtonCraftingUse,4,,,,0,,0
30,10,30010,0,3,,16,4,,2000,,,,,,4,,,,0,,0
30,11,30011,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
30,12,30012,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
30,13,30013,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
30,14,30014,1,3,,16,4,,500,,,,,,4,,,,0,,0
101,1,101001,0,1,Noble_03,0,4,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_101_1,0,,0
101,2,101002,0,1,Noble_03,0,4,,,,,BP_MainMenuUI,,CheckBoxFriend,4,,,,0,,0
101,3,101003,0,1,Noble_03,0,4,,,,,BP_MainMenuUI,CanvasPanelFriend,ButtonFriendPage,4,,,,0,,0
101,4,101004,0,3,Noble_03,24,4,,,,,,,,4,,,,0,,0
101,5,101005,0,3,Noble_03,24,4,,,,,,,,4,,,,0,,0
101,6,101006,0,1,Noble_03,0,4,,,,,BP_FriendUI,,CheckBoxFriendSuggest,4,,,,0,,0
101,7,101007,0,1,Noble_03,0,4,,,,,BP_FriendUI,,ButtonRequestAll,4,,,,0,,0
101,8,101008,0,3,Noble_03,24,4,,,,,,,,4,,,,0,,0
101,9,101009,0,3,Noble_03,24,5,,,,,,,,4,,,,0,,0
101,10,101010,1,3,,16,4,,500,,,,,,4,,,,0,,0
102,1,102001,0,3,Officer,24,4,,,,,,,,4,,,Tutorial_Dialogue_102_1,0,,0
102,2,102002,0,3,Officer,24,4,,,,,,,,4,,,,0,,0
102,3,102003,0,3,Officer,24,4,,,,,,,,4,,,,0,,0
102,4,102004,0,3,Officer,24,4,,,,,,,,4,,,,0,,0
102,5,102005,1,3,,16,4,,500,,,,,,4,,,,0,,0
104,1,104001,0,1,CatTheCat_01,0,4,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_104_1,0,,0
104,2,104002,0,1,CatTheCat_01,0,4,,,,,BP_MainMenuUI,,ButtonAuctionHouse,4,,,,0,,0
104,3,104003,0,3,CatTheCat_01,24,4,,,,,,,,4,,,,0,,0
104,4,104004,0,3,CatTheCat_01,24,4,,,,,,,,4,,,,0,,0
104,5,104005,0,3,CatTheCat_01,24,4,,,,,,,,4,,,,0,,0
104,6,104006,0,3,CatTheCat_01,24,4,,,,,,,,4,,,,0,,0
104,7,104007,0,1,CatTheCat_01,0,4,,,,,BP_AuctionHouseUI,,CheckBoxSell,4,,,,0,,0
104,8,104008,0,3,CatTheCat_01,24,4,,,,,,,,4,, ,,0,,0
104,9,104009,0,3,CatTheCat_01,24,4,,,,,,,,4,,,,0,,0
104,10,104010,0,1,CatTheCat_01,0,4,,,,,BP_AuctionHouseUI,,CheckBoxMarketLog,4,,,,0,,0
104,11,104011,0,3,CatTheCat_01,24,4,,,,,,,,4,,,,0,,0
104,12,104012,1,3,,16,4,,500,,,,,,4,,,,0,,0
112,1,112001,0,0,Magician,0,4,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_112_1,0,,0
112,2,112002,0,0,Magician,0,4,,,,,BP_MainMenuUI,,CheckBoxChallenge,4,,,,0,,0
112,3,112003,0,0,Magician,0,4,,,,,BP_MainMenuUI,,ButtonQuest,4,,,,0,,0
112,4,112004,0,0,Magician,0,4,,,,,BP_TotalQuestMenuUI,,CheckBoxDailyQuest,4,,,,0,,0
112,5,112005,0,3,Magician,24,4,,,,,,,,4,,,,0,,0
112,6,112006,0,3,Magician,24,4,,,,,,,,4,,,,0,,0
112,7,112007,0,0,Magician,0,4,,1000000,,,BP_TotalQuestMenuUI,DailyQuestTemplate1,CanvasPanelMissionTitle,4,,,,0,,0
112,8,112008,0,0,Magician,0,4,,1000000,,,BP_TotalQuestMenuUI,DailyQuestTemplate1,CanvasPanelMissionCardInfo,4,,,,0,,0
112,9,112009,0,0,Magician,0,4,,1000000,,,BP_TotalQuestMenuUI,DailyQuestTemplate1,CanvasPanelMissionRewardInfo,4,,,,0,,0
112,10,112010,0,0,Magician,0,4,,,,,BP_TotalQuestMenuUI,DailyQuestTemplate1,ButtonMissionStart,4,,,,0,,0
112,11,112011,0,0,Magician,0,4,,1000000,,,BP_TotalQuestMenuUI,DailyQuestTemplate1,CanvasPanelBtnMsg,4,,,,0,,0
112,12,112012,0,3,Magician,24,4,,,,,,,,4,,,,0,,0
112,13,112013,0,3,Magician,24,4,,,,,,,,4,,,,0,,0
112,14,112014,0,0,Magician,0,4,,1000000,,,BP_TotalQuestMenuUI,,CanvasPanelDailyCompletion,4,,,,0,,0
112,15,112015,0,0,Magician,0,4,,1000000,,,BP_TotalQuestMenuUI,,ButtonFreeRefreshMission,4,,,,0,,0
112,16,112016,0,3,Magician,24,4,,,,,,,,4,,,,0,,0
112,17,112017,0,3,Magician,24,4,,,,,,,,4,,,,0,,0
112,18,112018,1,3,,16,4,,500,,,,,,4,,,,0,,0
113,1,113001,0,0,Magician,0,4,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_113_1,0,,0
113,2,113002,0,0,Magician,0,4,,,,,BP_MainMenuUI,,CheckBoxChallenge,4,,,,0,,0
113,3,113003,0,0,Magician,0,4,,,,,BP_MainMenuUI,,ButtonQuest,4,,,,0,,0
113,4,113004,0,0,Magician,0,4,,,,,BP_TotalQuestMenuUI,,CheckBoxWeeklyQuest,4,,,,0,,0
113,5,113005,0,3,Magician,24,4,,,,,,,,4,,,,0,,0
113,6,113006,0,3,Magician,24,4,,,,,,,,4,,,,0,,0
113,7,113007,0,3,Magician,24,4,,,,,,,,4,,,,0,,0
113,8,113008,0,0,Magician,0,4,,1000000,,,BP_TotalQuestMenuUI,,CanvasPanelWeeklyList,4,,,,0,,0
113,9,113009,0,0,Magician,0,4,,,,,BP_TotalQuestMenuUI,,ButtonWeeklyStart,4,,,,0,,0
113,10,113010,0,0,Magician,0,4,,1000000,,,BP_TotalQuestMenuUI,,CanvasPanelWeeklyCompletion,4,,,,0,,0
113,11,113011,0,3,Magician,24,4,,,,,,,,4,,,,0,,0
113,12,113012,1,3,,16,4,,500,,,,,,4,,,,0,,0
114,1,114001,0,3,Aimel,24,4,,,,,,,,4,,,Tutorial_Dialogue_114_1,0,,0
114,2,114002,0,1,Aimel,0,4,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,,0,,0
114,3,114003,0,1,Aimel,0,4,,,,,BP_MainMenuUI,,CheckBoxGuild,4,,,,0,,0
114,4,114004,0,1,Aimel,0,4,,,,,BP_MainMenuUI,,ButtonGuildMain,4,,,,0,,0
114,5,114005,0,1,Aimel,0,4,,,,,BP_GuildUI,CanvasMiddleButton,ButtonDonate,4,,,,0,,0
114,6,114006,0,1,Aimel,0,4,,1000000,,,BP_GuildDonationPopupNew,,CheckBoxAdena,4,,,,0,,0
114,7,114007,0,1,Aimel,0,4,,,,,BP_GuildDonationPopupNew,,CheckBoxBloodCrystal,4,,,,0,,0
114,8,114008,0,1,Aimel,0,4,,,,,BP_GuildDonationPopupNew,,CheckBoxRedStarStone,4,,,,0,,0
114,9,114009,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
114,10,114010,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
114,11,114011,1,3,Aimel,24,4,,,,,,,,4,,,,0,,0
114,12,114012,0,1,Aimel,0,4,,,,,BP_GuildDonationPopupNew,,CheckBoxBloodCrystal,4,,,,0,,0
114,13,114013,0,1,Aimel,0,4,,,,,BP_GuildDonationPopupNew,,ButtonDonation,4,,,,0,,0
114,14,114014,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
114,15,114015,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
114,16,114016,0,1,Aimel,0,4,,,,,BP_GuildDonationResultPopup,,ButtonCancel,4,,,,0,,0
114,17,114017,0,1,Aimel,0,4,,,,,BP_GuildUI,CanvasBottomButton,ButtonGuildShop,4,,,,0,,0
114,18,114018,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
114,19,114019,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
114,20,114020,1,3,,16,4,,500,,,,,,4,,,,0,,0
115,1,115001,0,3,Aimel,24,4,,,,,,,,4,,,Tutorial_Dialogue_115_1,0,,0
115,2,115002,0,1,Aimel,0,4,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,,0,,0
115,3,115003,0,1,Aimel,0,4,,,,,BP_MainMenuUI,,CheckBoxGuild,4,,,,0,,0
115,4,115004,0,1,Aimel,0,4,,,,,BP_MainMenuUI,,ButtonGuildMain,4,,,,0,,0
115,5,115005,0,1,Aimel,0,4,,,,,BP_GuildEntranceUI,,ButtonGuildJoin,4,,,,0,,0
115,6,115006,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
115,7,115007,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
115,8,115008,1,3,Aimel,24,4,,,,,,,,4,,,,0,,0
115,9,115009,1,3,,16,4,,500,,,,,,4,,,,0,,0
116,1,116001,0,3,Aimel,24,4,,,,,,,,4,,,Tutorial_Dialogue_116_1,0,,0
116,2,116002,0,1,Aimel,0,4,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,,0,,0
116,3,116003,0,1,Aimel,0,4,,,,,BP_MainMenuUI,,CheckBoxGuild,4,,,,0,,0
116,4,116004,0,1,Aimel,0,4,,,,,BP_MainMenuUI,,ButtonGuildMain,4,,,,0,,0
116,5,116005,0,1,Aimel,0,4,,,,,BP_GuildUI,CanvasRightButton,ButtonGuildQuest,4,,,,0,,0
116,6,116006,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
116,7,116007,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
116,8,116008,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
116,9,116009,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
116,10,116010,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
116,11,116011,1,3,,16,4,,500,,,,,,4,,,,0,,0
117,1,117001,0,3,Aimel,24,4,,,,,,,,4,,,Tutorial_Dialogue_117_1,0,,0
117,2,117002,0,1,Aimel,0,4,,,,,BP_GameUI,,ButtonMainMenu,4,,,,0,,0
117,3,117003,0,1,Aimel,0,4,,,,,BP_MainMenuUI,,CheckBoxGuild,4,,,,0,,0
117,4,117004,0,1,Aimel,0,4,,,,,BP_MainMenuUI,,ButtonGuildDungeon,4,,,,0,,0
117,5,117005,0,1,Aimel,0,4,,1000000,,,BP_SelectGuildDungeonUI,,GuildDungeon_1,4,,,,0,,0
117,6,117006,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
117,7,117007,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
117,8,117008,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
117,9,117009,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
117,10,117010,1,3,,16,4,,500,,,,,,4,,,,0,,0
118,1,118001,0,3,Officer,24,4,,,,,,,,4,,,Tutorial_Dialogue_118_1,0,,0
118,2,118002,0,3,Officer,24,4,,,,,,,,4,,,,0,,0
118,3,118003,0,3,Officer,24,4,,,,,,,,4,,,,0,,0
118,4,118004,1,3,,16,4,,500,,,,,,4,,,,0,,0
201,1,201001,0,1,Aimel,0,4,,,,,BP_GameUI,MainToolbar,ButtonClassTransfer,4,,,Tutorial_Dialogue_201_1,0,,0
201,2,201002,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
201,3,201003,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
201,4,201004,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
201,5,201005,0,3,,16,4,,1000,,,,,,4,,,,0,,0
201,6,201006,0,1,Aimel,0,4,,,,,BP_ClassTransferQuestUI,SequentialQuestUI,ClassTransferQuest1,4,,,,0,,0
201,7,201007,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
201,8,201008,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
201,9,201009,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
201,10,201010,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
201,11,201011,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
201,12,201012,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
201,13,201013,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
201,14,201014,0,3,Aimel,24,4,,,,,,,,4,,,,0,,0
201,15,201015,1,3,,16,4,,500,,,,,,4,,,,0,,0
202,1,202001,0,3,Magician_01_03,24,4,,,,,,,,4,,,Tutorial_Dialogue_202_1,0,,0
202,2,202002,0,1,Magician_01_03,0,4,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,,0,,0
202,3,202003,0,1,Magician_01_03,0,4,,,,,BP_MainMenuUI,,CheckBoxDungeon,4,,,,0,,0
202,4,202004,0,1,Magician_01_03,0,4,,,,,BP_MainMenuUI,,ButtonDungeonMain,4,,,,0,,0
202,5,202005,0,1,Magician_01_03,0,4,,,,,BP_SelectDungeonUI,,TileViewDungeonList,4,5,,,0,,0
202,6,202006,0,1,Magician_01_03,0,4,,,,,BP_AdenaDungeonUI,,ButtonMonster,4,,,,0,,0
202,7,202007,0,3,Magician_01_03,24,4,,,,,,,,4,,,,0,,0
202,8,202008,0,3,Magician_01_03,24,4,,,,,,,,4,,,,0,,0
202,9,202009,0,3,Magician_01_03,24,4,,,,,,,,4,,,,0,,0
202,10,202010,1,3,,16,4,,500,,,,,,4,,,,0,,0
203,1,203001,0,1,Resident_05_03,0,4,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_203_1,0,,0
203,2,203002,0,1,Resident_05_03,0,4,,,,,BP_MainMenuUI,,CheckBoxDungeon,4,,,,0,,0
203,3,203003,0,1,Resident_05_03,0,4,,,,,BP_MainMenuUI,,ButtonDungeonMain,4,,,,0,,0
203,4,203004,0,1,Resident_05_03,0,4,,,,,BP_SelectDungeonUI,,TileViewDungeonList,4,4,,,0,,0
203,5,203005,0,3,,16,4,,2500,,,,,,4,,,,0,,0
203,6,203006,0,3,Resident_05_03,24,4,,,,,,,,4,,,,0,,0
203,7,203007,0,3,Resident_05_03,24,4,,,,,,,,4,,,,0,,0
203,8,203008,1,3,,16,4,,500,,,,,,4,,,,0,,0
204,1,204001,0,1,Teleporter_01_02,0,4,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_204_1,0,,0
204,2,204002,0,1,Teleporter_01_02,0,4,,,,,BP_MainMenuUI,,CheckBoxDungeon,4,,,,0,,0
204,3,204003,0,1,Teleporter_01_02,0,4,,,,,BP_MainMenuUI,,ButtonDungeonMain,4,,,,0,,0
204,4,204004,0,1,Teleporter_01_02,0,4,,,,,BP_SelectDungeonUI,,TileViewDungeonList,4,7,,,0,,0
204,5,204005,0,3,,16,4,,4000,,,,,,4,,,,0,,0
204,6,204006,0,3,Teleporter_01_02,24,4,,,,,,,,4,,,,0,,0
204,7,204007,0,3,Teleporter_01_02,24,4,,,,,,,,4,,,,0,,0
204,8,204008,1,3,,16,4,,500,,,,,,4,,,,0,,0
205,1,205001,0,1,Magician_01_03,0,4,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_205_1,0,,0
205,2,205002,0,1,Magician_01_03,0,4,,,,,BP_MainMenuUI,,CheckBoxDungeon,4,,,,0,,0
205,3,205003,0,1,Magician_01_03,0,4,,,,,BP_MainMenuUI,,ButtonDungeonMain,4,,,,0,,0
205,4,205004,0,1,Magician_01_03,0,4,,,,,BP_SelectDungeonUI,,TileViewDungeonList,4,6,,,0,,0
205,5,205005,0,3,,16,4,,1000,,,,,,4,,,,0,,0
205,6,205006,0,3,Magician_01_03,24,4,,,,,,,,4,,,,0,,0
205,7,205007,0,3,Magician_01_03,24,4,,,,,,,,4,,,,0,,0
205,8,205008,1,3,,16,4,,500,,,,,,4,,,,0,,0
206,1,206001,0,3,TemplePriest_01,24,4,,,,,,,,4,,,,0,,0
206,2,206002,0,1,TemplePriest_01,0,4,,,,,BP_CharacterTitleUI,,CheckBoxGrade5,4,,,,0,,0
206,3,206003,0,1,TemplePriest_01,0,4,,,,,BP_CharacterTitleUI,TableViewCharacterTitleList,ButtonAction,4,0,,,0,,0
206,4,206004,0,3,TemplePriest_01,24,5,,,,,,,,4,,,,0,,0
206,5,206005,0,1,TemplePriest_01,0,4,,,,,BP_CharacterTitleUI,TableViewCharacterTitleList,ButtonAction,4,0,,,0,,0
206,6,206006,0,3,TemplePriest_01,24,4,,,,,,,,4,,,,0,,0
206,7,206007,1,3,,16,4,,,,,,,,4,,,,0,,0
31,1,31001,0,3,student,24,4,,,,,,,,4,,,,0,,0
31,2,31002,0,1,student,0,4,,,,,BP_GameUI,,ButtonMainMenu,4,,,,0,,0
31,3,31003,0,1,student,0,4,,,,,BP_MainMenuUI,,CheckBoxCharacter,4,,,,0,,0
31,4,31004,0,1,student,0,4,,,,,BP_MainMenuUI,,ButtonRidingPet,4,,,,0,,0
31,5,31005,0,1,student,0,4,,1000000,,,BP_RidingPetUI,,TableViewRidingPetList,4,,,,0,,0
31,6,31006,0,1,student,0,4,,,,,BP_RidingPetUI,,ButtonSummon,4,,,,0,,0
31,7,31007,0,1,student,0,4,,,,,BP_RidingPetUI,,ButtonCall,4,,,,0,,0
31,8,31008,0,1,student,0,4,,,,,BP_RidingPetUI,AssetsUI,ButtonBack,4,,,,0,,0
31,9,31009,0,1,student,0,4,,,,,BP_GameUI,ButtonRidingPet,ButtonCall,4,,,,0,,0
31,10,31010,1,3,student,24,4,,,,,,,,4,,,,0,,0
32,1,32001,0,3,SmeltingMerchant_01,24,4,,,,,,,,4,,,,0,,0
32,2,32002,0,1,SmeltingMerchant_01,0,4,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,,0,,0
32,3,32003,0,1,SmeltingMerchant_01,0,4,,,,,BP_MainMenuUI,,CheckBoxDungeon,4,,,,0,,0
32,4,32004,0,1,SmeltingMerchant_01,0,4,,,,,BP_MainMenuUI,,ButtonDungeonMain,4,,,,0,,0
32,5,32005,0,1,SmeltingMerchant_01,0,4,,,,,BP_SelectDungeonUI,,TileViewDungeonList,4,7,,,0,,0
32,6,32006,0,3,,16,4,,500,,,,,,4,,,,0,,0
32,7,32007,0,3,SmeltingMerchant_01,0,4,,1000000,,,,,,4,,,,0,,0
32,8,32008,1,3,,16,4,,500,,,,,,4,,,,0,,0
