Id,NameEN,Grade,Type,InteractionType,ScaleFactor,VisibleLevel,Level,BasicAttackSkillInfoIdList,CreateSkillInfoId,IgnoreHitAnim,Aggressive,Movable,Rotatable,IsMonster,SpawnAnim,DisableSpawnVFX,SpawnVFX,HitFX,HitSocket,HitSound,BP_Name,IconTexture,IconTexture_discovered,QuestOnly,AppearanceScenePlay,IsBoss,MonsterCoreItemInfoId,RaceType,RaceIconPath,JobIconPath,CutSceneType,UseMatineeActor,MonsterType,MonsterGrade,InteractionVoiceID,QuestFinishVoiceID,IconTexture2,IconTitle,MinimapMark
11475,Resident_03_Attack_Bow,1,14,24,1,0,182,151306,,0,0,1,1,0,,0,,,,,BP_Resident_03_Attack_Bow, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,47,48,,,0
11476,Tutorial_Elf_01,1,14,24,1,0,182,,,0,0,1,1,0,,0,,,,,BP_Tutorial_Elf_01, Icon_MonsterCore_Sample,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,,1,5,7,49,50,,,0
11477,Resident_04_Attack_Sword,1,14,24,1,0,182,151401,,0,0,1,1,0,,0,,,,,BP_Resident_04_Attack_Sword, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,1,2,,,0
11478,Fernel,1,14,24,1,0,182,,,0,0,1,1,0,,0,,,,,BP_Fernel, Icon_MonsterCore_Sample,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Guard,,1,5,7,105,106,,,0
11479,Student,1,14,24,1,0,182,,,0,0,1,1,0,,0,,,,,BP_Student,student,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,S,1,5,7,59,60,,,0
11481,HardinsFollower_Attack_Staff,1,14,24,1,0,182,150501,,0,1,1,1,0,,0,,,,,BP_HardinsFollower_Attack_Staff, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,79,80,,,0
11484,SmeltingMerchant_Attack_Sword,1,14,24,1,0,182,151601,,0,1,1,1,0,,0,,,,,BP_SmeltingMerchant_Attack_Sword, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,51,52,,,0
11486,Noble_03_Attack_Sword,1,14,24,1,0,182,150901,,0,1,1,1,0,,0,,,,,BP_Noble_03_Attack_Sword, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,130,131,,,0
11489,Teleporter_01_Attack_Staff,1,14,24,1,0,182,151801,,0,1,1,1,0,,0,,,,,BP_Teleporter_01_Attack_Staff, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,61,62,,,0
11490,CatTheCat,1,14,24,1,0,182,152101,,0,1,1,1,0,,0,,,,,BP_CatTheCat,CatTheCat_01,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,S,1,5,7,5,6,,,0
11491,Resident_04_Attack_Sword,1,14,24,1,0,182,151401,,0,1,1,1,0,,0,,,,,BP_Resident_04_Attack_Sword, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,1,2,,,0
11494,CatTheCat,1,14,24,1,0,182,152101,,0,1,1,1,0,,0,,,,,BP_CatTheCat,CatTheCat_01,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,S,1,5,7,9,10,,,0
11495,Resident_03_Attack_Bow,1,14,24,1,0,182,151306,,0,1,1,1,0,,0,,,,,BP_Resident_03_Attack_Bow, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,47,48,,,0
11497,Resident_04_Attack_Sword,1,14,24,1,0,182,151401,,0,1,1,1,0,,0,,,,,BP_Resident_04_Attack_Sword, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,1,2,,,0
11498,Fernel_Attack_DualSword,1,14,24,1,0,182,150301,,0,1,1,1,0,,0,,,,,BP_Fernel_Attack_DualSword, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,105,106,,,0
11499,SmeltingMerchant_Wounded,1,14,24,1,0,182,,,1,0,0,0,0,,0,,,,,BP_SmeltingMerchant_Wounded, Icon_MonsterCore_Sample,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,,1,5,7,0,0,,,0
11500,TanorSilenosChieftain,1,14,24,1.3,0,190,50028,,1,0,1,1,0,,0,,,,,BP_TanorSilenosChieftain,Icon_MonsterCore_TanorSilenosChieftain,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,M,1,5,7,0,0,,,0
11501,TemplePriest,1,14,24,1,0,190,,,0,0,1,1,0,,0,,,,,BP_TemplePriest,TemplePriest_01,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,M,1,5,7,67,68,,,0
11502,CityGuard,1,14,2,1,0,190,,,0,0,1,1,0,,0,,,,,BP_CityGuard,CityGuard_01,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,M,1,5,7,11,12,,,0
11503,GateKeeper,1,14,6,1,0,190,,,0,0,1,1,0,,0,,,,,BP_GateKeeper, Icon_MonsterCore_Sample,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,,1,5,7,65,66,,,0
11504,CityGuard,1,14,2,1,0,190,,,0,0,1,1,0,,0,,,,,BP_CityGuard,CityGuard_01,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,M,1,5,7,11,12,,,0
11505,WarehouseKeeper,1,14,3,1,0,190,,,0,0,1,1,0,,0,,,,,BP_WarehouseKeeper,WarehouseKeeper,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,S,1,5,7,71,72,,,0
11506,Resident_04,1,14,5,1,0,190,,,0,0,1,1,0,,0,,,,,BP_Resident_04, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,1,2,,,0
11507,WarehouseKeeper,1,14,24,1,0,190,,,0,0,1,1,0,,0,,,,,BP_WarehouseKeeper,WarehouseKeeper,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,S,1,5,7,71,72,,,0
11508,Resident_04,1,14,4,1,0,190,,,0,0,1,1,0,,0,,,,,BP_Resident_04, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,1,2,,,0
11509,ItemMerchant,1,14,5,1,0,190,,,0,0,1,1,0,,0,,,,,BP_ItemMerchant,ItemMerchant_01,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,M,1,5,7,17,18,,,0
11510,Resident_04,1,14,24,1,0,190,,,0,0,1,1,0,,0,,,,,BP_Resident_04, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,1,2,,,0
11511,TemplePriest,1,14,24,1,0,190,,,0,0,1,1,0,,0,,,,,BP_TemplePriest,TemplePriest_01,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,M,1,5,7,67,68,,,0
11512,Maid_01_Attack_DualSword,1,14,24,1,0,190,153001,,0,1,1,1,0,,0,,,,,BP_Maid_01_Attack_DualSword, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,114,115,,,0
11513,WarehouseKeeper_Attack_Sword,1,14,24,1,0,190,152001,,0,1,1,1,0,,0,,,,,BP_WarehouseKeeper_Attack_Sword, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,71,72,,,0
11514,CityGuard_Oren_01_Attack_Spear,1,14,24,1,0,190,150201,,0,1,1,1,0,,0,,,,,BP_CityGuard_Oren_01_Attack_Spear, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,13,14,,,0
11515,CityGuard_Oren_01_Attack_Spear,1,14,24,1,0,190,150201,,0,1,1,1,0,,0,,,,,BP_CityGuard_Oren_01_Attack_Spear, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,13,14,,,0
11516,SmeltingMerchant_Attack_Sword,1,14,24,1,0,190,151601,,0,1,1,1,0,,0,,,,,BP_SmeltingMerchant_Attack_Sword, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,51,52,,,0
11517,BarkaSilenosChieftain,1,14,24,1.5,0,190,50202,,1,0,1,1,0,,0,,,,,BP_BarkaSilenosChieftain,Icon_MonsterCore_BarkaSilenosChieftain,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,M,1,5,7,0,0,,,0
11518,Resident_05_Attack_Dagger,1,14,24,1,0,190,151501,,0,1,1,1,0,,0,,,,,BP_Resident_05_Attack_Dagger, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,97,98,,,0
11519,SmeltingMerchant_Attack_Sword,1,14,24,1,0,190,151601,,0,1,1,1,0,,0,,,,,BP_SmeltingMerchant_Attack_Sword, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,51,52,,,0
11520,CatTheCat,1,14,24,1,0,190,152101,,0,0,1,1,0,,0,,,,,BP_CatTheCat,CatTheCat_01,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,S,1,5,7,9,10,,,0
11521,CatTheCat,1,14,24,1,0,190,152101,,0,1,1,1,0,,0,,,,,BP_CatTheCat,CatTheCat_01,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,S,1,5,7,9,10,,,0
11522,CatTheCat,1,14,24,1,0,190,152101,,0,1,1,1,0,,0,,,,,BP_CatTheCat,CatTheCat_01,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,S,1,5,7,9,10,,,0
11523,SmeltingMerchant,1,14,24,1,0,190,,,0,0,1,1,0,,0,,,,,BP_SmeltingMerchant,SmeltingMerchant_01,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,M,1,5,7,51,52,,,0
11524,Resident_04,1,14,24,1,0,190,,,0,0,1,1,0,,0,,,,,BP_Resident_04, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,128,129,,,0
11525,Resident_04_Attack_Sword,1,14,24,1,0,190,151401,,0,1,1,1,0,,0,,,,,BP_Resident_04_Attack_Sword, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,128,129,,,0
11526,Resident_04_Wounded,1,14,24,1,0,190,,,1,0,0,0,0,,0,,,,,BP_Resident_04_Wounded, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,128,129,,,0
11527,CityGuard_Oren_01,1,14,24,1,0,190,,,0,0,1,1,0,,0,,,,,BP_CityGuard_Oren_01, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,M,1,5,7,128,129,,,0
11528,Resident_04_Attack_Sword,1,14,24,1,0,190,151401,,0,1,1,1,0,,0,,,,,BP_Resident_04_Attack_Sword, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,128,129,,,0
11529,WarehouseKeeper,1,14,24,1,0,190,,,0,0,1,1,0,,0,,,,,BP_WarehouseKeeper,WarehouseKeeper,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,S,1,5,7,71,72,,,0
11530,WarehouseKeeper_Attack_Sword,1,14,24,1,0,190,152001,,0,1,1,1,0,,0,,,,,BP_WarehouseKeeper_Attack_Sword, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,71,72,,,0
11531,Aimel,1,14,24,1,0,190,,,0,0,1,1,0,,0,,,,,BP_Aimel, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,21,22,,,0
11532,Aimel_NoWeapon,1,14,24,1,0,190,,,0,0,1,1,0,,0,,,,,BP_Aimel_NoWeapon, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,21,22,,,0
11533,BarkaSilenosChieftain,1,14,24,1.3,1,182,50202,,0,0,1,1,0,,0,,,,,BP_BarkaSilenosChieftain,Icon_MonsterCore_BarkaSilenosChieftain,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,M,1,5,7,0,0,,,0
11534,Aimel_Attack_Sword,1,14,24,1,0,190,150001,,0,1,1,1,0,,0,,,,,BP_Aimel_Attack_Sword, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,21,22,,,0
11535,ArmorMerchant_Armored,1,14,24,1,0,190,,,0,0,1,1,0,,0,,,,,BP_ArmorMerchant_Armored, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,3,4,,,0
11536,ArmorMerchant,1,14,24,1,0,190,,,0,0,1,1,0,,0,,,,,BP_ArmorMerchant,ArmorMerchant_01,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Guard,S,1,5,7,3,4,,,0
11537,ArmorMerchant_01_Attack_Spear,1,14,24,1,0,190,150101,,0,1,1,1,0,,0,,,,,BP_ArmorMerchant_01_Attack_Spear, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,3,4,,,0
11538,ArmorMerchant_Wounded,1,14,24,1,0,190,,,1,0,0,0,0,,0,,,,,BP_ArmorMerchant_Wounded, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
11539,ArmorMerchant_01_Attack_Spear,1,14,24,1,0,190,150101,,0,1,1,1,0,,0,,,,,BP_ArmorMerchant_01_Attack_Spear, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,3,4,,,0
11540,Resident_04,1,14,24,1,0,190,,,0,0,1,1,0,,0,,,,,BP_Resident_04, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,1,2,,,0
11541,Resident_05,1,14,24,1,0,190,,,0,0,1,1,0,,0,,,,,BP_Resident_05, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,97,98,,,0
11542,Officer_Oren_02_Armored,1,14,24,1,0,190,,,0,0,1,1,0,,0,,,,,BP_Officer_Oren_02_Armored, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,124,125,,,0
11543,Officer_Oren_02,1,14,24,1,0,190,,,0,0,1,1,0,,0,,,,,BP_Officer_Oren_02, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,M,1,5,7,124,125,,,0
11544,Officer_Oren_02_Attack_Spear,1,14,24,1,0,190,151101,,0,1,1,1,0,,0,,,,,BP_Officer_Oren_02_Attack_Spear, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,124,125,,,0
11545,Officer_Oren_02_Attack_Spear,1,14,24,1,0,190,151101,,0,1,1,1,0,,0,,,,,BP_Officer_Oren_02_Attack_Spear, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,124,125,,,0
11546,Teleporter,1,14,24,1,0,190,,,0,0,1,1,0,,0,,,,,BP_Teleporter,Teleporter_01,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,M,1,5,7,61,62,,,0
11547,Maid_01,1,14,24,1,0,190,,,0,0,1,1,0,,0,,,,,BP_Maid_01, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,116,117,,,0
11548,Maid_01_Terrify,1,14,24,1,0,190,,,1,0,0,0,0,,0,,,,,BP_Maid_01_Terrify, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,116,117,,,0
11549,Noble_03,1,14,24,1,0,190,,,0,0,1,1,0,,0,,,,,BP_Noble_03, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,93,94,,,0
11550,Magician_Attack_Staff,1,14,24,1,0,190,150701,,0,0,1,1,0,,0,,,,,BP_Magician_Attack_Staff, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,27,28,,,0
11551,Magician_Cast_02,1,14,24,1,0,190,,,1,0,0,0,0,,0,,,,,BP_Magician_Cast_02, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,27,28,,,0
11552,Magician_Attack_Staff,1,14,24,1,0,190,150701,,0,1,1,1,0,,0,,,,,BP_Magician_Attack_Staff, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,27,28,,,0
11553,ItemMerchant,1,14,24,1,0,190,,,0,0,1,1,0,,0,,,,,BP_ItemMerchant,ItemMerchant_01,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,M,1,5,7,17,18,,,0
11554,ItemMerchant_Wounded,1,14,24,1,0,190,,,1,0,0,0,0,,0,,,,,BP_ItemMerchant_Wounded, Icon_MonsterCore_Sample,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,,1,5,7,0,0,,,0
11555,Terrify_ItemMerchant,1,14,24,1,0,190,,,1,0,0,0,0,,0,,,,,BP_Terrify_ItemMerchant, Icon_MonsterCore_Sample,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,,1,5,7,0,0,,,0
11556,Officer_Oren_01,1,14,24,1,0,190,,,0,0,1,1,0,,0,,,,,BP_Officer_Oren_01, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,M,1,5,7,41,42,,,0
11557,Officer_Oren_01_Fear,1,14,24,1,0,190,,,1,0,0,0,0,,0,,,,,BP_Officer_Oren_01_Fear, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
11558,HardinsFollower_Attack_Staff,1,14,24,1,0,190,150501,,0,0,1,1,0,,0,,,,,BP_HardinsFollower_Attack_Staff, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,79,80,,,0
11559,TanorSilenosWarrior,1,14,24,1,0,190,50023,,1,0,1,1,0,,0,,,,,BP_TanorSilenosWarrior,Icon_MonsterCore_TanorSilenosWarrior,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Walker,M,1,5,7,0,0,,,0
11560,HardinsFollower_Attack_Staff,1,14,24,1,0,190,150501,,0,1,1,1,0,,0,,,,,BP_HardinsFollower_Attack_Staff, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,79,80,,,0
11561,Resident_04_Attack_Sword,1,14,24,1,0,190,151401,,0,0,1,1,0,,0,,,,,BP_Resident_04_Attack_Sword, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,1,2,,,0
11562,Resident_04_Wounded,1,14,24,1,0,190,,,1,0,0,0,0,,0,,,,,BP_Resident_04_Wounded, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
11563,Resident_04_Attack_Sword,1,14,24,1,0,190,151401,,0,1,1,1,0,,0,,,,,BP_Resident_04_Attack_Sword, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,1,2,,,0
11564,SmeltingMerchant_Attack_Sword,1,14,24,1,0,190,151601,,0,0,1,1,0,,0,,,,,BP_SmeltingMerchant_Attack_Sword, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,51,52,,,0
11565,TimakOrcWarrior,0,14,24,1,0,190,50003,,0,1,1,1,0,,0,,,,,BP_TimakOrcWarrior,Icon_MonsterCore_TimakOrcWarrior,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,M,1,5,7,0,0,,,0
11566,SmeltingMerchant_Attack_Sword,1,14,24,1,0,190,151601,,0,1,1,1,0,,0,,,,,BP_SmeltingMerchant_Attack_Sword, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,51,52,,,0
11567,Embryon,1,14,24,1,0,190,,,0,0,1,1,0,,0,,,,,BP_Embryon, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,M,1,5,7,112,113,,,0
11568,Embryon_Attack_Sword,1,14,24,1,0,190,50214,,0,1,1,1,0,,0,,,,,BP_Embryon_Attack_Sword, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,112,113,,,0
11569,EmbryonKnights,1,14,24,1,0,190,50211,,0,0,1,1,0,,0,,,,,BP_EmbryonKnights,Icon_MonsterCore_EmbryonKnights,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Guard,M,1,5,7,0,0,,,0
11570,EmbryonKnights,1,14,24,1,0,190,50211,,0,1,1,1,0,,0,,,,,BP_EmbryonKnights,Icon_MonsterCore_EmbryonKnights,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Guard,M,1,5,7,0,0,,,0
11571,Magician_Attack_Staff,1,14,24,1,0,190,150701,,0,0,1,1,0,,0,,,,,BP_Magician_Attack_Staff, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,132,133,,,0
11572,LetoLizardmanChieftain,1,14,24,1,0,190,50080,,0,0,1,1,0,,0,,,,,BP_LetoLizardmanChieftain,Icon_MonsterCore_LetoLizardmanChieftain,1,0,0,0,,5,Icon_Ability_Dragon,Icon_Ability_Fighter,M,1,5,7,0,0,,,0
11573,Magician_Attack_Staff,1,14,24,1,0,190,150701,,0,1,1,1,0,,0,,,,,BP_Magician_Attack_Staff, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,132,133,,,0
11574,Windsus,0,14,24,1,0,190,50020,,0,0,0,0,0,,0,,,,,BP_Windsus,Icon_MonsterCore_Windsus,1,0,0,0,,4,Icon_Ability_Animal,Icon_Ability_Patrol,S,1,5,7,0,0,,,0
11575,Attack_Teleporter_Magic,1,14,24,1,0,190,,,1,0,0,0,0,ElfSkillSongOfVitality,0,,,,,BP_Attack_Teleporter_Magic, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,61,62,,,0
11576,Windsus,0,14,24,1,0,190,50020,,0,0,0,0,0,,0,,,,,BP_Windsus,Icon_MonsterCore_Windsus,1,0,0,0,,4,Icon_Ability_Animal,Icon_Ability_Patrol,S,1,5,7,0,0,,,0
11577,Windsus,0,14,24,1,0,190,50020,,0,1,1,1,0,,0,,,,,BP_Windsus,Icon_MonsterCore_Windsus,1,0,0,0,,4,Icon_Ability_Animal,Icon_Ability_Patrol,S,1,5,7,0,0,,,0
11578,Atrox,1,14,24,1.5,0,190,50213,,1,0,1,1,0,,0,,,,,BP_Atrox,Icon_MonsterCore_Atrox,1,0,0,0,,4,Icon_Ability_Animal,Icon_Ability_Patrol,M,1,5,7,0,0,,,0
11579,Maid_01_Attack_DualSword,1,14,24,1,0,190,153001,,0,1,1,1,0,,0,,,,,BP_Maid_01_Attack_DualSword, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,116,117,,,0
11580,DarkAssociation_Normal,1,14,24,1,0,190,,,0,1,1,1,0,,0,,,,,BP_DarkAssociation_Normal, Icon_MonsterCore_Sample,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,,1,5,7,15,16,,,0
11581,Maid_01,1,14,24,1,0,190,,,0,0,0,0,0,,0,,,,,BP_Maid_01, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,116,117,,,0
11582,WarehouseKeeper_W_01,1,14,24,1,0,190,,,0,0,0,0,0,,0,,,,,BP_WarehouseKeeper_W_01, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,120,121,,,0
11583,WarehouseKeeper,1,14,24,1,0,190,,,0,0,0,0,0,,0,,,,,BP_WarehouseKeeper,WarehouseKeeper,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,S,1,5,7,71,72,,,0
11584,CityGuard_Oren_01,1,14,24,1,0,190,,,0,0,0,0,0,,0,,,,,BP_CityGuard_Oren_01, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,M,1,5,7,13,14,,,0
11585,Magician,1,14,24,1,0,190,,,0,0,0,0,0,,0,,,,,BP_Magician,Magician,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,M,1,5,7,27,28,,,0
11586,DarkAssociation_Normal,1,14,24,1,0,190,,,0,0,0,0,0,,0,,,,,BP_DarkAssociation_Normal, Icon_MonsterCore_Sample,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,,1,5,7,15,16,,,0
11587,CatTheCat,1,14,24,1,0,190,152101,,0,0,0,0,0,,0,,,,,BP_CatTheCat,CatTheCat_01,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,S,1,5,7,5,6,,,0
11588,SmeltingMerchant,1,14,24,1,0,190,,,0,0,0,0,0,,0,,,,,BP_SmeltingMerchant,SmeltingMerchant_01,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,M,1,5,7,51,52,,,0
11589,Resident_04,1,14,24,1,0,190,,,0,0,0,0,0,,0,,,,,BP_Resident_04, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,1,2,,,0
11590,Resident_05_Attack_Dagger,1,14,24,1,0,190,151501,,0,0,0,0,0,,0,,,,,BP_Resident_05_Attack_Dagger, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,97,98,,,0
11591,CatTheCat,1,14,24,1,0,190,152101,,0,0,0,0,0,,0,,,,,BP_CatTheCat,CatTheCat_01,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,S,1,5,7,5,6,,,0
11592,Magician,1,14,24,1,0,190,,,0,0,0,0,0,,0,,,,,BP_Magician,Magician,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,M,1,5,7,27,28,,,0
11593,TanorSilenosShaman,1,14,24,1.3,0,190,50027,,1,0,1,1,0,,0,,,,,BP_TanorSilenosShaman,Icon_MonsterCore_TanorSilenosShaman,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,M,1,5,7,0,0,,,0
11594,CatTheCat,1,14,24,1,0,190,152101,,0,1,1,1,0,,0,,,,,BP_CatTheCat,CatTheCat_01,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,S,1,5,7,5,6,,,0
11595,TanorSilenosShaman,1,14,24,1,1,190,50027,,0,0,1,1,0,,0,,,,,BP_TanorSilenosShaman,Icon_MonsterCore_TanorSilenosShaman,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,M,1,5,7,0,0,,,0
11596,DarkAssociation,0,14,24,1,1,190,50103,,0,0,1,1,0,,0,,,,,BP_DarkAssociation,Icon_MonsterCore_DarkAssociation,1,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,M,1,5,7,15,16,,,0
11597,DeathFire,0,14,24,1,1,190,50038,,0,0,1,1,0,,0,,,,,BP_DeathFire,Icon_MonsterCore_DeathFire,1,0,0,0,,3,Icon_Ability_Demon,Icon_Ability_Fighter,M,1,5,7,0,0,,,0
11598,Windsus_Attack,1,14,24,1,0,190,,,0,0,0,0,0,,0,,,,,BP_Windsus_Attack, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
11599,Magician_Attack_Staff,1,14,24,1,0,190,150701,,0,1,1,1,0,,0,,,,,BP_Magician_Attack_Staff, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,27,28,,,0
