Id,EffectType,EffectParam,EffectGrowth1,EffectGrowth2,PointCount
412018,3,"1300,1300",,,
412018,4,"1300,1300",,,
412018,23,"-1500,-1500",,,
412018,24,"-1500,-1500",,,
412018,7,"1500,1500",1,1,
412018,62,"1500,1500",1,1,
412019,125,,,,
412036,3,"1500,1500",1,1,
412036,4,"1500,1500",1,1,
412036,23,"4000,4000",1,1,
412036,24,"4000,4000",1,1,
412036,7,"3000,3000",1,1,
412036,62,"6500,6500",1,1,
412037,3,"2500,2500",1,1,
412037,4,"2500,2500",1,1,
412037,23,"7000,7000",1,1,
412037,24,"7000,7000",1,1,
412037,7,"3000,3000",1,1,
412037,62,"6500,6500",1,1,
412038,3,"3500,3500",1,1,
412038,4,"3500,3500",1,1,
412038,23,"10000,10000",1,1,
412038,24,"10000,10000",1,1,
412038,7,"3000,3000",1,1,
412038,62,"6500,6500",1,1,
413002,3,"1000,1000",1,1,
413002,4,"1000,1000",1,1,
413002,7,"2500,2500",1,1,
413005,23,"-800,-800",1,1,
413005,24,"-800,-800",1,1,
413010,74,,,,
413010,23,"-6000,-6000",,,
413010,24,"-6000,-6000",,,
413010,52,"20000,20000",,,
413011,43,"0,0,100000,100000",,,
413011,44,"0,0,100000,100000",,,
413013,43,"0,0,7500,7500",,,
413013,44,"0,0,7500,7500",,,
413013,62,"-2000,-2000",,,
413016,55,,,,
413016,56,,,,
4130212,55,,,,
4130212,99,"10000,10000",,,
4130213,74,"0,0",,,
413018,3,"1300,1300",,,
413018,4,"1300,1300",,,
413018,23,"-1500,-1500",,,
413018,24,"-1500,-1500",,,
413018,7,"1500,1500",1,1,
413018,62,"1500,1500",1,1,
413019,125,,,,
413019,3,"2000,2000",,,
413019,4,"2000,2000",,,
413019,7,"3000,3000",1,1,
413019,62,"3000,3000",1,1,
4130272,84,,,,
413035,55,,,,
413035,99,,,,
413036,3,"1500,1500",1,1,
413036,4,"1500,1500",1,1,
413036,23,"4000,4000",1,1,
413036,24,"4000,4000",1,1,
413036,7,"3000,3000",1,1,
413036,62,"6500,6500",1,1,
413037,3,"2500,2500",1,1,
413037,4,"2500,2500",1,1,
413037,23,"7000,7000",1,1,
413037,24,"7000,7000",1,1,
413037,7,"3000,3000",1,1,
413037,62,"6500,6500",1,1,
413038,3,"3500,3500",1,1,
413038,4,"3500,3500",1,1,
413038,23,"10000,10000",1,1,
413038,24,"10000,10000",1,1,
413038,7,"3000,3000",1,1,
413038,62,"6500,6500",1,1,
413041,74,,,,
413041,23,"-6000,-6000",,,
413041,24,"-6000,-6000",,,
414002,3,"1000,1000",1,1,
414002,4,"1000,1000",1,1,
414002,7,"2500,2500",1,1,
414005,23,"-800,-800",1,1,
414005,24,"-800,-800",1,1,
414010,74,,,,
414010,23,"-6000,-6000",,,
414010,24,"-6000,-6000",,,
414010,52,"20000,20000",,,
414011,43,"0,0,100000,100000",,,
414011,44,"0,0,100000,100000",,,
414013,43,"0,0,7500,7500",,,
414013,44,"0,0,7500,7500",,,
414013,62,"-2000,-2000",,,
414016,55,,,,
414016,56,,,,
414018,3,"1300,1300",,,
414018,4,"1300,1300",,,
414018,23,"-1500,-1500",,,
414018,24,"-1500,-1500",,,
414018,7,"1500,1500",1,1,
414018,62,"1500,1500",1,1,
414019,125,,,,
414019,3,"2000,2000",,,
414019,4,"2000,2000",,,
414019,7,"3000,3000",1,1,
414019,62,"3000,3000",1,1,
414036,3,"1500,1500",1,1,
414036,4,"1500,1500",1,1,
414036,23,"4000,4000",1,1,
414036,24,"4000,4000",1,1,
414036,7,"3000,3000",1,1,
414036,62,"6500,6500",1,1,
414037,3,"2500,2500",1,1,
414037,4,"2500,2500",1,1,
414037,23,"7000,7000",1,1,
414037,24,"7000,7000",1,1,
414037,7,"3000,3000",1,1,
414037,62,"6500,6500",1,1,
414038,3,"3500,3500",1,1,
414038,4,"3500,3500",1,1,
414038,23,"10000,10000",1,1,
414038,24,"10000,10000",1,1,
414038,7,"3000,3000",1,1,
414038,62,"6500,6500",1,1,
414041,74,,,,
414041,23,"-6000,-6000",,,
414041,24,"-6000,-6000",,,
414043,56,,,,
414045,55,,,,
414045,7,"2500,2500",,,
414045,62,"5000,5000",,,
4010062,74,,,,
4010202,84,,,,
401021,84,,,,
401026,84,,,,
401009,84,,,,
401010,84,,,,
401011,74,,,,
401013,84,,,,
401014,84,,,,
401015,84,,,,
4020012,84,"2500,2500",,,
4010351,74,,,,
4020101,62,"-10000,-10000",,,
401000,1,"1500,1500",1,1,
401000,2,"1500,1500",1,1,
4011032,74,,,,
4011042,115,401102,,,
4011022,115,401109,,,
4011043,44,"5000,5000",,,
4011092,74,,,,
4012022,84,,,,
4012051,74,,,,
4012061,84,,,,
401217,74,,,,
401218,74,,,,
4012082,115,401201,,,
401211,3,"3000,3000",1,1,
401211,4,"3000,3000",1,1,
401211,23,"20000,20000",1,1,
401211,24,"20000,20000",1,1,
401211,7,"4000,4000",1,1,
401211,62,"4500,4500",1,1,
810000001,89,"1000,1000",,,
810000002,89,"2000,2000",,,
810000003,89,"3000,3000",,,
810000004,89,"4000,4000",,,
810000005,89,"5000,5000",,,
810000006,89,"6000,6000",,,
810000007,89,"7000,7000",,,
810000008,89,"8000,8000",,,
810000009,89,"9000,9000",,,
810000010,89,"10000,10000",,,
810000101,57,"1000,1000",,,
810000102,57,"2000,2000",,,
810000103,57,"3000,3000",,,
810000104,57,"4000,4000",,,
810000105,57,"5000,5000",,,
810000106,57,"6000,6000",,,
810000107,57,"7000,7000",,,
810000108,57,"8000,8000",,,
810000109,57,"9000,9000",,,
810000110,57,"10000,10000",,,
810000201,120,"1000,1000",,,
810000202,120,"2000,2000",,,
810000203,120,"3000,3000",,,
810000204,120,"4000,4000",,,
810000205,120,"5000,5000",,,
810000206,120,"6000,6000",,,
810000207,120,"7000,7000",,,
810000208,120,"8000,8000",,,
810000209,120,"9000,9000",,,
810000210,120,"10000,10000",,,
810000301,87,"1000,1000",,,
810000302,87,"2000,2000",,,
810000303,87,"3000,3000",,,
810000304,87,"4000,4000",,,
810000305,87,"5000,5000",,,
810000306,87,"6000,6000",,,
810000307,87,"7000,7000",,,
810000308,87,"8000,8000",,,
810000309,87,"9000,9000",,,
810000310,87,"10000,10000",,,
81000050,58,"3000,3000",1,1,
81000051,9,"300,300",1,1,
81000052,21,"2000,2000",1,1,
81000052,22,"2000,2000",1,1,
81000053,1,"1500,1500",1,1,
81000053,2,"1500,1500",1,1,
81000054,1,"2000,2000",1,1,
81000054,2,"2000,2000",1,1,
81000201,2,"2000,2000",1,1,
81980001,238,81980001,,,
81980002,239,81980001,,,
81980003,239,81980001,,,
40020101,62,"-100000,-100000",1,1,
40020102,23,"-1500,-1500",1,1,
40020102,24,"-1500,-1500",1,1,
40020103,23,"6000,6000",1,1,
40020103,24,"6000,6000",1,1,
40020105,62,"-2000,-2000",1,1,
40020106,109,"2000,2000",1,1,
40020106,62,"-7500,-7500",1,1,
40020108,109,"1000,1000",1,1,
40020114,111,"500,500",1,1,
40020115,62,"-5000,-5000",1,1,
40020116,62,"3000,3000",1,1,
40020116,7,"2500,2500",1,1,
40020117,56,,1,1,
40020117,55,,1,1,
40020118,62,"7500,7500",1,1,
40020120,3,"4500,4500",1,1,
40020120,4,"4500,4500",1,1,
40020121,161,"40020124,30000",1,1,
40020121,162,"40020124,5000",1,1,
40020122,23,"50000,50000",1,1,
40020122,24,"50000,50000",1,1,
40020122,48,"10000,10000",1,1,
40020123,161,"40020125,10000",1,1,
40020123,162,"40020125,5000",1,1,
40020123,62,"3000,3000",1,1,
40020123,7,"3000,3000",1,1,
40020124,162,"40020120,5000",1,1,
40020124,162,"40020123,5000",1,1,
40020125,84,,1,1,
40020128,162,"40020149,10000",1,1,
40020128,162,"40020160,10000",1,1,
40020129,162,"40020146,10000",1,1,
40020129,162,"40020157,10000",1,1,
40020130,162,"40020147,10000",1,1,
40020130,162,"40020158,10000",1,1,
40020131,162,"40020148,10000",1,1,
40020131,162,"40020159,10000",1,1,
40020132,111,"5000,5000",1,1,
40020133,84,,1,1,
40020134,84,,1,1,
40020136,62,"-100000,-100000",1,1,
40020137,84,,1,1,
40020146,84,,1,1,
40020147,84,,1,1,
40020148,84,,1,1,
40020149,84,,1,1,
40020150,62,"-7500,-7500",1,1,
40020157,84,,1,1,
40020158,84,,1,1,
40020159,84,,1,1,
40020160,84,,1,1,
40020165,3,"2000,2000",1,1,
40020165,4,"2000,2000",1,1,
40020165,7,"1500,1500",1,1,
40020166,3,"2500,2500",1,1,
40020166,4,"2500,2500",1,1,
40020167,3,"5000,5000",1,1,
40020167,4,"5000,5000",1,1,
40020174,84,,1,1,
40020175,84,,1,1,
40020176,109,"7000,7000",1,1,
40020176,40,"99999999,99999999",1,1,
40020180,56,,1,1,
40020181,56,,1,1,
40020182,56,,1,1,
40020183,56,,1,1,
40020184,56,,1,1,
40020185,56,,1,1,
40020186,56,,1,1,
40020187,56,,1,1,
40020197,74,,1,1,
40020201,62,"-100000,-100000",1,1,
40020202,23,"-1500,-1500",1,1,
40020202,24,"-1500,-1500",1,1,
40020203,23,"6000,6000",1,1,
40020203,24,"6000,6000",1,1,
40020205,62,"-2000,-2000",1,1,
40020206,109,"2000,2000",1,1,
40020206,62,"-7500,-7500",1,1,
40020208,109,"1000,1000",1,1,
40020214,111,"500,500",1,1,
40020215,62,"-5000,-5000",1,1,
40020216,62,"3500,3000",1,1,
40020216,7,"2500,2500",1,1,
40020217,56,,1,1,
40020217,55,,1,1,
40020218,62,"7500,7500",1,1,
40020220,3,"4500,4500",1,1,
40020220,4,"4500,4500",1,1,
40020221,161,"40020224,30000",1,1,
40020221,162,"40020224,5000",1,1,
40020222,23,"50000,50000",1,1,
40020222,24,"50000,50000",1,1,
40020222,48,"10000,10000",1,1,
40020223,161,"40020225,10000",1,1,
40020223,162,"40020225,5000",1,1,
40020223,62,"3000,3000",1,1,
40020223,7,"3000,3000",1,1,
40020224,162,"40020220,5000",1,1,
40020224,162,"40020223,5000",1,1,
40020225,84,,1,1,
40020228,162,"40020249,10000",1,1,
40020228,162,"40020260,10000",1,1,
40020229,162,"40020246,10000",1,1,
40020229,162,"40020257,10000",1,1,
40020230,162,"40020247,10000",1,1,
40020230,162,"40020258,10000",1,1,
40020231,162,"40020248,10000",1,1,
40020231,162,"40020259,10000",1,1,
40020232,111,"5000,5000",1,1,
40020233,84,,1,1,
40020234,84,,1,1,
40020236,62,"-100000,-100000",1,1,
40020237,84,,1,1,
40020246,84,,1,1,
40020247,84,,1,1,
40020248,84,,1,1,
40020249,84,,1,1,
40020250,62,"-7500,-7500",1,1,
40020257,84,,1,1,
40020258,84,,1,1,
40020259,84,,1,1,
40020260,84,,1,1,
40020265,3,"2000,2000",1,1,
40020265,4,"2000,2000",1,1,
40020265,7,"1500,1500",1,1,
40020266,3,"2500,2500",1,1,
40020266,4,"2500,2500",1,1,
40020267,3,"5000,5000",1,1,
40020267,4,"5000,5000",1,1,
40020274,84,,1,1,
40020275,84,,1,1,
40020276,109,"8000,8000",1,1,
40020276,40,"99999999,99999999",1,1,
40020280,56,,1,1,
40020281,56,,1,1,
40020282,56,,1,1,
40020283,56,,1,1,
40020284,56,,1,1,
40020285,56,,1,1,
40020286,56,,1,1,
40020287,56,,1,1,
40020297,74,,1,1,
40020301,62,"-100000,-100000",1,1,
40020302,23,"-1500,-1500",1,1,
40020302,24,"-1500,-1500",1,1,
40020302,74,,1,1,
40020303,23,"6000,6000",1,1,
40020303,24,"6000,6000",1,1,
40020305,62,"-2000,-2000",1,1,
40020306,109,"2000,2000",1,1,
40020306,62,"-7500,-7500",1,1,
40020308,109,"1000,1000",1,1,
40020314,111,"500,500",1,1,
40020315,62,"-5000,-5000",1,1,
40020316,62,"3500,3000",1,1,
40020316,7,"2500,2500",1,1,
40020317,56,,1,1,
40020317,55,,1,1,
40020318,62,"7500,7500",1,1,
40020320,3,"4500,4500",1,1,
40020320,4,"4500,4500",1,1,
40020320,115,40020367,1,1,
40020321,161,"40020324,30000",1,1,
40020321,162,"40020324,5000",1,1,
40020322,23,"50000,50000",1,1,
40020322,24,"50000,50000",1,1,
40020322,48,"10000,10000",1,1,
40020323,161,"40020325,10000",1,1,
40020323,162,"40020325,5000",1,1,
40020323,62,"3000,3000",1,1,
40020323,7,"3000,3000",1,1,
40020323,115,40020367,1,1,
40020324,162,"40020320,5000",1,1,
40020324,162,"40020323,5000",1,1,
40020325,84,,1,1,
40020328,162,"40020349,10000",1,1,
40020328,162,"40020360,10000",1,1,
40020329,162,"40020346,10000",1,1,
40020329,162,"40020357,10000",1,1,
40020330,162,"40020347,10000",1,1,
40020330,162,"40020358,10000",1,1,
40020331,162,"40020348,10000",1,1,
40020331,162,"40020359,10000",1,1,
40020332,111,"5000,5000",1,1,
40020333,84,,1,1,
40020334,84,,1,1,
40020336,62,"-100000,-100000",1,1,
40020337,84,,1,1,
40020346,84,,1,1,
40020347,84,,1,1,
40020348,84,,1,1,
40020349,84,,1,1,
40020350,62,"-7500,-7500",1,1,
40020357,84,,1,1,
40020358,84,,1,1,
40020359,84,,1,1,
40020360,84,,1,1,
40020365,3,"2000,2000",1,1,
40020365,4,"2000,2000",1,1,
40020365,7,"1500,1500",1,1,
40020366,3,"2500,2500",1,1,
40020366,4,"2500,2500",1,1,
40020367,3,"5000,5000",1,1,
40020367,4,"5000,5000",1,1,
40020374,84,,1,1,
40020375,84,,1,1,
40020376,109,"9000,9000",1,1,
40020376,40,"99999999,99999999",1,1,
40020380,56,,1,1,
40020381,56,,1,1,
40020382,56,,1,1,
40020383,56,,1,1,
40020384,56,,1,1,
40020385,56,,1,1,
40020386,56,,1,1,
40020387,56,,1,1,
40020397,74,,1,1,
40020401,62,"-100000,-100000",1,1,
40020402,23,"-1500,-1500",1,1,
40020402,24,"-1500,-1500",1,1,
40020402,74,,1,1,
40020403,23,"6000,6000",1,1,
40020403,24,"6000,6000",1,1,
40020405,62,"-2000,-2000",1,1,
40020406,109,"2000,2000",1,1,
40020406,62,"-7500,-7500",1,1,
40020408,109,"3000,3000",1,1,
40020414,111,"1500,1500",1,1,
40020415,62,"-5000,-5000",1,1,
40020416,62,"3500,3000",1,1,
40020416,7,"2500,2500",1,1,
40020417,56,,1,1,
40020417,55,,1,1,
40020418,62,"7500,7500",1,1,
40020420,3,"4500,4500",1,1,
40020420,4,"4500,4500",1,1,
40020420,115,40020467,1,1,
40020421,161,"40020424,30000",1,1,
40020421,162,"40020424,7000",1,1,
40020422,23,"50000,50000",1,1,
40020422,24,"50000,50000",1,1,
40020422,48,"100000,100000",1,1,
40020423,161,"40020425,50000",1,1,
40020423,162,"40020425,7000",1,1,
40020423,62,"3000,3000",1,1,
40020423,7,"3000,3000",1,1,
40020423,115,40020467,1,1,
40020424,162,"40020420,5000",1,1,
40020424,162,"40020423,5000",1,1,
40020425,84,,1,1,
40020428,162,"40020449,10000",1,1,
40020428,162,"40020460,10000",1,1,
40020429,162,"40020446,10000",1,1,
40020429,162,"40020457,10000",1,1,
40020430,162,"40020447,10000",1,1,
40020430,162,"40020458,10000",1,1,
40020431,162,"40020448,10000",1,1,
40020431,162,"40020459,10000",1,1,
40020432,111,"5000,5000",1,1,
40020433,84,,1,1,
40020434,84,,1,1,
40020436,62,"-100000,-100000",1,1,
40020437,84,,1,1,
40020446,84,,1,1,
40020447,84,,1,1,
40020448,84,,1,1,
40020449,84,,1,1,
40020450,62,"-7500,-7500",1,1,
40020457,84,,1,1,
40020458,84,,1,1,
40020459,84,,1,1,
40020460,84,,1,1,
40020465,3,"2000,2000",1,1,
40020465,4,"2000,2000",1,1,
40020465,7,"1500,1500",1,1,
40020466,3,"2500,2500",1,1,
40020466,4,"2500,2500",1,1,
40020467,3,"5000,5000",1,1,
40020467,4,"5000,5000",1,1,
40020474,84,,1,1,
40020475,84,,1,1,
40020476,109,"10000,10000",1,1,
40020476,40,"99999999,99999999",1,1,
40020476,74,,1,1,
40020480,56,,1,1,
40020481,56,,1,1,
40020482,56,,1,1,
40020483,56,,1,1,
40020484,56,,1,1,
40020485,56,,1,1,
40020486,56,,1,1,
40020487,56,,1,1,
40020497,74,,1,1,
40020498,55,,1,1,
40020499,55,,1,1,
450004012,74,,,,
450004022,23,"-5000,-5000",1,1,
450004022,24,"-5000,-5000",1,1,
450004032,74,,,,
450004042,23,"-5000,-5000",1,1,
450004042,24,"-5000,-5000",1,1,
450004051,62,"-2000,-2000",1,1,
450004061,3,"10000,10000",1,1,
450004061,4,"10000,10000",1,1,
450004061,23,"1000000,1000000",1,1,
450004061,24,"1000000,1000000",1,1,
450004072,74,,,,
450004081,3,"5000,5000",1,1,
450004081,4,"5000,5000",1,1,
450004081,7,"2000,2000",1,1,
450004102,3,"-5000,-5000",,,
450004102,4,"-5000,-5000",,,
450004112,23,"-5000,-5000",1,1,
450004112,24,"-5000,-5000",1,1,
450004122,3,"-5000,-5000",1,1,
450004122,4,"-5000,-5000",1,1,
450004131,23,"2000,2000",1,1,
450004131,24,"2000,2000",1,1,
450004151,62,"-2000,-2000",1,1,
450004191,3,"-10000,-10000",1,1,
450004191,4,"-10000,-10000",1,1,
450004191,23,"-1000000,-1000000",1,1,
450004191,24,"-1000000,-1000000",1,1,
450004201,23,"2000000,2000000",1,1,
450004201,24,"2000000,2000000",1,1,
450004201,62,"-100000,-100000",,,
450004201,115,45000427,,,
450004271,3,"2000,2000",1,1,
450004271,4,"2000,2000",1,1,
450004311,3,"-1000,-1000",1,1,
450004311,4,"-1000,-1000",1,1,
450004401,55,,,,
450004402,84,,,,
450004403,84,,,,
450004412,74,,,,
450004421,74,,,,
450004421,55,,,,
450004451,74,,,,
450004451,55,,,,
450004461,84,,,,
450004471,84,,,,
450004481,84,,,,
450004462,84,,,,
450004472,84,,,,
450004482,84,,,,
450004463,84,,,,
450004473,84,,,,
450004483,84,,,,
450004464,84,,,,
450004474,84,,,,
450004484,84,,,,
450004465,84,,,,
450004475,84,,,,
450004485,84,,,,
450004491,84,,,,
450004501,84,,,,
450004511,84,,,,
450004521,84,,,,
450004531,84,,,,
450004541,84,,,,
450004551,84,,,,
450004681,56,,,,
450004931,84,,,,
450004961,84,,,,
450004971,84,,,,
450004981,84,,,,
810202042,115,81020205,,,
810202051,115,81020205,,,
810202061,56,,,,
810202062,55,,,,
810202101,99,"10000, 10000",,,
810202101,74,"0, 0",,,
810202121,23,"500000,500000",,,
810202121,24,"500000,500000",,,
810202122,56,,,,
811000011,23,"200,2000",1,1,
811000011,24,"200,2000",1,1,
81000301,89,"10000,10000",1,1,
81000302,120,"2500,2500",1,1,
81200002,74,"0,0",,,
81200003,62,"-7000,-7000",,,
81200004,23,"10000,10000",,,
81200004,24,"10000,10000",,,
