Id,GroupId,TeamId,Type,UseType,ManualControl,ControlTime,MultiControl,HitCancel,ForbidUserCancel,Radius,BPName,WorldInfoId,Visible,InitialSpawning,Period,Repeatable,LifeTime,ControlCoolingTime,MaxCount,BasePosX,BasePosY,BasePosZ,RotateP,RotateY,RotateR,SpawnRadius,TotalControlCount,ControlActionType1,ControlActionParam1,ControlActionType2,ControlActionParam2,ControlActionType3,ControlActionParam3,SiegeWarParentNpcSpawnInfoId,CollisionUnitType,CollisionUnitParam,InteractionType,InteractionAnimation,ActivateMaterial,InactivateMaterial,ControlProcessingEffect,ControlCompleteStartEffect,ControlCompleteLoopEffect,InstanceResetAfterControl,DisableSpawnVFX,ShowName,ControlImpossibleType,ControllImpossibleValueStrings
112011,1120,0,10,2,1,2,1,0,0,100,BP_Gadget_Flower_05,11,1,1,3,1,0,0,1,-17180,13634,413,0,0,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112012,1120,0,10,2,1,2,1,0,0,100,BP_Gadget_Flower_05,11,1,1,3,1,0,0,1,-16391,11814,413,0,0,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112013,1120,0,10,2,1,2,1,0,0,100,BP_Gadget_Flower_05,11,1,1,3,1,0,0,1,-19965,11241,413,0,52,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112014,1120,0,10,2,1,2,1,0,0,100,BP_Gadget_Flower_05,11,1,1,3,1,0,0,1,-16686,9301,413,0,-84,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112101,1121,0,10,2,1,2,1,0,0,300,BP_Gadget_Tree_06,11,1,1,3,1,0,0,1,-15391,16204,585,0,180,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112301,1123,0,10,2,1,2,1,0,0,150,BP_Gadget_Box_03,11,1,1,3,1,0,0,1,-27770,20727,584,0,158,0,0,0,42,,42,,42,,,6,,2,,,,,,,0,0,0,-1,
112401,1124,0,10,2,1,2,1,0,0,150,BP_Gadget_Box_14,11,0,1,3,1,0,0,1,-31733,28908,584,0,-95,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112501,1125,0,10,2,0,0,1,0,0,120,BP_Gadget_Barricade_01,100200,1,1,3,0,0,0,1,-27768,33787,584,0,49,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112502,1125,0,10,2,0,0,1,0,0,120,BP_Gadget_Barricade_01,100200,1,1,3,0,0,0,1,-32642,27057,584,0,-89,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112503,1125,0,10,2,0,0,1,0,0,120,BP_Gadget_Barricade_01,100200,1,1,3,0,0,0,1,-32642,26563,584,0,-77,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112504,1125,0,10,2,0,0,1,0,0,120,BP_Gadget_Barricade_01,100200,1,1,3,0,0,0,1,-32648,26818,584,0,-89,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112505,1125,0,10,2,0,0,1,0,0,120,BP_Gadget_Barricade_01,100200,1,1,3,0,0,0,1,-30836,26007,584,0,-7,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112506,1125,0,10,2,0,0,1,0,0,120,BP_Gadget_Barricade_01,100200,1,1,3,0,0,0,1,-31074,26049,584,0,-7,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112507,1125,0,10,2,0,0,1,0,0,120,BP_Gadget_Barricade_01,100200,1,1,3,0,0,0,1,-31002,28274,584,0,-7,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112508,1125,0,10,2,0,0,1,0,0,120,BP_Gadget_Barricade_01,100200,1,1,3,0,0,0,1,-29321,34219,584,0,49,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112509,1125,0,10,2,0,0,1,0,0,120,BP_Gadget_Barricade_01,100200,1,1,3,0,0,0,1,-29016,34231,584,0,49,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112510,1125,0,10,2,0,0,1,0,0,120,BP_Gadget_Barricade_01,100200,1,1,3,0,0,0,1,-31184,33439,584,0,49,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112511,1125,0,10,2,0,0,1,0,0,120,BP_Gadget_Barricade_01,100200,1,1,3,0,0,0,1,-31361,33222,584,0,49,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112512,1125,0,10,2,0,0,1,0,0,120,BP_Gadget_Barricade_01,100200,1,1,3,0,0,0,1,-30288,30373,584,0,49,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112513,1125,0,10,2,0,0,1,0,0,120,BP_Gadget_Barricade_01,100200,1,1,3,0,0,0,1,-30638,29794,584,0,49,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112514,1125,0,10,2,0,0,1,0,0,120,BP_Gadget_Barricade_01,100200,1,1,3,0,0,0,1,-30997,33651,584,0,49,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112515,1125,0,10,2,0,0,1,0,0,120,BP_Gadget_Barricade_01,100200,1,1,3,0,0,0,1,-26639,29382,584,0,-84,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112516,1125,0,10,2,0,0,1,0,0,120,BP_Gadget_Barricade_01,100200,1,1,3,0,0,0,1,-26615,29633,584,0,-84,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112517,1125,0,10,2,0,0,1,0,0,120,BP_Gadget_Barricade_01,100200,1,1,3,0,0,0,1,-26630,29866,584,0,-84,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112518,1125,0,10,2,0,0,1,0,0,120,BP_Gadget_Barricade_01,100200,1,1,3,0,0,0,1,-27608,33979,584,0,49,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112519,1125,0,10,2,0,0,1,0,0,120,BP_Gadget_Barricade_01,100200,1,1,3,0,0,0,1,-30640,28874,584,0,49,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112520,1125,0,10,2,0,0,1,0,0,120,BP_Gadget_Barricade_01,100200,1,1,3,0,0,0,1,-30490,30211,584,0,49,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112521,1125,0,10,2,0,0,1,0,0,120,BP_Gadget_Barricade_01,100200,1,1,3,0,0,0,1,-30582,29499,584,0,49,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112522,1125,0,10,2,0,0,1,0,0,120,BP_Gadget_Barricade_01,100200,1,1,3,0,0,0,1,-27462,34172,584,0,49,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112523,1125,0,10,2,0,0,1,0,0,120,BP_Gadget_Barricade_01,100200,1,1,3,0,0,0,1,-29378,32562,584,0,49,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112524,1125,0,10,2,0,0,1,0,0,120,BP_Gadget_Barricade_01,100200,1,1,3,0,0,0,1,-27920,33557,584,0,49,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112525,1125,0,10,2,0,0,1,0,0,120,BP_Gadget_Barricade_01,100200,1,1,3,0,0,0,1,-28079,33341,584,0,49,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112526,1125,0,10,2,0,0,1,0,0,120,BP_Gadget_Barricade_01,100200,1,1,3,0,0,0,1,-28237,33130,584,0,49,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112527,1125,0,10,2,0,0,1,0,0,120,BP_Gadget_Barricade_01,100200,1,1,3,0,0,0,1,-29122,32690,584,0,49,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112601,1126,0,10,2,1,2,1,0,0,400,BP_Gadget_Prison_04,11,1,1,3,1,0,0,1,-34410,34165,575,0,-105,0,0,0,42,,42,,42,,,6,,3,,,,,,,0,0,0,-1,
112603,1126,0,10,2,1,2,1,0,0,400,BP_Gadget_Prison_11,11,1,1,3,1,0,0,1,-34214,34840,575,0,-105,0,0,0,42,,42,,42,,,6,,3,,,,,,,0,0,0,-1,
112701,1127,0,10,2,1,2,1,0,0,100,BP_Gadget_Egg_02,11,1,1,3,1,0,0,1,3223,-7703,1346,0,0,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112702,1127,0,10,2,1,2,1,0,0,100,BP_Gadget_Egg_02,11,1,1,3,1,0,0,1,3144,-6152,1346,0,0,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112703,1127,0,10,2,1,2,1,0,0,100,BP_Gadget_Egg_02,11,1,1,3,1,0,0,1,9542,-8915,1346,0,0,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112704,1127,0,10,2,1,2,1,0,0,100,BP_Gadget_Egg_02,11,1,1,3,1,0,0,1,10742,-9465,1346,0,0,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112705,1127,0,10,2,1,2,1,0,0,100,BP_Gadget_Egg_02,11,1,1,3,1,0,0,1,10262,-10695,1346,0,0,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112706,1127,0,10,2,1,2,1,0,0,100,BP_Gadget_Egg_02,11,1,1,3,1,0,0,1,10002,-9875,1346,0,0,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112707,1127,0,10,2,1,2,1,0,0,100,BP_Gadget_Egg_02,11,1,1,3,1,0,0,1,11222,-10495,1346,0,0,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112708,1127,0,10,2,1,2,1,0,0,100,BP_Gadget_Egg_02,11,1,1,3,1,0,0,1,12082,-10375,1346,0,0,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
112801,1128,0,10,2,1,2,1,0,0,100,BP_Gadget_TearBlackRobe_01,11,0,1,3,1,0,0,1,-2069,7358,772,0,97,0,0,0,42,,42,,42,,,6,,2,,,,,,,0,0,0,-1,
113001,1130,0,10,2,1,2,1,0,0,150,BP_Gadget_Box_03,11,1,1,3,1,0,0,1,-31454,23559,584,0,76,0,0,0,42,,42,,42,,,6,,2,,,,,,,0,0,0,-1,
113101,1131,0,10,2,1,2,1,0,0,100,BP_Gadget_Corn_02,11,1,1,3,1,0,0,1,-10480,-4660,1350,0,0,0,,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
113102,1131,0,10,2,1,2,1,0,0,100,BP_Gadget_Corn_02,11,1,1,3,1,0,0,1,-10680,-4170,1350,0,0,0,,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
113103,1131,0,10,2,1,2,1,0,0,100,BP_Gadget_Corn_02,11,1,1,3,1,0,0,1,-9740,-4640,1350,0,0,0,,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
113104,1131,0,10,2,1,2,1,0,0,100,BP_Gadget_Corn_02,11,1,1,3,1,0,0,1,-9100,-4590,1350,0,0,0,,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
113105,1131,0,10,2,1,2,1,0,0,100,BP_Gadget_Corn_02,11,1,1,3,1,0,0,1,-9100,-3890,1350,0,0,0,,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
113106,1131,0,10,2,1,2,1,0,0,100,BP_Gadget_Corn_02,11,1,1,3,1,0,0,1,-10230,-4270,1350,0,0,0,,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
113201,1132,0,10,2,1,2,1,0,0,100,BP_Gadget_Flower_01,11,1,1,3,1,0,0,1,14793,-8712,1350,0,100,0,,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
113202,1132,0,10,2,1,2,1,0,0,100,BP_Gadget_Flower_02,11,1,1,3,1,0,0,1,14187,-8747,1350,0,0,0,,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
113203,1132,0,10,2,1,2,1,0,0,100,BP_Gadget_Flower_01,11,1,1,3,1,0,0,1,16131,-9276,1350,0,65,0,,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
113204,1132,0,10,2,1,2,1,0,0,100,BP_Gadget_Flower_02,11,1,1,3,1,0,0,1,15598,-9116,1350,0,35,0,,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
113205,1132,0,10,2,1,2,1,0,0,100,BP_Gadget_Flower_01,11,1,1,3,1,0,0,1,15950,-9943,1350,0,90,0,,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
113206,1132,0,10,2,1,2,1,0,0,100,BP_Gadget_Flower_01,11,1,1,3,1,0,0,1,14850,-9631,1350,0,0,0,,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
113207,1132,0,10,2,1,2,1,0,0,100,BP_Gadget_Flower_02,11,1,1,3,1,0,0,1,15360,-8290,1350,0,0,0,,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
113208,1132,0,10,2,1,2,1,0,0,100,BP_Gadget_Flower_01,11,1,1,3,1,0,0,1,15870,-8480,1350,0,0,0,,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
113301,1133,0,10,2,1,2,1,0,0,100,BP_Gadget_Statue_04,11,1,1,3,1,0,0,1,19640,-11640,1350,0,25,0,,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
113401,1134,0,10,2,1,2,1,0,0,100,BP_Gadget_Statue_04,11,1,1,3,1,0,0,1,19170,-10310,1350,0,90,0,,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
113501,1135,0,10,2,1,2,1,0,0,100,BP_Gadget_Statue_04,11,1,1,3,1,0,0,1,20440,-10820,1350,0,160,0,,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
113601,1136,0,10,0,0,0,1,0,0,100,BP_Gadget_Block_10,11,0,1,0,1,0,0,1,22320,-15550,1350,0,0,0,,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
113602,1136,0,10,0,0,0,1,0,0,100,BP_Gadget_Block_10,11,0,1,0,1,0,0,1,22510,-15490,1350,0,-120,0,,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
113603,1136,0,10,0,0,0,1,0,0,100,BP_Gadget_Block_10,11,0,1,0,1,0,0,1,22480,-15300,1350,0,-100,0,,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
113701,1137,0,10,2,1,2,1,0,0,100,BP_Gadget_TeleportCrystal_01,11,0,1,3,1,0,0,1,22790,-15720,1350,0,0,0,,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
113801,1138,0,10,2,1,2,1,0,0,150,BP_Gadget_tree_12,11,1,0,0,1,0,0,1,-4160,10650,770,0,89,0,,0,42,,42,,42,,,6,,2,,,,,,,0,0,0,-1,
113901,1139,0,10,2,1,2,1,0,0,150,BP_Gadget_tree_12,11,1,0,0,1,0,0,1,-6860,8190,770,0,-161,0,,0,42,,42,,42,,,6,,2,,,,,,,0,0,0,-1,
114001,1140,0,10,2,1,2,1,0,0,150,BP_Gadget_tree_12,11,1,0,0,1,0,0,1,-8780,6660,770,0,59,0,,0,42,,42,,42,,,6,,2,,,,,,,0,0,0,-1,
114101,1141,0,10,0,0,0,1,0,0,0,BP_Gadget_Death_Npc_27,11,0,1,0,1,0,0,1,-9050,4320,670,0,19,0,,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
114201,1142,0,10,2,1,2,1,0,0,100,BP_Gadget_RollPaper_01,11,0,1,3,1,0,0,1,-9080,4230,590,0,-70,0,,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
114301,1143,0,10,2,1,2,1,0,0,100,BP_Gadget_RollPaper_01,11,0,1,3,1,0,0,1,-3117,-18290,1586,0,0,0,0,0,42,,42,,42,,,6,,2,,,,,,,0,0,0,-1,
114401,1144,0,10,2,1,2,1,0,0,100,BP_Gadget_RollPaper_01,11,0,1,3,1,0,0,1,-5317,-18180,1460,0,71,0,0,0,42,,42,,42,,,6,,2,,,,,,,0,0,0,-1,
114501,1145,0,10,2,1,2,1,0,0,100,BP_Gadget_RollPaper_01,11,0,1,3,1,0,0,1,-6657,-20220,1592,0,137,-2,0,0,42,,42,,42,,,6,,2,,,,,,,0,0,0,-1,
114601,1146,0,10,2,1,2,1,0,0,100,BP_Gadget_RollPaper_01,11,0,1,3,1,0,0,1,-6602,-21538,1449,0,105,0,0,0,42,,42,,42,,,6,,2,,,,,,,0,0,0,-1,
114701,1147,0,10,0,0,0,1,0,0,0,BP_Gadget_Magic_03,11,0,1,0,1,0,0,1,-9070,4310,600,0,0,0,,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
114801,1148,0,10,2,1,2,1,0,0,200,BP_Gadget_Prison_06,11,0,1,3,1,0,0,1,-23904,27466,576,0,90,0,,0,42,,42,,42,,,6,,3,,,,,,,0,0,0,-1,
114901,1149,0,10,2,0,2,1,0,0,0,BP_Gadget_StandNpc_03,299991,1,1,3,1,0,0,1,-20705,25584,794,0,110,0,,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
115001,1150,0,10,2,1,2,1,0,0,150,BP_Gadget_Prison_Empty_02,11,1,1,3,1,0,0,1,-23904,27466,576,0,90,0,,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
115101,1151,0,10,2,1,2,1,0,0,100,BP_Gadget_Mushroom_04,11,0,1,3,1,0,0,1,-31398,-2531,1370,0,0,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
115201,1152,0,10,2,1,2,1,0,0,100,BP_Gadget_Mushroom_04,11,0,1,3,1,0,0,1,-29766,-3452,1370,0,0,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
115301,1153,0,10,2,1,2,1,0,0,100,BP_Gadget_Mushroom_04,11,0,1,3,1,0,0,1,-28339,-5517,1370,0,0,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
115401,1154,0,10,2,1,2,1,0,0,100,BP_Gadget_Mushroom_04,11,0,1,3,1,0,0,1,-25888,-4631,1370,0,0,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
115501,1155,0,10,2,1,2,1,0,0,100,BP_Gadget_Mushroom_04,11,0,1,3,1,0,0,1,-24870,-6536,1370,0,0,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
115601,1156,0,10,2,0,2,1,0,0,100,BP_Gadget_Death_Npc_28,299991,1,1,1,1,0,0,1,7898,-17589,1345,0,30,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
115602,1156,0,10,2,0,2,1,0,0,100,BP_Gadget_Death_Npc_18,299991,1,1,1,1,0,0,1,7673,-17692,1345,0,135,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
115603,1156,0,10,2,0,2,1,0,0,100,BP_Gadget_Death_Npc_08,299991,1,1,1,1,0,0,1,8017,-17760,1345,0,125,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
115604,1156,0,10,2,0,2,1,0,0,100,BP_Gadget_Death_Npc_08,299991,1,1,1,1,0,0,1,7710,-17279,1345,0,70,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
115605,1156,0,10,2,0,2,1,0,0,100,BP_Gadget_Death_Npc_18,299991,1,1,1,1,0,0,1,8027,-17173,1345,0,120,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
115701,1157,0,10,2,0,2,1,0,0,100,BP_Gadget_Magic_02,11,0,1,1,1,0,0,1,-8788,9470,584,0,0,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
115801,1158,0,10,2,1,2,1,0,0,100,BP_Gadget_RollPaper_01,11,1,1,1,1,0,0,1,-8856,12354,782,0,58,0,0,0,42,,42,,42,,,6,,2,,,,,,,0,0,0,-1,
115901,1159,0,10,2,1,2,1,0,0,100,BP_Gadget_RollPaper_01,11,1,1,1,1,0,0,1,-12099,13101,782,0,23,0,0,0,42,,42,,42,,,6,,2,,,,,,,0,0,0,-1,
120001,1200,10,10,1,1,5,0,1,0,100,BP_Gadget_QuestScrollBox_01,12,1,1,600,1,0,0,0,51568,11283,226,0,0,0,0,0,15,"""itemDropGroupId"":1200",12,"{""npcInfoId"":21280, ""exclusive"":false, ""lifetime"":600, ""rate"":3500, ""teamId"":1, ""randomLength"" : ""75""}",42,,,6,,3,ControlGadget_Unlock,,,,,,0,0,0,-1,
120101,1201,0,10,2,1,2,1,0,0,100,BP_Gadget_Bag_01,12,1,1,3,1,0,0,1,25023,13878,0,0,0,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
120201,1202,0,10,2,1,2,1,0,0,100,BP_Gadget_Weapon_08,12,1,1,3,1,0,0,1,24834,14237,24,0,-25,0,0,0,42,,42,,42,,,6,,2,,,,,,,0,0,0,-1,
120301,1203,0,10,2,1,2,1,0,0,100,BP_Gadget_TearBlackRobe_01,12,1,1,3,1,0,0,1,25250,14252,0,0,40,0,0,0,42,,42,,42,,,6,,2,,,,,,,0,0,0,-1,
120401,1204,0,10,2,1,2,1,0,0,100,BP_Gadget_Box_05,12,1,1,3,1,0,0,1,29746,10060,352,0,85,0,0,0,42,,42,,42,,,6,,2,,,,,,,0,0,0,-1,
120501,1205,0,10,2,1,2,1,0,0,100,BP_Gadget_Bag_01,12,1,1,3,1,0,0,1,23114,9513,0,0,45,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
120601,1206,0,10,2,1,2,1,0,0,100,BP_Gadget_TearBlackRobe_01,12,1,1,3,1,0,0,1,23369,7557,0,0,-25,0,0,0,42,,42,,42,,,6,,2,,,,,,,0,0,0,-1,
120701,1207,0,10,2,1,2,1,0,0,100,BP_Gadget_Bag_01,12,1,1,3,1,0,0,1,22716,5938,0,0,-5,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
120801,1208,0,10,2,1,2,1,0,0,100,BP_Gadget_Burn_Death_NPC_03,12,1,1,3,1,0,0,1,20699,5976,0,0,75,0,0,0,42,,42,,42,,,6,,6,,,,,,,0,0,0,-1,
120802,1208,0,10,2,1,2,1,0,0,100,BP_Gadget_Burn_Death_NPC_02,12,1,1,3,1,0,0,1,21373,6005,0,0,60,0,0,0,42,,42,,42,,,6,,6,,,,,,,0,0,0,-1,
120803,1208,0,10,2,1,2,1,0,0,100,BP_Gadget_Burn_Death_NPC_09,12,1,1,3,1,0,0,1,21708,6477,0,0,65,0,0,0,42,,42,,42,,,6,,6,,,,,,,0,0,0,-1,
120901,1209,0,10,2,1,2,1,0,0,200,BP_Gadget_Box_11,12,1,1,3,1,0,0,1,16192,23087,0,0,-90,0,0,0,42,,42,,42,,,6,,2,,,,,,,0,0,0,-1,
121001,1210,0,10,2,1,2,1,0,0,150,BP_Gadget_Prison_19,12,0,1,3,1,0,0,1,20970,27024,0,0,15,0,0,0,42,,42,,42,,,6,,3,,,,,,,0,0,0,-1,
121101,1211,0,10,2,1,2,1,0,0,150,BP_Gadget_Prison_11,12,0,1,3,1,0,0,1,14453,30899,350,0,85,0,0,0,12,"{""weight"":1, ""spawnInfo"": [{""npcSpawnInfoId"":121079,""lifetime"":3}]},",42,,42,,,6,,3,,,,,,,0,0,0,-1,
121201,1212,0,10,2,1,2,1,0,0,150,BP_Gadget_Prison_05,12,0,1,3,1,0,0,1,14467,30522,350,0,95,0,0,0,12,"{""weight"":1, ""spawnInfo"": [{""npcSpawnInfoId"":121080,""lifetime"":2}]},",42,,42,,,6,,3,,,,,,,0,0,0,-1,
121301,1213,0,10,2,0,2,1,0,0,150,BP_Gadget_TeleportCrystal_01,12,0,1,3,1,0,0,1,13460,30430,350,0,20,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
121401,1214,0,10,2,1,2,1,0,0,150,BP_Gadget_Death_Npc_26,12,0,1,3,1,0,0,1,13539,31587,350,0,90,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
121501,1215,0,10,2,1,2,1,0,0,100,BP_Gadget_Burn_Box_01,12,1,1,3,1,0,0,1,10263,22869,0,0,-35,0,0,0,42,,42,,42,,,6,,6,,,,,,,0,0,0,-1,
121502,1215,0,10,2,1,2,1,0,0,100,BP_Gadget_Burn_Box_01,12,1,1,3,1,0,0,1,10410,22127,0,0,65,0,0,0,42,,42,,42,,,6,,6,,,,,,,0,0,0,-1,
121601,1216,0,10,2,1,2,1,0,0,100,BP_Gadget_Campfire_01,12,1,1,3,1,0,0,1,16447,12431,0,0,0,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
121701,1217,0,10,2,1,2,1,0,0,100,BP_Gadget_Flower_04,12,1,1,3,1,0,0,1,9545,15143,695,0,25,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
121702,1217,0,10,2,1,2,1,0,0,100,BP_Gadget_Flower_04,12,1,1,3,1,0,0,1,8219,15419,695,0,0,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
121703,1217,0,10,2,1,2,1,0,0,100,BP_Gadget_Flower_04,12,1,1,3,1,0,0,1,8955,15484,695,0,0,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
121704,1217,0,10,2,1,2,1,0,0,100,BP_Gadget_Flower_04,12,1,1,3,1,0,0,1,9475,14447,697,0,-25,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
121705,1217,0,10,2,1,2,1,0,0,100,BP_Gadget_Flower_04,12,1,1,3,1,0,0,1,9476,13594,695,0,0,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
121706,1217,0,10,2,1,2,1,0,0,100,BP_Gadget_Flower_04,12,1,1,3,1,0,0,1,7586,13858,695,0,7,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
121707,1217,0,10,2,1,2,1,0,0,100,BP_Gadget_Flower_04,12,1,1,3,1,0,0,1,6569,15501,695,0,3,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
121708,1217,0,10,2,1,2,1,0,0,100,BP_Gadget_Flower_04,12,1,1,3,1,0,0,1,7560,14261,695,0,0,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
121709,1217,0,10,2,1,2,1,0,0,100,BP_Gadget_Flower_04,12,1,1,3,1,0,0,1,7212,14168,695,0,0,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
121710,1217,0,10,2,1,2,1,0,0,100,BP_Gadget_Flower_04,12,1,1,3,1,0,0,1,7735,15524,695,0,0,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
121711,1217,0,10,2,1,2,1,0,0,100,BP_Gadget_Flower_04,12,1,1,3,1,0,0,1,7978,12712,695,0,112,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
121903,1219,0,10,2,1,2,1,0,0,50,BP_Gadget_Flower_03,12,1,1,3,1,0,0,1,4601,1696,1394,0,112,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
121904,1219,0,10,2,1,2,1,0,0,50,BP_Gadget_Flower_03,12,1,1,3,1,0,0,1,4054,1781,1394,0,72,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
121905,1219,0,10,2,1,2,1,0,0,50,BP_Gadget_Flower_03,12,1,1,3,1,0,0,1,3442,1667,1394,0,0,0,0,0,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
