Id,EffectType,EffectParamMin,EffectParamMax,EffectParamGrowth,OptionGroup
10304409,52,63,63,1,10304401
10304410,87,316,316,1,10304401
10304411,89,316,316,1,10304401
10304412,65,1,1,1,10304401
10304413,65,1,1,1,10304401
10304414,65,1,1,1,10304401
10304415,65,1,1,1,10304401
10304416,65,1,1,1,10304401
10304417,65,1,1,1,10304401
10304418,65,1,1,1,10304401
10304419,65,1,1,1,10304401
10304420,65,1,1,1,10304401
10304501,1,1132,1132,1,10304501
10304502,2,1132,1132,1,10304501
10304503,101,1014,1014,1,10304501
10304504,10,1936,1936,1,10304501
10304505,9,1069,1069,1,10304501
10304506,29,1154,1154,1,10304501
10304507,36,20,20,1,10304501
10304508,7,1295,1295,1,10304501
10304509,52,104,104,1,10304501
10304510,87,544,544,1,10304501
10304511,89,544,544,1,10304501
10304512,65,1,1,1,10304501
10304513,65,1,1,1,10304501
10304514,65,1,1,1,10304501
10304515,65,1,1,1,10304501
10304516,65,1,1,1,10304501
10304517,65,1,1,1,10304501
10304518,65,1,1,1,10304501
10304519,65,1,1,1,10304501
10304520,65,1,1,1,10304501
10404201,1,44,44,1,10404201
10404202,2,44,44,1,10404201
10404203,101,31,31,1,10404201
10404204,10,53,53,1,10404201
10404205,9,38,38,1,10404201
10404206,29,50,50,1,10404201
10404207,36,1,1,1,10404201
10404208,7,190,190,1,10404201
10404209,52,22,22,1,10404201
10404210,87,89,89,1,10404201
10404211,89,89,89,1,10404201
10404212,65,1,1,1,10404201
10404213,65,1,1,1,10404201
10404214,65,1,1,1,10404201
10404215,65,1,1,1,10404201
10404216,65,1,1,1,10404201
10404217,65,1,1,1,10404201
10404218,65,1,1,1,10404201
10404219,65,1,1,1,10404201
10404220,65,1,1,1,10404201
10404301,1,125,125,1,10404301
10404302,2,125,125,1,10404301
10404303,101,104,104,1,10404301
10404304,10,193,193,1,10404301
10404305,9,115,115,1,10404301
10404306,29,133,133,1,10404301
10404307,36,2,2,1,10404301
10404308,7,374,374,1,10404301
10404309,52,35,35,1,10404301
10404310,87,165,165,1,10404301
10404311,89,165,165,1,10404301
10404312,65,1,1,1,10404301
10404313,65,1,1,1,10404301
10404314,65,1,1,1,10404301
10404315,65,1,1,1,10404301
10404316,65,1,1,1,10404301
10404317,65,1,1,1,10404301
10404318,65,1,1,1,10404301
10404319,65,1,1,1,10404301
10404320,65,1,1,1,10404301
10404401,1,415,415,1,10404401
10404402,2,415,415,1,10404401
10404403,101,366,366,1,10404401
10404404,10,695,695,1,10404401
10404405,9,389,389,1,10404401
10404406,29,427,427,1,10404401
10404407,36,8,8,1,10404401
10404408,7,743,743,1,10404401
10404409,52,63,63,1,10404401
10404410,87,316,316,1,10404401
10404411,89,316,316,1,10404401
10404412,65,1,1,1,10404401
10404413,65,1,1,1,10404401
10404414,65,1,1,1,10404401
10404415,65,1,1,1,10404401
10404416,65,1,1,1,10404401
10404417,65,1,1,1,10404401
10404418,65,1,1,1,10404401
10404419,65,1,1,1,10404401
10404420,65,1,1,1,10404401
10404501,1,1132,1132,1,10404501
10404502,2,1132,1132,1,10404501
10404503,101,1014,1014,1,10404501
10404504,10,1936,1936,1,10404501
10404505,9,1069,1069,1,10404501
10404506,29,1154,1154,1,10404501
10404507,36,20,20,1,10404501
10404508,7,1295,1295,1,10404501
10404509,52,104,104,1,10404501
10404510,87,544,544,1,10404501
10404511,89,544,544,1,10404501
10404512,65,1,1,1,10404501
10404513,65,1,1,1,10404501
10404514,65,1,1,1,10404501
10404515,65,1,1,1,10404501
10404516,65,1,1,1,10404501
10404517,65,1,1,1,10404501
10404518,65,1,1,1,10404501
10404519,65,1,1,1,10404501
10404520,65,1,1,1,10404501
10504201,1,44,44,1,10504201
10504202,2,44,44,1,10504201
10504203,101,31,31,1,10504201
10504204,10,53,53,1,10504201
10504205,9,38,38,1,10504201
10504206,29,50,50,1,10504201
10504207,36,1,1,1,10504201
10504208,7,190,190,1,10504201
10504209,52,22,22,1,10504201
10504210,87,89,89,1,10504201
10504211,89,89,89,1,10504201
10504212,65,1,1,1,10504201
10504213,65,1,1,1,10504201
10504214,65,1,1,1,10504201
10504215,65,1,1,1,10504201
10504216,65,1,1,1,10504201
10504217,65,1,1,1,10504201
10504218,65,1,1,1,10504201
10504219,65,1,1,1,10504201
10504220,65,1,1,1,10504201
10504301,1,125,125,1,10504301
10504302,2,125,125,1,10504301
10504303,101,104,104,1,10504301
10504304,10,193,193,1,10504301
10504305,9,115,115,1,10504301
10504306,29,133,133,1,10504301
10504307,36,2,2,1,10504301
10504308,7,374,374,1,10504301
10504309,52,35,35,1,10504301
10504310,87,165,165,1,10504301
10504311,89,165,165,1,10504301
10504312,65,1,1,1,10504301
10504313,65,1,1,1,10504301
10504314,65,1,1,1,10504301
10504315,65,1,1,1,10504301
10504316,65,1,1,1,10504301
10504317,65,1,1,1,10504301
10504318,65,1,1,1,10504301
10504319,65,1,1,1,10504301
10504320,65,1,1,1,10504301
10504401,1,415,415,1,10504401
10504402,2,415,415,1,10504401
10504403,101,366,366,1,10504401
10504404,10,695,695,1,10504401
10504405,9,389,389,1,10504401
10504406,29,427,427,1,10504401
10504407,36,8,8,1,10504401
10504408,7,743,743,1,10504401
10504409,52,63,63,1,10504401
10504410,87,316,316,1,10504401
10504411,89,316,316,1,10504401
10504412,65,1,1,1,10504401
10504413,65,1,1,1,10504401
10504414,65,1,1,1,10504401
10504415,65,1,1,1,10504401
10504416,65,1,1,1,10504401
10504417,65,1,1,1,10504401
10504418,65,1,1,1,10504401
10504419,65,1,1,1,10504401
10504420,65,1,1,1,10504401
10504501,1,1132,1132,1,10504501
10504502,2,1132,1132,1,10504501
10504503,101,1014,1014,1,10504501
10504504,10,1936,1936,1,10504501
10504505,9,1069,1069,1,10504501
10504506,29,1154,1154,1,10504501
10504507,36,20,20,1,10504501
10504508,7,1295,1295,1,10504501
10504509,52,104,104,1,10504501
10504510,87,544,544,1,10504501
10504511,89,544,544,1,10504501
10504512,65,1,1,1,10504501
10504513,65,1,1,1,10504501
10504514,65,1,1,1,10504501
10504515,65,1,1,1,10504501
10504516,65,1,1,1,10504501
10504517,65,1,1,1,10504501
10504518,65,1,1,1,10504501
10504519,65,1,1,1,10504501
10504520,65,1,1,1,10504501
10604201,1,44,44,1,10604201
10604202,2,44,44,1,10604201
10604203,101,31,31,1,10604201
10604204,10,53,53,1,10604201
10604205,9,38,38,1,10604201
10604206,29,50,50,1,10604201
10604207,36,1,1,1,10604201
10604208,7,190,190,1,10604201
10604209,52,22,22,1,10604201
10604210,87,89,89,1,10604201
10604211,89,89,89,1,10604201
10604212,65,1,1,1,10604201
10604213,65,1,1,1,10604201
10604214,65,1,1,1,10604201
10604215,65,1,1,1,10604201
10604216,65,1,1,1,10604201
10604217,65,1,1,1,10604201
10604218,65,1,1,1,10604201
10604219,65,1,1,1,10604201
10604220,65,1,1,1,10604201
10604301,1,125,125,1,10604301
10604302,2,125,125,1,10604301
10604303,101,104,104,1,10604301
10604304,10,193,193,1,10604301
10604305,9,115,115,1,10604301
10604306,29,133,133,1,10604301
10604307,36,2,2,1,10604301
10604308,7,374,374,1,10604301
10604309,52,35,35,1,10604301
10604310,87,165,165,1,10604301
10604311,89,165,165,1,10604301
10604312,65,1,1,1,10604301
10604313,65,1,1,1,10604301
10604314,65,1,1,1,10604301
10604315,65,1,1,1,10604301
10604316,65,1,1,1,10604301
10604317,65,1,1,1,10604301
10604318,65,1,1,1,10604301
10604319,65,1,1,1,10604301
10604320,65,1,1,1,10604301
10604401,1,415,415,1,10604401
10604402,2,415,415,1,10604401
10604403,101,366,366,1,10604401
10604404,10,695,695,1,10604401
10604405,9,389,389,1,10604401
10604406,29,427,427,1,10604401
10604407,36,8,8,1,10604401
10604408,7,743,743,1,10604401
10604409,52,63,63,1,10604401
10604410,87,316,316,1,10604401
10604411,89,316,316,1,10604401
10604412,65,1,1,1,10604401
10604413,65,1,1,1,10604401
10604414,65,1,1,1,10604401
10604415,65,1,1,1,10604401
10604416,65,1,1,1,10604401
10604417,65,1,1,1,10604401
10604418,65,1,1,1,10604401
10604419,65,1,1,1,10604401
10604420,65,1,1,1,10604401
10604501,1,1132,1132,1,10604501
10604502,2,1132,1132,1,10604501
10604503,101,1014,1014,1,10604501
10604504,10,1936,1936,1,10604501
10604505,9,1069,1069,1,10604501
10604506,29,1154,1154,1,10604501
10604507,36,20,20,1,10604501
10604508,7,1295,1295,1,10604501
10604509,52,104,104,1,10604501
10604510,87,544,544,1,10604501
10604511,89,544,544,1,10604501
10604512,65,1,1,1,10604501
10604513,65,1,1,1,10604501
10604514,65,1,1,1,10604501
10604515,65,1,1,1,10604501
10604516,65,1,1,1,10604501
10604517,65,1,1,1,10604501
10604518,65,1,1,1,10604501
10604519,65,1,1,1,10604501
10604520,65,1,1,1,10604501
20101201,21,59,59,1,20101201
20101202,22,59,59,1,20101201
20101203,58,27,27,1,20101201
20101204,60,27,27,1,20101201
20101205,102,11,11,1,20101201
20101206,26,30,30,1,20101201
20101207,40,1,1,1,20101201
20101208,62,57,57,1,20101201
20101209,87,30,30,1,20101201
20101210,89,30,30,1,20101201
20101211,65,1,1,1,20101201
20101212,65,1,1,1,20101201
20101213,65,1,1,1,20101201
20101214,65,1,1,1,20101201
20101215,65,1,1,1,20101201
20101216,65,1,1,1,20101201
20101217,65,1,1,1,20101201
20101218,65,1,1,1,20101201
20101219,65,1,1,1,20101201
20101220,65,1,1,1,20101201
20101301,21,157,157,1,20101301
20101302,22,157,157,1,20101301
20101303,58,71,71,1,20101301
20101304,60,71,71,1,20101301
20101305,102,37,37,1,20101301
20101306,26,80,80,1,20101301
20101307,40,2,2,1,20101301
20101308,62,112,112,1,20101301
20101309,87,55,55,1,20101301
20101310,89,55,55,1,20101301
20101311,65,1,1,1,20101301
20101312,65,1,1,1,20101301
20101313,65,1,1,1,20101301
20101314,65,1,1,1,20101301
20101315,65,1,1,1,20101301
20101316,65,1,1,1,20101301
20101317,65,1,1,1,20101301
20101318,65,1,1,1,20101301
20101319,65,1,1,1,20101301
20101320,65,1,1,1,20101301
20101401,21,507,507,1,20101401
20101402,22,507,507,1,20101401
20101403,58,227,227,1,20101401
20101404,60,227,227,1,20101401
20101405,102,130,130,1,20101401
20101406,26,256,256,1,20101401
20101407,40,6,6,1,20101401
20101408,62,223,223,1,20101401
20101409,87,105,105,1,20101401
20101410,89,105,105,1,20101401
20101411,65,1,1,1,20101401
20101412,65,1,1,1,20101401
20101413,65,1,1,1,20101401
20101414,65,1,1,1,20101401
20101415,65,1,1,1,20101401
20101416,65,1,1,1,20101401
20101417,65,1,1,1,20101401
20101418,65,1,1,1,20101401
20101419,65,1,1,1,20101401
20101420,65,1,1,1,20101401
20101501,21,1372,1372,1,20101501
20101502,22,1372,1372,1,20101501
20101503,58,614,614,1,20101501
20101504,60,614,614,1,20101501
20101505,102,360,360,1,20101501
20101506,26,692,692,1,20101501
20101507,40,16,16,1,20101501
20101508,62,388,388,1,20101501
20101509,87,181,181,1,20101501
20101510,89,181,181,1,20101501
20101511,65,1,1,1,20101501
20101512,65,1,1,1,20101501
20101513,65,1,1,1,20101501
20101514,65,1,1,1,20101501
20101515,65,1,1,1,20101501
20101516,65,1,1,1,20101501
20101517,65,1,1,1,20101501
20101518,65,1,1,1,20101501
20101519,65,1,1,1,20101501
20101520,65,1,1,1,20101501
20201201,21,59,59,1,20201201
20201202,22,59,59,1,20201201
20201203,58,27,27,1,20201201
20201204,60,27,27,1,20201201
20201205,102,11,11,1,20201201
20201206,26,30,30,1,20201201
20201207,40,1,1,1,20201201
20201208,62,57,57,1,20201201
20201209,87,30,30,1,20201201
20201210,89,30,30,1,20201201
20201211,65,1,1,1,20201201
20201212,65,1,1,1,20201201
20201213,65,1,1,1,20201201
20201214,65,1,1,1,20201201
20201215,65,1,1,1,20201201
20201216,65,1,1,1,20201201
20201217,65,1,1,1,20201201
20201218,65,1,1,1,20201201
20201219,65,1,1,1,20201201
20201220,65,1,1,1,20201201
20201301,21,157,157,1,20201301
20201302,22,157,157,1,20201301
20201303,58,71,71,1,20201301
20201304,60,71,71,1,20201301
20201305,102,37,37,1,20201301
20201306,26,80,80,1,20201301
20201307,40,2,2,1,20201301
20201308,62,112,112,1,20201301
20201309,87,55,55,1,20201301
20201310,89,55,55,1,20201301
20201311,65,1,1,1,20201301
20201312,65,1,1,1,20201301
20201313,65,1,1,1,20201301
20201314,65,1,1,1,20201301
20201315,65,1,1,1,20201301
20201316,65,1,1,1,20201301
20201317,65,1,1,1,20201301
20201318,65,1,1,1,20201301
20201319,65,1,1,1,20201301
20201320,65,1,1,1,20201301
20201401,21,507,507,1,20201401
20201402,22,507,507,1,20201401
20201403,58,227,227,1,20201401
20201404,60,227,227,1,20201401
20201405,102,130,130,1,20201401
20201406,26,256,256,1,20201401
20201407,40,6,6,1,20201401
20201408,62,223,223,1,20201401
20201409,87,105,105,1,20201401
20201410,89,105,105,1,20201401
20201411,65,1,1,1,20201401
20201412,65,1,1,1,20201401
20201413,65,1,1,1,20201401
20201414,65,1,1,1,20201401
20201415,65,1,1,1,20201401
20201416,65,1,1,1,20201401
20201417,65,1,1,1,20201401
20201418,65,1,1,1,20201401
20201419,65,1,1,1,20201401
20201420,65,1,1,1,20201401
20201501,21,1372,1372,1,20201501
20201502,22,1372,1372,1,20201501
20201503,58,614,614,1,20201501
20201504,60,614,614,1,20201501
20201505,102,360,360,1,20201501
20201506,26,692,692,1,20201501
20201507,40,16,16,1,20201501
20201508,62,388,388,1,20201501
20201509,87,181,181,1,20201501
20201510,89,181,181,1,20201501
20201511,65,1,1,1,20201501
20201512,65,1,1,1,20201501
20201513,65,1,1,1,20201501
20201514,65,1,1,1,20201501
20201515,65,1,1,1,20201501
20201516,65,1,1,1,20201501
20201517,65,1,1,1,20201501
20201518,65,1,1,1,20201501
20201519,65,1,1,1,20201501
20201520,65,1,1,1,20201501
20301201,21,59,59,1,20301201
20301202,22,59,59,1,20301201
20301203,58,27,27,1,20301201
20301204,60,27,27,1,20301201
20301205,102,11,11,1,20301201
20301206,26,30,30,1,20301201
20301207,40,1,1,1,20301201
20301208,62,57,57,1,20301201
20301209,87,30,30,1,20301201
20301210,89,30,30,1,20301201
20301211,65,1,1,1,20301201
20301212,65,1,1,1,20301201
20301213,65,1,1,1,20301201
20301214,65,1,1,1,20301201
20301215,65,1,1,1,20301201
20301216,65,1,1,1,20301201
20301217,65,1,1,1,20301201
20301218,65,1,1,1,20301201
20301219,65,1,1,1,20301201
20301220,65,1,1,1,20301201
20301301,21,157,157,1,20301301
20301302,22,157,157,1,20301301
20301303,58,71,71,1,20301301
20301304,60,71,71,1,20301301
20301305,102,37,37,1,20301301
20301306,26,80,80,1,20301301
20301307,40,2,2,1,20301301
20301308,62,112,112,1,20301301
20301309,87,55,55,1,20301301
20301310,89,55,55,1,20301301
20301311,65,1,1,1,20301301
20301312,65,1,1,1,20301301
20301313,65,1,1,1,20301301
20301314,65,1,1,1,20301301
20301315,65,1,1,1,20301301
20301316,65,1,1,1,20301301
20301317,65,1,1,1,20301301
20301318,65,1,1,1,20301301
20301319,65,1,1,1,20301301
20301320,65,1,1,1,20301301
20301401,21,507,507,1,20301401
20301402,22,507,507,1,20301401
20301403,58,227,227,1,20301401
20301404,60,227,227,1,20301401
20301405,102,130,130,1,20301401
20301406,26,256,256,1,20301401
20301407,40,6,6,1,20301401
20301408,62,223,223,1,20301401
20301409,87,105,105,1,20301401
20301410,89,105,105,1,20301401
20301411,65,1,1,1,20301401
20301412,65,1,1,1,20301401
20301413,65,1,1,1,20301401
20301414,65,1,1,1,20301401
20301415,65,1,1,1,20301401
20301416,65,1,1,1,20301401
20301417,65,1,1,1,20301401
20301418,65,1,1,1,20301401
20301419,65,1,1,1,20301401
20301420,65,1,1,1,20301401
20301501,21,1372,1372,1,20301501
20301502,22,1372,1372,1,20301501
20301503,58,614,614,1,20301501
20301504,60,614,614,1,20301501
20301505,102,360,360,1,20301501
20301506,26,692,692,1,20301501
20301507,40,16,16,1,20301501
20301508,62,388,388,1,20301501
20301509,87,181,181,1,20301501
20301510,89,181,181,1,20301501
20301511,65,1,1,1,20301501
20301512,65,1,1,1,20301501
20301513,65,1,1,1,20301501
20301514,65,1,1,1,20301501
20301515,65,1,1,1,20301501
20301516,65,1,1,1,20301501
20301517,65,1,1,1,20301501
20301518,65,1,1,1,20301501
20301519,65,1,1,1,20301501
20301520,65,1,1,1,20301501
20102201,21,66,66,1,20102201
20102202,22,66,66,1,20102201
20102203,58,30,30,1,20102201
20102204,60,24,24,1,20102201
20102205,102,12,12,1,20102201
20102206,26,30,30,1,20102201
20102207,40,1,1,1,20102201
20102208,62,57,57,1,20102201
20102209,87,30,30,1,20102201
20102210,89,30,30,1,20102201
20102211,65,1,1,1,20102201
20102212,65,1,1,1,20102201
20102213,65,1,1,1,20102201
20102214,65,1,1,1,20102201
20102215,65,1,1,1,20102201
20102216,65,1,1,1,20102201
20102217,65,1,1,1,20102201
20102218,65,1,1,1,20102201
20102219,65,1,1,1,20102201
20102220,65,1,1,1,20102201
20102301,21,175,175,1,20102301
20102302,22,175,175,1,20102301
20102303,58,78,78,1,20102301
20102304,60,63,63,1,20102301
20102305,102,42,42,1,20102301
20102306,26,80,80,1,20102301
20102307,40,2,2,1,20102301
20102308,62,112,112,1,20102301
20102309,87,55,55,1,20102301
20102310,89,55,55,1,20102301
20102311,65,1,1,1,20102301
20102312,65,1,1,1,20102301
20102313,65,1,1,1,20102301
20102314,65,1,1,1,20102301
20102315,65,1,1,1,20102301
20102316,65,1,1,1,20102301
20102317,65,1,1,1,20102301
20102318,65,1,1,1,20102301
20102319,65,1,1,1,20102301
20102320,65,1,1,1,20102301
20102401,21,564,564,1,20102401
20102402,22,564,564,1,20102401
20102403,58,252,252,1,20102401
20102404,60,202,202,1,20102401
20102405,102,146,146,1,20102401
20102406,26,256,256,1,20102401
20102407,40,7,7,1,20102401
20102408,62,223,223,1,20102401
20102409,87,105,105,1,20102401
20102410,89,105,105,1,20102401
20102411,65,1,1,1,20102401
20102412,65,1,1,1,20102401
20102413,65,1,1,1,20102401
20102414,65,1,1,1,20102401
20102415,65,1,1,1,20102401
20102416,65,1,1,1,20102401
20102417,65,1,1,1,20102401
20102418,65,1,1,1,20102401
20102419,65,1,1,1,20102401
20102420,65,1,1,1,20102401
20102501,21,1524,1524,1,20102501
20102502,22,1524,1524,1,20102501
20102503,58,682,682,1,20102501
20102504,60,546,546,1,20102501
20102505,102,405,405,1,20102501
20102506,26,692,692,1,20102501
20102507,40,18,18,1,20102501
20102508,62,388,388,1,20102501
20102509,87,181,181,1,20102501
20102510,89,181,181,1,20102501
20102511,65,1,1,1,20102501
20102512,65,1,1,1,20102501
20102513,65,1,1,1,20102501
20102514,65,1,1,1,20102501
20102515,65,1,1,1,20102501
20102516,65,1,1,1,20102501
20102517,65,1,1,1,20102501
20102518,65,1,1,1,20102501
20102519,65,1,1,1,20102501
20102520,65,1,1,1,20102501
20202201,21,66,66,1,20202201
20202202,22,66,66,1,20202201
20202203,58,30,30,1,20202201
20202204,60,24,24,1,20202201
20202205,102,12,12,1,20202201
20202206,26,30,30,1,20202201
20202207,40,1,1,1,20202201
20202208,62,57,57,1,20202201
20202209,87,30,30,1,20202201
20202210,89,30,30,1,20202201
20202211,65,1,1,1,20202201
20202212,65,1,1,1,20202201
20202213,65,1,1,1,20202201
20202214,65,1,1,1,20202201
20202215,65,1,1,1,20202201
20202216,65,1,1,1,20202201
20202217,65,1,1,1,20202201
20202218,65,1,1,1,20202201
20202219,65,1,1,1,20202201
20202220,65,1,1,1,20202201
20202301,21,175,175,1,20202301
20202302,22,175,175,1,20202301
20202303,58,78,78,1,20202301
20202304,60,63,63,1,20202301
20202305,102,42,42,1,20202301
20202306,26,80,80,1,20202301
20202307,40,2,2,1,20202301
20202308,62,112,112,1,20202301
20202309,87,55,55,1,20202301
20202310,89,55,55,1,20202301
20202311,65,1,1,1,20202301
20202312,65,1,1,1,20202301
20202313,65,1,1,1,20202301
20202314,65,1,1,1,20202301
20202315,65,1,1,1,20202301
20202316,65,1,1,1,20202301
20202317,65,1,1,1,20202301
20202318,65,1,1,1,20202301
20202319,65,1,1,1,20202301
20202320,65,1,1,1,20202301
20202401,21,564,564,1,20202401
20202402,22,564,564,1,20202401
20202403,58,252,252,1,20202401
20202404,60,202,202,1,20202401
20202405,102,146,146,1,20202401
20202406,26,256,256,1,20202401
20202407,40,7,7,1,20202401
20202408,62,223,223,1,20202401
20202409,87,105,105,1,20202401
20202410,89,105,105,1,20202401
20202411,65,1,1,1,20202401
20202412,65,1,1,1,20202401
20202413,65,1,1,1,20202401
20202414,65,1,1,1,20202401
20202415,65,1,1,1,20202401
20202416,65,1,1,1,20202401
20202417,65,1,1,1,20202401
20202418,65,1,1,1,20202401
20202419,65,1,1,1,20202401
20202420,65,1,1,1,20202401
20202501,21,1524,1524,1,20202501
20202502,22,1524,1524,1,20202501
20202503,58,682,682,1,20202501
20202504,60,546,546,1,20202501
20202505,102,405,405,1,20202501
20202506,26,692,692,1,20202501
20202507,40,18,18,1,20202501
20202508,62,388,388,1,20202501
20202509,87,181,181,1,20202501
20202510,89,181,181,1,20202501
20202511,65,1,1,1,20202501
20202512,65,1,1,1,20202501
20202513,65,1,1,1,20202501
20202514,65,1,1,1,20202501
20202515,65,1,1,1,20202501
20202516,65,1,1,1,20202501
20202517,65,1,1,1,20202501
20202518,65,1,1,1,20202501
20202519,65,1,1,1,20202501
20202520,65,1,1,1,20202501
20302201,21,66,66,1,20302201
20302202,22,66,66,1,20302201
20302203,58,30,30,1,20302201
20302204,60,24,24,1,20302201
20302205,102,12,12,1,20302201
20302206,26,30,30,1,20302201
20302207,40,1,1,1,20302201
20302208,62,57,57,1,20302201
20302209,87,30,30,1,20302201
20302210,89,30,30,1,20302201
20302211,65,1,1,1,20302201
20302212,65,1,1,1,20302201
20302213,65,1,1,1,20302201
20302214,65,1,1,1,20302201
20302215,65,1,1,1,20302201
20302216,65,1,1,1,20302201
20302217,65,1,1,1,20302201
20302218,65,1,1,1,20302201
20302219,65,1,1,1,20302201
20302220,65,1,1,1,20302201
20302301,21,175,175,1,20302301
20302302,22,175,175,1,20302301
20302303,58,78,78,1,20302301
20302304,60,63,63,1,20302301
20302305,102,42,42,1,20302301
20302306,26,80,80,1,20302301
20302307,40,2,2,1,20302301
20302308,62,112,112,1,20302301
20302309,87,55,55,1,20302301
20302310,89,55,55,1,20302301
20302311,65,1,1,1,20302301
20302312,65,1,1,1,20302301
20302313,65,1,1,1,20302301
20302314,65,1,1,1,20302301
20302315,65,1,1,1,20302301
20302316,65,1,1,1,20302301
20302317,65,1,1,1,20302301
20302318,65,1,1,1,20302301
20302319,65,1,1,1,20302301
20302320,65,1,1,1,20302301
20302401,21,564,564,1,20302401
20302402,22,564,564,1,20302401
20302403,58,252,252,1,20302401
20302404,60,202,202,1,20302401
20302405,102,146,146,1,20302401
20302406,26,256,256,1,20302401
20302407,40,7,7,1,20302401
20302408,62,223,223,1,20302401
20302409,87,105,105,1,20302401
20302410,89,105,105,1,20302401
20302411,65,1,1,1,20302401
20302412,65,1,1,1,20302401
20302413,65,1,1,1,20302401
20302414,65,1,1,1,20302401
20302415,65,1,1,1,20302401
20302416,65,1,1,1,20302401
20302417,65,1,1,1,20302401
20302418,65,1,1,1,20302401
20302419,65,1,1,1,20302401
20302420,65,1,1,1,20302401
20302501,21,1524,1524,1,20302501
20302502,22,1524,1524,1,20302501
20302503,58,682,682,1,20302501
20302504,60,546,546,1,20302501
20302505,102,405,405,1,20302501
20302506,26,692,692,1,20302501
20302507,40,18,18,1,20302501
20302508,62,388,388,1,20302501
20302509,87,181,181,1,20302501
20302510,89,181,181,1,20302501
20302511,65,1,1,1,20302501
20302512,65,1,1,1,20302501
20302513,65,1,1,1,20302501
20302514,65,1,1,1,20302501
20302515,65,1,1,1,20302501
20302516,65,1,1,1,20302501
20302517,65,1,1,1,20302501
20302518,65,1,1,1,20302501
20302519,65,1,1,1,20302501
20302520,65,1,1,1,20302501
20103201,21,66,66,1,20103201
20103202,22,66,66,1,20103201
20103203,58,30,30,1,20103201
20103204,60,30,30,1,20103201
20103205,102,14,14,1,20103201
20103206,26,34,34,1,20103201
20103207,40,1,1,1,20103201
20103208,62,63,63,1,20103201
20103209,87,30,30,1,20103201
20103210,89,30,30,1,20103201
20103211,65,1,1,1,20103201
20103212,65,1,1,1,20103201
20103213,65,1,1,1,20103201
20103214,65,1,1,1,20103201
20103215,65,1,1,1,20103201
20103216,65,1,1,1,20103201
20103217,65,1,1,1,20103201
20103218,65,1,1,1,20103201
20103219,65,1,1,1,20103201
20103220,65,1,1,1,20103201
20103301,21,175,175,1,20103301
20103302,22,175,175,1,20103301
20103303,58,78,78,1,20103301
20103304,60,78,78,1,20103301
20103305,102,46,46,1,20103301
20103306,26,88,88,1,20103301
20103307,40,2,2,1,20103301
20103308,62,125,125,1,20103301
20103309,87,55,55,1,20103301
20103310,89,55,55,1,20103301
20103311,65,1,1,1,20103301
20103312,65,1,1,1,20103301
20103313,65,1,1,1,20103301
20103314,65,1,1,1,20103301
20103315,65,1,1,1,20103301
20103316,65,1,1,1,20103301
20103317,65,1,1,1,20103301
20103318,65,1,1,1,20103301
20103319,65,1,1,1,20103301
20103320,65,1,1,1,20103301
20103401,21,564,564,1,20103401
20103402,22,564,564,1,20103401
20103403,58,252,252,1,20103401
20103404,60,252,252,1,20103401
20103405,102,163,163,1,20103401
20103406,26,285,285,1,20103401
20103407,40,8,8,1,20103401
20103408,62,248,248,1,20103401
20103409,87,105,105,1,20103401
20103410,89,105,105,1,20103401
20103411,65,1,1,1,20103401
20103412,65,1,1,1,20103401
20103413,65,1,1,1,20103401
20103414,65,1,1,1,20103401
20103415,65,1,1,1,20103401
20103416,65,1,1,1,20103401
20103417,65,1,1,1,20103401
20103418,65,1,1,1,20103401
20103419,65,1,1,1,20103401
20103420,65,1,1,1,20103401
20103501,21,1524,1524,1,20103501
20103502,22,1524,1524,1,20103501
20103503,58,682,682,1,20103501
20103504,60,682,682,1,20103501
20103505,102,451,451,1,20103501
20103506,26,769,769,1,20103501
20103507,40,20,20,1,20103501
20103508,62,432,432,1,20103501
20103509,87,181,181,1,20103501
20103510,89,181,181,1,20103501
20103511,65,1,1,1,20103501
20103512,65,1,1,1,20103501
20103513,65,1,1,1,20103501
20103514,65,1,1,1,20103501
20103515,65,1,1,1,20103501
20103516,65,1,1,1,20103501
20103517,65,1,1,1,20103501
20103518,65,1,1,1,20103501
20103519,65,1,1,1,20103501
20103520,65,1,1,1,20103501
20203201,21,66,66,1,20203201
20203202,22,66,66,1,20203201
20203203,58,30,30,1,20203201
20203204,60,30,30,1,20203201
20203205,102,14,14,1,20203201
20203206,26,34,34,1,20203201
20203207,40,1,1,1,20203201
20203208,62,63,63,1,20203201
20203209,87,30,30,1,20203201
20203210,89,30,30,1,20203201
20203211,65,1,1,1,20203201
20203212,65,1,1,1,20203201
20203213,65,1,1,1,20203201
20203214,65,1,1,1,20203201
20203215,65,1,1,1,20203201
20203216,65,1,1,1,20203201
20203217,65,1,1,1,20203201
20203218,65,1,1,1,20203201
20203219,65,1,1,1,20203201
20203220,65,1,1,1,20203201
20203301,21,175,175,1,20203301
20203302,22,175,175,1,20203301
20203303,58,78,78,1,20203301
20203304,60,78,78,1,20203301
20203305,102,46,46,1,20203301
20203306,26,88,88,1,20203301
20203307,40,2,2,1,20203301
20203308,62,125,125,1,20203301
20203309,87,55,55,1,20203301
20203310,89,55,55,1,20203301
20203311,65,1,1,1,20203301
20203312,65,1,1,1,20203301
20203313,65,1,1,1,20203301
20203314,65,1,1,1,20203301
20203315,65,1,1,1,20203301
