Id,ContentShow,Difficulty,RecommendedAttack,RecommendedDefense,RecommendedPower,Type,IntParam,RecommendedPC,RecommendedLevel,EnterLevelRestriction,TutorialInfoId,BackgroundImage,WorldId,RepresentRewardId,RepresentRewardIconPath,RepresentRewardID1,RepresentRewardCount1,RepresentRewardID2,RepresentRewardCount2,RepresentRewardID3,RepresentRewardCount3,AddSubLevel,ResetGemType,ResetGemCount,SubLevelForLight,BGM,ConflictRegular,HardMode,RecommendedAbilityType,RecommendedAbilityPower,SummonMonsterInfo
12085,0,1,40138,48485,1017000,3,85,,,11,,Texture/UI_Image_InfinityDungeon,12000,900001,Armor_Human_Knightmare_Helmet_01,,,,,,,,20,,,,0,,6,,
12086,0,1,40902,49402,1055800,3,86,,,11,,Texture/UI_Image_InfinityDungeon,12000,900001,Armor_Human_Knightmare_Helmet_01,,,,,,,,20,,,,0,,6,,
12087,0,1,41672,50326,1096400,3,87,,,11,,Texture/UI_Image_InfinityDungeon,12000,900001,Armor_Human_Knightmare_Helmet_01,,,,,,,,20,,,,0,,6,,
12088,0,1,42448,51259,1137400,3,88,,,11,,Texture/UI_Image_InfinityDungeon,12000,900001,Armor_Human_Knightmare_Helmet_01,,,,,,,,20,,,,0,,6,,
12089,0,1,43231,52199,1177700,3,89,,,11,,Texture/UI_Image_InfinityDungeon,12000,900001,Armor_Human_Knightmare_Helmet_01,,,,,,,,20,,,,0,,6,,
12090,0,1,44021,53147,1220900,3,90,,,11,,Texture/UI_Image_InfinityDungeon,12000,900001,Armor_Human_Knightmare_Helmet_01,,,,,,,,20,,,,0,,6,,
12091,0,1,53124,64077,1267600,3,91,,,11,,Texture/UI_Image_InfinityDungeon,12000,900001,Armor_Human_Knightmare_Helmet_01,,,,,,,,20,,,,0,,6,,
12092,0,1,53989,65116,1313800,3,92,,,11,,Texture/UI_Image_InfinityDungeon,12000,900001,Armor_Human_Knightmare_Helmet_01,,,,,,,,20,,,,0,,6,,
12093,0,1,54860,66163,1360400,3,93,,,11,,Texture/UI_Image_InfinityDungeon,12000,900001,Armor_Human_Knightmare_Helmet_01,,,,,,,,20,,,,0,,6,,
12094,0,1,55739,67217,1408500,3,94,,,11,,Texture/UI_Image_InfinityDungeon,12000,900001,Armor_Human_Knightmare_Helmet_01,,,,,,,,20,,,,0,,6,,
12095,0,1,56623,68279,1456600,3,95,,,11,,Texture/UI_Image_InfinityDungeon,12000,900001,Armor_Human_Knightmare_Helmet_01,,,,,,,,20,,,,0,,6,,
12096,0,1,153369,184928,1504700,3,96,,,11,,Texture/UI_Image_InfinityDungeon,12000,900001,Armor_Human_Knightmare_Helmet_01,,,,,,,,20,,,,0,,6,,
12097,0,1,253110,305175,1552800,3,97,,,11,,Texture/UI_Image_InfinityDungeon,12000,900001,Armor_Human_Knightmare_Helmet_01,,,,,,,,20,,,,0,,6,,
12098,0,1,355878,429053,1600900,3,98,,,11,,Texture/UI_Image_InfinityDungeon,12000,900001,Armor_Human_Knightmare_Helmet_01,,,,,,,,20,,,,0,,6,,
12099,0,1,461701,556602,1649000,3,99,,,11,,Texture/UI_Image_InfinityDungeon,12000,900001,Armor_Human_Knightmare_Helmet_01,,,,,,,,20,,,,0,,6,,
12100,0,1,570613,687860,1697100,3,100,,,11,,Texture/UI_Image_InfinityDungeon,12000,900001,Armor_Human_Knightmare_Helmet_01,,,,,,,,20,,,,0,,6,,
20001,1,1,0,0,8700,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20181
20002,1,1,0,0,8700,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20182
20003,1,1,0,0,8700,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20183
20004,1,1,0,0,8700,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20184
20005,1,1,0,0,8700,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20185
20006,1,1,0,0,15200,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20281
20007,1,1,0,0,13100,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20282
20008,1,1,0,0,15200,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20283
20009,1,1,0,0,15200,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20284
20010,1,1,0,0,15200,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,30081
20011,1,1,0,0,15200,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,30082
20012,1,1,0,0,23700,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,30083
20013,1,1,0,0,28800,12,0,3,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,30181
20014,1,1,0,0,34300,12,0,3,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,30182
20015,1,1,0,0,43400,12,0,3,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,30183
20016,1,1,0,0,62200,12,0,3,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,30184
20017,1,1,0,0,16500,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20381
20018,1,1,0,0,16500,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20382
20019,1,1,0,0,18300,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20383
20020,1,1,0,0,21800,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20384
20021,1,1,0,0,23700,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20385
20022,1,1,0,0,25900,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20386
20023,1,1,0,0,43400,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20481
20024,1,1,0,0,50600,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20482
20025,1,1,0,0,37100,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20483
20026,1,1,0,0,68200,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20484
20027,1,1,0,0,68200,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20485
20028,1,1,0,0,73700,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20486
20029,1,1,0,0,73700,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20581
20030,1,1,0,0,83900,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20582
20031,1,1,0,0,95100,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20583
20032,1,1,0,0,101300,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20584
20033,1,1,0,0,107100,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20585
20034,1,1,0,0,107100,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20586
20035,1,1,0,0,114800,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20681
20036,1,1,0,0,121000,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20682
20037,1,1,0,0,121000,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20683
20038,1,1,0,0,126800,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20684
20039,1,1,0,0,126800,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20685
20040,1,1,0,0,137200,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20686
20041,1,1,0,0,137200,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20687
20042,1,1,0,0,80900,12,0,3,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,30281
20043,1,1,0,0,126800,12,0,3,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,30282
20044,1,1,0,0,186500,12,0,3,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,30381
20045,1,1,0,0,199800,12,0,3,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,30382
20046,1,1,0,0,148700,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20781
20047,1,1,0,0,148700,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20782
20048,1,1,0,0,167600,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20783
20049,1,1,0,0,148700,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20784
20050,1,1,0,0,158200,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20785
20051,1,1,0,0,148700,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20786
20052,1,1,0,0,158200,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20787
20053,1,1,0,0,186500,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20881
20054,1,1,0,0,186500,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20882
20055,1,1,0,0,199800,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20883
20056,1,1,0,0,199800,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20884
20057,1,1,0,0,212100,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20885
20058,1,1,0,0,212100,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20981
20059,1,1,0,0,212100,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20982
20060,1,1,0,0,221800,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20983
20061,1,1,0,0,212100,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20984
20062,1,1,0,0,236500,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20985
20063,1,1,0,0,246500,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21081
20064,1,1,0,0,246500,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21082
20065,1,1,0,0,271400,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21083
20066,1,1,0,0,271400,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21084
20067,1,1,0,0,271400,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,11031
20068,1,1,0,0,284600,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21086
20069,1,1,0,0,284600,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21087
20070,1,1,0,0,199800,12,0,3,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,30481
20071,1,1,0,0,212100,12,0,3,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,30482
20072,1,1,0,0,221800,12,0,3,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,30483
20073,1,1,0,0,258800,12,0,3,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,30484
20074,1,1,0,0,271400,12,0,3,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,30581
20075,1,1,0,0,297500,12,0,3,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,30582
20076,1,1,0,0,326200,12,0,3,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,30583
20077,1,1,0,0,311700,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21160
20078,1,1,0,0,311700,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21182
20079,1,1,0,0,340900,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,11877
20080,1,1,0,0,340900,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21184
20081,1,1,0,0,340900,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21185
20082,1,1,0,0,340900,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21186
20083,1,1,0,0,340900,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,11141
20084,1,1,0,0,356400,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21281
20085,1,1,0,0,373000,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21282
20086,1,1,0,0,373000,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21283
20087,1,1,0,0,373000,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21284
20088,1,1,0,0,393800,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21285
20089,1,1,0,0,393800,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21286
20090,1,1,0,0,407700,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21381
20091,1,1,0,0,429400,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21382
20092,1,1,0,0,429400,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21383
20093,1,1,0,0,429400,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21384
20094,1,1,0,0,448700,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21481
20095,1,1,0,0,448700,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21482
20096,1,1,0,0,485900,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21483
20097,1,1,0,0,467600,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21484
20098,1,1,0,0,467600,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21485
20099,1,1,0,0,485900,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21486
20100,1,1,0,0,448700,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21487
20101,1,1,0,0,326200,12,0,3,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,30691
20102,1,1,0,0,356400,12,0,3,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,30692
20103,1,1,0,0,393800,12,0,3,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,30693
20104,1,1,0,0,407700,12,0,3,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,30791
20105,1,1,0,0,429400,12,0,3,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,30792
20106,1,1,0,0,448700,12,0,3,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,30793
20107,1,1,0,0,533500,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21581
20108,1,1,0,0,533500,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21582
20109,1,1,0,0,533500,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21583
20110,1,1,0,0,533500,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21584
20111,1,1,0,0,533500,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21585
20112,1,1,0,0,533500,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21586
20113,1,1,0,0,533500,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21681
20114,1,1,0,0,533500,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21682
20115,1,1,0,0,533500,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21683
20116,1,1,0,0,533500,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21684
20117,1,1,0,0,533500,12,0,3,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21685
20118,1,1,0,0,533500,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21781
20119,1,1,0,0,533500,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21782
20120,1,1,0,0,533500,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21783
20121,1,1,0,0,533500,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21784
20122,1,1,0,0,533500,12,0,1,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21787
20123,1,1,0,0,533500,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21786
20124,1,1,0,0,533500,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21785
20125,1,1,0,0,533500,12,0,3,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,30681
20126,1,1,0,0,533500,12,0,3,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,30682
20127,1,1,0,0,533500,12,0,3,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,30683
20128,1,1,0,0,533500,12,0,3,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,458
20129,1,1,0,0,533500,12,0,3,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,30781
20130,1,1,0,0,533500,12,0,3,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,30782
20131,1,1,0,0,15200,12,0,5,,0,,Texture/Image_Dungeon_Elite_01,20001,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20298
20132,1,1,0,0,34300,12,0,5,,0,,Texture/Image_Dungeon_Elite_01,20001,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20398
20133,1,1,0,0,80900,12,0,5,,0,,Texture/Image_Dungeon_Elite_01,20001,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20498
20134,1,1,0,0,121000,12,0,5,,0,,Texture/Image_Dungeon_Elite_01,20001,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20598
20135,1,1,0,0,148700,12,0,5,,0,,Texture/Image_Dungeon_Elite_01,20001,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20698
20136,1,1,0,0,246500,12,0,5,,0,,Texture/Image_Dungeon_Elite_01,20001,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20798
20137,1,1,0,0,297500,12,0,5,,0,,Texture/Image_Dungeon_Elite_01,20001,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20898
20138,1,1,0,0,356400,12,0,5,,0,,Texture/Image_Dungeon_Elite_01,20001,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,20998
20139,1,1,0,0,556700,12,0,5,,0,,Texture/Image_Dungeon_Elite_01,20001,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21198
20140,1,1,0,0,658500,12,0,5,,0,,Texture/Image_Dungeon_Elite_01,20001,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21298
20141,1,1,0,0,533500,12,0,5,,0,,Texture/Image_Dungeon_Elite_01,20001,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21498
20142,1,1,0,0,628100,12,0,5,,0,,Texture/Image_Dungeon_Elite_01,20001,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21598
20143,1,1,0,0,707100,12,0,5,,0,,Texture/Image_Dungeon_Elite_01,20001,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,3072
20144,1,1,0,0,707100,12,0,5,,0,,Texture/Image_Dungeon_Elite_01,20001,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21698
20145,1,1,0,0,761800,12,0,5,,0,,Texture/Image_Dungeon_Elite_01,20001,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,21798
20146,1,1,0,0,556700,12,0,20,,0,,Texture/Image_Dungeon_Elite_01,20002,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,3028
