Id,Param1,BuffType,ClientType,Param,Param2,Group,StackCount,Duration,Period,VisualEffectId,ExtendVisualEffectId,IconTexture,CameraShake,CameraShakeIntensity,Sound
905506,,5,0,,,,1,180000,,,,Icon_Buff_Potion_Player_GatheringSpeed,,,PC/Skill/Item_Buff_Guild_SpeedUp_01
905507,,5,0,,,,1,30000,,,,Icon_Buff_Potion_Player_AttackSpeed,,,PC/Skill/Item_Buff_Guild_Atk_SpeedUp_01
905508,,5,0,,,,1,10000,,,,Icon_Buff_Potion_Player_DodgeMul,,,PC/Skill/Item_Buff_Guild_SpeedUp_01
905509,,5,0,,,,1,60000,,,,Icon_Buff_Potion_Player_Resilience,,,PC/Skill/Item_Buff_Guild_SpeedDown_01
905510,,4,0,,,,1,60000,,,,Icon_Buff_Potion_Player_IgnoreDefenseDamage,,,PC/Skill/Item_Buff_Guild_Defence_01
905511,,4,0,,,,1,60000,,,,Icon_Buff_Potion_Player_AddDecreaseDamage,,,PC/Skill/Item_Buff_Guild_SpeedDown_01
905512,,5,0,,,,1,60000,,,,Icon_Buff_Potion_Player_SkillCoolTime,,,PC/Skill/Item_Buff_Guild_Atk_SpeedUp_01
905513,,5,0,,,,1,60000,,,,Icon_Buff_Potion_Player_Penetrationv,,,PC/Skill/Item_Buff_Guild_Atk_02
905514,,5,0,,,,1,300000,,,,Icon_Buff_Potion_Player_BossIncreaseDamage,,,PC/Skill/Item_Buff_Guild_Atk_01
905515,,5,0,,,,1,300000,,,,Icon_Buff_Potion_Player_BossDecreaseDamage,,,PC/Skill/Item_Buff_Guild_Defence_01
905516,,5,0,,,,1,3600000,,,,Icon_Buff_Potion_Player_Exp,,,PC/Skill/Item_Buff_Guild_Adena_01
905601,,5,0,,,,1,30000,2000,601002,,Icon_Buff_Potion_Guild_MoveSpeed,,,PC/Skill/Item_Buff_Guild_Focus_01
905602,,5,0,,,,1,2000,,,,Icon_Buff_Potion_Guild_MoveSpeed,,,
905603,,5,0,,,,1,30000,2000,601003,,Icon_Buff_Potion_Guild_EnemySlow,,,PC/Skill/Item_Buff_Guild_Frozen_01
905604,,5,0,,,,1,2000,,,,Icon_Buff_Potion_Guild_EnemySlow,,,
905605,,5,0,,,,1,60000,,,,Icon_Buff_Potion_Guild_SiegeIncreaseDamage,,,PC/Skill/Item_Buff_Guild_Atk_01
905606,,5,0,,,,1,10000,2000,601004,,Icon_Buff_Potion_Guild_IncreaseHealMul,,,PC/Skill/Item_Buff_Guild_HP_01
905607,,5,0,,,,1,2000,,,,Icon_Buff_Potion_Guild_IncreaseHealMul,,,
905608,,5,0,,,,1,30000,,,,Icon_Buff_Potion_Guild_AttackBerserker,,,PC/Skill/Item_Buff_Guild_Atk_01
905609,,5,0,,,,1,30000,,,,Icon_Buff_Potion_Guild_DefenseBerserker,,,PC/Skill/Item_Buff_Guild_Defence_01
905610,,5,0,,,,1,10000,,,,Icon_Buff_Potion_Guild_CCResist,,,PC/Skill/Item_Buff_Guild_Atk_02
905611,,5,0,,,,1,15000,1000,601005,,Icon_Buff_Potion_Player_HPSteal,,,PC/Skill/Item_Buff_Guild_SpeedDown_01
905612,,5,0,,,,1,1000,,,,Icon_Buff_Potion_Player_HPSteal,,,
906000,,5,14,,,,1,5000,,,,Icon_Buff_Invincible,,,
906001,,5,14,,,,1,100,100,,,,,,Interface/UI_Dungeon_Buff_Defence_1
906002,,5,0,,,,1,4000,1000,100006,,Icon_Buff_HPRegen,,,
906003,,5,0,,,,1,30000,,500004,,Icon_Buff_MoveSpeed,,,Interface/UI_Dungeon_Buff_Speed_1
906100,,5,14,,,,1,5000,,,,Icon_Buff_Invincible,,,
906101,,5,14,,,,1,5000,1000,500002,,Icon_Buff_HPRegen,,,Interface/UI_Dungeon_Buff_Defence_1
906102,,5,14,,,,1,30000,,500004,,Icon_Buff_MoveSpeed,,,Interface/UI_Dungeon_Buff_Speed_1
906500,,5,14,,,,1,5000,,,,Icon_Buff_Invincible,,,
906501,,5,14,,,,1,30000,,400005,,Icon_Skill_Passive_21251,,,Interface/UI_Dungeon_Buff_Atk_Phy_1
11,,3,14,,,,1,5000,,100005,,Icon_Buff_AttackPower,,,PC/Skill/SKill_SoulShot_Cast_01
12,,5,2,,,1003,1,5000,,,,Icon_Debuff_KnockDown,,,
100001,,5,14,,,,1,3600000,,100001,,Icon_Buff_Invincible,,,
100002,,5,5,,,,1,3600000,,,,Icon_Buff_Invincible,,,
100003,,5,14,,,,1,3600000,,100003,,Icon_Buff_Invincible,,,
100004,,5,14,,,,1,3600000,,,,Icon_Buff_MPRegen,,,
100005,,5,14,,,,1,3600000,,,,Icon_Buff_CriticalDamage,,,
100006,,5,0,,,,1,180000,,500005,,Buff_Siege_Altar_04,,,
100007,,5,0,,,,1,180000,,500005,,Buff_Siege_Altar_02,,,
100008,,5,0,,,,1,180000,,500006,,Buff_Siege_Altar_05,,,
100011,1,5,14,,10,,1,3600000,,,,,,,
100012,2,5,14,,20,,1,3600000,,,,,,,
100013,3,5,14,,40,,1,3600000,,,,,,,
100014,4,5,14,,60,,1,3600000,,,,,,,
100015,5,5,14,,90,,1,3600000,,,,,,,
100016,6,5,14,,120,,1,3600000,,,,,,,
100017,7,5,14,,160,,1,3600000,,,,,,,
100018,8,5,14,,200,,1,3600000,,,,,,,
100019,9,5,14,,250,,1,3600000,,,,,,,
100020,10,5,14,,300,,1,3600000,,,,,,,
100021,,5,14,,,100021,1,1800000,,,,Icon_Buff_CriticalRate,,,
100031,,5,14,,,,1,3600000,,,,Icon_Buff_CriticalRate,,,
200000,,5,14,,,,1,2000,,100001,,Icon_Buff_Invincible,,,
200001,,5,0,,,,1,180000,,100003,,Buff_Siege_Altar_03,,,
200002,,5,0,,,,1,180000,,100003,,Buff_Siege_Altar_01,,,
200003,1,5,14,,1,200003,1,3600000,,,,,,,
200004,2,5,14,,2,200003,1,3600000,,,,,,,
200005,3,5,14,,3,200003,1,3600000,,,,,,,
200006,4,5,14,,4,200003,1,3600000,,,,,,,
200007,5,5,14,,5,200003,1,3600000,,,,,,,
200008,6,5,14,,6,200003,1,3600000,,,,,,,
200009,7,5,14,,7,200003,1,3600000,,,,,,,
300001,,5,14,,,,1,0,,,,Icon_Buff_CastleSIegeLocal,,,
300002,,5,14,,2.5,,1,0,,,,Icon_Buff_CastleSIegeGlobal,,,
300003,,5,14,,5,,1,0,,,,Icon_Buff_CastleSIegeGlobal,,,
300004,,5,14,,7.5,,1,0,,,,Icon_Buff_CastleSIegeGlobal,,,
300005,,5,14,,10,,1,0,,,,Icon_Buff_CastleSIegeGlobal,,,
301001,,5,14,,,,1,0,,,,Icon_Buff_FortressSIegeLocal,,,
301002,,5,14,,,,1,0,,,,Icon_Buff_FortressSIegeGlobal,,,
301003,,5,14,,,,1,0,,,,Icon_Buff_FortressSIegeGlobal,,,
301004,,5,14,,,,1,0,,,,Icon_Buff_FortressSIegeGlobal,,,
301005,,5,14,,,,1,0,,,,Icon_Buff_FortressSIegeGlobal,,,
301006,,5,14,,,,1,0,,,,Icon_Buff_FortressSIegeGlobal,,,
301007,,5,14,,,,1,0,,,,Icon_Buff_FortressSIegeGlobal,,,
301008,,5,14,,,,1,0,,,,Icon_Buff_FortressSIegeGlobal,,,
301009,,5,14,,,,1,0,,,,Icon_Buff_FortressSIegeGlobal,,,
301010,,5,14,,,,1,0,,,,Icon_Buff_FortressSIegeGlobal,,,
301011,,5,14,,,,1,0,,,,Icon_Buff_FortressSIegeGlobal,,,
301012,,5,14,,,,1,0,,,,Icon_Buff_FortressSIegeGlobal,,,
301013,,5,14,,,,1,0,,,,Icon_Buff_FortressSIegeGlobal,,,
301014,,5,14,,,,1,0,,,,Icon_Buff_FortressSIegeGlobal,,,
301015,,5,14,,,,1,0,,,,Icon_Buff_FortressSIegeGlobal,,,
301016,,5,14,,,,1,0,,,,Icon_Buff_FortressSIegeGlobal,,,
301017,,5,14,,,,1,0,,,,Icon_Buff_FortressSIegeGlobal,,,
301018,,5,14,,,,1,0,,,,Icon_Buff_FortressSIegeGlobal,,,
302001,,1,0,,,,1,3600000,,302001,,Icon_Buff_GuildMaster_01,,,
302002,,1,0,,,,1,3600000,,302002,,Icon_Buff_GuildMaster_02,,,
302003,,1,0,,,,1,3600000,,302003,,Icon_Buff_GuildMaster_03,,,
400001,,5,0,,,,5,1800000,,"400001,400002,400003,400004,400005",,Icon_Skill_Passive_20261,,,
400002,,5,0,,,,1,1800000,,400005,,Icon_Skill_Passive_20261,,,
500001,,5,6,"{""Color"":{""R"":255,""G"":15,""B"":0}}",,,1,3600000,,,,,,,
510001,,5,14,,,,1,0,,,,Icon_Buff_GuildMaster_01,,,
900001,,5,6,,,,1,3600000,,,,,,,
301,1,5,0,,,,1,180000,,301,,Icon_Buff_MoveSpeed,,,
302,2,5,0,,,,1,120000,,302,,Icon_Buff_GatheringSpeed,,,
303,3,5,0,,,,1,60000,,303,,Icon_Buff_GatheringAmount,,,
304,,5,0,,,,1,10000,,,,Icon_Buff_GatheringAmount,,,
305,,5,14,,,,1,0,5000,,,Icon_Buff_AttackPower,,,
306,,5,14,,,,1,5000,,305,,Icon_Buff_AttackPower,,,
401,,5,14,,,,1,0,2000,100001,,,,,
402,,5,14,,,,1,1000,1000,100001,,,,,
403,,5,14,,,,1,2000,,100001,,Icon_Buff_Invincible,,,
451,,5,14,,,,1,2000,,,,Icon_Buff_Invincible,,,
452,,5,14,,,,1,5000,,100001,,Icon_Buff_MoveSpeed,,,
453,,5,14,,,,1,2000,,,,Icon_Buff_Invincible,,,
454,,5,14,,,,1,10000,,100001,,Icon_Buff_MoveSpeed,,,
501,,2,9,,,,1,60000,,,,Icon_PVPTicket_01,,,
502,,2,9,,,,1,120000,,,,Icon_PVPTicket_01,,,
503,,2,9,,,,1,180000,,,,Icon_PVPTicket_01,,,
510,,5,14,,,510,1,3600000,,,,Icon_Buff_ExpBonus,,,
511,,5,14,,,510,1,3600000,,,,Icon_Buff_ExpBonus,,,
720212,,5,4,,,1002,1,3000,,1,,Icon_Debuff_Stun,,,
1720212,,5,4,,,1002,1,3000,,1,,Icon_Debuff_Stun,,,
720222,,5,14,,,720211,1,30000,2000,5,,Icon_Debuff_Poison,,,
1720222,,5,14,,,720211,1,30000,2000,5,,Icon_Debuff_Poison,,,
720232,,5,14,,,,1,10000,,,,Icon_Debuff_DefensePower,,,
720233,,5,14,,,,1,10000,,,,Icon_Debuff_DefensePower,,,
720234,,5,14,,,,1,10000,,,,Icon_Debuff_Slow,,,
1720232,,5,14,,,,1,10000,,,,Icon_Debuff_DefensePower,,,
1720233,,5,14,,,,1,10000,,,,Icon_Debuff_DefensePower,,,
1720234,,5,14,,,,1,10000,,,,Icon_Debuff_Slow,,,
720241,,5,5,,,,1,20000,,,,,,,
720242,,5,14,,,,1,20000,,,,,,,
720243,,5,14,,,,1,20000,,,,,,,
720251,,5,6,,,,1,3600000,,,,Icon_Debuff_Taunt,,,
720282,,5,14,,,,1,5000,,,,Icon_Debuff_Slow,,,
720301,15,5,14,,,,1,15000,,,,,,,
721211,20,5,14,,,,1,20000,,,,,,,
721222,,5,14,,,720211,1,15000,1500,5,,Icon_Debuff_Poison,,,
7212411,,5,12,"{""Icon"":""/Game/UI/SuicideBomb_Debuff_effect"",
""ShowTimer"":1}",,,1,10000,,,,,,,
721241,1,5,6,"{""Color"":{""R"":255,""G"":30,""B"":0},
""Intensity"":10,
""Speed"":1}",,,1,20000,,,,,,,
721242,2,5,6,"{""Color"":{""R"":255,""G"":30,""B"":0},
""Intensity"":10,
""Speed"":1}",,,1,20000,,,,,,,
721243,3,5,6,"{""Color"":{""R"":255,""G"":30,""B"":0},
""Intensity"":40,
""Speed"":5}",,,1,20000,,,,,,,
721244,4,5,6,"{""Color"":{""R"":255,""G"":30,""B"":0},
""Intensity"":40,
""Speed"":5}",,,1,20000,,,,,,,
721245,5,5,6,"{""Color"":{""R"":255,""G"":30,""B"":0},
""Intensity"":80,
""Speed"":9}",,,1,20000,,,,,,,
721246,6,5,6,"{""Color"":{""R"":255,""G"":30,""B"":0},
""Intensity"":80,
""Speed"":9}",,,1,20000,,,,,,,
721301,,5,4,,,1002,1,5000,,1,,,,,
721321,,5,14,,,,1,3000,,300014,,Icon_Debuff_Restriction,,,
721332,,5,6,"{""Color"":{""R"":1,""G"":0,""B"":0},
""Intensity"":50,
""Speed"":5}",,,30,5000,,,,,,,
721341,,5,6,"{""Color"":{""R"":0,""G"":1,""B"":0},
""Intensity"":50,
""Speed"":5}",,,1,2160000,,,,,,,
17200022,,5,14,,,,10,30000,1000,300141,,Icon_Debuff_Poison,,,
17200032,,5,14,,,,1,10,10,,,,,,
17200033,,5,2,,,17200032,1,2000,,,,,,,
17200052,,5,4,,,,1,5000,,,,Icon_Debuff_Stun,,,
17200091,,5,6,"{""Color"":{""R"":1,""G"":1,""B"":1},
""Intensity"":50,
""Speed"":5}",,,1,3600000,,,,Icon_Buff_CCImmune,,,
720312,,5,14,,,,5,30000,2000,15,,Icon_Debuff_Bleed,,,
720321,,5,14,,,,1,10000,,300001,,Icon_Debuff_Taunt,,,
720351,,5,6,,,,1,2160000,,,,Icon_Buff_CCImmune,,,
720352,,5,6,,,,1,2160000,,,,Icon_Buff_CCImmune,,,
720353,,5,6,,,,1,3600000,,,,Icon_Buff_CCImmune,,,
720372,,5,4,,,1002,1,3500,,1,,Icon_Debuff_Stun,,,
7203721,,5,4,,,1002,1,4500,,1,,Icon_Debuff_Stun,,,
720361,,5,14,,,,5,30000,2000,15,,Icon_Debuff_Bleed,,,
72038,,5,14,,,,5,10000,,,,Icon_Debuff_DefensePower,,,
172035,,5,14,,,,1,30000,,,,Icon_Buff_CCImmune,,,
720391,,5,14,,,,1,10000,,,,,,,
720441,,5,14,,,,5,30000,2000,300011,,Icon_Skill_Active_72044,,,
720451,,5,6,,,,1,2160000,,,,Icon_Skill_Active_11252,,,
720461,,5,10,,,,1,10000,,300013,,Icon_Skill_Active_72045,,,
720472,,5,4,,,1002,1,3000,,1,,Icon_Debuff_Stun,,,
720482,,5,11,,,,1,10000,,300012,,Icon_Debuff_Weakness,,,
720511,1,5,14,,,,1,10000,,,,,,,
720521,,5,10,,,,1,10000,,300013,,Icon_Skill_Active_72045,,,
720531,,5,10,,,,1,10000,,300013,,Icon_Skill_Active_72045,,,
720541,2,5,14,,,,1,10000,,,,,,,
720551,1,5,14,,,,1,10000,,,,,,,
720561,2,5,14,,,,1,10000,,,,,,,
720571,3,5,14,,,,1,10000,,,,,,,
720581,1,5,14,,,,1,10000,,,,,,,
720591,2,5,14,,,,1,10000,,,,,,,
720601,3,5,14,,,,1,10000,,,,,,,
600,,5,10,,,,1,30000,,,,Icon_Debuff_Stun,,,
741141,,5,4,,,,1,4000,,1,,Icon_Debuff_Stun,,,
741171,,5,4,,,,1,4500,,,,Icon_Debuff_Stun,,,
741191,,5,0,,,,3,30000,,,,Icon_Debuff_Bleed,,,
7411911,,5,4,,,7411912,1,10000,,7411911,,Icon_Debuff_Stun,,,
7411912,,5,0,,,7411912,1,15000,,,,Icon_Buff_DefensePower,,,
601391,,5,14,,,,1,15000,,7,,Icon_Debuff_Weakness,,,
601402,,5,14,,,,1,15000,,7,,Icon_Debuff_Weakness,,,
601412,,5,14,,,12,1,10000,,1007,,Icon_Debuff_Bleed,,,
601441,,5,14,,,12,1,10000,,1007,,Icon_Debuff_Bleed,,,
601462,,5,4,,,1002,1,2000,,1,,Icon_Debuff_Stun,,,
601472,,5,2,,,1003,1,2000,,,,Icon_Debuff_KnockDown,,,
601612,,5,2,,,1003,1,2000,,,,Icon_Debuff_KnockDown,,,
601622,,5,0,,,1001,1,4000,,,,Icon_Debuff_Slow,,,
601642,,5,14,,,13,1,5000,1000,6,,Icon_Debuff_Poison,,,
601,,5,4,,,1002,1,1000,,1,,,,,
910245,,5,14,,,,1,603000,,,,Icon_Buff_Event3,,,
910246,,5,14,,,,1,603000,,,,Icon_Buff_Event2,,,
910247,,5,14,,,,1,603000,,,,Icon_Buff_Event1,,,
910248,,5,14,,,,1,603000,,,,Icon_Buff_Event4,,,
910249,,5,14,,,,1,603000,,,,Icon_Buff_Event5,,,
910250,,5,14,,,,1,603000,,,,Icon_Buff_Event6,,,
910251,,5,14,,,,1,603000,,,,Icon_Buff_Event8,,,
910252,,5,14,,,,1,603000,,,,Icon_Buff_Event7,,,
910253,,5,14,,,,1,603000,,,,Icon_Buff_Event9,,,
910254,,5,14,,,,1,603000,,,,Icon_Buff_Event10,,,
602,,5,6,"{""Color"":{""R"":0,""G"":0.6,""B"":1},
""Intensity"":10,
""Speed"":1}",,,1,5000,,,,,,,
800000,,5,12,"{""Icon"":""/Game/UI/Material/MI_Dice"",
""ShowTimer"":1}",,,1,50000,,,,,,,
805004,,5,14,,,,5,30000,2000,15,,Icon_Debuff_Bleed,,,
411005,,5,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Leonard_01"",
""ShowTimer"":0}",,,3,30000,,413005,,Icon_Debuff_Leonard_01,,,
411010,,5,4,,,,1,15000,,413010,,Icon_Debuff_Stun,,,
411011,,5,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Leonard_02"",
""ShowTimer"":0}",,,1,15000,750,413011,,Icon_Debuff_Leonard_02,,,
411018,,5,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Trisha_01"",
""ShowTimer"":0}",,,3,30000,,"4130181,4130185",,Icon_Debuff_Trisha_01,,,
411019,,5,10,,,,1,10000,,413019,,Icon_Debuff_Trisha_02,,,
411036,,5,6,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":5,
""Speed"":1}",,,1,10000,,,,,,,
411037,,5,6,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":10,
""Speed"":1}",,,1,10000,,,,,,,
411038,,5,6,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":20,
""Speed"":1}",,,1,10000,,,,,,,
412005,,5,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Leonard_01"",
""ShowTimer"":0}",,,3,30000,,413005,,Icon_Debuff_Leonard_01,,,
412010,,5,4,,,,1,15000,,413010,,Icon_Debuff_Stun,,,
412011,,5,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Leonard_02"",
""ShowTimer"":0}",,,1,15000,750,413011,,Icon_Debuff_Leonard_02,,,
412018,,5,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Trisha_01"",
""ShowTimer"":0}",,,3,30000,,"4130181,4130185",,Icon_Debuff_Trisha_01,,,
412019,,5,10,,,,1,10000,,413019,,Icon_Debuff_Trisha_02,,,
412036,,5,6,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":5,
""Speed"":1}",,,1,10000,,,,,,,
412037,,5,6,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":10,
""Speed"":1}",,,1,10000,,,,,,,
412038,,5,6,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":20,
""Speed"":1}",,,1,10000,,,,,,,
413002,,5,6,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":5,
""Speed"":1}",,,1,5000,,,,,,,
413005,,5,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Leonard_01"",
""ShowTimer"":0}",,,5,30000,,413005,,Icon_Debuff_Leonard_01,,,
413010,,5,4,,,,1,15000,,413010,,Icon_Debuff_Stun,,,
413011,,5,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Leonard_02"",
""ShowTimer"":0}",,,1,15000,750,413011,,Icon_Debuff_Leonard_02,,,
413013,,5,0,,,,5,5000,1000,300011,,Icon_Debuff_Poison,,,
413016,,5,5,,,,1,603000,,,,,,,
4130212,,5,5,,,,3,603000,,,,,,,
4130213,,5,14,,,,3,603000,,,,,,,
413018,,5,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Trisha_01"",
""ShowTimer"":0}",,,3,30000,,"4130181,4130185",,Icon_Debuff_Trisha_01,,,
413019,,5,10,,,,1,10000,,413019,,Icon_Debuff_Trisha_02,,,
4130272,,5,6,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":10,
""Speed"":1}",,,1,3000,,,,,,,
413034,,5,6,"{""Color"":{""R"":0,""G"":1,""B"":0},
""Intensity"":10,
""Speed"":1}",,,1,603000,,,,,,,
413035,,5,0,,,,1,603000,,,,Icon_Buff_Invincible,,,
413036,,5,6,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":5,
""Speed"":1}",,,1,10000,,,,,,,
413037,,5,6,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":10,
""Speed"":1}",,,1,10000,,,,,,,
413038,,5,6,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":20,
""Speed"":1}",,,1,10000,,,,,,,
413041,,5,4,,,,1,15000,,413010,,Icon_Debuff_Stun,,,
414002,,5,6,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":5,
""Speed"":1}",,,1,5000,,,,,,,
414005,,5,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Leonard_01"",
""ShowTimer"":0}",,,5,30000,,413005,,Icon_Debuff_Leonard_01,,,
414010,,5,4,,,,1,15000,,413010,,Icon_Debuff_Stun,,,
414011,,5,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Leonard_02"",
""ShowTimer"":0}",,,1,15000,750,413011,,Icon_Debuff_Leonard_02,,,
414013,,5,0,,,,5,5000,1000,300011,,Icon_Debuff_Poison,,,
414016,,5,5,,,,1,603000,,,,,,,
414018,,5,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Trisha_01"",
""ShowTimer"":0}",,,3,30000,,"4130181,4130185",,Icon_Debuff_Trisha_01,,,
414019,,5,10,,,,1,10000,,413019,,Icon_Debuff_Trisha_02,,,
414036,,5,6,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":5,
""Speed"":1}",,,1,10000,,,,,,,
414037,,5,6,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":10,
""Speed"":1}",,,1,10000,,,,,,,
414038,,5,6,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":20,
""Speed"":1}",,,1,10000,,,,,,,
414041,,5,4,,,,1,15000,,413010,,Icon_Debuff_Stun,,,
414043,,5,0,,,,1,603000,,,,,,,
414045,,5,6,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":5,
""Speed"":1}",,,1,603000,,,,,,,
4010062,,5,4,,,1002,1,2000,,1,,Icon_Debuff_Stun,,,
4010202,,5,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Boranta_02"",
""ShowTimer"":0}",,,1,3500,,,,Icon_Debuff_Boranta_02,,,
401021,,5,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Boranta_01"",
""ShowTimer"":1}",,,1,5000,,401021,,Icon_Debuff_Boranta_01,,,
401026,,5,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Ramog_01"",
""ShowTimer"":0}",,,5,120000,,401026,,Icon_Debuff_Ramog_01,,,
401009,,5,6,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":5,
""Speed"":1}",,,1,15000,,,,,,,
401010,,5,6,"{""Color"":{""R"":0,""G"":176,""B"":240},
""Intensity"":5,
""Speed"":1}",,,1,60000,,,,,,,
401011,,5,4,,,,1,10000,,,,,,,
401013,,5,12,"{""Icon"":""/Game/UI/SuicideBomb_Debuff_effect"",
""ShowTimer"":1}",,,1,5000,,,,,,,
401014,,5,6,"{""Color"":{""R"":255,""G"":30,""B"":0},
""Intensity"":20,
""Speed"":5}",,,1,15000,,,,,,,
401015,,5,6,"{""Color"":{""R"":255,""G"":30,""B"":0},
""Intensity"":40,
""Speed"":9}",,,1,15000,,,,,,,
4020012,,5,2,,,1003,1,2000,,,,Icon_Debuff_KnockDown,,,
4010351,,5,0,,,1002,1,20000,,4010351,,,,,
4020101,,5,0,,,,1,20000,,,,,,,
4010361,,5,0,,,,1,500,,,,,,,
4010222,,5,14,,,,1,10,10,,,,,,
401000,,5,0,,,,1,30000,,,,Icon_Buff_AttackPower,,,
4011032,,5,4,,,,1,3500,,1,,,,,
4011042,,5,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Boranta_01"",
""ShowTimer"":1}",,,1,6000,6000,401021,,Icon_Debuff_Boranta_01,,,
4011022,,5,14,,,,1,100,100,,,,,,
4011023,,5,14,,,,1,10,10,401022,,,,,
4011092,,5,2,,,,1,2000,,,,,,,
4012022,,5,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Ramog_01"",
""ShowTimer"":0}",,,5,40000,,401026,,Icon_Debuff_Ramog_01,,,
4012051,,5,4,,,4012051,1,24000,,4010351,,,,,
4012061,,5,14,,,4012051,1,1000,,,,,,,
401217,,5,4,,,,1,4000,,4010351,,,,,
401218,,5,14,,,,1,10000,,1,,,,,
4012092,,5,6,"{""Color"":{""R"":1,""G"":0,""B"":0},
""Intensity"":10,
""Speed"":1}",,,1,3000,,,,,,,
401211,,5,6,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":20,
""Speed"":1}",,,1,3000,,,,,,,
40020101,,5,0,,,,1,5000,,40020401,,Icon_Debuff_Restriction,,,
40020102,,5,4,,,,3,2000,,1007,,Icon_Debuff_Bleed,,,
40020103,,5,0,,,,1,10000,,40020403,,Icon_Skill_Passive_20211,,,
40020105,,5,0,,,,1,2000,,5,,Icon_Debuff_Restriction,,,
40020106,,5,0,,,,1,5000,1000,2,,Icon_Debuff_Burn,,,
40020108,,5,0,,,,1,5000,1000,1006,,Icon_Debuff_Curse,,,
40020114,,5,0,,,,1,3000,1000,500001,,Icon_Buff_HPRegen,,,Interface/UI_Dungeon_Buff_Atk_Phy_1
40020115,,5,0,,,,1,5000,,300014,,Icon_Debuff_Restriction,,,Interface/UI_Dungeon_Buff_Defence_1
40020116,,5,0,,,,1,5000,,500004,,Icon_Buff_MoveSpeed,,,Interface/UI_Dungeon_Buff_Atk_Speed_1
40020117,,5,0,,,,1,3600000,,,,,,,
40020118,,5,0,,,,1,10000,,500004,,Icon_Buff_MoveSpeed,,,
40020120,,5,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Burn"",
""ShowTimer"":0}",,,1,30000,,40020420,,Icon_Debuff_Burn,,,Interface/UI_Dungeon_Buff_Atk_Phy_1
40020121,,5,12,"{""Icon"":""/Game/UI/Icon/Icon_Skill_Active_11253"",
""ShowTimer"":0}",,,1,30000,,40020421,,Icon_Skill_Active_11253,,,Interface/UI_Dungeon_Buff_Atk_Phy_1
40020122,,5,12,"{""Icon"":""/Game/UI/Icon/Icon_Skill_Passive_20211"",""ShowTimer"":0}",,,1,30000,,40020422,,Icon_Skill_Passive_20211,,,Interface/UI_Dungeon_Buff_Defence_1
40020123,,5,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Paralyze"",
""ShowTimer"":0}",,,1,30000,,40020423,,Icon_Debuff_Paralyze,,,Interface/UI_Dungeon_Buff_Atk_Speed_1
40020124,,5,0,,,,1,60000,,,,Icon_Debuff_Burn,,,
40020125,,5,0,,,,1,60000,,,,Icon_Skill_Passive_20211,,,
40020128,,5,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Burn"",
""ShowTimer"":0}",,40020128,1,25000,,40020420,,Icon_Debuff_Burn,,,Interface/UI_Dungeon_Buff_Atk_Phy_1
40020129,,5,12,"{""Icon"":""/Game/UI/Icon/Icon_Skill_Active_11253"",
""ShowTimer"":0}",,40020128,1,25000,,40020421,,Icon_Skill_Active_11253,,,Interface/UI_Dungeon_Buff_Atk_Phy_1
