ShopId,ShopServerType,ProductType,ProductValue,ItemType,Grade,ItemInfoId,ProductItemType
9000040,All,5,77,104,9,,1
9000041,All,1001,11,11,9,81000170,1
9000041,All,5,77,104,9,,1
9000042,All,1001,11,11,9,81000170,1
9000042,All,5,77,104,9,,1
9000043,All,1001,11,11,9,81000170,1
9000043,All,5,77,104,9,,1
9000044,All,1001,11,11,9,81000170,1
9000044,All,5,77,104,9,,1
9000045,All,1001,11,11,9,81000170,1
9000045,All,5,77,104,9,,1
9000046,All,1001,11,11,9,81000170,1
9000046,All,5,77,104,9,,1
9000046,All,100,1,38,9,81000168,1
9000047,All,1001,11,11,9,81000170,1
9000047,All,5,77,104,9,,1
9000048,All,1001,11,11,9,81000170,1
9000048,All,5,77,104,9,,1
9000049,All,1001,11,11,9,81000170,1
9000049,All,5,77,104,9,,1
9000050,All,1001,11,11,9,81000170,1
9000050,All,5,77,104,9,,1
9000051,All,1001,11,11,9,81000170,1
9000051,All,5,77,104,9,,1
9000052,All,1001,11,11,9,81000170,1
9000052,All,5,77,104,9,,1
9000053,All,1001,11,11,9,81000170,1
9000053,All,5,77,104,9,,1
9000053,All,100,1,38,9,81000168,1
9000054,All,1001,11,11,9,81000170,1
9000054,All,5,77,104,9,,1
9000055,All,1001,11,11,9,81000170,1
9000055,All,5,77,104,9,,1
9000056,All,1001,11,11,9,81000170,1
9000056,All,5,77,104,9,,1
9000057,All,1001,11,11,9,81000170,1
9000057,All,5,77,104,9,,1
9000058,All,1001,11,11,9,81000170,1
9000058,All,5,77,104,9,,1
9000059,All,1001,11,11,9,81000170,1
9000059,All,5,77,104,9,,1
9000060,All,1001,11,11,9,81000170,1
9000060,All,5,77,104,9,,1
9000060,All,100,1,38,9,81000168,1
9000061,All,1001,11,11,9,81000170,1
9000061,All,5,77,104,9,,1
9000062,All,1001,11,11,9,81000170,1
9000062,All,5,77,104,9,,1
9000063,All,1001,11,11,9,81000170,1
9000063,All,5,77,104,9,,1
9000064,All,1001,11,11,9,81000170,1
9000064,All,5,77,104,9,,1
9000065,All,1001,11,11,9,81000170,1
9000065,All,5,77,104,9,,1
9000066,All,1001,11,11,9,81000170,1
9000066,All,5,77,104,9,,1
9000067,All,1001,11,11,9,81000170,1
9000067,All,5,77,104,9,,1
9000067,All,100,1,38,9,81000168,1
9000068,All,1001,11,11,9,81000170,1
9000068,All,5,77,104,9,,1
9000069,All,1001,11,11,9,81000170,1
9000069,All,5,77,104,9,,1
9000070,All,1001,11,11,9,81000170,1
9000070,All,5,77,104,9,,1
9000071,All,1001,11,11,9,81000170,1
9000071,All,5,77,104,9,,1
9000072,All,1001,11,11,9,81000170,1
9000072,All,5,77,104,9,,1
9000073,All,1001,11,11,9,81000170,1
9000073,All,5,77,104,9,,1
9000074,All,1001,11,11,9,81000170,1
9000074,All,5,77,104,9,,1
9000074,All,100,1,38,9,81000168,1
9000075,All,1001,11,11,9,81000170,1
9000075,All,5,77,104,9,,1
9000076,All,1001,11,11,9,81000170,1
9000076,All,5,77,104,9,,1
9000077,All,1001,11,11,9,81000170,1
9000077,All,5,77,104,9,,1
9000078,All,1001,11,11,9,81000170,1
9000078,All,5,77,104,9,,1
9000079,All,1001,11,11,9,81000170,1
9000079,All,5,77,104,9,,1
9000080,All,1001,11,11,9,81000170,1
9000080,All,5,77,104,9,,1
9000081,All,1001,11,11,9,81000170,1
9000081,All,5,77,104,9,,1
9000081,All,100,1,38,9,81000168,1
9000082,All,1001,11,11,9,81000186,1
9000082,All,5,19,104,9,,1
9000083,All,1001,11,11,9,81000186,1
9000083,All,5,38,104,9,,1
9000084,All,1001,11,11,9,81000186,1
9000084,All,5,57,104,9,,1
30014001,All,100,1,17,9,400000,1
30014002,All,100,1,17,9,81021101,1
30014003,All,100,1,17,9,81022101,1
30014004,All,100,1,17,9,81023101,1
30014005,All,100,1,17,9,81024101,1
30014006,All,100,1,17,9,81017101,1
30014007,All,100,1,17,9,81018101,1
30014008,All,100,1,17,9,81019101,1
30014009,All,100,1,17,9,81020101,1
30014010,All,100,1,17,9,81015101,1
30014011,All,100,1,33,9,490037,1
30014012,All,100,40,7,9,400002,1
30014013,All,100,20,53,9,490049,1
30014014,All,100,1,37,9,452001,1
30014015,All,100,1,37,9,452002,1
30014016,All,100,1,37,9,452003,1
30014017,All,100,1,37,9,452004,1
30014018,All,100,1,62,9,471002,1
