Id,Name,Desc,RequiredId,GroupType,Param1,TaskType,TaskCondition,CompleteNotifyType,AchievementGroupId,TaskCount,RewardPoint,Reward
14219,Open Fortress Siege Top Contributor (Tier 19),Successfully imprint Holy Artifacts  19  time(s) in Open Fortress Siege.,14218,Battle,19,Count_FreeFortressSiegeArtifactActive,,Immediately,142,19,"1,500","27,500 Adena"
14220,Open Fortress Siege Top Contributor (Tier 20),Successfully imprint Holy Artifacts  20  time(s) in Open Fortress Siege.,14219,Battle,20,Count_FreeFortressSiegeArtifactActive,,Immediately,142,20,"1,500",Blessed Scroll Box (1)
14301,Open Fortress Siege Hidden Contributor (Tier 1),Successfully imprint Altars  1  time(s) in Open Fortress Siege.,,Battle,1,Count_FreeFortressSiegeAltarActive,,Immediately,143,1,200,"5,000 Adena"
14302,Open Fortress Siege Hidden Contributor (Tier 2),Successfully imprint Altars  3  time(s) in Open Fortress Siege.,14301,Battle,2,Count_FreeFortressSiegeAltarActive,,Immediately,143,3,250,Enhance Scroll Box (2)
14303,Open Fortress Siege Hidden Contributor (Tier 3),Successfully imprint Altars  6  time(s) in Open Fortress Siege.,14302,Battle,3,Count_FreeFortressSiegeAltarActive,,Immediately,143,6,300,"7,500 Adena"
14304,Open Fortress Siege Hidden Contributor (Tier 4),Successfully imprint Altars  10  time(s) in Open Fortress Siege.,14303,Battle,4,Count_FreeFortressSiegeAltarActive,,Immediately,143,10,350,Enhance Scroll Box (2)
14305,Open Fortress Siege Hidden Contributor (Tier 5),Successfully imprint Altars  15  time(s) in Open Fortress Siege.,14304,Battle,5,Count_FreeFortressSiegeAltarActive,,Immediately,143,15,400,"10,000 Adena"
14306,Open Fortress Siege Hidden Contributor (Tier 6),Successfully imprint Altars  20  time(s) in Open Fortress Siege.,14305,Battle,6,Count_FreeFortressSiegeAltarActive,,Immediately,143,20,450,Enhance Scroll Box (2)
14307,Open Fortress Siege Hidden Contributor (Tier 7),Successfully imprint Altars  25  time(s) in Open Fortress Siege.,14306,Battle,7,Count_FreeFortressSiegeAltarActive,,Immediately,143,25,500,"12,500 Adena"
14308,Open Fortress Siege Hidden Contributor (Tier 8),Successfully imprint Altars  30  time(s) in Open Fortress Siege.,14307,Battle,8,Count_FreeFortressSiegeAltarActive,,Immediately,143,30,550,Enhance Scroll Box (2)
14309,Open Fortress Siege Hidden Contributor (Tier 9),Successfully imprint Altars  35  time(s) in Open Fortress Siege.,14308,Battle,9,Count_FreeFortressSiegeAltarActive,,Immediately,143,35,600,"15,000 Adena"
14310,Open Fortress Siege Hidden Contributor (Tier 10),Successfully imprint Altars  40  time(s) in Open Fortress Siege.,14309,Battle,10,Count_FreeFortressSiegeAltarActive,,Immediately,143,40,650,Enhance Scroll Box (3)
14311,Open Fortress Siege Hidden Contributor (Tier 11),Successfully imprint Altars  55  time(s) in Open Fortress Siege.,14310,Battle,11,Count_FreeFortressSiegeAltarActive,,Immediately,143,55,700,"17,500 Adena"
14312,Open Fortress Siege Hidden Contributor (Tier 12),Successfully imprint Altars  70  time(s) in Open Fortress Siege.,14311,Battle,12,Count_FreeFortressSiegeAltarActive,,Immediately,143,70,750,Enhance Scroll Box (3)
14313,Open Fortress Siege Hidden Contributor (Tier 13),Successfully imprint Altars  85  time(s) in Open Fortress Siege.,14312,Battle,13,Count_FreeFortressSiegeAltarActive,,Immediately,143,85,800,"20,000 Adena"
14314,Open Fortress Siege Hidden Contributor (Tier 14),Successfully imprint Altars  100  time(s) in Open Fortress Siege.,14313,Battle,14,Count_FreeFortressSiegeAltarActive,,Immediately,143,100,850,Enhance Scroll Box (3)
14315,Open Fortress Siege Hidden Contributor (Tier 15),Successfully imprint Altars  125  time(s) in Open Fortress Siege.,14314,Battle,15,Count_FreeFortressSiegeAltarActive,,Immediately,143,125,900,"22,500 Adena"
14316,Open Fortress Siege Hidden Contributor (Tier 16),Successfully imprint Altars  150  time(s) in Open Fortress Siege.,14315,Battle,16,Count_FreeFortressSiegeAltarActive,,Immediately,143,150,950,Enhance Scroll Box (5)
14317,Open Fortress Siege Hidden Contributor (Tier 17),Successfully imprint Altars  175  time(s) in Open Fortress Siege.,14316,Battle,17,Count_FreeFortressSiegeAltarActive,,Immediately,143,175,"1,000","25,000 Adena"
14318,Open Fortress Siege Hidden Contributor (Tier 18),Successfully imprint Altars  200  time(s) in Open Fortress Siege.,14317,Battle,18,Count_FreeFortressSiegeAltarActive,,Immediately,143,200,"1,050",Enhance Scroll Box (5)
14319,Open Fortress Siege Hidden Contributor (Tier 19),Successfully imprint Altars  225  time(s) in Open Fortress Siege.,14318,Battle,19,Count_FreeFortressSiegeAltarActive,,Immediately,143,225,"1,100","27,500 Adena"
14320,Open Fortress Siege Hidden Contributor (Tier 20),Successfully imprint Altars  250  time(s) in Open Fortress Siege.,14319,Battle,20,Count_FreeFortressSiegeAltarActive,,Immediately,143,250,"1,150",Enhance Scroll Box (5)
20101,East Talking Island ,Complete the East Talking Island Episode.,,Growth,,If_QuestClearByActChapter,11,Immediately,201,1,30,"1,000 Adena"
20102,West Talking Island ,Complete the West Talking Island Episode.,20101,Growth,,If_QuestClearByActChapter,18,Immediately,201,1,30,"1,000 Adena"
20103,Gludin Highway ,Complete the Gludin Highway Episode.,20102,Growth,,If_QuestClearByActChapter,28,Immediately,201,1,30,Core Box (1)
20104,Gludio Plains ,Complete the Gludio Plains Episode.,20103,Growth,,If_QuestClearByActChapter,38,Immediately,201,1,40,Core Box (1)
20105,Windawood Manor ,Complete the Windawood Manor Episode.,20104,Growth,,If_QuestClearByActChapter,48,Immediately,201,1,50,Core Box (1)
20106,Wasteland ,Complete the Wasteland Episode.,20105,Growth,,If_QuestClearByActChapter,58,Immediately,201,1,70,Core Box (1)
20107,Plains of Dion ,Complete the Plains of Dion Episode.,20106,Growth,,If_QuestClearByActChapter,67,Immediately,201,1,100,Core Box (1)
20108,Cruma Swamp ,Complete the Cruma Swamp Episode.,20107,Growth,,If_QuestClearByActChapter,76,Immediately,201,1,130,Core Box (1)
20109,Summit of Dissonance ,Complete the Summit of Dissonance Episode.,20108,Growth,,If_QuestClearByActChapter,84,Immediately,201,1,180,Core Box (1)
20110,Shrieking Hallows ,Complete the Shrieking Hallows Episode.,20109,Growth,,If_QuestClearByActChapter,93,Immediately,201,1,200,Core Box (1)
20111,Giran Dominion ,Complete the Giran Dominion Episode.,20110,Growth,,If_QuestClearByActChapter,103,Immediately,201,1,230,Core Box (1)
20112,Deathly Fog Shores ,Complete the Deathly Fog Shores Episode.,20111,Growth,,If_QuestClearByActChapter,114,Immediately,201,1,320,Core Box (1)
20113,Devil's Isle ,Complete the Devil's Isle Episode.,20112,Growth,,If_QuestClearByActChapter,123,Immediately,201,1,390,Core Box (1)
20114,Haunted Necropolis ,Complete the Haunted Necropolis Episode.,20113,Growth,,If_QuestClearByActChapter,133,Immediately,201,1,500,Core Box (1)
20115,Northwind Plateau ,Complete the Northwind Plateau Episode.,20114,Growth,,If_QuestClearByActChapter,143,Immediately,201,1,600,Core Box (1)
20116,Eternal Lands ,Complete the Eternal Lands Episode.,20115,Growth,,If_QuestClearByActChapter,153,Immediately,201,1,710,Core Box (1)
20117,Ivory Tower Conquered Territory ,Complete the Ivory Tower Conquered Territory Episode.,20116,Growth,,If_QuestClearByActChapter,164,Immediately,201,1,840,Core Box (1)
20118,Dragon Valley ,Complete the Dragon Valley Episode.,20117,Growth,,If_QuestClearByActChapter,169,Immediately,201,1,930,High-grade Core Box (2)
20119,Dragon Valley ,Complete the Dragon Valley Episode.,20118,Growth,,If_QuestClearByActChapter,182,Immediately,201,1,"1,020",High-grade Core Box (3)
20120,Dragon Valley ,Complete the Dragon Valley Episode.,20119,Growth,,If_QuestClearByActChapter,192,Immediately,201,1,"1,110",High-grade Core Box (5)
20601,The Joy of Strengthening (Tier 1),Reach Lv.  10 .,,Growth,1,If_Level_Character,,Immediately,206,10,30,Small Diamond Box (1)
20602,The Joy of Strengthening (Tier 2),Reach Lv.  20 .,20601,Growth,2,If_Level_Character,,Immediately,206,20,30,"1,000 Adena"
20603,The Joy of Strengthening (Tier 3),Reach Lv.  25 .,20602,Growth,3,If_Level_Character,,Immediately,206,25,30,"1,000 Adena"
20604,The Joy of Strengthening (Tier 4),Reach Lv.  30 .,20603,Growth,4,If_Level_Character,,Immediately,206,30,40,Small Diamond Box (1)
20605,The Joy of Strengthening (Tier 5),Reach Lv.  35 .,20604,Growth,5,If_Level_Character,,Immediately,206,35,50,"1,000 Adena"
20606,The Joy of Strengthening (Tier 6),Reach Lv.  40 .,20605,Growth,6,If_Level_Character,,Immediately,206,40,60,Small Diamond Box (1)
20607,The Joy of Strengthening (Tier 7),Reach Lv.  50 .,20606,Growth,7,If_Level_Character,,Immediately,206,50,90,"1,500 Adena"
20608,The Joy of Strengthening (Tier 8),Reach Lv.  70 .,20607,Growth,8,If_Level_Character,,Immediately,206,70,130,"2,000 Adena"
20609,The Joy of Strengthening (Tier 9),Reach Lv.  90 .,20608,Growth,9,If_Level_Character,,Immediately,206,90,190,Small SP Box (1)
20610,The Joy of Strengthening (Tier 10),Reach Lv.  120 .,20609,Growth,10,If_Level_Character,,Immediately,206,120,270,"3,000 Adena"
20611,The Joy of Strengthening (Tier 11),Reach Lv.  140 .,20610,Growth,11,If_Level_Character,,Immediately,206,140,370,"3,500 Adena"
20612,The Joy of Strengthening (Tier 12),Reach Lv.  170 .,20611,Growth,12,If_Level_Character,,Immediately,206,170,500,"4,500 Adena"
20613,The Joy of Strengthening (Tier 13),Reach Lv.  200 .,20612,Growth,13,If_Level_Character,,Immediately,206,200,670,Small SP Box (1)
20614,The Joy of Strengthening (Tier 14),Reach Lv.  230 .,20613,Growth,14,If_Level_Character,,Immediately,206,230,880,"7,500 Adena"
20615,The Joy of Strengthening (Tier 15),Reach Lv.  260 .,20614,Growth,15,If_Level_Character,,Immediately,206,260,"1,090","9,000 Adena"
20616,The Joy of Strengthening (Tier 16),Reach Lv.  290 .,20615,Growth,16,If_Level_Character,,Immediately,206,290,"1,330","11,000 Adena"
20617,The Joy of Strengthening (Tier 17),Reach Lv.  320 .,20616,Growth,17,If_Level_Character,,Immediately,206,320,"1,620",Small SP Box (3)
20701,This is the Scope of My Ability (Tier 1),Reach skill Lv.  2 .,,Growth,1,If_Level_Skill,,Immediately,207,2,30,"1,000 Adena"
20702,This is the Scope of My Ability (Tier 2),Reach skill Lv.  12 .,20701,Growth,2,If_Level_Skill,,Immediately,207,12,30,"1,000 Adena"
20703,This is the Scope of My Ability (Tier 3),Reach skill Lv.  20 .,20702,Growth,3,If_Level_Skill,,Immediately,207,20,30,"1,000 Adena"
20704,This is the Scope of My Ability (Tier 4),Reach skill Lv.  24 .,20703,Growth,4,If_Level_Skill,,Immediately,207,24,30,"1,000 Adena"
20705,This is the Scope of My Ability (Tier 5),Reach skill Lv.  27 .,20704,Growth,5,If_Level_Skill,,Immediately,207,27,30,"1,000 Adena"
20706,This is the Scope of My Ability (Tier 6),Reach skill Lv.  32 .,20705,Growth,6,If_Level_Skill,,Immediately,126,32,40,"1,000 Adena"
20707,This is the Scope of My Ability (Tier 7),Reach skill Lv.  37 .,20706,Growth,7,If_Level_Skill,,Immediately,127,37,50,Small Diamond Box (1)
20708,This is the Scope of My Ability (Tier 8),Reach skill Lv.  42 .,20707,Growth,8,If_Level_Skill,,Immediately,128,42,70,"1,500 Adena"
20709,This is the Scope of My Ability (Tier 9),Reach skill Lv.  47 .,20708,Growth,9,If_Level_Skill,,Immediately,207,47,110,"1,500 Adena"
20710,This is the Scope of My Ability (Tier 10),Reach skill Lv.  52 .,20709,Growth,10,If_Level_Skill,,Immediately,207,52,150,"2,000 Adena"
20711,This is the Scope of My Ability (Tier 11),Reach skill Lv.  57 .,20710,Growth,11,If_Level_Skill,,Immediately,207,57,220,"2,500 Adena"
20712,This is the Scope of My Ability (Tier 12),Reach skill Lv.  62 .,20711,Growth,12,If_Level_Skill,,Immediately,207,62,300,"3,000 Adena"
20801,My Special Charm (Tier 1),Own  1  rare skill(s).,,Growth,1,Count_AcquiredUniqueSkill,,Immediately,208,1,30,"1,000 Adena"
20802,My Special Charm (Tier 2),Own  2  rare skill(s).,20801,Growth,2,Count_AcquiredUniqueSkill,,Immediately,208,2,730,Small Diamond Box (1)
20803,My Special Charm (Tier 3),Own  3  rare skill(s).,20802,Growth,3,Count_AcquiredUniqueSkill,,Immediately,208,3,"1,090",Small Diamond Box (1)
20804,My Special Charm (Tier 4),Own  4  rare skill(s).,20803,Growth,4,Count_AcquiredUniqueSkill,,Immediately,208,4,"1,460","12,000 Adena"
20805,My Special Charm (Tier 5),Own  5  rare skill(s).,20804,Growth,5,Count_AcquiredUniqueSkill,,Immediately,208,5,"1,830",Small Diamond Box (1)
20806,My Special Charm (Tier 6),Own  6  rare skill(s).,20805,Growth,6,Count_AcquiredUniqueSkill,,Immediately,208,6,"2,190","17,500 Adena"
20901,Super Unique Rune Page (Tier 1),Reach Lv. 1 for the main rune on rune page  1 .,,Growth,1,Count_RunePageCompletion,1,Immediately,209,1,30,"1,000 Adena"
20902,Super Unique Rune Page (Tier 2),Reach Lv. 1 for the main rune on rune page  1 .,20901,Growth,2,Count_RunePageCompletion,2,Immediately,209,1,30,"1,000 Adena"
20903,Super Unique Rune Page (Tier 3),Reach Lv. 1 for the main rune on rune page  1 .,20902,Growth,3,Count_RunePageCompletion,3,Immediately,209,1,30,Small Diamond Box (1)
20904,Super Unique Rune Page (Tier 4),Reach Lv. 1 for the main rune on rune page  1 .,20903,Growth,4,Count_RunePageCompletion,4,Immediately,209,1,40,"1,000 Adena"
20905,Super Unique Rune Page (Tier 5),Reach Lv. 1 for the main rune on rune page  1 .,20904,Growth,5,Count_RunePageCompletion,5,Immediately,209,1,60,"1,500 Adena"
20906,Super Unique Rune Page (Tier 6),Reach Lv. 1 for the main rune on rune page  1 .,20905,Growth,6,Count_RunePageCompletion,6,Immediately,209,1,90,"1,500 Adena"
20907,Super Unique Rune Page (Tier 7),Reach Lv. 1 for the main rune on rune page  1 .,20906,Growth,7,Count_RunePageCompletion,7,Immediately,209,1,120,Small Diamond Box (1)
20908,Super Unique Rune Page (Tier 8),Reach Lv. 1 for the main rune on rune page  1 .,20907,Growth,8,Count_RunePageCompletion,8,Immediately,209,1,160,"2,000 Adena"
20909,Super Unique Rune Page (Tier 9),Reach Lv. 1 for the main rune on rune page  1 .,20908,Growth,9,Count_RunePageCompletion,9,Immediately,209,1,210,"2,500 Adena"
20910,Super Unique Rune Page (Tier 10),Reach Lv. 1 for the main rune on rune page  1 .,20909,Growth,10,Count_RunePageCompletion,10,Immediately,209,1,280,"3,000 Adena"
20911,Super Unique Rune Page (Tier 11),Reach Lv. 1 for the main rune on rune page  1 .,20910,Growth,11,Count_RunePageCompletion,11,Immediately,209,1,370,"3,500 Adena"
20912,Super Unique Rune Page (Tier 12),Reach Lv. 1 for the main rune on rune page  1 .,20911,Growth,12,Count_RunePageCompletion,12,Immediately,209,1,480,"4,500 Adena"
20913,Super Unique Rune Page (Tier 13),Reach Lv. 1 for the main rune on rune page  1 .,20912,Growth,13,Count_RunePageCompletion,13,Immediately,209,1,660,"6,000 Adena"
20914,Super Unique Rune Page (Tier 14),Reach Lv. 1 for the main rune on rune page  1 .,20913,Growth,14,Count_RunePageCompletion,14,Immediately,209,1,870,"7,500 Adena"
21001,East Talking Island Codex ,Claim 1 East Talking Island Monster Codex Completion Reward.,,Growth,,If_MonsterBookGroupComplete,1,Immediately,210,1,30,Soul Crystal Box (1)
21002,West Talking Island Codex ,Claim 1 West Talking Island Monster Codex Completion Reward.,21001,Growth,,If_MonsterBookGroupComplete,2,Immediately,210,1,30,Soul Crystal Box (1)
21003,Gludin Highway Region Codex ,Claim 1 Gludin Highway Monster Codex Completion Reward.,21002,Growth,,If_MonsterBookGroupComplete,5,Immediately,210,1,30,Soul Crystal Box (1)
21004,Gludio Plains Region Codex ,Claim 1 Gludio Plains Monster Codex Completion Reward.,21003,Growth,,If_MonsterBookGroupComplete,6,Immediately,210,1,40,Grade A Soul Crystal Box (1)
21005,Windawood Manor Region Codex ,Claim 1 Windawood Manor Monster Codex Completion Reward.,21004,Growth,,If_MonsterBookGroupComplete,7,Immediately,210,1,40,Grade A Soul Crystal Box (1)
21006,Wasteland Region Codex ,Claim 1 Wasteland Monster Codex Completion Reward.,21005,Growth,,If_MonsterBookGroupComplete,8,Immediately,210,1,40,Grade A Soul Crystal Box (1)
21007,Plains of Dion Region Codex ,Claim 1 Plains of Dion Monster Codex Completion Reward.,21006,Growth,,If_MonsterBookGroupComplete,11,Immediately,210,1,40,Grade A Soul Crystal Box (1)
21008,Cruma Swamp Region Codex ,Claim 1 Cruma Swamp Monster Codex Completion Reward.,21007,Growth,,If_MonsterBookGroupComplete,12,Immediately,210,1,50,Soul Crystal Box (1)
21009,Summit of Dissonance Region Codex ,Claim 1 Summit of Dissonance Monster Codex Completion Reward.,21008,Growth,,If_MonsterBookGroupComplete,13,Immediately,210,1,50,Soul Crystal Box (1)
21010,Shrieking Hallows Region Codex ,Claim 1 Shrieking Hallows Monster Codex Completion Reward.,21009,Growth,,If_MonsterBookGroupComplete,14,Immediately,210,1,50,Soul Crystal Box (1)
21011,Giran Dominion Region Codex ,Claim 1 Giran Dominion Monster Codex Completion Reward.,21010,Growth,,If_MonsterBookGroupComplete,17,Immediately,210,1,50,Soul Crystal Box (1)
21012,Deathly Fog Shores Region Codex ,Claim 1 Deathly Fog Shores Monster Codex Completion Reward.,21011,Growth,,If_MonsterBookGroupComplete,18,Immediately,210,1,60,Soul Crystal Box (1)
21013,Devil's Isle Region Codex ,Claim 1 Devil's Isle Monster Codex Completion Reward.,21012,Growth,,If_MonsterBookGroupComplete,20,Immediately,210,1,60,Soul Crystal Box (1)
21014,Haunted Necropolis Region Codex ,Claim 1 Haunted Necropolis Monster Codex Completion Reward.,21013,Growth,,If_MonsterBookGroupComplete,21,Immediately,210,1,60,Soul Crystal Box (1)
21015,Northwind Plateau Region Codex ,Claim 1 Northwind Plateau Monster Codex Completion Reward.,21014,Growth,,If_MonsterBookGroupComplete,25,Immediately,210,1,60,Soul Crystal Box (1)
21016,Eternal Lands Region Codex ,Claim 1 Eternal Lands Monster Codex Completion Reward.,21015,Growth,,If_MonsterBookGroupComplete,26,Immediately,210,1,70,Soul Crystal Box (1)
21017,Ivory Tower Conquered Territory Region Codex ,Claim 1 Ivory Tower Conquered Territory Monster Codex Completion Reward.,21016,Growth,,If_MonsterBookGroupComplete,27,Immediately,210,1,70,Soul Crystal Box (1)
21018,Dragon Valley Region Codex ,Claim 1 Dragon Valley Monster Codex Completion Reward.,21017,Growth,,If_MonsterBookGroupComplete,31,Immediately,210,1,80,Clan Hall Potion Material Box (1)
21023,Ivory Tower Dungeon Codex ,Claim 1 Ivory Tower Monster Codex Completion Reward.,21018,Growth,,If_MonsterBookGroupComplete,32,Immediately,210,1,80,Clan Hall Potion Material Box (2)
21024,Ivory Tower Dungeon Codex ,Claim 1 Ivory Tower Monster Codex Completion Reward.,21023,Growth,,If_MonsterBookGroupComplete,33,Immediately,210,1,80,Clan Hall Potion Material Box (3)
21101,Importance of Rest (Tier 1),Use  80  Recess Point(s).,,Growth,1,Count_RestPointUse,,Immediately,211,80,30,Herb Box (3)
21102,Importance of Rest (Tier 2),Use  510  Recess Point(s).,21101,Growth,2,Count_RestPointUse,,Immediately,211,510,30,"1,000 Adena"
21103,Importance of Rest (Tier 3),"Use  1,160  Recess Point(s).",21102,Growth,3,Count_RestPointUse,,Immediately,211,"1,160",50,Herb Box (3)
21104,Importance of Rest (Tier 4),"Use  2,600  Recess Point(s).",21103,Growth,4,Count_RestPointUse,,Immediately,211,"2,600",90,"1,500 Adena"
21105,Importance of Rest (Tier 5),"Use  5,760  Recess Point(s).",21104,Growth,5,Count_RestPointUse,,Immediately,211,"5,760",150,"2,000 Adena"
21106,Importance of Rest (Tier 6),"Use  12,680  Recess Point(s).",21105,Growth,6,Count_RestPointUse,,Immediately,211,"12,680",250,Herb Bundle (1)
21107,Importance of Rest (Tier 7),"Use  27,940  Recess Point(s).",21106,Growth,7,Count_RestPointUse,,Immediately,211,"27,940",380,"3,500 Adena"
21108,Importance of Rest (Tier 8),"Use  46,010  Recess Point(s).",21107,Growth,8,Count_RestPointUse,,Immediately,211,"46,010",540,"5,000 Adena"
21109,Importance of Rest (Tier 9),"Use  64,080  Recess Point(s).",21108,Growth,9,Count_RestPointUse,,Immediately,211,"64,080",780,"6,500 Adena"
21110,Importance of Rest (Tier 10),"Use  82,160  Recess Point(s).",21109,Growth,10,Count_RestPointUse,,Immediately,211,"82,160","1,020",Herb Bundle (2)
21111,Importance of Rest (Tier 11),"Use  100,230  Recess Point(s).",21110,Growth,11,Count_RestPointUse,,Immediately,211,"100,230","1,260","10,000 Adena"
21112,Importance of Rest (Tier 12),"Use  118,300  Recess Point(s).",21111,Growth,12,Count_RestPointUse,,Immediately,211,"118,300","1,640","13,000 Adena"
21113,Importance of Rest (Tier 13),"Use  136,370  Recess Point(s).",21112,Growth,13,Count_RestPointUse,,Immediately,211,"136,370","2,030","16,000 Adena"
21114,Importance of Rest (Tier 14),"Use  154,440  Recess Point(s).",21113,Growth,14,Count_RestPointUse,,Immediately,211,"154,440","2,780",Herb Bundle (2)
21115,Importance of Rest (Tier 15),"Use  172,520  Recess Point(s).",21114,Growth,15,Count_RestPointUse,,Immediately,211,"172,520","3,270","25,500 Adena"
21116,Importance of Rest (Tier 16),"Use  190,590  Recess Point(s).",21115,Growth,16,Count_RestPointUse,,Immediately,211,"190,590","4,010","31,000 Adena"
21117,Importance of Rest (Tier 17),"Use  208,660  Recess Point(s).",21116,Growth,17,Count_RestPointUse,,Immediately,211,"208,660","4,470","34,500 Adena"
21118,Importance of Rest (Tier 18),"Use  226,730  Recess Point(s).",21117,Growth,18,Count_RestPointUse,,Immediately,211,"226,730","5,030",Herb Bundle (2)
21119,Importance of Rest (Tier 19),"Use  244,800  Recess Point(s).",21118,Growth,19,Count_RestPointUse,,Immediately,211,"244,800","5,830","44,500 Adena"
21120,Importance of Rest (Tier 20),"Use  262,800  Recess Point(s).",21119,Growth,20,Count_RestPointUse,,Immediately,211,"262,800","6,770","51,500 Adena"
21201,Luck is Not Skill (Tier 1),Draw equipment  10  time(s).,,Growth,1,Count_GachaItem,,Immediately,212,10,30,Armor Upgrade Stone (1)
21202,Luck is Not Skill (Tier 2),Draw equipment  50  time(s).,21201,Growth,2,Count_GachaItem,,Immediately,212,50,40,"1,000 Adena"
21203,Luck is Not Skill (Tier 3),Draw equipment  100  time(s).,21202,Growth,3,Count_GachaItem,,Immediately,212,100,50,Accessory Upgrade Stone (1)
21204,Luck is Not Skill (Tier 4),Draw equipment  220  time(s).,21203,Growth,4,Count_GachaItem,,Immediately,212,220,110,"1,500 Adena"
21205,Luck is Not Skill (Tier 5),Draw equipment  480  time(s).,21204,Growth,5,Count_GachaItem,,Immediately,212,480,180,Armor Upgrade Stone (1)
21206,Luck is Not Skill (Tier 6),"Draw equipment  1,060  time(s).",21205,Growth,6,Count_GachaItem,,Immediately,212,"1,060",210,"2,500 Adena"
21207,Luck is Not Skill (Tier 7),"Draw equipment  2,330  time(s).",21206,Growth,7,Count_GachaItem,,Immediately,212,"2,330",270,Accessory Upgrade Stone (1)
21208,Luck is Not Skill (Tier 8),"Draw equipment  3,840  time(s).",21207,Growth,8,Count_GachaItem,,Immediately,212,"3,840",360,"3,500 Adena"
21209,Luck is Not Skill (Tier 9),"Draw equipment  5,340  time(s).",21208,Growth,9,Count_GachaItem,,Immediately,212,"5,340",430,Weapon Upgrade Stone (1)
21210,Luck is Not Skill (Tier 10),"Draw equipment  6,850  time(s).",21209,Growth,10,Count_GachaItem,,Immediately,212,"6,850",540,"5,000 Adena"
21211,Luck is Not Skill (Tier 11),"Draw equipment  8,360  time(s).",21210,Growth,11,Count_GachaItem,,Immediately,212,"8,360",690,Armor Upgrade Stone (1)
21212,Luck is Not Skill (Tier 12),"Draw equipment  9,860  time(s).",21211,Growth,12,Count_GachaItem,,Immediately,212,"9,860","1,380","11,000 Adena"
21213,Luck is Not Skill (Tier 13),"Draw equipment  11,370  time(s).",21212,Growth,13,Count_GachaItem,,Immediately,212,"11,370","1,540",Accessory Upgrade Stone (1)
21214,Luck is Not Skill (Tier 14),"Draw equipment  12,870  time(s).",21213,Growth,14,Count_GachaItem,,Immediately,212,"12,870","1,680","13,500 Adena"
21215,Luck is Not Skill (Tier 15),"Draw equipment  14,380  time(s).",21214,Growth,15,Count_GachaItem,,Immediately,212,"14,380","2,020",Weapon Upgrade Stone (1)
21216,Luck is Not Skill (Tier 16),"Draw equipment  15,890  time(s).",21215,Growth,16,Count_GachaItem,,Immediately,212,"15,890","2,940","23,000 Adena"
21217,Luck is Not Skill (Tier 17),"Draw equipment  17,390  time(s).",21216,Growth,17,Count_GachaItem,,Immediately,212,"17,390","3,820",Armor Upgrade Stone (1)
21218,Luck is Not Skill (Tier 18),"Draw equipment  18,900  time(s).",21217,Growth,18,Count_GachaItem,,Immediately,212,"18,900","4,740","36,500 Adena"
21219,Luck is Not Skill (Tier 19),"Draw equipment  20,400  time(s).",21218,Growth,19,Count_GachaItem,,Immediately,212,"20,400","6,000",Accessory Upgrade Stone (1)
21220,Luck is Not Skill (Tier 20),"Draw equipment  21,900  time(s).",21219,Growth,20,Count_GachaItem,,Immediately,212,"21,900","7,340",Upgrade Stone Box (1)
21401,Always on My Mind (Tier 1),Participate in monthly check in event  2  time(s).,,Growth,1,Count_GameAttendanceCheck,,Immediately,214,2,30,"1,000 Adena"
21402,Always on My Mind (Tier 2),Participate in monthly check in event  10  time(s).,21401,Growth,2,Count_GameAttendanceCheck,,Immediately,214,10,50,"1,000 Adena"
21403,Always on My Mind (Tier 3),Participate in monthly check in event  20  time(s).,21402,Growth,3,Count_GameAttendanceCheck,,Immediately,214,20,90,"1,500 Adena"
21404,Always on My Mind (Tier 4),Participate in monthly check in event  40  time(s).,21403,Growth,4,Count_GameAttendanceCheck,,Immediately,214,40,150,"2,000 Adena"
21405,Always on My Mind (Tier 5),Participate in monthly check in event  80  time(s).,21404,Growth,5,Count_GameAttendanceCheck,,Immediately,214,80,270,"3,000 Adena"
21406,Always on My Mind (Tier 6),Participate in monthly check in event  180  time(s).,21405,Growth,6,Count_GameAttendanceCheck,,Immediately,214,180,390,"3,500 Adena"
21407,Always on My Mind (Tier 7),Participate in monthly check in event  390  time(s).,21406,Growth,7,Count_GameAttendanceCheck,,Immediately,214,390,630,"5,500 Adena"
21408,Always on My Mind (Tier 8),Participate in monthly check in event  640  time(s).,21407,Growth,8,Count_GameAttendanceCheck,,Immediately,214,640,"1,050","8,500 Adena"
21409,Always on My Mind (Tier 9),Participate in monthly check in event  890  time(s).,21408,Growth,9,Count_GameAttendanceCheck,,Immediately,214,890,"1,450","11,500 Adena"
21410,Always on My Mind (Tier 10),"Participate in monthly check in event  1,150  time(s).",21409,Growth,10,Count_GameAttendanceCheck,,Immediately,214,"1,150","2,020","16,000 Adena"
21411,Always on My Mind (Tier 11),"Participate in monthly check in event  1,400  time(s).",21410,Growth,11,Count_GameAttendanceCheck,,Immediately,214,"1,400","2,330","18,500 Adena"
21412,Always on My Mind (Tier 12),"Participate in monthly check in event  1,650  time(s).",21411,Growth,12,Count_GameAttendanceCheck,,Immediately,214,"1,650","2,650","20,500 Adena"
21413,Always on My Mind (Tier 13),"Participate in monthly check in event  1,900  time(s).",21412,Growth,13,Count_GameAttendanceCheck,,Immediately,214,"1,900","3,180","24,500 Adena"
21414,Always on My Mind (Tier 14),"Participate in monthly check in event  2,150  time(s).",21413,Growth,14,Count_GameAttendanceCheck,,Immediately,214,"2,150","3,540","27,500 Adena"
