ItemType,ItemGrade,EquipmentType,WeaponType,Level,EnchantEfficiency,SuccessRate,SuccessRateBless,FailurePenalty,RequiredAdena,RequiredProtectionJewel,RequiredEnchantScroll
Equipment,A,Necklace,,14,110,4000,4000,1,8400,6,3
Equipment,A,Necklace,,15,122,,,,,,
Equipment,S,Weapon,Sword,0,0,10000,10000,0,3400,0,1
Equipment,S,Weapon,Sword,1,5,10000,10000,0,3400,0,1
Equipment,S,Weapon,Sword,2,10,10000,10000,0,3400,0,1
Equipment,S,Weapon,Sword,3,15,9000,9000,1,3400,1,1
Equipment,S,Weapon,Sword,4,20,8000,8000,1,3400,1,1
Equipment,S,Weapon,Sword,5,28,7000,7000,1,16700,2,2
Equipment,S,Weapon,Sword,6,36,6000,6000,1,16700,2,2
Equipment,S,Weapon,Sword,7,44,5000,5000,1,16700,3,2
Equipment,S,Weapon,Sword,8,52,4500,4500,1,16700,3,2
Equipment,S,Weapon,Sword,9,60,4500,4500,1,16700,4,2
Equipment,S,Weapon,Sword,10,70,4500,4500,0,33400,4,3
Equipment,S,Weapon,Sword,11,80,4500,4500,1,33400,5,3
Equipment,S,Weapon,Sword,12,90,4500,4500,1,33400,5,3
Equipment,S,Weapon,Sword,13,100,4000,4000,1,33400,6,3
Equipment,S,Weapon,Sword,14,110,4000,4000,1,33400,6,3
Equipment,S,Weapon,Sword,15,122,4000,4000,1,33400,7,4
Equipment,S,Weapon,Sword,16,134,4000,4000,1,66700,7,4
Equipment,S,Weapon,Sword,17,146,4000,4000,1,66700,8,4
Equipment,S,Weapon,Sword,18,158,3500,3500,1,66700,8,4
Equipment,S,Weapon,Sword,19,170,3500,3500,1,66700,9,4
Equipment,S,Weapon,Sword,20,185,,,,,,
Equipment,S,Weapon,Spear,0,0,10000,10000,0,3400,0,1
Equipment,S,Weapon,Spear,1,5,10000,10000,0,3400,0,1
Equipment,S,Weapon,Spear,2,10,10000,10000,0,3400,0,1
Equipment,S,Weapon,Spear,3,15,9000,9000,1,3400,1,1
Equipment,S,Weapon,Spear,4,20,8000,8000,1,3400,1,1
Equipment,S,Weapon,Spear,5,28,7000,7000,1,16700,2,2
Equipment,S,Weapon,Spear,6,36,6000,6000,1,16700,2,2
Equipment,S,Weapon,Spear,7,44,5000,5000,1,16700,3,2
Equipment,S,Weapon,Spear,8,52,4500,4500,1,16700,3,2
Equipment,S,Weapon,Spear,9,60,4500,4500,1,16700,4,2
Equipment,S,Weapon,Spear,10,70,4500,4500,0,33400,4,3
Equipment,S,Weapon,Spear,11,80,4500,4500,1,33400,5,3
Equipment,S,Weapon,Spear,12,90,4500,4500,1,33400,5,3
Equipment,S,Weapon,Spear,13,100,4000,4000,1,33400,6,3
Equipment,S,Weapon,Spear,14,110,4000,4000,1,33400,6,3
Equipment,S,Weapon,Spear,15,122,4000,4000,1,33400,7,4
Equipment,S,Weapon,Spear,16,134,4000,4000,1,66700,7,4
Equipment,S,Weapon,Spear,17,146,4000,4000,1,66700,8,4
Equipment,S,Weapon,Spear,18,158,3500,3500,1,66700,8,4
Equipment,S,Weapon,Spear,19,170,3500,3500,1,66700,9,4
Equipment,S,Weapon,Spear,20,185,,,,,,
Equipment,S,Weapon,DualSword,0,0,10000,10000,0,3400,0,1
Equipment,S,Weapon,DualSword,1,5,10000,10000,0,3400,0,1
Equipment,S,Weapon,DualSword,2,10,10000,10000,0,3400,0,1
Equipment,S,Weapon,DualSword,3,15,9000,9000,1,3400,1,1
Equipment,S,Weapon,DualSword,4,20,8000,8000,1,3400,1,1
Equipment,S,Weapon,DualSword,5,28,7000,7000,1,16700,2,2
Equipment,S,Weapon,DualSword,6,36,6000,6000,1,16700,2,2
Equipment,S,Weapon,DualSword,7,44,5000,5000,1,16700,3,2
Equipment,S,Weapon,DualSword,8,52,4500,4500,1,16700,3,2
Equipment,S,Weapon,DualSword,9,60,4500,4500,1,16700,4,2
Equipment,S,Weapon,DualSword,10,70,4500,4500,0,33400,4,3
Equipment,S,Weapon,DualSword,11,80,4500,4500,1,33400,5,3
Equipment,S,Weapon,DualSword,12,90,4500,4500,1,33400,5,3
Equipment,S,Weapon,DualSword,13,100,4000,4000,1,33400,6,3
Equipment,S,Weapon,DualSword,14,110,4000,4000,1,33400,6,3
Equipment,S,Weapon,DualSword,15,122,4000,4000,1,33400,7,4
Equipment,S,Weapon,DualSword,16,134,4000,4000,1,66700,7,4
Equipment,S,Weapon,DualSword,17,146,4000,4000,1,66700,8,4
Equipment,S,Weapon,DualSword,18,158,3500,3500,1,66700,8,4
Equipment,S,Weapon,DualSword,19,170,3500,3500,1,66700,9,4
Equipment,S,Weapon,DualSword,20,185,,,,,,
Equipment,S,Weapon,Dagger,0,0,10000,10000,0,3400,0,1
Equipment,S,Weapon,Dagger,1,5,10000,10000,0,3400,0,1
Equipment,S,Weapon,Dagger,2,10,10000,10000,0,3400,0,1
Equipment,S,Weapon,Dagger,3,15,9000,9000,1,3400,1,1
Equipment,S,Weapon,Dagger,4,20,8000,8000,1,3400,1,1
Equipment,S,Weapon,Dagger,5,28,7000,7000,1,16700,2,2
Equipment,S,Weapon,Dagger,6,36,6000,6000,1,16700,2,2
Equipment,S,Weapon,Dagger,7,44,5000,5000,1,16700,3,2
Equipment,S,Weapon,Dagger,8,52,4500,4500,1,16700,3,2
Equipment,S,Weapon,Dagger,9,60,4500,4500,1,16700,4,2
Equipment,S,Weapon,Dagger,10,70,4500,4500,0,33400,4,3
Equipment,S,Weapon,Dagger,11,80,4500,4500,1,33400,5,3
Equipment,S,Weapon,Dagger,12,90,4500,4500,1,33400,5,3
Equipment,S,Weapon,Dagger,13,100,4000,4000,1,33400,6,3
Equipment,S,Weapon,Dagger,14,110,4000,4000,1,33400,6,3
Equipment,S,Weapon,Dagger,15,122,4000,4000,1,33400,7,4
Equipment,S,Weapon,Dagger,16,134,4000,4000,1,66700,7,4
Equipment,S,Weapon,Dagger,17,146,4000,4000,1,66700,8,4
Equipment,S,Weapon,Dagger,18,158,3500,3500,1,66700,8,4
Equipment,S,Weapon,Dagger,19,170,3500,3500,1,66700,9,4
Equipment,S,Weapon,Dagger,20,185,,,,,,
Equipment,S,Weapon,Bow,0,0,10000,10000,0,3400,0,1
Equipment,S,Weapon,Bow,1,5,10000,10000,0,3400,0,1
Equipment,S,Weapon,Bow,2,10,10000,10000,0,3400,0,1
Equipment,S,Weapon,Bow,3,15,9000,9000,1,3400,1,1
Equipment,S,Weapon,Bow,4,20,8000,8000,1,3400,1,1
Equipment,S,Weapon,Bow,5,28,7000,7000,1,16700,2,2
Equipment,S,Weapon,Bow,6,36,6000,6000,1,16700,2,2
Equipment,S,Weapon,Bow,7,44,5000,5000,1,16700,3,2
Equipment,S,Weapon,Bow,8,52,4500,4500,1,16700,3,2
Equipment,S,Weapon,Bow,9,60,4500,4500,1,16700,4,2
Equipment,S,Weapon,Bow,10,70,4500,4500,0,33400,4,3
Equipment,S,Weapon,Bow,11,80,4500,4500,1,33400,5,3
Equipment,S,Weapon,Bow,12,90,4500,4500,1,33400,5,3
Equipment,S,Weapon,Bow,13,100,4000,4000,1,33400,6,3
Equipment,S,Weapon,Bow,14,110,4000,4000,1,33400,6,3
Equipment,S,Weapon,Bow,15,122,4000,4000,1,33400,7,4
Equipment,S,Weapon,Bow,16,134,4000,4000,1,66700,7,4
Equipment,S,Weapon,Bow,17,146,4000,4000,1,66700,8,4
Equipment,S,Weapon,Bow,18,158,3500,3500,1,66700,8,4
Equipment,S,Weapon,Bow,19,170,3500,3500,1,66700,9,4
Equipment,S,Weapon,Bow,20,185,,,,,,
Equipment,S,Weapon,Staff,0,0,10000,10000,0,3400,0,1
Equipment,S,Weapon,Staff,1,5,10000,10000,0,3400,0,1
Equipment,S,Weapon,Staff,2,10,10000,10000,0,3400,0,1
Equipment,S,Weapon,Staff,3,15,9000,9000,1,3400,1,1
Equipment,S,Weapon,Staff,4,20,8000,8000,1,3400,1,1
Equipment,S,Weapon,Staff,5,28,7000,7000,1,16700,2,2
Equipment,S,Weapon,Staff,6,36,6000,6000,1,16700,2,2
Equipment,S,Weapon,Staff,7,44,5000,5000,1,16700,3,2
Equipment,S,Weapon,Staff,8,52,4500,4500,1,16700,3,2
Equipment,S,Weapon,Staff,9,60,4500,4500,1,16700,4,2
Equipment,S,Weapon,Staff,10,70,4500,4500,0,33400,4,3
Equipment,S,Weapon,Staff,11,80,4500,4500,1,33400,5,3
Equipment,S,Weapon,Staff,12,90,4500,4500,1,33400,5,3
Equipment,S,Weapon,Staff,13,100,4000,4000,1,33400,6,3
Equipment,S,Weapon,Staff,14,110,4000,4000,1,33400,6,3
Equipment,S,Weapon,Staff,15,122,4000,4000,1,33400,7,4
Equipment,S,Weapon,Staff,16,134,4000,4000,1,66700,7,4
Equipment,S,Weapon,Staff,17,146,4000,4000,1,66700,8,4
Equipment,S,Weapon,Staff,18,158,3500,3500,1,66700,8,4
Equipment,S,Weapon,Staff,19,170,3500,3500,1,66700,9,4
Equipment,S,Weapon,Staff,20,185,,,,,,
Equipment,S,Armor,,0,0,10000,10000,0,900,0,1
Equipment,S,Armor,,1,5,10000,10000,0,900,0,1
Equipment,S,Armor,,2,10,10000,10000,0,900,0,1
Equipment,S,Armor,,3,15,9000,9000,1,900,1,1
Equipment,S,Armor,,4,20,8000,8000,1,900,1,1
Equipment,S,Armor,,5,28,7000,7000,1,4200,2,2
Equipment,S,Armor,,6,36,6000,6000,1,4200,2,2
Equipment,S,Armor,,7,44,5000,5000,1,4200,3,2
Equipment,S,Armor,,8,52,4500,4500,1,4200,3,2
Equipment,S,Armor,,9,60,4500,4500,1,4200,4,2
Equipment,S,Armor,,10,70,4500,4500,0,8400,4,3
Equipment,S,Armor,,11,80,4500,4500,1,8400,5,3
Equipment,S,Armor,,12,90,4500,4500,1,8400,5,3
Equipment,S,Armor,,13,100,4000,4000,1,8400,6,3
Equipment,S,Armor,,14,110,4000,4000,1,8400,6,3
Equipment,S,Armor,,15,122,4000,4000,1,8400,7,4
Equipment,S,Armor,,16,134,4000,4000,1,16700,7,4
Equipment,S,Armor,,17,146,4000,4000,1,16700,8,4
Equipment,S,Armor,,18,158,3500,3500,1,16700,8,4
Equipment,S,Armor,,19,170,3500,3500,1,16700,9,4
Equipment,S,Armor,,20,185,,,,,,
Equipment,S,Gloves,,0,0,10000,10000,0,900,0,1
Equipment,S,Gloves,,1,5,10000,10000,0,900,0,1
Equipment,S,Gloves,,2,10,10000,10000,0,900,0,1
Equipment,S,Gloves,,3,15,9000,9000,1,900,1,1
Equipment,S,Gloves,,4,20,8000,8000,1,900,1,1
Equipment,S,Gloves,,5,28,7000,7000,1,4200,2,2
Equipment,S,Gloves,,6,36,6000,6000,1,4200,2,2
Equipment,S,Gloves,,7,44,5000,5000,1,4200,3,2
Equipment,S,Gloves,,8,52,4500,4500,1,4200,3,2
Equipment,S,Gloves,,9,60,4500,4500,1,4200,4,2
Equipment,S,Gloves,,10,70,4500,4500,0,8400,4,3
Equipment,S,Gloves,,11,80,4500,4500,1,8400,5,3
Equipment,S,Gloves,,12,90,4500,4500,1,8400,5,3
Equipment,S,Gloves,,13,100,4000,4000,1,8400,6,3
Equipment,S,Gloves,,14,110,4000,4000,1,8400,6,3
Equipment,S,Gloves,,15,122,4000,4000,1,8400,7,4
Equipment,S,Gloves,,16,134,4000,4000,1,16700,7,4
Equipment,S,Gloves,,17,146,4000,4000,1,16700,8,4
Equipment,S,Gloves,,18,158,3500,3500,1,16700,8,4
Equipment,S,Gloves,,19,170,3500,3500,1,16700,9,4
Equipment,S,Gloves,,20,185,,,,,,
Equipment,S,Boots,,0,0,10000,10000,0,900,0,1
Equipment,S,Boots,,1,5,10000,10000,0,900,0,1
Equipment,S,Boots,,2,10,10000,10000,0,900,0,1
Equipment,S,Boots,,3,15,9000,9000,1,900,1,1
Equipment,S,Boots,,4,20,8000,8000,1,900,1,1
Equipment,S,Boots,,5,28,7000,7000,1,4200,2,2
Equipment,S,Boots,,6,36,6000,6000,1,4200,2,2
Equipment,S,Boots,,7,44,5000,5000,1,4200,3,2
Equipment,S,Boots,,8,52,4500,4500,1,4200,3,2
Equipment,S,Boots,,9,60,4500,4500,1,4200,4,2
Equipment,S,Boots,,10,70,4500,4500,0,8400,4,3
Equipment,S,Boots,,11,80,4500,4500,1,8400,5,3
Equipment,S,Boots,,12,90,4500,4500,1,8400,5,3
Equipment,S,Boots,,13,100,4000,4000,1,8400,6,3
Equipment,S,Boots,,14,110,4000,4000,1,8400,6,3
Equipment,S,Boots,,15,122,4000,4000,1,8400,7,4
Equipment,S,Boots,,16,134,4000,4000,1,16700,7,4
Equipment,S,Boots,,17,146,4000,4000,1,16700,8,4
Equipment,S,Boots,,18,158,3500,3500,1,16700,8,4
Equipment,S,Boots,,19,170,3500,3500,1,16700,9,4
Equipment,S,Boots,,20,185,,,,,,
Equipment,S,Helmet,,0,0,10000,10000,0,900,0,1
Equipment,S,Helmet,,1,5,10000,10000,0,900,0,1
Equipment,S,Helmet,,2,10,10000,10000,0,900,0,1
Equipment,S,Helmet,,3,15,9000,9000,1,900,1,1
Equipment,S,Helmet,,4,20,8000,8000,1,900,1,1
Equipment,S,Helmet,,5,28,7000,7000,1,4200,2,2
Equipment,S,Helmet,,6,36,6000,6000,1,4200,2,2
Equipment,S,Helmet,,7,44,5000,5000,1,4200,3,2
Equipment,S,Helmet,,8,52,4500,4500,1,4200,3,2
Equipment,S,Helmet,,9,60,4500,4500,1,4200,4,2
Equipment,S,Helmet,,10,70,4500,4500,0,8400,4,3
Equipment,S,Helmet,,11,80,4500,4500,1,8400,5,3
Equipment,S,Helmet,,12,90,4500,4500,1,8400,5,3
Equipment,S,Helmet,,13,100,4000,4000,1,8400,6,3
Equipment,S,Helmet,,14,110,4000,4000,1,8400,6,3
Equipment,S,Helmet,,15,122,4000,4000,1,8400,7,4
Equipment,S,Helmet,,16,134,4000,4000,1,16700,7,4
Equipment,S,Helmet,,17,146,4000,4000,1,16700,8,4
Equipment,S,Helmet,,18,158,3500,3500,1,16700,8,4
Equipment,S,Helmet,,19,170,3500,3500,1,16700,9,4
Equipment,S,Helmet,,20,185,,,,,,
Equipment,S,Ring1,,0,0,10000,10000,0,900,0,1
Equipment,S,Ring1,,1,5,10000,10000,0,900,0,1
Equipment,S,Ring1,,2,10,10000,10000,0,900,0,1
Equipment,S,Ring1,,3,15,9000,9000,1,900,1,1
Equipment,S,Ring1,,4,20,8000,8000,1,900,1,1
Equipment,S,Ring1,,5,28,7000,7000,1,4200,2,2
Equipment,S,Ring1,,6,36,6000,6000,1,4200,2,2
Equipment,S,Ring1,,7,44,5000,5000,1,4200,3,2
Equipment,S,Ring1,,8,52,4500,4500,1,4200,3,2
Equipment,S,Ring1,,9,60,4500,4500,1,4200,4,2
Equipment,S,Ring1,,10,70,4500,4500,0,8400,4,3
Equipment,S,Ring1,,11,80,4500,4500,1,8400,5,3
Equipment,S,Ring1,,12,90,4500,4500,1,8400,5,3
Equipment,S,Ring1,,13,100,4000,4000,1,8400,6,3
Equipment,S,Ring1,,14,110,4000,4000,1,8400,6,3
Equipment,S,Ring1,,15,122,4000,4000,1,8400,7,4
Equipment,S,Ring1,,16,134,4000,4000,1,16700,7,4
Equipment,S,Ring1,,17,146,4000,4000,1,16700,8,4
Equipment,S,Ring1,,18,158,3500,3500,1,16700,8,4
Equipment,S,Ring1,,19,170,3500,3500,1,16700,9,4
Equipment,S,Ring1,,20,185,,,,,,
Equipment,S,Earring1,,0,0,10000,10000,0,900,0,1
Equipment,S,Earring1,,1,5,10000,10000,0,900,0,1
Equipment,S,Earring1,,2,10,10000,10000,0,900,0,1
Equipment,S,Earring1,,3,15,9000,9000,1,900,1,1
Equipment,S,Earring1,,4,20,8000,8000,1,900,1,1
Equipment,S,Earring1,,5,28,7000,7000,1,4200,2,2
Equipment,S,Earring1,,6,36,6000,6000,1,4200,2,2
Equipment,S,Earring1,,7,44,5000,5000,1,4200,3,2
Equipment,S,Earring1,,8,52,4500,4500,1,4200,3,2
Equipment,S,Earring1,,9,60,4500,4500,1,4200,4,2
Equipment,S,Earring1,,10,70,4500,4500,0,8400,4,3
Equipment,S,Earring1,,11,80,4500,4500,1,8400,5,3
Equipment,S,Earring1,,12,90,4500,4500,1,8400,5,3
Equipment,S,Earring1,,13,100,4000,4000,1,8400,6,3
Equipment,S,Earring1,,14,110,4000,4000,1,8400,6,3
Equipment,S,Earring1,,15,122,4000,4000,1,8400,7,4
Equipment,S,Earring1,,16,134,4000,4000,1,16700,7,4
Equipment,S,Earring1,,17,146,4000,4000,1,16700,8,4
Equipment,S,Earring1,,18,158,3500,3500,1,16700,8,4
Equipment,S,Earring1,,19,170,3500,3500,1,16700,9,4
Equipment,S,Earring1,,20,185,,,,,,
Equipment,S,Necklace,,0,0,10000,10000,0,900,0,1
Equipment,S,Necklace,,1,5,10000,10000,0,900,0,1
Equipment,S,Necklace,,2,10,10000,10000,0,900,0,1
Equipment,S,Necklace,,3,15,9000,9000,1,900,1,1
Equipment,S,Necklace,,4,20,8000,8000,1,900,1,1
Equipment,S,Necklace,,5,28,7000,7000,1,4200,2,2
Equipment,S,Necklace,,6,36,6000,6000,1,4200,2,2
Equipment,S,Necklace,,7,44,5000,5000,1,4200,3,2
Equipment,S,Necklace,,8,52,4500,4500,1,4200,3,2
Equipment,S,Necklace,,9,60,4500,4500,1,4200,4,2
Equipment,S,Necklace,,10,70,4500,4500,0,8400,4,3
Equipment,S,Necklace,,11,80,4500,4500,1,8400,5,3
Equipment,S,Necklace,,12,90,4500,4500,1,8400,5,3
Equipment,S,Necklace,,13,100,4000,4000,1,8400,6,3
Equipment,S,Necklace,,14,110,4000,4000,1,8400,6,3
Equipment,S,Necklace,,15,122,4000,4000,1,8400,7,4
Equipment,S,Necklace,,16,134,4000,4000,1,16700,7,4
Equipment,S,Necklace,,17,146,4000,4000,1,16700,8,4
Equipment,S,Necklace,,18,158,3500,3500,1,16700,8,4
Equipment,S,Necklace,,19,170,3500,3500,1,16700,9,4
Equipment,S,Necklace,,20,185,,,,,,
Equipment,R,Weapon,Sword,0,0,10000,10000,0,3400,0,1
Equipment,R,Weapon,Sword,1,5,10000,10000,0,3400,0,1
Equipment,R,Weapon,Sword,2,10,10000,10000,0,3400,0,1
Equipment,R,Weapon,Sword,3,15,9000,9000,1,3400,1,1
Equipment,R,Weapon,Sword,4,20,8000,8000,1,3400,1,1
Equipment,R,Weapon,Sword,5,28,7000,7000,1,16700,2,2
Equipment,R,Weapon,Sword,6,36,6000,6000,1,16700,2,2
Equipment,R,Weapon,Sword,7,44,5000,5000,1,16700,3,2
Equipment,R,Weapon,Sword,8,52,4500,4500,1,16700,3,2
Equipment,R,Weapon,Sword,9,60,4500,4500,1,16700,4,2
Equipment,R,Weapon,Sword,10,70,4500,4500,0,33400,4,3
Equipment,R,Weapon,Sword,11,80,4500,4500,1,33400,5,3
Equipment,R,Weapon,Sword,12,90,4500,4500,1,33400,5,3
Equipment,R,Weapon,Sword,13,100,4000,4000,1,33400,6,3
Equipment,R,Weapon,Sword,14,110,4000,4000,1,33400,6,3
Equipment,R,Weapon,Sword,15,122,4000,4000,1,33400,7,4
Equipment,R,Weapon,Sword,16,134,4000,4000,1,66700,7,4
Equipment,R,Weapon,Sword,17,146,4000,4000,1,66700,8,4
Equipment,R,Weapon,Sword,18,158,3500,3500,1,66700,8,4
Equipment,R,Weapon,Sword,19,170,3500,3500,1,66700,9,4
Equipment,R,Weapon,Sword,20,185,3500,3500,0,66700,9,5
Equipment,R,Weapon,Sword,21,200,3500,3500,1,66700,10,5
Equipment,R,Weapon,Sword,22,215,3500,3500,1,66700,10,5
Equipment,R,Weapon,Sword,23,230,3000,3000,1,66700,11,5
Equipment,R,Weapon,Sword,24,245,3000,3000,1,66700,11,5
Equipment,R,Weapon,Sword,25,265,,,,,,
Equipment,R,Weapon,Spear,0,0,10000,10000,0,3400,0,1
Equipment,R,Weapon,Spear,1,5,10000,10000,0,3400,0,1
Equipment,R,Weapon,Spear,2,10,10000,10000,0,3400,0,1
Equipment,R,Weapon,Spear,3,15,9000,9000,1,3400,1,1
Equipment,R,Weapon,Spear,4,20,8000,8000,1,3400,1,1
Equipment,R,Weapon,Spear,5,28,7000,7000,1,16700,2,2
Equipment,R,Weapon,Spear,6,36,6000,6000,1,16700,2,2
Equipment,R,Weapon,Spear,7,44,5000,5000,1,16700,3,2
Equipment,R,Weapon,Spear,8,52,4500,4500,1,16700,3,2
Equipment,R,Weapon,Spear,9,60,4500,4500,1,16700,4,2
Equipment,R,Weapon,Spear,10,70,4500,4500,0,33400,4,3
Equipment,R,Weapon,Spear,11,80,4500,4500,1,33400,5,3
Equipment,R,Weapon,Spear,12,90,4500,4500,1,33400,5,3
Equipment,R,Weapon,Spear,13,100,4000,4000,1,33400,6,3
Equipment,R,Weapon,Spear,14,110,4000,4000,1,33400,6,3
Equipment,R,Weapon,Spear,15,122,4000,4000,1,33400,7,4
Equipment,R,Weapon,Spear,16,134,4000,4000,1,66700,7,4
Equipment,R,Weapon,Spear,17,146,4000,4000,1,66700,8,4
Equipment,R,Weapon,Spear,18,158,3500,3500,1,66700,8,4
Equipment,R,Weapon,Spear,19,170,3500,3500,1,66700,9,4
Equipment,R,Weapon,Spear,20,185,3500,3500,0,66700,9,5
Equipment,R,Weapon,Spear,21,200,3500,3500,1,66700,10,5
Equipment,R,Weapon,Spear,22,215,3500,3500,1,66700,10,5
Equipment,R,Weapon,Spear,23,230,3000,3000,1,66700,11,5
Equipment,R,Weapon,Spear,24,245,3000,3000,1,66700,11,5
Equipment,R,Weapon,Spear,25,265,,,,,,
Equipment,R,Weapon,DualSword,0,0,10000,10000,0,3400,0,1
Equipment,R,Weapon,DualSword,1,5,10000,10000,0,3400,0,1
Equipment,R,Weapon,DualSword,2,10,10000,10000,0,3400,0,1
Equipment,R,Weapon,DualSword,3,15,9000,9000,1,3400,1,1
Equipment,R,Weapon,DualSword,4,20,8000,8000,1,3400,1,1
Equipment,R,Weapon,DualSword,5,28,7000,7000,1,16700,2,2
Equipment,R,Weapon,DualSword,6,36,6000,6000,1,16700,2,2
Equipment,R,Weapon,DualSword,7,44,5000,5000,1,16700,3,2
Equipment,R,Weapon,DualSword,8,52,4500,4500,1,16700,3,2
Equipment,R,Weapon,DualSword,9,60,4500,4500,1,16700,4,2
Equipment,R,Weapon,DualSword,10,70,4500,4500,0,33400,4,3
Equipment,R,Weapon,DualSword,11,80,4500,4500,1,33400,5,3
Equipment,R,Weapon,DualSword,12,90,4500,4500,1,33400,5,3
Equipment,R,Weapon,DualSword,13,100,4000,4000,1,33400,6,3
Equipment,R,Weapon,DualSword,14,110,4000,4000,1,33400,6,3
Equipment,R,Weapon,DualSword,15,122,4000,4000,1,33400,7,4
Equipment,R,Weapon,DualSword,16,134,4000,4000,1,66700,7,4
Equipment,R,Weapon,DualSword,17,146,4000,4000,1,66700,8,4
Equipment,R,Weapon,DualSword,18,158,3500,3500,1,66700,8,4
Equipment,R,Weapon,DualSword,19,170,3500,3500,1,66700,9,4
Equipment,R,Weapon,DualSword,20,185,3500,3500,0,66700,9,5
Equipment,R,Weapon,DualSword,21,200,3500,3500,1,66700,10,5
Equipment,R,Weapon,DualSword,22,215,3500,3500,1,66700,10,5
Equipment,R,Weapon,DualSword,23,230,3000,3000,1,66700,11,5
Equipment,R,Weapon,DualSword,24,245,3000,3000,1,66700,11,5
Equipment,R,Weapon,DualSword,25,265,,,,,,
Equipment,R,Weapon,Dagger,0,0,10000,10000,0,3400,0,1
Equipment,R,Weapon,Dagger,1,5,10000,10000,0,3400,0,1
Equipment,R,Weapon,Dagger,2,10,10000,10000,0,3400,0,1
Equipment,R,Weapon,Dagger,3,15,9000,9000,1,3400,1,1
Equipment,R,Weapon,Dagger,4,20,8000,8000,1,3400,1,1
Equipment,R,Weapon,Dagger,5,28,7000,7000,1,16700,2,2
Equipment,R,Weapon,Dagger,6,36,6000,6000,1,16700,2,2
Equipment,R,Weapon,Dagger,7,44,5000,5000,1,16700,3,2
Equipment,R,Weapon,Dagger,8,52,4500,4500,1,16700,3,2
Equipment,R,Weapon,Dagger,9,60,4500,4500,1,16700,4,2
Equipment,R,Weapon,Dagger,10,70,4500,4500,0,33400,4,3
Equipment,R,Weapon,Dagger,11,80,4500,4500,1,33400,5,3
Equipment,R,Weapon,Dagger,12,90,4500,4500,1,33400,5,3
Equipment,R,Weapon,Dagger,13,100,4000,4000,1,33400,6,3
Equipment,R,Weapon,Dagger,14,110,4000,4000,1,33400,6,3
Equipment,R,Weapon,Dagger,15,122,4000,4000,1,33400,7,4
Equipment,R,Weapon,Dagger,16,134,4000,4000,1,66700,7,4
Equipment,R,Weapon,Dagger,17,146,4000,4000,1,66700,8,4
Equipment,R,Weapon,Dagger,18,158,3500,3500,1,66700,8,4
Equipment,R,Weapon,Dagger,19,170,3500,3500,1,66700,9,4
Equipment,R,Weapon,Dagger,20,185,3500,3500,0,66700,9,5
Equipment,R,Weapon,Dagger,21,200,3500,3500,1,66700,10,5
Equipment,R,Weapon,Dagger,22,215,3500,3500,1,66700,10,5
Equipment,R,Weapon,Dagger,23,230,3000,3000,1,66700,11,5
Equipment,R,Weapon,Dagger,24,245,3000,3000,1,66700,11,5
Equipment,R,Weapon,Dagger,25,265,,,,,,
Equipment,R,Weapon,Bow,0,0,10000,10000,0,3400,0,1
Equipment,R,Weapon,Bow,1,5,10000,10000,0,3400,0,1
Equipment,R,Weapon,Bow,2,10,10000,10000,0,3400,0,1
Equipment,R,Weapon,Bow,3,15,9000,9000,1,3400,1,1
Equipment,R,Weapon,Bow,4,20,8000,8000,1,3400,1,1
Equipment,R,Weapon,Bow,5,28,7000,7000,1,16700,2,2
Equipment,R,Weapon,Bow,6,36,6000,6000,1,16700,2,2
Equipment,R,Weapon,Bow,7,44,5000,5000,1,16700,3,2
Equipment,R,Weapon,Bow,8,52,4500,4500,1,16700,3,2
Equipment,R,Weapon,Bow,9,60,4500,4500,1,16700,4,2
Equipment,R,Weapon,Bow,10,70,4500,4500,0,33400,4,3
Equipment,R,Weapon,Bow,11,80,4500,4500,1,33400,5,3
Equipment,R,Weapon,Bow,12,90,4500,4500,1,33400,5,3
Equipment,R,Weapon,Bow,13,100,4000,4000,1,33400,6,3
Equipment,R,Weapon,Bow,14,110,4000,4000,1,33400,6,3
Equipment,R,Weapon,Bow,15,122,4000,4000,1,33400,7,4
Equipment,R,Weapon,Bow,16,134,4000,4000,1,66700,7,4
Equipment,R,Weapon,Bow,17,146,4000,4000,1,66700,8,4
Equipment,R,Weapon,Bow,18,158,3500,3500,1,66700,8,4
Equipment,R,Weapon,Bow,19,170,3500,3500,1,66700,9,4
Equipment,R,Weapon,Bow,20,185,3500,3500,0,66700,9,5
Equipment,R,Weapon,Bow,21,200,3500,3500,1,66700,10,5
Equipment,R,Weapon,Bow,22,215,3500,3500,1,66700,10,5
Equipment,R,Weapon,Bow,23,230,3000,3000,1,66700,11,5
Equipment,R,Weapon,Bow,24,245,3000,3000,1,66700,11,5
Equipment,R,Weapon,Bow,25,265,,,,,,
Equipment,R,Weapon,Staff,0,0,10000,10000,0,3400,0,1
Equipment,R,Weapon,Staff,1,5,10000,10000,0,3400,0,1
Equipment,R,Weapon,Staff,2,10,10000,10000,0,3400,0,1
Equipment,R,Weapon,Staff,3,15,9000,9000,1,3400,1,1
Equipment,R,Weapon,Staff,4,20,8000,8000,1,3400,1,1
Equipment,R,Weapon,Staff,5,28,7000,7000,1,16700,2,2
Equipment,R,Weapon,Staff,6,36,6000,6000,1,16700,2,2
Equipment,R,Weapon,Staff,7,44,5000,5000,1,16700,3,2
Equipment,R,Weapon,Staff,8,52,4500,4500,1,16700,3,2
