Id,Param1,NameKey,BuffType,ClientType,Param,Param2,EffectTypeNameKey,Group,DbSaveType,PvPSaveType,RealTimeDbSave,OverlayType,StackType,StackCount,FireRate,EndCondition,RemainWhenDead,Duration,ExDurationType,ExDuration,Period,VisualEffectId,ExtendVisualEffectId,ReductionRate,IsDebuff,IsTransition,ExcpetRoomType,IconTexture,CameraShake,CameraShakeIntensity,Sound,DescKey,ExceptEraseBuff,MaxStackOtherBuff,PeriodApplyType,SkillFireCondition,FireSkillInfoId,ExceptRecovery,ExDurationParam,IsOwnerTransition,ExcpetActorType,DescAddBuffId,GetBuffVisible,RemoveBuffEnterRoomType
77085,0,781000073022,,,,0,782000112125,,None,0,0,Allow,Common,1,10000,,0,30000,,,,,,,1,0,,Icon_Debuff_AttackPower,,,,783000073022,1,,0,,,0,,0,,,0,
80105,0,781000080105,,,,0,781000080105,,None,0,0,Allow,Common,1,10000,RoomOut,0,30000,,,,500002,,,0,0,,Icon_Buff_MaxHP,,,Interface/UI_Dungeon_Buff_Defence_1,783000080105,1,,0,,,0,,0,,,0,
80106,0,781000080106,,,,0,781000080106,,None,0,0,Allow,Common,1,10000,RoomOut,0,30000,,,,500001,,,0,0,,Icon_Buff_MaxMP,,,Interface/UI_Dungeon_Buff_Defence_1,783000080106,1,,0,,,0,,0,,,0,
90001,0,781000090001,,,,0,782000090001,,PlayTime,0,0,Accrue,Common,1,10000,GuildOut,0,3600000,,,,,,,0,0,,Icon_Skill_Passive_20261,,,,783000090001,1,,0,,,0,,0,,,0,
90002,0,781000090002,,,,0,782000090002,,PlayTime,0,0,Accrue,Common,1,10000,GuildOut,0,3600000,,,,,,,0,0,,Icon_Skill_Passive_22261,,,,783000090002,1,,0,,,0,,0,,,0,
90003,0,781000090003,,,,0,782000090003,,PlayTime,0,0,Accrue,Common,1,10000,GuildOut,0,3600000,,,,,,,0,0,,Icon_Skill_Passive_20211,,,,783000090003,1,,0,,,0,,0,,,0,
90004,0,781000090004,,,,0,782000090004,,PlayTime,0,0,Accrue,Common,1,10000,GuildOut,0,3600000,,,,,,,0,0,,Icon_Skill_Passive_20221,,,,293000021222,1,,0,,,0,,0,,,0,
90005,0,781000090005,,,,0,782000090005,,PlayTime,0,0,Accrue,Common,1,10000,GuildOut,0,3600000,,,,,,,0,0,,Icon_Skill_Passive_20241,,,,783000090005,1,,0,,,0,,0,,,0,
90006,0,781000090006,,,,0,782000022211,,PlayTime,0,0,Accrue,Common,1,10000,GuildOut,0,3600000,,,,,,,0,0,,Icon_Skill_Passive_24241,,,,783000022261,1,,0,,,0,,0,,,0,
90007,0,781000090007,,,,0,782000090007,,PlayTime,0,0,Accrue,Common,1,10000,GuildOut,0,3600000,,,,,,,0,0,,Icon_Skill_Passive_20231,,,,293000030002,1,,0,,,0,,0,,,0,
90008,0,781000090008,,,,0,782000022241,,PlayTime,0,0,Accrue,Common,1,10000,GuildOut,0,3600000,,,,,,,0,0,,Icon_Skill_Passive_20251,,,,783000132331,1,,0,,,0,,0,,,0,
90009,0,781000090009,,,,0,782000090009,,PlayTime,0,0,Accrue,Common,1,10000,GuildOut,0,3600000,,,,,,,0,0,,Icon_Skill_Passive_21221,,,,783000090009,1,,0,,,0,,0,,,0,
93506,0,781000093506,,Rage,"{""Color"":{""R"":255,""G"":15,""B"":0}}",0,782000093506,,None,0,0,Allow,Common,1,10000,,0,3600000,,,,,,,0,0,,,,,,783000094409,1,,0,,,0,,0,,,0,
94409,,781000094409,,Rage,"{""Color"":{""R"":255,""G"":15,""B"":0}}",,782000093506,,None,0,0,Allow,Common,1,10000,,0,3600000,,,,,,,0,0,,,,,,783000094409,1,,0,,,0,,0,,,0,
100001,0,171000000020,,,,0,731000000657,,None,0,0,Allow,Common,1,10000,,0,3600000,,,,100001,,,0,0,,Icon_Buff_Invincible,,,,783000100001,1,,0,,,0,,0,,,0,
100002,0,781000100002,,Invisible,,0,731000000658,,None,0,0,Allow,Common,1,10000,,0,3600000,,,,,,,0,0,,Icon_Buff_Invincible,,,,783000100002,1,,0,,,0,,0,,,0,
100003,0,171000000021,,,,0,731000001491,,None,0,0,Allow,Common,1,10000,,0,3600000,,,,100003,,,0,0,,Icon_Buff_Invincible,,,,783000100003,1,,0,,,0,,0,,,0,
100004,0,171000000022,,,,0,731000001490,,None,0,0,Allow,Common,1,10000,,0,3600000,,,,,,,0,0,,Icon_Buff_MPRegen,,,,783000100004,1,,0,,,0,,0,,,0,
100005,0,781000100005,,,,0,91000000071,,None,0,0,Allow,Common,1,10000,,0,3600000,,,,,,,0,0,,Icon_Buff_CriticalDamage,,,,783000100005,1,,0,,,0,,0,,,0,
100006,0,781000100006,,Common,,0,652000000019,,None,0,0,Allow,Common,1,10000,RoomOut,1,180000,,,,500005,,,0,0,,Buff_Siege_Altar_04,,,,783000100006,1,,0,,,0,,0,,,0,
100007,0,781000100007,,Common,,0,652000000019,,None,0,0,Allow,Common,1,10000,RoomOut,1,180000,,,,500005,,,0,0,,Buff_Siege_Altar_02,,,,783000100007,1,,0,,,0,,0,,,0,
100008,0,781000100008,,Common,,0,652000000019,,None,0,0,Allow,Common,1,10000,RoomOut,1,180000,,,,500006,,,0,0,,Buff_Siege_Altar_05,,,,783000100008,1,,0,,,0,,0,,,0,
100011,1,781000100011,,,,10,782000100011,,None,0,0,Allow,Common,1,10000,,0,3600000,,,,,,,0,0,,,,,,783000100011,1,,0,,,0,,0,,,0,
100012,2,781000100011,,,,20,782000100011,,None,0,0,Allow,Common,1,10000,,0,3600000,,,,,,,0,0,,,,,,783000100012,1,,0,,,0,,0,,,0,
100013,3,781000100011,,,,40,782000100011,,None,0,0,Allow,Common,1,10000,,0,3600000,,,,,,,0,0,,,,,,783000100013,1,,0,,,0,,0,,,0,
100014,4,781000100011,,,,60,782000100011,,None,0,0,Allow,Common,1,10000,,0,3600000,,,,,,,0,0,,,,,,783000100014,1,,0,,,0,,0,,,0,
100015,5,781000100011,,,,90,782000100011,,None,0,0,Allow,Common,1,10000,,0,3600000,,,,,,,0,0,,,,,,783000100015,1,,0,,,0,,0,,,0,
100016,6,781000100011,,,,120,782000100011,,None,0,0,Allow,Common,1,10000,,0,3600000,,,,,,,0,0,,,,,,783000100016,1,,0,,,0,,0,,,0,
100017,7,781000100011,,,,160,782000100011,,None,0,0,Allow,Common,1,10000,,0,3600000,,,,,,,0,0,,,,,,783000100017,1,,0,,,0,,0,,,0,
100018,8,781000100011,,,,200,782000100011,,None,0,0,Allow,Common,1,10000,,0,3600000,,,,,,,0,0,,,,,,783000100018,1,,0,,,0,,0,,,0,
100019,9,781000100011,,,,250,782000100011,,None,0,0,Allow,Common,1,10000,,0,3600000,,,,,,,0,0,,,,,,783000100019,1,,0,,,0,,0,,,0,
100020,10,781000100011,,,,300,782000100011,,None,0,0,Allow,Common,1,10000,,0,3600000,,,,,,,0,0,,,,,,783000100020,1,,0,,,0,,0,,,0,
100021,0,781000100021,,,,0,782000100021,100021,PlayTime,0,0,Allow,Common,1,10000,,0,1800000,,,,,,,1,0,,Icon_Buff_CriticalRate,,,,783000100021,1,,0,,,0,,0,,,0,
100031,0,781000100031,,,,0,782000100031,,None,0,0,Allow,Common,1,10000,,0,3600000,,,,,,,0,0,,Icon_Buff_CriticalRate,,,,783000100021,1,,0,,,0,,0,,,0,
112124,0,291000011212,,OutOfControl,,0,782000112124,,None,0,0,Deny,Common,1,10000,,0,4000,,,,,,,1,0,,Icon_Skill_Active_11212,,,,783000112124,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
112125,0,291000011212,,Common,,0,782000112125,,None,0,0,Allow,Common,1,10000,,0,8001,,,,,,,1,0,,Icon_Skill_Active_11212,,,,783000112125,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
112126,0,291000011212,,Common,,0,782000112126,,None,0,0,Allow,Common,1,10000,,0,8000,,,,,,,1,0,,,,,,0,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
112231,0,291000011223,,Common,,0,782000112231,,None,0,0,Allow,Common,1,10000,,0,15001,,,,,,,0,0,,Icon_Skill_Active_11223,,,,783000112231,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
112331,0,291000011233,,Common,,0,782000112331,,None,0,0,Allow,Common,1,10000,,0,15001,,,,,,,0,0,,Icon_Skill_Active_11233,,,,783000112331,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
112332,0,291000011233,,Common,,0,782000112332,,None,0,0,Allow,Common,1,10000,,0,15001,,,,,,,0,0,,Icon_Skill_Active_11233,,,,783000112332,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
112531,0,291000011253,,Common,,0,782000112531,,None,0,0,Allow,Common,1,10000,,0,40001,,,,,,,0,0,,Icon_Skill_Active_11253,,,,783000112531,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
122131,0,291000012213,,Common,,0,782000122131,,None,0,0,Allow,Common,1,10000,,0,5001,,,,,,,0,0,,Icon_Skill_Active_12213,,,,731000001406,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
122132,0,291000012213,,Common,,0,782000122132,,None,0,0,Allow,Common,1,10000,,0,15001,,,,,,,0,0,,Icon_Skill_Active_12213,,,,783000122132,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
122231,0,291000012223,,Common,,0,782000122231,,None,0,0,Allow,Common,1,10000,,0,90001,,,,,,,0,0,,Icon_Skill_Active_12223,,,,783000122231,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
122241,0,291000012224,,Common,,0,782000122241,,None,0,0,Allow,Common,1,10000,,0,30001,,,,,,,0,0,,Icon_Skill_Active_12224,,,,783000122241,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
122431,0,291000012243,,Common,,0,782000122431,,None,0,0,Allow,Common,1,10000,,0,30001,,,,,,,0,0,,Icon_Skill_Active_12243,,,,783000122431,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
122441,0,291000012244,,Common,,0,782000122441,,None,0,0,Allow,Common,1,10000,,0,30001,,,,,,,0,0,,Icon_Skill_Active_12244,,,,783000122441,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
122521,,781000122521,,Stun,,,0,1002,None,0,0,Allow,Common,1,10000,,0,2000,,,,1,,5000,1,0,,Icon_Skill_Active_12252,,,,783000122521,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
122614,0,631000073012,,Common,,0,782000010122,,None,0,0,Allow,Common,1,10000,,0,6000,,,,,,,1,0,,Icon_Debuff_Slow,,,,783000122614,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
122615,0,291000012261,,Common,,0,782000122615,,None,0,0,Allow,Common,1,10000,,0,7000,,,,,,,1,0,,Icon_Skill_Active_12261,,,,783000122615,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
122631,0,781000122631,,Common,,0,782000122631,,None,0,0,Allow,Common,1,10000,,0,20001,,,,,,,0,0,,Icon_Skill_Active_12263,,,,783000122631,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
132125,0,291000013212,,Stun,,0,731000000676,1002,None,0,0,Allow,Common,1,10000,,0,2500,,,,1,,,1,0,,Icon_Skill_Active_13212,,,,782000001011,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
132126,0,291000013212,,Common,,0,782000132126,,None,0,0,Deny,Common,1,10000,,0,8005,,,,,,,1,0,,Icon_Skill_Active_13212,,,,783000132126,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
132132,0,291000013213,,Common,,0,782000132132,,None,0,0,Allow,Common,1,10000,,0,5001,,,,,,,0,0,,Icon_Skill_Active_13213,,,,783000074072,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
132221,,781000132221,,Common,,,782000905505,,None,0,0,Allow,Common,1,10000,,0,7001,,,,,,,0,0,,Icon_Skill_Active_13222,,,,293000030002,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
132231,0,291000013223,,Common,,0,782000132231,,None,0,0,Allow,Common,1,10000,,0,40001,,,,,,,0,0,,Icon_Skill_Active_13223,,,,783000132231,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
132241,0,291000013224,,Common,,0,782000132241,,None,0,0,Allow,Common,1,10000,,0,40001,,,,,,,0,0,,Icon_Skill_Active_13224,,,,783000132241,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
132322,0,291000013232,,Stun,,0,731000000676,1002,None,0,0,Allow,Common,1,10000,,0,2000,,,,1,,5000,1,0,,Icon_Skill_Active_13232,,,,782000001011,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
132331,0,781000132331,,Common,,0,782000132331,,None,0,0,Allow,Common,1,10000,,0,20001,,,,,,,0,0,,Icon_Skill_Active_13233,,,,783000132331,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
132332,0,781000132332,,Common,,0,782000132332,,None,0,0,Allow,Common,1,10000,,0,4001,,,,,,,0,0,,Icon_Skill_Active_13233,,,,783000132332,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
132531,0,781000132531,,Common,,0,782000132531,,None,0,0,Allow,Common,1,10000,,0,15001,,,,,,,0,0,,Icon_Skill_Active_13253,,,,783000132531,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
132623,0,291000013262,,Common,,0,782000010122,1001,None,0,0,Allow,Common,1,10000,,0,4000,,,,,,5000,1,0,,Icon_Skill_Active_13262,,,,783000010122,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
132624,0,781000132624,,Common,,0,782000132624,,None,0,0,Allow,Common,1,10000,,0,10000,,,,,,,0,0,,Icon_Skill_Active_13262,,,,0,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
132625,,291000013262,Silence,Silence,,,731000003723,,None,0,0,Allow,Common,1,10000,,0,3000,,,,,,,1,0,,Icon_Skill_Active_13262,,,,731000003723,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
132631,0,291000013263,,Common,,0,782000132631,,None,0,0,Allow,Common,1,10000,,0,20001,,,,,,,0,0,,Icon_Skill_Active_13263,,,,783000132631,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
132632,0,291000013263,,Common,,0,782000132631,,None,0,0,Allow,Common,1,10000,,0,5001,,,5000,,,,0,0,,,,,,0,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
132633,0,291000013263,,Common,,0,0,,None,0,0,Allow,Common,1,10000,,0,20001,,,,,,,0,0,,Icon_Skill_Active_13263,,,,783000132633,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
142321,0,291000014232,Silence,Silence,,0,731000003723,,None,0,0,Allow,Common,1,10000,,0,5000,,,,,,,1,0,,Icon_Skill_Active_14232,,,,731000003723,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
142331,0,781000142331,,Common,,0,782000142331,9001,None,0,0,Allow,Common,1,10000,,0,60001,,,,,,,0,0,,Icon_Skill_Active_14233,,,,783000142331,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
142421,0,291000014242,,Common,,0,782000142421,,None,0,0,Allow,Common,1,10000,,0,5000,,,,,,,0,0,,,,,,0,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
142422,0,291000014242,,Common,,0,782000142422,,None,0,0,Allow,Common,1,10000,,0,5000,,,,,,,0,0,,Icon_Skill_Active_14242,,,,782000142422,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
142531,0,291000014253,,Common,,0,782000142531,,None,0,0,Allow,Common,1,10000,,0,30001,,,,,,,0,0,,Icon_Skill_Active_14253,,,,783000142531,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
142631,0,781000142631,,Common,,0,782000142631,,None,0,0,Allow,Common,1,10000,,0,40001,,,,,,,0,0,,Icon_Skill_Active_14263,,,,783000142631,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
172035,,781000172035,,,,,0,,None,0,0,Allow,Common,1,10000,,0,30000,,,,,,,0,0,,Icon_Buff_CCImmune,,,,782000172035,1,,0,,,0,,0,,,0,
200000,0,781000200000,,,,0,781000200000,,None,0,0,Allow,Common,1,10000,SkillStart,0,2000,,,,100001,,,0,0,,Icon_Buff_Invincible,,,,783000100001,1,,0,,,0,,0,,,0,
200001,0,781000200001,,Common,,0,782000200001,,None,0,0,Allow,Common,1,10000,RoomOut,1,180000,,,,100003,,,0,0,,Buff_Siege_Altar_03,,,,783000200001,1,,0,,,0,,0,,,0,
200002,0,781000200002,,Common,,0,782000200002,,None,0,0,Allow,Common,1,10000,RoomOut,1,180000,,,,100003,,,0,0,,Buff_Siege_Altar_01,,,,783000200002,1,,0,,,0,,0,,,0,
200003,1,781000200003,,,,1,782000200003,200003,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,,,783000200003,1,,0,,,0,,0,,,0,
200004,2,781000200003,,,,2,782000200003,200003,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,,,782000300004,1,,0,,,0,,0,,,0,
200005,3,781000200003,,,,3,782000200003,200003,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,,,782000300005,1,,0,,,0,,0,,,0,
200006,4,781000200003,,,,4,782000200003,200003,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,,,783000200006,1,,0,,,0,,0,,,0,
200007,5,781000200003,,,,5,782000200003,200003,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,,,783000200007,1,,0,,,0,,0,,,0,
200008,6,781000200003,,,,6,782000200003,200003,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,,,783000200008,1,,0,,,0,,0,,,0,
200009,7,781000200003,,,,7,782000200003,200003,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,,,783000200009,1,,0,,,0,,0,,,0,
212311,0,291000021231,,Common,,0,782000212311,,None,0,0,Allow,Common,1,10000,,0,3002,,,,,,,0,0,,Icon_Skill_Passive_21231,,,,293000021111,0,,0,,,0,,0,,,0,
212512,0,291000021251,,Common,,0,652000000019,,None,0,0,Allow,Common,1,10000,,0,6002,,,,,,,0,0,,Icon_Skill_Passive_21251,,,,293000021111,0,,0,,,0,,0,,,0,
212611,0,291000021261,Aura,Common,,0,652000000028,,None,1,0,Allow,Common,1,10000,,1,0,,,,,,,0,0,,Icon_Skill_Passive_21261,,,,783000212611,1,,0,,,0,,0,,,0,
212621,0,781000212621,,Common,,0,781000212621,,None,0,0,Allow,Common,1,10000,ManaExhaustion,1,0,,,,,,,0,0,,Icon_Skill_Passive_21262,,,,783000030010,1,,0,,,0,,0,,,0,
242121,0,291000024212,,Common,,0,782000242121,,None,0,0,Allow,Common,1,10000,,1,1002,,,,,,,0,0,,Icon_Skill_Active_24212,,,,783000242121,0,,0,,,0,,0,,,0,
242231,0,291000024223,,Common,,0,782000242231,,None,0,0,Allow,Common,1,10000,,0,6502,,,,,,,0,0,,Icon_Skill_Passive_24223,,,,783000242231,0,,0,,,0,,0,,,0,
242321,0,781000242321,,Common,,0,782000242321,,None,0,0,Allow,Common,1,10000,,1,6002,,,,,,,0,0,,Icon_Skill_Passive_24232,,,,783000122431,0,,0,,,0,,0,,,0,
242331,0,781000142331,Poison,Common,,0,782000242331,,None,0,0,Allow,Common,1,10000,,0,10001,,,500,,,,1,0,,Icon_Skill_Active_14233,,,,783000242331,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
242421,0,781000242421,,Stun,,0,782000242421,1002,None,0,0,Allow,Common,1,10000,,0,500,,,,1,,5000,1,0,,Icon_Skill_Active_24242,,,,782000001011,0,,0,,,0,,0,,,0,
242521,,781000242521,,Common,,,781000242521,,None,0,0,Allow,Common,1,10000,,0,6002,Missed,1,,,,,0,0,,Icon_Skill_Passive_24252,,,,783000242521,0,,0,,,0,,0,,,0,
300001,0,781000300001,,,,0,782000300001,,None,0,0,Allow,Common,1,10000,GuildOut,1,0,,,,,,,0,0,,Icon_Buff_CastleSIegeLocal,,,,783000300001,1,,0,,,0,,0,,,0,
300002,0,781000300002,,,,0,782000300002,,None,0,0,Allow,Common,1,10000,GuildOut,1,0,,,,,,,0,0,,Icon_Buff_CastleSIegeGlobal,,,,783000300002,1,,0,,,0,,0,,,0,
300003,0,781000300003,,,,0,782000300003,,None,0,0,Allow,Common,1,10000,GuildOut,1,0,,,,,,,0,0,,Icon_Buff_CastleSIegeGlobal,,,,783000300003,1,,0,,,0,,0,,,0,
300004,0,781000300004,,,,0,782000300004,,None,0,0,Allow,Common,1,10000,GuildOut,1,0,,,,,,,0,0,,Icon_Buff_CastleSIegeGlobal,,,,783000300004,1,,0,,,0,,0,,,0,
300005,0,781000300005,,,,0,782000300005,,None,0,0,Allow,Common,1,10000,GuildOut,1,0,,,,,,,0,0,,Icon_Buff_CastleSIegeGlobal,,,,783000300005,1,,0,,,0,,0,,,0,
300141,,781000030014,,Common,,,0,,None,0,0,Allow,Common,1,10000,,0,5000,,,1000,,300141,,1,0,,Icon_Skill_Unique_30007,,,,783000300141,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
300151,,781000030015,,,,,0,,None,0,0,Deny,Common,1,10000,,0,6000,,,,,,,0,0,,Icon_Skill_Unique_30010,,,,783000300151,0,,0,,,0,,0,,,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld"
301001,0,781000301001,,,,0,782000301001,,None,0,0,Allow,Common,1,10000,GuildOut,1,0,,,,,,,0,0,,Icon_Buff_FortressSIegeLocal,,,,783000301001,1,,0,,,0,,0,,,0,
301002,0,781000301002,,,,0,782000301002,,None,0,0,Allow,Common,1,10000,GuildOut,1,0,,,,,,,0,0,,Icon_Buff_FortressSIegeGlobal,,,,783000301002,1,,0,,,0,,0,,,0,
301003,0,781000301003,,,,0,782000301003,,None,0,0,Allow,Common,1,10000,GuildOut,1,0,,,,,,,0,0,,Icon_Buff_FortressSIegeGlobal,,,,783000301003,1,,0,,,0,,0,,,0,
301004,0,781000301004,,,,0,782000301002,,None,0,0,Allow,Common,1,10000,GuildOut,1,0,,,,,,,0,0,,Icon_Buff_FortressSIegeGlobal,,,,783000301004,1,,0,,,0,,0,,,0,
301005,0,781000301005,,,,0,782000301003,,None,0,0,Allow,Common,1,10000,GuildOut,1,0,,,,,,,0,0,,Icon_Buff_FortressSIegeGlobal,,,,783000301005,1,,0,,,0,,0,,,0,
301006,0,781000301006,,,,0,782000301008,,None,0,0,Allow,Common,1,10000,GuildOut,1,0,,,,,,,0,0,,Icon_Buff_FortressSIegeGlobal,,,,783000301006,1,,0,,,0,,0,,,0,
301007,0,781000301007,,,,0,782000301009,,None,0,0,Allow,Common,1,10000,GuildOut,1,0,,,,,,,0,0,,Icon_Buff_FortressSIegeGlobal,,,,783000301007,1,,0,,,0,,0,,,0,
301008,0,781000301008,,,,0,782000301008,,None,0,0,Allow,Common,1,10000,GuildOut,1,0,,,,,,,0,0,,Icon_Buff_FortressSIegeGlobal,,,,783000301008,1,,0,,,0,,0,,,0,
301009,0,781000301009,,,,0,782000301009,,None,0,0,Allow,Common,1,10000,GuildOut,1,0,,,,,,,0,0,,Icon_Buff_FortressSIegeGlobal,,,,783000301009,1,,0,,,0,,0,,,0,
301010,0,781000301010,,,,0,782000301004,,None,0,0,Allow,Common,1,10000,GuildOut,1,0,,,,,,,0,0,,Icon_Buff_FortressSIegeGlobal,,,,783000301010,1,,0,,,0,,0,,,0,
301011,0,781000301011,,,,0,782000301011,,None,0,0,Allow,Common,1,10000,GuildOut,1,0,,,,,,,0,0,,Icon_Buff_FortressSIegeGlobal,,,,783000301011,1,,0,,,0,,0,,,0,
301012,0,781000301014,,,,0,782000301004,,None,0,0,Allow,Common,1,10000,GuildOut,1,0,,,,,,,0,0,,Icon_Buff_FortressSIegeGlobal,,,,783000301012,1,,0,,,0,,0,,,0,
301013,0,781000301012,,,,0,782000301011,,None,0,0,Allow,Common,1,10000,GuildOut,1,0,,,,,,,0,0,,Icon_Buff_FortressSIegeGlobal,,,,783000301013,1,,0,,,0,,0,,,0,
301014,0,781000301013,,,,0,782000301016,,None,0,0,Allow,Common,1,10000,GuildOut,1,0,,,,,,,0,0,,Icon_Buff_FortressSIegeGlobal,,,,783000301014,1,,0,,,0,,0,,,0,
301015,0,781000301015,,,,0,782000301015,,None,0,0,Allow,Common,1,10000,GuildOut,1,0,,,,,,,0,0,,Icon_Buff_FortressSIegeGlobal,,,,783000301015,1,,0,,,0,,0,,,0,
