Id,NameKey,DescKey,EffectType,EffectParamMin,EffectParamMax,EffectParamGrowth,OptionGroup,SelectedRate
10205408,292000040007,0,AttackSpeedMul,743,743,1,10205401,2
10205409,91000000043,0,HPStealRate,63,63,1,10205401,1
10205410,91000000039,0,ExpGainRate,316,316,1,10205401,2
10205411,91000000060,0,AdenaGainRate,316,316,1,10205401,2
10205412,0,0,MPCostMul,1,1,1,10205401,
10205413,0,0,MPCostMul,1,1,1,10205401,
10205414,0,0,MPCostMul,1,1,1,10205401,
10205415,0,0,MPCostMul,1,1,1,10205401,
10205416,0,0,MPCostMul,1,1,1,10205401,
10205417,0,0,MPCostMul,1,1,1,10205401,
10205418,0,0,MPCostMul,1,1,1,10205401,
10205419,0,0,MPCostMul,1,1,1,10205401,
10205420,0,0,MPCostMul,1,1,1,10205401,
10205501,91000000001,0,AttackPowerPhy,1132,1132,1,10205501,2
10205502,91000000002,0,AttackPowerMag,1132,1132,1,10205501,2
10205503,91000000081,0,Penetration,1014,1014,1,10205501,2
10205504,292000040071,0,CriticalValue,1936,1936,1,10205501,2
10205505,292000040008,0,CriticalDamageMul,1069,1069,1,10205501,2
10205506,91000000024,0,HitValue,1154,1154,1,10205501,2
10205507,91000000031,0,AddIgnoreDefenseDamage,20,20,1,10205501,1
10205508,292000040007,0,AttackSpeedMul,1295,1295,1,10205501,2
10205509,91000000043,0,HPStealRate,104,104,1,10205501,1
10205510,91000000039,0,ExpGainRate,544,544,1,10205501,2
10205511,91000000060,0,AdenaGainRate,544,544,1,10205501,2
10205512,0,0,MPCostMul,1,1,1,10205501,
10205513,0,0,MPCostMul,1,1,1,10205501,
10205514,0,0,MPCostMul,1,1,1,10205501,
10205515,0,0,MPCostMul,1,1,1,10205501,
10205516,0,0,MPCostMul,1,1,1,10205501,
10205517,0,0,MPCostMul,1,1,1,10205501,
10205518,0,0,MPCostMul,1,1,1,10205501,
10205519,0,0,MPCostMul,1,1,1,10205501,
10205520,0,0,MPCostMul,1,1,1,10205501,
10205601,731000002514,0,AttackPowerPhy,2153,2153,1,10205601,2
10205602,731000001478,0,AttackPowerMag,2153,2153,1,10205601,2
10205603,91000000081,0,Penetration,1937,1937,1,10205601,2
10205604,731000000639,0,CriticalValue,3705,3705,1,10205601,2
10205605,731000000637,0,CriticalDamageMul,2036,2036,1,10205601,2
10205606,731000000162,0,HitValue,2190,2190,1,10205601,2
10205607,292000040030,0,AddIgnoreDefenseDamage,39,39,1,10205601,1
10205608,731000000635,0,AttackSpeedMul,1440,1440,1,10205601,2
10205609,731000000655,0,HPStealRate,117,117,1,10205601,1
10205610,292000040061,0,ExpGainRate,600,600,1,10205601,2
10205611,292000040062,0,AdenaGainRate,600,600,1,10205601,2
10205612,0,0,MPCostMul,1,1,1,10205601,
10205613,0,0,MPCostMul,1,1,1,10205601,
10205614,0,0,MPCostMul,1,1,1,10205601,
10205615,0,0,MPCostMul,1,1,1,10205601,
10205616,0,0,MPCostMul,1,1,1,10205601,
10205617,0,0,MPCostMul,1,1,1,10205601,
10205618,0,0,MPCostMul,1,1,1,10205601,
10205619,0,0,MPCostMul,1,1,1,10205601,
10205620,0,0,MPCostMul,1,1,1,10205601,
10206201,91000000001,0,AttackPowerPhy,44,44,1,10206201,2
10206202,91000000002,0,AttackPowerMag,44,44,1,10206201,2
10206203,91000000081,0,Penetration,31,31,1,10206201,2
10206204,292000040071,0,CriticalValue,53,53,1,10206201,2
10206205,292000040008,0,CriticalDamageMul,38,38,1,10206201,2
10206206,91000000024,0,HitValue,50,50,1,10206201,2
10206207,91000000031,0,AddIgnoreDefenseDamage,1,1,1,10206201,1
10206208,292000040007,0,AttackSpeedMul,190,190,1,10206201,2
10206209,91000000043,0,HPStealRate,22,22,1,10206201,1
10206210,91000000039,0,ExpGainRate,89,89,1,10206201,2
10206211,91000000060,0,AdenaGainRate,89,89,1,10206201,2
10206212,0,0,MPCostMul,1,1,1,10206201,
10206213,0,0,MPCostMul,1,1,1,10206201,
10206214,0,0,MPCostMul,1,1,1,10206201,
10206215,0,0,MPCostMul,1,1,1,10206201,
10206216,0,0,MPCostMul,1,1,1,10206201,
10206217,0,0,MPCostMul,1,1,1,10206201,
10206218,0,0,MPCostMul,1,1,1,10206201,
10206219,0,0,MPCostMul,1,1,1,10206201,
10206220,0,0,MPCostMul,1,1,1,10206201,
10206301,91000000001,0,AttackPowerPhy,125,125,1,10206301,2
10206302,91000000002,0,AttackPowerMag,125,125,1,10206301,2
10206303,91000000081,0,Penetration,104,104,1,10206301,2
10206304,292000040071,0,CriticalValue,193,193,1,10206301,2
10206305,292000040008,0,CriticalDamageMul,115,115,1,10206301,2
10206306,91000000024,0,HitValue,133,133,1,10206301,2
10206307,91000000031,0,AddIgnoreDefenseDamage,2,2,1,10206301,1
10206308,292000040007,0,AttackSpeedMul,374,374,1,10206301,2
10206309,91000000043,0,HPStealRate,35,35,1,10206301,1
10206310,91000000039,0,ExpGainRate,165,165,1,10206301,2
10206311,91000000060,0,AdenaGainRate,165,165,1,10206301,2
10206312,0,0,MPCostMul,1,1,1,10206301,
10206313,0,0,MPCostMul,1,1,1,10206301,
10206314,0,0,MPCostMul,1,1,1,10206301,
10206315,0,0,MPCostMul,1,1,1,10206301,
10206316,0,0,MPCostMul,1,1,1,10206301,
10206317,0,0,MPCostMul,1,1,1,10206301,
10206318,0,0,MPCostMul,1,1,1,10206301,
10206319,0,0,MPCostMul,1,1,1,10206301,
10206320,0,0,MPCostMul,1,1,1,10206301,
10206401,91000000001,0,AttackPowerPhy,415,415,1,10206401,2
10206402,91000000002,0,AttackPowerMag,415,415,1,10206401,2
10206403,91000000081,0,Penetration,366,366,1,10206401,2
10206404,292000040071,0,CriticalValue,695,695,1,10206401,2
10206405,292000040008,0,CriticalDamageMul,389,389,1,10206401,2
10206406,91000000024,0,HitValue,427,427,1,10206401,2
10206407,91000000031,0,AddIgnoreDefenseDamage,8,8,1,10206401,1
10206408,292000040007,0,AttackSpeedMul,743,743,1,10206401,2
10206409,91000000043,0,HPStealRate,63,63,1,10206401,1
10206410,91000000039,0,ExpGainRate,316,316,1,10206401,2
10206411,91000000060,0,AdenaGainRate,316,316,1,10206401,2
10206412,0,0,MPCostMul,1,1,1,10206401,
10206413,0,0,MPCostMul,1,1,1,10206401,
10206414,0,0,MPCostMul,1,1,1,10206401,
10206415,0,0,MPCostMul,1,1,1,10206401,
10206416,0,0,MPCostMul,1,1,1,10206401,
10206417,0,0,MPCostMul,1,1,1,10206401,
10206418,0,0,MPCostMul,1,1,1,10206401,
10206419,0,0,MPCostMul,1,1,1,10206401,
10206420,0,0,MPCostMul,1,1,1,10206401,
10206501,91000000001,0,AttackPowerPhy,1132,1132,1,10206501,2
10206502,91000000002,0,AttackPowerMag,1132,1132,1,10206501,2
10206503,91000000081,0,Penetration,1014,1014,1,10206501,2
10206504,292000040071,0,CriticalValue,1936,1936,1,10206501,2
10206505,292000040008,0,CriticalDamageMul,1069,1069,1,10206501,2
10206506,91000000024,0,HitValue,1154,1154,1,10206501,2
10206507,91000000031,0,AddIgnoreDefenseDamage,20,20,1,10206501,1
10206508,292000040007,0,AttackSpeedMul,1295,1295,1,10206501,2
10206509,91000000043,0,HPStealRate,104,104,1,10206501,1
10206510,91000000039,0,ExpGainRate,544,544,1,10206501,2
10206511,91000000060,0,AdenaGainRate,544,544,1,10206501,2
10206512,0,0,MPCostMul,1,1,1,10206501,
10206513,0,0,MPCostMul,1,1,1,10206501,
10206514,0,0,MPCostMul,1,1,1,10206501,
10206515,0,0,MPCostMul,1,1,1,10206501,
10206516,0,0,MPCostMul,1,1,1,10206501,
10206517,0,0,MPCostMul,1,1,1,10206501,
10206518,0,0,MPCostMul,1,1,1,10206501,
10206519,0,0,MPCostMul,1,1,1,10206501,
10206520,0,0,MPCostMul,1,1,1,10206501,
10206601,731000002514,0,AttackPowerPhy,2153,2153,1,10206601,2
10206602,731000001478,0,AttackPowerMag,2153,2153,1,10206601,2
10206603,91000000081,0,Penetration,1937,1937,1,10206601,2
10206604,731000000639,0,CriticalValue,3705,3705,1,10206601,2
10206605,731000000637,0,CriticalDamageMul,2036,2036,1,10206601,2
10206606,731000000162,0,HitValue,2190,2190,1,10206601,2
10206607,292000040030,0,AddIgnoreDefenseDamage,39,39,1,10206601,1
10206608,731000000635,0,AttackSpeedMul,1440,1440,1,10206601,2
10206609,731000000655,0,HPStealRate,117,117,1,10206601,1
10206610,292000040061,0,ExpGainRate,600,600,1,10206601,2
10206611,292000040062,0,AdenaGainRate,600,600,1,10206601,2
10206612,0,0,MPCostMul,1,1,1,10206601,
10206613,0,0,MPCostMul,1,1,1,10206601,
10206614,0,0,MPCostMul,1,1,1,10206601,
10206615,0,0,MPCostMul,1,1,1,10206601,
10206616,0,0,MPCostMul,1,1,1,10206601,
10206617,0,0,MPCostMul,1,1,1,10206601,
10206618,0,0,MPCostMul,1,1,1,10206601,
10206619,0,0,MPCostMul,1,1,1,10206601,
10206620,0,0,MPCostMul,1,1,1,10206601,
10301201,91000000001,0,AttackPowerPhy,42,42,1,10301201,2
10301202,91000000002,0,AttackPowerMag,42,42,1,10301201,2
10301203,91000000081,0,Penetration,25,25,1,10301201,2
10301204,292000040071,0,CriticalValue,42,42,1,10301201,2
10301205,292000040008,0,CriticalDamageMul,30,30,1,10301201,2
10301206,91000000024,0,HitValue,40,40,1,10301201,2
10301207,91000000031,0,AddIgnoreDefenseDamage,1,1,1,10301201,1
10301208,292000040007,0,AttackSpeedMul,152,152,1,10301201,2
10301209,91000000043,0,HPStealRate,20,20,1,10301201,1
10301210,91000000039,0,ExpGainRate,80,80,1,10301201,2
10301211,91000000060,0,AdenaGainRate,80,80,1,10301201,2
10301212,0,0,MPCostMul,1,1,1,10301201,0
10301213,0,0,MPCostMul,1,1,1,10301201,0
10301214,0,0,MPCostMul,1,1,1,10301201,0
10301215,0,0,MPCostMul,1,1,1,10301201,0
10301216,0,0,MPCostMul,1,1,1,10301201,0
10301217,0,0,MPCostMul,1,1,1,10301201,0
10301218,0,0,MPCostMul,1,1,1,10301201,0
10301219,0,0,MPCostMul,1,1,1,10301201,0
10301220,0,0,MPCostMul,1,1,1,10301201,0
10301301,91000000001,0,AttackPowerPhy,119,119,1,10301301,2
10301302,91000000002,0,AttackPowerMag,119,119,1,10301301,2
10301303,91000000081,0,Penetration,83,83,1,10301301,2
10301304,292000040071,0,CriticalValue,155,155,1,10301301,2
10301305,292000040008,0,CriticalDamageMul,92,92,1,10301301,2
10301306,91000000024,0,HitValue,106,106,1,10301301,2
10301307,91000000031,0,AddIgnoreDefenseDamage,2,2,1,10301301,1
10301308,292000040007,0,AttackSpeedMul,299,299,1,10301301,2
10301309,91000000043,0,HPStealRate,32,32,1,10301301,1
10301310,91000000039,0,ExpGainRate,148,148,1,10301301,2
10301311,91000000060,0,AdenaGainRate,148,148,1,10301301,2
10301312,0,0,MPCostMul,1,1,1,10301301,0
10301313,0,0,MPCostMul,1,1,1,10301301,0
10301314,0,0,MPCostMul,1,1,1,10301301,0
10301315,0,0,MPCostMul,1,1,1,10301301,0
10301316,0,0,MPCostMul,1,1,1,10301301,0
10301317,0,0,MPCostMul,1,1,1,10301301,0
10301318,0,0,MPCostMul,1,1,1,10301301,0
10301319,0,0,MPCostMul,1,1,1,10301301,0
10301320,0,0,MPCostMul,1,1,1,10301301,0
10301401,91000000001,0,AttackPowerPhy,395,395,1,10301401,2
10301402,91000000002,0,AttackPowerMag,395,395,1,10301401,2
10301403,91000000081,0,Penetration,293,293,1,10301401,2
10301404,292000040071,0,CriticalValue,556,556,1,10301401,2
10301405,292000040008,0,CriticalDamageMul,312,312,1,10301401,2
10301406,91000000024,0,HitValue,342,342,1,10301401,2
10301407,91000000031,0,AddIgnoreDefenseDamage,6,6,1,10301401,1
10301408,292000040007,0,AttackSpeedMul,594,594,1,10301401,2
10301409,91000000043,0,HPStealRate,57,57,1,10301401,1
10301410,91000000039,0,ExpGainRate,285,285,1,10301401,2
10301411,91000000060,0,AdenaGainRate,285,285,1,10301401,2
10301412,0,0,MPCostMul,1,1,1,10301401,0
10301413,0,0,MPCostMul,1,1,1,10301401,0
10301414,0,0,MPCostMul,1,1,1,10301401,0
10301415,0,0,MPCostMul,1,1,1,10301401,0
10301416,0,0,MPCostMul,1,1,1,10301401,0
10301417,0,0,MPCostMul,1,1,1,10301401,0
10301418,0,0,MPCostMul,1,1,1,10301401,0
10301419,0,0,MPCostMul,1,1,1,10301401,0
10301420,0,0,MPCostMul,1,1,1,10301401,0
10301501,91000000001,0,AttackPowerPhy,1075,1075,1,10301501,2
10301502,91000000002,0,AttackPowerMag,1075,1075,1,10301501,2
10301503,91000000081,0,Penetration,811,811,1,10301501,2
10301504,292000040071,0,CriticalValue,1549,1549,1,10301501,2
10301505,292000040008,0,CriticalDamageMul,855,855,1,10301501,2
10301506,91000000024,0,HitValue,923,923,1,10301501,2
10301507,91000000031,0,AddIgnoreDefenseDamage,16,16,1,10301501,1
10301508,292000040007,0,AttackSpeedMul,1036,1036,1,10301501,2
10301509,91000000043,0,HPStealRate,94,94,1,10301501,1
10301510,91000000039,0,ExpGainRate,490,490,1,10301501,2
10301511,91000000060,0,AdenaGainRate,490,490,1,10301501,2
10301512,0,0,MPCostMul,1,1,1,10301501,0
10301513,0,0,MPCostMul,1,1,1,10301501,0
10301514,0,0,MPCostMul,1,1,1,10301501,0
10301515,0,0,MPCostMul,1,1,1,10301501,0
10301516,0,0,MPCostMul,1,1,1,10301501,0
10301517,0,0,MPCostMul,1,1,1,10301501,0
10301518,0,0,MPCostMul,1,1,1,10301501,0
10301519,0,0,MPCostMul,1,1,1,10301501,0
10301520,0,0,MPCostMul,1,1,1,10301501,0
10301601,731000002514,0,AttackPowerPhy,2045,2045,1,10301601,2
10301602,731000001478,0,AttackPowerMag,2045,2045,1,10301601,2
10301603,91000000081,0,Penetration,1549,1549,1,10301601,2
10301604,731000000639,0,CriticalValue,2964,2964,1,10301601,2
10301605,731000000637,0,CriticalDamageMul,1629,1629,1,10301601,2
10301606,731000000162,0,HitValue,1752,1752,1,10301601,2
10301607,292000040030,0,AddIgnoreDefenseDamage,31,31,1,10301601,1
10301608,731000000635,0,AttackSpeedMul,1152,1152,1,10301601,2
10301609,731000000655,0,HPStealRate,105,105,1,10301601,1
10301610,292000040061,0,ExpGainRate,540,540,1,10301601,2
10301611,292000040062,0,AdenaGainRate,540,540,1,10301601,2
10301612,0,0,MPCostMul,1,1,1,10301601,
10301613,0,0,MPCostMul,1,1,1,10301601,
10301614,0,0,MPCostMul,1,1,1,10301601,
10301615,0,0,MPCostMul,1,1,1,10301601,
10301616,0,0,MPCostMul,1,1,1,10301601,
10301617,0,0,MPCostMul,1,1,1,10301601,
10301618,0,0,MPCostMul,1,1,1,10301601,
10301619,0,0,MPCostMul,1,1,1,10301601,
10301620,0,0,MPCostMul,1,1,1,10301601,
10302201,91000000001,0,AttackPowerPhy,40,40,1,10302201,2
10302202,91000000002,0,AttackPowerMag,40,40,1,10302201,2
10302203,91000000081,0,Penetration,25,25,1,10302201,2
10302204,292000040071,0,CriticalValue,48,48,1,10302201,2
10302205,292000040008,0,CriticalDamageMul,34,34,1,10302201,2
10302206,91000000024,0,HitValue,45,45,1,10302201,2
10302207,91000000031,0,AddIgnoreDefenseDamage,1,1,1,10302201,1
10302208,292000040007,0,AttackSpeedMul,171,171,1,10302201,2
10302209,91000000043,0,HPStealRate,17,17,1,10302201,1
10302210,91000000039,0,ExpGainRate,80,80,1,10302201,2
10302211,91000000060,0,AdenaGainRate,80,80,1,10302201,2
10302212,0,0,MPCostMul,1,1,1,10302201,0
10302213,0,0,MPCostMul,1,1,1,10302201,0
10302214,0,0,MPCostMul,1,1,1,10302201,0
10302215,0,0,MPCostMul,1,1,1,10302201,0
10302216,0,0,MPCostMul,1,1,1,10302201,0
10302217,0,0,MPCostMul,1,1,1,10302201,0
10302218,0,0,MPCostMul,1,1,1,10302201,0
10302219,0,0,MPCostMul,1,1,1,10302201,0
10302220,0,0,MPCostMul,1,1,1,10302201,0
10302301,91000000001,0,AttackPowerPhy,113,113,1,10302301,2
10302302,91000000002,0,AttackPowerMag,113,113,1,10302301,2
10302303,91000000081,0,Penetration,83,83,1,10302301,2
10302304,292000040071,0,CriticalValue,174,174,1,10302301,2
10302305,292000040008,0,CriticalDamageMul,103,103,1,10302301,2
10302306,91000000024,0,HitValue,119,119,1,10302301,2
10302307,91000000031,0,AddIgnoreDefenseDamage,2,2,1,10302301,1
10302308,292000040007,0,AttackSpeedMul,336,336,1,10302301,2
10302309,91000000043,0,HPStealRate,28,28,1,10302301,1
10302310,91000000039,0,ExpGainRate,148,148,1,10302301,2
10302311,91000000060,0,AdenaGainRate,148,148,1,10302301,2
10302312,0,0,MPCostMul,1,1,1,10302301,0
10302313,0,0,MPCostMul,1,1,1,10302301,0
10302314,0,0,MPCostMul,1,1,1,10302301,0
10302315,0,0,MPCostMul,1,1,1,10302301,0
10302316,0,0,MPCostMul,1,1,1,10302301,0
10302317,0,0,MPCostMul,1,1,1,10302301,0
10302318,0,0,MPCostMul,1,1,1,10302301,0
10302319,0,0,MPCostMul,1,1,1,10302301,0
10302320,0,0,MPCostMul,1,1,1,10302301,0
10302401,91000000001,0,AttackPowerPhy,374,374,1,10302401,2
10302402,91000000002,0,AttackPowerMag,374,374,1,10302401,2
10302403,91000000081,0,Penetration,293,293,1,10302401,2
10302404,292000040071,0,CriticalValue,626,626,1,10302401,2
10302405,292000040008,0,CriticalDamageMul,350,350,1,10302401,2
10302406,91000000024,0,HitValue,384,384,1,10302401,2
10302407,91000000031,0,AddIgnoreDefenseDamage,6,6,1,10302401,1
10302408,292000040007,0,AttackSpeedMul,669,669,1,10302401,2
10302409,91000000043,0,HPStealRate,50,50,1,10302401,1
10302410,91000000039,0,ExpGainRate,285,285,1,10302401,2
10302411,91000000060,0,AdenaGainRate,285,285,1,10302401,2
10302412,0,0,MPCostMul,1,1,1,10302401,0
10302413,0,0,MPCostMul,1,1,1,10302401,0
10302414,0,0,MPCostMul,1,1,1,10302401,0
10302415,0,0,MPCostMul,1,1,1,10302401,0
10302416,0,0,MPCostMul,1,1,1,10302401,0
10302417,0,0,MPCostMul,1,1,1,10302401,0
10302418,0,0,MPCostMul,1,1,1,10302401,0
10302419,0,0,MPCostMul,1,1,1,10302401,0
10302420,0,0,MPCostMul,1,1,1,10302401,0
10302501,91000000001,0,AttackPowerPhy,1019,1019,1,10302501,2
10302502,91000000002,0,AttackPowerMag,1019,1019,1,10302501,2
10302503,91000000081,0,Penetration,811,811,1,10302501,2
10302504,292000040071,0,CriticalValue,1743,1743,1,10302501,2
10302505,292000040008,0,CriticalDamageMul,962,962,1,10302501,2
10302506,91000000024,0,HitValue,1039,1039,1,10302501,2
10302507,91000000031,0,AddIgnoreDefenseDamage,16,16,1,10302501,1
10302508,292000040007,0,AttackSpeedMul,1165,1165,1,10302501,2
10302509,91000000043,0,HPStealRate,83,83,1,10302501,1
10302510,91000000039,0,ExpGainRate,490,490,1,10302501,2
10302511,91000000060,0,AdenaGainRate,490,490,1,10302501,2
10302512,0,0,MPCostMul,1,1,1,10302501,0
10302513,0,0,MPCostMul,1,1,1,10302501,0
10302514,0,0,MPCostMul,1,1,1,10302501,0
10302515,0,0,MPCostMul,1,1,1,10302501,0
10302516,0,0,MPCostMul,1,1,1,10302501,0
10302517,0,0,MPCostMul,1,1,1,10302501,0
10302518,0,0,MPCostMul,1,1,1,10302501,0
10302519,0,0,MPCostMul,1,1,1,10302501,0
10302520,0,0,MPCostMul,1,1,1,10302501,0
10302601,731000002514,0,AttackPowerPhy,1938,1938,1,10302601,2
10302602,731000001478,0,AttackPowerMag,1938,1938,1,10302601,2
10302603,91000000081,0,Penetration,1549,1549,1,10302601,2
10302604,731000000639,0,CriticalValue,3335,3335,1,10302601,2
10302605,731000000637,0,CriticalDamageMul,1833,1833,1,10302601,2
10302606,731000000162,0,HitValue,1971,1971,1,10302601,2
10302607,292000040030,0,AddIgnoreDefenseDamage,31,31,1,10302601,1
10302608,731000000635,0,AttackSpeedMul,1296,1296,1,10302601,2
10302609,731000000655,0,HPStealRate,93,93,1,10302601,1
10302610,292000040061,0,ExpGainRate,540,540,1,10302601,2
10302611,292000040062,0,AdenaGainRate,540,540,1,10302601,2
10302612,0,0,MPCostMul,1,1,1,10302601,
10302613,0,0,MPCostMul,1,1,1,10302601,
10302614,0,0,MPCostMul,1,1,1,10302601,
10302615,0,0,MPCostMul,1,1,1,10302601,
10302616,0,0,MPCostMul,1,1,1,10302601,
10302617,0,0,MPCostMul,1,1,1,10302601,
10302618,0,0,MPCostMul,1,1,1,10302601,
10302619,0,0,MPCostMul,1,1,1,10302601,
10302620,0,0,MPCostMul,1,1,1,10302601,
10303201,91000000001,0,AttackPowerPhy,42,42,1,10303201,2
10303202,91000000002,0,AttackPowerMag,42,42,1,10303201,2
10303203,91000000081,0,Penetration,28,28,1,10303201,2
10303204,292000040071,0,CriticalValue,48,48,1,10303201,2
10303205,292000040008,0,CriticalDamageMul,34,34,1,10303201,2
10303206,91000000024,0,HitValue,45,45,1,10303201,2
10303207,91000000031,0,AddIgnoreDefenseDamage,1,1,1,10303201,1
10303208,292000040007,0,AttackSpeedMul,171,171,1,10303201,2
10303209,91000000043,0,HPStealRate,17,17,1,10303201,1
10303210,91000000039,0,ExpGainRate,80,80,1,10303201,2
10303211,91000000060,0,AdenaGainRate,80,80,1,10303201,2
10303212,0,0,MPCostMul,1,1,1,10303201,0
10303213,0,0,MPCostMul,1,1,1,10303201,0
10303214,0,0,MPCostMul,1,1,1,10303201,0
10303215,0,0,MPCostMul,1,1,1,10303201,0
10303216,0,0,MPCostMul,1,1,1,10303201,0
10303217,0,0,MPCostMul,1,1,1,10303201,0
10303218,0,0,MPCostMul,1,1,1,10303201,0
10303219,0,0,MPCostMul,1,1,1,10303201,0
10303220,0,0,MPCostMul,1,1,1,10303201,0
10303301,91000000001,0,AttackPowerPhy,119,119,1,10303301,2
10303302,91000000002,0,AttackPowerMag,119,119,1,10303301,2
10303303,91000000081,0,Penetration,93,93,1,10303301,2
10303304,292000040071,0,CriticalValue,174,174,1,10303301,2
10303305,292000040008,0,CriticalDamageMul,103,103,1,10303301,2
10303306,91000000024,0,HitValue,119,119,1,10303301,2
10303307,91000000031,0,AddIgnoreDefenseDamage,2,2,1,10303301,1
10303308,292000040007,0,AttackSpeedMul,336,336,1,10303301,2
10303309,91000000043,0,HPStealRate,28,28,1,10303301,1
10303310,91000000039,0,ExpGainRate,148,148,1,10303301,2
10303311,91000000060,0,AdenaGainRate,148,148,1,10303301,2
10303312,0,0,MPCostMul,1,1,1,10303301,0
10303313,0,0,MPCostMul,1,1,1,10303301,0
10303314,0,0,MPCostMul,1,1,1,10303301,0
10303315,0,0,MPCostMul,1,1,1,10303301,0
10303316,0,0,MPCostMul,1,1,1,10303301,0
10303317,0,0,MPCostMul,1,1,1,10303301,0
10303318,0,0,MPCostMul,1,1,1,10303301,0
10303319,0,0,MPCostMul,1,1,1,10303301,0
10303320,0,0,MPCostMul,1,1,1,10303301,0
10303401,91000000001,0,AttackPowerPhy,395,395,1,10303401,2
10303402,91000000002,0,AttackPowerMag,395,395,1,10303401,2
10303403,91000000081,0,Penetration,329,329,1,10303401,2
10303404,292000040071,0,CriticalValue,626,626,1,10303401,2
10303405,292000040008,0,CriticalDamageMul,350,350,1,10303401,2
10303406,91000000024,0,HitValue,384,384,1,10303401,2
10303407,91000000031,0,AddIgnoreDefenseDamage,7,7,1,10303401,1
10303408,292000040007,0,AttackSpeedMul,669,669,1,10303401,2
10303409,91000000043,0,HPStealRate,50,50,1,10303401,1
10303410,91000000039,0,ExpGainRate,285,285,1,10303401,2
10303411,91000000060,0,AdenaGainRate,285,285,1,10303401,2
10303412,0,0,MPCostMul,1,1,1,10303401,0
10303413,0,0,MPCostMul,1,1,1,10303401,0
10303414,0,0,MPCostMul,1,1,1,10303401,0
10303415,0,0,MPCostMul,1,1,1,10303401,0
10303416,0,0,MPCostMul,1,1,1,10303401,0
10303417,0,0,MPCostMul,1,1,1,10303401,0
10303418,0,0,MPCostMul,1,1,1,10303401,0
10303419,0,0,MPCostMul,1,1,1,10303401,0
10303420,0,0,MPCostMul,1,1,1,10303401,0
10303501,91000000001,0,AttackPowerPhy,1075,1075,1,10303501,2
10303502,91000000002,0,AttackPowerMag,1075,1075,1,10303501,2
10303503,91000000081,0,Penetration,912,912,1,10303501,2
10303504,292000040071,0,CriticalValue,1743,1743,1,10303501,2
10303505,292000040008,0,CriticalDamageMul,962,962,1,10303501,2
10303506,91000000024,0,HitValue,1039,1039,1,10303501,2
10303507,91000000031,0,AddIgnoreDefenseDamage,18,18,1,10303501,1
10303508,292000040007,0,AttackSpeedMul,1165,1165,1,10303501,2
10303509,91000000043,0,HPStealRate,83,83,1,10303501,1
10303510,91000000039,0,ExpGainRate,490,490,1,10303501,2
10303511,91000000060,0,AdenaGainRate,490,490,1,10303501,2
10303512,0,0,MPCostMul,1,1,1,10303501,0
10303513,0,0,MPCostMul,1,1,1,10303501,0
10303514,0,0,MPCostMul,1,1,1,10303501,0
10303515,0,0,MPCostMul,1,1,1,10303501,0
10303516,0,0,MPCostMul,1,1,1,10303501,0
10303517,0,0,MPCostMul,1,1,1,10303501,0
10303518,0,0,MPCostMul,1,1,1,10303501,0
10303519,0,0,MPCostMul,1,1,1,10303501,0
10303520,0,0,MPCostMul,1,1,1,10303501,0
10303601,731000002514,0,AttackPowerPhy,2045,2045,1,10303601,2
10303602,731000001478,0,AttackPowerMag,2045,2045,1,10303601,2
10303603,91000000081,0,Penetration,1743,1743,1,10303601,2
10303604,731000000639,0,CriticalValue,3335,3335,1,10303601,2
10303605,731000000637,0,CriticalDamageMul,1833,1833,1,10303601,2
10303606,731000000162,0,HitValue,1971,1971,1,10303601,2
10303607,292000040030,0,AddIgnoreDefenseDamage,35,35,1,10303601,1
10303608,731000000635,0,AttackSpeedMul,1296,1296,1,10303601,2
10303609,731000000655,0,HPStealRate,93,93,1,10303601,1
10303610,292000040061,0,ExpGainRate,540,540,1,10303601,2
10303611,292000040062,0,AdenaGainRate,540,540,1,10303601,2
10303612,0,0,MPCostMul,1,1,1,10303601,
10303613,0,0,MPCostMul,1,1,1,10303601,
10303614,0,0,MPCostMul,1,1,1,10303601,
10303615,0,0,MPCostMul,1,1,1,10303601,
10303616,0,0,MPCostMul,1,1,1,10303601,
10303617,0,0,MPCostMul,1,1,1,10303601,
10303618,0,0,MPCostMul,1,1,1,10303601,
10303619,0,0,MPCostMul,1,1,1,10303601,
10303620,0,0,MPCostMul,1,1,1,10303601,
10304201,91000000001,0,AttackPowerPhy,44,44,1,10304201,2
10304202,91000000002,0,AttackPowerMag,44,44,1,10304201,2
10304203,91000000081,0,Penetration,31,31,1,10304201,2
10304204,292000040071,0,CriticalValue,53,53,1,10304201,2
10304205,292000040008,0,CriticalDamageMul,38,38,1,10304201,2
10304206,91000000024,0,HitValue,50,50,1,10304201,2
10304207,91000000031,0,AddIgnoreDefenseDamage,1,1,1,10304201,1
10304208,292000040007,0,AttackSpeedMul,190,190,1,10304201,2
10304209,91000000043,0,HPStealRate,22,22,1,10304201,1
10304210,91000000039,0,ExpGainRate,89,89,1,10304201,2
10304211,91000000060,0,AdenaGainRate,89,89,1,10304201,2
10304212,0,0,MPCostMul,1,1,1,10304201,0
10304213,0,0,MPCostMul,1,1,1,10304201,0
10304214,0,0,MPCostMul,1,1,1,10304201,0
10304215,0,0,MPCostMul,1,1,1,10304201,0
10304216,0,0,MPCostMul,1,1,1,10304201,0
10304217,0,0,MPCostMul,1,1,1,10304201,0
10304218,0,0,MPCostMul,1,1,1,10304201,0
